precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA AUR-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",419,ŞIŞEŞTI,109096,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:21:35",1294,1294,0,737,726,0,11,1400,663,703,34,96,0,5,4,2,5,3,26,7,2,6,360,123,6,12,46
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",276,CERNEŞTI,107582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:18",583,583,0,430,424,0,6,600,170,392,38,7,0,1,0,0,14,0,16,4,2,10,162,53,6,2,115
26,MARAMUREŞ,"CANTINA DE AJUTOR SOCIAL",220,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:05:04",1464,1464,0,683,673,0,10,1600,917,649,34,0,3,5,0,2,4,2,38,27,1,9,442,84,9,8,15
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",379,REMEŢI,108552,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:10",146,146,0,71,61,0,10,200,129,63,8,1,0,1,0,0,2,1,5,0,0,20,26,2,2,2,1
26,MARAMUREŞ,"CANTONUL SILVIC",179,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:06",221,221,0,141,128,0,13,300,159,129,12,2,1,0,0,0,2,0,13,2,2,7,67,26,3,3,1
26,MARAMUREŞ,"CASA DE CULTURĂ",155,"ORAŞ SĂLIŞTEA DE SUS",108892,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:33:11",1568,1568,0,703,695,0,8,1700,997,650,53,7,10,13,4,1,5,1,29,26,7,10,338,112,22,13,52
26,MARAMUREŞ,"CASA DE CULTURĂ",164,"ORAŞ ŞOMCUTA MARE",109176,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:46:26",877,877,0,476,458,0,18,900,424,455,21,15,3,4,2,5,11,4,27,0,1,23,245,69,7,10,29
26,MARAMUREŞ,"CASA DE CULTURĂ",158,"ORAŞ SEINI",108963,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:52:02",1745,1745,0,831,797,0,34,2000,1169,804,27,26,5,7,7,6,22,2,40,9,2,45,476,95,16,12,34
26,MARAMUREŞ,"CASA DE CULTURĂ ”TELEKI SÁNDOR ”",283,COLTĂU,179846,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:05",1683,1683,0,1166,1152,0,14,2100,934,813,353,2,4,10,1,4,10,3,29,3,2,578,86,58,3,6,14
26,MARAMUREŞ,"CASA ORĂŞENEASCĂ DE CULTURĂ",187,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:06:30",1477,1477,0,810,779,0,31,1600,790,788,22,23,3,10,5,5,10,1,24,8,9,57,373,187,27,10,36
26,MARAMUREŞ,"CENTRUL COMUNITAR ROMANII",84,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:08:15",1112,1112,0,382,364,0,18,1216,834,326,56,13,3,11,2,3,5,2,29,3,3,25,150,49,2,8,18
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",271,CERNEŞTI,107582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:46",674,674,0,434,417,0,17,700,266,421,13,11,2,5,1,0,4,2,27,6,4,9,135,101,8,6,100
26,MARAMUREŞ,"CENTRUL CULTURAL ION ȘIUGARIU",178,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:57:39",858,858,0,515,500,0,15,900,359,489,26,6,4,4,4,2,5,1,14,6,2,177,181,44,13,11,15
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",204,"ORAŞ ULMENI",109265,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:48:17",1165,1144,21,674,634,20,20,1200,526,658,16,24,3,4,1,12,16,2,30,4,5,41,363,86,10,17,40
26,MARAMUREŞ,"CENTRUL MULTIFUNCŢIONAL",339,"MIREŞU MARE",108268,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:14",496,496,0,301,287,0,14,603,302,296,5,2,0,1,0,0,2,1,22,0,2,1,201,43,1,4,16
26,MARAMUREŞ,"CENTRUL MULTIFUNCȚIONAL",210,"ORAŞ ULMENI",109265,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:22:22",748,748,0,469,448,0,21,800,331,439,30,0,1,0,0,0,0,0,7,11,0,17,391,12,0,0,0
26,MARAMUREŞ,"CENTRUL „PHOENIX”",71,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:33:35",1349,1349,0,433,417,0,16,1500,1067,400,33,22,6,4,0,11,10,0,23,3,7,25,129,88,16,17,39
26,MARAMUREŞ,"CENTRUL „SALVAȚI FAMILIA”",83,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:28",1935,1935,0,788,768,0,20,2100,1312,769,19,65,6,4,5,23,23,8,37,8,6,51,235,123,30,25,120
26,MARAMUREŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",188,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:44:55",1401,1401,0,811,783,0,28,1500,689,790,21,37,4,6,2,4,13,0,21,8,7,66,377,173,18,17,37
26,MARAMUREŞ,"CENTRUL „SFÂNTUL FRANCISC DE ASSISI”",79,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:42",1398,1398,0,462,452,0,10,1500,1038,442,20,18,7,3,5,14,22,3,29,6,6,27,127,79,16,23,57
26,MARAMUREŞ,"CENTRUL SOCIAL „ASSOC”",46,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:07",1436,1436,0,604,604,0,0,1600,996,594,10,53,8,2,4,12,18,4,20,4,6,26,186,102,23,20,106
26,MARAMUREŞ,"CENTRUL SOCIAL DE ASIGURARE A SERVICIILOR SOCIALE",337,"MIREŞU MARE",108268,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:48:58",391,391,0,256,243,0,13,397,141,248,8,2,3,2,0,0,3,0,3,2,0,2,192,30,3,1,5
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",14,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:53",1347,1347,0,627,599,0,28,1535,908,611,16,76,2,2,0,6,12,5,11,13,6,111,145,48,16,34,124
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",15,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:05",844,844,0,441,425,0,16,1000,559,431,10,38,4,2,2,7,13,3,6,6,2,61,128,43,10,18,88
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA TEHNICĂ”",7,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:48",1233,1233,0,492,461,0,31,499,7,475,17,32,2,3,2,8,18,2,36,5,6,57,142,57,21,21,63
26,MARAMUREŞ,"CLĂDIREA ADMINISTRATIVĂ BISERICA ”DUMINICA MIRONOSIȚELOR”",370,RECEA,106407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:19",684,684,0,452,437,0,15,800,348,435,17,29,14,4,2,6,8,3,17,1,0,12,174,68,21,34,42
26,MARAMUREŞ,"CLĂDIRE ADMINISTRATIVĂ",278,CICÂRLĂU,107662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:39:38",262,262,0,163,155,0,8,300,137,152,11,4,0,1,0,0,4,1,8,0,1,1,95,23,0,1,13
26,MARAMUREŞ,"CLĂDIRE POST POLIȚIE, CLĂDIRE ARHIVĂ, CLĂDIRE BIROURI",251,"BOCICOIU MARE",107350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:49:27",502,502,0,289,279,0,10,600,311,269,20,5,3,3,1,2,3,0,22,1,1,32,59,120,7,6,4
26,MARAMUREŞ,"CLUBUL TINERETULUI",389,RUSCOVA,108696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:14:36",1591,1591,0,617,593,0,24,1750,1133,557,60,4,8,9,0,0,6,3,39,4,1,5,364,79,10,10,15
26,MARAMUREŞ,"CLUBUL TINERETULUI",386,"RONA DE SUS",108632,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:02:58",609,609,0,363,343,0,20,700,337,347,16,2,0,8,0,0,2,4,17,4,0,119,146,26,2,5,12
26,MARAMUREŞ,"COLEGIUL ECONOMIC „PINTEA VITEAZUL”",150,"ORAŞ CAVNIC",106782,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:15:29",1725,1725,0,918,890,0,28,1800,882,884,34,12,6,15,4,8,9,3,47,5,6,34,448,153,15,11,108
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",96,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:08",817,817,0,325,322,0,3,1000,675,313,12,19,1,3,5,2,5,3,4,1,0,37,149,46,6,14,18
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",97,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:44:34",1412,1412,0,527,513,0,14,1600,1073,509,18,16,2,4,3,0,8,2,27,3,0,101,206,91,14,8,24
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",95,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:07:20",888,888,0,357,338,0,19,1000,639,343,14,12,0,1,1,3,11,0,18,2,2,47,152,43,11,7,33
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",62,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:07:29",1561,1561,0,745,678,0,67,1700,955,716,29,93,3,2,6,7,23,4,15,10,2,106,203,81,5,24,132
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „VASILE LUCACIU”",63,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:00",1271,1271,0,527,502,0,25,1400,873,508,19,45,4,5,3,10,14,2,13,18,5,92,132,55,17,21,72
26,MARAMUREŞ,"COLEGIUL TEHNIC „ANGHEL SALIGNY”",69,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:01:36",1536,1536,0,746,719,0,27,1700,954,734,12,74,3,1,4,18,20,4,20,6,5,102,223,78,18,37,121
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",6,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:00:22",1768,1768,0,677,665,0,12,1900,1223,659,18,41,3,6,5,16,15,0,33,6,9,57,219,96,29,20,104
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",5,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:11",1864,1864,0,572,549,0,23,2000,1428,519,53,26,1,6,6,7,15,6,32,5,6,29,217,75,9,19,60
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",86,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:59:23",1319,1319,0,615,606,0,9,1403,789,579,35,26,6,10,3,5,16,5,19,7,6,133,179,67,13,16,68
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",85,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:22:36",1270,1270,0,384,372,0,12,1403,1019,337,47,11,6,6,4,5,9,4,24,7,3,18,128,65,6,7,34
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",118,"ORAŞ BAIA SPRIE",106684,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:53",1163,1163,0,532,524,0,8,1300,768,498,34,22,5,1,0,3,6,0,15,4,3,191,153,56,9,11,19
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",121,"ORAŞ BAIA SPRIE",106684,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:11:35",1212,1212,0,586,572,0,14,1300,714,571,15,24,2,3,6,1,20,3,17,15,4,92,200,87,16,27,54
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",120,"ORAŞ BAIA SPRIE",106684,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:41:24",1065,1065,0,403,394,0,9,1200,797,393,10,16,0,4,3,3,9,5,12,12,0,58,149,67,11,13,31
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",119,"ORAŞ BAIA SPRIE",106684,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:24:55",1238,1232,6,572,566,0,6,1400,834,555,0,31,1,4,3,3,7,2,15,13,2,153,201,54,14,7,45
26,MARAMUREŞ,"COLEGIUL TEHNIC „GEORGE BARIȚIU”",64,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-14 09:50:52",1302,1302,0,664,616,0,48,1410,746,650,14,58,6,4,2,10,9,6,12,11,6,83,193,82,25,20,123
26,MARAMUREŞ,"DISPENSAR UMAN",416,"SUCIU DE SUS",109041,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:41:23",781,781,0,521,494,0,27,900,379,492,29,5,4,8,1,4,5,5,11,2,2,6,272,113,9,9,36
26,MARAMUREŞ,"ECHIPAMENT CONTAINER MODULAR",2,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:56:34",908,908,0,420,410,0,10,1010,590,405,15,21,0,5,2,9,7,4,20,11,4,30,141,74,20,12,45
26,MARAMUREŞ,"FOSTUL DISPENSAR",203,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:00",217,217,0,139,124,0,15,300,161,134,5,4,2,1,0,0,6,2,0,1,0,0,86,25,0,0,7
26,MARAMUREŞ,"FOSTUL SEDIUL AL PRIMĂRIEI",261,BOTIZA,107485,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:37:57",1749,1749,0,1113,1042,0,71,1900,787,1072,41,0,4,0,0,0,1,3,33,89,2,0,720,162,8,17,33
26,MARAMUREŞ,"GAL BAIA MARE",70,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:36:17",1322,1322,0,470,455,0,15,1500,1030,450,20,7,6,5,3,6,14,5,39,2,6,23,178,70,21,9,56
26,MARAMUREŞ,"GOSPODĂRIE INDIVIDUALĂ",345,MOISEI,108348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:27:33",1188,1188,0,696,674,0,22,1300,604,640,56,14,7,7,2,2,5,1,28,7,2,2,400,114,6,14,29
26,MARAMUREŞ,GRĂDINIŢA,377,REMEŢI,108552,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:45:01",800,800,0,375,361,0,14,900,525,343,32,3,0,9,1,1,8,2,27,3,3,6,196,65,1,6,12
26,MARAMUREŞ,GRĂDINIŢA,223,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:00:02",747,747,0,410,398,0,12,804,394,381,29,1,2,7,0,0,6,0,32,11,3,9,268,28,7,0,7
26,MARAMUREŞ,GRĂDINIŢĂ,202,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:50:40",587,587,0,336,328,0,8,582,246,329,7,3,1,2,1,2,5,0,19,2,4,1,198,72,6,5,8
26,MARAMUREŞ,GRĂDINIȚA,199,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:34:58",628,628,0,349,341,0,8,700,351,329,20,3,1,3,0,2,7,0,12,5,2,4,210,68,2,7,3
26,MARAMUREŞ,GRĂDINIȚA,201,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:47:09",1233,1233,0,602,597,0,5,1400,799,579,22,5,1,4,1,1,8,1,22,1,2,4,406,85,9,7,22
26,MARAMUREŞ,GRĂDINIȚA,181,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:04:44",583,583,0,274,268,0,6,600,317,265,9,6,0,2,1,3,7,1,12,11,3,5,151,36,7,1,19
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:22:44",1059,1059,0,623,606,0,17,1200,577,585,38,9,6,6,0,1,3,0,34,5,4,2,383,97,6,13,16
26,MARAMUREŞ,GRĂDINIȚĂ,255,"BOGDAN VODĂ",107403,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:03:19",1911,1911,0,1115,1017,0,98,2100,985,1002,113,24,2,7,1,4,8,2,24,5,3,4,679,172,12,28,27
26,MARAMUREŞ,"GRĂDINIȚA 9 MAI",185,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:06",353,353,0,182,173,0,9,400,218,180,2,0,1,1,0,0,4,1,17,1,0,6,90,44,0,1,14
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:09:52",801,801,0,541,521,0,20,900,359,520,10,11,14,11,0,2,7,2,31,4,1,10,120,71,16,10,210
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL ,3 GRUPE",333,LĂPUŞ,108222,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:46:18",1509,1509,0,931,921,0,10,1700,769,889,42,10,8,11,1,2,16,2,36,15,5,6,586,133,15,14,29
26,MARAMUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL GROŞII ŢIBLEŞULUI",327,"GROŞII ŢIBLEŞULUI",179622,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:33:05",906,906,0,586,558,0,28,1000,414,573,13,6,0,7,1,1,10,0,29,0,3,3,394,81,9,9,20
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 12",54,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:25:18",1611,1611,0,740,720,0,20,1800,1060,718,22,36,4,11,3,15,12,5,32,7,4,132,172,97,24,38,126
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT",166,"ORAŞ ŞOMCUTA MARE",109176,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:59:41",951,951,0,557,548,0,9,1000,443,536,21,9,0,3,1,2,7,2,20,2,2,17,305,96,14,9,47
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOARE DE COLŢ”",36,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:14",1367,1367,0,528,516,0,12,1500,972,505,23,30,9,8,2,5,9,4,26,5,8,34,162,73,14,26,90
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „MICUL PRINŢ”",25,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:53:59",1393,1393,0,521,504,0,17,1500,979,500,21,24,6,2,0,3,16,5,26,4,5,50,181,62,26,18,72
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",31,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:49",1183,1183,0,463,449,0,14,1300,837,453,10,24,10,2,1,10,13,7,19,8,4,30,153,66,11,17,78
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",30,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:46",1319,1319,0,501,486,0,15,1400,899,487,14,20,4,6,6,10,19,3,29,11,8,36,175,72,16,13,59
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 27",80,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:46",1719,1719,0,657,642,0,15,1900,1243,640,17,44,13,5,6,14,26,1,29,11,8,40,174,91,24,28,126
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",29,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:10:40",1298,1298,0,481,460,0,21,1400,919,464,17,34,0,7,5,9,13,3,24,8,4,39,151,74,15,9,69
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 34",35,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:40:21",1361,1361,0,564,547,0,17,1500,936,545,19,32,6,5,3,10,14,0,27,7,7,41,180,78,16,26,93
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",20,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:17",1467,1467,0,670,652,0,18,1600,930,655,15,53,7,2,3,20,15,7,2,18,7,51,199,85,22,23,141
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",77,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:56",1465,1465,0,603,591,0,12,1600,997,587,16,36,4,4,5,9,27,4,23,5,7,31,216,70,21,23,102
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",78,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:03:03",1235,1235,0,415,400,0,15,1400,985,392,23,20,9,5,2,12,15,4,33,4,2,19,152,48,18,9,40
26,MARAMUREŞ,"GRĂDINIŢA DE COPII",252,"BOCICOIU MARE",107350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:46:18",1316,1316,0,716,671,0,45,1400,683,674,42,10,2,5,3,3,11,7,34,3,2,9,243,287,16,15,24
26,MARAMUREŞ,"GRĂDINIȚA HOȘTEZE",177,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:53:31",930,930,0,521,505,0,16,1000,479,502,17,44,6,4,1,9,12,0,19,10,5,37,172,76,20,17,70
26,MARAMUREŞ,"GRĂDINIŢA NR.1",390,RUSCOVA,108696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:48:07",1703,1703,0,691,682,0,9,1904,1213,632,59,6,5,16,2,1,16,2,61,2,7,2,381,102,4,8,17
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",111,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:45:57",826,826,0,297,288,0,9,900,603,290,7,6,3,0,2,2,7,4,10,3,3,31,145,44,7,3,20
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",110,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:29",987,987,0,389,378,0,11,1100,711,372,17,16,4,2,1,3,5,2,14,1,4,60,161,60,6,9,24
26,MARAMUREŞ,"GRĂDINIȚA NR. 12",90,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:07:14",1421,1421,0,483,468,0,15,1500,1017,461,21,9,3,3,5,6,13,1,27,8,4,68,173,87,12,20,22
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",213,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:51:51",1034,1034,0,484,469,0,15,1100,616,455,29,3,1,2,2,2,2,1,30,8,3,3,331,49,8,0,10
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",212,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:08:17",1050,1050,0,478,467,0,11,1200,722,452,26,3,7,5,1,2,5,1,26,20,6,2,309,45,4,0,16
26,MARAMUREŞ,"GRĂDINIȚA NR. 9",101,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:15:44",1505,1505,0,643,630,0,13,1600,957,621,22,16,0,5,0,3,11,4,24,1,2,125,243,110,20,20,37
26,MARAMUREŞ,"GRĂDINIȚA PROGRAM PRELUNGIT NR. 4",160,"ORAŞ SEINI",108963,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:36",1910,1910,0,915,892,0,23,2067,1152,883,32,13,5,10,2,3,17,5,30,3,2,238,392,84,19,25,35
26,MARAMUREŞ,"GRĂDINIȚA ROȘTI",180,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:46",504,504,0,294,287,0,7,600,306,274,20,12,2,4,1,1,4,2,11,8,3,29,125,34,9,13,16
