precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5",42,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:18",1933,1933,0,1102,1080,0,22,2127,1025,1059,43,40,7,172,573,16,24,32,15,9,7,7,6,8,9,74,60
30,OLT,"GRADINITA CU PROGRAM NORMAL PIATRA",105,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:38",651,651,0,423,379,0,44,719,296,409,14,5,5,31,336,0,1,0,2,1,0,2,1,2,0,6,17
30,OLT,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVICENI",301,SCĂRIŞOARA,128613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:40:09",520,520,0,259,248,0,11,575,316,240,19,4,2,22,184,0,5,2,1,0,1,1,0,0,0,0,18
30,OLT,"GRADINITA CU PROGRAM NORMAL POTOPINU",185,DOBROSLOVENI,126718,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:37",537,537,0,293,287,0,6,591,298,270,23,5,2,140,105,1,1,1,0,1,1,2,0,0,0,3,8
30,OLT,"GRADINITA CU PROGRAM NORMAL SEACA",305,SEACA,128864,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:14",1289,1289,0,947,893,0,54,1420,473,850,97,3,3,74,651,1,10,3,23,4,4,7,1,1,2,12,51
30,OLT,"GRADINITA CU PROGRAM NORMAL VLAICI",158,COLONEŞTI,126228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:09",252,252,0,202,159,0,43,279,77,197,5,6,0,9,156,0,2,0,0,2,1,3,0,0,0,6,12
30,OLT,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",50,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:11",1821,1821,0,778,772,0,6,2001,1223,734,44,13,5,83,492,8,12,11,9,3,3,5,2,3,5,38,42
30,OLT,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",55,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:38",1530,1530,0,626,612,0,14,1687,1061,613,13,24,1,89,379,9,19,6,5,2,3,3,2,2,1,26,42
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4",60,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:26:30",1519,1519,0,690,660,0,30,1643,953,670,20,15,3,129,430,10,8,8,4,1,3,5,1,3,2,22,26
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",59,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:23",1484,1484,0,678,660,0,18,1640,962,678,0,20,5,93,418,16,12,14,3,2,8,6,0,0,0,37,44
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8",37,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:49:01",1053,1053,0,504,490,0,14,1169,656,495,9,18,2,83,237,11,20,9,16,1,3,3,1,4,1,40,46
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8",38,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:49",1520,1520,0,681,675,0,6,1682,1001,666,15,16,4,118,338,12,22,11,16,2,5,13,1,6,6,44,52
30,OLT,"GRĂDINIŢA DE COPII",364,VIŞINA,129898,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:42",1205,1205,0,807,789,0,18,1325,518,773,34,12,1,102,578,5,7,6,1,1,4,5,1,2,2,25,21
30,OLT,"GRĂDINIŢA DE COPII",363,VIŞINA,129898,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:02",1064,1064,0,687,668,0,19,1174,487,653,34,8,5,104,474,2,7,3,3,3,5,1,1,1,1,13,22
30,OLT,"GRADINITA FARCASELE",197,FĂRCAŞELE,127019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:03",934,934,0,550,544,0,6,1031,462,505,45,11,4,69,327,4,9,2,3,0,1,9,1,2,3,9,51
30,OLT,"GRADINITA FARCASU DE JOS",198,FĂRCAŞELE,127019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:38",1407,1407,0,867,861,0,6,1550,683,771,96,19,6,65,556,6,8,1,0,6,2,15,0,3,0,4,80
30,OLT,"GRĂDINIȚA GĂNEASA",201,GĂNEASA,127064,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:08:39",1488,1488,0,916,846,0,70,1636,720,869,47,11,5,135,621,4,9,0,0,2,5,10,2,1,2,19,43
30,OLT,"GRĂDINIȚĂ GRECI",303,SCHITU,128659,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:46:06",727,727,0,501,469,0,32,802,301,464,37,1,0,48,335,3,6,0,31,5,7,2,1,1,1,2,21
30,OLT,"GRĂDINIŢA IANCA NOUĂ",329,"ŞTEFAN CEL MARE",129282,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:44:40",430,430,0,362,319,0,43,476,114,320,42,3,4,23,259,2,0,5,0,0,0,5,0,0,2,3,14
30,OLT,"GRĂDINIŢA MILCOVENI",161,CORBU,126326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:52:36",339,339,0,310,265,0,45,349,39,290,20,4,3,39,209,6,3,0,1,2,0,5,0,0,0,3,15
30,OLT,"GRADINITA MOGOSESTI",118,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:46",416,416,0,295,267,0,28,460,165,279,16,2,1,38,195,0,3,3,1,1,0,4,2,1,1,3,24
30,OLT,"GRADINITA PIATRA",106,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:15",934,934,0,663,636,0,27,1030,367,635,28,10,1,80,455,5,7,3,4,4,4,8,2,1,1,15,35
30,OLT,"GRĂDINIŢA SAT VÎRTOPU,CORP 2",92,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:51:47",381,381,0,178,156,0,22,331,153,171,7,1,1,34,116,0,1,0,4,0,2,1,1,0,0,4,6
30,OLT,"GRĂDINIŢA ŞERBĂNEŞTII DE SUS",326,ŞERBĂNEŞTI,129246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:32",597,597,0,370,350,0,20,659,289,344,26,4,1,70,225,0,4,4,1,2,4,1,0,0,1,10,17
30,OLT,"GRĂDINIŢA SLĂTIOARA",307,SLĂTIOARA,125374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:45:05",934,934,0,749,653,0,96,1025,276,707,42,10,3,67,494,7,13,10,4,2,2,8,1,5,4,25,52
30,OLT,"GRĂDINIŢA SLĂTIOARA",306,SLĂTIOARA,125374,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:47",995,995,0,786,733,0,53,1075,289,758,28,17,3,108,457,25,16,11,4,1,3,15,0,7,8,27,56
30,OLT,"GRADINITA ȘUICA",120,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:33",175,175,0,156,133,0,23,194,38,152,4,0,0,15,124,0,0,1,0,1,0,1,0,0,0,6,4
30,OLT,"GRADINITA TEIUS",121,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:54",449,449,0,332,312,0,20,497,167,322,8,3,3,29,238,2,4,5,4,2,0,1,1,0,0,0,30
30,OLT,"GRADINITA VALEA MARE",348,"VALEA MARE",129656,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:14:56",1242,1242,0,825,777,0,48,1363,538,745,80,12,3,227,396,10,8,7,8,0,4,8,5,2,0,19,36
30,OLT,"GRUPUL SCOLAR AGRICOL SCORNICEŞTI",111,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:48:22",1679,1679,0,1058,1007,0,51,1753,695,1006,52,8,4,127,663,12,8,6,29,13,0,6,1,3,20,16,90
30,OLT,JITARU,116,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:40",832,832,0,645,612,0,33,862,217,644,1,0,0,10,622,0,0,0,0,0,0,0,0,0,0,1,11
30,OLT,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:36:55",1683,1683,0,775,725,0,50,1870,1095,735,40,26,5,108,461,8,30,17,12,3,8,2,0,4,2,49,0
30,OLT,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:48:04",1570,1570,0,808,789,0,19,1734,928,770,36,29,6,137,400,22,20,32,9,6,10,5,1,8,5,43,37
30,OLT,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:17:07",1403,1403,0,650,638,0,12,1556,906,633,17,27,5,89,362,9,16,12,7,5,5,4,6,6,3,33,44
30,OLT,"LICEUL IANCU JIANU",227,"IANCU JIANU",127288,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:10:58",1257,1257,0,707,671,0,36,1386,679,670,37,5,3,106,432,12,11,8,3,0,6,6,3,2,1,41,31
30,OLT,"LICEUL MIHAI VITEAZUL",53,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:20:05",1287,1287,0,667,539,0,128,1420,753,654,13,12,5,94,403,8,16,27,1,4,1,2,1,2,4,38,36
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",109,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:30:15",1127,1127,0,861,827,0,34,1243,382,794,67,4,5,219,475,3,3,4,2,2,7,5,0,0,1,7,57
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",108,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:19:30",1163,1163,0,869,850,0,19,1284,438,800,46,23,3,249,448,0,0,8,3,0,3,0,0,0,0,11,52
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",45,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:12:06",1533,1533,0,767,761,0,6,1694,927,747,20,14,4,99,405,21,18,17,12,6,4,9,3,6,3,53,73
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",44,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:52",1398,1398,0,674,664,0,10,1548,874,651,23,15,15,97,333,25,22,17,11,3,7,4,1,2,2,61,36
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",43,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:10:08",1391,1391,0,667,653,0,14,1543,876,641,26,24,1,115,326,13,26,9,8,4,7,5,1,4,4,44,50
30,OLT,"LICEUL TEHNOLOGIC CONSTANTIN FILIPESCU",52,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:27:11",1791,1791,0,753,735,0,18,1972,1224,713,35,26,1,138,400,6,15,15,7,2,4,6,0,5,9,37,42
30,OLT,"LICEUL TEHNOLOGIC CRÎMPOIA",164,CRÂMPOIA,126406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:19:55",1058,1058,0,624,601,0,23,1166,542,578,46,7,1,99,400,3,6,2,3,1,2,4,0,3,2,11,34
30,OLT,"LICEUL TEHNOLOGIC CRÎMPOIA",165,CRÂMPOIA,126406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:41:56",1103,1103,0,633,610,0,23,1210,577,588,45,2,0,80,476,0,5,0,0,0,0,0,0,1,0,8,16
30,OLT,"LICEUL TEHNOLOGIC ION POPESCU CILIENI",154,CILIENI,126148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:50",1288,1288,0,744,741,0,3,1420,676,710,34,13,0,127,472,2,13,3,7,2,1,7,1,3,2,22,35
30,OLT,"LICEUL TEHNOLOGIC ION POPESCU CILIENI",153,CILIENI,126148,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:28",1251,1251,0,696,688,0,8,1378,682,673,23,8,0,139,436,4,10,3,10,0,2,5,1,4,3,15,33
30,OLT,"LICEUL TEHNOLOGIC IZVOARELE",236,IZVOARELE,127386,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:23:33",866,866,0,541,529,0,12,950,410,492,48,2,4,141,288,0,4,0,1,4,1,3,0,1,0,14,29
30,OLT,"LICEUL TEHNOLOGIC MATEI BASARAB",54,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:29",1617,1617,0,728,691,0,37,1781,1053,707,21,20,3,104,441,7,23,6,5,1,5,7,2,2,2,38,41
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",36,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:06",784,784,0,452,444,0,8,860,408,442,10,21,5,49,244,5,5,12,15,4,3,5,1,4,5,40,24
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",35,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:41:46",1544,1544,0,657,645,0,12,1708,1051,634,23,19,5,109,317,18,14,11,7,2,5,2,6,7,5,49,58
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",34,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:11",1528,1528,0,687,670,0,17,1694,1007,669,18,13,10,120,348,10,13,15,14,9,6,8,7,1,6,49,40
30,OLT,"LICEUL TEHNOLOGIC P.S. AURELIAN",26,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:51:36",1656,1656,0,743,732,0,11,1829,1086,704,34,32,7,103,369,14,13,7,20,3,4,10,2,4,2,42,72
30,OLT,"LICEUL TEHNOLOGIC P.S. AURELIAN",25,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:16:37",1150,1150,0,588,570,0,18,1272,684,562,26,26,7,83,308,9,14,20,15,6,3,1,3,1,2,29,35
30,OLT,"LICEUL TEHNOLOGIC TUFENI",344,TUFENI,129585,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:12:35",1139,1139,0,699,661,0,38,1268,569,665,34,3,3,147,442,3,4,3,0,3,3,2,1,0,1,9,41
30,OLT,"LICEUL TEHNOLOGIC VITOMIRESTI",366,VITOMIREŞTI,129914,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:33",373,373,0,269,246,0,23,396,127,248,19,3,0,28,159,2,8,7,2,1,0,3,1,0,0,6,28
30,OLT,"LICEUL TEORETIC IONIŢĂ ASAN",49,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:30:31",1772,1772,0,709,690,0,19,1956,1247,671,38,13,3,78,488,6,6,11,0,19,2,4,1,1,1,19,19
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",13,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:33:17",1415,1415,0,739,724,0,15,1561,822,715,24,32,3,90,402,11,17,19,9,5,5,12,1,5,8,60,36
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",14,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:21",1167,1167,0,596,578,0,18,1291,695,575,21,11,7,67,330,8,7,22,4,1,3,3,7,1,2,66,36
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",12,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:40",1442,1442,0,687,667,0,20,1600,913,668,19,17,5,90,351,13,20,18,17,4,5,9,4,2,3,57,53
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",16,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:19:45",1153,1153,0,575,565,0,10,1275,689,553,22,29,2,82,290,11,18,19,9,4,9,3,5,8,2,36,26
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",15,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:40",954,954,0,472,461,0,11,1057,585,463,9,11,2,53,272,8,11,12,9,3,4,3,1,2,3,41,28
30,OLT,"LICEUL TEORETIC PETRE PANDREA",70,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:14:53",1339,1339,0,646,610,0,36,1484,838,602,44,13,9,90,377,2,11,21,6,3,5,3,2,7,1,33,19
30,OLT,"LICEUL TEORETIC PETRE PANDREA",71,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:01",1401,1401,0,681,648,0,33,1545,864,649,32,23,7,105,401,6,15,9,6,0,4,5,2,2,3,36,25
30,OLT,"LICEUL TEORETIC TUDOR VLADIMIRESCU",97,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:29:34",1818,1818,0,1278,1215,0,63,1995,717,1168,110,16,1,155,879,0,9,9,11,8,1,8,0,7,0,20,44
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",93,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:52:54",1569,1569,0,984,963,0,21,1734,750,936,48,14,3,129,689,1,15,5,0,3,3,7,3,0,3,25,36
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",94,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:17:53",1415,1415,0,898,843,0,55,1562,664,856,42,25,0,112,581,5,18,11,9,3,0,10,4,2,5,24,47
30,OLT,"PRIMĂRIE,STR.PRIMĂRIEI,NR.8",167,CUNGREA,126503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:51:59",644,644,0,512,429,0,83,703,191,495,17,2,2,63,398,1,3,1,0,0,2,3,1,1,2,5,11
30,OLT,"SALA DE SPORT PIATRA - OLT",101,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:01:00",953,953,0,606,563,0,43,1045,439,585,21,5,6,58,442,5,14,4,5,1,3,3,2,0,4,10,23
30,OLT,"SALA DE SPORT PIATRA - OLT",100,"ORAŞ PIATRA-OLT",128105,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:19:45",952,952,0,563,528,0,35,1048,488,511,49,6,1,0,437,3,6,4,2,2,1,3,0,4,2,13,27
30,OLT,"SC GENERALA ALUNISU",310,SPINENI,128962,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:44",318,318,0,225,176,0,49,251,26,215,10,0,0,39,157,1,0,0,2,1,1,0,1,0,0,4,9
30,OLT,"ŞCOALA BACEA",255,MOVILENI,127689,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:27:39",1015,1015,0,644,590,0,54,1119,475,625,19,2,1,79,507,3,4,3,0,1,1,7,0,1,1,0,15
30,OLT,"ŞCOALA BĂRBĂLAI",331,TĂTULEŞTI,129317,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:57:35",171,171,0,163,116,0,47,187,24,154,9,0,0,14,126,0,2,0,2,1,0,0,0,0,0,7,2
30,OLT,"SCOALA BERINDEI",174,DĂNEASA,126585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:32",400,400,0,245,220,0,25,439,194,236,9,3,0,19,171,0,4,3,1,2,1,1,0,0,0,18,13
30,OLT,"ŞCOALA BUSCA",246,MIHĂEŞTI,127536,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:25",457,457,0,389,340,0,49,505,116,380,9,3,2,42,281,2,4,2,4,0,2,2,0,0,3,9,24
30,OLT,"SCOALA CANDELESTI",339,TOPANA,129503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:23",75,75,0,74,57,0,17,84,10,74,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,0,1
30,OLT,"ŞCOALA CARTIER SILIŞTIOARA",90,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:17:51",381,381,0,235,210,0,25,423,188,219,16,0,0,35,158,0,0,1,0,2,2,3,1,0,1,4,12
30,OLT,"SCOALA CORABIA VECHE",88,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:18:22",1406,1406,0,686,658,0,28,1554,868,646,40,16,3,100,373,8,12,10,9,2,11,7,2,4,2,56,31
30,OLT,"ŞCOALA CU CLASELE I-IV BREBENI",143,BREBENI,125999,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:54:33",917,917,0,597,564,0,33,1013,416,544,53,8,3,175,255,3,5,5,11,2,4,8,2,1,4,6,52
30,OLT,"SCOALA CU CLASELE I-IV BULIMANU",367,VITOMIREŞTI,129914,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:03",148,148,0,118,101,0,17,162,44,106,12,0,1,13,78,0,0,0,1,0,2,1,0,1,0,3,6
30,OLT,"SCOALA CU CLASELE I-IV BUTA",166,CRÂMPOIA,126406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:55:04",619,619,0,391,356,0,35,683,292,373,18,1,0,53,282,0,3,0,4,3,0,1,0,0,0,6,20
30,OLT,"ŞCOALA CU CLASELE I-IV CÎMPU PĂRULUI",258,OBÂRŞIA,127750,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:11",237,237,0,206,190,0,16,262,56,199,7,1,3,30,135,0,1,1,1,3,0,0,0,0,0,18,6
30,OLT,"ŞCOALA CU CLASELE I-IV COTENI",259,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:46:58",168,168,0,119,95,0,24,186,67,111,8,4,0,13,86,1,0,0,0,2,0,0,0,0,0,1,4
30,OLT,"SCOALA CU CLASELE I-IV DONESTI",369,VITOMIREŞTI,129914,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:27",177,177,0,128,108,0,20,194,66,121,7,1,1,15,86,1,5,1,1,0,0,0,0,0,0,0,10
30,OLT,"ŞCOALA CU CLASELE. I-IV FĂLCOIENI",107,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:20:09",809,809,0,579,548,0,31,894,315,558,21,9,0,182,317,0,0,6,0,0,0,0,0,0,0,7,37
30,OLT,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",257,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:37",551,551,0,389,337,0,52,607,218,367,22,4,0,68,254,0,4,0,0,0,0,1,0,0,0,6,30
30,OLT,"ŞCOALA CU CLASELE I-IV PROASPEŢI",172,CURTIŞOARA,126433,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:08",1022,1022,0,689,624,0,65,1112,423,677,12,6,3,68,520,1,6,3,1,2,2,4,1,2,3,22,33
30,OLT,"SCOALA CU CLASELE I-IV RACOVITA",375,VOINEASA,130062,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:35:38",416,416,0,272,258,0,14,458,186,259,13,0,0,39,201,2,1,1,1,1,0,2,0,0,0,3,8
30,OLT,"ŞCOALA CU CLASELE I-IV TABONU",261,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:41:00",103,103,0,85,70,0,15,114,29,79,6,0,0,9,61,0,1,0,1,0,0,1,0,0,0,0,6
30,OLT,"SCOALA CU CLASELE I-IV TREPTENI",370,VITOMIREŞTI,129914,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:55:49",230,230,0,136,126,0,10,247,111,132,4,0,0,17,98,1,1,0,1,1,0,2,0,0,0,1,10
30,OLT,"ŞCOALA CU CLASELE I-IV VALEA LUI ALB",381,VULTUREŞTI,130231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:19:32",473,473,0,296,261,0,35,520,224,283,13,1,0,24,231,1,3,1,0,0,0,6,0,1,0,5,10
30,OLT,"ŞCOALA CU CLASELE I-VIII",327,ŞOPÂRLIŢA,130384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:52",958,958,0,812,710,0,102,1055,243,777,35,7,4,101,593,2,7,1,3,3,2,5,1,1,0,12,35
30,OLT,"ŞCOALA CU CLASELE I-VIII BĂLĂNEŞTI",243,MĂRUNŢEI,127493,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:15:12",1105,1105,0,744,686,0,58,1210,466,693,51,7,5,82,517,1,0,3,2,2,3,3,2,3,0,6,57
30,OLT,"SCOALA CU CLASELE I-VIII BALEASA",205,GĂVĂNEŞTI,130302,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:29:06",649,649,0,435,402,0,33,714,279,424,11,4,0,27,378,0,0,3,0,3,1,1,0,0,0,1,6
30,OLT,"ŞCOALA CU CLASELE I-VIII CHILIA",193,FĂGEŢELU,126905,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:13:01",238,238,0,310,188,0,122,366,56,285,25,0,1,42,196,4,0,0,4,2,0,2,1,0,0,28,5
