precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
24,IAŞI,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",40,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:59",972,972,0,476,453,0,23,1100,624,463,13,10,2,3,6,11,4,136,1,90,8,9,0,56,36,4,87
24,IAŞI,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",41,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:48",925,925,0,513,433,0,80,1000,487,497,16,11,8,2,4,24,0,168,2,77,4,10,3,67,24,5,88
24,IAŞI,"COLEGIUL NAȚIONAL MIHAIL SADOVEANU",270,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:54",1901,1901,0,588,581,0,7,2100,1512,567,21,9,9,8,5,30,3,312,9,23,10,16,6,78,8,1,40
24,IAŞI,"COLEGIUL NAȚIONAL MIHAIL SADOVEANU",272,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:10:06",1784,1784,0,4,0,0,4,2000,1996,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
24,IAŞI,"COLEGIUL NAȚIONAL MIHAIL SADOVEANU",269,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:35",1623,1623,0,505,491,0,14,1800,1295,488,17,19,8,7,4,31,1,273,5,13,3,8,8,65,13,0,30
24,IAŞI,"COLEGIUL NAȚIONAL MIHAIL SADOVEANU",271,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:36:59",1748,1748,0,7,0,0,7,1900,1893,7,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",181,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:50:23",1292,1292,0,516,445,0,71,1400,884,502,14,34,8,4,5,36,2,166,5,47,5,13,5,60,39,4,69
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",182,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:22",1590,1590,0,307,276,0,31,1700,1393,294,13,13,2,1,5,37,4,107,3,12,5,5,5,49,18,1,27
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",176,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:26:50",1069,1069,0,263,235,0,28,1200,931,250,12,8,5,4,3,21,4,94,0,18,0,6,0,42,26,1,18
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",174,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:13:46",1404,1404,0,360,320,0,40,1600,1240,341,19,19,5,2,6,18,3,127,3,35,4,10,2,38,24,2,43
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",175,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:28",1683,1683,0,286,251,0,35,1800,1514,272,14,7,4,4,1,14,2,112,3,8,2,9,3,49,18,2,34
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",258,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:07:12",1239,1239,0,451,414,0,37,1400,949,430,21,21,4,9,3,28,3,132,1,44,1,15,5,69,32,2,61
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",257,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:53:36",1256,1256,0,772,643,0,129,1400,628,606,37,23,12,6,7,25,5,221,4,65,5,19,12,86,26,5,85
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",256,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:39:47",1437,1437,0,630,569,0,61,1600,970,609,21,38,8,2,6,49,3,195,3,66,9,10,4,73,51,6,86
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",276,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:58",1499,1499,0,625,616,0,9,1600,975,593,32,15,11,4,5,30,1,365,4,18,4,10,6,79,21,0,20
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",277,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:29:55",1061,1061,0,482,470,0,12,1200,718,461,21,18,3,3,2,17,2,263,1,13,4,12,8,78,12,1,24
24,IAŞI,"CONTAINER MODULAR",523,LESPEZI,97606,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:46",610,610,0,368,363,0,5,700,332,343,25,5,1,0,0,23,6,228,1,3,2,1,3,56,5,0,9
24,IAŞI,"CORP A ŞCOALA GIMNAZIALĂ DUMBRAVA",377,CIUREA,96254,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:32",1252,1252,0,561,551,0,10,1400,839,533,28,15,7,1,2,53,3,296,0,17,3,7,11,80,25,0,13
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",749,"VALEA LUPULUI",100353,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:05:49",1793,1793,0,942,910,0,32,1900,969,913,18,50,6,3,12,36,12,334,3,117,11,27,2,95,54,6,145
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",748,"VALEA LUPULUI",100353,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:53:46",1947,1947,0,1136,1113,0,23,2100,966,1096,38,51,9,8,8,49,2,424,3,150,5,23,11,143,58,9,143
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",751,"VALEA LUPULUI",100353,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:53:48",1866,1866,0,968,937,0,31,2000,1032,927,41,61,14,3,7,37,2,334,3,115,5,34,7,125,50,8,122
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",750,"VALEA LUPULUI",100353,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:54",1782,1782,0,1001,942,0,59,1900,899,979,22,80,8,4,19,36,7,335,2,146,5,20,3,104,56,5,149
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",145,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:56",1263,1263,0,602,470,0,132,1400,798,590,12,32,5,3,0,28,4,190,3,76,5,15,4,55,76,1,93
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",144,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:00:04",1523,1523,0,490,421,0,69,1700,1210,473,17,32,7,4,2,13,4,144,4,55,4,15,3,56,33,2,95
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",147,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:39",1398,1398,0,664,586,0,78,1500,836,649,15,35,9,4,9,38,1,201,3,73,6,16,5,79,60,3,107
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",146,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:29",1764,1764,0,626,566,0,60,1900,1274,605,21,51,9,5,13,28,12,170,3,107,4,16,1,56,41,1,88
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",149,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:02",1477,1477,0,680,577,0,103,1600,920,665,15,50,5,4,7,59,4,175,3,65,2,18,7,98,64,2,102
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",148,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:12:55",1324,1324,0,497,455,0,42,1500,1003,482,15,27,6,4,6,17,11,162,3,42,3,9,10,87,31,2,62
24,IAŞI,"FOSTA ŞCOALĂ SATUL SCOPOSENI",510,HORLEŞTI,97517,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:09:24",228,228,0,137,127,0,10,300,163,124,13,1,0,0,0,4,1,82,0,2,5,0,3,20,3,0,3
24,IAŞI,"GRĂDINIȚA BOGDĂNEŞTI",509,HORLEŞTI,97517,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:01:46",540,540,0,271,257,0,14,600,329,257,14,9,1,2,0,14,1,183,0,3,1,6,4,27,3,0,3
24,IAŞI,"GRADINITA COLTU-CORNII",484,GROZEŞTI,97394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:13",430,430,0,281,245,0,36,500,219,270,11,0,3,0,1,6,2,222,1,2,3,1,2,25,2,0,0
24,IAŞI,"GRĂDINIŢA CUCUTENI",420,CUCUTENI,96664,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:34",742,742,0,398,374,0,24,800,402,369,29,3,1,3,2,25,4,247,2,6,3,1,5,35,6,1,25
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL",551,MIROSLAVA,97919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:12:35",1416,1416,0,638,620,0,18,1600,962,619,19,27,5,4,7,49,2,197,1,59,9,12,5,94,19,4,125
24,IAŞI,"GRADINIŢA CU PROGRAM NORMAL BUTEA, COMUNA BUTEA, JUDEŢUL IAŞI",362,BUTEA,96110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:04",1540,1540,0,565,523,0,42,1700,1134,528,37,10,4,3,1,26,9,375,0,17,4,8,6,36,2,0,27
24,IAŞI,"GRADINITA CU PROGRAM NORMAL CHILISOAIA",446,DUMEŞTI,96940,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:56:44",166,166,0,106,97,0,9,200,94,99,7,2,1,0,0,8,1,69,2,1,1,0,6,6,2,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CIURBEȘTI",548,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:15",1090,1090,0,475,459,0,16,1200,725,449,26,6,2,3,5,31,3,205,1,22,3,7,9,84,19,0,49
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL COMARNA NR.1",394,COMARNA,96370,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:30",1575,1575,0,450,431,0,19,1700,1250,416,34,5,2,3,1,14,1,328,2,3,0,5,3,33,6,0,10
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRISTEȘTI",497,HOLBOCA,95159,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:50:43",636,636,0,267,254,0,13,700,433,255,12,7,3,3,2,23,4,122,1,6,1,5,7,55,5,0,11
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRIVEȘTI",678,STRUNGA,99209,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:44:39",236,236,0,128,118,0,10,300,172,120,8,1,2,1,0,2,2,63,0,1,1,0,1,34,1,0,11
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DANCU",498,HOLBOCA,95159,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 16:56:12",1301,1301,0,581,571,0,10,1400,819,557,24,18,9,2,8,36,1,274,2,29,3,15,3,110,15,2,30
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DANCU",499,HOLBOCA,95159,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:50",1396,1396,0,576,563,0,13,1500,899,558,18,22,7,3,3,43,3,267,1,25,4,11,7,77,25,2,58
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DELENI ( SEDIUL NOU)",431,DELENI,96815,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:08:19",1957,1957,0,748,739,0,9,2100,1352,669,79,14,0,5,1,73,4,437,1,3,3,4,8,89,14,1,12
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL GRIEȘTI",730,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:41:47",212,212,0,105,95,0,10,300,195,97,8,4,0,4,2,7,1,42,0,0,4,1,0,14,0,0,18
24,IAŞI,"GRADINITA CU PROGRAM NORMAL HALAUCESTI",487,HĂLĂUCEŞTI,97438,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:20:39",1415,1415,0,640,631,0,9,1600,960,614,26,4,7,5,3,2,2,362,3,14,2,27,17,96,12,2,56
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL HĂLCENI",690,ŞIPOTE,99370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:22:03",915,915,0,449,446,0,3,1000,551,412,37,3,1,2,0,20,3,288,0,1,2,3,5,68,5,1,10
24,IAŞI,"GRADINITA CU PROGRAM NORMAL -HORPAZ",550,MIROSLAVA,97919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:29:57",1972,1972,0,895,874,0,21,2113,1218,867,23,49,4,5,13,34,4,275,5,110,7,20,0,99,51,4,187
24,IAŞI,"GRADINITA CU PROGRAM NORMAL MAXUT",434,DELENI,96815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:05:47",753,753,0,361,351,0,10,800,439,335,26,12,3,0,1,20,0,204,2,3,3,8,3,53,8,0,15
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP A)",545,MIROSLAVA,97919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:10:31",1647,1647,0,783,748,0,35,1800,1017,760,23,38,7,3,7,35,11,240,3,92,6,18,4,112,35,1,148
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP B)",543,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:39",1482,1482,0,777,753,0,24,1600,825,755,20,24,10,2,6,46,2,200,2,90,5,13,7,172,41,1,134
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP B)",544,MIROSLAVA,97919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:39:12",1379,1379,0,711,697,0,14,1500,789,688,23,38,2,7,4,21,3,222,3,67,1,15,6,142,37,6,114
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",2,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:24:25",1364,1364,0,648,601,0,47,1500,851,625,23,38,18,6,10,27,3,201,3,42,3,15,2,98,58,4,97
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",1,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:56:29",1553,1553,0,726,659,0,67,1700,974,701,25,45,15,1,14,31,4,200,3,94,4,20,9,89,47,6,119
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",72,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:42",816,816,0,375,360,0,15,900,525,366,9,21,8,0,3,23,3,120,7,39,2,8,2,51,24,1,54
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",74,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:43",789,789,0,341,304,0,37,900,559,325,16,21,4,2,2,13,1,106,2,29,3,12,4,40,35,3,48
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",75,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:52",790,790,0,340,314,0,26,900,560,340,0,17,3,0,5,21,5,133,2,27,1,0,0,57,25,0,44
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",73,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:13",723,723,0,322,305,0,17,800,478,314,8,17,1,1,5,16,1,122,0,23,4,5,5,40,29,3,42
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 26",183,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:14",1594,1594,0,278,233,0,45,1800,1522,274,4,11,4,0,2,9,1,66,1,43,2,2,3,44,33,5,48
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",84,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:33",778,778,0,279,233,0,46,900,621,269,10,13,1,1,2,23,3,83,1,26,1,9,2,34,34,3,33
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PODOLENII DE SUS",415,COZMEŞTI,96593,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:57:14",1210,1210,0,405,403,0,2,1300,895,374,31,2,0,0,2,23,6,232,0,0,1,7,4,81,4,0,12
24,IAŞI,"GRADINITA CU PROGRAM NORMAL POIANA",435,DELENI,96815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:54:50",861,861,0,403,396,0,7,900,497,353,50,3,4,2,2,20,3,255,2,4,4,1,5,42,4,0,2
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL POTÂNGENI",582,MOVILENI,98257,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:33",743,743,0,353,344,0,9,816,463,308,37,5,18,2,0,20,0,212,2,1,4,3,2,25,5,0,9
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PRISĂCANI",603,PRISĂCANI,98603,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:48:46",1313,1313,0,856,798,0,58,1400,544,796,60,7,7,3,2,78,4,420,0,3,5,7,9,160,13,5,73
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RĂDENI",629,ROŞCANI,100344,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:43",591,591,0,406,392,0,14,600,194,373,33,5,0,1,0,11,0,312,2,0,2,1,5,32,1,0,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RECEA",733,ŢIBĂNEŞTI,99780,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:01:55",102,102,0,69,58,0,11,200,131,55,14,1,3,1,0,2,2,35,0,2,0,0,0,6,0,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL REDIU",622,REDIU,95239,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:20",1298,1298,0,657,625,0,32,1400,743,643,14,32,17,4,5,25,4,212,3,57,6,12,1,81,50,0,134
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",642,SCÂNTEIA,98916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 16:54:13",1557,1557,0,189,180,0,9,1700,1511,178,11,4,1,0,2,11,0,69,0,0,0,3,3,50,3,0,32
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",641,SCÂNTEIA,98916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:08:52",1758,1758,0,56,56,0,0,1900,1844,52,4,0,1,1,0,4,1,17,0,0,0,2,0,21,2,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ŞERBEŞTI",373,CIORTEŞTI,96192,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:06:14",595,595,0,288,280,0,8,700,412,244,44,2,1,0,0,5,1,219,0,1,1,1,2,4,2,0,5
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SUHULEȚ",694,TANSA,99441,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:17:21",878,878,0,594,530,0,64,1000,406,550,44,10,12,1,1,28,1,424,2,8,0,2,4,43,3,0,11
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TANSA",693,TANSA,99441,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:30:00",1577,1577,0,660,625,0,35,1700,1040,604,56,13,4,1,1,34,0,461,1,4,4,3,5,56,10,0,7
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",727,ŢIBĂNEŞTI,99780,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:10:29",980,980,0,458,448,0,10,1100,642,431,27,8,3,5,1,29,2,257,1,15,2,4,6,55,9,1,33
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",726,ŢIBĂNEŞTI,99780,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:01:40",879,879,0,390,379,0,11,1000,610,357,33,5,2,3,2,29,0,218,0,4,0,0,4,57,4,0,29
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TRIFEȘTI",713,TRIFEŞTI,99600,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:47:58",1392,1392,0,810,771,0,39,1500,690,754,56,6,7,2,4,39,3,550,1,5,3,6,5,101,6,0,16
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL-VALEA ADÂNCĂ ( CORP A)",557,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:36",1546,1546,0,635,621,0,14,1700,1065,621,14,43,9,8,7,31,1,128,4,104,2,22,6,64,26,5,161
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL-VALEA ADÂNCĂ (CORP B)",558,MIROSLAVA,97919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:27:41",1572,1572,0,719,681,0,38,1687,968,696,23,54,9,1,6,37,2,160,1,123,4,13,8,64,44,1,169
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",553,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:29:04",1370,1370,0,689,673,0,16,1500,812,674,14,34,4,1,7,25,2,162,2,96,1,13,3,105,34,9,176
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",554,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:33:47",1477,1477,0,676,659,0,17,1600,909,659,15,35,7,9,10,32,8,162,2,87,7,9,4,89,36,6,156
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VĂLENII",735,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:09",217,217,0,119,100,0,19,300,181,113,6,5,1,3,0,6,1,46,0,2,0,1,3,40,1,0,4
24,IAŞI,"GRADINITA CU PROGRAM NORMAL ZLODICA",367,CEPLENIŢA,96147,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:10:28",230,230,0,105,95,0,10,300,195,97,8,0,0,0,1,4,2,57,0,0,0,0,0,12,0,0,21
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CUV. PARASCHEVA”",244,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:48",766,766,0,402,312,0,90,800,398,386,16,26,2,2,4,22,3,107,3,59,2,8,2,43,48,4,51
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",222,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:38",948,948,0,459,410,0,49,1000,524,459,0,28,4,5,3,25,1,116,4,58,2,11,0,54,46,0,102
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",221,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:44:33",783,783,0,387,334,0,53,900,504,375,10,16,6,2,7,14,1,108,2,53,1,13,0,49,32,3,68
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",7,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:13:00",1238,1238,0,585,554,0,31,1400,815,576,9,25,7,10,6,25,6,184,8,67,4,10,3,64,38,25,94
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",10,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:35:02",1689,1689,0,717,674,0,43,1900,1183,701,16,31,20,7,10,32,4,210,6,91,4,18,4,95,44,9,116
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",8,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:20:18",1317,1317,0,551,524,0,27,1400,851,536,13,9,4,1,5,32,10,223,5,56,12,18,3,70,26,2,60
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",9,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 16:47:15",1477,1477,0,687,624,0,63,1600,913,655,32,28,17,4,16,30,6,198,4,102,3,17,1,68,64,5,92
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",185,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:17:42",1510,1510,0,615,586,0,29,1700,1085,601,14,26,14,6,10,27,4,175,2,73,13,13,3,55,46,10,124
