precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi"
17,DOLJ,"CONSILIUL LOCAL AFUMATI",225,AFUMAŢI,70520,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:09",870,870,0,670,563,0,107,900,230,635,35,6,0,0,2,62,1,0,2,31,504,9,2,10,5,0,1
17,DOLJ,"CONTAINER MODULAR",304,CERNĂTEŞTI,71723,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:50:14",335,335,0,224,211,0,13,300,76,201,23,3,1,0,0,26,1,0,1,10,149,7,0,2,0,0,1
17,DOLJ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ CRAIOVA CENTRUL DE ZI PENTRU PERSOANE VÂRSTNICE ”CLUBUL SENIORILOR”",40,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:27",868,868,0,343,333,0,10,900,557,323,20,4,3,14,0,72,6,2,1,11,157,8,12,23,6,4,0
17,DOLJ,"DISPENSAR UMAN",513,ŢUGLUI,74509,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:02",217,217,0,144,130,0,14,300,156,130,14,0,2,2,0,35,1,0,1,1,86,0,0,1,0,1,0
17,DOLJ,"FACULTATEA DE AGRONOMIE",64,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:55:35",1708,1708,0,738,712,0,26,1900,1162,695,43,2,14,37,4,105,7,4,3,18,270,24,53,124,18,9,3
17,DOLJ,"FACULTATEA DE AGRONOMIE",63,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:56:44",1948,1948,0,691,644,0,47,2200,1509,668,23,6,6,34,3,135,12,3,4,38,263,21,34,83,9,12,5
17,DOLJ,"FACULTATEA DE MECANICĂ",162,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:09:03",941,941,0,537,409,0,128,1100,563,526,11,4,3,29,3,71,9,3,6,20,236,11,24,88,10,5,4
17,DOLJ,"GRADINITA ”ALBA CA ZAPADA”",443,PLENIŢA,73709,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:26:13",1012,1012,0,620,568,0,52,1200,580,573,47,36,1,15,5,57,16,3,0,0,398,4,2,27,4,3,2
17,DOLJ,"GRĂDINIŢA BALOTA DE JOS",419,MURGAŞI,73371,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:54:40",718,718,0,495,465,0,30,700,205,473,22,2,0,1,0,50,7,0,0,14,381,14,0,2,1,0,1
17,DOLJ,"GRĂDINIȚA BISTRETU NOU",246,BISTREŢ,70897,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:20:13",605,605,0,309,276,0,33,600,291,281,28,1,2,1,2,25,4,0,1,15,223,0,4,1,2,0,0
17,DOLJ,"GRADINITA CU POGRAM NORMAL POTMELTU",319,"COŢOFENII DIN DOS",71910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:16:07",416,416,0,313,286,0,27,400,87,295,18,2,0,1,2,46,6,0,0,17,212,1,0,7,0,0,1
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL",533,VERBIŢA,74705,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:58:44",378,378,0,252,233,0,19,400,148,228,24,0,2,3,1,67,6,1,0,2,140,2,0,3,1,0,0
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL BRĂDEŞTII BĂTRÂNI",263,BRĂDEŞTI,71055,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:12",310,310,0,228,204,0,24,300,72,209,19,1,1,2,0,30,9,0,3,9,138,1,2,13,0,0,0
17,DOLJ,"GRĂDINITA CU PROGRAM NORMAL ”CASA CU PITICI” (FOSTA NR. 15) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",73,"MUNICIPIUL CRAIOVA",69900,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:06:11",1655,1655,0,598,588,0,10,1900,1302,582,16,8,0,15,7,186,5,0,5,36,254,12,5,40,3,3,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ” CURCUBEUL ” RĂCARI",265,BRĂDEŞTI,71055,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:38:35",918,918,0,647,592,0,55,1100,453,601,46,3,6,7,1,135,7,3,0,31,372,4,5,23,3,0,1
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ”ÎNGERAȘII” ( FOSTA NR. 5)",139,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:10:30",1895,1895,0,798,783,0,15,2098,1300,771,27,6,12,30,2,174,9,1,4,38,318,26,31,91,16,9,4
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL” ÎNGERAȘII” (FOSTĂ NR.5)",136,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:44",1632,1632,0,682,667,0,15,1900,1218,659,23,9,3,19,3,120,8,4,5,31,329,21,13,74,7,7,6
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL LIŞTEAVA",431,OSTROVENI,73567,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:56",1175,1175,0,562,547,0,15,1200,638,503,59,2,1,0,0,41,1,0,0,19,425,4,2,7,1,0,0
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NEDEIA",361,GIGHERA,72463,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:24:08",646,646,0,408,372,0,36,800,392,385,23,0,3,3,3,69,6,0,1,6,290,0,1,1,1,0,1
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NOVACU",239,ARGETOAIA,70744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:55:50",226,226,0,168,153,0,15,200,32,162,6,2,0,0,0,24,1,0,0,7,125,0,1,2,0,0,0
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR.14 ”LUCEAFĂRUL” – STRUCTURĂ A ŞCOLII GIMNAZIALE ”NICOLAE BĂLCESCU” (FOSTA NR.39)",161,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:39:08",1339,1339,0,584,559,0,25,1500,916,567,17,1,6,33,4,97,7,4,4,22,234,22,26,85,12,7,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR.16-STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION ŢUCULESCU” (FOSTA NR.14)",138,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:22",1718,1718,0,766,760,0,6,1800,1034,749,17,2,4,30,4,154,7,2,4,40,340,18,28,98,10,5,3
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 VALEA STANCIULUI",520,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:21",652,652,0,428,386,0,42,700,272,370,58,2,8,3,6,33,1,1,0,22,274,1,2,16,0,1,0
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 BĂILEȘTI",187,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:32",976,976,0,344,338,0,6,1000,656,326,18,0,4,2,1,41,5,0,0,8,249,1,1,13,0,0,1
17,DOLJ,"GRADINITA CU PROGRAM NORMAL NR.35 – STRUCTURĂ A SCOLII GIMNAZIALE ”ION ŢUCULESCU” (FOSTĂ NR.14)",137,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:52:19",1282,1282,0,634,587,0,47,1500,866,608,26,2,8,28,2,123,7,1,6,42,302,0,14,58,9,5,1
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8 BĂILEȘTI",185,"MUNICIPIUL BĂILEŞTI",70316,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:47:10",1281,1281,0,518,502,0,16,1500,982,479,39,0,0,0,2,52,8,3,4,18,353,0,7,20,0,12,0
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL PLEŞOI",445,PLEŞOI,74931,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:27:43",953,953,0,865,698,0,167,1100,235,774,91,0,3,3,1,69,13,2,1,14,641,6,0,14,1,5,1
17,DOLJ,"GRADINIŢA CU PROGRAM NORMAL ”PRICHINDEL”(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”MIHAI EMINESCU” (FOSTA NR.37)",19,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:29",1247,1247,0,454,439,0,15,1300,846,446,8,1,5,27,2,103,3,3,3,35,169,8,14,60,5,3,5
17,DOLJ,"GRADINIŢA CU PROGRAM NORMAL ”PRICHINDEL”(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”MIHAI EMINESCU” (FOSTA NR.37))",18,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:12",947,947,0,364,344,0,20,1326,962,349,15,7,2,13,0,62,3,2,3,13,168,16,14,32,10,3,1
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ROVINE 2 – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",172,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:29",565,565,0,241,235,0,6,600,359,235,6,1,0,5,0,52,8,1,0,15,129,2,3,12,7,0,0
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL VALEA LUI PĂTRU",481,SCĂEŞTI,74073,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:43",764,764,0,466,445,0,21,800,334,398,68,0,0,0,0,208,11,0,3,10,155,0,0,11,0,0,0
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ZĂVAL",362,GIGHERA,72463,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:38:18",596,596,0,382,345,0,37,700,318,360,22,5,2,2,0,61,11,0,2,19,251,2,0,4,1,0,0
17,DOLJ,"GRADINITA CU PROGRAM PRELUNGIT ”CASUTA CU POVESTI” (FOSTA NR. 43)",117,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:00:59",1358,1358,0,584,570,0,14,1400,816,557,27,4,8,21,1,85,11,3,3,16,274,11,27,74,10,7,2
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA CU POVESTI” (FOSTA NR.43)",116,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:44:43",1552,1552,0,589,573,0,16,1800,1211,576,13,2,9,21,2,96,7,1,5,35,249,13,31,89,8,3,5
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATA” ( FOSTĂ NR.37)",13,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:03:24",1660,1660,0,726,701,0,25,1900,1174,705,21,2,6,19,6,93,8,2,4,29,306,16,67,124,17,5,1
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATA”(FOSTĂ NR.37)",14,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:26:30",1523,1523,0,611,494,0,117,1700,1089,562,49,7,3,10,3,131,7,6,7,34,260,12,0,66,4,8,4
17,DOLJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” DUMITRU CONSTANTINESCU ” TATOMIREŞTI",266,BRĂDEŞTI,71055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:15:33",824,824,0,553,540,0,13,1000,447,516,37,11,2,1,3,86,5,2,2,30,324,15,5,17,5,3,5
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE ALBASTRA” (FOSTA NR.40)",92,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:37",1179,1179,0,418,409,0,9,1400,982,410,8,2,5,12,2,77,7,2,0,23,195,8,16,51,5,2,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE ALBASTRA” (FOSTA NR.40)",93,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:24",1385,1385,0,463,441,0,22,1600,1137,456,7,2,2,15,2,86,6,1,0,10,253,11,8,45,9,4,2
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",85,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:58",1181,1181,0,493,484,0,9,1200,707,481,12,2,5,21,1,81,8,6,2,31,211,13,25,59,10,3,3
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",87,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:24",1175,1175,0,456,445,0,11,1400,944,442,14,4,1,20,2,76,5,0,3,27,211,19,14,50,5,2,3
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",86,"MUNICIPIUL CRAIOVA",69900,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:56:05",1216,1216,0,457,442,0,15,1400,943,448,9,4,9,26,2,86,5,0,1,29,184,19,20,50,5,3,5
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”ION CREANGA” (FOSTA NR. 42)",29,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:18",1216,1216,0,546,529,0,17,1400,854,534,12,3,8,29,3,89,6,2,4,20,229,10,24,82,13,9,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 7 BĂILEȘTI",180,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:12",734,734,0,338,326,0,12,900,562,310,28,2,0,2,2,39,0,0,1,9,237,3,0,7,5,2,1
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PARADISUL COPIILOR” (FOSTA NR. 24)",65,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:33",1178,1178,0,424,411,0,13,1200,776,397,27,3,4,16,3,79,7,5,3,19,158,17,21,51,4,6,1
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PARADISUL COPIILOR”, (FOSTA NR. 24)",66,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:04:36",890,890,0,391,374,0,17,900,509,377,14,3,10,16,4,68,8,2,4,5,154,10,13,66,8,3,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PETRACHE POENARU” (FOSTA SCOALA CU CLASELE I VIII NR.9 PETRACHE POENARU)",144,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:47:21",1531,1531,0,1071,696,0,375,2100,1029,1004,67,7,8,34,7,157,9,2,4,21,524,21,69,122,10,7,2
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PETRACHE POENARU” (FOSTA SCOALA CU CLASELE I VIII NR.9 PETRACHE POENARU)",145,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:57:25",1092,1092,0,859,457,0,402,1700,841,793,66,5,7,30,10,133,9,2,7,13,400,19,39,88,16,13,2
17,DOLJ,"GRADINITA CU PROGRAM PRELUNGIT ”PHOENIX” (FOSTA NR. 52)",102,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:30:25",1069,1069,0,404,393,0,11,1100,696,394,10,3,4,15,3,73,4,2,5,20,187,5,14,45,9,4,1
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PHOENIX” (FOSTA NR.52)",101,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:29:21",1087,1087,0,389,377,0,12,1200,811,381,8,4,1,7,3,63,5,3,2,26,193,8,10,38,8,3,7
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCHIO”",148,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:04",1084,1084,0,495,475,0,20,1100,605,486,9,4,0,28,4,65,9,4,5,22,196,18,31,80,15,3,2
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",84,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:58",946,946,0,360,348,0,12,1000,640,350,10,4,1,15,5,64,6,1,5,23,165,7,10,36,5,0,3
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",82,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:24:23",1510,1510,0,573,562,0,11,1700,1127,552,21,2,5,16,3,98,4,1,3,27,295,12,20,47,14,3,2
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",83,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:40",1130,1130,0,443,428,0,15,1300,857,429,14,2,3,24,1,76,9,0,1,21,216,13,11,40,5,4,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. LUCIA” (FOSTA NR.50)",143,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:54:20",840,840,0,401,392,0,9,900,499,388,13,1,2,24,2,70,8,2,2,17,166,7,26,52,4,3,2
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. LUCIA” (FOSTA NR.50)",142,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:10",883,883,0,388,376,0,12,900,512,378,10,3,0,8,3,57,5,0,0,12,178,8,39,51,8,3,3
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TUDOR VLADIMIRESCU” (FOSTA NR.21)",128,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:23:07",1621,1621,0,724,710,0,14,1800,1076,705,19,5,12,29,0,113,5,6,5,27,264,16,53,143,16,7,4
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEII” (FOSTA NR.32)",119,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:27:44",1256,1256,0,507,497,0,10,1300,793,495,12,6,3,27,1,92,6,5,4,23,209,11,27,70,8,1,2
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEII” (FOSTA NR.32)",118,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:48:42",1338,1338,0,542,527,0,15,1500,958,519,23,3,4,18,0,79,7,10,3,30,221,21,33,71,12,3,4
17,DOLJ,"GRADINITA CURMATURA",367,GIURGIŢA,72533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:17:34",401,401,0,262,251,0,11,500,238,228,34,0,0,1,1,12,4,0,0,28,173,1,1,5,0,1,1
17,DOLJ,"GRADINITA DE COPII",243,BÂRCA,70940,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:28",1476,1476,0,908,837,0,71,1700,792,820,88,5,1,2,6,82,17,1,1,57,617,3,4,16,6,2,0
17,DOLJ,"GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ”ELENA FARAGO”(FOSTA NR. 41)",27,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:30",1228,1228,0,436,427,0,9,1400,964,415,21,3,5,9,2,85,8,3,1,19,196,10,14,50,4,2,4
17,DOLJ,"GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ”ELENA FARAGO”(FOSTA NR.41)",26,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:55:50",789,789,0,279,264,0,15,800,521,267,12,2,0,13,1,52,8,0,1,19,121,12,7,23,3,4,1
17,DOLJ,"GRADINITA DE COPII DESA",327,DESA,72034,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:33:48",1164,1164,0,806,801,0,5,1200,394,765,41,1,0,9,0,111,4,0,0,15,616,3,0,3,1,1,1
17,DOLJ,"GRĂDINIŢA DE COPII GRINDENI",430,OSTROVENI,73567,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:22:08",540,540,0,322,299,0,23,600,278,297,25,0,2,1,2,41,3,0,0,6,231,2,2,2,3,1,1
17,DOLJ,"GRĂDINIŢA DE COPII ORĂŞANI",429,OSTROVENI,73567,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:02",989,989,0,640,589,0,51,1000,360,574,66,1,0,5,0,83,10,0,0,8,436,5,8,16,0,2,0
17,DOLJ,"GRADINITA IZVOARE",383,IZVOARE,72882,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:41:17",899,899,0,658,613,0,45,900,242,605,53,2,2,2,3,78,9,2,4,15,392,0,7,87,2,0,0
17,DOLJ,"GRADINITA LESILE",499,"ŞIMNICU DE SUS",70174,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:33",731,731,0,446,418,0,28,900,454,415,31,6,6,4,2,42,1,1,6,28,287,4,0,19,6,2,1
17,DOLJ,"GRADINITA NR. 1",315,COŞOVENI,71885,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:57:26",1097,1097,0,760,726,0,34,1300,540,677,83,6,7,10,3,70,6,0,2,31,414,12,4,92,8,9,3
17,DOLJ,"GRĂDINIŢA NR. 1 FILIAŞI",211,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:43:22",1757,1757,0,977,962,0,15,2000,1023,939,38,2,7,18,2,170,14,1,8,50,564,16,10,41,22,2,12
17,DOLJ,"GRADINITA NR. 2",316,COŞOVENI,71885,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:30:39",743,743,0,531,486,0,45,900,369,440,91,2,5,2,3,48,1,1,5,26,243,5,1,74,4,18,2
17,DOLJ,"GRĂDINIȚA NR.2",372,GOICEA,72640,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:41:22",809,809,0,509,465,0,44,800,291,449,60,1,1,2,1,54,9,1,0,21,345,1,1,9,1,1,1
17,DOLJ,"GRĂDINIŢA NR. 2 DOBRIDOR",417,MOŢĂŢEI,73335,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:28:50",578,578,0,316,305,0,11,600,284,300,16,1,0,0,0,23,9,0,0,8,228,0,1,27,0,3,0
17,DOLJ,"GRĂDINIŢA NR. 2 FILIAŞI",212,"ORAŞ FILIAŞI",70414,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:57:45",1805,1805,0,825,765,0,60,2000,1175,773,52,6,10,17,4,140,7,0,3,35,502,9,3,21,8,1,7
17,DOLJ,"GRĂDINIŢA NR. 2 MOŢĂŢEI",414,MOŢĂŢEI,73335,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:37:25",1648,1648,0,902,881,0,21,1900,998,835,67,8,3,3,4,70,8,0,2,21,582,3,2,122,6,0,1
17,DOLJ,"GRĂDINIȚA NR 2 ȚUGLUI",512,ŢUGLUI,74509,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:57:26",892,892,0,598,585,0,13,1000,402,558,40,5,5,7,1,79,5,1,0,19,403,8,6,14,4,1,0
17,DOLJ,"GRĂDINIŢA NR. 3 FILIAŞI",213,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:38",1206,1206,0,621,607,0,14,1400,779,603,18,4,3,8,5,125,8,4,1,37,366,11,9,20,2,0,0
17,DOLJ,"GRĂDINIŢA NR. 3 MOŢĂŢEI",416,MOŢĂŢEI,73335,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:33:14",1522,1522,0,873,846,0,27,1600,727,840,33,1,2,3,0,47,20,1,2,23,673,2,3,60,0,0,3
17,DOLJ,"GRADINITA OCOLNA",232,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:43",1059,1059,0,619,607,0,12,1100,481,377,242,0,1,0,0,19,5,1,0,2,349,0,0,0,0,0,0
17,DOLJ,"GRADINITA PORTARESTI",366,GIURGIŢA,72533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:11:22",930,930,0,578,555,0,23,1100,522,516,62,6,1,0,1,44,0,1,2,30,420,3,1,4,2,0,1
17,DOLJ,"GRĂDINIŢA PRAPOR",233,"AMĂRĂŞTII DE JOS",70637,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:47:01",1011,1011,0,804,729,0,75,1200,396,762,42,14,11,1,3,175,8,1,3,22,512,0,5,3,1,2,1
17,DOLJ,"GRADINITA TOSCA",231,"AMĂRĂŞTII DE JOS",70637,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:08:12",927,927,0,662,592,0,70,1100,438,592,70,0,5,1,2,112,8,0,0,18,432,4,1,8,1,0,0
