precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"SC PIEȚE ȘI TÎRGURI BRAGADIRU SRL",6,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:37",1490,1490,0,801,767,0,34,1600,799,769,32,17,7,7,12,16,6,14,4,133,20,333,4,39,87,8,62
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",84,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:17:27",1172,1172,0,680,490,0,190,1250,570,672,8,106,7,4,2,5,0,3,1,78,119,150,4,40,131,3,19
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",85,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:35:14",1421,1421,0,788,691,0,97,1548,760,764,0,83,3,2,5,9,3,4,2,94,137,141,3,42,218,2,16
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",86,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:32:20",1394,1394,0,640,574,0,66,1500,860,634,0,55,2,6,3,13,0,4,3,60,120,108,0,48,196,3,13
25,ILFOV,"SERVICIUL IMPOZITE ȘI TAXE",39,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:41",1918,1918,0,881,860,0,21,2100,1219,855,26,24,12,8,3,17,2,13,4,167,50,384,8,21,82,4,56
25,ILFOV,"SPAȚIU COMERCIAL",19,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:45:58",1610,1610,0,707,681,0,26,1750,1043,681,26,34,5,3,12,13,5,20,4,95,21,307,5,20,79,8,50
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",265,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:49:16",470,470,0,346,341,0,5,500,154,338,8,4,0,2,0,3,2,3,2,34,5,249,0,7,7,0,20
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",266,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:04:09",388,388,0,344,303,0,41,450,106,317,27,2,2,0,2,5,1,3,0,52,4,199,1,8,19,0,19
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",264,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:16:44",292,292,0,228,215,0,13,300,72,214,14,4,0,2,1,5,0,3,0,30,1,143,2,2,2,0,19
25,ILFOV,"STRUCTURA CU GRUPE DE PREŞCOLARI",263,PETRĂCHIOAIA,104582,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:14:27",1676,1676,0,1160,1108,0,52,1850,690,1093,67,15,10,3,0,12,5,3,2,122,5,771,39,13,42,2,49
