precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5",42,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:18",1933,1933,0,1102,1080,0,22,2127,1025,1059,43,172,7,9,60,32,40,24,16,573,15,7,7,9,74,6,8
30,OLT,"GRADINITA CU PROGRAM NORMAL PIATRA",105,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:38",651,651,0,423,379,0,44,719,296,409,14,31,5,0,17,0,5,1,0,336,2,2,0,1,6,1,2
30,OLT,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVICENI",301,SCĂRIŞOARA,128613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:40:09",520,520,0,259,248,0,11,575,316,240,19,22,2,0,18,2,4,5,0,184,1,1,1,0,0,0,0
30,OLT,"GRADINITA CU PROGRAM NORMAL POTOPINU",185,DOBROSLOVENI,126718,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:37",537,537,0,293,287,0,6,591,298,270,23,140,2,0,8,1,5,1,1,105,0,2,1,1,3,0,0
30,OLT,"GRADINITA CU PROGRAM NORMAL SEACA",305,SEACA,128864,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:14",1289,1289,0,947,893,0,54,1420,473,850,97,74,3,2,51,3,3,10,1,651,23,7,4,4,12,1,1
30,OLT,"GRADINITA CU PROGRAM NORMAL VLAICI",158,COLONEŞTI,126228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:09",252,252,0,202,159,0,43,279,77,197,5,9,0,0,12,0,6,2,0,156,0,3,1,2,6,0,0
30,OLT,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",50,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:11",1821,1821,0,778,772,0,6,2001,1223,734,44,83,5,5,42,11,13,12,8,492,9,5,3,3,38,2,3
30,OLT,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",55,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:38",1530,1530,0,626,612,0,14,1687,1061,613,13,89,1,1,42,6,24,19,9,379,5,3,3,2,26,2,2
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4",60,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:26:30",1519,1519,0,690,660,0,30,1643,953,670,20,129,3,2,26,8,15,8,10,430,4,5,3,1,22,1,3
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",59,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:23",1484,1484,0,678,660,0,18,1640,962,678,0,93,5,0,44,14,20,12,16,418,3,6,8,2,37,0,0
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8",37,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:49:01",1053,1053,0,504,490,0,14,1169,656,495,9,83,2,1,46,9,18,20,11,237,16,3,3,1,40,1,4
30,OLT,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8",38,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:49",1520,1520,0,681,675,0,6,1682,1001,666,15,118,4,6,52,11,16,22,12,338,16,13,5,2,44,1,6
30,OLT,"GRĂDINIŢA DE COPII",364,VIŞINA,129898,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:42",1205,1205,0,807,789,0,18,1325,518,773,34,102,1,2,21,6,12,7,5,578,1,5,4,1,25,1,2
30,OLT,"GRĂDINIŢA DE COPII",363,VIŞINA,129898,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:02",1064,1064,0,687,668,0,19,1174,487,653,34,104,5,1,22,3,8,7,2,474,3,1,5,3,13,1,1
30,OLT,"GRADINITA FARCASELE",197,FĂRCAŞELE,127019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:03",934,934,0,550,544,0,6,1031,462,505,45,69,4,3,51,2,11,9,4,327,3,9,1,0,9,1,2
30,OLT,"GRADINITA FARCASU DE JOS",198,FĂRCAŞELE,127019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:38",1407,1407,0,867,861,0,6,1550,683,771,96,65,6,0,80,1,19,8,6,556,0,15,2,6,4,0,3
30,OLT,"GRĂDINIȚA GĂNEASA",201,GĂNEASA,127064,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:08:39",1488,1488,0,916,846,0,70,1636,720,869,47,135,5,2,43,0,11,9,4,621,0,10,5,2,19,2,1
30,OLT,"GRĂDINIȚĂ GRECI",303,SCHITU,128659,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:46:06",727,727,0,501,469,0,32,802,301,464,37,48,0,1,21,0,1,6,3,335,31,2,7,5,2,1,1
30,OLT,"GRĂDINIŢA IANCA NOUĂ",329,"ŞTEFAN CEL MARE",129282,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:44:40",430,430,0,362,319,0,43,476,114,320,42,23,4,2,14,5,3,0,2,259,0,5,0,0,3,0,0
30,OLT,"GRĂDINIŢA MILCOVENI",161,CORBU,126326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:52:36",339,339,0,310,265,0,45,349,39,290,20,39,3,0,15,0,4,3,6,209,1,5,0,2,3,0,0
30,OLT,"GRADINITA MOGOSESTI",118,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:46",416,416,0,295,267,0,28,460,165,279,16,38,1,1,24,3,2,3,0,195,1,4,0,1,3,2,1
30,OLT,"GRADINITA PIATRA",106,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:15",934,934,0,663,636,0,27,1030,367,635,28,80,1,1,35,3,10,7,5,455,4,8,4,4,15,2,1
30,OLT,"GRĂDINIŢA SAT VÎRTOPU,CORP 2",92,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:51:47",381,381,0,178,156,0,22,331,153,171,7,34,1,0,6,0,1,1,0,116,4,1,2,0,4,1,0
30,OLT,"GRĂDINIŢA ŞERBĂNEŞTII DE SUS",326,ŞERBĂNEŞTI,129246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:32",597,597,0,370,350,0,20,659,289,344,26,70,1,1,17,4,4,4,0,225,1,1,4,2,10,0,0
30,OLT,"GRĂDINIŢA SLĂTIOARA",307,SLĂTIOARA,125374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:45:05",934,934,0,749,653,0,96,1025,276,707,42,67,3,4,52,10,10,13,7,494,4,8,2,2,25,1,5
30,OLT,"GRĂDINIŢA SLĂTIOARA",306,SLĂTIOARA,125374,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:47",995,995,0,786,733,0,53,1075,289,758,28,108,3,8,56,11,17,16,25,457,4,15,3,1,27,0,7
30,OLT,"GRADINITA ȘUICA",120,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:33",175,175,0,156,133,0,23,194,38,152,4,15,0,0,4,1,0,0,0,124,0,1,0,1,6,0,0
30,OLT,"GRADINITA TEIUS",121,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:54",449,449,0,332,312,0,20,497,167,322,8,29,3,0,30,5,3,4,2,238,4,1,0,2,0,1,0
30,OLT,"GRADINITA VALEA MARE",348,"VALEA MARE",129656,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:14:56",1242,1242,0,825,777,0,48,1363,538,745,80,227,3,0,36,7,12,8,10,396,8,8,4,0,19,5,2
30,OLT,"GRUPUL SCOLAR AGRICOL SCORNICEŞTI",111,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:48:22",1679,1679,0,1058,1007,0,51,1753,695,1006,52,127,4,20,90,6,8,8,12,663,29,6,0,13,16,1,3
30,OLT,JITARU,116,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:40",832,832,0,645,612,0,33,862,217,644,1,10,0,0,11,0,0,0,0,622,0,0,0,0,1,0,0
30,OLT,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:36:55",1683,1683,0,775,725,0,50,1870,1095,735,40,108,5,2,0,17,26,30,8,461,12,2,8,3,49,0,4
30,OLT,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:48:04",1570,1570,0,808,789,0,19,1734,928,770,36,137,6,5,37,32,29,20,22,400,9,5,10,6,43,1,8
30,OLT,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:17:07",1403,1403,0,650,638,0,12,1556,906,633,17,89,5,3,44,12,27,16,9,362,7,4,5,5,33,6,6
30,OLT,"LICEUL IANCU JIANU",227,"IANCU JIANU",127288,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:10:58",1257,1257,0,707,671,0,36,1386,679,670,37,106,3,1,31,8,5,11,12,432,3,6,6,0,41,3,2
30,OLT,"LICEUL MIHAI VITEAZUL",53,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:20:05",1287,1287,0,667,539,0,128,1420,753,654,13,94,5,4,36,27,12,16,8,403,1,2,1,4,38,1,2
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",109,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:30:15",1127,1127,0,861,827,0,34,1243,382,794,67,219,5,1,57,4,4,3,3,475,2,5,7,2,7,0,0
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",108,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:19:30",1163,1163,0,869,850,0,19,1284,438,800,46,249,3,0,52,8,23,0,0,448,3,0,3,0,11,0,0
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",45,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:12:06",1533,1533,0,767,761,0,6,1694,927,747,20,99,4,3,73,17,14,18,21,405,12,9,4,6,53,3,6
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",44,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:52",1398,1398,0,674,664,0,10,1548,874,651,23,97,15,2,36,17,15,22,25,333,11,4,7,3,61,1,2
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",43,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:10:08",1391,1391,0,667,653,0,14,1543,876,641,26,115,1,4,50,9,24,26,13,326,8,5,7,4,44,1,4
30,OLT,"LICEUL TEHNOLOGIC CONSTANTIN FILIPESCU",52,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:27:11",1791,1791,0,753,735,0,18,1972,1224,713,35,138,1,9,42,15,26,15,6,400,7,6,4,2,37,0,5
30,OLT,"LICEUL TEHNOLOGIC CRÎMPOIA",164,CRÂMPOIA,126406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:19:55",1058,1058,0,624,601,0,23,1166,542,578,46,99,1,2,34,2,7,6,3,400,3,4,2,1,11,0,3
30,OLT,"LICEUL TEHNOLOGIC CRÎMPOIA",165,CRÂMPOIA,126406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:41:56",1103,1103,0,633,610,0,23,1210,577,588,45,80,0,0,16,0,2,5,0,476,0,0,0,0,8,0,1
30,OLT,"LICEUL TEHNOLOGIC ION POPESCU CILIENI",154,CILIENI,126148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:50",1288,1288,0,744,741,0,3,1420,676,710,34,127,0,2,35,3,13,13,2,472,7,7,1,2,22,1,3
30,OLT,"LICEUL TEHNOLOGIC ION POPESCU CILIENI",153,CILIENI,126148,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:28",1251,1251,0,696,688,0,8,1378,682,673,23,139,0,3,33,3,8,10,4,436,10,5,2,0,15,1,4
30,OLT,"LICEUL TEHNOLOGIC IZVOARELE",236,IZVOARELE,127386,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:23:33",866,866,0,541,529,0,12,950,410,492,48,141,4,0,29,0,2,4,0,288,1,3,1,4,14,0,1
30,OLT,"LICEUL TEHNOLOGIC MATEI BASARAB",54,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:29",1617,1617,0,728,691,0,37,1781,1053,707,21,104,3,2,41,6,20,23,7,441,5,7,5,1,38,2,2
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",36,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:06",784,784,0,452,444,0,8,860,408,442,10,49,5,5,24,12,21,5,5,244,15,5,3,4,40,1,4
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",35,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:41:46",1544,1544,0,657,645,0,12,1708,1051,634,23,109,5,5,58,11,19,14,18,317,7,2,5,2,49,6,7
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",34,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:11",1528,1528,0,687,670,0,17,1694,1007,669,18,120,10,6,40,15,13,13,10,348,14,8,6,9,49,7,1
30,OLT,"LICEUL TEHNOLOGIC P.S. AURELIAN",26,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:51:36",1656,1656,0,743,732,0,11,1829,1086,704,34,103,7,2,72,7,32,13,14,369,20,10,4,3,42,2,4
30,OLT,"LICEUL TEHNOLOGIC P.S. AURELIAN",25,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:16:37",1150,1150,0,588,570,0,18,1272,684,562,26,83,7,2,35,20,26,14,9,308,15,1,3,6,29,3,1
30,OLT,"LICEUL TEHNOLOGIC TUFENI",344,TUFENI,129585,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:12:35",1139,1139,0,699,661,0,38,1268,569,665,34,147,3,1,41,3,3,4,3,442,0,2,3,3,9,1,0
30,OLT,"LICEUL TEHNOLOGIC VITOMIRESTI",366,VITOMIREŞTI,129914,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:33",373,373,0,269,246,0,23,396,127,248,19,28,0,0,28,7,3,8,2,159,2,3,0,1,6,1,0
30,OLT,"LICEUL TEORETIC IONIŢĂ ASAN",49,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:30:31",1772,1772,0,709,690,0,19,1956,1247,671,38,78,3,1,19,11,13,6,6,488,0,4,2,19,19,1,1
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",13,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:33:17",1415,1415,0,739,724,0,15,1561,822,715,24,90,3,8,36,19,32,17,11,402,9,12,5,5,60,1,5
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",14,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:21",1167,1167,0,596,578,0,18,1291,695,575,21,67,7,2,36,22,11,7,8,330,4,3,3,1,66,7,1
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",12,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:40",1442,1442,0,687,667,0,20,1600,913,668,19,90,5,3,53,18,17,20,13,351,17,9,5,4,57,4,2
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",16,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:19:45",1153,1153,0,575,565,0,10,1275,689,553,22,82,2,2,26,19,29,18,11,290,9,3,9,4,36,5,8
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",15,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:40",954,954,0,472,461,0,11,1057,585,463,9,53,2,3,28,12,11,11,8,272,9,3,4,3,41,1,2
30,OLT,"LICEUL TEORETIC PETRE PANDREA",70,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:14:53",1339,1339,0,646,610,0,36,1484,838,602,44,90,9,1,19,21,13,11,2,377,6,3,5,3,33,2,7
30,OLT,"LICEUL TEORETIC PETRE PANDREA",71,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:01",1401,1401,0,681,648,0,33,1545,864,649,32,105,7,3,25,9,23,15,6,401,6,5,4,0,36,2,2
30,OLT,"LICEUL TEORETIC TUDOR VLADIMIRESCU",97,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:29:34",1818,1818,0,1278,1215,0,63,1995,717,1168,110,155,1,0,44,9,16,9,0,879,11,8,1,8,20,0,7
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",93,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:52:54",1569,1569,0,984,963,0,21,1734,750,936,48,129,3,3,36,5,14,15,1,689,0,7,3,3,25,3,0
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",94,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:17:53",1415,1415,0,898,843,0,55,1562,664,856,42,112,0,5,47,11,25,18,5,581,9,10,0,3,24,4,2
30,OLT,"PRIMĂRIE,STR.PRIMĂRIEI,NR.8",167,CUNGREA,126503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:51:59",644,644,0,512,429,0,83,703,191,495,17,63,2,2,11,1,2,3,1,398,0,3,2,0,5,1,1
30,OLT,"SALA DE SPORT PIATRA - OLT",101,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:01:00",953,953,0,606,563,0,43,1045,439,585,21,58,6,4,23,4,5,14,5,442,5,3,3,1,10,2,0
30,OLT,"SALA DE SPORT PIATRA - OLT",100,"ORAŞ PIATRA-OLT",128105,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:19:45",952,952,0,563,528,0,35,1048,488,511,49,0,1,2,27,4,6,6,3,437,2,3,1,2,13,0,4
30,OLT,"SC GENERALA ALUNISU",310,SPINENI,128962,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:44",318,318,0,225,176,0,49,251,26,215,10,39,0,0,9,0,0,0,1,157,2,0,1,1,4,1,0
30,OLT,"ŞCOALA BACEA",255,MOVILENI,127689,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:27:39",1015,1015,0,644,590,0,54,1119,475,625,19,79,1,1,15,3,2,4,3,507,0,7,1,1,0,0,1
30,OLT,"ŞCOALA BĂRBĂLAI",331,TĂTULEŞTI,129317,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:57:35",171,171,0,163,116,0,47,187,24,154,9,14,0,0,2,0,0,2,0,126,2,0,0,1,7,0,0
30,OLT,"SCOALA BERINDEI",174,DĂNEASA,126585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:32",400,400,0,245,220,0,25,439,194,236,9,19,0,0,13,3,3,4,0,171,1,1,1,2,18,0,0
30,OLT,"ŞCOALA BUSCA",246,MIHĂEŞTI,127536,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:25",457,457,0,389,340,0,49,505,116,380,9,42,2,3,24,2,3,4,2,281,4,2,2,0,9,0,0
30,OLT,"SCOALA CANDELESTI",339,TOPANA,129503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:23",75,75,0,74,57,0,17,84,10,74,0,6,0,0,1,0,0,0,0,67,0,0,0,0,0,0,0
30,OLT,"ŞCOALA CARTIER SILIŞTIOARA",90,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:17:51",381,381,0,235,210,0,25,423,188,219,16,35,0,1,12,1,0,0,0,158,0,3,2,2,4,1,0
30,OLT,"SCOALA CORABIA VECHE",88,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:18:22",1406,1406,0,686,658,0,28,1554,868,646,40,100,3,2,31,10,16,12,8,373,9,7,11,2,56,2,4
30,OLT,"ŞCOALA CU CLASELE I-IV BREBENI",143,BREBENI,125999,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:54:33",917,917,0,597,564,0,33,1013,416,544,53,175,3,4,52,5,8,5,3,255,11,8,4,2,6,2,1
30,OLT,"SCOALA CU CLASELE I-IV BULIMANU",367,VITOMIREŞTI,129914,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:03",148,148,0,118,101,0,17,162,44,106,12,13,1,0,6,0,0,0,0,78,1,1,2,0,3,0,1
30,OLT,"SCOALA CU CLASELE I-IV BUTA",166,CRÂMPOIA,126406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:55:04",619,619,0,391,356,0,35,683,292,373,18,53,0,0,20,0,1,3,0,282,4,1,0,3,6,0,0
30,OLT,"ŞCOALA CU CLASELE I-IV CÎMPU PĂRULUI",258,OBÂRŞIA,127750,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:11",237,237,0,206,190,0,16,262,56,199,7,30,3,0,6,1,1,1,0,135,1,0,0,3,18,0,0
30,OLT,"ŞCOALA CU CLASELE I-IV COTENI",259,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:46:58",168,168,0,119,95,0,24,186,67,111,8,13,0,0,4,0,4,0,1,86,0,0,0,2,1,0,0
30,OLT,"SCOALA CU CLASELE I-IV DONESTI",369,VITOMIREŞTI,129914,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:27",177,177,0,128,108,0,20,194,66,121,7,15,1,0,10,1,1,5,1,86,1,0,0,0,0,0,0
30,OLT,"ŞCOALA CU CLASELE. I-IV FĂLCOIENI",107,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:20:09",809,809,0,579,548,0,31,894,315,558,21,182,0,0,37,6,9,0,0,317,0,0,0,0,7,0,0
30,OLT,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",257,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:37",551,551,0,389,337,0,52,607,218,367,22,68,0,0,30,0,4,4,0,254,0,1,0,0,6,0,0
30,OLT,"ŞCOALA CU CLASELE I-IV PROASPEŢI",172,CURTIŞOARA,126433,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:08",1022,1022,0,689,624,0,65,1112,423,677,12,68,3,3,33,3,6,6,1,520,1,4,2,2,22,1,2
30,OLT,"SCOALA CU CLASELE I-IV RACOVITA",375,VOINEASA,130062,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:35:38",416,416,0,272,258,0,14,458,186,259,13,39,0,0,8,1,0,1,2,201,1,2,0,1,3,0,0
30,OLT,"ŞCOALA CU CLASELE I-IV TABONU",261,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:41:00",103,103,0,85,70,0,15,114,29,79,6,9,0,0,6,0,0,1,0,61,1,1,0,0,0,0,0
30,OLT,"SCOALA CU CLASELE I-IV TREPTENI",370,VITOMIREŞTI,129914,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:55:49",230,230,0,136,126,0,10,247,111,132,4,17,0,0,10,0,0,1,1,98,1,2,0,1,1,0,0
30,OLT,"ŞCOALA CU CLASELE I-IV VALEA LUI ALB",381,VULTUREŞTI,130231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:19:32",473,473,0,296,261,0,35,520,224,283,13,24,0,0,10,1,1,3,1,231,0,6,0,0,5,0,1
30,OLT,"ŞCOALA CU CLASELE I-VIII",327,ŞOPÂRLIŢA,130384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:52",958,958,0,812,710,0,102,1055,243,777,35,101,4,0,35,1,7,7,2,593,3,5,2,3,12,1,1
30,OLT,"ŞCOALA CU CLASELE I-VIII BĂLĂNEŞTI",243,MĂRUNŢEI,127493,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:15:12",1105,1105,0,744,686,0,58,1210,466,693,51,82,5,0,57,3,7,0,1,517,2,3,3,2,6,2,3
30,OLT,"SCOALA CU CLASELE I-VIII BALEASA",205,GĂVĂNEŞTI,130302,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:29:06",649,649,0,435,402,0,33,714,279,424,11,27,0,0,6,3,4,0,0,378,0,1,1,3,1,0,0
30,OLT,"ŞCOALA CU CLASELE I-VIII CHILIA",193,FĂGEŢELU,126905,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:13:01",238,238,0,310,188,0,122,366,56,285,25,42,1,0,5,0,0,0,4,196,4,2,0,2,28,1,0
