precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROBU NICOLAE-ALIANȚA ELECTORALĂ PSD PNL-voturi","SÎRBU ILIE-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BAŞ ANA-MARCELA-PARTIDUL S.O.S. ROMÂNIA-voturi","CORAŞ DANIEL-MARIUS-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","MOROIANU DUMITRU-PARTIDUL ROMÂNIA MARE-voturi","OLAJOS JANI-RAUL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FRITZ DOMINIC SAMUEL-ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR-voturi","JIANU FLORIN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","VASILE MARIAN-CONSTANTIN-voturi","MOŞ CRISTIAN-ALIN-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:13",1114,1109,2,3,0,469,466,0,3,0,458,11,1200,731,173,25,12,2,4,7,214,2,17,2
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:26",1316,1314,0,2,0,393,391,0,2,0,386,7,1400,1007,173,35,21,2,3,4,137,2,5,4
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:49",1199,1178,10,11,0,549,537,1,11,0,542,7,1400,851,210,14,7,4,3,12,267,5,15,5
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:05",1547,1494,46,7,0,745,738,0,7,0,736,9,1600,855,242,32,15,4,2,14,390,3,26,8
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:17",1563,1541,10,12,0,719,706,1,12,0,707,12,1600,881,263,21,10,3,5,14,366,1,14,10
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:39",1445,1434,4,7,0,587,580,0,7,0,584,3,1500,913,195,20,10,1,2,14,322,1,10,9
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:13",1593,1582,7,4,0,788,784,0,4,0,779,9,1800,1012,307,33,14,3,0,27,373,1,13,8
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:26",1429,1410,9,10,0,574,563,1,10,0,564,10,1500,926,218,30,13,0,2,11,272,0,11,7
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:22",952,943,0,9,0,381,372,0,9,0,375,6,1200,819,139,14,7,3,0,6,192,1,11,2
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:07",1292,1282,4,6,0,569,563,0,6,0,554,15,1300,731,216,20,9,1,1,13,266,1,19,8
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:02",1132,1126,2,4,0,459,455,0,4,0,455,4,1200,741,187,9,4,1,0,17,215,5,12,5
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:40",1060,1048,2,10,0,441,431,0,10,0,433,8,1100,659,162,28,5,0,5,13,205,2,7,6
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:46",954,933,7,14,0,390,376,0,14,0,387,3,1000,610,167,11,9,0,1,7,185,1,4,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:42",862,839,9,14,0,428,413,1,14,0,421,7,1300,872,130,27,4,1,2,16,222,2,12,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:24",920,886,15,19,0,395,375,1,19,0,392,3,1200,805,121,17,8,0,0,12,227,2,4,1
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:59",968,962,0,6,0,433,427,0,6,0,433,0,1000,567,138,5,7,1,0,11,253,4,10,4
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:49",920,857,12,22,29,380,348,2,22,8,374,6,1300,920,105,20,5,1,1,4,227,0,6,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:25",907,887,10,10,0,392,381,1,10,0,385,7,1000,608,131,11,3,0,2,3,221,1,7,6
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:40",1345,1331,4,10,0,560,549,1,10,0,550,10,1400,840,214,27,6,3,2,7,267,1,14,9
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:46",849,837,1,11,0,313,302,0,11,0,308,5,1100,787,112,20,3,2,3,5,143,0,14,6
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:14",925,901,11,13,0,370,357,0,13,0,363,7,1000,630,130,14,5,1,4,6,190,2,7,4
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:19:46",1084,1072,1,11,0,456,444,1,11,0,441,3,1100,656,151,15,6,10,0,0,234,6,13,6
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:32",1129,1108,12,9,0,477,467,1,9,0,467,10,1200,723,159,28,12,2,2,8,237,1,15,3
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:52",1023,1014,5,4,0,417,413,0,4,0,413,4,1200,783,147,14,11,4,3,10,216,4,2,2
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:22",543,510,19,12,2,230,214,2,12,2,224,6,1000,770,65,12,4,1,0,4,133,1,4,0
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:09",851,738,79,15,19,321,284,3,15,19,307,12,1200,881,113,19,3,0,0,8,155,2,6,1
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:16:40",746,680,57,9,0,293,282,2,9,0,288,5,1100,807,99,9,0,0,3,2,161,0,10,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:42",651,585,57,7,2,236,227,0,7,2,231,5,1000,764,73,13,3,0,0,4,131,0,3,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:57:53",1425,1381,28,14,2,650,634,0,14,2,634,12,1400,754,248,32,7,4,3,12,308,2,10,8
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:39",1143,1126,7,10,0,376,366,0,10,0,365,11,1300,924,121,30,11,1,2,6,182,3,5,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:54:21",1244,1188,36,20,0,518,498,0,20,0,512,6,1200,682,185,19,9,1,2,5,266,3,19,3
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:12",1301,1248,37,14,2,569,553,0,14,2,554,15,1400,831,156,23,9,1,4,17,321,4,14,5
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:02:33",1093,1063,0,30,0,561,531,0,30,0,496,65,1300,739,165,21,10,2,3,10,237,0,8,40
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:49:40",1262,1242,8,11,1,498,486,0,11,1,494,4,1300,800,172,28,13,2,3,7,246,4,14,5
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",143,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:38:59",1597,1590,3,4,0,506,502,0,4,0,494,12,1600,1094,182,32,13,4,6,10,232,1,9,5
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",144,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:23",1581,1564,4,13,0,564,551,0,13,0,545,19,1600,1036,230,26,17,4,5,12,230,3,12,6
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",62,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:16",1165,1151,6,8,0,492,484,0,8,0,486,6,1200,708,172,25,8,5,2,15,237,0,17,5
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",63,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:13",1351,1339,3,7,2,461,452,0,7,2,445,16,1600,1139,205,35,13,1,5,6,165,0,9,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",68,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:21",1172,1139,20,9,4,446,433,0,9,4,425,8,1200,754,148,37,14,3,2,9,195,2,10,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",67,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:46",936,903,11,12,10,405,383,0,12,10,400,5,1000,595,126,19,11,0,4,8,208,1,16,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",149,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:06",1023,1006,10,7,0,407,400,0,7,0,402,5,1200,793,152,21,11,5,0,3,194,6,6,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",148,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:10",1105,1092,5,8,0,415,407,0,8,0,411,4,1200,785,144,30,13,1,3,8,194,2,12,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",147,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:47:16",1242,1234,0,8,0,495,487,0,8,0,489,6,1300,805,187,22,13,2,5,14,233,1,10,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",146,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:34",1142,1110,21,11,0,436,425,0,11,0,425,11,1200,764,173,19,11,3,1,9,192,1,12,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",142,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:06",1227,1221,3,3,0,470,467,0,3,0,462,8,1300,830,185,20,14,5,3,8,216,0,7,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",141,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:18",1239,1215,6,18,0,587,584,0,3,0,579,1,1300,720,227,25,5,3,1,5,294,2,11,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",140,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:39",1016,1007,1,8,0,414,406,0,8,0,405,9,1300,886,168,23,3,9,4,12,173,1,11,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",139,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:34",1329,1313,5,10,1,548,537,0,10,1,542,6,1400,852,213,11,13,3,4,13,242,2,33,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",99,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:09",1421,1406,6,9,0,539,530,0,9,0,528,11,1500,961,213,31,10,5,6,13,236,1,8,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",100,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:55",1455,1438,10,7,0,578,570,1,7,0,566,12,1500,922,232,41,9,0,1,15,246,1,15,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",161,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:00:21",1064,908,91,12,53,514,445,4,12,53,478,36,1000,486,164,29,3,3,2,8,252,0,9,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",159,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:29",1492,1314,155,22,1,577,551,3,22,1,560,17,1600,1023,193,19,10,3,3,13,288,6,22,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",160,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:50:16",1043,981,50,12,0,477,465,0,12,0,464,13,1200,723,171,23,5,2,5,9,237,2,9,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.16 ”TAKE IONESCU”",162,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:12",1107,965,51,21,70,520,426,3,21,70,520,0,1000,480,185,20,6,4,2,5,286,1,7,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",37,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:49:02",1391,1375,6,10,0,583,573,0,10,0,572,11,1400,817,214,20,13,4,0,7,304,0,7,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",38,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:23",1429,1416,1,12,0,625,613,0,12,0,622,3,1500,875,234,22,11,3,4,15,317,1,12,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",39,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-11 11:05:51",1165,1155,4,5,1,472,466,0,5,1,455,17,1200,728,148,19,6,2,2,17,247,1,8,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",42,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:13",963,948,13,1,1,443,438,3,1,1,433,10,1200,757,135,15,8,0,4,7,256,1,4,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",44,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:50:35",1169,1151,11,6,1,561,553,1,6,1,552,9,1200,639,184,18,5,1,1,16,309,2,9,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",43,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:46",1069,1053,2,14,0,441,427,0,14,0,440,1,1100,659,139,32,7,0,1,7,239,1,9,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",45,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:32:18",1272,1251,14,7,0,519,512,0,7,0,513,6,1300,781,178,21,7,3,1,20,273,1,6,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",59,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:49",1603,1578,17,8,0,734,725,1,8,0,719,15,1700,966,243,27,14,3,1,17,397,0,10,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",60,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:34:08",1504,1496,0,8,0,552,544,0,8,0,529,15,1600,1056,219,30,25,0,2,8,232,1,11,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",58,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:38:08",1781,1746,17,17,1,733,716,0,16,1,712,21,1800,1067,252,32,11,2,0,13,379,2,17,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",28,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:20",1419,1404,11,4,0,591,587,0,4,0,580,11,1500,909,196,26,8,2,2,9,308,7,15,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",27,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:42",1288,1279,5,4,0,625,619,2,4,0,613,12,1600,975,246,21,12,2,1,9,301,4,9,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",202,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:07",1469,1450,10,9,0,673,663,1,9,0,661,12,1500,827,246,28,12,9,4,15,330,1,12,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",201,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:47",1606,1599,0,7,0,652,645,0,7,0,623,29,2000,1348,230,44,19,8,2,12,280,8,17,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",205,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:07",1269,1257,3,9,0,358,349,0,9,0,338,20,1300,942,129,30,16,1,2,4,148,0,5,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",206,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:01",971,962,4,5,0,337,332,0,5,0,332,4,1000,664,118,25,1,0,1,8,169,1,6,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",104,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:32",1303,1294,6,3,0,542,538,1,3,0,531,11,1300,758,171,27,11,3,9,8,288,1,8,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",105,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:46",1213,1205,0,8,0,506,498,0,8,0,496,10,1300,794,189,23,7,1,6,13,239,1,11,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",103,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:09",1364,1355,3,6,0,532,526,0,6,0,512,20,1400,868,184,34,10,8,2,17,238,0,14,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",166,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:54",1264,1247,5,12,0,504,492,0,12,0,502,2,1300,796,175,23,8,2,2,10,263,4,10,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",168,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:10",1361,1350,4,7,0,604,597,0,7,0,594,10,1400,796,232,34,8,3,1,9,279,3,13,12
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",169,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:47",1048,1038,3,7,0,415,408,0,7,0,408,7,1100,685,139,25,13,0,1,12,201,3,12,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",167,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:18:11",1448,1429,4,15,0,610,595,0,15,0,601,9,1600,890,232,32,17,6,3,14,283,1,10,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",36,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:23",1191,1179,6,6,0,552,546,0,6,0,549,3,1200,648,174,24,13,7,0,5,299,1,20,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",31,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:03",719,709,3,7,0,317,309,1,7,0,311,6,1200,883,103,13,8,1,0,3,176,0,4,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",30,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:41:31",1238,1220,6,12,0,527,515,0,12,0,508,11,1300,755,180,29,10,3,3,11,256,3,9,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",32,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:34",861,843,10,8,0,345,337,0,8,0,339,6,1300,955,119,18,9,2,2,8,165,3,5,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",34,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:37",1014,995,2,17,0,432,415,0,17,0,429,3,1100,668,154,14,5,3,3,11,224,0,9,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",29,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:43",1162,1153,3,6,0,485,478,1,6,0,481,4,1400,915,166,26,6,2,8,15,249,2,4,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",35,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:58",1166,1124,29,13,0,511,498,0,13,0,509,2,1200,689,175,16,12,2,1,8,273,1,16,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",33,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:09:15",1221,1208,6,7,0,488,481,0,7,0,481,7,1300,6,170,17,10,5,3,10,247,2,10,7
