precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIUBEGA GHEORGHE-FLORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","FODOR ASTRID-CORA-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","BIBU ADRIAN-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SUCIU SEBASTIAN-ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZARĂ IOAN-ŞTEFAN-PARTIDUL ECOLOGIST ROMÂN-voturi","FARAON CIPRIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MARINESCU CRISTIAN-MIHAI-PARTIDUL PATRIOȚILOR-voturi","CIBU DEACONU RUXANDRA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GĂVOZDEA LUCIAN-ALEXANDRU-voturi"
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",70,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:29",1294,1280,6,8,0,584,573,3,8,0,577,7,1435,851,29,214,78,25,9,18,9,61,134
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.4 SIBIU",69,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:55",1311,1281,19,6,5,584,572,1,6,5,567,17,1435,851,40,215,48,35,11,14,9,62,133
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",31,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:08",1381,1372,6,3,0,635,631,1,3,0,620,15,1520,885,39,226,88,30,8,47,20,49,113
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",32,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:57",1245,1245,0,0,0,586,586,0,0,0,569,17,1377,791,38,283,68,25,5,13,16,37,84
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",30,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:13",1153,1148,0,5,0,520,515,0,5,0,511,9,1276,756,41,235,49,24,5,16,10,43,88
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",33,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:25",1778,1756,15,6,1,772,765,0,6,1,755,17,1950,1178,54,307,77,48,11,13,22,68,155
34,SIBIU,"ŞCOALA GIMNAZIALĂ RADU SELEJAN",85,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:20",936,931,0,5,0,365,360,0,5,0,361,4,1033,668,37,132,30,22,10,2,4,49,75
34,SIBIU,"ŞCOALA GIMNAZIALĂ RADU SELEJAN",86,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:11:39",1103,1097,1,5,0,374,368,1,5,0,358,9,1213,843,26,147,41,25,10,5,13,40,51
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",79,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:14",1229,1222,2,5,0,544,539,0,5,0,538,6,1377,833,57,221,51,25,10,4,8,67,95
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",81,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:55",960,953,2,5,0,358,353,0,5,0,340,18,1067,709,45,144,33,17,7,10,11,25,48
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",83,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:16",1145,1136,2,7,0,348,341,0,7,0,336,12,1261,913,39,117,50,32,6,3,10,34,45
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",80,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:06",1170,1163,3,4,0,452,448,0,4,0,446,6,1304,852,61,179,53,38,6,7,7,30,65
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",77,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:21",1141,1137,2,2,0,356,354,0,2,0,344,12,1265,909,38,157,36,25,10,6,8,19,45
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",82,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:40",1147,1141,1,5,0,439,434,0,5,0,425,14,1258,819,39,166,67,30,8,4,9,33,69
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",78,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:45",1290,1283,1,6,0,419,413,0,6,0,407,12,1420,1001,48,160,47,36,7,0,18,43,48
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGINA MARIA",45,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:09:20",1159,1139,12,8,0,513,505,0,8,0,504,9,1264,751,36,178,73,28,7,9,4,49,120
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGINA MARIA",46,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:25:21",986,962,8,15,1,406,390,0,15,1,402,4,1070,664,28,161,38,19,12,10,10,44,80
