precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROŞCA NICUŞOR-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE DORIN-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DĂMUREANU RINGO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTACHE MARIN-PARTIDUL S.O.S. ROMÂNIA-voturi","POPA-INGINERU GHEORGHE-PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","DRĂGOESCU CEZAR-MIHAIL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL",533,VERBIŢA,74705,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:42",385,367,0,7,11,256,238,0,7,11,232,24,400,144,45,127,55,0,0,5
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL BRĂDEŞTII BĂTRÂNI",263,BRĂDEŞTI,71055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:14",325,303,0,15,7,228,206,0,15,7,208,19,400,173,14,146,25,7,1,15
17,DOLJ,"GRĂDINITA CU PROGRAM NORMAL ”CASA CU PITICI” (FOSTA NR. 15) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",73,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:21",1664,1655,0,9,0,606,597,0,9,0,563,22,1900,1303,56,269,147,40,4,47
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ” CURCUBEUL ” RĂCARI",265,BRĂDEŞTI,71055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:45",946,896,0,42,8,642,592,0,42,8,603,39,1000,358,34,426,88,24,3,28
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ”ÎNGERAȘII” ( FOSTA NR. 5)",139,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:31",1901,1894,1,6,0,807,801,0,6,0,777,30,2000,1193,83,384,132,32,13,133
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL” ÎNGERAȘII” (FOSTĂ NR.5)",136,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:02:44",1642,1632,0,10,0,677,667,0,10,0,654,23,1800,1123,72,333,104,35,9,101
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL LIŞTEAVA",431,OSTROVENI,73567,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:35:56",1191,1166,0,14,11,562,537,0,14,11,485,77,1300,738,152,316,0,9,1,7
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NEDEIA",361,GIGHERA,72463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:39",673,646,3,14,10,393,367,2,14,10,372,21,700,307,20,295,48,6,1,2
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NOVACU",239,ARGETOAIA,70744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:55:50",231,219,0,7,5,165,153,0,7,5,153,12,300,135,36,95,16,1,0,5
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR.14 ”LUCEAFĂRUL” – STRUCTURĂ A ŞCOLII GIMNAZIALE ”NICOLAE BĂLCESCU” (FOSTA NR.39)",161,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:42:44",1314,1305,1,8,0,569,561,0,8,0,554,15,1400,831,80,236,84,17,12,125
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR.16-STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION ŢUCULESCU” (FOSTA NR.14)",138,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:23",1724,1716,0,6,2,766,758,0,6,2,747,19,1800,1034,12,39,99,130,349,118
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 VALEA STANCIULUI",520,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:23",684,652,0,32,0,418,386,0,32,0,379,39,700,282,250,73,14,18,0,24
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 BĂILEȘTI",187,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:32",971,967,0,4,0,342,338,0,4,0,318,24,1100,758,57,204,32,6,3,16
17,DOLJ,"GRADINITA CU PROGRAM NORMAL NR.35 – STRUCTURĂ A SCOLII GIMNAZIALE ”ION ŢUCULESCU” (FOSTĂ NR.14)",137,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:15",1327,1282,1,26,18,642,598,0,26,18,605,31,1400,751,53,318,107,35,10,82
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8 BĂILEȘTI",185,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:01",1281,1271,0,6,4,502,492,0,6,4,485,17,1400,898,119,300,31,11,0,24
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL PLEŞOI",445,PLEŞOI,74931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:13",1089,920,2,134,33,863,696,0,134,33,832,31,1029,166,291,493,39,3,0,6
17,DOLJ,"GRADINIŢA CU PROGRAM NORMAL ”PRICHINDEL”(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”MIHAI EMINESCU” (FOSTA NR.37)",19,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:31",1264,1247,2,15,0,451,436,0,15,0,444,7,1400,949,55,185,81,25,12,86
17,DOLJ,"GRADINIŢA CU PROGRAM NORMAL ”PRICHINDEL”(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”MIHAI EMINESCU” (FOSTA NR.37))",18,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:14",957,947,1,9,0,356,347,0,9,0,331,25,1326,970,29,183,51,13,3,52
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ROVINE 2 – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",172,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:39",567,561,0,6,0,241,235,0,6,0,233,8,600,359,10,132,57,13,1,20
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL VALEA LUI PĂTRU",481,SCĂEŞTI,74073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:37",777,758,0,13,6,465,446,0,13,6,406,59,900,435,38,176,164,5,0,23
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ZĂVAL",362,GIGHERA,72463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:17",617,596,0,10,11,368,347,0,10,11,338,30,700,332,46,234,39,13,0,6
17,DOLJ,"GRADINITA CU PROGRAM PRELUNGIT ”CASUTA CU POVESTI” (FOSTA NR. 43)",117,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:20:32",1381,1358,15,8,0,579,571,0,8,0,545,34,1400,821,87,257,75,19,4,103
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA CU POVESTI” (FOSTA NR.43)",116,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:44:43",1568,1552,7,9,0,585,576,0,9,0,555,30,1700,1115,73,263,69,29,7,114
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATA” ( FOSTĂ NR.37)",13,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:05",1670,1661,0,9,0,723,714,0,9,0,685,30,1900,1185,89,324,69,28,7,168
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATA”(FOSTĂ NR.37)",14,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:26:31",1594,1523,3,23,45,562,494,0,23,45,515,47,1700,1138,64,234,103,30,4,80
17,DOLJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” DUMITRU CONSTANTINESCU ” TATOMIREŞTI",266,BRĂDEŞTI,71055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:50",848,824,0,13,11,564,540,0,13,11,546,18,900,336,35,390,71,21,3,26
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE ALBASTRA” (FOSTA NR.40)",92,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:09",1186,1178,1,7,0,418,411,0,7,0,410,8,1400,982,52,207,62,19,2,68
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE ALBASTRA” (FOSTA NR.40)",93,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:26",1397,1384,4,8,1,452,443,0,8,1,437,15,1600,1148,46,244,73,13,5,56
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",85,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:58",1190,1181,2,7,0,493,486,0,7,0,471,22,1300,807,53,241,61,27,7,82
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",87,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:24",1180,1175,0,5,0,450,445,0,5,0,421,29,1400,950,51,219,61,18,1,71
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",86,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:38",1224,1216,1,7,0,456,449,0,7,0,385,26,1400,944,48,211,22,16,9,79
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”ION CREANGA” (FOSTA NR. 42)",29,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:18",1221,1216,1,4,0,536,532,0,4,0,507,29,1400,864,72,242,58,19,9,107
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 7 BĂILEȘTI",180,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:11",743,731,0,9,3,338,326,0,9,3,313,22,900,562,66,204,28,6,1,8
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PARADISUL COPIILOR” (FOSTA NR. 24)",65,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:39",1186,1178,0,8,0,419,411,0,8,0,385,34,1300,881,51,170,64,23,5,72
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PARADISUL COPIILOR”, (FOSTA NR. 24)",66,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:12",903,890,1,12,0,386,374,0,12,0,369,17,1000,614,39,168,46,9,9,98
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PETRACHE POENARU” (FOSTA SCOALA CU CLASELE I VIII NR.9 PETRACHE POENARU)",144,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:21",1581,1531,0,7,43,750,700,0,7,43,740,10,2000,1250,101,344,81,22,8,184
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PETRACHE POENARU” (FOSTA SCOALA CU CLASELE I VIII NR.9 PETRACHE POENARU)",145,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:44",1166,1092,2,9,63,539,467,0,9,63,502,37,1600,1061,60,231,62,8,10,131
17,DOLJ,"GRADINITA CU PROGRAM PRELUNGIT ”PHOENIX” (FOSTA NR. 52)",102,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:30:36",1077,1069,0,8,0,401,393,0,8,0,373,28,1200,799,36,186,61,19,9,62
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PHOENIX” (FOSTA NR.52)",101,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:25",1087,1081,1,5,0,387,382,0,5,0,374,13,1300,913,43,208,57,9,4,53
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCHIO”",148,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:11",1096,1084,6,6,0,482,476,0,6,0,461,21,1100,618,59,202,48,26,8,118
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",84,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:01",894,886,1,7,0,357,350,0,7,0,341,16,1100,743,32,181,58,22,4,44
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",82,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:24:26",1465,1456,1,8,0,571,563,0,8,0,555,16,1700,1129,56,319,77,27,5,71
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",83,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:39",1137,1130,0,7,0,435,428,0,7,0,413,22,1300,865,55,214,68,19,3,54
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. LUCIA” (FOSTA NR.50)",143,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:57",818,813,0,5,0,405,400,0,5,0,379,24,900,453,67,56,9,152,15,80
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. LUCIA” (FOSTA NR.50)",142,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:10",894,883,1,10,0,397,387,0,10,0,384,13,900,503,57,190,35,13,7,82
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TUDOR VLADIMIRESCU” (FOSTA NR.21)",128,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:23:08",1683,1621,56,6,0,720,711,3,6,0,704,16,1700,980,100,295,92,27,9,181
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEII” (FOSTA NR.32)",119,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:44",1269,1256,7,6,0,503,497,0,6,0,494,9,1300,797,68,244,66,22,4,90
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEII” (FOSTA NR.32)",118,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:43",1288,1279,2,7,0,544,537,0,7,0,510,34,1400,856,66,249,45,40,6,104
17,DOLJ,"GRADINITA CURMATURA",367,GIURGIŢA,72533,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:31",411,399,1,9,2,260,248,1,9,2,236,24,500,216,42,156,9,20,0,9
17,DOLJ,"GRADINITA DE COPII",243,BÂRCA,70940,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:29",1541,1441,1,68,31,906,806,1,68,31,812,94,1600,694,224,498,39,36,0,15
17,DOLJ,"GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ”ELENA FARAGO”(FOSTA NR. 41)",27,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:30",1180,1169,2,9,0,436,427,0,9,0,412,24,1400,964,50,204,67,19,4,68
17,DOLJ,"GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ”ELENA FARAGO”(FOSTA NR.41)",26,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:33",762,752,0,10,0,274,264,0,10,0,271,3,900,626,29,120,51,18,10,43
17,DOLJ,"GRADINITA DE COPII DESA",327,DESA,72034,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:56",1221,1164,0,4,53,800,743,0,4,53,790,10,1223,413,307,372,99,4,0,8
17,DOLJ,"GRĂDINIŢA DE COPII GRINDENI",430,OSTROVENI,73567,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:25:16",555,530,0,15,10,327,302,0,15,10,314,13,600,273,54,215,32,5,1,7
17,DOLJ,"GRĂDINIŢA DE COPII ORĂŞANI",429,OSTROVENI,73567,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:02",1034,969,0,45,20,634,569,0,45,20,583,51,1100,466,105,399,53,9,0,17
17,DOLJ,"GRADINITA IZVOARE",383,IZVOARE,72882,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:34",974,899,0,36,39,725,650,0,36,39,669,9,949,271,169,276,38,2,1,183
17,DOLJ,"GRADINITA LESILE",499,"ŞIMNICU DE SUS",70174,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:32",753,726,0,27,0,442,415,0,27,0,412,30,800,358,94,229,37,19,4,29
17,DOLJ,"GRADINITA NR. 1",315,COŞOVENI,71885,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:25",1124,1069,2,33,20,767,713,1,33,20,720,47,1200,433,57,440,45,22,28,128
17,DOLJ,"GRĂDINIŢA NR. 1 FILIAŞI",211,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:23",1768,1757,1,4,6,972,962,0,4,6,946,26,1900,928,174,560,101,42,4,65
17,DOLJ,"GRADINITA NR. 2",316,COŞOVENI,71885,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:38",807,743,2,40,22,527,463,2,40,22,458,68,800,239,96,214,32,18,9,89
17,DOLJ,"GRĂDINIȚA NR.2",372,GOICEA,72640,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:41:22",845,781,1,33,30,503,440,0,33,30,446,57,900,397,173,220,30,10,1,12
17,DOLJ,"GRĂDINIŢA NR. 2 DOBRIDOR",417,MOŢĂŢEI,73335,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:36",592,578,0,8,6,324,310,0,8,6,300,10,700,108,85,160,13,5,1,36
17,DOLJ,"GRĂDINIŢA NR. 2 FILIAŞI",212,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:44",1839,1807,3,7,22,804,777,0,7,20,745,56,1900,1090,97,481,99,21,7,40
17,DOLJ,"GRĂDINIŢA NR. 2 MOŢĂŢEI",414,MOŢĂŢEI,73335,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:31",1667,1625,1,15,26,892,850,1,15,26,841,51,1796,904,28,625,34,4,0,150
17,DOLJ,"GRĂDINIȚA NR 2 ȚUGLUI",512,ŢUGLUI,74509,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:29",901,878,0,9,14,598,575,0,9,14,558,40,1000,402,250,236,38,10,1,23
17,DOLJ,"GRĂDINIŢA NR. 3 FILIAŞI",213,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:38",1176,1166,0,9,1,631,621,0,9,1,593,38,1300,669,134,316,80,24,5,34
17,DOLJ,"GRĂDINIŢA NR. 3 MOŢĂŢEI",416,MOŢĂŢEI,73335,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:33:14",1528,1509,0,5,14,873,854,0,5,14,851,22,1600,727,33,687,30,13,1,87
17,DOLJ,"GRADINITA OCOLNA",232,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:45:41",1071,1059,0,12,0,619,607,0,12,0,430,189,1200,581,291,110,12,13,0,4
17,DOLJ,"GRADINITA PORTARESTI",366,GIURGIŢA,72533,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:58",954,930,1,23,0,578,555,0,23,0,534,44,1000,422,238,265,13,16,0,2
17,DOLJ,"GRĂDINIŢA PRAPOR",233,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:26",1080,1011,0,49,20,798,729,0,49,20,766,32,1100,302,174,419,155,12,0,6
17,DOLJ,"GRADINITA TOSCA",231,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:07",991,926,0,43,22,671,606,0,43,22,641,30,1000,329,142,370,107,3,0,19
17,DOLJ,"GRADINITA TUGURESTI",519,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:42",513,485,0,27,1,342,314,0,27,1,316,26,600,258,158,72,17,27,1,41
17,DOLJ,"GRADINITA ZĂNOAGA",388,LEU,72926,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:43",892,879,2,9,2,527,516,0,9,2,498,29,1000,473,38,204,118,10,1,127
17,DOLJ,"LICEUL CU PROGRAM SPORTIV ”PETRACHE TRIŞCU”",4,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:47:16",1686,1654,14,17,1,758,739,1,17,1,721,37,1700,942,110,293,94,40,4,180
17,DOLJ,"LICEUL CU PROGRAM SPORTIV ”PETRACHE TRIȘCU”",5,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:41",1694,1652,26,16,0,733,717,0,16,0,696,37,1900,960,105,295,94,38,7,157
17,DOLJ,"LICEUL DE ARTE ”MARIN SORESCU”",51,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:08:21",1501,1342,42,13,104,662,553,0,13,96,620,42,1500,829,89,308,81,22,9,111
17,DOLJ,"LICEUL DE ARTE ”MARIN SORESCU”",50,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:26:22",1332,1266,16,9,41,613,563,0,9,41,587,26,1500,887,83,289,71,16,6,122
17,DOLJ,"LICEUL GEORGE ST. MARINCU",455,"POIANA MARE",73736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:00",1178,1169,2,5,2,640,633,0,5,2,629,11,1300,660,158,374,77,11,0,9
17,DOLJ,"LICEUL ”MATEI BASARAB”",152,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:57",949,938,2,9,0,394,385,0,9,0,378,16,1000,606,41,188,45,19,11,74
17,DOLJ,"LICEUL ”MATEI BASARAB”",153,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:54",822,813,0,9,0,312,303,0,9,0,306,6,900,588,31,149,50,18,4,54
17,DOLJ,"LICEUL TEHNOLOGIC AUTO",164,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:54",1223,1194,21,8,0,464,456,0,8,0,450,14,1300,836,56,213,49,14,7,111
17,DOLJ,"LICEUL TEHNOLOGIC AUTO",163,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:50",1488,1472,6,10,0,612,602,0,10,0,597,15,1700,1088,83,306,64,21,4,119
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:21",995,969,0,9,17,631,605,0,9,17,574,24,1056,458,159,283,58,13,4,57
17,DOLJ,"LICEUL TEHNOLOGIC ”CONSTANTIN IANCULESCU”",293,CÂRCEA,74859,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:11",1324,1253,8,49,14,767,704,0,49,14,748,19,1400,633,103,461,52,12,4,116
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",36,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:03",1831,1823,2,6,0,704,698,0,6,0,655,49,2100,1396,80,328,87,28,11,121
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",38,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:24",1778,1765,0,7,6,652,639,0,7,6,585,67,2000,1348,68,311,107,18,5,76
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",37,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:45:47",1841,1827,4,10,0,657,646,1,10,0,618,39,2200,1543,83,292,117,35,8,83
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",35,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:31",1875,1868,1,6,0,619,613,0,6,0,572,47,2200,1581,75,282,111,22,9,73
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO, (FOSTA ȘCOALĂ CU CLASELE I-VIII NR.25 FĂCĂI)",39,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:05",1166,1150,0,5,11,361,345,0,5,11,329,32,1300,939,41,150,72,30,3,33
17,DOLJ,"LICEUL TEHNOLOGIC DIMITRIE FILIŞANU CORP C 2",214,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:09",1617,1610,0,7,0,767,760,0,7,0,736,31,1700,933,166,438,63,20,7,42
