precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROŞCA NICUŞOR-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE DORIN-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DĂMUREANU RINGO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTACHE MARIN-PARTIDUL S.O.S. ROMÂNIA-voturi","POPA-INGINERU GHEORGHE-PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","DRĂGOESCU CEZAR-MIHAIL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
17,DOLJ,"ŞCOALA DIN SATUL SCHITU",255,BRALOŞTIŢA,71126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:39",399,393,0,4,2,309,303,0,4,2,289,20,500,191,111,136,31,5,2,4
17,DOLJ,"SCOALA DIN SATUL SFIRCEA",256,BRALOŞTIŢA,71126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:17",806,797,0,5,4,516,507,0,5,4,482,34,900,384,149,239,73,6,1,14
17,DOLJ,"ŞCOALA DIN SATUL VALEA FÎNTÎNILOR",257,BRALOŞTIŢA,71126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:36",547,532,0,12,3,374,359,0,12,3,349,25,600,226,174,141,24,3,0,7
17,DOLJ,"SCOALA DIN VALE NR.1",514,UNIREA,74536,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:40",1624,1560,1,10,53,1004,941,0,10,53,911,93,1773,769,179,562,134,16,0,20
17,DOLJ,"ȘCOALA DOBREȘTI",333,DOBREŞTI,72098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:07",317,293,0,7,17,209,185,0,7,17,194,8,359,157,25,114,37,3,1,14
17,DOLJ,"ȘCOALA GEN.CLASELE I-IV SECU",487,SECU,74171,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:30",724,615,0,71,38,524,415,0,71,38,514,10,651,127,89,388,24,11,0,2
17,DOLJ,"ŞCOALA GENERALĂ",303,CERNĂTEŞTI,71723,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:58",396,392,0,2,2,272,268,0,2,2,234,34,400,132,39,161,21,1,0,12
17,DOLJ,"ŞCOALA GENERALĂ",302,CERNĂTEŞTI,71723,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:03:43",239,223,0,8,8,156,140,0,8,8,145,11,250,94,12,103,24,1,0,5
17,DOLJ,"ŞCOALA GENERALĂ 3 CENTRU",454,"POIANA MARE",73736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:30",1392,1319,2,5,66,733,662,0,5,66,684,49,1500,767,225,386,52,10,0,11
17,DOLJ,"ŞCOALA GENERALĂ BALTA VERDE",448,PODARI,70110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:02",449,447,0,2,0,239,237,0,2,0,235,4,500,261,18,160,46,2,0,9
17,DOLJ,"ŞCOALA GENERALĂ BODĂIEŞTII DE SUS",407,MELINEŞTI,73102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:09",243,231,0,8,4,170,158,0,8,4,161,9,300,130,65,71,17,3,0,5
17,DOLJ,"ŞCOALA GENERALĂ BRANIŞTE",449,PODARI,70110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:58",799,792,0,6,1,415,408,0,6,1,396,19,900,485,29,295,35,10,6,21
17,DOLJ,"ŞCOALA GENERALĂ CĂLINEŞTI",411,MISCHII,73246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:13",140,99,0,29,12,109,68,0,29,12,106,3,120,11,51,44,3,3,4,1
17,DOLJ,"ŞCOALA GENERALĂ CĂLUGĂREI",425,ORODEL,73503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:16",481,459,0,14,8,361,339,0,14,8,328,33,500,139,40,109,175,3,0,1
17,DOLJ,"SCOALA GENERALA CIUPERCENII NOI",312,"CIUPERCENII NOI",71858,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:48",1756,1721,0,5,30,911,876,0,5,30,884,27,1900,989,54,609,104,23,4,90
17,DOLJ,"ȘCOALA GENERALĂ CLASELE V-VIII PREAJBA DE PĂDURE",508,TESLUI,74411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:06",581,576,0,5,0,397,392,0,5,0,372,25,600,203,22,305,14,14,2,15
17,DOLJ,"ȘCOALA GENERALĂ COMOȘTENI",354,GÂNGIOVA,72579,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:59",837,816,0,8,13,486,465,0,8,13,436,45,900,419,176,184,24,27,0,25
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ (NR. 2)-LOCAL NOU",195,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:24:51",1529,1512,0,12,5,738,721,0,12,5,715,23,1600,862,245,374,58,10,3,25
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ(NR. 2)-LOCAL NOU",196,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:05:54",1625,1613,1,8,3,803,791,1,8,3,775,28,1800,997,225,442,62,10,1,35
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ (NR.2)-LOCAL VECHI",194,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:20",1607,1574,3,30,0,754,724,0,30,0,721,33,1800,1046,223,365,80,8,3,42
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ (NR.2)-LOCAL VECHI",193,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:20",1751,1737,2,12,0,832,820,0,12,0,778,54,1900,1068,322,359,50,14,6,27
17,DOLJ,"ŞCOALA GENERALĂ CORNU",426,ORODEL,73503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:53",400,380,0,16,4,280,260,0,16,4,264,16,500,220,83,141,34,1,1,4
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-IV LOCUSTENI",326,DANEŢI,71956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:36",452,447,0,5,0,270,265,0,5,0,227,43,500,229,26,172,12,12,0,5
17,DOLJ,"SCOALA GENERALA CU CLASELE I-IV RADOMIR",332,DIOŞTI,72052,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:49",850,812,0,8,30,515,477,0,8,30,409,106,1000,467,93,169,60,51,2,34
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRABEŢI",324,DANEŢI,71956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:52",825,810,0,15,0,455,440,0,15,0,429,26,900,445,54,316,40,14,0,5
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRANIŞTE",325,DANEŢI,71956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:28",498,485,0,13,0,261,248,0,13,0,250,11,600,339,30,190,22,4,1,3
17,DOLJ,"SCOALA GENERALA CU CLASELE I-VIII CIOCANESTI",331,DIOŞTI,72052,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:22",533,500,1,6,26,342,310,0,6,26,308,34,550,208,27,173,78,9,3,18
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE JOS",272,BUCOVĂŢ,69964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:34",358,338,0,19,1,250,230,0,19,1,244,6,400,150,102,100,21,4,0,17
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE SUS",273,BUCOVĂŢ,69964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:47",364,344,0,20,0,234,214,0,20,0,222,12,400,166,111,81,8,5,2,15
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL BUCOVAT",271,BUCOVĂŢ,69964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:13:58",1705,1655,0,41,9,1099,1049,0,41,9,1039,60,1723,624,527,314,118,24,3,53
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL PALILULA",274,BUCOVĂŢ,69964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:00",628,613,1,13,1,355,340,1,13,1,319,26,700,355,163,107,29,13,0,7
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL SARBATOAREA",275,BUCOVĂŢ,69964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:51",649,627,0,20,2,434,412,0,20,2,380,54,700,266,180,149,27,14,1,9
17,DOLJ,"ŞCOALA GENERALĂ CU CLS. I-IV SMADOVICIOARA",488,SECU,74171,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:12",174,158,0,9,7,146,130,0,9,7,144,2,200,54,28,114,2,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ DRAGU",453,"POIANA MARE",73736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:17",1486,1474,1,4,7,820,809,0,4,7,783,37,1600,780,177,534,49,17,0,6
17,DOLJ,"ŞCOALA GENERALĂ GÂRLEŞTI",356,GHERCEŞTI,72409,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:05:20",424,378,0,35,11,341,295,0,35,11,336,5,400,59,29,218,25,11,1,52
17,DOLJ,"SCOALA GENERALA GOLUMBU",348,FĂRCAŞ,72276,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:49",675,656,0,18,1,463,444,0,18,1,417,46,800,337,175,151,70,8,2,11
17,DOLJ,"ŞCOALA GENERALĂ GURA VĂII",450,PODARI,70110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:44",373,367,0,3,3,221,215,0,3,3,215,6,500,279,11,180,15,2,0,7
17,DOLJ,"ȘCOALA GENERALĂ HUNIA",394,MAGLAVIT,73031,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:06:19",995,948,0,20,27,581,534,0,20,27,555,26,1100,519,331,177,33,8,1,5
17,DOLJ,"ŞCOALA GENERALĂ LIVEZI",451,PODARI,70110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:32",742,740,1,1,0,376,375,0,1,0,352,24,800,424,22,258,41,15,1,15
17,DOLJ,"ŞCOALA GENERALĂ MISCHII",410,MISCHII,73246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:42",599,481,1,74,43,503,385,1,74,43,490,13,564,61,192,192,63,10,5,28
17,DOLJ,"ŞCOALA GENERALĂ MLECĂNEŞTI",412,MISCHII,73246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:12",483,411,0,40,32,369,297,0,40,32,366,3,500,131,132,168,37,6,2,21
17,DOLJ,"ŞCOALA GENERALĂ NEGOIEŞTI",408,MELINEŞTI,73102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:24",1150,1104,1,28,17,829,784,0,28,17,749,44,1200,407,218,422,68,21,3,17
17,DOLJ,"ȘCOALA GENERALĂ NR. 2 MÎRȘANI",402,MÂRŞANI,73317,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:52",1424,1356,0,12,56,906,838,0,12,56,889,17,1381,475,154,644,36,7,1,47
17,DOLJ,"ȘCOALA GENERALĂ NR. 3 MÎRȘANI",404,MÂRŞANI,73317,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:17",1091,1013,0,17,61,725,649,0,17,59,699,26,1200,475,173,471,32,5,3,15
17,DOLJ,"ŞCOALA GENERALĂ ORODEL",424,ORODEL,73503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:02",898,886,0,2,10,606,594,0,2,10,566,40,902,296,169,224,150,10,2,11
17,DOLJ,"SCOALA GENERALA PISCANI",264,BRĂDEŞTI,71055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:41",56,45,0,11,0,56,45,0,11,0,55,1,120,64,5,38,5,3,0,4
17,DOLJ,"ŞCOALA GENERALĂ PODARI",447,PODARI,70110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:35",1987,1972,1,4,10,977,963,0,4,10,924,53,2100,1123,40,748,78,29,8,21
17,DOLJ,"ŞCOALA GENERALĂ SCAEŞTI",480,SCĂEŞTI,74073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:04",917,844,0,31,42,677,604,0,31,42,615,62,909,232,129,333,80,18,2,53
17,DOLJ,"SCOALA GENERALA SMÎRDAN",313,"CIUPERCENII NOI",71858,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:40",986,966,3,5,12,485,467,1,5,12,468,17,1100,615,23,342,72,5,1,25
17,DOLJ,"ŞCOALA GENERALĂ SPINENI",409,MELINEŞTI,73102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:18",265,252,0,11,2,198,185,0,11,2,178,20,300,102,53,104,13,3,1,4
17,DOLJ,"ŞCOALA GENERALĂ TEIU",427,ORODEL,73503,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:22",163,156,0,5,2,101,94,0,5,2,87,14,199,98,28,44,9,3,0,3
17,DOLJ,"ŞCOALA GENERALĂ TERPEZIŢA",504,TERPEZIŢA,74359,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:17",858,710,0,105,43,752,604,0,105,43,632,15,727,80,278,309,18,19,2,6
17,DOLJ,"ŞCOALA GENERALĂ TRAISTARU",456,"POIANA MARE",73736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:24",1538,1531,1,4,2,909,904,0,3,2,880,29,1700,791,294,475,87,10,0,14
17,DOLJ,"ŞCOALA GENERALĂ TUNARII NOI",457,"POIANA MARE",73736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:34",391,386,0,5,0,215,210,0,5,0,204,11,500,285,59,125,15,3,0,2
17,DOLJ,"ŞCOALA GENERALĂ TUNARII VECHI",458,"POIANA MARE",73736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:01",1022,1014,0,8,0,557,549,0,8,0,547,10,1100,543,157,314,61,8,3,4
17,DOLJ,"ŞCOALA GENERALĂ UNGURENI",357,GHERCEŞTI,72409,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:29",299,247,0,42,10,220,168,0,42,10,211,9,302,82,8,147,16,3,1,36
17,DOLJ,"ŞCOALA GENERALĂ URECHEŞTI",413,MISCHII,73246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:56",545,447,0,61,37,448,350,0,61,37,432,16,500,52,230,120,46,16,2,18
17,DOLJ,"ŞCOALA GIMNAZIALĂ",532,VERBIŢA,74705,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:55",649,623,0,10,16,382,356,0,10,16,344,38,716,334,68,210,49,5,0,12
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",89,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:31:05",1569,1561,1,7,0,575,568,0,7,0,549,26,1800,1225,54,296,88,25,7,79
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",90,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:44:07",1611,1603,2,6,0,567,561,0,6,0,539,28,1900,1333,61,275,87,15,7,94
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",91,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:59:11",1477,1466,3,8,0,622,614,0,8,0,597,25,1800,1178,64,317,88,25,11,92
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",88,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:48",1431,1420,2,8,1,552,543,0,8,1,548,4,1700,1148,62,292,71,20,4,99
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”AMZA PELLEA ” BĂILEȘTI",184,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:24",730,715,3,12,0,290,278,0,12,0,270,8,800,522,57,170,22,6,2,13
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”AMZA PELLEA ” BĂILEȘTI",183,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:54",968,961,1,4,2,393,386,1,4,2,364,29,1100,707,78,229,33,13,1,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ”AMZA PELLEA” BĂILEȘTI",182,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:36",1440,1434,0,5,1,505,499,0,5,1,490,15,1500,995,152,289,28,7,0,14
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ANTON PAN” (FOSTA NR.13 BUCOVĂŢ)",60,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:07",1857,1850,2,5,0,512,507,0,5,0,481,31,2100,1588,45,257,90,24,6,59
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ANTON PAN” (FOSTA NR.13 BUCOVĂȚ)",59,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:51",1848,1838,0,10,0,396,386,0,10,0,350,46,2100,1704,20,238,57,0,1,34
17,DOLJ,"ȘCOALA GIMNAZIALĂ BISTREȚ",245,BISTREŢ,70897,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:40",832,779,0,43,10,470,417,0,43,10,438,32,800,330,168,234,14,18,1,3
17,DOLJ,"SCOALA GIMNAZIALA CATANE",288,CATANE,74842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:03",1430,1346,1,24,59,632,549,0,24,59,587,45,1405,773,280,273,21,4,0,9
17,DOLJ,"ȘCOALA GIMNAZIALĂ CERĂT - GRĂDINIȚA CU PROGRAM NORMAL NR.2 CERĂT (PREȘCOLARI)",300,CERĂT,71698,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:32",1248,1236,1,9,2,413,402,0,9,2,378,35,1400,987,193,154,24,7,0,0
17,DOLJ,"SCOALA GIMNAZIALA CLASELE I-VIII PETRE MANARCESCU",389,LIPOVU,72953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:46:18",1465,1395,0,36,34,649,579,0,36,34,606,43,1433,784,128,343,119,8,0,8
17,DOLJ,"ȘCOALA GIMNAZIALĂ - CORP 3",351,"GALICEA MARE",72383,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:04",1251,1201,1,32,17,757,708,0,32,17,661,96,1300,543,244,262,46,23,0,86
17,DOLJ,"ȘCOALA GIMNAZIALĂ -CORP 3",350,"GALICEA MARE",72383,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:05",748,715,0,29,4,455,422,0,29,4,436,19,800,345,111,216,33,14,2,60
17,DOLJ,"ȘCOALA GIMNAZIALĂ CORP 3",349,"GALICEA MARE",72383,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:22",1360,1288,1,43,28,833,762,0,43,28,796,37,1468,635,221,413,38,10,0,114
17,DOLJ,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII DIN SEACA DE CÎMP",482,"SEACA DE CÂMP",74108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:35",762,676,1,40,45,593,508,0,40,45,564,29,758,165,310,214,23,15,0,2
17,DOLJ,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR.1 DABULENI, NORD",205,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:43",1445,1417,0,5,23,994,966,0,5,23,876,79,1600,645,452,346,47,8,4,19
17,DOLJ,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR.1 DABULENI, SUD",206,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:25",1594,1572,0,10,12,985,963,0,10,12,960,25,1700,715,550,302,64,10,2,32
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",109,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:18",1317,1303,8,6,0,543,537,0,6,0,530,13,1400,857,82,246,62,21,11,108
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",110,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:43",1392,1383,3,6,0,561,555,0,6,0,543,18,1500,939,88,237,61,18,5,134
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",108,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:19",1336,1321,7,8,0,500,492,0,8,0,475,24,1400,900,49,235,62,17,6,106
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",80,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:27",1581,1574,0,7,0,598,591,0,7,0,561,37,1800,1202,50,293,84,31,10,93
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",79,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:33",1589,1579,3,7,0,602,595,0,7,0,570,32,1900,1298,41,382,51,23,7,66
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",81,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:48",1370,1365,0,5,0,518,513,0,5,0,487,31,1600,1082,48,250,84,22,6,77
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",77,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:06",1612,1605,1,6,0,656,650,0,6,0,624,32,1900,1244,67,308,107,39,6,97
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",75,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:39",1588,1579,0,9,0,649,640,0,9,0,625,24,1800,1151,59,355,84,30,5,92
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",78,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:00:44",1583,1575,0,8,0,619,611,0,8,0,593,26,1900,1281,64,295,86,25,2,121
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",76,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:27",1588,1568,1,8,11,570,551,0,8,11,557,13,1800,1230,75,277,81,21,9,94
17,DOLJ,"ŞCOALA GIMNAZIALĂ ELIZA OPRAN",381,IŞALNIŢA,70094,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:13",1754,1658,1,15,80,1145,1052,0,15,78,1105,40,1961,816,103,825,72,24,4,77
17,DOLJ,"ŞCOALA GIMNAZIALĂ ELIZA OPRAN",382,IŞALNIŢA,70094,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:35",1887,1811,0,16,60,1279,1205,0,16,58,1264,15,2000,721,77,1015,84,26,60,2
17,DOLJ,"ȘCOALA GIMNAZIALĂ FĂRCAȘ",347,FĂRCAŞ,72276,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:48",1065,995,0,59,11,667,597,0,59,11,640,27,1014,347,265,199,138,27,0,11
17,DOLJ,"ŞCOALA GIMNAZIALĂ FILIAŞI",216,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:18",1342,1324,2,10,6,770,754,0,10,6,738,28,1500,734,119,439,77,21,10,72
17,DOLJ,"SCOALA GIMNAZIALĂ FRATOŞTIŢA - CORP 1",218,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:34",1272,1269,0,3,0,734,731,0,3,0,687,47,1400,666,232,353,56,15,9,22
17,DOLJ,"ŞCOALA GIMNAZIALĂ FRATOŞTITA - CORP 2",219,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:59",747,740,0,5,2,397,390,0,5,2,364,33,900,503,135,177,32,8,2,10
17,DOLJ,"ȘCOALA GIMNAZIALĂ GÂNGIOVA",353,GÂNGIOVA,72579,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:17",1213,1162,0,23,28,716,665,0,23,28,638,27,1275,610,226,318,57,21,2,14
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",44,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:34",1414,1407,0,7,0,520,513,0,7,0,499,21,1600,1080,57,250,61,28,8,95
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",43,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:19:21",1514,1506,1,6,1,629,622,0,6,1,597,32,1700,1071,100,263,98,18,9,109
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",41,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:00",1266,1257,1,8,0,503,495,0,8,0,484,19,1400,897,49,251,74,14,8,88
