precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",263,BRATCA,27686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:11",1064,1023,0,26,15,742,701,0,26,15,711,31,1164,422,1,185,36,476,2,0,7,1,3
5,BIHOR,"CĂMINUL CULTURAL",608,TARCEA,31565,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:13",604,594,0,10,0,321,311,0,10,0,310,11,656,335,280,5,1,11,1,10,1,0,1
5,BIHOR,"CĂMINUL CULTURAL",508,RĂBĂGANI,30648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:51",575,519,0,41,15,410,354,0,41,15,398,12,582,172,1,131,25,234,4,0,1,0,2
5,BIHOR,"CĂMINUL CULTURAL",446,MĂDĂRAS,30014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:35",198,190,0,8,0,122,114,0,8,0,113,9,207,85,0,19,7,84,1,0,1,0,1
5,BIHOR,"CĂMINUL CULTURAL",274,BUDUREASA,27846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:06",847,820,3,9,15,646,621,1,9,15,620,26,905,259,19,175,56,347,7,0,11,4,1
5,BIHOR,"CĂMINUL CULTURAL",297,CĂBEŞTI,28077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:34",236,221,0,8,7,200,185,0,8,7,195,5,241,41,4,84,3,97,1,1,5,0,0
5,BIHOR,"CĂMINUL CULTURAL",509,RĂBĂGANI,30648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:44",196,179,0,12,5,153,136,0,12,5,151,2,202,49,1,31,6,111,1,0,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",264,BRATCA,27686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:33:11",394,375,2,10,7,276,259,0,10,7,273,3,423,147,0,137,12,116,2,0,6,0,0
5,BIHOR,"CĂMINUL CULTURAL",349,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:06",71,57,0,13,1,50,36,0,13,1,46,3,68,19,2,12,7,24,0,0,0,0,1
5,BIHOR,"CĂMINUL CULTURAL",350,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:07",386,339,0,38,9,298,251,0,38,9,284,14,393,95,4,92,13,156,5,0,4,2,8
5,BIHOR,"CĂMINUL CULTURAL",513,RĂBĂGANI,30648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:29",323,287,1,20,15,249,214,0,20,15,245,4,333,84,0,49,20,171,2,0,3,0,0
5,BIHOR,"CĂMINUL CULTURAL",613,TĂMĂŞEU,32153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:02",200,193,0,7,0,124,117,0,7,0,121,3,212,88,75,1,3,15,4,22,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",278,BUDUREASA,27846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:19",198,191,0,7,0,155,148,0,7,0,155,0,207,52,3,64,9,74,2,0,1,0,2
5,BIHOR,"CĂMINUL CULTURAL",655,VÂRCIOROG,32090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:34",803,784,0,19,0,596,577,0,19,0,572,22,880,286,7,85,37,414,6,0,19,2,2
5,BIHOR,"CĂMINUL CULTURAL",348,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:44:50",288,254,0,22,12,213,179,0,22,12,204,7,307,96,4,39,8,147,2,0,4,0,0
5,BIHOR,"CĂMINUL CULTURAL",218,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:25",133,99,0,13,21,105,71,0,13,21,102,3,109,4,1,45,7,48,0,0,0,1,0
5,BIHOR,"CĂMINUL CULTURAL",267,BRATCA,27686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:13",359,352,0,6,1,243,236,0,6,1,236,6,389,147,0,66,10,156,2,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL",536,SĂLACEA,30988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:03",605,580,3,1,21,374,352,0,1,21,366,8,666,292,346,4,2,3,2,8,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",295,CĂBEŞTI,28077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:18",142,134,0,8,0,105,97,0,8,0,103,2,150,45,2,49,7,40,4,0,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",277,BUDUREASA,27846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:19",163,160,0,3,0,129,126,0,3,0,126,3,173,44,2,48,10,66,0,0,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",620,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:58",646,643,0,2,1,335,332,0,2,1,327,8,709,374,26,41,37,211,3,0,7,1,1
5,BIHOR,"CĂMINUL CULTURAL",279,BUDUREASA,27846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:33",124,120,0,1,3,101,97,0,1,3,96,5,132,31,2,48,2,42,1,0,0,0,1
5,BIHOR,"CĂMINUL CULTURAL",607,TARCEA,31565,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:05",737,729,0,7,1,321,313,0,7,1,303,18,806,485,209,28,10,47,2,4,1,0,2
5,BIHOR,"CĂMINUL CULTURAL",217,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:05",180,168,0,10,2,140,128,0,10,2,136,4,189,49,2,42,11,66,5,0,3,0,7
5,BIHOR,"CĂMINUL CULTURAL",214,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:34",179,159,1,12,7,139,120,0,12,7,136,3,181,42,1,37,5,56,29,1,1,0,6
5,BIHOR,"CĂMINUL CULTURAL",266,BRATCA,27686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:24",465,445,1,9,10,356,337,0,9,10,350,6,493,137,1,106,48,189,1,0,2,2,1
5,BIHOR,"CĂMINUL CULTURAL",339,"COCIUBA MARE",28763,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:50",638,582,0,29,27,315,259,0,29,27,304,11,642,327,5,27,9,257,5,0,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",216,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:07",139,106,3,25,5,109,79,0,25,5,104,5,114,5,1,22,2,71,5,0,0,0,3
5,BIHOR,"CĂMINUL CULTURAL ALMAŞU MARE",238,BALC,27329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:06",606,586,0,7,13,424,404,0,7,13,404,20,659,235,3,182,32,178,0,0,9,0,0
5,BIHOR,"CĂMINUL CULTURAL AUŞEU",231,AUŞEU,27212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:03",776,756,0,6,14,475,455,0,6,14,468,7,842,367,4,69,64,317,10,0,2,1,1
5,BIHOR,"CĂMINUL CULTURAL BĂIŢA",190,"ORAŞ NUCET",26920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:13",605,501,0,76,28,424,335,0,61,28,409,15,547,123,7,159,18,205,8,0,7,4,1
5,BIHOR,"CĂMINUL CULTURAL BALC",237,BALC,27329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:39",1031,1002,0,8,21,620,591,0,8,21,574,46,1125,505,226,76,12,242,5,7,5,0,1
5,BIHOR,"CĂMINUL CULTURAL BOTEAN",421,INEU,29724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:42",520,510,0,9,1,284,275,0,9,0,263,21,564,280,2,120,15,118,1,0,3,1,3
5,BIHOR,"CĂMINUL CULTURAL BRIHENI",438,LUNCA,29948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:06",265,232,2,19,12,206,175,0,19,12,200,6,255,40,1,66,16,113,3,0,0,0,1
5,BIHOR,"CĂMINUL CULTURAL BUTANI",448,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:27",278,273,0,3,2,182,179,0,1,2,178,4,309,127,3,25,9,120,15,1,1,0,4
5,BIHOR,"CĂMINUL CULTURAL CACUCIU NOU",449,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:30",305,286,0,17,2,215,196,0,17,2,209,6,323,108,49,56,10,80,8,1,2,1,2
5,BIHOR,"CĂMINUL CULTURAL CĂRPINET",303,CĂRPINET,28193,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:58",416,400,2,5,9,289,275,0,5,9,281,8,472,183,6,147,29,90,4,0,3,1,1
5,BIHOR,"CĂMINUL CULTURAL CĂUAȘD",641,TULCA,31841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:33",386,372,0,6,8,258,244,0,6,8,247,11,412,154,1,83,13,141,4,0,3,1,1
5,BIHOR,"CĂMINUL CULTURAL CHIȘLAZ",329,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:01",454,399,0,45,10,312,257,0,45,10,303,9,438,126,3,35,9,250,0,0,3,1,2
5,BIHOR,"CĂMINUL CULTURAL CIUMEGHIU",335,CIUMEGHIU,28665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:54:18",1567,1551,3,11,2,1100,1087,0,11,2,1010,90,1705,605,15,274,292,373,44,0,3,1,8
5,BIHOR,"CĂMINUL CULTURAL CORNIŞEŞTI",371,DOBREŞTI,29154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:20",156,143,0,10,3,86,73,0,10,3,83,3,163,77,1,22,4,52,4,0,0,0,0
5,BIHOR,"CĂMINUL CULTURAL CORNIȚEL",254,BOROD,27560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:35",427,417,0,10,0,277,267,0,10,0,272,5,460,183,1,152,14,99,1,0,3,0,2
5,BIHOR,"CĂMINUL CULTURAL CRESTUR",478,PETREU,27169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:08",404,398,1,5,0,197,192,0,5,0,180,17,444,247,132,23,4,18,1,1,1,0,0
5,BIHOR,"CĂMINUL CULTURAL CRINCEŞTI",372,DOBREŞTI,29154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:14",317,312,0,3,2,177,172,0,3,2,170,7,350,173,0,36,11,116,5,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL DOBREŞTI",370,DOBREŞTI,29154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:38",1579,1550,1,13,15,903,875,0,13,15,775,128,1708,805,5,116,79,451,100,0,15,1,8
5,BIHOR,"CĂMINUL CULTURAL FÂȘCA",656,VÂRCIOROG,32090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:26",358,332,0,26,0,284,258,0,26,0,275,9,372,88,9,6,18,242,0,0,0,0,0
5,BIHOR,"CAMINUL CULTURAL FENERIȘ",488,POCOLA,30416,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:08",291,264,1,14,12,233,207,0,14,12,223,10,310,77,1,50,9,148,14,0,0,0,1
5,BIHOR,"CĂMINUL CULTURAL GĂLĂŞENI",451,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:47",223,215,0,5,3,156,148,0,5,3,153,3,229,73,3,23,6,103,15,0,2,0,1
5,BIHOR,"CĂMINUL CULTURAL GHIDA",240,BALC,27329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:27",140,128,0,8,4,79,67,0,8,4,69,10,149,70,2,2,0,65,0,0,0,0,0
5,BIHOR,"CĂMINUL CULTURAL GITTAI ISTVÁN",618,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:07",902,884,0,4,14,594,576,0,4,14,586,8,978,384,565,2,2,13,1,1,2,0,0
5,BIHOR,"CĂMINUL CULTURAL HIDIŞEL",373,DOBREŞTI,29154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:56",544,537,0,2,5,347,340,0,2,5,340,7,597,250,1,51,15,254,13,0,4,1,1
5,BIHOR,"CĂMINUL CULTURAL HOTĂREL",439,LUNCA,29948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:17",236,210,0,22,4,188,162,0,22,4,184,3,229,40,4,60,15,100,4,0,1,0,0
5,BIHOR,"CĂMINUL CULTURAL HUSASĂU DE CRIȘ",422,INEU,29724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:10",1063,1043,3,17,0,678,661,0,17,0,665,13,1149,471,3,213,19,421,2,0,4,0,3
5,BIHOR,"CĂMINUL CULTURAL JOSANI",452,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:25",267,249,2,5,11,185,169,0,5,11,183,2,291,106,4,22,14,116,20,0,1,0,6
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE JOS",434,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:10:33",1455,1377,1,47,30,944,867,0,47,30,876,68,1506,562,339,108,72,312,18,3,15,7,2
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE SUS",435,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:43",503,470,0,18,15,503,470,0,18,15,461,42,742,239,129,105,39,177,3,0,6,1,1
5,BIHOR,"CĂMINUL CULTURAL LUNCA",437,LUNCA,29948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:57",779,733,3,33,10,557,513,1,33,10,544,13,853,296,6,129,44,321,34,0,7,2,1
5,BIHOR,"CĂMINUL CULTURAL LUNCASPRIE",374,DOBREŞTI,29154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:06",777,738,1,15,23,471,433,0,15,23,459,12,809,338,2,32,31,367,17,0,7,2,1
5,BIHOR,"CĂMINUL CULTURAL LUPOAIA",411,HOLOD,29573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:45",258,234,0,19,5,258,234,0,19,5,214,44,527,269,1,16,7,186,2,0,0,0,2
5,BIHOR,"CĂMINUL CULTURAL MIȘCA",331,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:55",802,765,0,14,23,626,589,0,14,23,622,4,834,208,583,6,3,25,1,2,1,0,1
5,BIHOR,"CAMINUL CULTURAL PACALESTI",382,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:51:51",175,164,0,6,5,143,132,0,6,5,141,2,183,40,1,42,9,84,4,0,0,1,0
5,BIHOR,"CAMINUL CULTURAL PANTASESTI",383,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:17",114,108,0,5,1,96,90,0,5,1,92,4,122,26,1,18,2,68,0,0,1,0,2
5,BIHOR,"CĂMINUL CULTURAL PĂULEȘTI",271,BRUSTURI,27757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:53",253,237,2,12,2,151,137,0,12,2,138,13,263,112,5,48,7,55,1,0,4,0,18
5,BIHOR,"CĂMINUL CULTURAL PETREASA",517,REMETEA,30719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:48",368,357,1,3,7,223,212,1,3,7,217,6,392,166,0,99,10,103,1,0,2,0,2
5,BIHOR,"CĂMINUL CULTURAL PICLEU",272,BRUSTURI,27757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:19",723,684,0,23,16,493,454,0,23,16,462,31,766,273,19,106,29,232,3,0,1,1,71
5,BIHOR,"CAMINUL CULTURAL POCOLA",487,POCOLA,30416,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:02",444,405,0,21,18,360,321,0,21,18,350,10,471,111,0,164,12,164,1,0,6,0,3
5,BIHOR,"CĂMINUL CULTURAL RIENI",519,RIENI,30773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:52:34",434,403,1,11,19,284,254,0,11,19,280,4,445,161,3,21,19,217,15,0,4,0,1
5,BIHOR,"CĂMINUL CULTURAL SĂLDĂBAGIU DE BARCĂU",241,BALC,27329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:44",440,417,0,18,5,298,275,0,18,5,270,28,471,173,5,43,16,198,2,0,2,1,3
5,BIHOR,"CĂMINUL CULTURAL SÂNLAZĂR",334,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:36",346,325,0,13,8,229,208,0,13,8,212,17,355,126,8,16,14,166,3,0,2,0,3
5,BIHOR,"CĂMINUL CULTURAL SEGHIŞTE",441,LUNCA,29948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:48",511,464,2,28,17,405,360,0,28,17,398,7,509,104,0,89,10,280,15,0,3,0,1
5,BIHOR,"CAMINUL CULTURAL SIRBESTI",440,LUNCA,29948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:08",258,209,1,43,5,211,163,0,43,5,207,4,234,23,0,101,10,91,3,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL ŞOIMUŞ",518,REMETEA,30719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:54:32",99,94,0,4,1,65,60,0,4,1,65,0,107,42,0,15,1,47,1,0,0,1,0
5,BIHOR,"CĂMINUL CULTURAL ŞUŞTIU",442,LUNCA,29948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:28",397,339,0,52,6,341,283,0,52,6,336,5,388,47,2,188,24,107,11,0,3,1,0
5,BIHOR,"CAMINUL CULTURAL TIGANESTI",386,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:30",127,122,0,3,2,94,89,0,3,2,93,1,139,45,1,24,5,54,7,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL TOPA DE SUS",376,DOBREŞTI,29154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:34",279,272,0,5,2,279,272,0,5,2,264,15,519,240,2,88,12,152,5,0,3,0,2
5,BIHOR,"CĂMINUL CULTURAL TOPEŞTI",391,DRĂGEŞTI,29341,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:43",183,163,0,14,6,134,114,0,14,6,130,4,193,59,2,13,8,102,1,0,3,0,1
5,BIHOR,"CĂMINUL CULTURAL TULCA",639,TULCA,31841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:28",1620,1563,2,24,31,1106,1051,0,24,31,1089,17,1777,671,18,523,44,449,19,2,7,1,26
5,BIHOR,"CĂMINUL CULTURAL URVIND",436,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:31",828,742,2,35,49,613,529,0,35,49,598,15,805,192,501,12,11,47,2,22,1,0,2
5,BIHOR,"CĂMINUL CULTURAL VALEA DE JOS",523,RIENI,30773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:00",387,347,0,18,22,369,329,0,18,22,365,4,541,172,7,30,13,301,13,0,1,0,0
5,BIHOR,"CĂMINUL CULTURAL VALEA DE SUS",311,CÂMPANI,28709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:13",247,224,0,17,6,206,183,0,17,6,200,6,245,39,0,130,8,58,1,0,3,0,0
5,BIHOR,"CĂMINUL CULTURAL VINTERE",413,HOLOD,29573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:50",604,540,3,31,30,405,341,3,31,30,396,9,604,199,7,50,25,302,4,0,4,2,2
5,BIHOR,"CASĂ COMUNALĂ SANTĂUL MARE",259,BORŞ,27631,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:42",374,342,1,5,26,210,179,0,5,26,207,3,385,175,168,1,4,31,3,0,0,0,0
5,BIHOR,"CASA DE CULTURĂ",213,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:55",1427,1235,0,141,51,1030,838,0,141,51,991,39,1361,331,10,444,31,403,57,0,9,2,35
5,BIHOR,"CASA DE CULTURĂ MARGHITA",159,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:06",1121,1110,3,6,2,543,535,0,6,2,538,5,1251,708,283,44,17,182,8,0,2,0,2
5,BIHOR,"CASA DE CULTURĂ „MIRON POMPILIU” ŞTEI",201,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:57",1125,1075,0,45,5,634,584,0,45,5,623,11,1312,678,7,176,28,379,24,0,4,1,4
5,BIHOR,"CASA DE CULTURĂ ZILAHY LAJOS",170,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:25",1404,1378,11,7,8,604,588,1,7,8,595,5,1533,931,354,50,27,135,15,2,7,4,1
5,BIHOR,"CASA ROTH",609,TARCEA,31565,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:54",739,728,1,5,5,364,353,1,5,5,350,14,806,442,309,17,7,14,0,1,2,0,0
5,BIHOR,"CASA SFÂNTUL ANTON",175,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:56",480,468,2,7,3,273,263,0,7,3,266,7,524,251,159,15,10,52,12,12,2,3,1
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",430,LĂZĂRENI,29813,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:27",90,72,1,17,0,68,51,0,17,0,68,0,86,18,1,6,4,57,0,0,0,0,0
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",390,DRĂGEŞTI,29341,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:08",1224,1091,2,101,30,808,677,0,101,30,782,26,1152,344,2,51,22,698,1,0,5,0,3
5,BIHOR,"CENTRU ECONOMIC DE EDUCAȚIE ȘI AFACERI",173,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:38",1253,1238,4,5,6,525,514,0,5,6,518,7,1372,847,232,67,31,144,21,6,11,4,2
5,BIHOR,"CENTRUL AFTER SCHOOL HOLOD",406,HOLOD,29573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:00",399,345,0,39,15,279,225,0,39,15,273,6,402,123,1,52,39,167,3,0,5,1,5
5,BIHOR,"CENTRUL CULTURAL MULTIFUNCTIONAL",623,TILEAGD,31716,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:28",1857,1839,1,11,6,850,832,1,11,6,813,37,2022,1172,151,86,39,494,26,0,0,4,13
5,BIHOR,"CENTRUL DE AFACERI",312,CEFA,28246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:55:26",1036,997,0,4,35,645,606,0,4,35,620,22,1096,454,15,97,29,458,2,0,12,0,7
5,BIHOR,"CENTRUL DE INFORMARE TURISTICĂ BRATCA",262,BRATCA,27686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:24",1125,1086,1,24,14,866,828,0,24,14,833,33,1234,368,6,352,63,393,6,0,10,1,2
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",98,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:48",1086,1071,5,10,0,442,432,0,10,0,422,20,1217,775,79,42,21,250,10,11,6,3,0
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",97,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:16",1241,1223,7,9,2,521,510,0,9,2,512,9,1200,679,85,54,26,296,19,20,6,2,4
5,BIHOR,"CENTRUL DE PROMOVARE A CULTURII SÂNTION",261,BORŞ,27631,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:39",1760,1700,19,4,37,1009,969,1,4,35,998,11,1876,867,843,13,8,110,7,10,4,2,1
5,BIHOR,"CENTRUL MULTIFUNCȚIONAL",185,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:10:51",1174,1164,0,10,0,638,628,0,10,0,497,141,1283,645,37,180,17,104,146,0,10,1,2
5,BIHOR,"CENTRU ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”ORIZONT”",99,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:32",1277,1268,3,6,0,461,455,0,6,0,454,7,1393,932,91,48,25,258,7,8,11,5,1
5,BIHOR,"CENTRU SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE (CANTINA SOCIALĂ)",364,DIOSIG,29092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:35",1187,1174,0,12,1,509,496,0,12,1,494,15,1284,775,350,12,5,108,4,15,0,0,0
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",322,CETARIU,28415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:45",927,904,0,14,9,627,604,0,14,9,598,29,1006,379,278,16,8,82,4,209,1,0,0
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",547,SÂNIOB,28610,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:23",1093,1040,3,10,40,761,710,1,10,40,731,30,1023,262,667,6,7,23,1,24,2,0,1
5,BIHOR,"CLĂDIREA MUZEULUI",195,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:36:48",1465,1439,7,9,10,781,761,1,9,10,726,55,1580,799,423,42,8,88,3,156,4,2,0
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ",510,RĂBĂGANI,30648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:16",103,99,0,3,1,72,68,0,3,1,72,0,113,41,2,15,8,47,0,0,0,0,0
