precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI- CORP 3",209,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:31",688,683,0,5,0,355,350,0,5,0,344,11,800,445,192,84,64,3,0,1
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",142,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:23",1606,1595,0,11,0,580,569,0,11,0,550,24,1800,1226,249,106,153,25,3,14
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",141,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:13",1227,1221,0,5,1,312,306,0,5,1,284,27,1300,989,125,43,87,9,3,17
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",140,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:03",1331,1324,0,7,0,356,349,0,7,0,342,14,1500,1144,142,53,117,5,1,24
39,VASLUI,"ŞCOALA GIMNAZIALA BADEANA",503,TUTOVA,166529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:25",1193,1180,0,4,9,597,584,0,4,9,575,22,1300,703,408,103,27,5,13,19
39,VASLUI,"ŞCOALA GIMNAZIALĂ BANCA",186,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:33",820,797,0,14,9,506,483,0,14,9,459,41,860,360,258,21,149,7,2,22
39,VASLUI,"ŞCOALA GIMNAZIALÃ ” CEZAR BOTEZ ” FÂSTÂCI",258,COZMEŞTI,167277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:03",269,263,0,5,1,138,132,0,5,1,125,13,300,162,81,17,14,3,2,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ CHIRCEŞTI-DEAL",380,MICLEŞTI,164892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:54",497,493,0,1,3,265,261,0,1,3,241,24,500,235,92,20,118,2,4,5
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",241,CODĂEŞTI,163002,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:00",881,865,1,2,13,403,388,0,2,13,386,17,1000,597,99,60,197,8,12,10
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",242,CODĂEŞTI,163002,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:05",763,750,0,1,12,381,368,0,1,12,361,20,800,419,91,70,179,5,8,8
39,VASLUI,"ŞCOALA GIMNAZIALA CONSTANTIN ASIMINEI",295,DUDA-EPURENI,163681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:35",1104,1082,0,0,22,587,565,0,0,22,558,29,1200,613,264,65,128,14,2,85
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN MOTAȘ”",44,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:02",1038,1031,0,7,0,392,385,0,7,0,360,32,1200,808,134,62,58,17,9,80
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN MOTAȘ”",43,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:45",874,867,0,6,1,324,317,0,6,1,303,14,900,583,123,47,50,9,9,65
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",13,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:11:51",1821,1814,0,7,0,104,97,0,7,0,96,8,2000,1896,42,6,11,10,2,25
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",17,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:43",1889,1882,0,6,1,176,169,0,6,1,168,8,2000,1824,55,35,22,7,8,41
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",14,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:30",1755,1745,0,10,0,169,159,0,10,0,168,1,2000,1831,68,22,28,7,8,35
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",16,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:29",1896,1888,0,7,1,388,380,0,7,1,364,24,2000,1612,102,88,66,17,11,80
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",15,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:33",1689,1682,0,7,0,90,83,0,7,0,90,0,1800,10,35,18,12,1,2,22
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",19,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:13",1775,1765,0,10,0,10,0,0,10,0,10,0,2000,1990,3,1,3,1,0,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",18,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:18:28",1811,1803,0,8,0,36,28,0,8,0,35,1,2000,1964,14,7,5,2,1,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ CONSTANTIN ROTARU TÎRZII",392,OLTENEŞTI,165069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:28",857,853,0,4,0,412,408,0,4,0,390,22,1000,588,177,62,129,10,3,9
39,VASLUI,"ŞCOALA GIMNAZIALA CORNI-ALBESTI",173,ALBEŞTI,162014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:42",936,928,1,6,1,480,472,1,6,1,450,30,1000,520,226,74,101,15,6,28
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",32,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:25",1820,1811,0,8,1,53,44,0,8,1,52,1,2000,1947,25,3,4,4,4,12
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",31,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:09",1703,1693,0,8,2,591,581,0,8,2,565,26,1800,1209,232,83,117,31,15,87
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",33,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:31",1701,1693,0,7,1,200,192,0,7,1,191,9,1701,1501,62,36,37,5,8,43
39,VASLUI,"SCOALA GIMNAZIALA ”DIMITRIE NEGRUTIU”",413,POGONEŞTI,167259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:04",1218,1190,0,6,22,692,664,0,6,22,629,63,1300,608,385,27,137,13,14,53
39,VASLUI,"ŞCOALA GIMNAZIALĂ DOAGELE",286,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:34",859,855,1,3,0,399,396,0,3,0,366,33,900,501,148,25,169,1,4,19
39,VASLUI,"ŞCOALA GIMNAZIALA, DOCANI",520,VINDEREI,166770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:05",467,439,0,7,21,224,196,0,7,21,208,16,512,288,173,10,11,5,5,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",62,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:56",961,949,2,7,3,352,342,0,7,3,342,10,1000,648,108,43,89,10,6,86
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",63,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:19",883,873,1,6,3,361,352,0,6,3,347,14,900,539,126,63,63,10,10,75
39,VASLUI,"ȘCOALA GIMNAZIALĂ EMIL JUVARA SAT SĂRĂȚENI",160,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:34",281,276,0,4,1,150,145,0,4,1,145,5,300,150,85,23,29,3,1,4
39,VASLUI,"ŞCOALA GIMNAZIALA EMIL RACOVIŢĂ",266,DĂNEŞTI,163253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:26",642,624,0,3,15,342,324,0,3,15,302,40,700,332,153,32,70,11,2,34
39,VASLUI,"ŞCOALA GIMNAZIALA, FLOREŞTI",416,POIENEŞTI,165336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:34",402,382,0,9,11,240,220,0,9,11,229,11,400,160,180,25,15,5,0,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ FOCŞEAŞCA",486,TĂCUTA,166235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:35",639,629,0,8,2,383,373,0,8,2,350,31,700,319,210,107,15,3,1,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GENERAL AVIATOR INGINER GHEORGHE NEGRESCU” FRUNTIŞENI",316,FRUNTIŞENI,167231,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:41",767,747,0,9,11,513,493,0,9,11,462,51,800,287,240,17,182,6,8,9
39,VASLUI,"SCOALA GIMNAZIALA GEORGE C DRAGU SAT COROIESTI",246,COROIEŞTI,163057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:53",646,645,0,1,0,192,191,0,1,0,185,7,700,508,150,16,11,1,2,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",126,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:21",1306,1301,0,5,0,506,501,0,5,0,486,20,1400,894,196,64,78,21,36,91
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",124,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:34",1360,1355,2,3,0,460,457,0,3,0,440,20,1400,940,180,59,63,15,45,78
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",125,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:00:06",1474,1469,0,5,0,512,507,0,5,0,480,32,1600,1088,208,57,78,31,43,63
39,VASLUI,"ŞCOALA GIMNAZIALA ”GH.CIOATĂ” TODIREŞTI",493,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:17",717,717,0,0,0,368,368,0,0,0,351,17,800,432,185,45,99,6,5,11
39,VASLUI,"ȘCOALA GIMNAZIALĂ GÎRDEȘTI",527,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:55",558,555,0,1,2,291,288,0,1,2,260,31,600,299,194,8,9,2,2,45
39,VASLUI,"ŞCOALA GIMNAZIALĂ GRĂJDENI",317,FRUNTIŞENI,167231,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:09",619,584,0,22,13,415,380,0,22,13,345,0,619,274,247,54,20,20,3,1
39,VASLUI,"ŞCOALA GIMNAZIALA GRIGORE ŞT. RĂILEANU VINEŢEŞTI",393,OLTENEŞTI,165069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:57",531,525,0,6,0,291,285,0,6,0,269,22,600,309,45,36,179,1,2,6
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”GRIGORE T POPA” DĂNEȘTI",264,DĂNEŞTI,163253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:37",438,430,0,1,7,253,245,0,1,7,238,15,500,247,144,20,18,2,6,48
39,VASLUI,"ŞCOALA GIMNAZIALĂ I-IV BUNEŞTI",236,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:14",932,891,0,8,33,535,494,0,8,33,515,20,1000,465,215,37,193,11,0,59
39,VASLUI,"ŞCOALA GIMNAZIALA IOAN GHE. PRICOP",297,DUDA-EPURENI,163681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:45",925,880,0,17,28,571,526,0,17,28,512,59,1000,429,137,71,72,34,5,193
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION ANGHELUȚĂ” ( ȘCOALA NOUĂ)",490,TĂTĂRĂNI,166315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:50",460,456,0,2,2,241,237,0,2,2,218,23,500,259,112,11,87,4,2,2
39,VASLUI,"ŞCOALA GIMNAZIALA ”ION ARTENE” GĂGEŞTI",318,GĂGEŞTI,163903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:40",371,356,2,12,1,221,208,0,12,1,194,27,400,179,99,26,55,8,1,5
39,VASLUI,"SCOALA GIMNAZIALA”ION CREANGA”",147,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:23",1709,1701,0,8,0,382,374,0,8,0,363,19,1800,1418,158,79,95,10,0,21
39,VASLUI,"SCOALA GIMNAZIALĂ ”ION CREANGA”",148,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:42",1285,1277,0,8,0,488,480,0,8,0,456,32,1400,912,216,86,112,9,3,30
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",146,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:47",1385,1378,0,7,0,589,582,0,7,0,554,35,1400,811,223,87,203,13,2,26
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”IONEL MIRON” IVĂNEȘTI",350,IVĂNEŞTI,164393,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:08",922,911,0,1,10,402,391,0,1,10,376,26,1000,598,236,50,41,32,3,14
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”IORGU RADU”",116,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:37",1283,1277,0,6,0,442,436,0,6,0,416,25,1300,859,188,53,75,10,15,75
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”IORGU RADU”",117,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:06",1414,1410,0,4,0,490,486,0,4,0,465,25,1600,1110,213,44,84,17,17,90
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”LUIZA ZAVLOSCHI” SAT BUDA",396,OŞEŞTI,165130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:26",1100,1071,0,7,22,589,560,0,7,22,539,50,1200,611,164,41,311,13,2,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MANOLACHE COSTACHE EPUREANU”",102,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:04",1272,1261,1,9,1,468,458,0,9,1,448,20,1300,832,191,67,72,18,36,64
39,VASLUI,"SCOALA GIMNAZIALA ” MANOLACHE COSTACHE EPUREANU” SAT EPURENI",303,EPURENI,163789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:32",730,721,0,4,5,345,336,0,4,5,325,20,800,455,228,36,34,8,5,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MAREȘAL C-TIN PREZAN” DUMEŞTI",299,DUMEŞTI,163734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:57",1040,997,0,31,12,515,472,0,31,12,428,44,1100,585,227,34,53,13,5,96
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",51,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:58",1632,1619,3,9,1,523,513,0,9,1,511,12,1671,1148,180,74,120,22,10,105
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” LAZA",360,LAZA,164598,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:35",1463,1461,0,0,2,681,679,0,0,2,657,24,1600,918,204,56,322,9,9,57
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” SAT OŞEŞTI",395,OŞEŞTI,165130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:28",1023,991,0,5,27,494,462,0,5,27,434,60,1100,547,181,40,181,14,4,14
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI IOAN BOTEZ” GIURCANI",319,GĂGEŞTI,163903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:28",473,441,0,13,19,276,244,0,13,19,255,21,500,224,129,12,79,21,1,13
39,VASLUI,"SCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",145,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:37",1097,1090,0,7,0,453,446,0,7,0,433,20,1209,756,192,61,154,8,2,16
39,VASLUI,"SCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",144,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:14",1612,1606,0,6,0,618,612,0,6,0,593,25,1800,1181,265,93,172,20,2,41
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",30,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:15",1614,1604,0,8,2,468,458,0,8,2,456,12,1700,1232,169,66,95,19,16,91
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",29,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:50",1546,1543,0,3,0,300,297,0,3,0,293,7,1600,1300,91,50,58,12,6,76
39,VASLUI,"ŞCOALA GIMNAZIALA NICOLAE POPA",298,DUDA-EPURENI,163681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:59",1301,1278,0,0,23,619,596,0,0,23,577,42,1400,781,277,86,102,14,4,94
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1",489,TĂTĂRĂNI,166315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:50",558,542,0,10,6,298,282,0,10,6,281,17,600,302,128,26,77,23,5,22
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",89,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:03",1891,1886,1,4,0,805,801,0,4,0,771,34,2000,1195,388,118,117,29,38,81
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",90,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:02:37",1684,1646,0,6,32,668,630,0,6,32,643,25,1700,1032,309,73,113,23,40,85
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",88,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:33",1746,1743,0,3,0,623,620,0,3,0,583,40,1800,1177,310,77,70,25,44,57
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 ALBESTI",172,ALBEŞTI,162014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:18",769,759,0,7,3,365,355,0,7,3,307,58,800,435,98,66,62,39,2,40
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 BOGDANA",217,BOGDANA,162595,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:29",404,398,0,3,3,237,231,0,3,3,217,20,500,263,61,38,101,2,3,12
39,VASLUI,"ŞCOALA GIMNAZIALA NR 1 CEPEŞTI",229,BOGDĂNIŢA,162791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:21",442,422,0,15,5,272,252,0,15,5,249,23,500,228,51,70,87,8,28,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",468,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:32",840,828,0,1,11,398,386,0,1,11,377,21,900,502,180,35,106,6,6,44
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",467,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:05",1338,1313,0,3,22,635,610,0,3,22,584,26,1400,790,264,49,171,9,12,79
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 CRETESTII DE SUS",262,CREŢEŞTI,163208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:59",513,472,0,16,25,291,250,0,16,25,268,23,500,209,71,16,139,19,0,23
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 DELENI",268,DELENI,163324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:57",1348,1309,1,14,24,761,725,0,14,22,714,47,1500,739,300,72,224,18,15,85
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, DELEŞTI",270,DELEŞTI,163379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:43",560,555,1,3,1,281,276,1,3,1,261,20,600,319,90,48,89,9,2,23
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 GARA BANCA",184,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:45",1143,1122,1,14,6,701,681,0,14,6,657,35,1200,508,301,53,268,7,5,23
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR. 1 HOCENI",336,HOCENI,164197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:47",408,384,0,7,17,253,229,0,7,17,244,9,444,191,176,27,38,1,0,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 HURDUGI",276,"DIMITRIE CANTEMIR",164277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:10",482,479,0,3,0,254,251,0,3,0,241,13,500,246,89,46,99,0,1,6
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 IANA CORP B",342,IANA,164339,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:55",958,955,0,1,2,513,510,0,1,2,479,34,1100,587,302,62,92,8,0,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 IVEŞTI - CORP A",358,IVEŞTI,164543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:20",1097,1079,0,2,16,636,618,0,2,16,604,32,1200,564,248,62,46,16,203,29
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 IVEŞTI - CORP B",359,IVEŞTI,164543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:19",1086,1047,0,4,35,576,537,0,4,35,550,26,1200,624,272,33,50,19,150,26
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 LUNCA BANULUI",368,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:57",1558,1548,0,4,6,777,767,0,4,6,732,45,1700,923,443,100,159,13,8,9
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 PĂDURENI",398,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:23",1081,1068,0,5,8,503,490,0,5,8,477,26,1200,697,278,50,123,6,1,19
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 POGANA",409,POGANA,165416,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:28",667,658,1,1,7,368,360,0,1,7,333,35,700,332,157,27,64,14,11,60
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",440,PUŞCAŞI,167320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:50",1180,1153,0,1,26,485,458,0,1,26,452,33,1300,815,283,76,67,9,4,13
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",441,PUŞCAŞI,167320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:20",1007,979,0,1,27,389,361,0,1,27,362,27,1100,711,240,50,45,7,1,19
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 RĂDENI",289,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:48",993,992,0,1,0,512,511,0,1,0,474,38,1100,588,366,27,46,12,1,22
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 , SĂLCENI",408,POCHIDIA,167311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:52",777,758,0,3,16,434,415,0,3,16,413,21,900,466,293,44,54,10,6,6
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT AVEREŞTI",234,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:59",199,187,0,2,10,117,105,0,2,10,114,3,200,83,53,12,28,3,1,17
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT BĂCANI",194,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:54",1058,1040,1,10,7,561,544,0,10,7,529,32,1200,639,134,89,260,3,25,18
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 SAT BĂCEŞTI",199,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:59",1737,1713,0,4,20,671,647,0,4,20,606,65,1900,1229,433,29,111,5,6,22
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1,SAT MĂLUȘTENI",373,MĂLUŞTENI,164829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:00",491,457,0,18,16,294,260,0,18,16,253,41,500,206,83,19,16,10,3,122
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 , SAT PUNGEŞTI",433,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:25",763,749,0,5,9,387,373,0,5,9,371,16,800,16,276,17,59,2,2,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM VĂLENI",508,VĂLENI,166636,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:50",1501,1485,0,7,9,547,531,0,7,9,503,44,1700,1153,155,83,252,8,5,0
