precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IANCU-SĂLĂJANU DINU-PARTIDUL NAȚIONAL LIBERAL-voturi","SZILÁGYI RÓBERT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FLORIAN FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PERNEŞ AMBROZIU-FELICIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PÜSÖK FERENC-PARTIDUL S.O.S. ROMÂNIA-voturi","ARDELEAN COSMIN-VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
33,SĂLAJ,"COLEGIUL TEHNIC ”IULIU MANIU”",59,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:35:56",1552,1522,7,8,15,867,843,1,8,15,846,21,1700,833,394,193,181,35,8,35
33,SĂLAJ,"CORP B , BIBLIOTECA COMUNALĂ",73,BĂBENI,140084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:58",442,382,0,36,24,335,275,0,36,24,325,10,442,107,115,3,171,22,6,8
33,SĂLAJ,"DIRECŢIA DE SĂNĂTATE PUBLICĂ SĂLAJ",9,"MUNICIPIUL ZALĂU",139704,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:11:23",1067,1049,7,11,0,533,522,0,11,0,522,11,1150,617,123,97,247,30,1,24
33,SĂLAJ,"DISPENSAR UMAN",150,"FILDU DE JOS",141081,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:08:53",324,301,0,15,8,232,209,0,15,8,224,8,333,101,121,4,76,14,4,5
33,SĂLAJ,GRĂDINIȚA,298,"VALCĂU DE JOS",142952,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:57:06",196,188,0,5,3,136,128,0,5,3,131,5,220,84,65,1,51,9,2,3
33,SĂLAJ,GRĂDINIȚĂ,52,"ORAŞ JIBOU",139811,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:31",397,378,1,9,9,255,236,1,9,9,235,20,450,195,108,3,78,15,10,21
33,SĂLAJ,"GRĂDINIȚA BOBOTA",89,BOBOTA,140280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:56:57",1177,1124,2,26,25,754,703,0,26,25,734,20,1250,496,330,9,267,59,1,68
33,SĂLAJ,"GRADINIȚA CU PROGRAM NORMAL NR.1 MAL",266,SÂG,142612,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:18",1003,999,0,4,0,510,506,0,4,0,450,60,1050,540,116,3,194,83,26,28
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LICURICI”",29,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:38:01",1636,1619,4,10,3,623,610,0,10,3,606,17,1848,1225,168,68,242,50,10,68
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",3,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:55:01",1848,1831,10,6,1,894,887,0,6,1,880,14,2000,1106,219,219,327,34,15,66
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 PERICEI",241,PERICEI,142284,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:28:42",1098,1072,3,3,20,629,606,0,3,20,616,13,1200,571,27,486,85,12,2,4
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",61,"ORAŞ ŞIMLEU SILVANIEI",139884,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:25",1607,1593,4,9,1,855,845,0,9,1,825,30,1800,945,438,130,163,35,11,48
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:49",1429,1424,1,4,0,669,665,0,4,0,656,13,1600,931,331,96,159,28,13,29
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICII ISTEȚI”",32,"MUNICIPIUL ZALĂU",139704,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:11:24",1507,1473,2,10,22,632,599,1,10,22,626,6,1650,1018,165,51,282,59,10,59
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",18,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:51",924,915,0,9,0,344,335,0,9,0,335,9,1000,656,89,32,151,25,5,33
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",19,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:50",1080,1076,0,4,0,372,368,0,4,0,365,7,1200,828,88,44,159,33,7,34
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",288,ŞĂRMĂŞAG,142881,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:15",893,872,0,3,18,547,526,0,3,18,534,13,951,404,22,496,6,1,3,6
33,SĂLAJ,"HOROATU CEHULUI NR. 23 ȘCOALA PRIMARĂ",43,"ORAŞ CEHU SILVANIEI",139740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:05",141,134,0,5,2,83,76,0,5,2,79,4,200,117,39,2,29,5,3,1
33,SĂLAJ,"IMOBIL TIP CONTAINER",158,GÂLGĂU,141134,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:32:47",333,302,0,17,14,205,174,0,17,14,197,8,350,145,150,1,21,22,2,1
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",7,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 09:58:57",1766,1756,2,8,0,684,676,0,8,0,668,16,1900,1216,150,114,295,42,10,57
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",6,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 10:05:26",1931,1898,21,4,8,996,984,0,4,8,985,11,2108,1112,286,123,429,41,14,92
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",8,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:12",1658,1648,3,5,2,709,702,0,5,2,696,13,1800,1091,164,128,296,36,10,62
33,SĂLAJ,"LICEUL DE ARTĂ ”IOAN SIMA”",30,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:43",1602,1587,3,12,0,655,643,0,12,0,638,17,1745,1090,161,81,272,54,14,56
33,SĂLAJ,"LICEUL TEHNOLOGIC",153,GÂLGĂU,141134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:15",492,457,2,18,15,359,326,0,18,15,351,8,510,151,237,4,80,19,1,10
33,SĂLAJ,"LICEUL TEHNOLOGIC ”GHEORGHE POP DE BĂSEȘTI”",40,"ORAŞ CEHU SILVANIEI",139740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:44:44",1386,1363,0,0,23,725,702,0,0,23,688,37,1471,746,126,402,115,24,7,14
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:02:39",1514,1498,1,9,6,798,783,0,9,6,771,27,1651,853,309,182,189,42,10,39
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",13,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:45",856,845,0,9,2,370,359,0,9,2,360,10,1000,630,90,75,127,29,7,32
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",14,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:44",1193,1179,8,6,0,454,448,0,6,0,447,7,1300,846,106,61,200,25,12,43
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:33",1343,1325,0,9,9,645,627,0,9,9,637,8,1550,905,194,38,287,35,10,73
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:07",1276,1248,2,12,14,617,591,0,12,14,603,14,1400,783,184,98,202,30,9,80
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",27,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:10:57",1846,1835,2,8,1,739,730,0,8,1,723,16,2050,1311,198,64,324,48,18,71
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",26,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:44",1341,1333,0,8,0,552,544,0,8,0,540,12,1500,948,140,69,226,40,9,56
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",28,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:42:48",1369,1361,1,6,1,563,556,0,6,1,556,7,1500,937,156,48,254,40,8,50
33,SĂLAJ,"LICEUL TEORETIC ”GHEORGHE ŞINCAI”",35,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:11",1486,1480,0,5,1,732,726,0,5,1,721,11,1650,918,205,98,314,35,12,57
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:35",1687,1594,0,23,70,929,836,0,23,70,847,82,1800,871,187,145,424,43,13,35
33,SĂLAJ,"PIATA AGROALIMENTARA ILEANDA",189,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:16:24",952,937,1,13,1,621,607,0,13,1,580,41,1000,379,315,4,202,36,6,17
33,SĂLAJ,"PIAȚA TRANDAFIRILOR NR. 29 CLUBUL COPIILOR",42,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:03",1398,1369,3,4,22,718,692,0,4,22,703,15,1500,782,120,370,152,33,11,17
33,SĂLAJ,PRIMĂRIA,177,HIDA,141447,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:07:46",859,853,0,1,5,469,463,0,1,5,453,16,899,430,245,1,99,41,10,57
33,SĂLAJ,"PRIMĂRIA BUCIUMI",98,BUCIUMI,140379,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:23:37",989,890,0,56,43,743,644,0,56,43,703,40,938,195,255,2,399,33,1,13
33,SĂLAJ,"PRIMĂRIA COMUNEI ALMAŞU",67,ALMAŞU,139982,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:22",780,713,0,31,36,574,507,0,31,36,521,53,715,141,231,113,118,26,14,19
33,SĂLAJ,"PRIMĂRIA COMUNEI BOGHIŞ",96,BOGHIŞ,180037,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:38",1295,1249,3,3,40,794,751,0,3,40,747,47,1387,593,20,697,9,12,9,0
33,SĂLAJ,"PRIMĂRIA COMUNEI CAMĂR",103,CAMĂR,140440,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:37",1312,1244,2,4,62,876,809,1,4,62,859,17,1428,552,31,793,16,12,5,2
33,SĂLAJ,"PRIMĂRIA COMUNEI LETCA",203,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:55",432,393,4,25,10,315,279,1,25,10,300,15,460,145,102,5,138,21,6,28
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",211,LOZNA,141884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:57",353,297,0,53,3,240,184,0,53,3,232,8,316,76,153,1,44,24,1,9
33,SĂLAJ,"PRIMĂRIA COMUNEI PERICEI",242,PERICEI,142284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:58",1218,1201,1,0,16,772,756,0,0,16,768,4,1321,549,37,660,50,7,3,11
33,SĂLAJ,"PRIMĂRIA COMUNEI VÎRȘOLȚ",302,VÂRŞOLŢ,143021,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:45",1403,1358,2,9,34,909,865,1,9,34,875,34,1517,608,62,714,46,16,16,21
33,SĂLAJ,"PRIMĂRIA DRAGU, NR.120",145,DRAGU,141027,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:27:28",571,519,0,37,15,371,319,0,37,15,336,35,570,199,229,4,66,17,6,14
33,SĂLAJ,"PRIMĂRIA GÎRBOU",160,GÂRBOU,141232,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:46:08",492,447,1,25,19,307,263,0,25,19,292,15,480,173,124,2,137,15,3,11
33,SĂLAJ,"PRIMĂRIA MUNICIPIULUI ZALĂU",4,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:07",1172,1162,1,8,1,483,474,0,8,1,476,7,1296,813,111,44,240,30,8,43
33,SĂLAJ,"PRIMĂRIA NĂPRADEA",233,NĂPRADEA,142177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:10",622,592,1,6,23,411,383,1,6,21,399,12,680,269,240,2,125,21,6,5
33,SĂLAJ,"PRIMĂRIA NUȘFALĂU - SALA DE ȘEDINȚE",239,NUŞFALĂU,142239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:50",1404,1383,5,0,16,985,968,1,0,16,965,20,1535,550,80,771,80,10,14,10
33,SĂLAJ,"PRIMĂRIA SÎG",264,SÂG,142612,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:57",549,536,1,10,2,297,285,0,10,2,277,20,600,303,113,3,114,27,7,13
33,SĂLAJ,"SALA DE SPORT CHIEȘD",106,CHIEŞD,140501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:38",1560,1553,0,7,0,848,841,0,7,0,828,20,1650,802,143,40,365,114,19,147
33,SĂLAJ,"SALA SPORTURILOR",20,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:05",1587,1576,1,9,1,630,620,0,9,1,615,15,1850,1220,147,74,277,58,16,43
33,SĂLAJ,"SALA SPORTURILOR",21,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:03:27",1517,1508,0,8,1,593,584,0,8,1,583,10,1700,1107,180,33,258,37,7,68
33,SĂLAJ,"SAT MOTIȘ NR. 228 ȘCOALA GIMNAZIALĂ ”GHEORGHE ȘINCAI”",44,"ORAŞ CEHU SILVANIEI",139740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:29",579,567,0,0,12,345,333,0,0,12,330,15,650,305,187,3,93,26,16,5
33,SĂLAJ,"SAT NADIȘ NR.127 ȘCOALA PRIMARĂ",45,"ORAŞ CEHU SILVANIEI",139740,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:31:42",410,398,1,4,7,286,275,0,4,7,277,9,500,214,164,1,69,29,4,10
33,SĂLAJ,"SAT ULCIUG NR.86 CĂMINUL CULTURAL",46,"ORAŞ CEHU SILVANIEI",139740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:47",720,694,0,0,26,454,428,0,0,26,437,17,800,346,152,222,47,8,3,5
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:30",181,151,0,19,11,129,99,0,19,11,124,5,180,51,53,0,64,3,1,3
33,SĂLAJ,"ŞCOALA COZLA",205,LETCA,141786,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:06",173,158,0,13,2,118,103,0,13,2,106,12,180,62,21,2,51,26,0,6
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",231,MIRŞID,142122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:42:33",454,439,1,8,6,281,267,0,8,6,273,8,504,223,147,2,109,6,6,3
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",66,AGRIJ,139937,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:21:03",303,262,0,31,10,232,191,0,31,10,218,14,320,88,127,1,62,13,7,8
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:44",231,214,0,14,3,165,148,0,14,3,158,7,250,85,44,2,88,21,1,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",101,BUCIUMI,140379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:12",166,138,0,19,9,127,99,0,19,9,120,7,200,73,33,0,66,17,3,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",155,GÂLGĂU,141134,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:35",287,222,0,50,15,242,177,0,50,15,242,0,265,23,219,1,10,3,2,7
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",300,"VALCĂU DE JOS",142952,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:52",304,300,0,4,0,215,211,0,4,0,211,4,340,125,133,2,45,17,4,10
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:40",208,198,0,8,2,133,123,0,8,2,130,3,250,117,22,1,79,11,4,13
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",154,GÂLGĂU,141134,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:37:58",197,175,2,10,10,124,104,0,10,10,121,3,205,81,90,2,18,8,3,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:08",315,293,0,16,6,235,213,0,16,6,225,10,350,115,52,3,149,8,5,8
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",156,GÂLGĂU,141134,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:04",83,72,0,9,2,52,41,0,9,2,46,6,90,38,22,1,11,7,1,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CHICHIȘA",251,ROMÂNAŞI,142426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:43:36",196,185,0,1,10,116,105,0,1,10,108,8,220,104,44,3,45,9,3,4
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CHILIOARA",113,COŞEIU,140583,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:56:43",248,218,0,20,10,166,136,0,20,10,154,12,255,89,67,7,64,8,1,7
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CÎMPIA",94,BOCŞA,140324,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:07",206,197,0,4,5,159,150,0,4,5,155,4,240,81,71,4,55,7,6,12
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIUMĂRNA",252,ROMÂNAŞI,142426,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:07:43",380,354,0,19,7,213,187,0,19,7,205,8,400,187,111,2,66,18,2,6
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIURENI",306,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:47:32",124,106,0,14,4,108,90,0,14,4,106,2,120,12,64,1,36,3,2,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:23",166,146,0,16,4,128,108,0,16,4,121,7,160,32,86,0,9,22,0,4
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",220,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:05",448,434,4,4,6,281,270,1,4,6,273,8,485,204,121,1,95,27,18,11
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",221,MĂERIŞTE,142006,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:02:09",163,151,0,7,5,120,108,0,7,5,118,2,170,50,71,1,41,4,0,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV GOSTILA",249,"POIANA BLENCHII",142373,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:15:11",323,273,0,35,15,261,211,0,35,15,257,4,320,59,54,2,177,18,1,5
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",223,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:56",149,134,0,15,0,89,74,0,15,0,81,8,160,71,45,1,11,7,2,15
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:58",109,94,0,12,3,83,68,0,12,3,83,0,105,22,56,2,19,6,0,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.100",146,DRAGU,141027,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:41",125,111,0,12,2,77,63,0,12,2,70,7,120,43,50,2,5,3,0,10
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.117",148,DRAGU,141027,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:55",238,225,0,12,1,136,123,0,12,1,126,10,239,103,90,1,23,3,0,9
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV PĂUȘA",253,ROMÂNAŞI,142426,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:22:41",435,420,1,9,5,263,249,0,9,5,240,23,471,208,135,5,69,19,9,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV POARTA SĂLAJULUI",254,ROMÂNAŞI,142426,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:22:42",404,380,1,13,10,260,237,0,13,10,249,11,430,170,157,1,59,10,13,9
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",213,LOZNA,141884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:15",162,115,0,41,6,131,84,0,41,6,128,3,142,11,93,1,10,17,3,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV SĂLĂJENI",95,BOCŞA,140324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:32",451,434,0,7,10,274,257,0,7,10,262,12,490,216,79,5,146,8,5,19
33,SĂLAJ,"ŞCOALA CU CLASELE I - IV SÎNTĂ MĂRIA",271,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:45",310,305,0,4,1,209,204,0,4,1,186,23,350,141,34,4,99,46,2,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:52:41",273,248,0,19,6,231,206,0,19,6,220,11,270,39,162,2,17,31,3,5
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV ŢĂUDU",72,ALMAŞU,139982,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:12:23",103,86,0,15,2,86,69,0,15,2,84,2,150,64,55,5,12,3,2,7
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",224,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:12:17",372,362,0,7,3,194,184,0,7,3,188,6,410,216,36,113,26,8,2,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA HRANEI",307,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:21",72,51,0,18,3,62,41,0,18,3,60,2,70,8,25,1,31,1,0,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA LUNGĂ",308,ZALHA,143067,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:28:11",130,109,0,16,5,114,93,0,16,5,113,1,120,6,58,1,49,1,2,2
33,SĂLAJ,"ȘCOALA DERȘIDA",90,BOBOTA,140280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:02:59",1452,1411,1,24,16,834,794,0,24,16,784,50,1570,736,223,4,327,49,6,175
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:01",370,354,1,5,10,231,216,0,5,10,218,13,380,149,7,198,11,1,0,1
33,SĂLAJ,"SCOALA GENERALA",187,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:03",832,787,0,36,9,488,443,0,36,9,469,19,850,362,373,3,43,34,5,11
33,SĂLAJ,"ŞCOALA GENERALĂ",198,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:58:37",45,39,0,5,1,28,22,0,5,1,27,1,50,22,14,0,10,2,0,1
33,SĂLAJ,"ŞCOALA GENERALĂ",195,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:47",114,104,0,9,1,68,58,0,9,1,67,1,120,52,25,1,29,4,1,7
33,SĂLAJ,"ŞCOALA GENERALĂ",190,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:57:24",155,145,2,7,1,119,109,2,7,1,117,2,160,41,39,0,36,34,1,7
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:20:52",412,405,0,5,2,196,189,0,5,2,187,9,463,267,99,0,54,14,2,18
33,SĂLAJ,"ŞCOALA GENERALĂ",193,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:08:46",91,83,0,8,0,53,45,0,8,0,48,5,100,47,17,1,19,6,3,2
