precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRISTEA AURELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA CĂLIN-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OLÁH EMESE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOC EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi","NAŞ SORIN-VALERIU-PARTIDUL S.O.S. ROMÂNIA-voturi","IACOB DAN-MIHAI-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BĂLTĂREŢU VIOREL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STRUGARIU RAMONA-VICTORIA-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","SĂRMAŞ IOAN-SABIN-voturi","VAMOŞ SORIN-VIRGIL-voturi"
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",56,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:26",1987,1911,59,17,0,1034,1017,0,17,0,1025,9,2160,1126,42,27,39,344,15,3,71,38,437,9
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",55,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:23:19",2034,1943,60,22,9,1030,998,1,22,9,1023,7,2228,1198,38,18,66,437,2,1,84,49,322,6
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",48,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:42",1480,1448,20,9,3,710,698,0,9,3,702,8,1644,934,26,21,61,328,3,2,45,16,200,0
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",52,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:06",1139,1085,48,6,0,501,495,0,6,0,499,2,1266,765,20,21,51,242,2,1,24,9,127,2
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",49,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:18",1387,1317,61,8,1,665,656,0,8,1,655,10,1529,864,23,13,44,327,7,7,48,17,165,4
13,CLUJ,"LICEUL TEHNOLOGIC ”AL. BORZA”",117,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:18:25",1768,1656,78,32,2,842,808,0,32,2,836,6,1926,1084,28,20,71,316,5,8,60,37,286,5
13,CLUJ,"LICEUL TEHNOLOGIC ”AL. BORZA”",118,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:34:24",1850,1750,56,44,0,904,858,2,44,0,904,0,1978,1074,21,14,23,370,2,1,73,48,349,3
13,CLUJ,"LICEUL TEHNOLOGIC ”AUREL VLAICU”",179,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:35",1796,1782,3,10,1,736,725,0,10,1,728,8,1991,1255,27,36,36,316,8,1,30,14,256,4
13,CLUJ,"LICEUL TEHNOLOGIC ”AUREL VLAICU”",178,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:21:42",1693,1673,14,6,0,855,853,0,2,0,846,9,1867,1012,28,22,47,399,14,1,52,22,257,4
13,CLUJ,"LICEUL TEOLOGIC ”EMANUEL”",164,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:18",1722,1699,10,9,4,861,848,0,9,4,848,13,1914,1053,46,29,97,313,8,5,54,26,265,5
13,CLUJ,"LICEUL TEOLOGIC ”EMANUEL”",165,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:45:05",1521,1475,33,10,3,759,746,0,10,3,753,6,1688,929,18,29,150,255,8,1,44,17,227,4
13,CLUJ,"LICEUL TEORETIC ”A. IANCU”,",138,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:50:22",1914,1807,79,28,0,852,820,4,28,0,846,6,2067,1215,32,26,67,368,7,3,59,40,241,3
13,CLUJ,"LICEUL TEORETIC „ELF”",63,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:04:31",1881,1823,32,26,0,971,944,1,26,0,968,3,2030,1059,17,13,30,359,2,2,120,56,365,4
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",26,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:43:41",1684,1657,18,9,0,718,709,0,9,0,709,9,1846,1128,37,25,38,355,7,4,26,14,197,6
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",23,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:20:18",1586,1569,8,9,0,725,716,0,9,0,715,10,1745,1020,28,25,44,364,10,3,41,15,178,7
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",25,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:52",818,808,4,6,0,337,331,0,6,0,331,6,892,555,19,12,11,168,3,2,9,8,97,2
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",27,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:47",1487,1471,5,11,0,583,572,0,11,0,577,6,1644,1061,34,27,30,299,10,0,24,5,145,3
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",24,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:07",1516,1510,0,6,0,680,674,0,6,0,666,14,1665,985,45,34,47,327,12,0,28,14,152,7
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",113,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:11:14",1195,1154,19,21,1,564,541,1,21,1,556,8,1295,731,24,12,87,220,5,4,30,16,153,5
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",111,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:40",1549,1528,6,14,1,754,739,0,14,1,739,15,1686,932,43,23,94,277,13,1,53,23,210,2
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",112,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:46:49",1243,1231,5,7,0,570,563,0,7,0,559,11,1387,817,38,27,59,210,5,2,36,20,156,6
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",114,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:38:48",1385,1366,7,12,0,618,605,1,12,0,600,18,1512,894,32,20,53,258,6,0,33,30,163,5
13,CLUJ,"LICEUL TEORETIC ”N. BALCESCU”,",142,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:38:59",1408,1282,98,17,11,607,579,0,17,11,598,8,1537,931,33,22,95,216,10,3,34,12,173,0
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",36,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:40:34",1798,1768,19,11,0,954,943,0,11,0,945,9,1964,1010,38,34,127,330,5,5,67,32,304,3
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",37,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:08:43",1455,1443,6,6,0,669,663,0,6,0,649,20,1597,928,27,27,80,264,5,5,32,20,183,6
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",38,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:34:58",1229,1208,10,9,2,637,626,0,9,2,629,8,1366,729,19,15,83,252,2,3,31,27,193,4
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",40,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:25:04",1208,1197,4,6,1,593,586,0,6,1,588,5,1342,749,36,15,55,233,2,4,48,24,165,6
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",39,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:50:16",1562,1534,16,12,0,790,778,0,12,0,783,7,1734,944,32,26,79,323,8,3,50,25,233,4
13,CLUJ,"LICEUL TEORETIC UNITARIAN” JANOS ZSIGMOND”",143,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:37:23",1242,1156,67,15,4,523,504,0,15,4,513,10,1372,849,26,27,98,166,0,2,35,14,142,3
13,CLUJ,"LICEUL TEORETIC ”VICTOR BABEŞ” (FOSTA SCOALA ”DAVID PRODAN”),",139,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:08",1776,1762,6,8,0,794,786,0,8,0,788,6,1971,1177,34,34,135,329,7,5,32,24,184,4
13,CLUJ,"LICEUL WALDORF",65,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:05",1613,1564,33,16,0,926,910,0,16,0,923,3,1756,830,23,33,41,340,4,2,92,44,342,2
13,CLUJ,"”PALATUL COPIILOR ”",64,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-11 10:38:34",1486,1250,214,7,15,605,582,1,7,15,602,3,1616,1011,28,21,95,215,6,2,37,13,181,4
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",148,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:58:26",1636,1617,2,16,1,717,700,0,16,1,708,9,1807,1090,32,26,55,342,6,1,36,15,191,4
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",144,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:37:11",1650,1637,3,10,0,803,793,0,10,0,787,16,1798,995,59,32,65,346,7,0,44,15,216,3
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",145,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:57:05",1558,1539,8,9,2,733,722,0,9,2,725,8,1747,1014,44,28,31,360,6,1,39,21,194,1
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",149,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:45:47",1770,1746,7,17,0,688,670,1,17,0,677,11,1936,1248,24,31,54,344,10,2,30,9,170,3
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",147,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:23:04",1573,1567,6,0,0,720,720,0,0,0,712,8,1762,1042,33,27,48,355,6,5,22,16,198,2
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",146,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:10:38",1681,1663,4,14,0,853,839,0,14,0,841,12,1857,1004,30,28,79,407,11,2,38,16,225,5
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",32,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:21",903,849,45,8,1,404,395,0,8,1,399,5,982,578,19,18,47,138,8,0,39,14,110,6
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",34,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:56",1499,1433,54,11,1,715,703,0,11,1,710,5,1651,936,27,24,52,315,4,4,40,22,218,4
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",33,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:19",1363,1307,41,14,1,562,547,0,14,1,559,3,1480,918,28,26,63,241,7,0,24,17,147,6
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",155,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:19",1152,1141,0,11,0,543,532,0,11,0,535,8,1297,754,30,15,41,237,3,0,26,13,166,4
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",152,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:41",1526,1518,1,7,0,680,673,0,7,0,671,9,1667,987,23,25,46,354,3,1,27,13,174,5
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",153,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:28",1618,1577,4,9,28,852,817,0,8,27,848,4,1786,934,30,43,89,368,5,2,28,14,266,3
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",154,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:15",1435,1418,4,12,1,679,665,1,12,1,678,1,1565,886,25,28,37,316,18,4,23,13,207,7
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",156,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:16",1181,1173,4,4,0,565,561,0,4,0,557,8,1322,757,25,20,57,236,3,1,19,8,187,1
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",105,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:44:11",1824,1783,30,8,3,895,884,0,8,3,892,3,1969,1074,39,33,62,364,6,6,78,25,276,3
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",103,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:41:12",1584,1558,11,13,2,761,746,0,13,2,755,6,1738,977,31,23,93,330,6,5,43,21,198,5
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",102,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:20:24",1950,1914,21,13,2,1044,1029,0,13,2,1039,5,2142,1098,48,34,63,361,16,2,68,32,411,4
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",104,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:14:16",1715,1697,10,8,0,953,945,0,8,0,953,0,1879,926,38,36,64,318,8,2,73,32,377,5
13,CLUJ,"ŞCOALA ”EMIL ISAC”",170,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:23",1482,1469,2,10,1,772,761,0,10,1,763,9,1629,857,36,29,134,279,8,3,39,18,214,3
13,CLUJ,"ŞCOALA ”EMIL ISAC”",171,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:08:55",956,939,7,10,0,437,427,0,10,0,435,2,1048,611,30,18,55,142,7,2,25,10,144,2
13,CLUJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",76,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:37:40",1401,1394,1,6,0,565,558,1,6,0,558,7,1571,1006,31,21,59,255,3,3,36,13,135,2
13,CLUJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",78,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:01",1393,1380,3,9,1,634,624,0,9,1,626,8,1533,899,26,23,46,284,2,1,35,19,185,5
13,CLUJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",77,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:54",1587,1566,14,7,0,678,671,0,7,0,656,22,1744,1066,30,20,51,285,5,4,51,17,192,1
13,CLUJ,"ŞCOALA ”HOREA”",141,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:19:16",1432,1394,15,15,8,578,554,1,15,8,570,8,1556,978,34,17,66,213,7,1,23,23,183,3
13,CLUJ,"ŞCOALA ”HOREA” (FOSTĂ NR.27)",163,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:36:00",1481,1461,14,6,0,753,747,0,6,0,745,8,1640,887,29,22,140,243,0,0,58,21,226,6
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",30,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:12:03",1346,1191,130,14,11,553,528,0,14,11,544,9,1444,891,22,18,41,254,3,2,30,20,147,7
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",28,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:41:38",2038,1908,111,19,0,991,971,1,19,0,980,11,2217,1226,28,28,28,428,9,2,84,31,334,8
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",31,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:59",1141,1108,23,10,0,506,496,0,10,0,503,3,1262,756,30,15,49,191,3,3,35,21,151,5
13,CLUJ,"SCOALA INTERNATIONALA ”SPECTRUM”",29,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:08",1616,1378,221,15,2,673,656,0,15,2,664,9,1768,1095,15,17,57,296,8,1,35,17,216,2
13,CLUJ,"SCOALA ”IOAN BOB”",66,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:29:48",1313,1282,1,11,19,635,604,1,11,19,628,7,1546,911,23,32,118,213,7,1,42,25,164,3
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",129,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:55:33",1323,1296,9,18,0,577,559,0,18,0,574,3,1457,880,35,20,47,255,7,1,24,14,164,7
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",128,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:02",1285,1273,4,8,0,612,604,0,8,0,602,10,1436,824,35,22,54,284,3,2,29,7,162,4
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",125,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:31",1316,1307,1,8,0,632,624,0,8,0,624,8,1450,818,34,24,75,288,5,2,36,4,150,6
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",124,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:06:52",1194,1178,2,12,2,572,558,0,12,2,551,21,1302,730,32,27,57,264,4,6,26,7,125,3
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",127,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:37",1270,1260,3,7,0,554,547,0,7,0,545,9,1424,870,31,18,62,246,4,6,27,13,135,3
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",130,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:33",1664,1636,9,17,2,728,709,0,17,2,662,66,1798,1070,22,26,53,290,4,0,35,20,209,3
13,CLUJ,"ŞCOALA ”ION AGÂRBICEANU”,",126,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:00",1522,1513,0,8,1,740,731,0,8,1,731,9,1669,929,28,27,72,318,7,1,42,21,212,3
13,CLUJ,"ŞCOALA ”ION CREANGĂ” ,",5,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:46",1000,989,2,9,0,467,458,0,9,0,459,8,1097,630,23,8,38,216,7,1,20,6,140,0
13,CLUJ,"ŞCOALA ”ION CREANGĂ” ,",7,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:29",1170,1159,6,5,0,531,526,0,5,0,526,5,1300,769,33,20,40,251,4,0,21,8,141,8
13,CLUJ,"ŞCOALA ”ION CREANGĂ” ,",6,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:08",1441,1426,2,12,1,661,648,0,12,1,650,11,1577,916,56,15,61,333,8,0,29,4,140,4
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",16,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:49",1754,1736,15,3,0,885,882,0,3,0,884,1,1934,1049,22,44,44,353,4,2,68,32,314,1
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",14,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:45:31",1776,1767,4,5,0,813,808,0,5,0,803,10,1946,1133,39,24,57,396,5,2,47,19,211,3
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",13,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:52",1454,1440,6,7,1,627,619,0,7,1,623,4,1631,1004,22,27,61,283,3,2,34,21,166,4
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",15,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:30:33",1293,1276,7,10,0,566,556,0,10,0,549,17,1430,864,25,26,43,247,8,3,32,14,148,3
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",12,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:09:51",862,858,0,4,0,354,350,0,4,0,349,5,948,594,22,11,31,174,3,1,18,11,74,4
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",11,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:29",833,825,3,5,0,313,308,0,5,0,308,5,918,605,19,7,20,159,1,1,10,8,80,3
13,CLUJ,"ŞCOALA ”IULIU HAŢIEGANU” (FOSTĂ NR.21)",17,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:15:26",1741,1710,14,17,0,883,864,2,17,0,876,7,1931,1048,25,20,54,321,12,3,83,37,320,1
13,CLUJ,"ŞCOALA ”LIVIU REBREANU”",81,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:23",1447,1435,0,12,0,603,591,0,12,0,595,8,1474,871,32,14,40,302,7,1,28,12,158,1
13,CLUJ,"ŞCOALA ”LIVIU REBREANU”",80,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:27",1468,1460,1,7,0,668,661,0,7,0,664,4,1630,962,32,32,63,309,3,2,26,11,178,8
13,CLUJ,"ŞCOALA ”LIVIU REBREANU”",79,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:06",1466,1453,6,7,0,648,641,0,7,0,639,9,1630,982,38,17,52,332,2,2,31,14,145,6
13,CLUJ,"ŞCOALA ” LIVIU REBREANU” ( FOSTA CONSTANTIN BRÂNCOVEANU), ALEEA RETEZAT NR.4",84,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:47",1080,1065,5,10,0,508,497,1,10,0,498,10,1198,690,12,24,34,267,6,0,20,8,125,2
13,CLUJ,"ŞCOALA ” LIVIU REBREANU” ( FOSTA CONSTANTIN BRÂNCOVEANU), ALEEA RETEZAT NR.4",86,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:03",858,854,1,3,0,384,381,0,3,0,380,4,956,572,11,13,28,202,7,2,10,3,102,2
13,CLUJ,"ŞCOALA ” LIVIU REBREANU” ( FOSTA CONSTANTIN BRÂNCOVEANU), ALEEA RETEZAT NR.4",85,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:28",1255,1245,1,9,0,586,577,0,9,0,577,9,1407,821,27,14,56,284,2,3,27,10,152,2
13,CLUJ,"ŞCOALA ” LIVIU REBREANU”( FOSTA CONSTANTIN BRÂNCOVEANU),ALEEA RETEZAT NR.4",83,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:31",1387,1375,1,11,0,615,604,0,11,0,604,11,1550,935,27,29,30,323,9,0,30,15,138,3
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",173,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:52",1971,1960,0,9,2,891,880,0,9,2,868,23,2155,1264,27,55,64,382,5,2,29,18,282,4
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",175,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:13:25",1881,1857,13,10,1,873,862,0,10,1,866,7,2105,1232,22,23,50,386,5,46,0,31,297,6
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",172,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:48",1957,1937,11,7,2,814,805,0,7,2,805,9,2132,1318,42,31,104,334,7,2,37,22,225,1
13,CLUJ,"ŞCOALA ”NICOLAE IORGA”",174,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:00:42",1879,1871,5,2,1,882,879,0,2,1,876,6,2092,1210,24,30,143,369,9,3,34,16,248,0
