precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA BRATIA DIN VALE",236,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:20",360,352,0,8,0,229,221,0,8,0,216,13,390,161,41,155,0,7,3,3,0,1,1,5
40,VÂLCEA,"ȘCOALA CĂLINA",345,PRUNDENI,172457,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:01",1137,1104,0,29,4,645,612,0,29,4,604,41,1220,575,182,284,1,69,19,13,4,1,13,18
40,VÂLCEA,"ŞCOALA CÎRSTĂNEŞTI",323,OTEŞANI,171931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:16",1054,998,0,14,42,760,704,0,14,42,716,44,1150,390,384,247,1,32,14,2,3,0,4,29
40,VÂLCEA,"ŞCOALA COCORU",237,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:07",515,504,1,9,1,349,338,1,9,1,329,20,550,201,91,198,1,15,7,3,3,1,1,9
40,VÂLCEA,"ŞCOALA COPĂCELU",88,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:33",1607,1597,1,5,4,800,791,0,5,4,768,32,1760,960,145,419,4,79,53,22,1,3,9,33
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂLŞOARA",291,MĂDULARI,171209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:51",233,203,0,19,11,167,137,0,19,11,155,12,220,53,31,103,0,13,7,0,0,0,1,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV BĂLTENI",197,COPĂCENI,169182,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:42",296,285,1,10,0,190,180,0,10,0,180,10,320,130,69,90,0,16,2,0,1,0,0,2
40,VÂLCEA,"ȘCOALA CU CLASELE. I-IV BĂNȚEȘTI",292,MĂDULARI,171209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:58",258,237,0,11,10,169,148,0,11,10,154,15,261,92,17,125,0,7,2,2,0,0,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂRBĂRIGENI",351,ROEŞTI,172581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:54",164,144,0,14,6,107,87,0,14,6,101,6,170,63,20,56,0,13,0,0,1,0,6,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂROIU",406,TETOIU,173855,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:34",309,287,0,8,14,194,172,0,8,14,185,9,317,123,55,88,2,10,21,7,0,0,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSEŞTI",297,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:14",709,699,0,6,4,405,395,0,6,4,374,22,780,384,127,179,0,17,20,7,5,3,5,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSOIU",383,STOILEŞTI,173374,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:28:01",491,465,0,8,18,276,250,0,8,18,259,17,510,234,36,175,0,15,21,2,2,0,3,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BISTRIŢA",201,COSTEŞTI,169253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:09",695,655,1,20,19,411,372,0,20,19,389,22,750,339,151,175,1,23,12,0,0,1,2,24
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BOGDĂNEŞTI",181,BUJORENI,168880,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:01",673,668,0,3,2,387,382,0,3,2,373,14,730,343,83,211,0,35,5,19,2,0,8,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BONCANI",218,DRĂGOEŞTI,169547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:23",446,418,1,14,13,333,306,0,14,13,322,11,480,147,113,136,0,52,5,2,1,0,2,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BRATOVEŞTI",411,TITEŞTI,174496,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:36",135,120,0,6,9,102,87,0,6,9,98,4,140,38,46,26,0,19,6,0,0,0,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BUDEŞTI",215,DICULEŞTI,174502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:55",622,622,0,0,0,289,289,0,0,0,261,28,690,401,24,169,0,30,12,4,0,1,6,15
40,VÂLCEA,"ŞCOALA CU CLASELE.I-IV CASA VECHE",316,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:12",534,523,0,7,4,364,353,0,7,4,340,24,580,216,68,221,1,20,8,4,1,0,12,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CIOBOŢI",317,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:34",559,551,2,4,2,349,342,1,4,2,324,25,620,271,66,206,1,21,7,1,0,1,12,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CORBI",311,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:44",323,305,1,13,4,208,191,0,13,4,198,10,340,132,16,151,0,15,3,6,1,0,1,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DELURENI",422,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:16",411,388,0,20,3,235,212,0,20,3,227,8,430,195,104,101,0,14,3,1,0,0,0,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DOZEŞTI",224,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:36",1043,947,0,53,43,618,522,0,53,43,599,19,1040,422,144,280,0,125,27,6,3,0,2,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DRĂGIOIU",318,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:54",447,438,1,8,0,285,277,0,8,0,264,21,480,195,69,130,6,19,23,3,0,0,4,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DUMBRAVA",278,LUNGEŞTI,170952,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:36",288,269,0,18,1,186,167,0,18,1,167,19,320,134,88,53,0,22,0,0,1,0,2,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GÂLTOFANI",312,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:35",130,123,0,5,2,91,84,0,5,2,84,7,140,49,10,51,0,17,4,0,0,0,1,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GĂNEŞTI",267,LĂCUSTENI,174511,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:11",472,429,1,15,27,298,257,0,15,26,282,16,470,172,29,149,0,23,63,1,2,1,1,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GEAMĂNA",384,STOILEŞTI,173374,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:08",725,700,0,9,16,463,438,0,9,16,431,32,770,307,53,314,1,40,7,3,2,2,1,8
40,VÂLCEA,"ȘCOALA CU CLASELE I- IV GEAMĂNA- BUCIUMENI",217,DRĂGOEŞTI,169547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:44",554,507,1,29,17,427,380,1,29,17,402,25,580,153,163,178,0,39,4,3,3,0,2,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GROŞI",193,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:55",715,691,0,14,10,508,484,0,14,10,457,51,770,262,96,230,0,99,16,6,0,0,6,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LĂCUSTENI",266,LĂCUSTENI,174511,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:37",442,403,0,21,18,297,258,0,21,18,279,18,440,143,47,121,0,37,65,0,2,1,3,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LINIA DEALULUI",375,STĂNEŞTI,173132,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:08",131,117,0,14,0,80,66,0,14,0,72,8,130,50,24,17,0,3,1,23,0,1,1,2
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 1 BREZOI",134,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:06",1442,1424,6,12,0,644,632,0,12,0,596,48,1570,926,234,208,1,64,44,12,3,2,7,21
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 2 BREZOI",131,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:29",1105,1084,1,12,8,585,565,0,12,8,555,30,1200,615,255,208,0,35,14,12,6,3,11,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",195,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:45",459,421,0,33,5,320,282,0,33,5,298,22,459,139,60,211,0,12,4,1,0,0,1,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PERETU",315,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:34",447,435,1,4,7,310,299,0,4,7,290,20,490,180,63,164,0,15,13,4,4,0,17,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PIETRENI",202,COSTEŞTI,169253,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:59:14",413,397,1,0,15,324,308,1,0,15,312,10,440,118,112,141,0,25,13,3,2,1,1,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PLEŞOIU",276,LIVEZI,170872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:00:58",278,239,0,23,16,238,199,0,23,16,223,15,300,62,39,130,1,38,8,2,1,0,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV POPEŞTI",339,POPEŞTI,172377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:37",539,485,0,43,11,397,343,0,43,11,383,14,550,153,39,310,2,15,1,8,2,0,1,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ROEŞTI",350,ROEŞTI,172581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:59",617,584,0,10,23,394,361,0,10,23,374,20,680,286,51,236,1,61,8,3,2,0,8,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV SCĂUENI",171,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:57",372,362,0,7,3,279,269,0,7,3,268,11,402,123,51,184,0,16,5,1,3,1,1,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ŞERBĂNEASA",313,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:15",707,699,1,6,1,433,426,0,6,1,417,16,770,337,58,285,1,24,24,3,4,0,0,18
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STĂNEŞTI-LUNCA",280,LUNGEŞTI,170952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:55",758,730,0,12,16,465,437,0,12,16,417,48,820,355,244,119,8,27,5,6,2,2,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STOICĂNEŞTI",319,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:55",331,316,0,10,5,220,205,0,10,5,196,24,350,130,64,98,0,24,1,1,2,0,3,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VALEA GRĂDIŞTEA",254,GRĂDIŞTEA,170346,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:44",129,94,0,26,9,110,75,0,26,9,108,2,120,10,4,93,0,5,3,0,0,1,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VÂRLENI",376,STĂNEŞTI,173132,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:11",344,327,2,12,3,235,218,2,12,3,211,24,360,125,110,50,0,23,0,23,0,0,2,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VEŢELU",199,COPĂCENI,169182,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:43",428,423,0,5,0,269,264,0,5,0,252,17,451,182,74,138,0,23,2,4,0,0,2,9
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV ZĂVOIENI",289,MĂCIUCA,171101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:27",253,234,0,8,11,185,166,0,8,11,178,7,280,95,95,54,1,19,2,2,0,0,1,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ARMĂŞEŞTI",191,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:26",495,471,2,8,14,321,300,0,8,13,296,25,520,199,92,141,0,35,20,3,1,0,0,4
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII AVRĂMEȘTI",365,SCUNDU,172947,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:36",621,577,1,15,28,400,356,1,15,28,377,23,660,260,27,198,0,101,2,19,0,3,2,25
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂBENI-OLTEŢU",214,DICULEŞTI,174502,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:31:39",874,864,0,10,0,432,422,0,10,0,409,23,950,518,30,303,0,42,13,3,1,0,2,15
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂTĂŞANI",421,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:01",379,368,0,6,5,245,234,0,6,5,239,6,410,165,79,126,1,14,5,1,0,0,1,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BOIŞOARA",172,BOIŞOARA,168755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:17",901,824,0,32,45,644,567,0,32,45,543,101,960,316,169,267,1,41,32,7,4,2,5,15
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",184,BUNEŞTI,168960,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:54",902,884,1,12,5,584,567,0,12,5,556,28,980,396,209,279,5,24,15,4,1,0,1,18
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",186,BUNEŞTI,168960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:39",840,827,2,11,0,531,520,0,11,0,500,31,910,379,112,323,0,39,1,4,0,0,2,19
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CĂPITAN MĂRĂŞANU STROEŞTI",386,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:09",774,716,0,43,15,537,479,0,43,15,505,32,800,263,107,242,1,94,17,33,2,1,2,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CERNIŞOARA",192,CERNIŞOARA,169039,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:35",669,640,0,17,12,470,441,0,17,12,443,27,710,240,113,284,0,28,5,1,1,0,4,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIOCÎLTEI",352,ROEŞTI,172581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:04",494,470,0,8,16,340,316,0,8,16,321,19,540,200,50,202,0,48,8,0,2,0,4,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIREŞU",387,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:08",582,529,0,33,20,438,385,0,33,20,408,30,650,212,58,274,0,52,5,12,2,0,1,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII COSTEŞTI",200,COSTEŞTI,169253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:27",1109,999,0,54,56,1109,999,0,54,56,1062,47,1640,531,399,494,2,84,30,8,3,3,3,36
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CUENI",353,ROEŞTI,172581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:33",515,485,0,12,18,318,288,0,12,18,293,25,550,232,39,190,2,37,8,2,1,2,6,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DĂEŞTI",340,POPEŞTI,172377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:23",813,725,2,41,45,577,490,1,41,45,533,39,850,278,86,399,4,20,0,10,1,1,2,10
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII DOBRICEA",252,GRĂDIŞTEA,170346,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:55:16",629,592,0,14,23,408,371,0,14,23,387,21,650,242,99,219,1,56,7,0,1,0,2,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DRĂGOEŞTI",216,DRĂGOEŞTI,169547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:40",592,560,0,24,8,417,385,0,24,8,401,16,620,203,116,195,2,56,12,0,2,0,3,15
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII FRÎNCEŞTI",227,FRÂNCEŞTI,169896,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:22",591,587,0,4,0,309,305,0,4,0,299,10,650,341,168,97,4,14,3,5,1,1,0,6
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII - HOTĂRASA",198,COPĂCENI,169182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:35",297,284,0,13,0,210,197,0,13,0,204,6,310,100,41,145,1,7,1,0,0,1,2,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII MĂDULARI",194,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:59",561,514,0,38,9,402,355,0,38,9,378,24,580,178,72,282,0,12,5,0,0,1,5,1
40,VÂLCEA,"ȘCOALA CU CLASELE . I-VIII MĂDULARI",290,MĂDULARI,171209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:08",625,559,1,29,36,438,374,0,29,35,409,28,620,183,45,323,2,12,13,4,3,1,2,4
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII MILOSTEA",372,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:14",643,627,0,15,1,389,373,0,15,1,379,10,640,251,90,223,0,30,17,4,2,1,1,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII OLTENI",180,BUJORENI,168880,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:35:10",1727,1699,4,22,2,952,928,0,22,2,915,37,1870,918,278,393,5,96,64,26,5,2,27,19
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII POIANA",334,PERIŞANI,172153,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:27",492,474,0,9,9,352,334,0,9,9,322,19,530,178,168,136,0,6,6,1,2,2,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ROTĂRĂŞTI",310,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:45",873,837,2,13,21,568,533,1,13,21,544,24,960,392,71,371,1,45,16,24,3,0,1,12
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII RUGETU",373,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:06",522,515,0,3,4,341,334,0,3,4,331,10,540,199,92,210,0,12,8,2,1,1,0,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII RUSĂNEŞTI",225,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:06",745,690,0,37,18,448,393,0,37,18,431,12,770,320,132,182,0,84,18,5,2,0,2,6
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII SCUNDU",364,SCUNDU,172947,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:21",853,788,0,18,47,589,524,0,18,47,543,46,930,341,100,308,0,87,7,23,1,4,1,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII STĂNEŞTI",374,STĂNEŞTI,173132,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:42",414,370,0,29,15,291,247,0,29,15,265,24,417,126,154,68,0,12,0,26,0,1,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ŞTEFĂNEŞTI",396,ŞTEFĂNEŞTI,173748,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:58:58",990,915,0,31,44,757,682,0,31,44,658,99,1010,253,132,373,0,83,52,11,1,0,0,6
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII STOILEȘTI",382,STOILEŞTI,173374,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:59",581,551,0,10,20,379,349,0,10,20,368,11,600,221,31,298,0,19,11,2,0,0,0,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII TITEŞTI (SALĂ DE FESTIVITĂȚI)",410,TITEŞTI,174496,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:46",423,403,0,3,17,293,273,0,3,17,272,21,470,177,135,100,0,19,6,2,3,0,1,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",385,STOILEŞTI,173374,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:57",1139,1114,0,7,18,742,717,0,7,18,719,23,1230,488,52,599,3,38,8,8,1,1,1,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",342,POPEŞTI,172377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:39",832,752,1,39,40,595,515,1,39,40,575,20,880,285,51,475,3,15,11,12,1,1,1,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VALEA LUI STAN",137,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:28",510,503,1,6,0,307,301,0,6,0,278,29,550,243,227,36,0,11,2,0,0,1,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",426,VLĂDEŞTI,174156,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:28",1299,1275,4,12,8,769,749,0,12,8,729,37,1390,624,106,430,1,55,36,46,0,2,19,34
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",425,VLĂDEŞTI,174156,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:10",1696,1636,5,29,26,1006,950,1,29,26,960,46,1780,774,115,549,9,89,58,76,9,1,21,33
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VOINEASA",429,VOINEASA,174254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:13",613,587,1,14,11,425,400,0,14,11,395,30,650,225,115,173,2,48,22,23,1,2,1,8
40,VÂLCEA,"ŞCOALA CU CLASELE V-VIII LĂCUSTENI",265,LĂCUSTENI,174511,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:06",260,250,0,2,8,171,161,0,2,8,156,15,280,109,42,73,0,11,22,1,1,1,0,5
40,VÂLCEA,"ŞCOALA DĂEŞTI",206,DĂEŞTI,169351,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:19",825,804,0,13,8,524,503,0,13,8,496,28,900,376,286,142,0,30,19,1,0,1,2,15
40,VÂLCEA,"ŞCOALA DEALUL VĂLENI",431,ZĂTRENI,174290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:17",184,173,0,10,1,110,99,0,10,1,101,9,190,80,28,51,1,10,4,0,0,0,1,6
40,VÂLCEA,"ŞCOALA FEDELEŞOIU",208,DĂEŞTI,169351,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:38:52",889,872,1,13,3,567,551,0,13,3,541,26,960,393,268,192,0,27,19,10,6,4,1,14
40,VÂLCEA,"ŞCOALA FEŢENI",48,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:16",194,186,0,8,0,99,91,0,8,0,96,3,210,111,16,55,0,11,7,3,0,0,1,3
40,VÂLCEA,"ŞCOALA FIŞCĂLIA",258,IONEŞTI,170514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:38",794,793,0,0,1,461,460,0,0,1,425,36,870,409,115,234,6,38,9,12,5,0,0,6
40,VÂLCEA,"ŞCOALA FOTEŞTI",259,IONEŞTI,170514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:49",662,655,0,0,7,373,366,0,0,7,347,26,720,347,179,99,1,44,3,3,1,0,0,17
40,VÂLCEA,"ȘCOALA GENERALĂ",298,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:23",787,776,2,6,3,458,449,0,6,3,433,25,860,402,157,215,4,31,8,7,3,2,0,6
40,VÂLCEA,"SCOALA GENERALĂ CU CLASELE.I-IV BUDELE",407,TETOIU,173855,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:33",139,129,1,3,6,109,99,1,3,6,102,7,152,43,28,48,0,9,4,8,0,0,0,5
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV COŞANI",228,FRÂNCEŞTI,169896,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:30:22",1120,1114,2,4,0,452,448,0,4,0,406,46,1230,778,226,104,5,30,2,11,3,0,5,20
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-IV GĂTEJEȘTI",117,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:21",325,302,0,17,6,201,178,0,17,6,193,8,360,159,41,111,0,19,13,4,1,0,0,4
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE.I-IV NENCIULEŞTI",408,TETOIU,173855,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:55",299,256,0,35,8,195,152,0,35,8,180,15,277,82,39,102,0,11,1,25,0,0,0,2
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPATE",232,FRÂNCEŞTI,169896,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:10:14",641,638,0,3,0,374,371,0,3,0,337,37,700,326,89,168,0,43,6,16,1,1,3,10
