precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL OLTENILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL BRĂDEŞTII BĂTRÂNI",263,BRĂDEŞTI,71055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:13",325,303,0,15,7,228,206,0,15,7,207,20,400,173,15,144,27,0,5,0,16
17,DOLJ,"GRĂDINITA CU PROGRAM NORMAL ”CASA CU PITICI” (FOSTA NR. 15) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",73,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:21",1664,1655,0,9,0,606,597,0,9,0,574,12,1900,1303,53,285,144,12,33,6,41
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ” CURCUBEUL ” RĂCARI",265,BRĂDEŞTI,71055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:42",946,896,0,42,8,642,592,0,42,8,618,24,1000,358,34,464,55,7,25,7,26
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ”ÎNGERAȘII” ( FOSTA NR. 5)",139,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:31",1901,1894,1,6,0,807,801,0,6,0,791,16,2000,1193,88,392,134,10,36,8,123
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL” ÎNGERAȘII” (FOSTĂ NR.5)",136,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:02:45",1642,1632,0,10,0,677,667,0,10,0,655,22,1800,1123,75,338,98,11,29,8,96
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL LIŞTEAVA",431,OSTROVENI,73567,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:55",1191,1166,0,14,11,562,537,0,14,11,517,45,1300,738,158,323,21,2,7,0,6
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NEDEIA",361,GIGHERA,72463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:40",673,646,3,14,10,393,367,2,14,10,370,18,700,312,21,310,32,1,5,0,1
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NOVACU",239,ARGETOAIA,70744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:55:50",231,219,0,7,5,165,153,0,7,5,153,12,300,135,40,96,12,0,5,0,0
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR.14 ”LUCEAFĂRUL” – STRUCTURĂ A ŞCOLII GIMNAZIALE ”NICOLAE BĂLCESCU” (FOSTA NR.39)",161,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:45",1314,1305,1,8,0,569,561,0,8,0,545,24,1400,831,93,228,81,15,14,5,109
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR.16-STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION ŢUCULESCU” (FOSTA NR.14)",138,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:23",1724,1716,0,6,2,766,758,0,6,2,753,13,1800,1034,104,359,109,14,42,15,110
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 VALEA STANCIULUI",520,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:23",684,652,0,32,0,418,386,0,32,0,384,34,700,282,269,71,10,1,14,3,16
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 BĂILEȘTI",187,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:31",971,967,0,4,0,342,338,0,4,0,326,16,1100,758,63,220,24,0,4,3,12
17,DOLJ,"GRADINITA CU PROGRAM NORMAL NR.35 – STRUCTURĂ A SCOLII GIMNAZIALE ”ION ŢUCULESCU” (FOSTĂ NR.14)",137,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:43:15",1327,1282,1,26,18,642,598,0,26,18,601,23,1400,770,58,311,101,11,39,10,71
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8 BĂILEȘTI",185,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:01",1281,1271,0,6,4,502,492,0,6,4,469,33,1400,898,121,306,27,0,0,0,15
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL PLEŞOI",445,PLEŞOI,74931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:12",1089,920,2,134,33,863,696,0,134,33,824,39,1029,166,305,486,19,2,4,2,6
17,DOLJ,"GRADINIŢA CU PROGRAM NORMAL ”PRICHINDEL”(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”MIHAI EMINESCU” (FOSTA NR.37)",19,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:31",1264,1247,2,15,0,451,436,0,15,0,444,7,1400,949,73,168,84,8,26,10,75
17,DOLJ,"GRADINIŢA CU PROGRAM NORMAL ”PRICHINDEL”(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE ”MIHAI EMINESCU” (FOSTA NR.37))",18,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:14",957,947,1,9,0,356,347,0,9,0,339,17,1326,970,42,176,49,9,8,4,51
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ROVINE 2 – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",172,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:38",567,561,0,6,0,241,235,0,6,0,231,10,600,359,14,139,44,1,12,0,21
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL VALEA LUI PĂTRU",481,SCĂEŞTI,74073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:40",777,758,0,13,6,465,446,0,13,6,417,48,900,435,46,187,149,0,5,0,30
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ZĂVAL",362,GIGHERA,72463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:17",617,596,0,10,11,368,347,0,10,11,338,28,700,334,54,232,31,1,12,2,6
17,DOLJ,"GRADINITA CU PROGRAM PRELUNGIT ”CASUTA CU POVESTI” (FOSTA NR. 43)",117,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:30",1381,1358,15,8,0,579,571,0,8,0,557,21,1400,822,91,258,69,15,17,6,101
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA CU POVESTI” (FOSTA NR.43)",116,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:44:42",1568,1552,7,9,0,585,576,0,9,0,566,19,1700,1114,67,268,70,21,29,11,100
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATA” ( FOSTĂ NR.37)",13,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:03",1670,1661,0,9,0,723,714,0,9,0,685,26,1900,1189,96,339,60,15,25,4,146
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATA”(FOSTĂ NR.37)",14,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:31",1594,1523,3,23,45,562,494,0,23,45,510,52,1700,1138,70,237,98,9,25,2,69
17,DOLJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” DUMITRU CONSTANTINESCU ” TATOMIREŞTI",266,BRĂDEŞTI,71055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:46",848,824,0,13,11,564,540,0,13,11,541,23,900,336,49,379,60,3,21,3,26
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE ALBASTRA” (FOSTA NR.40)",92,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:09",1186,1178,1,7,0,418,411,0,7,0,407,11,1400,982,54,211,60,3,18,2,59
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE ALBASTRA” (FOSTA NR.40)",93,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:26",1397,1384,4,8,1,452,443,0,8,1,436,16,1600,1148,47,225,71,10,16,11,56
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",85,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:58",1190,1181,2,7,0,493,486,0,7,0,486,7,1300,807,62,244,61,7,25,5,82
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",87,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:25",1180,1175,0,5,0,450,445,0,5,0,436,14,1400,950,51,227,71,5,17,2,63
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”FLOAREA SOARELUI” (FOSTA NR.51)",86,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:38",1224,1216,1,7,0,456,449,0,7,0,427,22,1400,943,51,208,71,8,24,0,65
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”ION CREANGA” (FOSTA NR. 42)",29,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:15",1221,1216,1,4,0,536,532,0,4,0,512,24,1400,864,73,243,61,10,12,7,106
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 7 BĂILEȘTI",180,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:10",743,731,0,9,3,338,326,0,9,3,294,18,900,18,76,203,7,4,4,0,0
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PARADISUL COPIILOR” (FOSTA NR. 24)",65,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:39",1186,1178,0,8,0,419,411,0,8,0,393,26,1300,881,46,163,77,9,21,2,75
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PARADISUL COPIILOR”, (FOSTA NR. 24)",66,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:12",903,890,1,12,0,386,374,0,12,0,367,19,1000,614,45,165,42,4,5,13,93
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PETRACHE POENARU” (FOSTA SCOALA CU CLASELE I VIII NR.9 PETRACHE POENARU)",144,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:20",1581,1531,0,7,43,750,700,0,7,43,723,27,2000,1250,112,320,91,7,18,5,170
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PETRACHE POENARU” (FOSTA SCOALA CU CLASELE I VIII NR.9 PETRACHE POENARU)",145,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:38",1166,1092,2,9,63,539,467,0,9,63,509,30,1600,1061,70,245,49,8,10,6,121
17,DOLJ,"GRADINITA CU PROGRAM PRELUNGIT ”PHOENIX” (FOSTA NR. 52)",102,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:36",1077,1069,0,8,0,401,393,0,8,0,394,7,1200,799,46,201,60,6,15,5,61
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PHOENIX” (FOSTA NR.52)",101,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:25",1087,1081,1,5,0,387,382,0,5,0,380,7,1300,913,41,222,49,8,16,6,38
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCHIO”",148,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:10",1096,1084,6,6,0,482,476,0,6,0,469,13,1100,618,57,205,52,8,22,9,116
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",84,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:01",894,886,1,7,0,357,350,0,7,0,346,11,1100,743,33,174,60,7,25,5,42
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",82,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:24:24",1465,1456,1,8,0,571,563,0,8,0,550,21,1700,1129,63,321,70,10,18,5,63
17,DOLJ,"GRADINIŢA CU PROGRAM PRELUNGIT ”PITICOT” (FOSTA NR.45)",83,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:37",1137,1130,0,7,0,435,428,0,7,0,418,17,1300,865,63,214,58,9,14,6,54
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. LUCIA” (FOSTA NR.50)",143,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:57",818,813,0,5,0,405,400,0,5,0,389,14,900,497,68,156,61,10,15,6,73
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. LUCIA” (FOSTA NR.50)",142,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:10",894,883,1,10,0,397,387,0,10,0,381,10,900,503,56,176,52,6,13,12,66
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TUDOR VLADIMIRESCU” (FOSTA NR.21)",128,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:08",1683,1621,56,6,0,720,711,3,6,0,699,21,1700,980,117,247,121,10,25,4,175
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEII” (FOSTA NR.32)",119,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:44",1269,1256,7,6,0,503,497,0,6,0,492,11,1300,797,70,234,64,8,24,3,89
17,DOLJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEII” (FOSTA NR.32)",118,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:42",1288,1279,2,7,0,544,537,0,7,0,523,21,1400,856,74,248,46,18,30,7,100
17,DOLJ,"GRADINITA CURMATURA",367,GIURGIŢA,72533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:31",411,399,1,9,2,260,248,1,9,2,239,21,500,219,43,155,10,0,21,0,10
17,DOLJ,"GRADINITA DE COPII",243,BÂRCA,70940,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:29",1541,1441,1,68,31,906,806,1,68,31,857,49,1600,694,252,528,18,2,38,3,16
17,DOLJ,"GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ”ELENA FARAGO”(FOSTA NR. 41)",27,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:30",1180,1169,2,9,0,436,427,0,9,0,408,28,1400,964,46,194,72,7,17,5,67
17,DOLJ,"GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ”ELENA FARAGO”(FOSTA NR.41)",26,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:33",762,752,0,10,0,274,264,0,10,0,261,13,900,626,28,127,53,10,14,0,29
17,DOLJ,"GRADINITA DE COPII DESA",327,DESA,72034,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:56",1221,1164,0,4,53,800,743,0,4,53,797,3,1223,420,336,396,57,0,6,0,2
17,DOLJ,"GRĂDINIŢA DE COPII GRINDENI",430,OSTROVENI,73567,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:16",555,530,0,15,10,327,302,0,15,10,303,24,600,273,64,202,28,2,6,1,0
17,DOLJ,"GRĂDINIŢA DE COPII ORĂŞANI",429,OSTROVENI,73567,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:03",1034,969,0,45,20,634,569,0,45,20,570,64,1100,466,111,394,39,0,8,4,14
17,DOLJ,"GRADINITA IZVOARE",383,IZVOARE,72882,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:34",974,899,0,36,39,725,650,0,36,39,563,38,949,348,182,237,38,4,7,1,94
17,DOLJ,"GRADINITA LESILE",499,"ŞIMNICU DE SUS",70174,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:33",753,726,0,27,0,442,415,0,27,0,419,23,800,358,96,217,30,34,14,2,26
17,DOLJ,"GRADINITA NR. 1",315,COŞOVENI,71885,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:25",1124,1069,2,33,20,767,713,1,33,20,715,52,1200,433,73,445,39,6,27,31,94
17,DOLJ,"GRĂDINIŢA NR. 1 FILIAŞI",211,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:27",1768,1757,1,4,6,972,962,0,4,6,939,33,1900,928,177,597,70,5,33,8,49
17,DOLJ,"GRADINITA NR. 2",316,COŞOVENI,71885,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:39",807,743,2,40,22,527,463,2,40,22,453,73,800,201,96,204,34,9,18,14,78
17,DOLJ,"GRĂDINIȚA NR.2",372,GOICEA,72640,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:41:21",845,781,1,33,30,503,440,0,33,30,459,44,900,397,170,241,23,3,10,1,11
17,DOLJ,"GRĂDINIŢA NR. 2 DOBRIDOR",417,MOŢĂŢEI,73335,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:35",592,578,0,8,6,324,310,0,8,6,303,7,700,108,98,167,8,1,7,0,22
17,DOLJ,"GRĂDINIŢA NR. 2 FILIAŞI",212,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:45",1839,1807,3,7,22,804,777,0,7,20,755,45,1900,1100,114,513,66,7,18,9,28
17,DOLJ,"GRĂDINIŢA NR. 2 MOŢĂŢEI",414,MOŢĂŢEI,73335,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:31",1667,1625,1,15,26,892,850,1,15,26,845,47,1796,904,43,643,39,8,11,1,100
17,DOLJ,"GRĂDINIȚA NR 2 ȚUGLUI",512,ŢUGLUI,74509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:28",901,878,0,9,14,598,575,0,9,14,573,25,1000,402,273,242,27,2,11,3,15
17,DOLJ,"GRĂDINIŢA NR. 3 FILIAŞI",213,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:33",1176,1166,0,9,1,631,621,0,9,1,599,32,1300,669,129,348,50,7,29,11,25
17,DOLJ,"GRĂDINIŢA NR. 3 MOŢĂŢEI",416,MOŢĂŢEI,73335,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:14",1528,1509,0,5,14,873,854,0,5,14,828,45,1600,727,46,666,22,3,22,3,66
17,DOLJ,"GRADINITA OCOLNA",232,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:41",1071,1059,0,12,0,619,607,0,12,0,390,220,1200,590,112,268,3,0,7,0,0
17,DOLJ,"GRADINITA PORTARESTI",366,GIURGIŢA,72533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:58",954,930,1,23,0,578,555,0,23,0,537,41,1000,422,240,264,11,2,17,0,3
17,DOLJ,"GRĂDINIŢA PRAPOR",233,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:26",1080,1011,0,49,20,798,729,0,49,20,755,43,1100,302,198,448,85,3,15,0,6
17,DOLJ,"GRADINITA TOSCA",231,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:07",991,926,0,43,22,671,606,0,43,22,621,50,1000,329,131,428,45,0,10,6,1
17,DOLJ,"GRADINITA TUGURESTI",519,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:42",513,485,0,27,1,342,314,0,27,1,317,25,600,258,148,80,18,3,34,1,33
17,DOLJ,"GRADINITA ZĂNOAGA",388,LEU,72926,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:43",892,879,2,9,2,527,516,0,9,2,505,22,1000,473,41,217,116,6,14,0,111
17,DOLJ,"LICEUL CU PROGRAM SPORTIV ”PETRACHE TRIŞCU”",4,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:47:16",1686,1654,14,17,1,758,739,1,17,1,719,39,1700,942,108,298,99,7,21,12,174
17,DOLJ,"LICEUL CU PROGRAM SPORTIV ”PETRACHE TRIȘCU”",5,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:43",1694,1652,26,16,0,733,717,0,16,0,702,31,1900,967,102,291,102,14,34,6,153
17,DOLJ,"LICEUL DE ARTE ”MARIN SORESCU”",51,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:08:20",1501,1342,42,13,104,662,553,0,13,96,646,14,1500,836,96,318,85,13,21,3,110
17,DOLJ,"LICEUL DE ARTE ”MARIN SORESCU”",50,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:26:21",1332,1266,16,9,41,613,563,0,9,41,596,17,1500,887,87,288,70,11,19,9,112
17,DOLJ,"LICEUL GEORGE ST. MARINCU",455,"POIANA MARE",73736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:00",1178,1169,2,5,2,640,633,0,5,2,563,67,1300,660,178,315,42,2,12,7,7
17,DOLJ,"LICEUL ”MATEI BASARAB”",152,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:58",949,938,2,9,0,394,385,0,9,0,374,20,1000,606,37,183,46,8,22,5,73
17,DOLJ,"LICEUL ”MATEI BASARAB”",153,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:54",822,813,0,9,0,312,303,0,9,0,307,5,900,588,34,139,54,6,16,4,54
17,DOLJ,"LICEUL TEHNOLOGIC AUTO",164,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:53",1223,1194,21,8,0,464,456,0,8,0,448,16,1300,836,65,206,47,11,8,6,105
17,DOLJ,"LICEUL TEHNOLOGIC AUTO",163,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:50",1488,1472,6,10,0,612,602,0,10,0,606,6,1700,1088,78,297,64,16,19,3,129
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:19",995,969,0,9,17,631,605,0,9,17,564,29,1044,451,180,268,41,6,19,9,41
17,DOLJ,"LICEUL TEHNOLOGIC ”CONSTANTIN IANCULESCU”",293,CÂRCEA,74859,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:10",1324,1253,8,49,14,767,704,0,49,14,739,28,1400,633,103,451,44,8,15,6,112
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",36,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:03",1831,1823,2,6,0,704,698,0,6,0,673,31,2100,1396,92,319,95,8,30,9,120
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",38,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:27",1778,1765,0,7,6,652,639,0,7,6,623,29,2000,1348,85,335,104,10,21,5,63
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",37,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:46",1841,1827,4,10,0,657,646,1,10,0,613,44,2200,1543,90,301,111,11,27,8,65
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",35,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:31",1875,1868,1,6,0,619,613,0,6,0,575,44,2200,1581,78,283,109,10,19,5,71
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO, (FOSTA ȘCOALĂ CU CLASELE I-VIII NR.25 FĂCĂI)",39,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:08",1166,1150,0,5,11,361,345,0,5,11,335,26,1300,939,40,154,68,17,24,3,29
17,DOLJ,"LICEUL TEHNOLOGIC DIMITRIE FILIŞANU CORP C 2",214,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:09",1617,1610,0,7,0,767,760,0,7,0,726,41,1700,933,172,438,56,7,16,3,34
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",100,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:51:50",1019,1011,0,8,0,348,340,0,8,0,336,12,1200,852,40,169,50,4,12,3,58
