precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNCACIU SORIN-TITUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROMAŞCANU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂDUROIU VIOREL-MIRCEA-PARTIDUL S.O.S. ROMÂNIA-voturi","BĂDULESCU DORIN-VALERIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ŞCOALA PRIMARĂ SAT PLOŞTINA",262,LOPĂTARI,47186,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:42",376,364,0,6,6,249,237,0,6,6,237,12,400,151,15,5,51,3,163
10,BUZĂU,"SCOALA PRIMARĂ SAT STREZENI, COMUNA TISAU",377,TISĂU,49643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:17",442,428,0,11,3,270,256,0,11,3,261,9,470,200,32,64,145,10,10
10,BUZĂU,"ŞCOALA PRIMARA SAT ŢINTEŞTI",386,ŢINTEŞTI,49849,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:26",1804,1791,1,11,1,1203,1191,0,11,1,1151,52,1970,767,38,183,481,22,427
10,BUZĂU,"ȘCOALA PRIMARĂ SMÂRDAN",167,BRĂDEANU,45496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:19",663,650,0,3,10,426,413,0,3,10,405,21,721,295,11,176,210,6,2
10,BUZĂU,"SCOALA PRIMARA TARLELE",217,COCHIRLEANCA,46377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:22",42,35,0,7,0,27,20,0,7,0,27,0,40,13,12,4,10,0,1
10,BUZĂU,"ȘCOALA PRIMARĂ TERCA",263,LOPĂTARI,47186,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:56",315,304,0,6,5,200,189,0,6,5,190,10,330,130,14,11,60,3,102
10,BUZĂU,"ŞCOALA PRIMARĂ TRESTIOARA",277,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:06",275,264,0,4,7,172,161,0,4,7,169,3,301,129,8,10,147,2,2
10,BUZĂU,"ŞCOALA PRIMARA TRONARI",415,VIPEREŞTI,50326,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:41",788,748,0,17,23,506,466,0,17,23,461,45,820,314,0,122,305,32,2
10,BUZĂU,"ŞCOALA PRIMARĂ VALEA COTOAREI",278,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:05",172,163,0,8,1,106,97,0,8,1,101,5,185,79,6,13,75,5,2
10,BUZĂU,"ŞCOALA PRIMARĂ VALEA NUCULUI",154,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:56",573,562,0,6,5,295,284,0,6,5,290,5,703,408,21,19,207,16,27
10,BUZĂU,"ŞCOALA PRIMARĂ VARLAAM",257,"GURA TEGHII",47079,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:26",428,410,2,9,7,266,250,0,9,7,259,7,471,205,39,74,118,5,23
10,BUZĂU,"ŞCOALA PRIMARĂ VIZIRENI",186,"C.A. ROSETTI",45815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:59",368,366,0,2,0,241,239,0,2,0,224,17,400,159,33,89,88,6,8
10,BUZĂU,"ŞCOALA PRMARĂ CĂLŢUNA",367,SMEENI,49545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:12",417,410,0,7,0,242,235,0,7,0,233,9,500,258,21,19,176,9,8
10,BUZĂU,"ŞCOALA PRMARĂ LUCIENI",369,SMEENI,49545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:26:35",321,318,0,3,0,146,143,0,3,0,138,8,400,254,6,16,99,1,16
10,BUZĂU,"ŞCOALA PUIEŞTII DE SUS",325,PUIEŞTI,48842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:28:10",273,266,0,7,0,144,137,0,7,0,140,4,300,156,8,54,64,8,6
10,BUZĂU,"ŞCOALA SAT COLIBAŞI",329,RÂMNICELU,48968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:58",342,330,1,11,0,237,226,0,11,0,227,10,360,123,22,13,171,14,7
10,BUZĂU,"ŞCOALA SAT FOTIN",330,RÂMNICELU,48968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:32",204,196,0,8,0,132,124,0,8,0,119,13,222,90,13,7,79,11,9
10,BUZĂU,"SCOALA SAT ŞTIUBEI",331,RÂMNICELU,48968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:11",486,476,1,9,0,336,327,0,9,0,312,23,520,182,24,7,253,22,6
10,BUZĂU,"ŞCOALA TEGA",304,PĂNĂTĂU,48227,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:08",471,463,0,8,0,290,282,0,8,0,282,8,510,220,45,6,215,9,7
10,BUZĂU,"ŞCOALA TRESTIOARA",199,CHILIILE,46108,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:55:47",165,146,0,4,15,117,98,0,4,15,113,4,173,56,1,0,107,3,2
10,BUZĂU,"ŞCOALA VÎRF",296,NĂENI,47854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:23",186,169,1,14,2,164,148,0,14,2,142,6,175,27,17,79,30,3,13
10,BUZĂU,"S.C. RAFINĂRIA VENUS OILREG S.A.",99,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:28",1888,1881,0,7,0,891,884,0,7,0,843,48,2100,1209,98,172,472,54,47
10,BUZĂU,"SEMINARUL TEOLOGIC ORTODOX ”CHESARIE EPISCOPUL”",73,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:47",1314,1304,0,8,2,621,611,0,8,2,604,17,1500,879,49,57,359,21,118
10,BUZĂU,"SEMINARUL TEOLOGIC ORTODOX ”CHESARIE EPISCOPUL”",74,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:19",1593,1584,0,8,1,612,603,0,8,1,590,22,1700,1088,65,52,318,42,113
