precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNCACIU SORIN-TITUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROMAŞCANU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂDUROIU VIOREL-MIRCEA-PARTIDUL S.O.S. ROMÂNIA-voturi","BĂDULESCU DORIN-VALERIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NIȘCOV",407,VERNEŞTI,50102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:42",1060,1050,1,8,1,510,501,0,8,1,491,18,1160,651,54,46,262,38,91
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NITRARIA BERCA",146,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:29",925,919,0,5,1,453,447,0,5,1,445,8,1015,562,43,21,296,13,72
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 COMUNA CISLĂU",208,CISLĂU,46313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:33",1767,1717,0,24,26,1122,1072,0,24,26,1102,20,4109,2987,62,404,461,69,106
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL NR. 2 COMUNA PADINA",298,PADINA,48138,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:39",1235,1210,2,7,16,692,669,0,7,16,647,27,1351,677,34,290,296,0,27
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 TĂBĂRĂȘTI",235,GĂLBINAŞI,46769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:27",1063,1045,1,9,8,649,632,0,9,8,627,22,1210,561,51,47,454,41,34
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL ”ORIZONT”",86,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:36:32",1416,1406,0,10,0,652,642,0,10,0,628,24,1600,948,84,123,355,25,41
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL PIETROSU",225,COSTEŞTI,46484,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:34",1058,1055,0,3,0,467,464,0,3,0,449,18,1160,693,24,70,316,16,23
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RĂDUCEŞTI",385,TOPLICENI,49769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:30",401,389,0,11,1,229,217,0,11,1,213,16,430,201,18,58,112,12,13
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL RĂTEŞTI",152,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:28",725,717,1,5,2,325,317,1,5,2,314,11,791,466,14,26,227,11,36
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RUBLA",400,"VALEA RÂMNICULUI",50022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:21:24",912,901,1,6,4,550,540,0,6,4,531,19,994,444,27,44,385,46,29
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL SĂGEATA",338,SĂGEATA,49073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:15",1021,970,0,8,43,701,650,0,8,43,679,22,1126,425,66,52,531,22,8
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SĂHĂTENI",344,SĂHĂTENI,49153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:36",1301,1246,0,25,30,874,819,0,25,30,844,30,1460,586,73,283,413,28,47
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL SAT BALTA ALBĂ",136,"BALTA ALBĂ",44934,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:27",450,408,0,24,18,310,268,0,24,18,296,14,449,139,8,138,108,3,39
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SAT IZVORU DULCE COMUNA MEREI",282,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:40",688,685,0,2,1,344,341,0,2,1,333,11,760,416,81,20,202,18,12
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL SAT PADURENI, COMUNA TISAU",376,TISĂU,49643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:37",408,399,0,4,5,226,217,0,4,5,217,9,445,219,40,19,144,4,10
10,BUZĂU,"GRADINIŢA CU PROGRAM NORMAL SAT VALEA SĂLCIILOR, COMUNA TISAU",379,TISĂU,49643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:16:22",543,532,0,11,0,318,307,0,11,0,311,7,585,267,40,41,196,9,25
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SCUTELNICI",358,SCUTELNICI,49439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:16",852,819,0,7,26,524,491,0,7,26,500,24,900,376,20,74,366,18,22
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SMEENI",364,SMEENI,49545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:38",1102,1095,1,5,1,575,569,0,5,1,546,29,1200,625,31,57,389,21,48
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL UDAŢI- MÂNZU",370,SMEENI,49545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:17",703,700,0,2,1,353,350,0,2,1,338,15,787,434,35,17,256,17,13
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL VADU PAŞII",393,"VADU PAŞII",49956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:35",1658,1650,1,4,3,1039,1032,0,4,3,997,42,1835,796,66,268,574,35,54
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”BOBOCEII DIN MICRO III”",72,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:23",1324,1316,0,8,0,574,566,0,8,0,553,21,1400,826,46,51,331,30,95
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPILĂRIEI”",92,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:36",1544,1539,1,4,0,715,711,0,4,0,686,29,1700,985,64,141,382,45,54
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPILĂRIEI”",93,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:08",1587,1585,0,2,0,675,673,0,2,0,652,23,1800,1125,72,114,364,36,66
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGURAŞII”",91,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:16",1360,1356,0,4,0,568,564,0,4,0,545,23,1500,932,49,130,283,50,33
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",51,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:36",1416,1413,3,0,0,759,759,0,0,0,738,21,1500,741,33,71,431,40,163
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",100,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:16",1398,1389,2,7,0,609,602,0,7,0,590,19,1500,890,49,87,354,40,60
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.4",62,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:11",1215,1208,0,7,0,521,514,0,7,0,496,25,1300,779,38,49,286,28,95
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",44,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:16",944,932,5,7,0,433,426,0,7,0,417,16,1000,567,33,35,248,32,69
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",45,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:42",760,752,0,8,0,335,327,0,8,0,331,4,850,515,25,29,194,18,65
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",46,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:30",1562,1553,0,9,0,703,694,0,9,0,703,0,1700,975,53,73,413,43,121
10,BUZĂU,"GRĂDINIŢA DĂSCĂLEŞTI",322,PUIEŞTI,48842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:34",548,536,0,9,3,312,300,0,9,3,300,12,589,277,11,137,127,6,19
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",317,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:23",981,962,1,3,15,600,582,0,3,15,578,22,1040,440,39,81,396,26,36
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",316,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:07",1023,1010,2,4,7,571,560,0,4,7,543,17,1100,539,34,79,371,29,30
10,BUZĂU,"GRĂDINIŢA DE COPII VADU SOREŞTI",419,ZĂRNEŞTI,50415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:24",1021,994,1,17,9,663,637,0,17,9,638,25,1100,437,23,355,195,9,56
10,BUZĂU,"GRĂDINIŢA DE COPII ZĂRNEŞTI",420,ZĂRNEŞTI,50415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:43",852,820,1,19,12,579,548,0,19,12,554,23,900,323,29,295,134,9,87
10,BUZĂU,"GRADINITA PN PIETROIU",176,BUDA,45673,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:35",533,512,0,10,11,323,302,0,10,11,291,32,569,246,6,37,169,4,75
10,BUZĂU,"GRĂDINITA POD VINETIS - VECHE",110,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:11:25",514,504,0,1,9,340,330,0,1,9,329,11,570,230,34,25,220,35,15
10,BUZĂU,"GRĂDINIŢA PROSCA",295,NĂENI,47854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:46",172,162,0,9,1,124,114,0,9,1,119,5,180,56,7,44,45,6,17
10,BUZĂU,"GRĂDINIŢA SĂTUC",153,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:04",555,548,0,6,1,291,284,0,6,1,284,7,605,314,27,15,196,14,32
10,BUZĂU,"GRUP SCOLAR TEHNIC NEHOIU STR. SCOLII",103,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:16",937,921,2,6,8,503,489,0,6,8,474,29,1000,497,42,56,260,21,95
10,BUZĂU,"LICEUL AGRICOL ”DR. CONSTANTIN ANGELESCU”",40,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:59:05",1240,1232,2,5,1,594,588,0,5,1,562,32,1400,806,43,56,300,44,119
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",70,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:01",1202,1194,0,8,0,532,524,0,8,0,514,18,1300,768,73,50,295,23,73
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",69,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:35",315,308,0,7,0,315,308,0,7,0,305,10,900,585,21,22,199,17,46
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",71,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:17",1024,1013,0,11,0,423,412,0,11,0,419,4,1100,677,42,35,259,28,55
10,BUZĂU,"LICEUL DE ARTE ”MARGARETA STERIAN”",33,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:53",1389,1379,1,6,3,628,619,0,6,3,602,26,1500,872,46,73,358,32,93
10,BUZĂU,"LICEUL ECONOMIC ”ELINA MATEI BASARAB”",101,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:37",1371,1363,0,8,0,592,584,0,8,0,573,19,1500,908,49,101,324,34,65
10,BUZĂU,"LICEUL TEHNIC BUZĂU",31,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:23",784,779,0,5,0,360,355,0,5,0,350,10,900,540,26,20,241,21,42
10,BUZĂU,"LICEUL TEHNIC BUZĂU",32,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:25:04",817,802,2,10,3,369,356,0,10,3,357,12,900,531,27,33,243,25,29
10,BUZĂU,"LICEUL TEHNOLOGIC ”DIMITRIE FILIPESCU”",38,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:03",1337,1331,2,4,0,563,559,0,4,0,544,19,1500,937,67,38,342,42,55
10,BUZĂU,"LICEUL TEHNOLOGIC ”DIMITRIE FILIPESCU”",39,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:51",1409,1403,0,6,0,477,471,0,6,0,462,15,1500,1023,49,34,288,42,49
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",11,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:18",1185,1181,0,4,0,502,498,0,4,0,488,14,1300,798,41,41,293,38,75
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",10,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:49",1325,1320,0,4,1,542,537,0,4,1,532,10,1500,958,44,43,319,41,85
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",9,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:30",1518,1514,0,4,0,612,608,0,4,0,600,12,1700,1088,50,46,387,34,83
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",12,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:36",1333,1326,1,6,0,534,528,0,6,0,520,14,1500,966,47,35,326,25,87
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”– SALĂ DE SPORT",8,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:42",1082,1075,2,5,0,465,460,0,5,0,449,16,1200,735,40,36,255,33,85
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”– SALĂ DE SPORT",7,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:49",976,964,2,10,0,421,411,0,10,0,400,21,1100,679,38,35,211,21,95
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",24,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:38:24",1262,1257,0,5,0,357,352,0,5,0,338,19,1400,1043,44,31,198,47,18
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",25,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:37",1104,1097,0,7,0,478,471,0,7,0,458,20,1200,722,61,46,268,34,49
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",26,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:29",1264,1259,0,5,0,517,512,0,5,0,504,13,1400,883,37,32,344,30,61
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",23,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:57:50",1372,1351,0,9,12,471,451,0,9,11,451,20,1500,1029,48,28,303,34,38
10,BUZĂU,"LICEUL TEHNOLOGIC MESERII ŞI SERVICII",76,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:25",974,963,0,11,0,353,342,0,11,0,336,17,1100,747,35,46,191,30,34
10,BUZĂU,"LICEUL TEHNOLOGIC MESERII ŞI SERVICII",77,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:06:15",1432,1422,2,8,0,508,500,0,8,0,481,27,1600,1092,63,103,244,35,36
10,BUZĂU,"LICEUL TEHNOLOGIC PĂTÂRLAGELE",119,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:11",1038,1033,3,2,0,561,559,0,2,0,538,23,1139,578,66,119,286,26,41
10,BUZĂU,"LICEUL TEHNOLOGIC PĂTÂRLAGELE",118,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:56",908,893,2,11,2,517,504,0,11,2,496,21,984,467,73,118,263,11,31
10,BUZĂU,"LICEUL TEHNOLOGIC RUȘEȚU",334,RUŞEŢU,49046,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:44:41",949,927,1,13,8,658,637,0,13,8,587,71,980,322,96,190,177,34,90
10,BUZĂU,"LICEUL TEHNOLOGIC SF.MUCENIC SAVA, BERCA",147,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:52",644,636,0,4,4,335,327,0,4,4,325,10,718,383,20,32,177,16,80
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",87,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:20",1648,1638,0,10,0,638,628,0,10,0,588,45,1800,1167,75,78,358,50,27
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",88,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:41",1325,1285,0,9,31,621,581,0,9,31,594,27,1472,849,60,100,351,39,44
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",22,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:24",1304,1298,0,6,0,562,556,0,6,0,548,14,1400,838,60,45,325,37,81
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",20,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:04",1267,1258,0,9,0,571,562,0,9,0,555,16,1400,829,72,51,332,35,65
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",21,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:47",1217,1215,0,2,0,515,513,0,2,0,497,18,1400,885,51,35,306,37,68
10,BUZĂU,"LICEUL TEORETIC POGOANELE",128,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:02",1521,1445,1,7,68,925,850,0,7,68,888,37,1594,669,189,121,415,24,139
10,BUZĂU,"LICEUL TEORETIC ”ŞTEFAN CEL MARE”",95,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:35",1221,1213,0,8,0,567,559,0,8,0,524,43,1300,733,45,102,280,47,50
10,BUZĂU,"PRIMARIA COMUNEI BĂLĂCEANU",139,BĂLĂCEANU,44989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:42:55",1285,1128,0,89,68,959,802,0,89,68,949,10,1316,357,35,369,475,35,35
10,BUZĂU,"PRIMARIA LARGU",258,LARGU,47159,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:34",1264,1169,0,70,25,920,825,0,70,25,881,39,1285,365,49,124,647,29,32
10,BUZĂU,"PRIMARIA MĂRGĂRITEŞTI",273,MĂRGĂRITEŞTI,47417,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:34",389,314,0,40,35,389,314,0,40,35,333,19,484,132,9,68,238,6,12
10,BUZĂU,"PRIMĂRIA RACOVIŢENI",326,RACOVIŢENI,48922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:23",988,983,1,4,0,599,595,0,4,0,563,31,1078,484,34,89,373,20,47
10,BUZĂU,"PRIMARIA STILPU",372,STÂLPU,49625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:38",1179,1169,1,6,3,712,703,0,6,3,671,41,1287,575,62,79,442,22,66
10,BUZĂU,"SALA DE FESTIVITATI A PRIMARIEI BISOCA",155,BISOCA,45245,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:17",438,424,1,9,4,260,247,0,9,4,245,15,469,209,17,42,182,4,0
10,BUZĂU,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI VADU PAŞII",392,"VADU PAŞII",49956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:05:29",1839,1820,0,6,13,1156,1137,0,6,13,1119,37,2025,869,63,300,656,34,66
10,BUZĂU,"SALA DE FESTIVITĂŢI SCORTOASA",351,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:18",958,936,1,8,13,618,597,0,8,13,591,27,1075,457,39,179,352,12,9
10,BUZĂU,"SALA DE ŞEDINŢE PRIMĂRIA ZIDURI",421,ZIDURI,50479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:37",820,805,0,4,11,465,450,0,4,11,444,21,799,334,45,78,280,12,29
10,BUZĂU,"SALA DE SPORT A ORASULUI",104,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:08",664,654,0,4,6,424,414,0,4,6,407,17,720,296,26,34,283,16,48
10,BUZĂU,"SALA DE SPORT SĂRATA MONTEORU",286,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:02",675,663,0,12,0,351,339,0,12,0,339,12,730,379,34,57,203,16,29
10,BUZĂU,"SCOALA BANIŢA",339,SĂGEATA,49073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:23",222,206,0,11,5,147,131,0,11,5,144,3,231,84,31,14,87,2,10
10,BUZĂU,"ŞCOALA BEILIC",340,SĂGEATA,49073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:20",286,273,0,6,7,208,195,0,6,7,196,12,307,99,29,12,142,6,7
10,BUZĂU,"ŞCOALA BORDUŞANI",341,SĂGEATA,49073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:24:40",327,301,0,9,17,229,203,0,9,17,226,3,330,101,22,23,173,2,6
10,BUZĂU,"ŞCOALA CARAGELE",265,LUCIU,47300,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:23",632,629,0,2,1,386,383,0,2,1,363,23,760,374,23,45,261,22,12
10,BUZĂU,"SCOALA CIOCÂRLIA",395,"VADU PAŞII",49956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:13",566,561,0,5,0,390,385,0,5,0,373,17,591,201,20,122,188,13,30
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:31",307,297,0,8,2,198,188,0,8,2,194,4,315,117,23,20,138,11,2
10,BUZĂU,"ŞCOALA CLS.I-VIII VINTILEANCA",347,SĂHĂTENI,49153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:04",696,652,0,6,38,460,416,0,6,38,442,18,660,200,12,222,184,19,5
10,BUZĂU,"ŞCOALA COZIENI",227,COZIENI,46554,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:38",486,455,0,23,8,346,315,0,23,8,329,17,510,164,14,97,150,11,57
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:45",795,785,0,7,3,493,483,0,7,3,467,26,860,367,33,21,326,30,57
10,BUZĂU,"SCOALA CU CLASELE I-IV PRUND",114,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:46",389,372,1,4,12,264,248,0,4,12,262,2,410,146,22,48,150,9,33
10,BUZĂU,"ŞCOALA CU CLS.I-IV GĂGENI",345,SĂHĂTENI,49153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:55",374,353,0,12,9,249,228,0,12,9,224,11,405,170,16,73,131,0,4
10,BUZĂU,"ŞCOALA CU CLS.I-IV ISTRIŢA DE JOS",346,SĂHĂTENI,49153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:50",253,243,0,4,6,146,136,0,4,6,141,5,270,124,11,61,59,5,5
10,BUZĂU,"ŞCOALA CU CLS.I-IV SLOBOZIA",191,CĂTINA,45959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:01",167,156,0,6,5,120,109,0,6,5,116,4,179,59,6,13,96,0,1
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:43",407,399,0,2,6,225,217,0,2,6,215,10,440,215,22,13,149,8,23
10,BUZĂU,"SCOALA FOCŞĂNEI",394,"VADU PAŞII",49956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:12",1438,1426,0,6,6,869,857,0,6,6,848,21,1606,737,41,338,414,15,40
