precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GĂLBINAŞ SORIN-voturi"
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",117,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:18:14",1408,1401,0,7,0,535,528,0,7,0,500,27,1550,1007,52,286,62,11,51,4,31,1,2,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",118,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:57:36",1245,1235,0,10,0,542,532,0,10,0,519,23,1350,808,40,312,72,13,26,7,28,1,7,13
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",119,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:54",1423,1421,0,1,1,461,459,0,1,1,443,18,1550,1089,48,242,70,8,39,1,18,1,10,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",14,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:51:11",1284,1279,0,5,0,503,498,0,5,0,480,23,1400,897,49,254,59,11,28,2,55,0,5,17
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",13,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:09:22",1201,1197,0,4,0,519,515,0,4,0,503,16,1300,779,56,270,64,13,20,1,42,4,11,22
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",12,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:19",1405,1401,0,4,0,538,534,0,4,0,513,25,1500,962,42,278,90,16,36,0,29,2,8,12
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",11,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:23",1298,1289,0,9,0,521,512,0,9,0,495,26,1400,879,54,246,65,8,46,5,42,1,9,19
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",28,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:55",789,783,1,5,0,285,280,0,5,0,280,5,900,615,19,182,30,10,9,0,19,0,4,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",27,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:40:48",1173,1162,4,7,0,462,455,0,7,0,442,20,1300,838,55,244,54,16,16,0,45,0,4,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",24,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:29",956,950,0,5,1,366,360,0,5,1,352,14,1050,684,52,188,33,11,17,2,31,1,5,12
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",25,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:37",893,885,0,8,0,303,295,0,8,0,291,12,1000,697,31,176,38,7,20,1,8,2,3,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",26,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:40:09",899,893,2,4,0,336,332,0,4,0,328,8,1000,664,20,217,42,4,11,1,19,3,5,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",30,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:26",640,632,0,8,0,262,254,0,8,0,247,15,700,438,18,143,27,11,10,0,27,0,3,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",31,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:10:26",1124,1108,5,10,1,446,435,0,10,1,412,23,1300,865,55,210,54,13,30,5,27,0,9,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",32,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:18",1256,1250,0,6,0,483,477,0,6,0,458,19,1400,923,41,269,48,15,22,3,37,0,9,14
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",17,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:30",1021,1017,0,4,0,424,420,0,4,0,415,9,1100,676,51,235,55,23,10,4,18,0,6,13
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",19,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:03",1032,1025,1,6,0,445,439,0,6,0,432,13,1100,655,41,258,43,12,16,4,35,0,8,15
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",18,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:46:39",1370,1361,0,9,0,628,619,0,9,0,605,23,1500,872,66,345,70,34,11,1,46,2,4,26
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",16,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:09",977,969,1,7,0,369,362,0,7,0,350,19,1100,731,22,217,36,7,13,1,35,0,5,14
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",15,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:50:29",886,853,0,4,29,327,294,0,4,29,311,16,950,623,34,165,38,10,22,3,25,3,3,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",3,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:02",940,937,0,3,0,379,376,0,3,0,364,15,1000,621,30,236,41,12,13,2,17,0,4,9
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",2,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:54",1085,1081,1,3,0,429,426,0,3,0,414,15,1199,770,32,247,45,12,32,2,24,1,7,12
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",1,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:14",1620,1616,0,4,0,476,472,0,4,0,465,11,1650,1174,38,284,59,10,24,6,23,2,8,11
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",4,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:48:54",1067,1064,0,3,0,469,466,0,3,0,441,23,1200,736,41,291,40,2,26,3,22,1,7,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",88,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:12:16",1306,1297,2,6,1,520,513,0,6,1,505,11,1450,930,47,319,62,17,12,1,32,0,3,12
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",87,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:08",1066,1059,0,7,0,407,400,0,7,0,398,9,1150,743,37,222,41,6,30,5,39,0,6,12
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",90,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:35",1144,1138,0,6,0,420,414,0,6,0,409,11,1245,825,44,257,36,10,22,2,29,1,3,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",89,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:21",784,778,0,6,0,300,294,0,6,0,291,9,850,550,35,165,33,10,15,3,17,0,2,11
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",91,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:48",1254,1247,1,6,0,524,518,0,6,0,518,6,1400,876,49,330,42,14,16,1,42,6,6,12
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",140,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:54",1008,993,9,5,1,381,366,9,5,1,370,11,1100,719,27,220,49,10,17,0,34,1,3,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",139,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:17",1380,1371,1,8,0,522,514,0,8,0,509,13,1558,1036,49,283,70,13,32,7,36,2,1,16
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",138,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:32",1004,1000,0,4,0,407,403,0,4,0,391,16,1100,693,42,210,59,6,43,4,15,0,3,9
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",42,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:47",1053,1046,0,7,0,482,475,0,7,0,455,14,1150,668,63,261,46,10,15,6,36,4,8,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",43,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:34",1219,1208,3,8,0,501,493,0,8,0,479,22,1350,849,53,271,51,18,16,0,54,4,7,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",44,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:16",1044,1035,0,9,0,479,470,0,9,0,467,12,1150,671,54,265,47,16,16,4,53,2,3,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 5 „NIKOS KAZANTZAKIS”",62,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:30",932,925,0,7,0,342,335,0,7,0,332,10,1100,758,38,157,44,8,36,2,35,1,2,9
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",78,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:25:35",1146,1141,2,3,0,460,457,0,3,0,447,13,1250,790,53,244,53,17,16,0,48,4,3,9
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",77,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:29:25",1198,1194,1,3,0,518,515,0,3,0,510,8,1350,832,78,278,46,12,21,5,52,2,6,10
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",79,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:28:35",1106,1096,1,9,0,448,439,0,9,0,435,13,1250,802,67,222,46,23,23,0,37,1,5,11
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",80,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:17",1130,1126,1,3,0,504,501,0,3,0,491,13,1250,746,55,255,58,19,9,3,72,2,4,14
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",58,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:17:31",1063,1055,0,8,0,402,394,0,8,0,380,14,1200,806,56,209,38,15,11,2,29,1,6,13
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",60,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:25:05",883,844,0,7,32,383,344,0,7,32,371,12,950,567,45,193,48,11,20,3,32,0,6,13
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",59,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:12:02",906,899,1,6,0,359,353,0,6,0,342,7,999,648,34,177,52,9,5,2,51,1,3,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",48,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:31:37",1040,1034,1,5,0,413,408,0,5,0,400,13,1150,737,50,214,51,12,20,2,33,3,7,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",51,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:21:37",656,646,2,8,0,249,241,0,8,0,243,6,800,551,27,134,23,17,4,2,22,1,3,10
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",49,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:33:03",685,680,0,5,0,278,273,0,5,0,272,6,750,472,28,154,31,10,7,1,34,0,3,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",50,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:02",623,617,1,5,0,268,263,0,5,0,262,6,700,432,33,135,32,13,8,2,27,2,1,9
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",47,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:59",1302,1293,2,7,0,490,483,0,7,0,474,16,1450,960,47,233,86,22,24,5,44,0,5,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",106,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:13:42",1304,1298,0,5,1,499,493,0,5,1,471,25,1543,1047,33,298,68,4,40,1,16,2,7,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",104,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:47",1193,1187,1,5,0,407,402,0,5,0,388,19,11300,893,19,263,62,3,16,1,12,1,7,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",105,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:56:08",1211,1205,1,5,0,457,452,0,5,0,428,28,1350,893,13,292,50,8,35,2,22,0,1,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",107,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:54",1307,1294,7,6,0,546,540,0,6,0,525,21,1450,904,55,285,67,11,45,4,39,2,7,10
9,BRĂILA,"ȘCOALA GIMNAZIALĂ „RADU TUDORAN”",115,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:20:13",1357,1350,1,5,1,449,443,0,5,1,435,14,1500,1051,34,241,77,16,25,2,28,0,8,4
