precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"CENTRU DE TINERET",184,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:44",1223,1213,3,4,3,508,501,0,4,3,492,16,1400,892,246,178,28,21,12,5,2
35,SUCEAVA,"CENTRU DE ZI PENTRU COPII",523,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:06",626,606,3,0,17,382,365,0,0,17,356,26,700,318,242,64,37,2,3,5,3
35,SUCEAVA,"CENTRUL CULTURAL BUCOVINA",6,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:43",1548,1537,1,10,0,638,628,0,10,0,617,20,1700,1062,190,225,49,16,110,17,10
35,SUCEAVA,"CENTRUL CULTURAL- CASA DE CULTURĂ",156,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:09:57",1977,1961,2,12,2,823,809,0,12,2,791,32,1978,1155,347,232,80,41,75,9,7
35,SUCEAVA,"CENTRUL CULTURAL EDUCAȚIONAL",428,"POIANA STAMPEI",149851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:50",250,238,0,5,7,158,146,0,5,7,153,5,250,92,8,130,1,8,5,0,1
35,SUCEAVA,"CENTRUL CULTURAL FLORIN PIERSIC CORLATA",220,BERCHIŞEŞTI,151576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:05",407,396,0,2,9,259,248,0,2,9,242,17,448,189,59,165,9,5,3,1,0
35,SUCEAVA,"CENTRUL CULTURAL ”MIHAI TELIMAN”",182,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:27",1280,1243,1,6,30,638,603,0,6,29,602,36,1432,794,294,218,39,18,25,4,4
35,SUCEAVA,"CENTRUL PENTRU SUSŢINEREA TRADIŢIILOR BUCOVINENE",14,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:54",1311,1304,1,6,0,539,533,0,6,0,527,12,1400,861,172,174,49,27,79,14,12
35,SUCEAVA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ SUCEAVA, CORP A",52,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:01",1804,1797,0,7,0,707,700,0,7,0,679,28,2000,1293,215,237,74,40,97,12,4
35,SUCEAVA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ SUCEAVA- CORP B",53,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:35",1660,1654,0,6,0,611,605,0,6,0,597,14,1800,1189,201,233,52,30,65,11,5
35,SUCEAVA,"CENTRUL SOCIAL DE PRIMIRE, ASISTARE ȘI ÎNGRIJIRE A PERSOANELOR VÂRSTNICE",123,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:11",506,499,1,6,0,300,294,0,6,0,290,10,605,305,147,108,10,9,9,2,5
35,SUCEAVA,"CENTRUL SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE, SAT BOBEICA",374,"IZVOARELE SUCEVEI",149183,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:15",343,327,0,7,9,219,203,0,7,9,203,14,372,155,96,79,9,6,11,2,0
35,SUCEAVA,"CENTRU RECREATIV, CARTIER PĂDURENI",188,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:46",446,435,0,10,1,222,211,0,10,1,215,7,500,278,119,67,18,5,4,1,1
35,SUCEAVA,"CLĂDIREA ”DOM POLSKI” VICŞANI",411,MUŞENIŢA,149584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:06",182,170,1,5,6,116,104,1,5,6,109,7,200,84,69,22,10,3,5,0,0
35,SUCEAVA,"CLĂDIRE CU DESTINAȚIE ADMINISTRATIVĂ ȘI SOCIAL CULTURALĂ",400,MOARA,149414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:53:48",204,197,0,6,1,118,111,0,6,1,107,11,253,135,60,34,3,1,7,1,1
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR",71,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:37",1385,1379,2,4,0,530,526,0,4,0,509,21,1500,970,244,119,42,20,70,5,9
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR – SATUL DE VACANŢĂ",73,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:53",1638,1631,0,7,0,289,282,0,7,0,272,17,1800,1511,127,70,33,3,34,5,0
35,SUCEAVA,"CLUBUL FERMIERILOR MESTECANIS STR FERMIERILOR NR 14 SAT MESTECANIS COMUNA IACOBENI JUDETUL SUCEAVA",363,IACOBENI,149138,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:03",266,259,0,2,5,185,178,0,2,5,175,10,290,105,36,123,10,1,3,1,1
35,SUCEAVA,"COLEGIUL” ALEXANDRU CEL BUN” CORPUL A",161,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:33",1751,1746,0,4,1,744,739,0,4,1,718,26,1926,1182,309,267,55,23,40,11,13
35,SUCEAVA,"COLEGIUL ”ALEXANDRU CEL BUN” CORPUL B",158,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:54:30",1953,1932,7,8,6,932,918,0,8,6,884,34,2158,1240,389,270,96,28,81,10,10
35,SUCEAVA,"COLEGIUL ANDRONIC MOTRESCU",115,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:03:26",1609,1601,1,7,0,748,741,0,7,0,724,16,1600,860,360,227,56,22,38,8,13
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA A",9,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:39",1237,1228,1,8,0,310,302,0,8,0,303,7,1400,1090,101,101,22,10,53,10,6
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA B",10,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:52",1226,1219,0,7,0,534,527,0,7,0,505,29,1300,766,176,168,46,17,79,13,6
35,SUCEAVA,"COLEGIUL ECONOMIC ” DIMITRIE CANTEMIR”",13,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:29",1063,1051,3,7,2,497,488,0,7,2,476,21,1200,703,125,178,36,14,106,10,7
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",106,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:48",1943,1878,2,36,27,798,736,0,36,26,741,24,2000,1234,326,266,42,39,57,6,5
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",105,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:04",1798,1780,2,11,5,724,708,0,11,5,702,22,2000,1276,261,283,61,31,53,8,5
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:58",1388,1379,0,7,2,652,643,0,7,2,622,30,1500,848,305,213,39,28,25,9,3
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:10",721,710,0,10,1,287,276,0,10,1,273,14,800,513,140,101,14,13,2,2,1
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”SPIRU HARET”, SALA A",17,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:34:58",1071,1044,0,6,21,489,462,0,6,21,478,11,1400,911,133,168,53,14,93,6,11
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B",18,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:27",950,917,0,23,10,479,446,0,23,10,476,3,1000,521,181,184,23,6,71,7,4
35,SUCEAVA,"COLEGIUL NAŢIONAL ”DRAGOŞ VODĂ”",70,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:49",1096,1085,0,9,2,437,426,0,9,2,413,24,1200,763,178,106,35,18,63,10,3
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",28,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:00",1635,1620,3,11,1,809,797,0,11,1,792,17,1800,991,241,307,77,23,126,10,8
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",29,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:19",1782,1774,3,5,0,708,703,0,5,0,682,21,1900,1197,217,242,74,23,108,6,12
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",27,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:53",1741,1733,0,7,1,316,308,0,7,1,303,13,1900,1584,95,86,46,21,41,5,9
35,SUCEAVA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",30,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:25",1473,1462,2,9,0,611,602,0,9,0,595,16,1600,989,205,203,100,13,58,10,6
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",82,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:00",1451,1435,5,8,3,657,646,0,8,3,645,12,1600,943,125,337,51,34,84,8,6
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",83,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:27",1497,1489,0,6,2,679,671,0,6,2,654,25,1600,921,95,398,54,21,68,10,8
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA A",2,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:46",1536,1498,13,25,0,738,713,0,25,0,712,26,1600,862,252,262,42,14,108,28,6
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA B",3,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:39",1518,1507,4,7,0,613,606,0,7,0,602,11,1600,987,162,249,36,27,103,11,14
35,SUCEAVA,"COLEGIUL NAŢIONAL ”ŞTEFAN CEL MARE”",4,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:54:48",1604,1586,2,16,0,695,678,1,16,0,679,4,1700,1017,287,195,65,20,86,11,15
35,SUCEAVA,"COLEGIUL NAȚIONAL ”ȘTEFAN CEL MARE”",5,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:25",821,814,0,7,0,280,273,0,7,0,270,10,900,620,92,95,15,11,49,6,2
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP A)",74,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:13",1453,1450,2,1,0,576,575,0,1,0,557,19,1600,1024,267,133,47,8,86,11,5
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP B)",75,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:14",1384,1379,1,4,0,572,568,0,4,0,543,29,1500,928,260,134,47,23,71,6,2
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP C)",76,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:40",1439,1433,2,3,1,646,642,0,3,1,616,30,1600,954,285,150,59,15,95,9,3
35,SUCEAVA,"COLEGIUL TEHNIC",104,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:59",1875,1852,3,14,6,744,724,0,14,6,718,26,2000,1256,307,281,47,33,38,7,5
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA A, CALEA UNIRII, NR.49",48,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:07",1747,1742,2,3,0,643,640,0,3,0,636,7,2000,1357,205,211,76,22,103,15,4
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA B, CALEA UNIRII, NR.49",49,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:03",1450,1441,0,9,0,668,659,0,9,0,650,18,1600,932,201,255,65,25,89,9,6
35,SUCEAVA,"COLEGIUL TEHNIC ”AL. I. CUZA” SALA C",50,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:04",1188,1183,0,5,0,539,534,0,5,0,532,7,1300,761,184,212,50,12,63,9,2
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA A",31,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:04",1751,1725,14,11,1,773,761,0,11,1,750,23,1900,1127,222,303,72,26,111,9,7
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA B",32,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:08",1804,1790,0,11,3,774,760,0,11,3,747,27,2000,1226,242,269,55,30,120,17,14
35,SUCEAVA,"COLEGIUL TEHNIC ”MIHAI BĂCESCU”",80,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:05",1378,1363,5,4,6,668,658,0,4,6,637,31,1596,928,135,306,61,39,78,9,9
35,SUCEAVA,"COLEGIUL TEHNIC „PETRU MUŞAT”",33,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:46",1056,1048,0,8,0,293,285,0,8,0,268,17,1200,915,109,81,29,13,27,7,2
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",108,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:12",1836,1826,4,5,1,698,692,0,5,1,674,24,2000,1302,257,257,64,27,47,10,12
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",109,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:24",1773,1759,1,13,0,677,664,0,13,0,653,24,2000,1323,307,222,42,17,49,10,6
35,SUCEAVA,"COLEGIUL TEHNIC ”SAMUIL ISOPESCU”",8,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:04",1279,1196,0,62,21,671,609,0,41,21,659,0,1300,608,221,200,107,13,108,10,0
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",95,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:25",1294,1285,3,3,3,536,530,0,3,3,516,20,1400,864,90,316,31,15,48,4,12
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",97,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:12",1701,1678,4,7,12,848,828,1,7,12,818,30,1800,830,161,394,99,41,99,10,14
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",96,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:37",1364,1362,0,1,1,599,597,0,1,1,568,31,1400,801,102,323,37,22,76,6,2
35,SUCEAVA,"COMPLEX CFR GARA MARE",128,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:19",1083,1071,0,12,0,556,544,0,12,0,523,33,1200,644,213,188,54,28,30,4,6
35,SUCEAVA,"CONTAINER MOBIL",390,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:03",335,328,0,4,3,185,178,0,4,3,177,8,399,214,98,29,5,3,36,3,3
35,SUCEAVA,"CONTAINER MOBIL",308,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:50",170,166,1,3,0,105,102,0,3,0,97,8,179,74,10,65,8,2,5,5,2
35,SUCEAVA,"CONTAINER MOBIL",397,MOARA,149414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:43:50",225,217,0,8,0,112,104,0,8,0,106,6,400,288,49,36,11,4,5,0,1
35,SUCEAVA,"CONTAINER MOBIL AMPLASAT ÎN CURTEA ȘCOLII DELENI",425,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:49",576,561,0,11,4,310,295,0,11,4,298,12,650,340,88,113,47,7,17,3,23
35,SUCEAVA,"CORPUL A LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",167,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:49",984,976,0,6,2,446,438,0,6,2,432,14,1082,636,272,69,42,15,28,4,2
35,SUCEAVA,"CORPUL III LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",166,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:39",1318,1304,0,9,5,637,623,0,9,5,612,25,1445,808,362,119,73,8,42,2,6
35,SUCEAVA,"CRESA HIPODROM",111,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:03:11",1778,1766,0,12,0,676,664,0,12,0,659,17,2000,1324,242,295,39,36,28,10,9
35,SUCEAVA,"DIRECŢIA SILVICĂ SUCEAVA",16,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:01",1046,1009,3,21,13,477,443,0,21,13,452,25,1300,823,155,151,37,18,64,13,14
35,SUCEAVA,"GALERIILE DE ARTA",102,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:08:11",1709,1697,1,11,0,719,708,0,11,0,693,26,2000,1281,272,276,69,30,39,4,3
35,SUCEAVA,"GARA BURDUJENI",44,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:54",1657,1649,1,7,0,250,243,0,7,0,240,10,2200,1950,73,91,35,15,23,2,1
35,SUCEAVA,"GARA BURDUJENI",45,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:58",1929,1919,2,8,0,632,624,0,8,0,613,19,2100,1468,218,187,81,29,80,10,8
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BĂDEUȚI",175,"ORAŞ MILIŞĂUŢI",146931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:32:07",1269,1262,0,4,3,614,607,0,4,3,573,41,1400,786,73,254,51,13,175,4,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂŞTI",228,BOROAIA,147072,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:48",861,855,0,3,3,423,417,0,3,3,409,14,1000,577,37,304,23,17,25,2,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BROŞTENI",295,DRĂGUŞENI,148382,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:59",268,267,0,0,1,132,131,0,0,1,126,6,300,168,25,84,6,7,2,1,1
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:45",582,579,0,3,0,359,356,0,3,0,347,12,630,271,182,132,16,3,12,0,2
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL CAJVANA",140,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:36",1538,1534,0,0,4,630,626,0,0,4,588,42,1600,970,66,414,68,10,17,6,7
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 GRUPE NR.1 FÂNTÂNELE",305,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:53",922,911,6,5,0,457,450,2,5,0,436,21,1000,543,128,180,45,18,24,31,10
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL DEMACUŞA",405,MOLDOVIŢA,149539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:42",800,797,0,3,0,544,541,0,3,0,518,26,878,334,90,318,64,11,32,2,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL FALCAU",242,BRODINA,147241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:21",1112,1106,0,3,3,588,582,0,3,3,553,29,1200,618,193,204,58,48,37,4,9
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL IPOTEȘTI",369,IPOTEŞTI,146281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:04",1956,1928,6,22,0,1013,991,0,22,0,979,34,2200,1187,347,338,92,48,135,12,7
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL ”LUMEA COPIILOR”",198,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:36",1329,1328,0,0,1,594,593,0,0,1,572,22,1500,906,317,146,73,14,16,4,2
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL NEGRILEASA",473,STULPICANI,150356,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:32",810,804,0,6,0,438,432,0,6,0,412,26,890,452,315,76,14,4,2,1,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1",392,"MITOCU DRAGOMIRNEI",146325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:06:19",1901,1891,1,5,4,1134,1125,0,5,4,999,126,2081,956,241,451,169,31,82,15,10
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 12 ”ŢĂNDĂRICĂ”",54,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:02",1648,1642,3,3,0,709,706,0,3,0,690,19,1800,1091,226,249,77,23,93,14,8
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CAPU CÂMPULUI",255,"CAPU CÂMPULUI",151503,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:18",1998,1898,0,18,82,1379,1279,0,18,82,1357,22,2096,717,1121,166,38,16,9,6,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",278,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:23",1011,991,0,10,10,565,545,0,10,10,529,36,1131,566,309,153,21,18,24,3,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1-EST",193,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:57",1379,1375,0,0,4,563,559,0,0,4,531,32,1500,937,358,109,45,8,7,2,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:20",494,487,0,7,0,219,212,0,7,0,203,16,550,315,101,73,20,2,6,0,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL NR.5",125,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:46",1068,1056,1,11,0,575,564,0,11,0,555,20,1200,623,247,209,31,20,38,5,5
35,SUCEAVA,"GRADINIŢA CU PROGRAM NORMAL NR. 5",23,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:09",1641,1635,0,6,0,681,675,0,6,0,665,16,1800,1119,221,243,70,25,84,9,13
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",63,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:10",1320,1313,0,7,0,567,560,0,7,0,555,12,1519,952,133,196,55,43,113,9,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",64,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:11",1699,1691,0,8,0,668,660,0,8,0,638,22,1800,1140,257,175,59,17,113,10,7
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9 ”NOROCEL” SALA A",41,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:09:54",1947,1931,0,16,0,548,532,0,16,0,533,15,2100,1551,219,145,46,35,68,12,8
