precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"ŞCOALA PRIMARĂ BOSANCI",235,BOSANCI,147134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:02",1794,1784,1,3,6,746,737,0,3,6,695,51,1981,1235,179,192,245,40,31,4,4
35,SUCEAVA,"SCOALA PRIMARA BOTOŞANIŢA MARE",254,CALAFINDEŞTI,147580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:11",283,282,0,0,1,155,154,0,0,1,144,11,233,78,68,63,6,3,2,2,0
35,SUCEAVA,"SCOALA PRIMARA BOURA",312,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:59",463,448,1,5,9,262,248,0,5,9,250,12,510,248,77,128,12,9,23,0,1
35,SUCEAVA,"ŞCOALA PRIMARĂ CĂLUGĂRENI",203,ADÂNCATA,146799,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:29",658,657,0,0,1,299,298,0,0,1,286,13,732,433,176,47,34,17,9,1,2
35,SUCEAVA,"ȘCOALA PRIMARĂ CIOMÎRTAN",550,ZAMOSTEA,151246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:17",444,433,0,3,8,246,235,0,3,8,234,12,500,254,45,168,8,7,2,0,4
35,SUCEAVA,"ȘCOALA PRIMARĂ CU CLASELE I-IV STAMATE",309,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:47",1543,1529,0,10,4,970,956,0,10,4,927,43,1700,730,186,585,55,20,49,21,11
35,SUCEAVA,"ŞCOALA PRIMARĂ CUMPĂRĂTURA",236,BOSANCI,147134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:25",358,355,0,3,0,165,162,0,3,0,153,11,400,233,32,40,46,29,5,0,1
35,SUCEAVA,"ŞCOALA PRIMARĂ DIN SATUL GĂLĂNEŞTI",334,GĂLĂNEŞTI,148872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:02",1620,1616,0,0,4,631,627,0,0,4,603,28,1600,969,165,272,64,13,66,13,10
35,SUCEAVA,"SCOALA PRIMARA DUMBRAVA",265,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:56",474,461,0,9,4,256,243,0,9,4,241,14,500,244,36,164,21,11,6,2,1
35,SUCEAVA,"ȘCOALA PRIMARĂ DUMBRAVA",341,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:12",374,362,0,11,1,154,142,0,11,1,151,3,400,246,49,46,41,9,3,1,2
35,SUCEAVA,"ȘCOALA PRIMARĂ DUMBRĂVIȚA",510,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:22",846,830,0,10,6,426,410,0,10,6,401,25,900,474,60,254,29,17,34,4,3
35,SUCEAVA,"ŞCOALA PRIMARĂ FETEŞTI",204,ADÂNCATA,146799,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:37",478,477,1,0,0,226,226,0,0,0,218,8,530,304,145,52,10,3,4,2,2
35,SUCEAVA,"SCOALA PRIMARA GRIGORESTI",459,SIMINICEA,150221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:30:28",263,263,0,0,0,120,120,0,0,0,108,12,317,197,37,55,8,4,4,0,0
35,SUCEAVA,"ŞCOALA PRIMARA GROPENI",216,BĂLCĂUŢI,146995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:39",312,299,0,6,7,160,147,0,6,7,143,17,375,215,64,55,10,5,7,1,1
35,SUCEAVA,"ŞCOALA PRIMARĂ HUŞI",437,PREUTEŞTI,149968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:27",530,524,0,6,0,303,297,0,6,0,287,16,600,297,128,117,22,10,10,0,0
35,SUCEAVA,"ŞCOALA PRIMARĂ IACOBEŞTI",343,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:39",454,454,0,0,0,191,191,0,0,0,172,19,600,409,70,63,14,8,11,4,2
35,SUCEAVA,"SCOALA PRIMARA IAZ",290,DORNEŞTI,148293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:02",236,225,0,11,0,118,107,0,11,0,117,1,280,162,41,45,3,15,10,2,1
35,SUCEAVA,"ŞCOALA PRIMARĂ ”ION CREANGĂ” MITOCAŞI",394,"MITOCU DRAGOMIRNEI",146325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:13",779,768,0,7,4,475,464,0,7,4,459,16,844,369,70,236,94,16,32,7,4
35,SUCEAVA,"ȘCOALA PRIMARĂ IONEASA",511,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:26",291,274,0,5,12,174,157,0,5,12,165,9,300,126,9,143,3,5,3,1,1
35,SUCEAVA,"ȘCOALA PRIMARĂ IPOTEȘTI",370,IPOTEŞTI,146281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:15",1249,1244,0,5,0,646,641,0,5,0,616,30,1350,704,239,210,85,29,41,6,6
35,SUCEAVA,"ŞCOALA PRIMARĂ LIPOVENI",393,"MITOCU DRAGOMIRNEI",146325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:25",393,388,0,5,0,215,210,0,5,0,196,19,420,205,49,95,21,16,12,2,1
35,SUCEAVA,"ŞCOALA PRIMARĂ LISAURA",371,IPOTEŞTI,146281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:09",1463,1454,3,5,1,792,785,1,5,1,780,12,1600,808,285,231,86,27,127,10,14
35,SUCEAVA,"ŞCOALA PRIMARĂ LIVIU V. IONESI FRĂTĂUŢII-VECHI",326,"FRĂTĂUŢII VECHI",148694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:12",1203,1187,0,6,10,488,472,0,6,10,454,34,1300,812,240,145,31,4,23,8,3
35,SUCEAVA,"ȘCOALA PRIMARĂ LUNCA",551,ZAMOSTEA,151246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:19",196,192,0,2,2,117,113,0,2,2,102,15,220,103,23,68,5,0,4,1,1
35,SUCEAVA,"ŞCOALA PRIMARĂ LUNCUŞOARA",497,UDEŞTI,150588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:31",589,585,0,4,0,296,292,0,4,0,277,19,648,352,42,125,87,8,5,4,6
35,SUCEAVA,"ȘCOALA PRIMARĂ MESTECENI",512,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:02",152,138,0,5,9,81,67,0,5,9,72,9,167,86,9,47,6,3,6,1,0
35,SUCEAVA,"ȘCOALA PRIMARĂ MOVILENI",513,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:20",235,216,2,6,11,119,102,0,6,11,115,4,250,131,11,83,9,1,8,2,1
35,SUCEAVA,"ȘCOALA PRIMARĂ NICANI",552,ZAMOSTEA,151246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:04",423,411,0,0,12,242,230,0,0,12,227,15,460,218,51,138,7,7,22,1,1
35,SUCEAVA,"ŞCOALA PRIMARĂ NR.2 BOROAIA",227,BOROAIA,147072,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:21",722,715,0,6,1,294,287,0,6,1,288,6,741,447,25,229,19,8,5,1,1
35,SUCEAVA,"ȘCOALA PRIMARĂ NR. 2 HĂNȚEȘTI VALE",347,HĂNŢEŞTI,151512,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:46",1227,1215,1,2,9,686,675,0,2,9,635,51,1350,664,106,459,34,16,16,2,2
35,SUCEAVA,"ȘCOALA PRIMARĂ NR. 2 RÎȘCA",448,RÂŞCA,150114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:23",609,603,0,5,1,348,342,0,5,1,336,12,650,302,160,101,37,11,21,2,4
35,SUCEAVA,"ŞCOALA PRIMARĂ NR. 2 ROTUNDA",171,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:16",753,747,0,6,0,323,317,0,6,0,295,28,826,503,197,79,14,2,1,2,0
35,SUCEAVA,"SCOALA PRIMARA NR. 3",223,BILCA,147036,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:38",1015,1001,0,2,12,472,458,0,2,12,444,28,1108,636,246,94,50,32,10,4,8
35,SUCEAVA,"ȘCOALA PRIMARĂ NR.3",127,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:50",780,769,0,10,1,439,428,0,10,1,416,22,987,498,152,185,27,15,25,4,8
35,SUCEAVA,"ȘCOALA PRIMARĂ NR.3",126,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:51",998,982,2,8,6,561,547,0,8,6,548,13,1000,439,265,173,39,15,40,7,9
35,SUCEAVA,"SCOALA PRIMARĂ OSOI",547,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:20",278,265,1,12,0,167,155,0,12,0,157,10,300,133,66,69,18,1,3,0,0
35,SUCEAVA,"ŞCOALA PRIMARĂ POIANA",146,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:50",369,357,0,12,0,174,162,0,12,0,167,7,400,226,63,68,17,8,5,3,3
35,SUCEAVA,"ȘCOALA PRIMARĂ POIANA",557,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:54",487,464,0,7,16,264,241,0,7,16,236,28,500,236,74,122,4,12,18,1,5
35,SUCEAVA,"ŞCOALA PRIMARĂ POIENARI",147,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:58",235,230,0,5,0,122,117,0,5,0,115,7,253,131,51,43,16,3,2,0,0
35,SUCEAVA,"SCOALA PRIMARA RUSI",317,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:13",196,186,0,5,5,196,186,0,5,5,190,6,323,127,48,101,20,9,10,2,0
35,SUCEAVA,"ŞCOALA PRIMARĂ RUŞII - MĂNĂSTIOARA",502,UDEŞTI,150588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:36",443,437,0,6,0,212,206,0,6,0,200,12,481,269,79,54,45,8,9,2,3
35,SUCEAVA,"ŞCOALA PRIMARĂ SĂCUŢA",231,BOROAIA,147072,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:32",438,429,0,7,2,186,177,0,7,2,176,10,500,314,6,154,9,2,4,0,1
35,SUCEAVA,"ŞCOALA PRIMARĂ SÂNDENI",143,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:32",721,717,0,4,0,360,356,0,4,0,347,13,788,428,192,101,35,10,9,0,0
35,SUCEAVA,"SCOALA PRIMARA SASCA MICA",268,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:29",604,587,0,16,1,287,270,0,16,1,265,22,645,358,52,156,23,22,6,4,2
35,SUCEAVA,"ȘCOALA PRIMARĂ SILIȘTEA NOUĂ",149,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:43",610,602,0,7,1,330,322,0,7,1,311,19,668,338,156,125,13,6,6,3,2
35,SUCEAVA,"ŞCOALA PRIMARĂ SLOBOZIA",558,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:07",473,464,0,9,0,192,183,0,9,0,182,10,500,308,57,100,12,4,7,2,0
35,SUCEAVA,"ŞCOALA PRIMARĂ SLOBOZIA SUCEVEI",345,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:08",582,575,0,7,0,211,204,0,7,0,201,10,600,389,47,74,55,5,14,1,5
35,SUCEAVA,"ŞCOALA PRIMARĂ SPĂRTURI",526,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:39",718,709,0,2,7,456,447,0,2,7,428,28,728,244,300,62,46,10,7,2,1
35,SUCEAVA,"ŞCOALA PRIMARĂ STÂNCA",559,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:53",494,489,0,5,0,213,208,0,5,0,202,11,600,387,61,115,12,4,7,1,2
35,SUCEAVA,"ȘCOALA PRIMARĂ TĂUTEȘTI",553,ZAMOSTEA,151246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:33:19",157,153,0,1,3,117,113,0,1,3,113,3,203,87,45,53,5,2,7,1,0
35,SUCEAVA,"ŞCOALA PRIMARĂ TIŞĂUŢI",372,IPOTEŞTI,146281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:03",1331,1322,5,4,0,793,789,0,4,0,770,23,1448,655,216,250,146,28,114,6,10
35,SUCEAVA,"SCOALA PRIMARA UIDESTI",319,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:59",137,131,0,5,1,86,80,0,5,1,84,2,150,64,16,58,3,1,4,0,2
35,SUCEAVA,"ŞCOALA PRIMARĂ VADU NEGRILESEI",475,STULPICANI,150356,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:30",477,469,0,7,1,329,321,0,7,1,320,9,520,191,235,70,9,4,2,0,0
35,SUCEAVA,"ŞCOALA PRIMARĂ VALEA BOUREI",282,DOLHEŞTI,148097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:39",625,616,0,7,2,344,336,0,7,1,326,18,700,356,42,238,13,21,8,2,2
35,SUCEAVA,"ŞCOALA PRIMARĂ VALEA POIENII",150,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:52",408,401,0,7,0,222,215,0,7,0,212,10,457,235,121,58,17,5,7,4,0
35,SUCEAVA,"SCOALA PRIMARĂ VASILE ŢIGĂNESCU",352,"HORODNIC DE JOS",149101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:01",632,629,0,3,0,338,335,0,3,0,317,21,800,462,69,211,16,6,14,1,0
35,SUCEAVA,"SCOALA ROSIORI",316,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:14",295,280,0,8,7,168,153,0,8,7,164,4,320,152,40,93,17,4,9,0,1
35,SUCEAVA,"ŞCOALA RUNCU",250,CACICA,147526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:14",170,165,0,0,5,90,85,0,0,5,84,6,200,110,18,62,1,2,1,0,0
35,SUCEAVA,"SCOALA SALAGENI",300,DUMBRĂVENI,148426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:16",505,504,0,1,0,223,222,0,1,0,211,12,639,416,23,129,23,11,5,0,20
35,SUCEAVA,"SCOALA SASCA MARE",267,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:30",560,548,0,5,7,299,287,0,5,7,280,17,600,303,51,169,26,20,12,2,0
35,SUCEAVA,"SCOALA SASCA NOUA",269,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:10:13",179,176,0,3,0,112,109,0,3,0,106,6,200,88,19,68,6,10,1,2,0
35,SUCEAVA,"SCOALA SINCA",270,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:16",135,125,0,2,8,81,71,0,2,8,77,4,150,69,7,63,3,1,2,0,1
35,SUCEAVA,"ȘCOALA SLĂTIOARA",451,RÂŞCA,150114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:15",680,670,0,10,0,396,386,0,10,0,354,42,700,304,124,145,50,11,15,3,6
35,SUCEAVA,"ŞCOALA SOLONEŢU NOU",251,CACICA,147526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:27",697,678,3,3,13,326,309,1,3,13,295,31,737,411,134,115,25,10,5,4,2
35,SUCEAVA,"SCOALA TOLESTI",318,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:46",306,297,0,5,4,196,187,0,5,4,186,10,330,134,103,71,4,1,5,1,1
35,SUCEAVA,"SCOALA TOLOACA",298,DUMBRĂVENI,148426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:22",1989,1980,0,6,3,924,915,0,6,3,906,18,2201,1277,69,690,81,32,20,4,10
35,SUCEAVA,"SCOALA UNCESTI",246,BUNEŞTI,147465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:01",546,543,0,3,0,322,319,0,3,0,280,42,600,278,98,157,12,9,2,0,2
35,SUCEAVA,"ŞCOALA VÂRFU DEALULUI",426,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:04:39",150,144,0,5,1,94,88,0,5,1,84,10,188,94,39,30,5,2,5,0,3
35,SUCEAVA,"SCOALA VIISOARA, CATUN VIISOARA",314,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:36",164,157,0,3,4,101,94,0,3,4,97,4,180,79,39,49,5,1,2,0,1
35,SUCEAVA,"ŞCOLA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL MOLID",519,VAMA,150935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:48",525,520,0,5,0,303,298,0,5,0,287,16,580,277,140,63,39,10,29,3,3
35,SUCEAVA,"SEDIU ASOCIAŢIE ”OBŞTEA GURA NEGRII” DORNA ARINI",284,DORNA-ARINI,148131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:57",577,575,1,1,0,358,357,0,1,0,352,5,607,250,203,100,15,8,18,5,3
35,SUCEAVA,"SEDIUL FOSTEI PRIMARII MANOLEA",313,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:44",384,372,0,7,5,220,208,0,7,5,215,5,420,200,68,119,7,8,13,0,0
35,SUCEAVA,"SEDIUL NOU AL PRIMARIEI COMUNEI BRODINA",240,BRODINA,147241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:34",1331,1321,1,2,7,813,803,1,2,7,746,67,1467,654,225,349,94,49,19,8,2
35,SUCEAVA,"SEDIUL PRIMARIEI BAIA",210,BAIA,146904,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:29",1713,1710,0,3,0,699,696,0,3,0,668,31,1900,1201,70,489,41,41,19,5,3
35,SUCEAVA,"SEDIUL PRIMĂRIEI COMUNEI BĂLCĂUŢI",215,BĂLCĂUŢI,146995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:56",1236,1206,0,7,23,568,538,0,7,23,516,52,1300,732,342,117,23,19,10,1,4
35,SUCEAVA,"SEDIUL PRIMARIEI FORASTI",310,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:12",476,457,0,4,15,270,251,0,4,15,251,19,538,268,71,124,35,8,10,2,1
35,SUCEAVA,"SPITAL MEDICO SOCIAL CARMEN SYLVA",132,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:21",428,420,0,7,1,227,219,0,7,1,210,17,500,273,72,95,17,4,6,10,6
35,SUCEAVA,"UNIVERSITATEA ”ŞTEFAN CEL MARE”",15,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:00",788,758,3,27,0,375,348,0,27,0,358,17,1000,625,101,158,28,9,52,7,3
