precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","BLOCUL SUVERANIST ROMÂN-voturi","PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OLTENILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","DAN AURELIAN-LEONARD-voturi"
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO, (FOSTA ȘCOALĂ CU CLASELE I-VIII NR.25 FĂCĂI)",39,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:25:10",1166,1150,0,5,11,361,345,0,5,11,331,30,1300,939,41,72,139,0,4,5,0,18,6,0,25,15,3,3
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",100,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:51:50",1019,1011,0,8,0,348,340,0,8,0,339,9,1200,852,41,50,161,1,0,4,2,3,1,4,51,10,9,2
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",99,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:34",1118,1109,1,8,0,391,383,0,8,0,384,7,1300,909,41,57,178,0,1,7,1,8,1,2,50,19,15,4
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",123,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:54",960,901,11,7,41,442,405,0,7,30,431,11,1000,558,81,68,164,1,1,4,0,0,5,4,61,12,20,10
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",124,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:24:22",960,933,5,7,15,446,424,0,7,15,432,14,1000,554,66,59,195,2,1,4,2,7,0,0,78,0,12,6
17,DOLJ,"LICEUL TEHNOLOGIC UCECOM „SPIRU HARET”",23,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:57",1568,1561,0,7,0,660,653,0,7,0,648,12,1600,940,97,96,280,4,2,7,2,10,6,3,98,15,18,10
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",22,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:35:08",1370,1357,3,10,0,565,555,0,10,0,553,12,1400,835,73,89,224,3,1,2,3,9,8,7,96,17,14,7
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",21,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:52",1287,1279,0,8,0,524,516,0,8,0,515,9,1500,976,66,64,248,2,2,2,3,6,2,1,81,14,16,8
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",20,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:12:07",1420,1411,0,9,0,535,526,0,9,0,527,8,1600,1065,74,66,209,1,1,3,5,2,14,3,101,19,19,10
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",6,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:17:13",1168,1159,4,5,0,523,518,0,5,0,507,11,1300,777,91,58,185,0,1,8,6,7,2,3,96,15,27,8
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",7,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:31",1008,1001,0,7,0,436,429,0,7,0,424,12,1200,764,64,61,184,0,1,0,6,3,2,3,65,11,21,3
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",156,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:59:24",1285,1276,4,5,0,474,469,0,5,0,465,9,1400,926,59,78,185,2,3,4,4,8,8,4,77,13,14,6
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",155,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:40:20",1283,1270,3,10,0,547,537,0,10,0,530,17,1300,753,73,93,232,1,3,8,6,8,3,6,61,15,16,5
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",154,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:05:42",1246,1235,4,7,0,496,489,0,7,0,480,16,1300,804,61,74,216,1,3,2,0,3,2,1,77,17,15,8
17,DOLJ,"LICEUL ”VOLTAIRE”",25,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:30",1576,1568,0,7,1,475,467,0,7,1,458,17,1800,1325,53,89,191,3,1,6,7,10,1,2,57,20,9,9
17,DOLJ,"LICEUL ”VOLTAIRE”",24,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:17:56",1562,1557,0,5,0,562,557,0,5,0,537,25,1800,1238,74,112,206,3,2,12,3,0,2,4,91,15,7,6
17,DOLJ,"PRIMARIA CRAIOVA- DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",3,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:14:32",1317,1306,0,11,0,554,543,0,11,0,546,5,1500,949,99,91,192,1,4,2,7,5,4,2,94,15,24,6
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",167,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:03",1346,1328,11,7,0,543,536,0,7,0,534,9,1400,857,64,97,240,1,0,5,3,6,4,3,73,17,11,10
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA-DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",168,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:12:38",1422,1400,12,10,0,603,593,0,10,0,584,19,1600,997,68,108,271,3,0,4,1,4,1,2,89,11,14,8
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",150,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:23",966,959,0,7,0,427,420,0,7,0,417,10,1000,573,59,55,175,0,0,4,8,5,7,3,57,17,14,13
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",151,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:36:08",1130,1126,0,4,0,470,466,0,4,0,460,10,1200,720,66,65,193,0,0,2,4,13,5,1,78,7,23,3
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)”",149,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:13",968,958,2,8,0,432,424,0,8,0,422,10,1000,568,66,55,178,1,2,4,2,2,5,6,65,16,13,7
17,DOLJ,"PUNCTUL TERMIC NR.1 LĂPUȘ (LÂNGĂ BL.23 - BLD. DECEBAL NR.66B)",165,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:07:05",1341,1326,8,7,0,535,528,0,7,0,518,17,1400,865,65,75,223,2,3,8,6,7,7,8,81,14,14,5
17,DOLJ,"PUNCTUL TERMIC NR.2 LĂPUȘ (LÂNGĂ BL. 59 - BLD. DECEBAL NR.55B)",166,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:13:28",1549,1542,1,6,0,725,719,0,6,0,694,31,1700,975,93,138,275,12,1,2,0,7,12,0,99,28,19,8
17,DOLJ,"RAT S.R.L.",74,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:50:52",1563,1552,5,6,0,589,583,0,6,0,571,18,1800,1211,82,84,259,1,0,5,4,4,3,7,80,15,17,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",89,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 15:31:05",1569,1561,1,7,0,575,568,0,7,0,555,20,1800,1225,61,90,271,4,3,5,0,9,6,2,66,19,12,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",90,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:44:06",1611,1603,2,6,0,567,561,0,6,0,550,17,1900,1333,64,104,251,7,3,4,4,7,5,5,66,6,12,12
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",91,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:59:07",1477,1466,3,8,0,622,614,0,8,0,607,15,1800,1178,56,94,305,3,2,7,4,14,5,5,73,15,16,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",88,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:41:48",1431,1420,2,8,1,552,543,0,8,1,542,10,1700,1148,74,80,268,2,3,4,2,6,4,4,70,14,6,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ANTON PAN” (FOSTA NR.13 BUCOVĂŢ)",60,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:05",1857,1850,2,5,0,512,507,0,5,0,483,29,2100,1588,43,96,236,1,3,5,3,3,5,2,49,25,9,3
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ANTON PAN” (FOSTA NR.13 BUCOVĂȚ)",59,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:51",1848,1838,0,10,0,396,386,0,10,0,364,32,2100,1704,28,54,226,2,0,1,4,1,3,3,19,13,6,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",109,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:27:17",1317,1303,8,6,0,543,537,0,6,0,530,13,1400,857,79,74,224,6,1,0,4,4,8,2,88,21,14,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",110,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:05:45",1392,1383,3,6,0,561,555,0,6,0,549,12,1500,938,92,72,201,2,1,5,5,6,6,11,104,6,24,14
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",108,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:19",1336,1321,7,8,0,500,492,0,8,0,489,11,1400,900,61,62,224,3,2,3,0,5,2,4,87,12,16,8
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",80,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:27",1581,1574,0,7,0,598,591,0,7,0,579,19,1800,1202,51,94,288,3,5,6,1,4,8,6,82,20,5,6
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",79,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:20:33",1589,1579,3,7,0,602,595,0,7,0,583,19,1900,1298,47,63,371,3,2,11,3,6,1,2,51,11,5,7
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",81,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:41",1370,1365,0,5,0,518,513,0,5,0,497,21,1600,1082,43,88,238,1,0,6,4,19,1,3,61,16,11,6
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",77,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:06",1612,1605,1,6,0,656,650,0,6,0,636,20,1900,1244,76,118,270,4,0,6,4,9,6,2,82,32,18,9
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",75,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:22:37",1588,1579,0,9,0,649,640,0,9,0,624,25,1800,1151,63,101,323,4,1,3,0,3,5,5,71,26,14,5
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",78,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:00:47",1583,1575,0,8,0,619,611,0,8,0,600,19,1900,1281,68,103,276,1,1,5,6,6,4,6,86,16,15,7
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",76,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:22:27",1588,1568,1,8,11,570,551,0,8,11,554,16,1800,1230,84,80,250,2,6,8,2,6,6,6,72,16,8,8
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",44,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:36",1414,1407,0,7,0,520,513,0,7,0,506,14,1600,1080,54,67,239,2,2,3,5,9,4,3,79,16,18,5
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",43,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:19:21",1514,1506,1,6,1,629,622,0,6,1,607,22,1700,1071,97,112,246,4,1,5,1,10,3,3,78,16,23,8
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",41,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:00",1266,1257,1,8,0,503,495,0,8,0,490,13,1400,897,53,82,233,0,1,6,6,7,3,5,65,11,12,6
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",42,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:25",1475,1461,8,6,0,550,544,0,6,0,538,12,1700,1150,58,89,252,0,1,6,3,16,2,4,71,15,13,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE ŢIŢEICA” (FOSTA NR. 21)",147,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:14:06",1353,1338,5,10,0,571,560,1,10,0,550,20,1400,830,97,52,222,1,2,6,0,2,4,4,118,20,18,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE ŢIŢEICA” (FOSTA NR. 21)",146,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:12",1367,1356,4,7,0,576,569,0,7,0,555,21,1400,824,103,83,196,2,3,2,5,6,8,7,95,16,25,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” (FOSTA NR.16)",70,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:46:18",1756,1748,0,6,2,621,613,0,6,2,594,27,2000,1379,56,130,283,2,3,7,1,2,6,4,60,20,11,9
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” (FOSTA NR.16)",72,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:36",1659,1654,0,5,0,593,588,0,5,0,566,27,1900,1307,49,127,286,2,3,4,3,6,4,3,27,33,6,13
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” (FOSTA NR.16)",71,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:42",1712,1698,5,9,0,648,639,0,9,0,625,23,2000,1352,79,111,321,3,4,6,3,7,2,1,45,31,4,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION ŢUCULESCU” (FOSTA NR. 14)",134,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:53:13",1878,1857,8,6,7,756,743,0,6,7,737,19,2000,1244,84,153,296,6,1,6,4,12,13,12,99,21,18,12
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION ŢUCULESCU” (FOSTA NR. 14)",135,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 15:30:33",1929,1913,1,12,3,803,788,0,12,3,788,15,2000,1197,97,157,332,3,7,7,8,5,7,8,98,28,22,9
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",56,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:23:12",1809,1804,1,4,0,607,603,0,4,0,580,27,2000,1393,68,112,265,2,2,5,5,3,8,4,59,30,10,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",54,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:27:02",2003,1986,2,15,0,712,697,0,15,0,668,44,2200,1488,65,126,350,3,5,2,2,2,7,6,62,18,9,11
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",55,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:03",1892,1885,0,6,1,658,651,0,6,1,635,23,2100,1442,54,121,361,1,0,5,3,6,6,2,38,18,8,12
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",57,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:49",1764,1746,3,9,6,738,723,0,9,6,718,20,2000,1262,74,128,360,0,1,4,4,7,3,7,78,28,14,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR. 37)",17,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:01:07",1025,1012,1,12,0,373,361,0,12,0,364,8,1200,828,28,46,197,0,0,4,3,2,3,2,54,13,5,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR.37",15,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:58:58",1186,1147,1,38,0,469,430,1,38,0,444,17,1300,839,47,61,206,4,4,5,1,6,5,1,69,12,15,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR.37)",16,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:03:18",1257,1242,0,15,0,458,443,0,15,0,450,8,1400,942,47,69,227,1,3,4,2,4,4,9,58,7,9,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",95,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:09",1386,1375,3,8,0,470,462,0,8,0,458,12,1600,1130,54,71,231,0,0,10,2,5,4,0,47,20,4,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",94,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:09:48",1288,1277,2,9,0,454,445,0,9,0,442,12,1500,1046,47,83,196,5,2,9,2,9,7,0,48,15,12,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",98,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:14:41",1302,1291,2,8,1,453,444,0,8,1,442,11,1500,1047,59,66,227,2,3,8,4,7,0,3,30,12,9,12
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",96,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:14:37",1358,1350,0,8,0,498,490,0,8,0,480,18,1500,1002,44,67,248,2,1,13,2,11,5,5,54,12,10,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",97,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:15",1240,1229,0,11,0,470,459,0,11,0,447,23,1400,930,52,61,216,0,0,5,2,6,2,5,62,16,13,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE”",12,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:03:39",1360,1345,5,10,0,666,656,0,10,0,642,24,1600,934,110,81,239,5,7,3,2,10,2,5,122,20,26,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",159,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:24:23",1338,1320,6,12,0,578,566,0,12,0,562,16,1500,922,87,87,254,0,1,8,1,6,0,3,81,8,19,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",158,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:15:17",1208,1199,2,7,0,478,471,0,7,0,468,10,1300,822,73,68,187,1,5,3,2,6,8,4,75,10,21,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",157,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:52",1473,1460,3,10,0,674,664,0,10,0,664,10,1600,926,90,93,293,1,3,6,3,11,3,1,109,14,31,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",160,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:20:44",1290,1280,3,7,0,526,519,0,7,0,510,16,1400,874,51,80,236,0,0,8,1,12,2,4,68,22,17,9
17,DOLJ,"ŞCOALA GIMNAZIALĂ „NICOLAE ROMANESCU”",28,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:10",1413,1403,3,7,0,596,589,0,7,0,584,12,1600,1004,77,104,250,5,3,3,1,11,4,17,64,15,19,11
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",30,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:05",1247,1238,0,8,1,420,411,0,8,1,410,10,1500,1080,51,81,179,0,4,5,2,3,1,4,56,9,8,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",32,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:58",1010,998,3,7,2,373,363,1,7,2,361,12,1200,827,48,54,178,2,3,3,1,6,5,2,46,4,3,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",31,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:36",1212,1200,1,10,1,484,473,0,10,1,470,14,1400,916,54,65,237,2,3,2,3,9,4,3,67,9,8,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.22 ”MIRCEA ELIADE”",11,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:54",1101,1088,4,9,0,452,443,0,9,0,440,12,1200,748,52,51,186,0,0,3,1,2,4,5,94,9,24,9
17,DOLJ,"ŞCOALA GIMNAZIALA NR. 26 MOFLENI – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ANTON PAN” (FOSTA NR.13 BUCOVĂŢ)",58,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:08",1284,1275,1,8,0,455,447,0,8,0,423,32,1500,1045,47,131,159,1,4,1,1,0,3,4,34,29,6,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",170,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:39",1734,1726,2,6,0,578,572,0,6,0,557,21,1800,1222,52,132,273,2,1,3,4,8,5,1,35,31,3,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",169,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:41",1492,1487,2,3,0,605,602,0,3,0,588,17,1600,995,68,131,260,5,3,8,3,6,7,3,57,21,5,11
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",171,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:29:48",1478,1467,0,11,0,538,527,0,11,0,525,13,1600,1062,65,103,274,0,2,1,3,3,4,4,33,20,3,10
