precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMION AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂDULESCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NUICĂ IONUŢ-EDUARD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEORGHIU ANDREI-FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","NIŢU MARIANA-FORȚA DREPTEI-voturi","CĂLINOIU ANDREI-IONUŢ-PARTIDUL ROMÂNIA MARE-voturi","NICOLAE ION-PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",110,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:21",1052,1043,1,3,5,718,709,1,3,5,703,15,1160,442,332,236,94,13,11,3,14
40,VÂLCEA,"GRĂDINIȚA BULETA",295,MIHĂEŞTI,171325,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:42:50",1272,1225,0,33,14,801,754,0,33,14,775,26,1380,579,179,503,66,9,6,2,10
40,VÂLCEA,"GRĂDINIȚA CAPUL DEALULUI",105,"MUNICIPIUL DRĂGĂŞANI",167981,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:26:35",754,738,2,8,6,387,373,0,8,6,359,28,820,433,65,130,101,16,32,7,8
40,VÂLCEA,"GRĂDINIŢA CĂZĂNEŞTI",89,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:16:47",1003,995,0,7,1,499,491,0,7,1,473,26,1100,601,66,283,76,16,13,5,14
40,VÂLCEA,"GRĂDINIŢA CUMPENE",370,SLĂTIOARA,173061,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:12",403,395,1,7,0,240,233,0,7,0,227,13,500,260,70,113,25,2,2,3,12
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE",128,"ORAŞ BERBEŞTI",168602,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:22",1056,1023,2,19,12,558,525,2,19,12,529,29,1140,582,98,339,44,24,2,1,21
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL IZVORU",204,CREŢENI,169306,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:15",449,439,1,3,6,282,272,1,3,6,264,17,480,199,89,109,46,12,4,0,4
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1- PARTER",132,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:38",983,976,1,6,0,357,351,0,6,0,344,13,1080,723,126,170,22,9,1,2,14
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 (GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE)",127,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:16",867,856,0,10,1,370,359,0,10,1,354,16,950,580,76,207,38,12,4,5,12
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8",103,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:08",596,588,0,8,0,223,215,0,8,0,190,33,638,415,37,14,19,2,109,4,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL ROȘIA",161,ALUNU,168229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:49",429,422,0,7,0,289,282,0,7,0,269,20,460,171,38,192,29,6,0,1,3
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL SĂLIŞTE",283,MALAIA,171021,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:13",234,227,1,3,3,168,162,0,3,3,164,4,250,82,69,80,5,1,0,4,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL SAT BERCIOIU",176,BUDEŞTI,168791,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:50",309,300,1,7,1,195,186,1,7,1,186,9,330,135,80,82,11,4,3,0,6
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL SAT LINIA",177,BUDEŞTI,168791,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:30",575,559,2,12,2,280,266,0,12,2,265,15,620,340,93,122,18,17,3,3,9
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL, SAT LUNCA-SALA DE EVENIMENTE PARTER",183,BUJORENI,168880,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:54",671,663,0,6,2,332,324,0,6,2,317,15,730,398,162,123,16,4,6,2,4
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL STREMINOASA",205,CREŢENI,169306,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:43",486,466,0,12,8,314,294,0,12,8,298,16,510,196,56,223,15,1,2,0,1
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ŢUŢURU",253,GRĂDIŞTEA,170346,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:22",1003,913,0,41,49,709,619,0,41,49,687,22,1060,351,78,494,62,20,1,5,27
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ZGUBEA",356,ROŞIILE,172698,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:32",271,257,0,12,2,192,180,0,12,0,184,8,279,86,93,55,27,6,0,1,2
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT",133,"ORAŞ BREZOI",167794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:07:56",943,939,0,4,0,471,467,0,4,0,356,115,1040,569,142,152,33,9,3,4,13
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”COZIA”",39,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:07",1073,1061,3,8,1,490,480,1,8,1,479,11,1170,680,76,259,63,34,28,7,12
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”COZIA”",38,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:49",1339,1317,3,19,0,627,607,1,19,0,606,21,1430,803,112,309,65,67,30,11,12
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",8,"MUNICIPIUL RÂMNICU VÂLCEA",167473,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:51:18",908,896,3,9,0,415,406,0,9,0,403,12,980,565,75,212,33,36,27,3,17
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",7,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:01",945,943,0,2,0,411,409,0,2,0,390,21,1050,639,54,218,43,31,20,7,17
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",6,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:37",923,916,0,7,0,412,405,0,7,0,399,13,1050,638,61,217,57,20,15,5,24
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 2",96,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:38",1226,1215,0,11,0,554,543,0,11,0,535,19,1340,786,115,194,106,32,64,8,16
40,VÂLCEA,"GRADINITA CU PROGRAM PRELUNGIT OSTROVENI",90,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:45",1284,1265,6,13,0,651,638,0,13,0,635,16,1340,689,80,386,71,41,29,4,24
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI I",59,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:29:11",1231,1219,0,12,0,542,530,0,12,0,519,23,1350,808,54,297,71,43,14,11,29
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",69,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:44:22",1190,1179,0,11,0,471,460,0,11,0,450,21,1303,832,53,244,62,41,16,6,28
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",68,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:12",969,963,0,6,0,379,373,0,6,0,374,5,1060,681,56,212,45,25,13,4,19
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",66,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:28",1261,1254,0,7,0,558,551,0,7,0,544,14,1390,832,80,292,82,48,16,9,17
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",67,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:42",1332,1327,0,5,0,561,556,0,5,0,545,16,1460,899,67,358,49,38,11,0,22
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT TĂTĂRANI, ORAȘ BĂBENI",112,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:29",472,461,1,7,3,273,263,0,7,3,267,6,510,237,104,125,20,10,1,4,3
40,VÂLCEA,"GRĂDINIȚA CU PROGROGRAM NORMAL SAT LINIA",178,BUDEŞTI,168791,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:28",917,907,2,8,0,461,453,0,8,0,447,14,1000,539,135,203,36,30,13,6,24
40,VÂLCEA,"GRĂDINIŢA DEZROBIŢI",229,FRÂNCEŞTI,169896,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:26",558,546,1,11,0,333,321,1,11,0,305,28,600,267,133,120,39,3,4,3,3
40,VÂLCEA,"GRĂDINIŢA DOBRUŞA DE SUS",398,ŞTEFĂNEŞTI,173748,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:04",464,439,0,13,12,326,302,0,13,11,306,20,500,174,66,196,22,8,4,2,8
40,VÂLCEA,"GRĂDINIŢA GRECI",285,MATEEŞTI,171067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:42:08",470,423,0,21,26,319,275,0,21,23,298,21,500,181,71,196,10,7,3,2,9
40,VÂLCEA,"GRĂDINIŢA I.C. BRĂTIANU",97,"MUNICIPIUL DRĂGĂŞANI",167981,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 10:26:14",866,858,0,8,0,469,461,0,8,0,420,49,950,481,90,116,126,14,57,5,12
40,VÂLCEA,"GRĂDINIŢA IZBĂŞEŞTI",304,MILCOIU,171469,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:54",196,167,2,27,0,144,116,1,27,0,140,4,190,46,9,74,46,3,3,1,4
40,VÂLCEA,"GRĂDINIȚA MIHĂEȘTI",296,MIHĂEŞTI,171325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:33",952,930,1,15,6,579,558,0,15,6,545,14,1030,471,133,354,24,11,12,2,9
40,VÂLCEA,"GRĂDINIŢA MILEŞTI",219,FĂUREŞTI,169583,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:22",509,485,0,12,12,305,281,0,12,12,297,8,540,235,187,68,23,5,1,2,11
40,VÂLCEA,"GRĂDINIŢA NEGRENI",230,FRÂNCEŞTI,169896,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:57:23",376,371,0,5,0,239,234,0,5,0,224,15,410,171,79,112,16,5,8,1,3
40,VÂLCEA,"GRĂDINIŢA ŞERBĂNEŞTI",399,ŞTEFĂNEŞTI,173748,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 13:19:43",679,634,0,22,23,482,437,0,22,23,418,64,690,208,105,262,32,13,1,2,3
40,VÂLCEA,"GRĂDINIŢA SILEA",321,ORLEŞTI,171879,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:09:30",845,821,0,6,18,531,507,0,6,18,497,34,900,369,238,194,21,7,35,0,2
40,VÂLCEA,"GRĂDINIŢA STUPĂREI",300,MIHĂEŞTI,171325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:31",780,762,0,12,6,422,405,0,12,5,403,19,830,408,106,243,32,5,3,5,9
40,VÂLCEA,"GRĂDINIŢA ULMETU",196,COPĂCENI,169182,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:50",1052,1029,0,23,0,679,656,0,23,0,645,34,1160,481,74,453,92,9,2,0,15
40,VÂLCEA,"GRĂDINIŢA VALEA MARE",420,"VALEA MARE",174085,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:27",546,489,0,46,11,364,307,0,46,11,359,5,540,176,168,154,22,10,2,0,3
40,VÂLCEA,"GRĂDINIŢA VIIŞOARA",233,FRÂNCEŞTI,169896,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:24:29",228,219,0,9,0,147,138,0,9,0,134,13,240,93,55,55,9,11,3,0,1
40,VÂLCEA,"GRUP ȘCOLAR PREDA BUZESCU",130,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:41:35",879,868,0,4,7,472,461,0,4,7,437,35,960,488,122,242,34,20,4,4,11
40,VÂLCEA,"LICEUL CONSTANTIN BRÂNCOVEANU",147,"ORAŞ HOREZU",168041,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:46:40",1186,1167,3,14,2,660,642,2,14,2,628,32,1280,620,117,336,54,77,12,16,16
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",12,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:50",1178,1170,0,8,0,540,532,0,8,0,519,21,1300,760,59,299,70,40,17,8,26
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",11,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:02",947,940,0,7,0,427,420,0,7,0,413,14,1030,603,75,194,61,49,21,8,5
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",9,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:57",981,970,1,10,0,414,404,0,10,0,397,17,1070,656,62,207,53,34,19,3,19
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",13,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:05",778,767,0,11,0,329,318,0,11,0,322,7,840,511,59,168,40,28,18,3,6
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",10,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:05",1010,998,0,12,0,452,440,0,12,0,431,21,1100,648,74,219,68,30,16,10,14
40,VÂLCEA,"LICEUL ”GEORGE ŢĂRNEA”, ORAȘ BĂBENI",108,"ORAŞ BĂBENI",168372,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:47",993,987,2,4,0,506,505,0,1,0,484,22,1100,594,132,241,60,24,9,5,13
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",3,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:01",1251,1244,7,0,0,520,513,7,0,0,508,12,1380,860,73,257,81,43,28,13,13
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",5,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:41",1140,1133,1,6,0,509,503,0,6,0,488,21,1260,751,85,237,65,41,29,8,23
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",4,"MUNICIPIUL RÂMNICU VÂLCEA",167473,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:36:55",1178,1172,1,5,0,442,436,1,5,0,421,14,1310,875,58,217,63,35,28,8,12
40,VÂLCEA,"LICEUL TEHNOLOGIC BĂILE GOVORA",116,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:00",792,699,1,83,9,638,545,1,83,9,612,26,850,212,155,386,26,24,6,3,12
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",94,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:49",1328,1315,3,10,0,596,585,1,10,0,557,39,1450,854,126,208,128,17,59,4,15
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",95,"MUNICIPIUL DRĂGĂŞANI",167981,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:32:19",1226,1216,2,8,0,541,533,0,8,0,507,34,1350,809,84,184,123,28,71,5,12
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU - ȘCOALA PROFESIONALĂ",101,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:01",1176,1165,0,11,0,603,592,0,11,0,547,56,1320,717,128,154,141,16,90,7,11
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",40,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:19",1012,996,4,10,2,431,421,0,8,2,409,22,1120,689,80,201,44,44,23,8,9
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",41,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:52",913,905,3,4,1,439,431,3,4,1,428,11,1010,571,99,214,35,44,15,8,13
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",42,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:30",1093,1083,2,8,0,547,538,1,8,0,503,44,1200,653,88,248,67,37,28,9,26
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEȘOIANU”",43,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:20",939,927,2,10,0,409,399,0,10,0,383,26,1020,611,51,206,58,24,11,18,15
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",62,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:06",814,806,0,8,0,331,323,0,8,0,318,13,890,559,43,188,41,19,14,9,4
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",61,"MUNICIPIUL RÂMNICU VÂLCEA",167473,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:56",731,721,0,10,0,289,279,0,10,0,275,13,800,512,39,155,43,15,6,6,11
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",64,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:00",731,725,0,6,0,335,329,0,6,0,322,13,830,495,44,174,48,17,21,6,12
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",60,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:36",817,809,3,5,0,330,325,0,5,0,326,4,890,560,59,182,33,23,14,6,9
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",65,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:16:54",783,776,0,7,0,319,312,0,7,0,313,6,860,541,38,202,34,21,8,6,4
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",63,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:27",1144,1139,0,5,0,510,505,0,5,0,497,13,1230,720,66,303,46,38,15,5,24
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",20,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:52",861,853,0,8,0,356,348,0,8,0,349,7,940,584,72,161,62,29,8,9,8
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",19,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:32",828,796,2,6,24,411,381,0,6,24,402,9,890,479,59,213,44,41,27,5,13
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",18,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:53",921,913,1,7,0,443,436,0,7,0,421,22,1010,567,82,197,49,45,24,8,16
40,VÂLCEA,"LICEUL TEHNOLOGIC JUSTINIAN MARINA",118,"ORAŞ BĂILE OLĂNEŞTI",167696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:48:06",1454,1422,1,22,9,924,893,0,22,9,896,28,1560,636,145,513,82,25,99,14,18
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",122,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:50",755,744,0,10,1,358,347,0,10,1,344,14,820,462,211,78,37,6,2,3,7
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",121,"ORAŞ BĂLCEŞTI",168452,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:48:23",999,986,1,8,4,510,498,0,8,4,483,27,1090,580,281,129,32,22,2,5,12
40,VÂLCEA,"LICEUL TEORETIC",287,MĂCIUCA,171101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:46",732,640,1,56,35,528,437,0,56,35,514,14,750,222,289,170,40,7,3,1,4
40,VÂLCEA,"LICEUL TEORETIC VIRGIL IERUNCA LĂDEȘTI",268,LĂDEŞTI,170685,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:02",818,688,1,89,40,579,450,0,89,40,558,21,760,181,77,395,35,10,31,3,7
40,VÂLCEA,"LOCALUL PRIMĂRIEI VOINEASA",428,VOINEASA,174254,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:12",634,618,0,8,8,421,405,0,8,8,398,23,680,259,120,190,28,18,31,4,7
40,VÂLCEA,"OCOLUL SILVIC LOVIŞTEA",349,RACOVIŢA,172509,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:40",132,120,0,12,0,117,105,0,12,0,115,2,160,43,57,50,4,1,1,1,1
40,VÂLCEA,"PASAJ PIETONAL",36,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:24",655,645,3,7,0,277,269,1,7,0,273,4,710,433,46,132,37,28,18,3,9
40,VÂLCEA,"PASAJ PIETONAL",35,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:02",812,804,0,8,0,394,386,0,8,0,381,13,880,486,64,213,33,39,26,3,3
40,VÂLCEA,"PASAJ PIETONAL",37,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:04",885,868,2,8,7,431,416,0,8,7,411,20,960,529,78,241,36,31,12,4,9
40,VÂLCEA,"PRIMĂRIA MILCOIU",302,MILCOIU,171469,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:11:50",310,273,1,35,1,230,193,1,35,1,220,10,310,80,40,109,37,9,4,6,15
40,VÂLCEA,"PRIMĂRIA ORAŞULUI BĂBENI",107,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:09",1721,1689,2,22,8,983,953,0,22,8,912,71,1870,887,211,445,147,60,19,9,21
40,VÂLCEA,"SALA DE SPORT DE LA LICEUL TEORETIC GRĂDIŞTEA",251,GRĂDIŞTEA,170346,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:09",352,314,0,22,16,224,186,0,22,16,209,15,360,136,25,135,23,19,5,1,1
40,VÂLCEA,"S.C. ALFA FARM S.R.L.",109,"ORAŞ BĂBENI",168372,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:55",787,781,0,6,0,467,461,0,6,0,458,9,860,393,211,186,35,11,4,3,8
40,VÂLCEA,"ŞCOALA BĂBUEŞTI",207,DĂEŞTI,169351,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:14",76,67,0,9,0,46,37,0,9,0,44,2,80,34,31,9,3,0,0,1,0
40,VÂLCEA,"ȘCOALA BĂRBUCENI",344,PRUNDENI,172457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:27:58",887,863,0,12,12,484,460,0,12,12,467,17,970,486,89,320,28,5,7,6,12
40,VÂLCEA,"ŞCOALA BRATIA DIN DEAL",235,GALICEA,169994,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:59",308,300,0,5,3,225,217,0,5,3,217,8,340,115,39,150,22,2,2,0,2
40,VÂLCEA,"ŞCOALA BRATIA DIN VALE",236,GALICEA,169994,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:20",360,352,0,8,0,229,221,0,8,0,217,12,390,161,39,153,12,5,3,0,5
40,VÂLCEA,"ȘCOALA CĂLINA",345,PRUNDENI,172457,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:03:00",1137,1104,0,29,4,645,612,0,29,4,610,35,1220,575,164,304,81,19,10,10,22
40,VÂLCEA,"ŞCOALA CÎRSTĂNEŞTI",323,OTEŞANI,171931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:17",1054,998,0,14,42,760,704,0,14,42,726,34,1150,390,377,256,51,12,2,1,27
