precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUPŞA OVIDIU-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONSTANTINESCU HORIA-MIRON-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIŢAC VERGIL-PARTIDUL NAȚIONAL LIBERAL-voturi","CRUCERU VICTOR-PARTIDUL ROMÂNIA MARE-voturi","BÎLBĂ ADRIAN-PARTIDUL ECOLOGIST ROMÂN-voturi","ESERGHEP GIHAN-ERDAL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MITULESCU MARIUS-AURELIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CEZARA-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ION STELIAN-CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BERECHET VALENTIN-voturi","OVANESIAN FELICIA-NADINA-voturi","PRISĂCARU SORIN-voturi","POPESCU GEORGE-ANDREI-voturi","VOINEAGU EUGEN-voturi"
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE DUCA”",88,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:43:27",1608,1597,1,10,0,652,642,0,10,0,612,22,1800,1148,81,179,172,1,9,4,11,5,96,3,29,5,10,7
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE MIRON COSTIN” (INDUSTRIE ALIMENTARA)",72,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:33",1211,1201,0,10,0,509,499,0,10,0,504,5,1201,692,77,119,141,9,8,8,18,7,82,5,20,2,2,6
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE MIRON COSTIN” (INDUSTRIE ALIMENTARA)",73,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:33",1544,1531,4,9,0,569,560,0,9,0,547,22,1700,1131,69,124,145,3,17,9,18,9,94,16,22,5,9,7
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”IOAN N.ROMAN” (ŞCOALA NR.25)",12,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:47",1045,1038,2,5,0,418,413,0,5,0,409,9,1100,682,43,59,143,3,9,4,4,10,106,8,11,0,6,3
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”IOAN N.ROMAN” (ŞCOALA NR.25)",13,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:09",1017,1003,4,10,0,461,451,0,10,0,452,9,1100,639,56,86,141,5,7,14,12,4,91,7,19,2,5,3
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",148,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:49",722,706,9,7,0,300,292,1,7,0,274,26,800,500,34,62,80,2,12,4,7,4,47,5,13,1,2,1
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",149,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:45:20",1036,1030,1,5,0,444,439,0,5,0,430,14,1100,656,38,101,126,2,9,1,11,5,88,13,25,0,5,6
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",150,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:06",747,718,21,8,0,287,279,0,8,0,279,8,800,513,28,77,76,2,5,4,3,6,59,3,14,1,1,0
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",146,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:23",432,426,0,6,0,191,185,0,6,0,187,4,500,309,20,43,60,2,7,2,1,4,31,1,11,1,1,3
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",147,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:46",815,800,6,9,0,274,265,0,9,0,261,13,900,626,22,64,82,1,6,16,9,4,35,4,11,0,5,2
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",145,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:53",536,526,2,8,0,194,186,0,8,0,188,6,600,406,26,43,38,5,4,4,7,1,41,3,12,1,3,0
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",144,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:18",850,829,10,11,0,370,359,0,11,0,360,10,900,530,44,75,92,2,10,10,5,6,87,3,19,1,5,1
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",138,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:41",968,958,1,9,0,441,432,0,9,0,425,16,1100,659,45,87,112,3,19,5,9,11,93,7,24,6,4,0
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",136,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:44:47",1045,1025,8,10,2,468,456,0,10,2,453,15,1100,632,57,107,118,2,13,10,11,5,97,6,22,4,0,1
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",137,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,P,P_SV,"2024-06-10 19:43:45",993,981,2,10,0,495,485,0,10,0,485,10,1100,605,51,90,162,6,15,7,11,1,97,9,23,2,7,4
14,CONSTANŢA,"LICEUL TEORETIC ” LUCIAN BLAGA”",47,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:48",1667,1663,0,4,0,697,693,0,4,0,676,21,1800,1103,70,163,168,8,11,19,31,18,132,16,32,3,3,2
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",53,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:39",1442,1435,0,7,0,625,618,0,7,0,603,22,1600,975,61,143,173,7,5,11,19,13,119,13,19,3,7,10
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",50,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:55",1565,1561,2,2,0,673,671,0,2,0,654,19,1700,1027,65,162,179,5,13,12,19,14,128,21,17,5,9,5
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",51,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:30",1597,1582,8,7,0,677,670,0,7,0,660,17,1708,1031,91,120,207,2,12,15,15,11,127,13,22,3,11,11
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",52,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:42",1419,1414,0,5,0,619,614,0,5,0,599,20,1600,981,61,122,170,3,11,5,18,10,133,12,29,4,13,8
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",48,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:11:31",1684,1676,4,4,0,613,609,0,4,0,592,21,1800,1187,90,126,167,8,3,12,33,7,91,8,25,4,11,7
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",49,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:19",1426,1416,2,8,0,623,615,0,8,0,601,22,1600,977,62,146,174,5,21,11,26,10,111,7,17,1,6,4
14,CONSTANŢA,"LICEUL TEORETIC ”OVIDIUS”",31,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:17:14",1196,1179,1,6,10,551,535,0,6,10,531,20,1300,749,48,95,182,4,11,9,23,4,96,17,29,2,6,5
14,CONSTANŢA,"LICEUL TEORETIC ”OVIDIUS”",30,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:29:27",1459,1452,3,4,0,597,593,0,4,0,588,9,1500,903,54,117,165,5,9,16,24,8,138,8,27,6,2,9
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",18,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:09:17",1281,1276,0,4,1,580,575,0,4,1,568,12,1400,820,61,83,205,4,12,7,13,10,121,12,26,2,7,5
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",17,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:12",413,405,3,5,0,197,191,1,5,0,186,11,700,503,19,26,58,2,5,1,1,3,41,4,22,1,0,3
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",16,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:08:01",777,769,2,6,0,350,344,0,6,0,338,12,900,550,35,62,88,6,7,9,9,5,81,6,16,5,4,5
14,CONSTANŢA,"PALATUL COPIILOR",167,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:54",677,673,0,4,0,305,301,0,4,0,295,10,700,395,18,57,98,2,5,5,7,3,77,4,18,0,1,0
14,CONSTANŢA,"PALATUL COPIILOR",168,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:19",566,560,0,6,0,231,225,0,6,0,228,3,600,369,13,40,66,3,6,5,8,3,70,1,5,2,4,2
14,CONSTANŢA,"PRO GRUP EXCLUSIV AUTO ENB-SHOWROOM SEAT",208,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 18:48:51",1483,1476,0,7,0,639,632,0,7,0,622,17,1600,961,58,87,224,3,11,11,9,6,168,3,29,3,4,6
14,CONSTANŢA,"SC MAMAIA SA",211,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:00",673,620,45,8,0,247,239,0,8,0,244,3,700,453,25,48,91,0,2,7,5,4,53,0,7,0,1,1
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",126,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:15:31",1945,1938,0,6,1,704,697,0,6,1,669,35,2000,1296,124,220,149,7,12,22,27,7,60,9,20,5,5,2
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",127,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-11 15:47:59",1797,1790,0,7,0,742,735,0,7,0,718,24,1900,1158,75,154,181,7,13,4,10,10,192,15,40,3,9,5
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",128,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:14",1653,1645,3,5,0,741,736,0,5,0,720,21,1800,1059,77,127,221,5,21,10,19,8,164,22,33,0,5,8
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",129,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:56",1864,1853,0,11,0,788,777,0,11,0,777,11,1900,1112,64,164,215,3,21,9,17,11,200,15,35,5,10,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36 )",125,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:48",1937,1927,0,9,1,877,867,0,9,1,862,15,2000,1123,109,128,275,6,15,9,9,18,227,16,31,4,7,8
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",56,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:35",847,837,2,8,0,325,316,1,8,0,314,11,901,576,45,68,96,1,5,10,8,3,61,6,7,2,2,0
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",55,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:40",1817,1811,0,6,0,709,703,0,6,0,687,22,1900,1191,86,134,228,7,10,14,29,11,111,7,28,4,7,11
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",54,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:26",1415,1410,1,4,0,645,641,0,4,0,621,24,1410,765,104,125,153,4,13,16,25,8,108,18,32,3,10,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA ”MARIN SORESCU” (SCOALA NR. 20 )",89,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:25",795,790,0,5,0,304,299,0,5,0,295,9,900,596,43,68,69,5,8,8,22,1,46,6,8,4,4,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",112,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:24",1106,1096,3,5,2,564,557,0,5,2,552,12,1200,636,53,115,183,5,10,7,14,8,102,21,16,3,10,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",115,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:30",1386,1380,0,6,0,561,555,0,6,0,551,10,1500,939,66,126,188,9,6,5,16,6,91,3,25,2,1,7
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",111,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:28",1345,1338,0,7,0,561,554,0,7,0,539,22,1500,939,76,104,147,6,9,11,12,11,114,9,22,5,6,7
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",114,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:10",1435,1430,1,4,0,618,614,0,4,0,594,24,1600,982,87,118,171,4,7,11,11,12,114,13,28,3,13,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",113,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:56",1671,1664,3,4,0,784,780,0,4,0,764,20,1900,1116,102,140,263,5,17,11,17,5,109,35,34,7,12,7
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 11 ”DR.CONSTANTIN ANGELESCU”",205,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:04",1385,1375,1,9,0,663,654,0,9,0,644,19,1500,837,73,122,189,7,27,12,17,3,138,22,20,5,5,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 11 ”DR.CONSTANTIN ANGELESCU”",204,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:11",1213,1208,1,4,0,598,594,0,4,0,577,21,1300,702,54,95,208,2,13,8,12,7,127,13,33,2,1,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 12 ”B. P. HASDEU”",123,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 18:46:32",1627,1617,0,10,0,711,701,0,10,0,681,30,1800,1089,73,148,202,6,13,16,14,6,128,20,35,2,13,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 12 ”B. P. HASDEU”",124,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:30:07",1359,1350,2,7,0,525,518,0,7,0,494,31,1500,975,64,82,152,3,9,13,13,8,107,9,27,2,4,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.14",139,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:21:56",1992,1976,10,5,1,873,866,1,5,1,844,27,2000,1127,110,174,226,7,13,10,27,7,220,19,22,1,4,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.14",141,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 18:49:50",1396,1389,1,5,1,555,549,0,5,1,538,17,1500,945,85,116,137,3,9,15,15,14,115,3,13,2,5,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.14",140,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:37",1749,1742,0,6,1,728,721,0,6,1,700,28,1900,1172,94,148,210,6,6,6,22,6,148,13,29,4,3,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",46,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:13",1441,1434,1,6,0,639,633,0,6,0,619,20,1600,961,63,156,198,10,10,7,22,9,99,12,22,4,4,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",45,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:26",1436,1421,2,13,0,540,527,0,13,0,532,8,1600,1060,60,121,145,13,9,10,12,9,97,9,29,5,9,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",42,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:48",1535,1526,1,8,0,696,688,0,8,0,675,21,1700,1004,68,139,196,11,13,9,11,7,159,17,35,4,4,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",44,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:40",1565,1541,3,21,0,677,673,0,4,0,655,20,1700,1025,51,131,217,3,13,15,10,7,137,12,31,8,12,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",43,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:41",1502,1498,0,4,0,584,580,0,4,0,572,12,1600,1016,67,141,167,11,12,16,26,7,74,9,21,7,9,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 17 ”ION MINULESCU”",59,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:06",1653,1646,2,5,0,668,663,0,5,0,655,13,1800,1132,97,141,176,1,21,9,18,11,108,13,27,7,17,9
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 17 ”ION MINULESCU”",60,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:16",1573,1565,3,5,0,730,724,1,5,0,711,19,1700,970,113,149,196,7,9,17,30,11,114,13,31,5,8,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 17 ”ION MINULESCU”",57,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:42",1808,1802,0,5,1,744,738,0,5,1,729,9,1900,1162,98,130,217,6,10,17,28,8,148,12,35,4,8,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 17 ”ION MINULESCU”",58,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:17",1816,1808,0,8,0,764,756,0,8,0,742,22,1900,1136,84,146,235,9,15,16,31,14,131,13,30,6,7,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”",70,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:04:07",1209,1198,0,11,0,513,502,0,11,0,507,6,1300,787,45,123,155,7,11,1,11,11,94,6,28,5,8,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”",71,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:43:26",1023,1011,3,9,0,491,482,0,9,0,482,9,1100,609,53,133,132,7,10,9,13,3,85,11,18,1,1,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”",69,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:46:29",1692,1686,1,5,0,684,679,0,5,0,671,10,1900,1219,98,170,177,13,18,13,23,9,104,9,22,6,6,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”",68,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:53",1142,1135,0,7,0,491,484,0,7,0,476,15,1300,809,48,83,161,2,15,11,11,5,95,10,18,5,9,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 22 ”I.C.BRATIANU”",91,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:02",1212,1198,0,14,0,490,476,0,14,0,476,14,1300,810,67,124,106,4,9,8,33,8,80,6,14,6,6,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 22 ”I.C.BRATIANU”",90,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:46:37",1716,1709,2,5,0,652,646,1,5,0,626,26,1709,771,109,156,126,6,11,5,21,10,117,13,21,7,11,13
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.23 ”CONSTANTIN BRÂNCOVEANU”",100,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:50:12",1406,1397,3,6,0,590,584,0,6,0,585,5,1500,910,64,132,159,5,12,6,16,8,112,18,39,3,5,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.23 ”CONSTANTIN BRÂNCOVEANU”",101,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:20",1610,1600,1,9,0,711,702,0,9,0,687,24,1800,1089,68,115,211,6,13,9,16,10,168,18,35,10,2,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.23 ”CONSTANTIN BRÂNCOVEANU”",102,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:23:08",1856,1842,5,9,0,831,822,0,9,0,813,18,1900,1069,66,161,228,4,6,5,14,9,233,15,49,4,15,4
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NR.23 ”CONSTANTIN BRÂNCOVEANU”",103,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:13",1802,1790,1,10,1,818,807,0,10,1,793,25,1800,982,92,152,230,7,13,10,27,10,186,15,37,3,9,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 24 ”ION JALEA”",21,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:49:02",1393,1383,1,9,0,670,661,0,9,0,658,12,1500,830,57,150,208,8,8,6,11,6,154,15,18,3,8,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 24 ”ION JALEA”",20,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:49",1079,1068,1,10,0,537,527,0,10,0,520,17,1200,663,48,93,167,3,14,10,6,7,127,8,21,1,3,12
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 24 ”ION JALEA”",19,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 17:03:50",1196,1182,1,12,1,540,527,0,12,1,532,8,1300,760,65,80,183,1,6,11,17,5,120,14,21,2,5,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.28 ” DAN BARBILIAN”",6,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:06:02",427,414,2,11,0,175,164,0,11,0,170,2,500,328,23,21,66,0,3,0,6,1,35,7,6,0,2,0
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 29 ”MIHAI VITEAZUL”",153,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:15",702,693,0,9,0,318,309,0,9,0,313,5,800,482,32,79,66,1,11,7,5,3,68,6,23,1,10,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 29 ”MIHAI VITEAZUL”",152,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:51",595,580,1,13,1,228,214,0,13,1,225,3,600,372,24,64,62,1,1,3,8,6,40,3,10,1,2,0
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 29 ”MIHAI VITEAZUL”",154,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:06:27",1147,1139,2,6,0,464,458,0,6,0,456,8,1300,836,37,92,146,0,8,9,4,10,99,14,25,3,5,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.30 ”GHEORGHE ŢIŢEICA”",176,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:59",808,797,4,7,0,405,398,0,7,0,394,11,900,495,35,64,154,4,9,9,5,3,74,10,14,2,9,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.30 ”GHEORGHE ŢIŢEICA”",177,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:47",770,766,0,4,0,354,350,0,4,0,349,5,800,446,25,56,126,4,13,7,7,4,86,9,9,2,0,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.30 ”GHEORGHE ŢIŢEICA”",175,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:35:46",1139,1139,0,0,0,425,425,0,0,0,412,13,1300,875,33,61,167,4,12,9,12,7,76,9,15,1,1,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 31",85,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:10:00",1456,1451,0,5,0,506,501,0,5,0,493,13,1600,1094,71,138,127,6,6,8,31,3,68,9,19,2,2,3
