precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GLIGA DUMITRIŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","TOGĂNEL CRISTINA-MARA-PARTIDUL NAȚIONAL LIBERAL-voturi","PÉTER FERENC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BIRO DANIEL-RĂZVAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GIURGIU ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MAŞCA DAN-SORIN-PARTIDUL OAMENILOR LIBERI-voturi","DEGAN AXENTE-CIPRIAN-PARTIDUL ROMÂNIA MARE-voturi","MÁTHÉ ZSOLT-PÉTER-voturi"
28,MUREŞ,"CĂMINUL CULTURAL CRĂIEȘTI",221,ADĂMUŞ,115076,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:53",844,819,0,0,25,398,373,0,0,25,388,10,930,532,42,22,249,65,5,3,1,1
28,MUREŞ,"CĂMINUL CULTURAL CRISTEȘTI",329,CRISTEŞTI,114355,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:02",1437,1417,5,3,12,767,752,0,3,12,740,27,1580,813,137,138,313,76,51,16,4,5
28,MUREŞ,"CĂMINUL CULTURAL CULPIU",299,"CEUAŞU DE CÂMPIE",115959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:12",324,316,0,8,0,181,173,0,8,0,162,19,350,169,6,12,111,24,4,1,1,3
28,MUREŞ,"CĂMINUL CULTURAL DANES",340,DANEŞ,116493,8,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:32:54",975,963,0,9,3,521,509,0,9,3,500,21,1070,549,238,156,6,55,30,7,3,5
28,MUREŞ,"CĂMINUL CULTURAL DRĂCULEA BANDULUI",250,BAND,115389,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:39",95,89,0,6,0,46,40,0,6,0,45,1,100,54,12,11,4,15,1,1,1,0
28,MUREŞ,"CĂMINUL CULTURAL DUMBRĂVIOARA",358,ERNEI,116652,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:40:52",1482,1457,1,1,23,682,658,0,1,23,659,23,1630,948,36,8,592,15,4,1,0,3
28,MUREŞ,"CĂMINUL CULTURAL EREMIENI",280,BERENI,120511,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:18:37",199,191,1,0,7,134,127,0,0,7,134,0,220,86,0,0,134,0,0,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL ERNEI",355,ERNEI,116652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:00",890,860,0,1,29,467,439,0,1,27,445,22,980,513,25,4,396,6,6,3,2,3
28,MUREŞ,"CĂMINUL CULTURAL GĂLĂȚENI",480,PĂSĂRENI,118753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:01",533,528,1,4,0,308,303,1,4,0,296,12,580,272,17,5,268,5,0,0,0,1
28,MUREŞ,"CĂMINUL CULTURAL GHEJA-LUDUȘ",163,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:10",1274,1260,4,8,2,700,690,0,8,2,671,29,1390,690,323,191,4,95,39,3,5,11
28,MUREŞ,"CĂMINUL CULTURAL GHEORGHE DOJA",382,"GHEORGHE DOJA",116983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:55",403,373,1,10,19,203,173,1,10,19,201,2,430,227,6,3,185,2,3,0,2,0
28,MUREŞ,"CĂMINUL CULTURAL GHINDARI",387,GHINDARI,117042,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:20",1258,1237,5,3,13,472,456,0,3,13,401,71,1400,928,22,5,349,8,3,4,5,5
28,MUREŞ,"CAMINUL CULTURAL GLAJARIE",411,GURGHIU,117319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:35",1390,1376,1,4,9,700,687,0,4,9,672,28,1508,808,38,46,528,15,40,2,2,1
28,MUREŞ,"CĂMINUL CULTURAL GRUIȘOR",212,ACĂŢARI,114970,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:05:10",315,299,0,3,13,162,146,0,3,13,156,6,349,187,2,1,150,0,2,0,0,1
28,MUREŞ,"CAMINUL CULTURAL GURGHIU",407,GURGHIU,117319,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:34:21",728,726,0,2,0,333,331,0,2,0,321,12,800,467,80,140,25,49,25,0,1,1
28,MUREŞ,"CĂMINUL CULTURAL GURGHIU",406,GURGHIU,117319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:41",880,875,1,4,0,515,511,0,4,0,486,29,970,455,83,221,30,91,52,4,1,4
28,MUREŞ,"CĂMINUL CULTURAL HĂRŢĂU",476,PĂNET,118691,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:11",274,271,0,3,0,127,124,0,3,0,122,5,303,176,16,13,77,11,1,2,1,1
28,MUREŞ,"CĂMINUL CULTURAL HERGHELIA",300,"CEUAŞU DE CÂMPIE",115959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:12:03",366,346,8,12,0,198,186,0,12,0,177,21,380,182,55,36,20,37,15,4,9,1
28,MUREŞ,"CĂMINUL CULTURAL ICLAND",359,ERNEI,116652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:16",330,318,3,1,8,177,166,2,1,8,172,5,355,178,10,2,151,5,3,0,0,1
28,MUREŞ,"CĂMINUL CULTURAL ”IERNUŢENI”",97,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:29",1382,1366,7,3,6,693,684,0,3,6,673,20,1500,807,206,101,213,47,81,15,6,4
28,MUREŞ,"CĂMINUL CULTURAL ILIENI",383,"GHEORGHE DOJA",116983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:06",327,305,0,4,18,182,160,0,4,18,180,2,360,178,0,1,176,2,0,0,0,1
28,MUREŞ,"CĂMINUL CULTURAL JACODU",562,VEŢCA,120174,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:46:45",189,188,0,1,0,98,97,0,1,0,89,9,210,112,2,0,83,3,0,1,0,0
28,MUREŞ,"CĂMINUL CULTURAL LEORDENI",384,"GHEORGHE DOJA",116983,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:41",314,296,0,3,15,170,152,0,3,15,169,1,335,165,5,6,145,3,6,0,0,4
28,MUREŞ,"CĂMINUL CULTURAL LUNCA- MUREŞ - SALA MICĂ",230,ALUNIŞ,115147,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:04:42",535,504,0,8,23,334,303,0,8,23,318,16,556,222,14,4,283,5,6,2,2,2
28,MUREŞ,"CĂMINUL CULTURAL MERIȘOR",393,GLODENI,117113,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:09",119,112,0,6,1,89,82,0,6,1,85,4,130,41,15,7,4,55,0,0,4,0
28,MUREŞ,"CĂMINUL CULTURAL MIHEȘU DE CÎMPIE",455,"MIHEŞU DE CÂMPIE",118370,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:11:10",1272,1195,1,42,34,890,813,1,42,34,825,48,1287,414,302,424,29,66,3,1,0,0
28,MUREŞ,"CĂMINUL CULTURAL NAZNA",503,"SÂNCRAIU DE MUREŞ",114382,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:04:23",1316,1307,3,5,1,729,723,0,5,1,693,36,1430,701,132,353,68,71,42,21,4,2
28,MUREŞ,"CĂMINUL CULTURAL NIMA RÂCIULUI",489,RÂCIU,118995,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:13",139,125,0,14,0,99,85,0,14,0,87,12,140,41,27,45,0,13,0,1,1,0
28,MUREŞ,"CĂMINUL CULTURAL ODRIHEI",314,COROISÂNMĂRTIN,116171,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:52",428,413,0,5,10,277,262,0,5,10,235,42,459,182,112,51,58,6,6,2,0,0
28,MUREŞ,"CĂMINUL CULTURAL OGRA",466,OGRA,118575,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:58:34",1396,1367,1,8,20,798,770,0,8,20,635,163,1488,690,277,78,176,45,54,1,2,2
28,MUREŞ,"CAMINUL CULTURAL ORSOVA",413,GURGHIU,117319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:31",632,628,0,4,0,323,319,0,4,0,304,19,690,367,80,159,3,34,26,2,0,0
28,MUREŞ,"CĂMINUL CULTURAL OZD",285,BICHIŞ,115771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:26",269,237,0,9,23,171,139,0,9,23,169,2,260,89,4,3,161,1,0,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL PIPEA",459,NADEŞ,118469,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:22",43,36,0,7,0,25,18,0,7,0,23,2,52,27,10,3,7,1,2,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL POGĂCEAUA",484,POGĂCEAUA,118824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:00:33",1118,1080,0,8,30,805,767,0,8,30,738,67,1179,374,386,224,2,69,49,1,6,1
28,MUREŞ,"CĂMINUL CULTURAL PUSTA",543,ŞINCAI,119803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:31",97,87,0,9,1,82,72,0,9,1,76,6,100,18,37,29,1,7,1,1,0,0
28,MUREŞ,"CĂMINUL CULTURAL RĂZOARE",456,"MIHEŞU DE CÂMPIE",118370,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:50:23",678,623,0,36,19,440,385,0,36,19,416,24,705,265,266,115,3,27,5,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL ROȘIORI-LUDUȘ",164,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:53:55",1056,1044,2,10,0,564,554,0,10,0,552,12,1148,584,56,124,312,38,15,3,4,0
28,MUREŞ,"CĂMINUL CULTURAL ROTENI",214,ACĂŢARI,114970,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:41",618,601,1,0,16,423,407,0,0,16,415,8,680,257,7,1,405,1,0,1,0,0
28,MUREŞ,"CĂMINUL CULTURAL SĂBED",302,"CEUAŞU DE CÂMPIE",115959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:14",625,620,1,4,0,331,327,0,4,0,320,11,690,359,1,7,283,10,8,3,0,8
28,MUREŞ,"CAMINUL CULTURAL SÂNGEORGIU DE PĂDURE",190,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:10",1284,1252,1,4,27,579,547,1,4,27,543,36,1400,821,61,16,416,26,6,15,0,3
28,MUREŞ,"CAMINUL CULTURAL SÂNGEORGIU DE PĂDURE",189,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:34",1202,1170,0,1,31,627,595,0,1,31,609,18,1320,693,48,25,506,8,3,14,0,5
28,MUREŞ,"CĂMINUL CULTURAL SÂNMIHAI DE PĂDURE",277,"BEICA DE JOS",115708,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:56",189,178,0,6,5,112,101,0,6,5,109,3,200,88,57,9,1,6,36,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL SÂNPAUL",514,SÂNPAUL,119466,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:26:22",1456,1407,1,2,46,915,867,0,2,46,836,79,1559,644,183,48,474,96,23,3,9,0
28,MUREŞ,"CĂMINUL CULTURAL SÂNTIOANA DE MUREŞ",477,PĂNET,118691,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:15",1106,1104,1,1,0,618,617,0,1,0,599,19,1222,604,25,15,515,23,8,5,2,6
28,MUREŞ,"CĂMINUL CULTURAL SÂNTU",441,LUNCA,117998,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:51:04",255,246,0,7,2,172,163,0,7,2,166,6,291,119,78,52,3,12,15,3,3,0
28,MUREŞ,"CĂMINUL CULTURAL SÂNVĂSII",376,GĂLEŞTI,116867,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:14:06",259,246,0,4,9,122,109,0,4,9,120,2,280,158,3,1,113,2,0,0,0,1
28,MUREŞ,"CĂMINUL CULTURAL SĂRMĂŞEL",187,"ORAŞ SĂRMAŞU",119242,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:39:42",600,588,0,7,5,377,365,0,7,5,365,9,616,239,196,121,5,32,6,1,3,1
28,MUREŞ,"CĂMINUL CULTURAL SĂRMĂŞEL GARĂ",186,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:01",532,514,1,5,12,326,308,1,5,12,314,12,589,263,173,75,23,35,6,1,1,0
28,MUREŞ,"CĂMINUL CULTURAL SATUL ILIEŞI",199,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:47:23",349,341,0,8,0,151,143,0,8,0,139,12,390,239,3,0,133,0,2,0,0,1
28,MUREŞ,"CĂMINUL CULTURAL ȘĂULIA",539,ŞĂULIA,119750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:00",1279,1204,0,28,47,910,835,0,28,47,830,80,1382,472,369,282,10,128,17,9,9,6
28,MUREŞ,"CĂMINUL CULTURAL SEUCA",381,GĂNEŞTI,116938,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:13:09",956,918,2,3,33,486,449,1,3,33,473,13,1020,534,46,42,340,30,8,3,3,1
28,MUREŞ,"CĂMINUL CULTURAL ȘINCAI",541,ŞINCAI,119803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:12",888,824,1,32,31,584,521,0,32,31,538,46,933,349,134,137,212,47,4,2,2,0
28,MUREŞ,"CĂMINUL CULTURAL ȘINCAI-FÂNAȚE",544,ŞINCAI,119803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:40",177,151,0,21,5,137,111,0,21,5,127,10,179,42,53,55,3,15,1,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL SÎNCRAIU DE MUREŞ",499,"SÂNCRAIU DE MUREŞ",114382,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:56",1417,1399,7,7,4,808,796,1,7,4,783,25,1540,732,118,264,228,53,70,34,6,10
28,MUREŞ,"CĂMINUL CULTURAL SÎNGEORGIU DE CÎMPIE",523,"SÂNPETRU DE CÂMPIE",119527,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:59:47",279,259,0,13,7,197,177,0,13,7,190,7,290,93,120,12,2,55,0,0,1,0
28,MUREŞ,"CĂMINUL CULTURAL SÎNGERU DE PĂDURE",361,ERNEI,116652,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:00",323,323,0,0,0,100,100,0,0,0,84,16,332,232,31,14,28,6,4,1,0,0
28,MUREŞ,"CĂMINUL CULTURAL SÎNPETRU DE CÎMPIE",519,"SÂNPETRU DE CÂMPIE",119527,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:48:15",875,819,0,23,33,571,515,0,23,33,510,61,898,327,304,47,24,129,3,3,0,0
28,MUREŞ,"CĂMINUL CULTURAL SÎNSIMION",464,NEAUA,118511,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:03:41",56,49,0,3,4,44,37,0,3,4,43,1,60,16,0,0,43,0,0,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL SÎNTIOANA",565,VIIŞOARA,120218,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:37:41",457,455,0,2,0,263,261,0,2,0,246,17,486,223,118,21,1,32,71,2,1,0
28,MUREŞ,"CĂMINUL CULTURAL STEJĂRENII",345,DANEŞ,116493,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:21",270,262,1,7,0,85,78,0,7,0,79,6,290,205,36,28,5,9,1,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL TOLDAL",567,VOIVODENI,120316,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:30",168,163,1,2,2,98,94,0,2,2,95,1,180,82,57,7,12,13,4,2,0,0
28,MUREŞ,"CAMINUL CULTURAL URISIU DE SUS",311,"CHIHERU DE JOS",116126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:37",339,325,0,10,4,253,239,0,10,4,239,14,360,107,144,81,0,7,5,0,2,0
28,MUREŞ,"CĂMINUL CULTURAL VĂDAȘ",465,NEAUA,118511,8,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:38:32",294,283,0,4,7,159,148,0,4,7,148,11,307,148,1,0,143,3,0,1,0,0
28,MUREŞ,"CĂMINUL CULTURAL VALEA LARGĂ",547,"VALEA LARGĂ",119974,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:41:11",896,866,0,13,17,416,386,0,13,17,407,9,971,555,90,215,1,81,15,1,1,3
28,MUREŞ,"CĂMINUL CULTURAL VĂTAVA",553,VĂTAVA,120138,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:40",632,611,0,8,13,425,404,0,8,13,406,19,667,242,223,69,0,95,16,0,3,0
28,MUREŞ,"CĂMINUL CULTURAL VIŞINELU",188,"ORAŞ SĂRMAŞU",119242,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:35:19",343,334,1,5,3,223,215,0,5,3,216,7,376,153,78,121,1,16,0,0,0,0
28,MUREŞ,"CĂMINUL CULTURAL VOINICENI",303,"CEUAŞU DE CÂMPIE",115959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:39",969,952,4,5,8,617,604,0,5,8,567,50,1070,453,99,248,19,146,33,13,9,0
28,MUREŞ,"CASA ”APOLLO” (ŞCOALA DE ARTE)",1,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:08:48",1457,1293,148,14,2,542,526,0,14,2,533,9,1487,945,84,64,266,19,50,39,4,7
28,MUREŞ,"CASA DE CULTURĂ DR. ”EUGEN NICOARA”",108,"MUNICIPIUL REGHIN",114809,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:13",1184,1149,2,4,29,562,529,0,4,29,550,12,1258,696,122,99,193,45,78,2,5,6
28,MUREŞ,"CASA DE CULTURĂ IERNUT",153,"ORAŞ IERNUT",117827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:54",1257,1233,4,11,9,726,706,0,11,9,708,18,1350,624,218,175,104,119,44,36,11,1
28,MUREŞ,"CASA DE CULTURA LUNCA BRADULUI",442,"LUNCA BRADULUI",118058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:56",1225,1155,0,38,32,773,703,0,38,32,728,45,1273,500,304,326,38,36,12,3,5,4
28,MUREŞ,"CASA DE CULTURĂ MIHAI EMINESCU",138,"MUNICIPIUL TÂRNĂVENI",114925,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:41",1151,1144,0,7,0,459,452,0,7,0,438,21,1260,801,138,135,43,67,20,28,4,3
28,MUREŞ,"CASA DE CULTURĂ ”VASILE CONȚIU” RÂCIU",487,RÂCIU,118995,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:52",1246,1216,0,18,12,759,729,0,18,12,720,39,1352,593,79,415,6,186,10,12,10,2
28,MUREŞ,"CASA DE TINERET VĂLENII",217,ACĂŢARI,114970,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:51",660,642,0,0,18,335,317,0,0,18,330,5,712,377,3,0,322,2,1,2,0,0
28,MUREŞ,"CASA PAROHIALĂ GIULUȘ",468,OGRA,118575,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:28",93,89,0,4,0,57,53,0,4,0,52,5,100,43,21,23,2,4,2,0,0,0
28,MUREŞ,"CENTRUL COMUNITAR DE SERVICII INTEGRATE LIVEZENI",433,LIVEZENI,117925,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:17",1450,1426,18,5,1,794,788,0,5,1,762,32,1550,756,104,155,326,39,84,43,5,6
28,MUREŞ,"CENTRUL COMUNITAR DE SERVICII INTEGRATE LIVEZENI",432,LIVEZENI,117925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:05",1056,1039,6,5,6,601,587,3,5,6,580,21,1199,598,65,75,382,12,23,14,3,6
28,MUREŞ,"CENTRUL CULTURAL ”DOMOKOS KÁZMÉR” SOVATA",197,"ORAŞ SOVATA",114854,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:10:51",1503,1499,1,2,1,634,631,0,2,1,593,41,1670,1036,15,4,551,10,7,2,0,4
28,MUREŞ,"CENTRUL CULTURAL ”MIHAI EMINESCU”",31,"MUNICIPIUL TÂRGU MUREŞ",114319,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:59:11",916,747,118,21,30,462,411,0,21,30,448,14,950,488,79,62,225,14,34,30,1,3
28,MUREŞ,"CENTRUL DE DOCUMENTARE ȘI INFORMARE",423,IBĂNEŞTI,117550,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:50:23",1351,1317,1,3,30,804,771,0,3,30,777,27,1457,653,438,167,3,113,43,4,9,0
28,MUREŞ,"CENTRUL NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ SOVATA",196,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:34:33",460,447,6,7,0,181,174,0,7,0,180,1,500,319,11,5,149,9,6,0,0,0
28,MUREŞ,"CENTRUL PENTRU ACTIVITĂȚI CULTURALE LECHINCIOARA",542,ŞINCAI,119803,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:49",114,82,1,28,3,97,66,0,28,3,92,5,99,2,15,26,3,43,4,1,0,0
28,MUREŞ,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ NR.1",57,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:07:03",1458,1427,5,11,15,805,779,0,11,15,780,25,1590,785,169,97,384,36,34,9,40,11
28,MUREŞ,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ NR.1",58,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:05:22",1483,1453,3,8,19,607,580,0,8,19,535,72,1617,1010,193,33,155,82,23,27,12,10
28,MUREŞ,"CENTRUL SOCIAL VICTORIA",146,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:31",1050,1042,3,4,1,463,456,2,4,1,442,21,1150,687,149,127,36,83,20,14,6,7
28,MUREŞ,"CLĂDIREA BAZEI SPORTIVE ISLA",421,HODOŞA,117505,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:44:26",213,213,0,0,0,115,115,0,0,0,104,11,235,120,5,0,97,2,0,0,0,0
28,MUREŞ,"CLĂDIREA FOSTULUI CAP POARTA",363,FĂRĂGĂU,116723,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:30:01",181,177,0,2,2,132,128,0,2,2,123,9,204,72,25,21,9,60,4,4,0,0
28,MUREŞ,"CLUB-CĂMIN CULTURAL",292,BRÂNCOVENEŞTI,115897,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:24",1040,995,1,6,38,544,500,0,6,38,526,18,1090,546,20,4,471,13,7,0,3,8
28,MUREŞ,"CLUBUL COPIILOR",87,"MUNICIPIUL REGHIN",114809,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:32:48",1367,1354,3,5,5,694,684,0,5,5,669,25,1500,806,193,121,199,26,112,5,8,5
28,MUREŞ,"CLUBUL PENSIONARILOR NR. 2",145,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:56",1090,1082,2,6,0,425,419,0,6,0,405,20,1200,775,92,109,64,92,22,14,7,5
28,MUREŞ,"CLUBUL TINERETULUI",341,DANEŞ,116493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:01",1028,1020,1,5,2,547,540,0,5,2,502,45,1120,573,214,197,1,56,15,7,7,5
28,MUREŞ,"CLUBUL TINERETULUI ȘĂULIA",540,ŞĂULIA,119750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:41",284,249,0,27,8,207,172,0,27,8,191,16,290,83,97,52,2,33,2,2,2,1
28,MUREŞ,"COLEGIUL AGRICOL ”TRAIAN SAVULESCU”",13,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:44",1494,1457,12,14,11,784,758,1,14,11,766,18,1630,846,112,104,364,47,56,61,11,11
28,MUREŞ,"COLEGIUL NAŢIONAL ”UNIREA”",32,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:43:13",1662,1585,58,16,3,914,894,1,16,3,893,21,1770,856,109,179,436,39,58,63,1,8
28,MUREŞ,"COLEGIUL ”PETRU MAIOR”",90,"MUNICIPIUL REGHIN",114809,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:54:16",1915,1899,3,5,8,925,912,0,5,8,893,32,2100,1175,306,195,184,62,125,4,8,9
28,MUREŞ,"COLEGIUL ”PETRU MAIOR”",91,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:43",1487,1482,1,2,2,682,678,0,2,2,657,25,1650,968,194,99,197,74,70,9,10,4
28,MUREŞ,"COLEGIUL”PETRU MAIOR”",92,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:33",992,989,0,3,0,429,426,0,3,0,418,11,1100,671,139,82,94,30,59,5,8,1
28,MUREŞ,"COLEGIUL TEHNIC",139,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:58",870,865,1,4,0,348,343,1,4,0,339,9,958,610,102,83,66,43,25,10,4,6
28,MUREŞ,"FOSTA ŞCOALĂ GENERALĂ LUIERIU",538,SUSENI,119723,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:57",497,478,0,7,12,343,324,0,7,12,326,17,540,197,177,115,2,28,4,0,0,0
