precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",40,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:15",1121,1109,1,11,0,443,432,0,11,0,427,16,1200,757,181,2,143,47,10,6,20,18
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 23",25,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:00",1165,1149,1,15,0,456,441,0,15,0,426,27,1305,849,177,2,167,24,7,7,22,20
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.6 DOROHOI(PREȘCOLAR)",88,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:14",1668,1660,0,8,0,739,731,0,8,0,712,27,1800,1061,243,13,331,60,5,5,27,28
7,BOTOŞANI,"GRĂDINIŢA DE COPII",353,RIPICENI,38731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:23",1756,1743,0,4,9,418,405,0,4,9,395,23,1915,1497,141,4,184,38,1,3,12,12
7,BOTOŞANI,"GRĂDINIŢA DE COPII TRUSESTI",385,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:25",1046,1035,0,7,4,529,519,0,7,3,498,31,1150,621,209,2,126,126,1,7,19,8
7,BOTOŞANI,"GRĂDINIŢA DE COPII TRUSESTI",386,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:24",1076,1060,1,6,9,499,485,0,6,8,476,23,1165,666,194,5,132,117,2,0,13,13
7,BOTOŞANI,"GRĂDINIŢA DRISLEA",388,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:06",863,846,1,11,5,501,485,0,11,5,463,38,920,419,192,2,132,121,1,3,5,7
7,BOTOŞANI,"GRĂDINIŢA NR.2",115,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:25",1616,1612,0,0,4,572,568,0,0,4,550,22,1700,1128,398,6,100,18,4,0,8,16
7,BOTOŞANI,"GRĂDINIȚA NR. 2 VORNICENI",422,VORNICENI,39836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:32",993,991,0,2,0,410,408,0,2,0,382,28,1064,654,192,8,125,13,3,2,4,35
7,BOTOŞANI,"GRADINITA NUMARUL 2 ICUSENI",428,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:00",228,219,0,5,4,124,115,0,5,4,118,6,300,176,66,1,38,5,4,0,1,3
7,BOTOŞANI,"GRĂDINIȚA *PRICHINDEL* COȘULA",197,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:30",1023,1016,1,4,2,424,418,0,4,2,374,50,1100,676,103,4,188,29,6,8,30,6
7,BOTOŞANI,"GRADINITA REDIU",349,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:47",416,410,0,2,4,206,200,0,2,4,197,9,450,244,48,2,141,3,0,1,0,2
7,BOTOŞANI,"GRADINITA SMARDAN",372,SUHARĂU,38982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:59",585,577,1,4,3,299,292,0,4,3,282,17,677,378,106,3,105,38,4,7,11,8
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",33,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:19",807,788,0,10,9,337,318,0,10,9,316,21,900,563,140,3,103,31,8,1,7,23
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",32,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:01",724,712,0,6,6,350,338,0,6,6,330,20,804,454,123,2,131,25,8,3,15,23
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",31,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:56:44",1324,1309,2,10,3,532,518,1,10,3,503,29,1400,868,201,4,197,38,9,6,22,26
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",2,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:33",1217,1195,4,6,12,542,523,1,6,12,521,21,1300,758,251,9,167,31,10,3,10,40
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",3,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:39",1329,1313,6,10,0,664,653,1,10,0,645,19,1495,831,273,6,254,34,10,10,18,40
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",1,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:48:35",814,787,2,7,18,362,337,0,7,18,351,11,917,555,150,3,141,20,6,1,7,23
7,BOTOŞANI,"LICEUL”DIMITRIE CANTEMIR",112,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:12",1509,1502,1,5,1,586,580,0,5,1,561,25,1600,1004,390,7,100,29,3,4,10,18
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",71,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:40",1206,1203,0,3,0,515,512,0,3,0,499,16,1300,785,208,0,179,45,9,7,20,31
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",72,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:02",1061,1055,0,6,0,452,446,0,6,0,435,17,1200,748,178,2,176,31,4,6,9,29
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",70,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:13:51",1165,1158,3,4,0,532,528,0,4,0,516,16,1310,778,192,12,213,43,5,5,16,30
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",83,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:40:30",1302,1280,2,7,13,596,576,1,6,13,592,4,1400,804,284,9,177,40,7,6,20,49
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",84,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:37:20",1595,1585,2,7,1,651,643,0,7,1,617,34,1800,1149,241,10,242,55,8,5,32,24
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",85,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:27",1102,1086,4,5,7,477,465,0,5,7,460,17,1256,779,212,8,155,29,9,8,19,20
7,BOTOŞANI,"LICEUL ”REGINA MARIA” DOROHOI",98,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:31",1142,1132,0,8,2,519,509,0,8,2,498,21,1300,781,144,4,260,36,3,7,19,25
7,BOTOŞANI,"LICEUL ”REGINA MARIA” DOROHOI",97,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:05",1304,1295,2,7,0,561,554,0,7,0,541,20,1512,951,164,5,277,33,6,8,35,13
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA -CORP A",201,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:36",885,871,0,5,9,238,224,0,5,9,217,21,900,662,79,5,123,3,0,1,4,2
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA CORP A",202,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:27",1480,1459,0,8,13,438,417,0,8,13,406,32,1600,1162,128,3,253,8,3,1,5,5
7,BOTOŞANI,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",125,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:58",1024,1016,0,6,2,473,465,0,6,2,453,20,1107,634,352,4,51,16,0,2,7,21
7,BOTOŞANI,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",126,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:38",1171,1147,0,7,17,535,511,0,7,17,513,22,1300,765,373,6,72,23,1,2,10,26
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",79,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:00",1003,993,0,8,2,445,436,0,8,1,430,15,1108,663,167,4,168,44,11,4,10,22
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",80,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:29",1284,1267,2,8,7,524,510,0,8,6,505,19,1400,876,215,2,184,41,4,4,29,26
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",78,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:34",1361,1353,0,7,1,511,503,0,7,1,492,19,1500,989,180,6,193,52,4,5,15,37
7,BOTOŞANI,"LICEUL TEHNOLOGIC PLOPENII MARI",398,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:28",778,769,1,5,3,370,361,1,5,3,338,31,820,451,115,3,141,62,3,2,5,7
7,BOTOŞANI,"LICEUL TEHNOLOGIC STEFAN CEL MARE VORONA",426,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:39",790,776,0,3,11,413,399,0,3,11,382,31,850,437,197,4,124,31,2,4,14,6
7,BOTOŞANI,"LICEUL TEORETIC DR. M. CIUCA SAVENI",131,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:25",1170,1161,0,2,7,526,517,0,2,7,495,31,1318,782,144,16,277,26,2,5,15,10
7,BOTOŞANI,"LICEUL TEORETIC DR. M.CIUCA SAVENI",132,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:20",884,848,1,5,30,433,397,1,5,30,423,10,976,543,121,3,254,19,1,3,9,13
7,BOTOŞANI,"LICEUL TEORETIC „GRIGORE ANTIPA”",11,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:34",1538,1526,3,9,0,648,639,0,9,0,615,33,1700,1052,244,2,252,42,15,6,25,29
7,BOTOŞANI,"LICEUL TEORETIC „GRIGORE ANTIPA”",12,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:37",1301,1295,0,6,0,549,543,0,6,0,516,33,1404,855,205,4,219,36,9,6,8,29
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN”",139,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:53",937,902,0,11,24,485,450,0,11,24,457,28,1000,515,290,5,146,12,1,0,2,1
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN” CORP C2",138,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:21",1205,1163,0,21,21,603,561,0,21,21,554,49,1307,704,337,6,147,45,3,2,9,5
7,BOTOŞANI,"LOCAL CLUBUL PENSIONARILOR",66,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:25:17",1038,1014,13,10,1,441,430,0,10,1,418,23,1200,759,231,4,118,26,5,2,16,16
7,BOTOŞANI,PRIMARIA,230,DIMĂCHENI,39959,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:12",838,769,0,19,50,592,523,0,19,50,550,42,900,308,67,8,404,59,1,1,8,2
7,BOTOŞANI,"PRIMARIA CORLATENI",187,CORLĂTENI,36676,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:54",480,467,0,2,11,290,277,0,2,11,262,28,500,210,90,8,148,7,0,1,8,0
7,BOTOŞANI,"SALA DE SPORT ȘCOLARĂ,COMUNA HLIPICENI,JUDEȚUL BOTOȘANI",274,HLIPICENI,37734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:41",1312,1299,1,6,6,598,588,0,4,6,558,40,1400,802,185,9,260,65,4,4,18,13
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII GEORGE HAZGAN",405,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:51",1881,1857,4,11,9,328,307,1,11,9,310,18,2000,1672,223,5,67,7,2,1,1,4
7,BOTOŞANI,"ȘC.CU CLASELE I-VIII GEORGE HAZGAN",406,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:33",1817,1802,4,5,6,233,222,0,5,6,224,9,1995,1762,145,7,60,11,0,0,0,1
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII IONĂŞENI",409,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:13",792,773,1,11,7,451,433,0,11,7,437,14,900,449,354,9,55,15,0,0,0,4
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII NR.1",411,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:45",805,798,0,7,0,415,408,0,7,0,398,17,879,464,229,5,128,19,0,4,5,8
7,BOTOŞANI,"ȘCOALA AGAFTON",219,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:13",227,218,0,9,0,129,120,0,9,0,125,4,300,171,30,1,90,2,0,0,1,1
7,BOTOŞANI,"SCOALA BALUSENI",158,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:51:34",1168,1101,0,21,46,628,564,0,21,43,588,38,1200,574,215,10,317,22,0,8,11,5
7,BOTOŞANI,"SCOALA BALUSENII NOI",159,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:26:08",261,255,0,6,0,111,105,0,6,0,97,14,302,191,61,0,30,1,1,1,3,0
7,BOTOŞANI,"SCOALA BARANCA",214,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:17",551,542,0,9,0,242,233,0,9,0,210,32,603,361,31,1,142,23,2,0,8,3
7,BOTOŞANI,"ȘCOALA BARANCA",279,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:31",927,906,2,5,14,506,486,1,5,14,458,48,1000,494,200,3,222,23,1,2,7,0
7,BOTOŞANI,"ȘCOALĂ BAȘEU",280,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:09",399,383,0,4,12,223,207,0,4,12,207,16,400,177,135,1,55,13,0,0,0,3
7,BOTOŞANI,"SCOALA BIVOLARI",233,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:29",130,119,0,6,5,75,64,0,6,5,70,5,150,75,22,3,39,3,1,1,0,1
7,BOTOŞANI,"ȘCOALA BRATENI",234,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:53",462,457,0,0,5,246,241,0,0,5,229,17,500,254,85,2,93,12,2,21,8,6
7,BOTOŞANI,"SCOALA BUZENI",160,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:53:11",549,516,0,4,29,333,300,0,4,29,288,12,602,302,189,6,78,7,1,0,3,4
7,BOTOŞANI,"SCOALA CALARASI",172,CĂLĂRAŞI,36499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:20",907,865,1,5,36,514,474,0,5,35,473,41,913,399,77,12,213,98,11,3,13,46
7,BOTOŞANI,"SCOALA CALINESTI",111,"ORAŞ BUCECEA",36453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:35",528,523,0,0,5,250,245,0,0,5,231,19,630,380,46,4,155,11,0,0,9,6
7,BOTOŞANI,"ȘCOALA CĂTĂMĂREȘTI",305,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:18",509,504,0,5,0,294,289,0,5,0,266,28,600,306,60,9,171,13,0,2,6,5
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",306,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:20",1708,1701,6,1,0,796,795,0,1,0,770,26,1800,1004,328,13,302,60,0,10,36,21
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",307,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:32",1650,1638,1,11,0,775,764,0,11,0,751,24,1700,925,341,8,272,58,8,9,25,30
7,BOTOŞANI,"SCOALA CERVICEȘTI",308,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:04",725,717,0,2,6,435,427,0,2,6,404,31,800,365,148,7,210,18,1,4,6,10
7,BOTOŞANI,"SCOALA CISMANESTI",235,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:56",295,282,0,4,9,153,140,0,4,9,142,11,350,197,46,0,91,4,0,0,1,0
7,BOTOŞANI,"SCOALA CL I-IV MIHAILENI",311,MIHĂILENI,38161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:32",1241,1200,3,11,27,621,582,1,11,27,580,41,1300,679,175,10,248,67,2,2,11,65
7,BOTOŞANI,"SCOALA CU CLASELE 1-4 ICHIMENI",155,AVRĂMENI,36202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:23",104,96,0,8,0,47,39,0,8,0,44,3,153,106,6,2,21,3,3,0,0,9
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",419,VLĂSINEŞTI,39792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:09",462,449,0,10,3,210,197,0,10,3,194,16,500,290,81,3,56,50,0,1,2,1
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",420,VLĂSINEŞTI,39792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:21",1245,1220,0,10,15,481,456,0,10,15,455,26,1339,858,135,6,239,67,1,2,2,3
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",336,PRĂJENI,38580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:07",496,486,0,4,6,248,238,0,4,6,231,17,550,302,66,4,129,20,1,0,8,3
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV BUDA",198,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:40",278,276,0,2,0,123,121,0,2,0,88,35,353,230,42,2,33,7,0,0,4,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV IUREŞTI",384,TODIRENI,39266,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:57",433,424,0,6,3,215,206,0,6,3,200,15,506,291,89,2,95,10,0,0,4,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV NR.2 TODIRENI",382,TODIRENI,39266,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:29",509,502,0,4,3,259,252,0,4,3,250,9,605,346,140,6,72,20,2,1,5,4
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV PĂDURENI",199,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:36",486,485,0,0,1,225,224,0,0,1,203,22,550,325,65,6,95,12,2,5,14,4
7,BOTOŞANI,"SCOALA CU CLASELE I-IV PODRIGA",238,DRĂGUŞENI,37173,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:24",1131,1130,0,1,0,198,197,0,1,0,185,13,1202,1004,58,4,100,8,1,4,1,9
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV SALA I",335,PRĂJENI,38580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:02",1012,996,0,8,8,523,507,0,8,8,513,10,1100,577,130,11,297,52,0,2,6,15
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SARATA",240,DRĂGUŞENI,37173,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:52:16",142,142,0,0,0,54,54,0,0,0,46,8,217,163,8,1,36,0,0,0,0,1
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV SĂRATA BASARAB",269,HĂNEŞTI,37618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:57",895,884,0,7,4,199,188,0,7,4,176,23,1000,801,29,2,139,0,0,0,2,4
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SCUTARI",320,MILEANCA,38321,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:27",150,134,0,12,4,150,134,0,12,4,138,12,250,99,40,2,77,6,0,1,6,6
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SELIŞTEA",321,MILEANCA,38321,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:48",315,306,0,5,4,175,166,0,5,4,159,16,346,171,43,5,95,4,1,1,3,7
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV ȘUPITCA",200,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:59",656,652,1,3,0,295,291,1,3,0,211,84,697,402,68,2,102,15,3,2,16,3
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN ICUSENI",429,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:01",781,769,0,3,9,358,346,0,3,9,333,25,900,521,225,5,56,27,2,1,8,9
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ARINI",392,TUDORA,39391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:31",1188,1151,0,1,36,583,548,0,1,34,548,35,1270,687,209,6,306,12,3,1,7,4
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII BREHUIESTI(CORPUL B)",416,VLĂDENI,39738,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:12",1469,1468,0,1,0,596,595,0,1,0,546,50,1600,1004,183,5,222,75,4,5,31,21
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII CERNEŞTI",383,TODIRENI,39266,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:30",688,648,0,14,26,366,326,0,14,26,337,29,700,334,157,9,157,10,2,0,2,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII GHEORGHE BURAC",418,VLĂSINEŞTI,39792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:47",2023,1989,1,6,27,649,618,0,6,25,613,36,2200,1551,168,14,365,47,1,3,9,6
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII IONITA PANCUL VORONA",427,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:12",486,476,0,5,5,236,226,0,5,5,212,21,550,317,112,0,66,24,0,0,8,2
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII LUCA ARBORE VORONA MARE",432,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:17",996,980,1,3,12,492,477,0,3,12,464,28,1100,608,192,1,204,39,4,6,12,6
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII MANDRESTI",417,VLĂDENI,39738,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:13",1078,1075,0,1,2,485,482,0,1,2,443,42,1205,720,147,9,171,70,3,3,28,12
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII NICOLAE IORGA POIANA",431,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:12",968,950,0,4,14,478,460,0,4,14,448,30,1000,522,266,3,121,28,3,2,9,16
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII RALUCA IURASCU JOLDESTI",430,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:51",1020,1000,1,2,17,519,499,1,2,17,479,40,1100,581,272,2,156,24,15,2,4,4
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII VLADENI(CORP NOU)",415,VLĂDENI,39738,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:27",1486,1475,0,3,8,742,731,0,3,8,687,55,1613,871,343,8,218,59,4,6,32,17
7,BOTOŞANI,"SCOALA CU CL I-IV BALTA ARSA",194,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:07",353,348,1,4,0,195,191,0,4,0,160,35,400,205,22,0,104,11,0,0,1,22
7,BOTOŞANI,"SCOALA CU CL I-IV BOROLEA",268,HĂNEŞTI,37618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:02",910,901,0,6,3,170,161,0,6,3,151,19,1000,830,20,2,121,3,0,1,3,1
7,BOTOŞANI,"SCOALA CU CL .I-IV DRAGALINA",275,HLIPICENI,37734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:34",298,291,0,3,4,142,135,0,3,4,130,12,360,218,25,4,68,20,2,2,7,2
7,BOTOŞANI,"SCOALA CU CL I-IV MESTEACAN",195,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:03",367,365,1,1,0,160,159,0,1,0,152,8,404,244,42,2,58,19,1,1,17,12
7,BOTOŞANI,"SCOALA CU CL. I - VIII DRACSANI",374,SULIŢA,39051,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:44:27",1066,1056,0,1,9,602,592,0,1,9,562,40,1204,602,306,9,135,24,7,3,8,70
