precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 DEALU CRUCII",424,VORNICENI,39836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:32",270,265,0,5,0,135,130,0,5,0,128,7,313,178,29,0,65,19,1,0,6,8
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.2 GHIRENI",205,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:59",273,259,0,6,8,273,259,0,6,8,245,28,700,427,89,4,135,7,1,1,5,3
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 2 LUNCA",410,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:06",679,668,0,6,5,331,320,0,6,5,311,20,800,469,161,2,98,43,2,2,1,2
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.2 MÂNĂSTIRENI",401,UNŢENI,39532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:19",620,609,0,8,3,280,269,0,8,3,256,24,686,406,57,4,125,45,4,1,14,6
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 ORĂȘENI-VALE",223,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:20",557,547,0,5,5,303,293,0,5,5,287,16,643,340,180,3,78,12,1,0,9,4
7,BOTOŞANI,"SCOALA PRIMARA NR.2 STRAHOTIN",227,DÂNGENI,37057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:54:40",455,439,0,7,9,235,219,0,7,9,221,14,541,306,51,3,155,9,0,0,1,2
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.3 CERBU",182,COPĂLĂU,36569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:04",676,666,0,1,9,330,320,0,1,9,304,26,800,470,180,2,92,11,0,0,3,16
7,BOTOŞANI,"SCOALA PRIMARA NR.3 COSTIUGENI",148,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:36",431,423,1,6,1,226,218,1,6,1,207,17,500,276,111,7,77,5,2,0,5,0
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 3, DOLINA",289,LEORDA,37850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:16",887,870,0,8,9,467,450,0,8,9,443,24,995,528,128,9,258,39,0,1,7,1
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.3 SCHIT-ORĂȘENI",211,CRISTEŞTI,36907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:20",467,458,0,5,4,217,208,0,5,4,203,14,503,286,58,3,111,17,1,2,11,0
7,BOTOŞANI,"SCOALA PRIMARA NR. 3 SUHARAU",368,SUHARĂU,38982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:46",929,919,0,1,9,457,447,0,1,9,413,44,1000,543,96,5,229,58,4,3,8,10
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.4",203,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:34",517,508,0,9,0,159,150,0,9,0,151,8,600,441,31,1,96,10,2,1,8,2
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.4 AUREL VLAICU",154,AVRĂMENI,36202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:47",463,454,0,4,5,274,265,0,4,5,258,16,500,226,80,9,101,16,2,0,4,46
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 HILISEU CLOSCA",271,HILIŞEU-HORIA,37672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:17",515,508,0,7,0,259,252,0,7,0,246,13,600,341,49,3,168,9,1,1,10,5
7,BOTOŞANI,"SCOALA PRIMARA NR.4 JIJIA",149,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:30",493,490,0,3,0,258,255,0,3,0,231,27,550,292,160,4,61,2,0,0,0,4
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 4 LUPĂRIA",337,PRĂJENI,38580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:55",604,586,0,5,13,357,339,0,5,13,300,39,656,317,78,6,177,10,0,0,7,22
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 UNGUROAIA",212,CRISTEŞTI,36907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:23",192,184,1,7,0,119,111,1,7,0,113,6,253,134,16,4,91,1,0,0,0,1
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.5",207,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:18",438,417,0,9,12,213,192,0,9,12,190,23,543,330,61,5,112,7,1,0,3,1
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 5 ARBOREA",253,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:26",339,336,0,1,2,197,194,0,1,2,185,12,403,206,63,3,109,7,0,0,2,1
7,BOTOŞANI,"SCOALA PRIMARA NR.5 MASCATENI",150,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:19:07",323,319,0,3,1,186,182,0,3,1,177,9,400,214,113,6,48,5,0,1,1,3
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 5 MIHAI VITEAZU",397,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:22",382,381,0,1,0,195,194,0,1,0,170,21,450,259,40,1,70,37,1,3,8,10
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 9, CĂLUGĂRENII NOI",396,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:27",569,569,0,0,0,255,255,0,0,0,242,13,655,400,57,1,112,61,1,0,5,5
7,BOTOŞANI,"SCOALA PRIMARA STANCA",142,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:24",727,693,0,5,29,373,339,0,5,29,353,20,860,487,226,5,104,11,0,0,6,1
7,BOTOŞANI,"ŞCOALA PRIMARĂ TALPA",176,CÂNDEŞTI,39967,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:21",499,495,0,0,4,268,264,0,0,4,258,10,550,282,109,12,105,25,1,2,2,2
7,BOTOŞANI,"ŞCOALA PRIMARĂ VICTOR ISĂCEANU,CORP I",378,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:22",823,817,0,0,6,399,393,0,0,6,379,20,955,556,117,4,175,23,2,15,36,7
7,BOTOŞANI,"SCOALA SADOVENI",302,MANOLEASA,37958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:10",365,354,0,6,5,245,234,0,6,5,226,18,400,155,13,4,190,11,0,1,7,0
7,BOTOŞANI,"SCOALA SARATA",317,MIHĂLĂŞENI,38241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:56",420,400,0,3,17,264,244,0,3,17,246,18,500,236,69,5,167,5,0,0,0,0
7,BOTOŞANI,"SCOALA SLOBOZIA",186,CORDĂRENI,36649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:59",258,249,0,0,9,142,133,0,0,9,131,11,314,172,39,3,73,10,0,1,2,3
7,BOTOŞANI,"ȘCOALA STÎNCEȘTI",310,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:32",1404,1402,0,0,2,694,692,0,0,2,651,33,1576,889,209,16,322,45,1,6,22,30
7,BOTOŞANI,"ŞCOALA TAMBA",127,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:19",1037,1004,0,9,24,530,497,0,9,24,511,19,1100,570,426,3,47,13,1,0,7,14
7,BOTOŞANI,"ŞCOALA TEIOASA",117,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:27",1093,1082,0,7,4,424,413,0,7,4,400,24,1214,790,274,3,82,18,1,1,16,5
7,BOTOŞANI,"ȘCOALA TIBERIU CRUDU CORP A",391,TUDORA,39391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:29",1554,1531,0,7,16,688,665,0,7,16,656,32,1700,1012,221,4,350,46,0,3,25,7
7,BOTOŞANI,"SCOALA VACULESTI, CORP A",402,VĂCULEŞTI,39612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:44:06",870,813,0,22,35,543,486,0,22,35,502,39,908,365,89,2,250,112,14,2,23,10
7,BOTOŞANI,"SCOALA VLADENI",190,CORLĂTENI,36676,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:26",367,341,0,5,21,213,187,0,5,21,195,18,422,209,26,2,150,9,0,1,5,2
7,BOTOŞANI,"SCOALA ZAHORENI",303,MANOLEASA,37958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:21",538,531,0,6,1,263,256,0,6,1,239,15,546,292,24,13,178,13,1,0,7,3
7,BOTOŞANI,"SCOALA ZAICESTI",162,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:16:48",605,581,0,10,14,359,335,0,10,14,340,19,667,308,165,4,127,31,0,1,4,8
7,BOTOŞANI,"SCOALA ZOITANI",144,ADĂŞENI,40035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:10",358,345,1,1,11,164,151,1,1,11,144,20,400,236,75,4,26,35,1,1,2,0
7,BOTOŞANI,"ŞCOLA CU CLASELE I-IV CUZA VODĂ",413,VIIŞOARA,39658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:29",403,385,0,4,14,252,234,0,4,14,234,18,437,185,45,7,55,43,8,21,3,52
7,BOTOŞANI,"ŞCOLA CU CLASELE I-IV VIIŞOARA MICĂ",414,VIIŞOARA,39658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:01",363,354,0,4,5,202,193,0,4,5,189,13,398,194,48,2,89,35,1,1,4,9
7,BOTOŞANI,"SCOLA PRIMARA NR. 3",165,BLÂNDEŞTI,39983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:08",331,326,0,4,1,207,202,0,4,1,196,11,392,185,96,4,64,23,0,0,4,5
7,BOTOŞANI,"ŞCOLA PRIMARĂ VIŢCANI",177,CÂNDEŞTI,39967,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:30",310,304,1,4,1,165,160,0,4,1,158,7,359,194,52,6,66,30,0,0,2,2
7,BOTOŞANI,"SEDIUL PRIMARIEI COMUNEI GEORGE ENESCU",251,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:46",533,529,0,1,3,310,306,0,1,3,295,15,573,263,72,12,199,9,1,0,2,0
7,BOTOŞANI,"SOALA PRIMARA NR. 2 RACOVĂŢ",334,POMÂRLA,38544,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:06",263,246,0,12,5,139,122,0,12,5,136,3,290,151,82,5,29,15,0,0,4,1
