precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PREDESCU ANA-LOREDANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","KIRSCH GABRIEL-FRANCISC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PATRAŞCU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VEŞTEA ADRIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FLORESCU GABRIEL-PARTIDUL S.O.S. ROMÂNIA-voturi","DARĂU AMBROZIE-IRINEU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"COLEGIUL DE ŞTIINŢE ”GRIGORE ANTIPA”",107,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:44",1360,1345,9,6,0,670,664,0,6,0,641,23,1500,836,38,38,96,276,20,173
8,BRAŞOV,"COLEGIUL DE ŞTIINŢE ”GRIGORE ANTIPA”",110,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:10:36",1169,1118,0,9,42,590,539,0,9,42,564,26,1300,710,24,38,77,257,17,151
8,BRAŞOV,"COLEGIUL DE ŞTIINŢE ”GRIGORE ANTIPA”",108,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:59",1388,1372,8,8,0,628,619,1,8,0,610,18,1500,872,40,59,89,242,13,167
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",32,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:19",1449,1439,2,8,0,682,674,0,8,0,665,17,1600,918,52,52,110,236,30,185
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",33,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:44",1249,1242,0,7,0,563,556,0,7,0,538,25,1400,837,23,21,98,220,16,160
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",34,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:48",1221,1207,7,7,0,589,582,0,7,0,572,17,1300,711,24,40,87,226,18,177
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",35,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:59",815,804,4,7,0,425,417,1,7,0,418,7,900,475,18,40,39,163,10,148
8,BRAŞOV,"COLEGIUL NAŢIONAL ”APRILY LAJOS”",9,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:28",848,814,22,12,0,379,367,0,12,0,372,7,924,545,24,42,63,118,21,104
8,BRAŞOV,"COLEGIUL NAŢIONAL ”APRILY LAJOS”",11,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:42",665,653,4,8,0,293,285,0,8,0,287,6,800,507,22,19,28,122,9,87
8,BRAŞOV,"COLEGIUL NAŢIONAL ”APRILY LAJOS”",10,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:23",881,852,13,16,0,428,411,1,16,0,411,17,1000,572,20,21,43,155,9,163
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",118,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:33",1784,1762,6,15,1,835,819,0,15,1,820,15,1762,927,50,31,91,340,23,285
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",111,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:59",1108,1098,3,7,0,547,540,0,7,0,528,19,1200,653,41,23,123,192,23,126
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",113,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:29",1394,1386,0,8,0,507,499,0,8,0,484,23,1500,993,43,27,98,199,17,100
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",112,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:33",1294,1282,4,8,0,589,581,0,8,0,564,25,1400,811,32,22,108,202,31,169
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",116,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:07",907,901,0,6,0,395,389,0,6,0,384,11,1025,630,32,12,57,173,10,100
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",115,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:10",1471,1461,7,3,0,695,692,0,3,0,679,16,1600,905,54,24,115,291,21,174
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",114,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:34:24",1275,1269,0,6,0,553,547,0,6,0,523,30,1400,847,31,18,104,215,15,140
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",117,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:14",1219,1205,5,8,1,566,557,0,8,1,544,22,1300,734,35,30,86,209,16,168
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DOAMNA STANCA”",214,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:37",1241,1231,4,6,0,485,479,0,6,0,464,21,1400,915,51,8,185,121,22,77
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DOAMNA STANCA”",213,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:23",1322,1309,5,5,3,493,484,1,5,3,466,27,1500,1007,55,11,155,136,24,85
8,BRAŞOV,"COLEGIUL NAȚIONAL ”DOAMNA STANCA”",212,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:01",953,931,11,8,3,367,353,3,8,3,347,20,1019,652,36,23,112,89,18,69
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”",37,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:23",884,868,4,11,1,447,434,1,11,1,422,25,1000,553,23,32,49,175,14,129
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”",36,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:52",1549,1532,11,6,0,760,754,0,6,0,742,18,1700,940,36,69,101,306,21,209
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”",38,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:45",1401,1382,4,15,0,645,630,0,15,0,617,27,1500,856,34,24,76,287,14,182
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",139,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:52",1360,1325,7,28,0,675,646,1,28,0,616,59,1503,828,45,22,85,270,23,171
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",136,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:23",1110,1099,0,11,0,522,511,0,11,0,497,25,1200,678,40,43,64,193,11,146
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",135,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:16",923,912,7,4,0,451,447,0,4,0,436,15,1000,549,24,30,47,197,8,130
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",138,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:38",1259,1242,1,16,0,540,524,0,16,0,524,16,1400,860,38,47,72,244,12,111
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",137,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:01",1107,1091,3,12,1,543,530,0,12,1,526,17,1200,657,33,35,41,242,12,163
8,BRAŞOV,"COLEGIUL NAŢIONAL „RADU NEGRU”",217,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:14",1367,1365,0,2,0,401,399,0,2,0,384,17,1200,799,29,11,184,98,7,55
8,BRAŞOV,"COLEGIUL NAŢIONAL „RADU NEGRU”",218,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:18",1236,1235,0,1,0,504,503,0,1,0,487,17,1400,896,52,14,188,133,23,77
8,BRAŞOV,"COLEGIUL NAȚIONAL ”RADU NEGRU”",221,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:16",1514,1507,1,6,0,523,517,0,6,0,501,22,1700,1177,66,12,188,139,27,69
8,BRAŞOV,"COLEGIUL NAȚIONAL ”RADU NEGRU”",219,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:37",1343,1335,1,7,0,382,375,0,7,0,364,18,1500,1118,40,6,155,92,29,42
8,BRAŞOV,"COLEGIUL NAȚIONAL ”RADU NEGRU”",220,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:53",1498,1493,2,3,0,472,469,0,3,0,435,37,1700,1228,62,16,161,92,53,51
8,BRAŞOV,"COLEGIUL NAŢIONAL ”UNIREA”",13,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:45",1218,1190,14,13,1,519,503,2,13,1,496,23,1300,781,33,32,53,191,15,172
8,BRAŞOV,"COLEGIUL NAŢIONAL ”UNIREA”",12,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:38",808,795,8,5,0,391,386,0,5,0,379,12,900,509,20,16,41,162,9,131
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",168,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:57",1370,1361,1,8,0,493,485,0,8,0,458,35,1500,1007,73,6,96,174,33,76
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",169,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:32",1291,1280,0,11,0,538,527,0,11,0,524,8,1400,10,42,15,111,219,25,112
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",173,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:42:52",1268,1264,0,4,0,457,453,0,4,0,444,13,1400,943,45,5,91,208,22,73
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",171,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:50",1229,1219,4,6,0,509,503,0,6,0,480,29,1400,891,40,5,84,219,18,114
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",172,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:25",1472,1459,4,9,0,654,645,0,9,0,612,42,1600,944,51,15,130,248,33,135
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",170,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:24",1245,1240,0,5,0,516,511,0,5,0,485,31,1400,884,40,19,100,217,19,90
8,BRAŞOV,"COLEGIUL TEHNIC DE TRANSPORTURI",179,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:04",1168,1164,0,3,1,507,503,0,3,1,478,7,1300,793,44,6,94,215,29,90
8,BRAŞOV,"COLEGIUL TEHNIC DE TRANSPORTURI",180,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:25",1487,1482,0,5,0,671,666,0,5,0,641,30,1600,929,41,6,103,331,33,127
8,BRAŞOV,"COLEGIUL TEHNIC DE TRANSPORTURI",178,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:57",663,659,1,3,0,259,256,0,3,0,242,17,800,541,29,5,36,114,10,48
8,BRAŞOV,"COLEGIUL TEHNIC DR. ALEXANDRU BĂRBAT",278,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:22",1105,1039,2,36,28,529,465,0,36,28,498,31,1200,671,46,6,129,135,10,172
8,BRAŞOV,"COLEGIUL TEHNIC ”MARIA BAIULESCU”",7,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:16",1172,1150,10,8,4,503,491,0,8,4,478,25,1300,797,32,38,55,168,20,165
8,BRAŞOV,"COLEGIUL TEHNIC ”MARIA BAIULESCU”",8,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:35",1310,1281,24,5,0,524,519,0,5,0,488,27,1400,876,13,40,69,180,18,168
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",188,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:54",925,919,1,5,0,395,390,0,5,0,381,9,1000,610,25,10,115,153,15,63
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",184,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:09",499,494,1,4,0,203,199,0,4,0,195,8,600,397,14,9,31,90,12,39
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",187,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:22",1002,995,1,5,1,422,416,0,5,1,401,21,1100,678,37,7,81,206,16,54
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",186,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:03",1023,1016,0,7,0,393,386,0,7,0,365,28,1100,707,47,12,67,144,20,75
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",185,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:56",946,936,1,9,0,395,386,0,9,0,359,36,1149,744,33,10,93,130,26,67
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINTI",192,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:28",1191,1182,2,6,1,487,480,0,6,1,471,16,1300,813,48,10,163,155,35,60
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINŢI",190,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:11",1114,1107,0,7,0,450,443,0,7,0,421,29,1200,750,34,5,166,131,25,60
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINŢI",191,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:16",1075,1068,1,6,0,473,467,0,6,0,455,18,1200,727,49,6,206,111,19,64
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINŢI",189,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:55",960,943,1,4,12,366,350,0,4,12,346,20,1026,660,44,7,147,98,28,22
8,BRAŞOV,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ",206,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:34",1487,1475,2,9,1,498,488,0,9,1,458,40,1700,1202,46,9,218,98,42,45
8,BRAŞOV,"DISPENSAR MEDICAL ORMENIŞ",390,ORMENIŞ,41541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:24",1656,1590,0,5,61,1147,1081,0,5,61,935,212,1753,606,35,400,108,328,24,40
8,BRAŞOV,"GĂDINIȚA CU PROGRAM NORMAL 8 ORE",414,SÂNPETRU,41925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:34",1653,1624,13,12,4,941,923,2,12,4,922,17,1812,873,62,19,102,486,27,226
8,BRAŞOV,"GRĂDINIŢA BOBOCEL",280,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:36",1315,1307,1,7,0,651,644,0,7,0,615,36,1500,849,82,9,240,197,42,45
8,BRAŞOV,"GRĂDINIȚA BUDILA",313,BUDILA,40688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:59",1257,1249,1,3,4,976,969,0,3,4,869,107,1400,424,29,28,157,504,58,93
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL 4ORE SANPETRU",412,SÂNPETRU,41925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:46",1580,1562,7,5,6,847,836,0,5,6,829,18,1700,853,54,34,108,420,25,188
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL 8 ORE SÎNPETRU",415,SÂNPETRU,41925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:50",1809,1796,4,8,1,1073,1064,0,8,1,1042,24,1900,834,62,21,65,447,13,434
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM NORMAL DUMBRĂVIŢA",340,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:04:52",1775,1766,1,7,1,1062,1054,0,7,1,1012,50,1931,869,69,6,287,299,25,326
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM NORMAL RACOȘ",404,RACOŞ,41701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:32",1058,1052,2,4,0,706,701,1,4,0,593,113,1200,494,30,330,30,146,19,38
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM NORMAL SELIȘTAT",432,ŞOARŞ,41943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:38",171,161,3,7,0,87,80,0,7,0,86,1,200,113,6,1,12,42,2,23
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL TIMISUL DE JOS",257,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:41",321,316,1,4,0,171,167,0,4,0,155,16,350,179,15,3,36,62,11,28
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT ALBINUȚA",226,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:32",1045,1033,0,12,0,494,482,0,12,0,481,13,1200,706,39,8,196,140,20,78
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT ALBINUȚA",227,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:42",1105,1091,2,12,0,407,394,1,12,0,376,30,1200,793,54,5,149,93,21,54
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA BUCURIEI” NR. 11",30,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:39",851,841,1,8,1,380,371,0,8,1,368,12,1000,620,25,26,58,146,16,97
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA BUCURIEI” NR. 11",31,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:14",818,812,0,6,0,412,406,0,6,0,382,30,900,488,24,33,59,148,10,108
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT CINCU",326,CINCU,40820,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:25:51",1314,1267,7,20,20,803,762,1,20,20,757,46,1403,600,21,4,385,246,25,76
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",3,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:32",920,915,0,5,0,443,438,0,5,0,438,5,1000,557,17,21,66,163,23,148
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",4,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:18",1177,1150,22,5,0,576,570,1,5,0,561,15,1300,724,30,51,43,196,16,225
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PINOCHIO”",228,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:51",410,394,1,14,1,409,394,0,14,1,373,21,1200,791,57,15,134,95,32,40
8,BRAŞOV,"GRĂDINIŢA DĂIŞOARA",450,UNGRA,42156,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:48",584,582,0,2,0,401,399,0,2,0,355,46,601,200,6,1,100,242,4,2
8,BRAŞOV,"GRĂDINIȚA DE COPII",298,AUGUSTIN,42498,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:31:24",1451,1444,0,2,5,906,899,0,2,5,864,42,1606,700,106,4,557,172,19,6
8,BRAŞOV,"GRADINITA DE COPII CRISTIAN",332,CRISTIAN,40900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:12",1343,1323,7,12,1,763,749,1,12,1,747,16,1500,737,35,16,84,411,15,186
8,BRAŞOV,"GRADINIȚA DE COPII CRISTIAN",333,CRISTIAN,40900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:17",1331,1314,4,7,6,709,694,2,7,6,694,15,1463,754,42,3,87,445,25,92
8,BRAŞOV,"GRĂDINIȚA DE COPII, CRISTIAN",335,CRISTIAN,40900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:42",1332,1288,13,26,5,819,786,2,26,5,811,8,1400,581,37,10,63,446,22,233
8,BRAŞOV,"GRADINITA NR.1",195,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:05",1353,1344,2,6,1,634,627,0,6,1,601,33,1500,866,39,29,178,234,27,94
8,BRAŞOV,"GRADINITA NR.1",194,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:01",1239,1228,7,4,0,598,594,0,4,0,565,33,1400,802,44,29,175,233,24,60
8,BRAŞOV,"GRĂDINIŢA NR. 1",279,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:22",1345,1325,2,16,2,555,537,0,16,2,546,9,1500,945,45,5,183,108,12,193
8,BRAŞOV,"GRADINITA NR.4",198,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:12",1206,1194,2,10,0,441,431,0,10,0,418,23,1300,859,44,6,177,123,19,49
8,BRAŞOV,"GRADINITA NR.4",199,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:57",1756,1745,4,7,0,854,847,0,7,0,825,29,1900,1046,74,11,296,321,44,79
8,BRAŞOV,"GRADINITA PROGRAM PRELUNGIT",434,TĂRLUNGENI,42003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:04:37",1759,1740,3,9,7,927,910,1,9,7,892,35,1900,973,52,275,101,338,23,103
8,BRAŞOV,"GRĂDINIŢA VOINICELUL NR. 2",285,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:14",1094,1086,0,8,0,540,532,0,8,0,510,30,1200,660,57,4,170,217,17,45
8,BRAŞOV,"GRADINȚA CU PROGRAM PRELUNGIT „VOINICELUL”",207,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:52",1627,1617,2,8,0,498,490,0,8,0,464,34,1800,1302,74,5,223,88,40,34
8,BRAŞOV,"GRUP SCOLAR FORESTIER",196,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:06",1591,1577,9,5,0,724,717,2,5,0,696,28,1800,1076,47,23,222,264,29,111
8,BRAŞOV,"GRUP ȘCOLAR INDUSTRIAL RÂȘNOV",268,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:48",1400,1395,1,3,1,626,622,0,3,1,603,23,1500,874,59,6,69,311,34,124
8,BRAŞOV,"GRUP ȘCOLAR INDUSTRIAL RÂȘNOV",267,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:12",1809,1786,9,13,1,1103,1089,0,13,1,991,19,2000,878,72,3,75,524,22,295
8,BRAŞOV,"GRUP ȘCOLAR INDUSTRIAL RÂȘNOV",269,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:32",1143,1135,3,5,0,617,612,0,5,0,596,21,1300,683,60,3,62,338,7,126
8,BRAŞOV,"GRUP ŞCOLAR INDUSTRIAL VICTOR JINGA",244,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:41",1058,1045,0,10,3,435,422,0,10,3,418,17,1200,765,43,25,152,136,10,52
