precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IFTIME VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TRUFIN LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CILIBIU EUSEBIU-LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AMARANDEI DOINA-PARTIDUL S.O.S. ROMÂNIA-voturi","LĂCĂTUŞU-ANDREI CRISTINA-ANETA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ANDRUŞ DĂNUŢ-voturi"
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 ORĂȘENI-VALE",223,CURTEŞTI,35759,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:21",557,547,0,5,5,303,293,0,5,5,293,10,643,340,184,82,13,7,5,2
7,BOTOŞANI,"SCOALA PRIMARA NR.2 STRAHOTIN",227,DÂNGENI,37057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:38",455,439,0,7,9,235,219,0,7,9,232,3,530,295,44,169,10,4,5,0
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.3 CERBU",182,COPĂLĂU,36569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:04",676,666,0,1,9,330,320,0,1,9,310,20,800,470,181,99,12,6,12,0
7,BOTOŞANI,"SCOALA PRIMARA NR.3 COSTIUGENI",148,ALBEŞTI,36131,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:56:34",431,423,1,6,1,224,216,1,6,1,211,13,500,276,98,101,6,4,1,1
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 3, DOLINA",289,LEORDA,37850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:44",887,870,0,8,9,467,450,0,8,9,455,12,943,476,122,268,48,11,1,5
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.3 SCHIT-ORĂȘENI",211,CRISTEŞTI,36907,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:25",467,458,0,5,4,217,208,0,5,4,206,11,496,279,61,120,12,10,0,3
7,BOTOŞANI,"SCOALA PRIMARA NR. 3 SUHARAU",368,SUHARĂU,38982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:46",929,919,0,1,9,457,447,0,1,9,438,19,1000,543,81,254,69,6,12,16
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.4",203,COŢUŞCA,36809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:34",517,508,0,9,0,159,150,0,9,0,155,4,600,441,29,108,10,6,0,2
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.4 AUREL VLAICU",154,AVRĂMENI,36202,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:02:42",463,454,0,4,5,274,265,0,4,5,265,9,500,226,75,107,16,6,58,3
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 HILISEU CLOSCA",271,HILIŞEU-HORIA,37672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:27",515,508,0,7,0,259,252,0,7,0,251,8,600,341,50,175,9,11,4,2
7,BOTOŞANI,"SCOALA PRIMARA NR.4 JIJIA",149,ALBEŞTI,36131,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:30",493,490,0,3,0,258,255,0,3,0,242,16,550,292,150,79,7,1,3,2
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 4 LUPĂRIA",337,PRĂJENI,38580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:04:27",604,586,0,5,13,339,321,0,5,13,315,24,640,301,60,213,8,12,20,2
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 UNGUROAIA",212,CRISTEŞTI,36907,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:29",192,184,1,7,0,119,111,1,7,0,117,2,248,129,11,101,4,1,0,0
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.5",207,COŢUŞCA,36809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:18",438,417,0,9,12,213,192,0,9,12,204,9,530,317,55,130,10,5,2,2
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 5 ARBOREA",253,"GEORGE ENESCU",37397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:27",339,336,0,1,2,197,194,0,1,2,191,6,400,203,58,116,8,6,1,2
7,BOTOŞANI,"SCOALA PRIMARA NR.5 MASCATENI",150,ALBEŞTI,36131,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:19:04",323,319,0,3,1,186,182,0,3,1,177,9,400,214,106,62,5,4,0,0
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 5 MIHAI VITEAZU",397,UNGURENI,39417,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:08:21",382,381,0,1,0,195,194,0,1,0,183,12,450,255,34,84,43,7,11,4
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 9, CĂLUGĂRENII NOI",396,UNGURENI,39417,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:29",569,569,0,0,0,255,255,0,0,0,246,9,650,395,40,125,70,5,6,0
7,BOTOŞANI,"SCOALA PRIMARA STANCA",142,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:25",727,693,0,5,29,373,339,0,5,29,359,14,898,525,212,125,15,5,1,1
7,BOTOŞANI,"ŞCOALA PRIMARĂ TALPA",176,CÂNDEŞTI,39967,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:23",499,495,0,0,4,268,264,0,0,4,260,8,550,282,111,113,29,2,3,2
7,BOTOŞANI,"ŞCOALA PRIMARĂ VICTOR ISĂCEANU,CORP I",378,ŞENDRICENI,39122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:24",823,817,0,0,6,399,393,0,0,6,383,16,929,530,122,186,24,36,5,10
7,BOTOŞANI,"SCOALA SADOVENI",302,MANOLEASA,37958,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:30",365,354,0,6,5,245,234,0,6,5,238,7,400,155,10,216,7,5,0,0
7,BOTOŞANI,"SCOALA SARATA",317,MIHĂLĂŞENI,38241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:54",420,400,0,3,17,264,244,0,3,17,259,5,500,236,61,190,6,2,0,0
7,BOTOŞANI,"SCOALA SLOBOZIA",186,CORDĂRENI,36649,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:58",258,249,0,0,9,142,133,0,0,9,135,7,314,172,28,93,9,0,2,3
7,BOTOŞANI,"ȘCOALA STÎNCEȘTI",310,"MIHAI EMINESCU",38063,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:58",1407,1402,3,0,2,694,692,0,0,2,666,28,1576,882,211,343,55,31,20,6
7,BOTOŞANI,"ŞCOALA TAMBA",127,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:20",1037,1004,0,9,24,530,497,0,9,24,513,17,1100,570,417,52,14,9,18,3
7,BOTOŞANI,"ŞCOALA TEIOASA",117,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:01",1093,1082,0,7,4,424,413,0,7,4,408,16,1211,787,261,86,18,10,5,28
7,BOTOŞANI,"ȘCOALA TIBERIU CRUDU CORP A",391,TUDORA,39391,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:51",1554,1531,0,7,16,688,665,0,7,16,675,13,1700,1012,229,368,51,22,4,1
7,BOTOŞANI,"SCOALA VACULESTI, CORP A",402,VĂCULEŞTI,39612,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:57:59",870,813,0,22,35,543,486,0,22,35,517,26,901,358,80,251,134,21,15,16
7,BOTOŞANI,"SCOALA VLADENI",190,CORLĂTENI,36676,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:12:36",367,341,0,5,21,213,187,0,5,21,204,9,411,198,17,163,13,7,3,1
7,BOTOŞANI,"SCOALA ZAHORENI",303,MANOLEASA,37958,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:09",538,531,0,6,1,256,249,0,6,1,245,9,546,290,19,198,13,3,1,11
7,BOTOŞANI,"SCOALA ZAICESTI",162,BĂLUŞENI,36300,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:16:48",605,581,0,10,14,359,335,0,10,14,347,12,681,322,159,141,29,7,8,3
7,BOTOŞANI,"SCOALA ZOITANI",144,ADĂŞENI,40035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:10",358,345,1,1,11,164,151,1,1,11,155,9,441,277,57,47,47,3,0,1
7,BOTOŞANI,"ŞCOLA CU CLASELE I-IV CUZA VODĂ",413,VIIŞOARA,39658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:29",403,385,0,4,14,252,234,0,4,14,241,11,424,172,37,50,58,2,65,29
7,BOTOŞANI,"ŞCOLA CU CLASELE I-IV VIIŞOARA MICĂ",414,VIIŞOARA,39658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:57:51",363,354,0,4,5,202,193,0,4,5,188,12,395,193,39,96,40,1,11,1
7,BOTOŞANI,"SCOLA PRIMARA NR. 3",165,BLÂNDEŞTI,39983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:08",331,326,0,4,1,207,202,0,4,1,207,0,392,185,96,70,27,5,8,1
7,BOTOŞANI,"ŞCOLA PRIMARĂ VIŢCANI",177,CÂNDEŞTI,39967,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:29",310,304,1,4,1,165,160,0,4,1,161,4,359,194,40,79,38,3,1,0
7,BOTOŞANI,"SEDIUL PRIMARIEI COMUNEI GEORGE ENESCU",251,"GEORGE ENESCU",37397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:46",533,529,0,1,3,310,306,0,1,3,302,8,548,238,71,220,8,2,1,0
7,BOTOŞANI,"SOALA PRIMARA NR. 2 RACOVĂŢ",334,POMÂRLA,38544,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:06",263,246,0,12,5,139,122,0,12,5,133,6,276,137,81,30,13,5,4,0
