precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL LIVIU REBREANU",26,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:00",1274,1264,3,7,0,533,526,0,7,0,513,20,1333,800,6,38,13,20,5,47,32,200,152
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAȚIONAL LIVIU REBREANU",25,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:28",1006,995,0,10,1,417,406,0,10,1,405,12,1100,683,2,19,11,8,4,39,41,170,111
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL ”LIVIU REBREANU”, ŞCOALA PRIMARĂ",27,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:34:39",1211,1203,2,6,0,527,521,0,6,0,507,15,1316,789,5,31,5,5,13,41,48,190,169
6,BISTRIŢA-NĂSĂUD,"COLEGIUL TEHNIC ”INFOEL”",47,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:58",1866,1835,16,14,1,836,820,1,14,1,822,14,2050,1214,6,41,8,16,6,52,68,345,280
6,BISTRIŢA-NĂSĂUD,"CONTAINERE MODULARE AMPLASATE ÎN CURTEA CĂMINULUI CULTURAL BRETEA",265,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:18:50",115,98,0,9,8,87,70,0,9,8,83,4,150,63,0,65,1,1,0,3,1,9,3
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA BOZIEŞ",110,CHIOCHIŞ,33015,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:19:36",512,489,0,2,21,352,329,0,2,21,342,10,510,158,1,147,1,0,2,27,3,107,54
6,BISTRIŢA-NĂSĂUD,"GRADINITA CU PROGRAM NORMAL",191,MILAŞ,33881,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:28:01",592,568,2,8,14,382,359,1,8,14,353,29,642,260,3,7,0,2,2,50,5,94,190
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚĂ CU PROGRAM NORMAL",233,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:22",169,158,0,8,3,114,103,0,8,3,111,3,200,86,0,10,0,1,0,14,12,64,10
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL CĂIANU MARE",102,"CĂIANU MIC",32811,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:57:33",439,423,0,1,15,233,217,0,1,15,219,14,478,245,0,11,0,0,0,28,2,162,16
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL COLDĂU",67,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:19:57",649,639,0,4,6,338,328,0,4,6,331,7,700,362,0,98,0,4,1,21,38,92,77
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL DEALU ŞTEFĂNIŢEI",235,ROMULI,34360,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:52:36",379,364,0,4,11,291,276,0,4,11,273,18,400,109,2,8,2,10,0,33,5,115,98
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL ”DIMITRIE COJOCARU” SLĂTINIŢA",54,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:51",631,621,1,9,0,256,247,0,9,0,240,16,700,444,0,3,0,2,0,34,6,76,119
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL GHINDA",51,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:24",683,673,3,7,0,321,314,0,7,0,302,19,750,429,4,10,6,1,2,24,15,48,192
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",12,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:45",1271,1258,2,10,1,579,568,0,10,1,566,13,1350,771,6,68,12,7,4,63,35,228,143
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 16",35,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:09",561,547,3,11,0,558,547,0,11,0,543,15,1300,742,4,39,6,7,7,44,43,223,170
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",81,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:07:23",1334,1327,2,5,0,757,752,0,5,0,711,46,1500,743,4,20,2,2,4,65,55,179,380
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 SÂNGEORZ-BĂI",80,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:03:05",1358,1346,1,11,0,643,632,0,11,0,594,49,1500,857,8,14,2,4,3,63,27,201,272
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",44,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:38",962,956,1,4,1,469,464,0,4,1,453,16,1056,587,5,12,5,13,6,26,42,167,177
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",43,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:13:48",1147,1118,0,29,0,602,573,0,29,0,593,9,1264,662,1,27,15,7,8,39,69,267,160
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9",28,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:17",1200,1177,8,14,1,599,584,0,14,1,591,8,1300,701,8,45,10,12,6,50,41,241,178
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL PARVA",213,PARVA,34155,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:37:08",996,986,0,1,9,633,623,0,1,9,580,53,1094,461,5,10,4,3,0,103,37,331,87
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL RUSU DE JOS",69,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:23:35",283,274,0,7,2,163,154,0,7,2,151,12,300,137,4,9,1,0,1,12,6,88,30
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL UNIREA",55,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:18:36",1910,1901,4,5,0,974,969,0,5,0,950,2,2100,1126,0,15,17,11,6,63,72,415,351
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL UNIREA",56,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:10:15",1703,1689,5,8,1,873,864,0,8,1,844,29,1850,977,3,18,12,12,5,62,55,383,294
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL VALEA VIILOR",66,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:18:18",363,344,7,7,5,207,195,0,7,5,193,14,400,193,2,21,3,3,1,19,17,79,48
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA CU POVEŞTI”",24,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:42",1160,1151,0,9,0,469,460,0,9,0,460,9,1300,831,5,38,10,18,9,47,43,185,105
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",2,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:35",1029,1016,5,8,0,395,386,1,8,0,373,13,1100,705,4,21,10,12,6,49,18,119,134
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 12",34,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:49",1215,1211,0,4,0,541,537,0,4,0,526,15,1359,818,4,21,9,12,8,38,45,223,166
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",38,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:52:35",1239,1225,3,10,1,596,585,0,10,1,528,68,1400,804,4,36,13,19,5,43,43,204,161
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6",5,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:23",1352,1345,1,5,1,613,607,0,5,1,600,13,1500,887,5,35,12,14,0,48,48,264,174
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6",6,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:42:09",1288,1277,3,8,0,507,499,0,8,0,491,7,1400,893,1,34,17,19,3,42,50,178,147
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”RAZĂ DE SOARE”",46,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:08",1263,1256,1,5,1,599,593,0,5,1,590,9,1350,751,2,43,11,12,6,51,53,240,172
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TRENULEŢUL VESELIEI”",20,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:48:03",1261,1235,0,16,10,543,517,0,16,10,527,16,1349,806,0,33,16,18,16,104,47,160,133
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA ENCIU",178,MATEI,33658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:48:34",92,84,0,4,4,92,84,0,4,4,77,13,150,58,1,3,0,0,0,2,9,37,25
6,BISTRIŢA-NĂSĂUD,"LICEUL CREȘTIN LOGOS",50,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:19",897,890,0,7,0,465,458,0,7,0,432,33,1038,573,3,23,13,4,5,30,26,175,153
6,BISTRIŢA-NĂSĂUD,"LICEUL CU PROGRAM SPORTIV",49,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:01",1542,1520,7,15,0,815,800,0,15,0,801,14,1700,885,3,28,20,12,3,54,59,317,305
6,BISTRIŢA-NĂSĂUD,"LICEUL CU PROGRAM SPORTIV",48,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:31:07",1303,1268,6,6,23,587,558,0,6,23,569,18,1400,813,9,31,11,9,4,61,39,218,187
6,BISTRIŢA-NĂSĂUD,"LICEUL DE MUZICĂ ”TUDOR JARDA”",3,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:43",1179,1118,3,34,24,507,471,0,12,24,488,19,1255,748,6,51,12,22,7,45,33,175,137
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC",21,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:49",1831,1795,7,11,18,817,789,0,11,17,773,44,2000,1183,6,38,28,14,6,66,41,296,278
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC AGRICOL BECLEAN",64,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:14:34",1541,1527,1,11,2,783,770,0,11,2,762,21,1700,917,2,78,7,9,4,64,76,325,197
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ECONOMIC NĂSĂUD",72,"ORAŞ NĂSĂUD",32544,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:34:10",1097,1085,4,8,0,517,508,1,8,0,494,23,1200,683,4,17,6,7,3,37,10,150,260
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC FELDRU",135,FELDRU,33248,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:45:02",1360,1350,0,4,6,657,647,0,4,6,593,64,1500,843,3,28,2,15,2,64,18,260,201
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”",17,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:51",1593,1582,0,11,0,739,728,0,11,0,719,20,1750,1011,15,59,24,19,6,50,37,301,208
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”",16,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:20",1712,1697,5,10,0,821,811,0,10,0,813,8,1903,1082,0,54,15,21,9,79,75,331,229
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC GRIGORE MOISIL",18,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:43",1578,1566,3,9,0,665,656,0,9,0,648,17,1700,1035,1,22,15,10,7,55,56,259,223
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC GRIGORE MOISIL",19,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:10",1812,1796,6,10,0,850,840,0,10,0,831,19,2000,1150,8,34,16,13,5,78,65,327,285
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",171,MAIERU,33621,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:44:16",1263,1252,2,1,8,807,798,0,1,8,753,54,1400,593,4,19,1,15,4,183,11,332,184
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",172,MAIERU,33621,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:48:17",949,946,2,0,1,564,563,0,0,1,530,34,1050,486,6,11,1,10,2,131,15,239,115
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",170,MAIERU,33621,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:41:47",1022,1006,1,0,15,673,658,0,0,15,640,33,1100,427,1,10,1,7,0,101,15,380,125
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ŞCOALA GENERALĂ",154,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:39:23",1205,1182,1,8,14,644,622,0,8,14,616,28,1300,656,2,19,7,2,3,64,17,395,107
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC SILVIC ”TRANSILVANIA” NĂSĂUD",73,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:38:13",1285,1277,0,5,3,569,561,0,5,3,557,12,1400,831,1,13,5,9,1,47,16,195,270
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC TELCIU",291,TELCIU,35054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:19:32",1179,1160,1,8,10,657,639,0,8,10,580,77,1300,643,8,33,6,5,0,142,102,123,161
6,BISTRIŢA-NĂSĂUD,"LICEUL TEORETIC ”SOLOMON HALIȚĂ”",82,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:59:33",1290,1277,1,9,3,617,605,0,9,3,591,26,1387,770,1,13,6,3,2,33,40,186,307
6,BISTRIŢA-NĂSĂUD,"OCOLUL SILVIC TELCIU",293,TELCIU,35054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:27:22",934,921,1,2,10,517,505,0,2,10,469,48,1000,483,5,18,3,5,2,121,120,83,112
6,BISTRIŢA-NĂSĂUD,"POLIȚIA LOCALĂ-PUNCT DE LUCRU SUBCETATE",22,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:25:44",1440,1431,2,7,0,836,829,0,7,0,807,29,1550,714,5,43,13,10,3,104,62,293,274
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BRANIŞTEA",89,BRANIŞTEA,32660,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:27:11",961,916,3,10,32,620,577,1,10,32,598,22,997,377,1,196,2,4,3,36,27,155,174
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BUDACU DE JOS",92,"BUDACU DE JOS",32704,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:14:25",786,776,0,2,8,422,412,0,2,8,385,37,890,468,5,7,5,2,1,87,7,222,49
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI CĂIANU MIC",101,"CĂIANU MIC",32811,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:07:17",1202,1159,1,3,39,642,600,0,3,39,583,59,1300,658,1,12,0,0,0,61,20,429,60
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI CHIOCHIŞ",108,CHIOCHIŞ,33015,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:15:09",293,283,0,0,10,193,183,0,0,10,182,11,300,107,0,63,3,1,1,32,5,49,28
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI FELDRU",134,FELDRU,33248,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:41:28",1464,1446,4,10,4,734,720,0,10,4,673,61,1600,866,3,24,4,33,3,81,27,279,219
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ILVA MARE",145,"ILVA MARE",33337,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:26:16",877,847,0,2,28,560,530,0,2,28,511,48,950,391,2,17,4,10,14,55,23,223,163
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ILVA MARE",144,"ILVA MARE",33337,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:23:34",1021,993,1,0,27,719,692,0,0,27,643,76,1112,393,3,24,2,3,12,87,23,300,189
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI LECHINȚA",153,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:30:42",1189,1175,0,2,12,605,591,0,2,12,573,32,1298,693,2,14,0,1,2,36,13,428,77
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI NUŞENI",207,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:21",747,649,1,33,64,516,419,0,33,64,485,31,760,244,0,73,13,6,1,47,73,201,71
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI PETRU RAREŞ",215,"PETRU RAREŞ",34173,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:34:07",1395,1354,3,14,24,826,788,0,14,24,772,54,1550,724,5,124,4,0,10,96,22,199,312
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RODNA",231,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:23",1432,1398,2,0,32,916,884,0,0,32,877,39,1550,634,4,49,8,3,2,164,97,448,102
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RUNCU SALVEI",236,"RUNCU SALVEI",179944,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:52:58",1016,981,0,7,28,824,789,0,7,28,737,87,1100,276,4,39,0,6,3,67,4,310,304
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI SALVA",237,SALVA,34397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:30:12",1083,994,0,39,50,825,736,0,39,50,765,57,1100,275,5,9,5,5,5,83,11,307,335
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞANŢ",250,ŞANŢ,34618,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:09:52",1293,1257,0,12,24,993,957,0,12,24,935,58,1400,407,16,29,1,21,5,116,50,292,405
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU",253,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:37",1077,1062,1,0,14,651,637,0,0,14,624,27,1200,549,5,62,2,6,5,70,20,340,114
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU-ODORHEI",262,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:11:17",590,585,0,2,3,374,369,0,2,3,347,27,650,276,8,23,4,24,3,46,34,137,68
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEUŢ",269,ŞIEUŢ,34850,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:57:31",560,526,1,20,13,436,402,1,20,13,412,23,620,185,0,17,4,16,4,42,19,207,103
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞINTEREAG",273,ŞINTEREAG,34903,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:19:20",812,786,3,1,22,487,464,0,1,22,457,30,948,461,3,66,2,1,1,43,14,185,142
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI SPERMEZEU",245,SPERMEZEU,34547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:57:44",1396,1380,0,5,11,754,738,0,5,11,682,72,1500,746,6,12,7,3,4,80,13,148,409
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI TEACA",285,TEACA,34985,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:51:18",768,753,0,7,8,452,437,0,7,8,424,28,850,398,5,61,11,3,2,53,43,161,85
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA MUNICIPIULUI BISTRIŢA, DIRECŢIA ECONOMICĂ-VENITURI",4,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:09",1990,1979,0,10,1,987,976,0,10,1,957,30,2150,1163,7,57,28,21,7,75,61,376,325
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA ORAȘULUI BECLEAN",60,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:06:01",1748,1641,2,74,31,894,854,0,9,31,868,26,1800,906,3,62,11,11,1,81,54,393,252
6,BISTRIŢA-NĂSĂUD,"”ROTARY CLUB” BISTRIŢA NOSA",45,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:54:37",1016,995,13,4,4,1016,995,13,4,4,979,27,2260,1244,4,53,24,23,4,89,85,404,293
6,BISTRIŢA-NĂSĂUD,"SALA DE NUNŢI BISTRIŢA BÎRGĂULUI",87,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:35",1042,1033,1,5,3,516,508,0,5,3,477,39,1100,584,0,9,6,4,17,85,36,246,74
6,BISTRIŢA-NĂSĂUD,"SALA DE SPORT URMENIŞ",306,URMENIŞ,35312,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:51:34",717,715,0,2,0,440,438,0,2,0,374,66,800,360,4,36,1,1,1,63,10,72,186
6,BISTRIŢA-NĂSĂUD,"ŞCOALA CLASELE I - IV PETRIŞ",107,CETATE,32884,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:10:08",1059,1036,3,9,11,713,693,0,9,11,636,77,1139,426,2,18,2,5,0,114,20,209,266
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIEŞ",280,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:16",731,680,0,13,38,554,503,0,13,38,517,37,800,246,3,14,5,2,0,39,7,370,77
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIŞU DE JOS",263,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:12:43",286,280,0,6,0,177,171,0,6,0,167,10,300,123,0,6,2,6,0,62,4,66,21
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ALUNIŞUL",311,ZAGRA,35429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:12:15",172,160,0,4,8,142,130,0,4,8,139,3,200,58,2,7,0,0,0,4,2,112,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ARDAN",254,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:15",574,572,0,2,0,350,348,0,2,0,303,47,600,250,5,21,0,2,0,51,4,177,43
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BECLENUŢ",65,"ORAŞ BECLEAN",32483,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:16:26",330,321,0,7,2,195,186,0,7,2,180,11,350,155,0,8,2,2,0,12,6,85,65
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BORLEASA",281,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:02",296,286,0,2,8,181,171,0,2,8,167,14,301,120,1,1,0,0,2,12,2,101,48
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CEPARI",130,DUMITRA,33202,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:38:09",960,939,1,6,14,565,545,0,6,14,526,39,1050,485,12,14,9,0,0,84,28,147,232
