precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"COLEGIUL TEHNIC ”ALESANDRU PAPIU ILARIAN”",33,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:32",1062,1056,0,6,0,401,395,0,6,0,392,9,1200,799,90,62,139,37,9,20,2,28,5
33,SĂLAJ,"COLEGIUL TEHNIC ”ALESANDRU PAPIU ILARIAN”",34,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:32",881,874,0,7,0,365,358,0,7,0,353,12,1000,635,69,62,146,22,6,20,1,19,8
33,SĂLAJ,"COLEGIUL TEHNIC ”IULIU MANIU”",59,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:35:56",1552,1522,7,8,15,867,843,1,8,15,839,28,1700,833,387,208,154,29,9,33,1,7,11
33,SĂLAJ,"CORP B , BIBLIOTECA COMUNALĂ",73,BĂBENI,140084,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:58",442,382,0,36,24,335,275,0,36,24,321,14,442,106,117,8,153,20,7,10,2,2,2
33,SĂLAJ,"DIRECŢIA DE SĂNĂTATE PUBLICĂ SĂLAJ",9,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:25",1074,1049,14,11,0,533,522,0,11,0,521,11,1150,617,101,117,196,38,4,34,3,23,5
33,SĂLAJ,"DISPENSAR UMAN",150,"FILDU DE JOS",141081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:38",332,309,0,15,8,233,210,0,15,8,218,14,333,101,120,8,65,15,3,4,0,0,3
33,SĂLAJ,GRĂDINIȚA,298,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:34:23",199,191,0,5,3,136,128,0,5,3,130,5,220,84,65,3,43,10,3,4,0,0,2
33,SĂLAJ,GRĂDINIȚĂ,52,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:49",397,378,1,9,9,255,236,1,9,9,235,20,450,195,105,5,79,12,11,23,0,0,0
33,SĂLAJ,"GRĂDINIȚA BOBOTA",89,BOBOTA,140280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:03",1202,1149,2,26,25,754,703,0,26,25,728,26,1250,496,324,16,221,71,7,60,5,7,17
33,SĂLAJ,"GRADINIȚA CU PROGRAM NORMAL NR.1 MAL",266,SÂG,142612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:26",1003,999,0,4,0,510,506,0,4,0,428,82,1050,540,115,9,145,38,15,27,0,0,79
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LICURICI”",29,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:24:34",1636,1619,4,10,3,623,610,0,10,3,608,15,1850,1227,156,75,190,65,12,60,3,30,17
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",3,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:08",1859,1832,20,6,1,894,887,0,6,1,877,17,2000,1106,203,232,268,34,21,66,4,41,8
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 PERICEI",241,PERICEI,142284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:34",1118,1092,3,3,20,629,606,0,3,20,610,19,1196,567,32,476,83,8,3,6,1,1,0
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",61,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:32",1607,1593,4,9,1,855,845,0,9,1,824,31,1800,945,430,142,128,32,18,49,1,19,5
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:50",1429,1424,1,4,0,669,665,0,4,0,644,25,1600,931,321,111,130,26,15,30,0,4,7
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICII ISTEȚI”",32,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:09",1529,1495,2,10,22,632,599,1,10,22,627,5,1650,1018,151,57,245,55,13,50,1,30,25
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",18,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:51",924,915,0,9,0,344,335,0,9,0,336,8,1000,656,86,35,133,26,6,33,1,9,7
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",19,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:50",1080,1076,0,4,0,372,368,0,4,0,362,10,1200,828,75,48,139,30,12,28,2,21,7
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",288,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:32",911,890,0,3,18,547,526,0,3,18,539,8,951,404,19,505,4,2,2,6,0,1,0
33,SĂLAJ,"HOROATU CEHULUI NR. 23 ȘCOALA PRIMARĂ",43,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:36:22",141,134,0,5,2,83,76,0,5,2,81,2,200,117,46,6,17,6,4,0,1,0,1
33,SĂLAJ,"IMOBIL TIP CONTAINER",158,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:42",347,316,0,17,14,205,174,0,17,14,196,9,350,145,153,2,20,17,1,1,0,0,2
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",7,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:33",1764,1756,0,8,0,684,676,0,8,0,667,17,1900,1216,143,120,240,49,10,54,9,25,17
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",6,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:06",1939,1906,21,4,8,996,984,0,4,8,983,13,2108,1112,272,126,344,60,24,92,4,45,16
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",8,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:12",1658,1648,3,5,2,709,702,0,5,2,694,15,1800,1091,138,140,256,38,14,61,4,36,7
33,SĂLAJ,"LICEUL DE ARTĂ ”IOAN SIMA”",30,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:43",1602,1587,3,12,0,655,643,0,12,0,639,16,1758,1103,138,91,240,58,20,53,1,31,7
33,SĂLAJ,"LICEUL TEHNOLOGIC",153,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:15",492,457,2,18,15,359,326,0,18,15,346,13,510,151,241,7,68,12,4,11,0,0,3
33,SĂLAJ,"LICEUL TEHNOLOGIC ”GHEORGHE POP DE BĂSEȘTI”",40,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:01",1386,1363,0,0,23,725,702,0,0,23,700,25,1471,746,117,416,92,21,8,17,10,12,7
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:35",1514,1498,1,9,6,798,783,0,9,6,770,28,1651,853,308,185,159,38,7,47,1,12,13
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",13,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:45",856,845,0,9,2,370,359,0,9,2,358,12,1000,630,82,79,103,33,14,34,0,9,4
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",14,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:44",1193,1179,8,6,0,454,448,0,6,0,442,12,1300,846,88,57,165,38,19,41,1,15,18
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:32",1343,1325,0,9,9,645,627,0,9,9,629,16,1550,905,150,42,289,39,13,77,3,13,3
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:07",1276,1248,2,12,14,617,591,0,12,14,597,20,1400,783,138,105,204,40,7,76,1,22,4
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",27,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:21:56",1846,1835,2,8,1,739,730,0,8,1,727,9,2050,1314,171,73,297,53,18,72,1,26,16
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",26,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:44",1341,1333,0,8,0,552,544,0,8,0,537,15,1500,948,117,75,190,48,11,44,1,34,17
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",28,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:25",1369,1361,1,6,1,563,556,0,6,1,558,5,1500,937,157,55,236,36,9,39,1,13,12
33,SĂLAJ,"LICEUL TEORETIC ”GHEORGHE ŞINCAI”",35,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:11",1486,1480,0,5,1,732,726,0,5,1,708,24,1650,918,183,106,261,40,13,59,8,30,8
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:10",1687,1594,0,23,70,929,836,0,23,70,833,96,1800,871,178,165,376,27,14,48,3,11,11
33,SĂLAJ,"PIATA AGROALIMENTARA ILEANDA",189,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:16:24",952,937,1,13,1,621,607,0,13,1,569,52,1000,379,330,7,160,38,8,11,0,4,11
33,SĂLAJ,"PIAȚA TRANDAFIRILOR NR. 29 CLUBUL COPIILOR",42,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:03",1398,1369,3,4,22,718,692,0,4,22,696,22,1500,782,89,376,146,31,9,19,12,11,3
33,SĂLAJ,PRIMĂRIA,177,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:37",859,853,0,1,5,469,463,0,1,5,442,15,889,432,235,6,83,36,11,46,1,22,2
33,SĂLAJ,"PRIMĂRIA BUCIUMI",98,BUCIUMI,140379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:00",989,890,0,56,43,842,743,0,56,43,682,61,938,195,246,4,346,45,4,13,1,1,22
33,SĂLAJ,"PRIMĂRIA COMUNEI ALMAŞU",67,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:12",780,713,0,31,36,574,507,0,31,36,510,64,715,141,198,124,120,35,11,18,0,2,2
33,SĂLAJ,"PRIMĂRIA COMUNEI BOGHIŞ",96,BOGHIŞ,180037,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:14",1295,1249,3,3,40,794,751,0,3,40,753,41,1387,593,23,706,9,9,3,0,0,1,2
33,SĂLAJ,"PRIMĂRIA COMUNEI CAMĂR",103,CAMĂR,140440,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:47",1312,1244,2,4,62,876,809,1,4,62,854,22,1428,552,28,797,15,6,3,3,0,0,2
33,SĂLAJ,"PRIMĂRIA COMUNEI LETCA",203,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:54",432,393,4,25,10,315,279,1,25,10,304,11,460,145,79,7,149,20,9,29,1,0,10
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",211,LOZNA,141884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:38",353,297,0,53,3,240,184,0,53,3,227,13,301,61,145,1,40,24,1,10,0,3,3
33,SĂLAJ,"PRIMĂRIA COMUNEI PERICEI",242,PERICEI,142284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:58",1218,1201,1,0,16,772,756,0,0,16,761,11,1321,549,31,668,40,5,3,10,0,4,0
33,SĂLAJ,"PRIMĂRIA COMUNEI VÎRȘOLȚ",302,VÂRŞOLŢ,143021,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:45",1403,1358,2,9,34,909,865,1,9,34,868,41,1517,608,55,734,27,12,13,18,1,4,4
33,SĂLAJ,"PRIMĂRIA DRAGU, NR.120",145,DRAGU,141027,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:10",571,519,0,37,15,371,319,0,37,15,323,48,570,199,237,4,54,14,5,7,1,0,1
33,SĂLAJ,"PRIMĂRIA GÎRBOU",160,GÂRBOU,141232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:51",493,448,1,25,19,307,263,0,25,19,286,21,480,173,134,9,98,12,6,16,0,0,11
33,SĂLAJ,"PRIMĂRIA MUNICIPIULUI ZALĂU",4,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:07",1172,1162,1,8,1,483,474,0,8,1,472,11,1303,820,110,48,201,39,8,42,1,18,5
33,SĂLAJ,"PRIMĂRIA NĂPRADEA",233,NĂPRADEA,142177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:10",622,592,1,6,23,411,383,1,6,21,395,16,678,267,235,3,115,16,6,8,0,3,9
33,SĂLAJ,"PRIMĂRIA NUȘFALĂU - SALA DE ȘEDINȚE",239,NUŞFALĂU,142239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:10:50",1404,1383,5,0,16,985,968,1,0,16,961,24,1535,550,78,789,67,7,3,8,3,6,0
33,SĂLAJ,"PRIMĂRIA SÎG",264,SÂG,142612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:56",549,536,1,10,2,297,285,0,10,2,280,17,600,303,107,7,82,18,6,11,0,4,45
33,SĂLAJ,"SALA DE SPORT CHIEȘD",106,CHIEŞD,140501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:38",1560,1553,0,7,0,848,841,0,7,0,772,76,1650,802,128,51,336,90,20,144,1,2,0
33,SĂLAJ,"SALA SPORTURILOR",20,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:05",1587,1576,1,9,1,630,620,0,9,1,616,14,1850,1220,126,77,257,57,22,40,1,15,21
33,SĂLAJ,"SALA SPORTURILOR",21,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:02",1518,1509,0,8,1,593,584,0,8,1,584,9,1700,1107,157,31,223,47,12,64,5,34,11
33,SĂLAJ,"SAT MOTIȘ NR. 228 ȘCOALA GIMNAZIALĂ ”GHEORGHE ȘINCAI”",44,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:36",579,567,0,0,12,345,333,0,0,12,325,20,650,305,171,13,90,18,15,7,5,2,4
33,SĂLAJ,"SAT NADIȘ NR.127 ȘCOALA PRIMARĂ",45,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:30",417,405,1,4,7,286,275,0,4,7,274,12,500,214,157,3,63,17,3,7,22,1,1
33,SĂLAJ,"SAT ULCIUG NR.86 CĂMINUL CULTURAL",46,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:46",720,694,0,0,26,454,428,0,0,26,438,16,800,346,152,228,39,12,4,1,0,1,1
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:03",181,151,0,19,11,129,99,0,19,11,124,5,180,51,53,0,64,3,1,3,0,0,0
33,SĂLAJ,"ŞCOALA COZLA",205,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:57",173,158,0,13,2,118,103,0,13,2,105,13,180,62,15,2,52,23,0,9,0,4,0
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",231,MIRŞID,142122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:29",454,439,1,8,6,281,267,0,8,6,273,8,504,223,147,2,109,6,6,3,0,0,0
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",66,AGRIJ,139937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:30",313,272,0,31,10,232,191,0,31,10,209,23,320,88,130,11,37,9,0,5,0,0,17
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:40",237,220,0,14,3,165,148,0,14,3,155,10,250,85,38,3,78,26,2,4,2,0,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",101,BUCIUMI,140379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:12",166,138,0,19,9,127,99,0,19,9,120,7,200,73,39,3,56,17,2,1,1,0,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",155,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:15",287,222,0,50,15,242,177,0,50,15,240,2,269,27,210,0,13,3,3,8,1,1,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",300,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:50:13",304,300,0,4,0,215,211,0,4,0,207,3,340,125,136,3,31,12,4,10,1,0,10
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:40",208,198,0,8,2,133,123,0,8,2,128,5,250,117,19,4,78,8,5,11,0,3,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",154,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:53",208,185,2,11,10,125,104,0,11,10,113,9,205,81,85,3,15,7,1,0,1,0,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:08",315,293,0,16,6,235,213,0,16,6,219,16,350,115,33,10,150,5,6,9,0,4,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",156,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:00",85,74,0,11,0,52,41,0,11,0,45,7,90,38,21,1,12,6,1,3,0,0,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CHICHIȘA",251,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:43:36",196,185,0,1,10,116,105,0,1,10,105,11,220,104,46,3,33,13,3,3,0,4,0
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CHILIOARA",113,COŞEIU,140583,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:19",258,228,0,20,10,166,136,0,20,10,156,10,255,89,69,7,62,7,0,9,0,2,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CÎMPIA",94,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:11:30",206,197,0,4,5,159,150,0,4,5,151,8,240,81,63,5,50,7,7,16,0,0,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIUMĂRNA",252,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:17",381,355,0,19,7,213,187,0,19,7,201,12,400,187,117,3,47,14,9,9,0,2,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIURENI",306,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:28",124,106,0,14,4,108,90,0,14,4,103,5,120,12,65,2,27,3,2,1,0,2,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:24",166,146,0,16,4,128,108,0,16,4,119,9,160,32,85,1,10,18,0,3,0,1,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",220,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:05",448,434,4,4,6,281,270,1,4,6,265,16,485,204,127,2,80,21,17,11,2,1,4
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",221,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:15",167,155,0,7,5,120,108,0,7,5,113,7,170,50,69,2,37,3,0,2,0,0,0
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV GOSTILA",249,"POIANA BLENCHII",142373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:22",338,288,0,35,15,261,211,0,35,15,248,13,320,59,64,8,154,12,3,6,0,0,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",223,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:56",149,134,0,15,0,89,74,0,15,0,83,6,160,71,46,2,11,4,3,15,0,0,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:35",110,94,0,12,4,84,68,0,12,4,75,8,105,22,46,2,18,7,0,2,0,0,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.100",146,DRAGU,141027,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:41",125,111,0,12,2,77,63,0,12,2,69,8,120,43,52,3,3,3,0,8,0,0,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.117",148,DRAGU,141027,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:53",238,225,0,12,1,136,123,0,12,1,121,15,239,103,92,1,19,3,0,6,0,0,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV PĂUȘA",253,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:57",440,425,1,9,5,263,249,0,9,5,233,30,471,208,138,10,52,19,6,4,3,0,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV POARTA SĂLAJULUI",254,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:12",414,390,1,13,10,260,237,0,13,10,254,6,430,170,171,1,51,10,15,4,0,2,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",213,LOZNA,141884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:10",162,115,0,41,6,131,84,0,41,6,125,6,142,11,92,3,7,13,4,5,0,1,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV SĂLĂJENI",95,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:32",451,434,0,7,10,274,257,0,7,10,254,20,487,213,80,4,123,10,8,18,0,4,7
33,SĂLAJ,"ŞCOALA CU CLASELE I - IV SÎNTĂ MĂRIA",271,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:45",310,305,0,4,1,209,204,0,4,1,172,37,350,141,38,4,84,42,1,2,0,0,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:19",279,254,0,19,6,231,206,0,19,6,219,12,270,39,164,4,18,24,0,5,0,1,3
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV ŢĂUDU",72,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:42",105,88,0,15,2,86,69,0,15,2,83,3,150,64,44,10,17,2,1,6,0,0,3
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",224,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:12:16",372,362,0,7,3,194,184,0,7,3,184,10,404,210,35,111,26,7,3,1,0,1,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA HRANEI",307,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:22",72,51,0,18,3,62,41,0,18,3,59,3,70,8,26,3,26,2,0,0,0,0,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA LUNGĂ",308,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:28",114,93,0,16,5,114,93,0,16,5,112,2,120,6,58,1,48,1,2,2,0,0,0
33,SĂLAJ,"ȘCOALA DERȘIDA",90,BOBOTA,140280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:12",1468,1427,1,24,16,834,794,0,24,16,736,98,1570,736,236,18,266,39,7,150,3,6,11
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:02",370,354,1,5,10,231,216,0,5,10,221,10,380,149,7,200,9,0,1,1,0,1,2
33,SĂLAJ,"SCOALA GENERALA",187,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:03",832,787,0,36,9,488,443,0,36,9,464,24,850,362,358,7,45,30,12,9,0,1,2
