precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXE COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","OSTAFICIUC MARIUS-EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJOCARU PETRU-BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","REBENCIUC CEZAR-IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi","MOVILĂ PETRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÂNTEA PAVEL-GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","RĂŢOI IULIANA-PARTIDUL PRO ROMÂNIA-voturi","APOSTOLACHE ADRIAN-ŞTEFAN-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",181,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:26",1298,1274,1,22,1,473,450,0,22,1,460,13,1400,927,105,55,115,20,90,9,11,55
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",182,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:41",1599,1581,1,17,0,293,276,0,17,0,280,13,1800,1507,78,36,52,22,49,6,14,23
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",176,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:50",1073,1062,2,9,0,251,242,0,9,0,242,9,1200,949,62,23,67,14,42,8,5,21
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",174,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:46",1402,1396,0,6,0,327,321,0,6,0,318,9,1600,1273,69,23,95,16,72,6,9,28
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",175,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:29",1687,1677,1,9,0,260,251,0,9,0,248,12,1900,1640,60,36,74,14,41,2,5,16
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",258,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:14",1248,1240,0,8,0,425,417,0,8,0,394,31,1400,975,112,41,96,13,71,4,8,49
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",257,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:26",1270,1247,0,7,16,540,517,0,7,16,519,21,1400,860,132,53,116,15,114,9,14,66
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",256,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:40",1449,1438,2,8,1,581,572,0,8,1,561,19,1600,1020,138,52,134,35,110,11,13,68
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",276,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:00",1508,1501,0,7,0,630,623,0,7,0,596,34,1600,970,231,41,217,21,30,6,46,4
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",277,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:56",1071,1061,0,8,2,472,462,0,8,2,449,22,1200,729,204,37,144,9,22,3,28,2
24,IAŞI,"CONTAINER MODULAR",523,LESPEZI,97606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:46",618,590,0,4,24,367,340,0,4,23,349,18,700,333,136,41,138,10,20,0,3,1
24,IAŞI,"CORP A ŞCOALA GIMNAZIALĂ DUMBRAVA",377,CIUREA,96254,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:32",1261,1252,0,9,0,560,551,0,9,0,540,20,1300,740,139,58,241,42,42,6,3,9
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",749,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:16",1807,1794,1,11,1,915,902,1,11,1,892,20,1900,988,423,90,104,23,198,4,11,39
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",748,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:53:46",1955,1949,5,1,0,1115,1114,0,1,0,1084,31,2100,983,510,92,157,31,222,17,18,37
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",751,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:14",1862,1855,3,2,2,955,951,0,2,2,912,43,2000,1045,433,82,136,24,168,11,24,34
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",750,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:54",1801,1783,3,15,0,957,942,0,15,0,947,10,1900,943,483,61,110,21,214,9,21,28
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",145,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:11:57",1274,1265,0,8,1,493,484,0,8,1,476,17,1400,907,131,27,126,17,112,2,9,52
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",144,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:37",1552,1525,3,24,0,448,421,3,24,0,429,17,1700,16,88,36,101,8,122,7,13,54
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",147,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:41",1438,1398,9,30,1,617,586,0,30,1,597,20,1500,883,165,50,127,32,144,13,18,48
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",146,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:35",1785,1764,0,21,0,592,571,0,21,0,576,16,1900,1274,156,25,111,23,148,11,14,88
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",149,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:06",1505,1477,1,23,4,600,573,0,23,4,579,21,1600,1000,147,69,98,41,147,13,9,55
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",148,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:46",1342,1325,0,17,0,491,474,0,17,0,446,15,1500,1026,119,76,94,9,95,2,8,43
24,IAŞI,"FOSTA ŞCOALĂ SATUL SCOPOSENI",510,HORLEŞTI,97517,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:16",238,231,0,4,3,134,127,0,4,3,122,5,300,166,79,12,20,3,5,0,1,2
24,IAŞI,"GRĂDINIȚA BOGDĂNEŞTI",509,HORLEŞTI,97517,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:10",549,540,1,6,2,265,257,0,6,2,256,9,600,335,148,22,54,13,13,1,1,4
24,IAŞI,"GRADINITA COLTU-CORNII",484,GROZEŞTI,97394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:16",465,430,0,3,32,280,245,0,3,32,273,7,500,220,71,15,177,3,5,2,0,0
24,IAŞI,"GRĂDINIŢA CUCUTENI",420,CUCUTENI,96664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:35",738,721,1,4,12,398,381,1,4,12,386,12,800,402,117,25,190,15,30,5,3,1
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL",551,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:42",1422,1416,2,4,0,624,620,0,4,0,608,16,1600,976,188,77,99,31,167,7,17,22
24,IAŞI,"GRADINIŢA CU PROGRAM NORMAL BUTEA, COMUNA BUTEA, JUDEŢUL IAŞI",362,BUTEA,96110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:03",1546,1508,1,7,30,559,522,0,7,30,531,28,1700,1113,124,15,340,16,28,3,4,1
24,IAŞI,"GRADINITA CU PROGRAM NORMAL CHILISOAIA",446,DUMEŞTI,96940,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:42",176,167,0,9,0,106,97,0,9,0,101,5,200,94,9,6,77,7,2,0,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CIURBEȘTI",548,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:12",1099,1090,0,9,0,482,473,0,9,0,461,21,1200,718,200,63,80,23,77,3,6,9
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL COMARNA NR.1",394,COMARNA,96370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:32",1608,1576,0,8,24,439,407,0,8,24,419,20,1700,1261,227,20,147,11,9,2,2,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRISTEȘTI",497,HOLBOCA,95159,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:45",645,636,0,9,0,263,254,0,9,0,248,15,700,437,124,35,38,13,21,3,13,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRIVEȘTI",678,STRUNGA,99209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:52",241,235,0,3,3,124,118,0,3,3,112,12,300,176,28,20,41,2,18,2,0,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DANCU",498,HOLBOCA,95159,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:58",1304,1302,0,2,0,574,572,0,2,0,556,18,1400,826,241,63,144,21,58,7,13,9
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DANCU",499,HOLBOCA,95159,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:50",1405,1398,2,5,0,600,593,2,5,0,541,45,1500,914,227,54,132,28,68,7,8,17
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DELENI ( SEDIUL NOU)",431,DELENI,96815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:22",1948,1946,0,2,0,739,737,0,2,0,677,62,2100,1361,449,79,78,43,16,2,7,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL GRIEȘTI",730,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:41:47",216,212,0,4,0,99,95,0,4,0,94,5,300,201,23,9,32,2,25,1,2,0
24,IAŞI,"GRADINITA CU PROGRAM NORMAL HALAUCESTI",487,HĂLĂUCEŞTI,97438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:08",1471,1415,0,4,52,643,587,0,4,52,617,26,1600,957,370,74,77,18,68,6,3,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL HĂLCENI",690,ŞIPOTE,99370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:40",921,915,0,6,0,446,440,0,6,0,421,25,1000,554,203,46,141,15,12,1,2,1
24,IAŞI,"GRADINITA CU PROGRAM NORMAL -HORPAZ",550,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:28:28",1980,1972,4,4,0,881,876,1,4,0,862,19,2022,1141,280,74,131,28,273,12,17,47
24,IAŞI,"GRADINITA CU PROGRAM NORMAL MAXUT",434,DELENI,96815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:54",761,753,0,5,3,358,350,0,5,3,339,19,800,442,203,43,44,17,20,4,0,8
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP A)",545,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:53",1668,1640,8,18,2,775,755,0,18,2,751,24,1800,1025,265,90,93,17,220,8,25,33
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP B)",543,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:39",1486,1481,1,4,0,757,753,0,4,0,739,18,1600,833,238,148,82,26,174,10,15,46
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP B)",544,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:40",1384,1377,5,0,2,703,701,0,0,2,670,33,1400,697,218,112,127,17,157,5,9,25
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",2,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:00",1371,1364,0,7,0,614,607,0,7,0,594,20,1500,885,116,79,147,19,141,14,21,57
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",1,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:49",1560,1554,4,2,0,661,659,0,2,0,631,30,1700,1039,129,59,168,15,176,7,10,67
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",72,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:43",824,817,1,6,0,369,362,1,6,0,357,12,900,531,85,34,99,15,93,6,7,18
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",74,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:44",789,782,0,7,0,315,308,0,7,0,301,14,900,585,79,20,77,8,76,7,9,25
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",75,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:52",800,790,0,10,0,333,323,0,10,0,325,8,900,559,76,44,80,15,67,3,9,31
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",73,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:20",729,723,0,6,0,311,305,0,6,0,299,12,800,489,73,25,88,12,62,5,6,28
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 26",183,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:15",1598,1592,2,4,0,237,233,0,4,0,235,2,1800,1563,62,20,52,5,64,3,5,24
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",84,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:50",785,779,0,6,0,239,233,0,6,0,232,7,900,661,67,17,67,10,40,3,11,17
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PODOLENII DE SUS",415,COZMEŞTI,96593,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:05",1210,1198,0,0,12,415,403,0,0,12,399,16,1300,885,142,62,171,9,13,0,2,0
24,IAŞI,"GRADINITA CU PROGRAM NORMAL POIANA",435,DELENI,96815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:32:46",867,861,0,6,0,402,396,0,6,0,368,34,900,498,239,30,79,14,4,0,0,2
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL POTÂNGENI",582,MOVILENI,98257,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:35",745,743,0,1,1,338,336,0,1,1,311,26,803,466,167,9,89,10,16,16,1,3
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PRISĂCANI",603,PRISĂCANI,98603,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:41:15",1362,1314,1,24,23,845,798,0,24,23,799,46,1400,555,177,142,320,45,97,4,8,6
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RĂDENI",629,ROŞCANI,100344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:43",593,587,0,4,2,396,390,0,4,2,380,16,600,204,193,19,160,5,3,0,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RECEA",733,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:46:33",110,102,0,8,0,66,58,0,8,0,61,5,200,134,23,3,25,0,9,1,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL REDIU",622,REDIU,95239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:21",1316,1299,2,14,1,638,624,0,14,0,623,15,1400,762,195,53,130,24,149,19,11,42
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",642,SCÂNTEIA,98916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:54",1565,1557,0,7,1,188,180,0,7,1,184,4,1700,1512,66,32,43,9,28,3,3,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",641,SCÂNTEIA,98916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:08:54",1758,1757,0,0,1,56,55,0,0,1,56,0,1900,1844,23,15,10,2,5,1,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ŞERBEŞTI",373,CIORTEŞTI,96192,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:14",595,595,0,0,0,280,280,0,0,0,262,18,700,420,206,1,42,3,8,1,0,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SUHULEȚ",694,TANSA,99441,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:07",879,815,1,20,43,594,530,1,20,43,577,17,1000,406,306,16,204,15,10,24,0,2
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TANSA",693,TANSA,99441,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:14",1596,1533,0,18,45,649,586,0,18,45,616,29,1700,1051,215,27,316,19,28,7,1,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",727,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:09",990,980,0,9,1,451,441,0,9,1,439,12,1100,649,192,29,100,13,99,3,1,2
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",726,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:05",890,880,4,3,3,391,384,1,3,3,366,25,1000,609,151,34,83,7,85,2,3,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TRIFEȘTI",713,TRIFEŞTI,99600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:58",1387,1364,0,6,17,797,774,0,6,17,768,29,1500,703,543,68,118,19,12,3,2,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL-VALEA ADÂNCĂ ( CORP A)",557,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:38",1554,1546,4,4,0,625,621,0,4,0,601,24,1700,1075,163,48,54,37,215,12,22,50
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL-VALEA ADÂNCĂ (CORP B)",558,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:19",1576,1574,0,2,0,683,681,0,2,0,656,27,1304,223,174,48,85,33,243,4,13,56
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",553,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:04",1384,1370,8,6,0,686,680,0,6,0,677,9,1500,814,186,77,93,23,218,5,18,57
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",554,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:48",1487,1477,4,6,0,666,660,0,6,0,643,23,1600,934,160,67,83,33,235,7,14,44
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VĂLENII",735,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:07",228,217,0,6,5,112,101,0,6,5,101,11,300,188,36,29,14,4,16,1,0,1
24,IAŞI,"GRADINITA CU PROGRAM NORMAL ZLODICA",367,CEPLENIŢA,96147,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:33",234,230,0,4,0,99,95,0,4,0,95,4,300,201,43,5,20,4,21,1,0,1
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CUV. PARASCHEVA”",244,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:49",775,766,1,7,1,320,312,0,7,1,306,14,800,480,69,36,61,11,75,4,10,40
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",222,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:51",954,949,0,5,0,421,416,0,5,0,408,13,1000,574,81,27,87,17,121,8,15,52
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",221,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:54",794,783,0,10,1,345,334,0,10,1,334,10,900,555,76,22,81,10,83,8,6,48
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",7,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:31",1247,1238,2,7,0,549,542,0,7,0,536,13,1400,851,135,51,127,17,130,7,7,62
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",10,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:37",1704,1690,3,11,0,688,676,1,11,0,667,21,1900,1212,158,76,132,18,182,8,22,71
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",8,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:00",1331,1319,2,10,0,536,526,0,10,0,520,16,1400,864,137,55,142,15,105,8,8,50
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",9,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:53",1490,1477,2,11,0,635,624,0,11,0,606,29,1600,965,128,49,162,21,139,12,25,70
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",185,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:21",1516,1511,1,4,0,593,589,0,4,0,576,17,1700,1107,141,40,116,18,163,16,17,65
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",184,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:40",1702,1691,2,9,0,713,704,0,9,0,697,16,1900,1187,151,81,157,24,184,8,21,71
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",77,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:01:00",838,832,0,6,0,410,404,0,6,0,393,17,900,489,102,36,113,17,80,10,10,25
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",76,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:36",995,987,0,8,0,405,397,0,8,0,392,13,1100,695,88,33,96,15,98,12,15,35
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",63,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:13",1243,1238,0,5,0,490,485,0,5,0,475,15,1400,910,110,55,137,19,95,7,12,40
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",64,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:35",1099,1094,1,4,0,453,449,0,4,0,442,11,1200,747,111,39,126,11,96,7,13,39
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",65,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:34",1243,1237,0,6,0,492,486,0,6,0,473,19,1399,907,124,64,117,19,98,4,12,35
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",62,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:56",1190,1183,2,5,0,450,445,0,5,0,436,14,1300,850,110,34,108,28,95,9,9,43
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",71,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:44",1101,1091,1,9,0,382,373,0,9,0,360,22,1200,818,97,49,81,14,65,9,8,37
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",70,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:55",1454,1449,1,4,0,717,713,0,4,0,704,13,1600,883,209,74,141,21,151,14,15,79
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",279,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:45",1171,1163,0,7,1,434,426,0,7,1,412,22,1300,864,148,34,139,25,23,5,33,5
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",278,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:04",1009,1004,0,5,0,430,425,0,5,0,421,9,1100,670,169,31,152,5,26,5,29,4
