county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-1","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL CONSERVATOR DEMOCRAT-voturi","PARTIDUL CONSERVATOR DEMOCRAT-mandate-faza-1","PARTIDUL CONSERVATOR DEMOCRAT-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PÂRVU ŞTEFAN-voturi","PÂRVU ŞTEFAN-mandate-faza-1","PÂRVU ŞTEFAN-mandate-faza-2","GHEORGHE NICU-voturi","GHEORGHE NICU-mandate-faza-1","GHEORGHE NICU-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ROMÂNIA SOCIALISTĂ-voturi","ROMÂNIA SOCIALISTĂ-mandate-faza-1","ROMÂNIA SOCIALISTĂ-mandate-faza-2","PACT PENTRU GALAȚI-voturi","PACT PENTRU GALAȚI-mandate-faza-1","PACT PENTRU GALAȚI-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","BĂDIŢĂ RAABIS-ŞTEFAN-voturi","BĂDIŢĂ RAABIS-ŞTEFAN-mandate-faza-1","BĂDIŢĂ RAABIS-ŞTEFAN-mandate-faza-2","DERMENGI MIHAI-voturi","DERMENGI MIHAI-mandate-faza-1","DERMENGI MIHAI-mandate-faza-2","PINTILIE DĂNUŢ-voturi","PINTILIE DĂNUŢ-mandate-faza-1","PINTILIE DĂNUŢ-mandate-faza-2","FLOREA REMUS-CĂTĂLIN-voturi","FLOREA REMUS-CĂTĂLIN-mandate-faza-1","FLOREA REMUS-CĂTĂLIN-mandate-faza-2","PETICĂ MIRCEA-voturi","PETICĂ MIRCEA-mandate-faza-1","PETICĂ MIRCEA-mandate-faza-2"
18,GALAŢI,"MUNICIPIUL TECUCI",75203,2,FINAL,UAT,CL,CL_CE,"2024-06-14 17:31:23",39732,39478,27,190,37,14922,14691,4,190,37,14443,457,43784,28773,722,1011,1155,668,936,1,0,5690,8,1,6068,9,0,477,0,0,404,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,383,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0
18,GALAŢI,MUNTENI,75258,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:07:01",5975,5834,3,40,98,3500,3361,1,40,98,3381,119,6537,3037,169,236,270,201,145,0,0,1029,5,0,1986,9,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
18,GALAŢI,NĂMOLOASA,76763,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:30:55",1631,1486,0,20,125,964,819,0,20,125,941,23,1762,798,47,65,75,79,37,0,0,60,0,1,813,10,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,NEGRILEŞTI,77579,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:12:42",2326,2131,1,88,106,1361,1169,1,87,104,1303,58,2331,970,65,91,104,118,76,0,1,115,0,1,1112,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,NICOREŞTI,76807,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:45:24",3316,3238,2,72,4,1761,1685,0,72,4,1666,95,3593,1832,83,116,133,124,478,3,1,809,6,0,325,2,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,OANCEA,76932,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:51:21",2646,2523,0,58,65,817,694,0,58,65,798,19,2743,1926,39,55,63,70,0,0,0,123,1,1,654,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"ORAŞ BEREŞTI",75338,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:24:08",2511,2396,1,49,65,1591,1477,0,49,65,1542,47,2706,1117,77,107,123,140,0,0,0,1008,7,0,534,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"ORAŞ TÂRGU BUJOR",75472,2,FINAL,UAT,CL,CL_CE,"2024-06-14 21:57:10",8532,8400,0,37,95,2947,2815,0,37,95,2829,118,9385,6438,141,198,226,188,0,0,0,1109,5,1,1533,8,0,0,0,0,0,0,0,187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,PECHEA,76969,2,FINAL,UAT,CL,CL_CE,"2024-06-12 00:03:07",9194,9147,3,29,15,3732,3688,0,29,15,3576,156,10064,6332,178,250,286,197,248,1,0,1038,5,0,1812,9,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,267,1,1,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,PISCU,76996,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:18:19",3914,3824,2,30,58,2039,1949,2,30,58,1939,100,4294,2255,96,135,155,141,109,0,1,196,1,0,1083,7,1,204,1,1,137,0,1,0,0,0,0,0,0,0,0,0,46,0,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0
18,GALAŢI,POIANA,77587,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:29:16",1494,1364,1,72,57,893,765,1,72,55,833,60,1489,596,41,58,66,75,0,0,0,194,2,1,639,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,PRIPONEŞTI,77028,2,FINAL,UAT,CL,CL_CE,"2024-06-26 14:12:42",1779,1680,0,74,25,1063,964,0,74,25,1020,43,1840,777,51,71,81,90,247,2,1,185,2,0,563,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,RĂDEŞTI,77561,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:41:05",1127,1097,0,18,12,666,636,0,18,12,613,53,1219,553,30,42,49,65,26,0,0,104,1,1,448,6,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,REDIU,77082,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:28:43",1673,1561,0,19,93,926,817,0,16,93,883,43,1813,887,44,61,70,77,0,0,0,542,7,0,305,3,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,SCÂNTEIEŞTI,77126,2,FINAL,UAT,CL,CL_CE,"2024-06-13 22:58:41",1984,1887,1,8,88,1128,1034,0,8,86,1060,68,2163,1035,53,74,84,88,45,0,0,373,4,0,596,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,SCHELA,77153,2,FINAL,UAT,CL,CL_CE,"2024-06-17 18:36:08",3193,3114,1,15,63,1941,1862,1,15,63,1892,49,3490,1549,94,132,151,144,0,0,0,712,4,1,744,5,0,0,0,0,0,0,0,0,0,0,416,2,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,ŞENDRENI,75114,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:06:45",4782,4736,6,18,22,2523,2483,0,18,22,2461,62,5227,2704,123,172,196,154,178,1,0,538,3,0,1186,7,1,23,0,0,0,0,0,0,0,0,422,2,1,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"SLOBOZIA CONACHI",77180,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:03:07",3380,3240,4,21,115,1910,1773,1,21,115,1873,37,3712,1802,93,131,149,138,142,1,0,572,4,0,1081,7,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,SMÂRDAN,77224,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:58:29",4936,4908,3,10,15,2503,2478,0,10,15,2433,70,5406,2903,121,170,194,162,238,1,1,713,4,0,1359,8,0,0,0,0,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,SMULŢI,77260,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:20:26",1222,1091,0,46,85,719,597,0,46,76,700,19,1196,477,35,49,56,77,0,0,0,264,3,0,368,4,1,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,SUCEVENI,77288,2,FINAL,UAT,CL,CL_CE,"2024-06-19 14:24:46",1352,1262,0,21,69,816,726,0,21,69,780,36,1414,598,39,54,62,81,34,0,0,185,2,0,469,5,1,15,0,0,0,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,SUHURLUI,77601,3,FINAL,UAT,CL,CL_CE,"2024-06-13 13:01:17",1144,1045,0,32,67,691,592,0,32,67,648,39,1214,527,32,45,51,72,65,0,1,318,4,0,232,3,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,ŢEPU,77377,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:18:54",1951,1802,0,95,54,1414,1265,0,95,54,1365,49,2082,668,68,95,109,124,107,0,1,159,1,0,659,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"TUDOR VLADIMIRESCU",77313,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:18:06",4222,4195,2,25,0,2437,2412,0,25,0,2387,50,4626,2180,119,167,190,179,1173,6,0,286,1,1,878,4,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,TULUCEŞTI,77331,2,FINAL,UAT,CL,CL_CE,"2024-06-11 21:10:31",6476,6352,2,27,95,3000,2878,0,27,95,2903,97,7078,4078,145,203,232,183,194,1,0,654,3,1,1902,10,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,UMBRĂREŞTI,77402,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:46:41",5877,5837,2,29,9,2954,2916,0,29,9,2831,123,6422,3468,141,198,226,179,220,1,0,1177,6,1,1300,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"VALEA MĂRULUI",77475,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:46:51",2983,2810,3,29,141,1637,1473,0,29,135,1574,63,3198,1561,78,110,125,121,165,1,0,578,4,1,831,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,VÂNĂTORI,75150,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:20:50",6148,6096,13,37,2,3222,3182,1,37,2,3152,70,6692,3470,157,220,252,203,176,0,1,403,1,1,2063,10,0,0,0,0,0,0,0,0,0,0,404,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,VÂRLEZI,77509,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:10:36",1512,1411,0,29,72,962,861,0,29,72,941,21,1607,645,47,65,75,85,0,0,0,371,4,0,570,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,VLĂDEŞTI,77536,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:32:17",1995,1904,0,17,74,942,851,0,17,74,909,33,2166,1224,45,63,72,82,190,2,0,153,1,1,561,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
