precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TANASĂ DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SCRIPCARU GEORGE-ALIANȚA ELECTORALĂ PSD PNL-voturi","MUSCALU-CREŢU FLORIN-PARTIDUL ROMÂNIA MARE-voturi","COLIBAN ALLEN-ALIANȚA UNIȚI PENTRU BRAȘOV-voturi","GOIDESCU IONEL-PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","CIOBANU ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","DOGAR NICOLAE-FLORIN-voturi"
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",52,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:44",1130,1119,2,7,2,577,568,0,7,2,574,3,1300,723,15,285,4,243,3,16,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",28,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:04:32",1550,1524,9,16,1,693,675,1,16,1,677,16,1700,1007,23,298,0,327,2,13,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:17",1387,1387,0,0,0,616,616,0,0,0,603,13,1500,875,24,262,5,289,1,12,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",164,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:28",1835,1788,23,10,14,866,841,1,10,14,837,17,2000,1146,46,348,3,402,4,20,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",166,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:09",1448,1440,5,3,0,660,657,0,3,0,644,16,1600,940,31,334,5,250,3,9,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",165,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:09:17",1436,1426,4,6,0,685,679,0,6,0,672,13,1600,915,29,349,5,256,6,13,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",163,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:16:23",1864,1784,24,56,0,801,745,0,56,0,785,16,2000,1199,17,312,5,419,4,12,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",167,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:05",1507,1494,3,10,0,668,658,0,10,0,647,21,1700,1032,34,321,8,255,10,9,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",141,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:15",1433,1426,2,5,0,629,624,0,5,0,605,24,1600,971,29,342,5,198,1,22,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",142,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:49:13",1529,1513,10,6,0,707,701,0,6,0,686,20,1700,994,29,353,3,280,2,9,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",147,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:06",1291,1278,1,8,4,608,596,0,8,4,590,14,1400,796,23,357,1,190,2,10,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",140,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:29",1614,1601,3,10,0,710,700,0,10,0,691,19,1800,1090,36,361,3,267,1,18,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",148,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:14:21",1173,1171,0,2,0,533,531,0,2,0,522,11,1300,767,22,313,4,165,2,12,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",145,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:26",828,818,0,10,0,390,380,0,10,0,385,5,900,510,20,220,1,133,2,5,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",150,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:50:41",1418,1413,0,5,0,716,711,0,5,0,699,17,1500,784,23,386,2,262,2,13,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",144,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:46",1264,1252,4,8,0,568,560,0,8,0,548,20,1408,840,32,286,7,208,3,7,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",143,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:09",1570,1562,3,5,0,704,699,0,5,0,691,13,1700,996,37,406,5,220,1,14,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",149,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:45:38",1668,1643,11,13,1,948,934,0,13,1,915,29,1800,856,28,404,5,444,5,16,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",146,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:14",1149,1141,2,6,0,510,504,0,6,0,494,16,1300,790,23,253,1,191,3,8,15
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 14",151,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:26",1520,1501,3,9,7,899,883,0,9,7,880,19,1600,701,32,389,7,421,2,16,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",25,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:45",1134,1126,0,7,1,489,481,0,7,1,473,16,1300,811,18,239,3,184,2,15,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",26,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:23",1143,1127,5,11,0,583,571,1,11,0,566,17,1300,717,29,284,3,225,3,9,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",21,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:53",1405,1400,0,5,0,636,631,0,5,0,615,21,1500,864,28,270,3,291,2,13,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",20,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:54:54",1606,1565,16,15,10,800,775,0,15,10,773,22,1699,904,41,337,7,368,2,6,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",24,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:44",1188,1181,0,7,0,501,494,0,7,0,489,12,1300,799,25,261,3,176,4,12,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",22,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:32:23",1350,1331,10,8,1,670,661,0,8,1,655,15,1500,830,24,304,4,292,2,13,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",23,"MUNICIPIUL BRAŞOV",40198,5,PART,PRCNCT,P,P_SV,"2024-06-10 11:15:51",1374,1355,8,10,1,672,661,0,10,1,654,6,1500,840,24,321,4,290,1,8,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",41,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:56",937,919,7,11,0,435,424,0,11,0,427,8,1000,565,13,189,6,200,2,8,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",40,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:39",1292,1285,0,7,0,655,648,0,7,0,635,20,1400,745,39,264,3,293,7,15,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",39,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:19:32",1082,1063,6,13,0,537,524,0,13,0,523,10,1200,667,17,233,5,249,2,13,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",42,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:00:19",1480,1467,3,10,0,678,668,0,10,0,650,28,1600,922,20,311,3,303,2,2,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",43,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:08",1392,1380,0,12,0,731,719,0,12,0,708,23,1500,769,27,323,5,315,5,11,22
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",105,"MUNICIPIUL BRAŞOV",40198,4,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:36",1338,1327,6,5,0,581,576,0,5,0,553,14,1500,929,19,294,4,213,4,3,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",101,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:20",1419,1403,2,13,1,617,603,0,13,1,591,26,1500,883,23,279,10,250,5,14,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",102,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:29",1397,1387,2,8,0,655,647,0,8,0,636,19,1500,845,24,304,3,274,4,12,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",103,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:24:19",1331,1322,1,6,2,608,600,0,6,2,596,12,1500,892,20,277,6,269,3,10,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",104,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:46:33",1441,1428,7,5,1,610,604,0,5,1,589,20,1600,990,24,291,0,240,4,18,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 2",106,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:52:41",1706,1697,1,8,0,753,745,0,8,0,729,24,1900,1147,26,355,6,311,4,22,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",67,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:50:00",1741,1715,10,16,0,793,777,0,16,0,780,13,1903,1110,25,325,3,403,2,10,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",68,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:29",802,792,0,10,0,416,406,0,10,0,404,10,900,484,18,164,2,200,2,9,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",69,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:39:53",1513,1496,7,10,0,699,689,0,10,0,679,20,1600,901,35,317,6,294,5,6,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",66,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:08",1414,1405,2,7,0,692,685,0,7,0,676,16,1500,808,31,321,3,296,4,5,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",46,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:01",1354,1342,5,7,0,639,632,0,7,0,623,16,1500,861,17,271,4,307,3,9,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",48,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:23",1507,1494,2,11,0,731,720,0,11,0,715,16,1600,869,31,386,1,272,4,12,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",50,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:59",1424,1413,3,8,0,675,667,0,8,0,652,23,1600,925,20,329,5,273,5,7,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",49,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:40",1319,1313,0,5,1,581,575,0,5,1,573,8,1500,919,27,319,0,215,2,7,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",45,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:54:16",1403,1383,12,8,0,654,646,0,8,0,635,19,1500,846,32,258,4,317,1,11,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",47,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:42",608,597,5,6,0,328,322,0,6,0,322,6,700,372,8,153,3,150,0,2,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",51,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:50",1415,1403,3,7,2,680,671,0,7,2,664,16,1600,920,26,317,7,280,6,18,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",160,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:02:35",1390,1361,20,9,0,665,656,0,9,0,660,5,1500,835,16,215,2,414,4,3,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",156,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:39:59",1822,1802,11,9,0,933,924,0,9,0,913,20,2000,1067,29,383,1,473,5,14,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",159,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:58",1284,1278,0,6,0,693,687,0,6,0,671,9,1400,707,15,247,3,394,2,1,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",157,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:51",1564,1553,2,8,1,732,723,1,7,1,713,19,1700,968,35,341,4,307,2,13,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",155,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:20",1600,1583,8,7,2,818,809,0,7,2,803,15,1700,882,25,341,8,403,2,16,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",158,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:35:59",1490,1480,4,6,0,722,716,0,6,0,703,19,1600,878,42,315,3,321,6,9,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30 EXTINDERE",161,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:40:01",1524,1499,14,11,0,756,745,0,11,0,745,11,1600,844,15,229,2,476,2,11,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30 EXTINDERE",162,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:20",1604,1558,27,19,0,820,801,0,19,0,809,11,1700,880,24,228,4,517,3,18,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",182,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:43",1316,1310,0,6,0,625,619,0,6,0,610,15,1500,875,22,317,3,246,1,11,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",181,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:31",1277,1270,0,7,0,615,608,0,7,0,594,21,1400,785,23,316,7,221,5,12,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",183,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:47",1096,1091,1,4,0,517,513,0,4,0,506,11,1200,683,15,303,0,171,3,6,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",91,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:46",1480,1474,0,5,1,677,671,0,5,1,666,11,1600,923,20,354,5,255,4,16,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",96,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:47:09",1560,1547,3,9,1,716,706,0,9,1,697,19,1700,984,31,307,2,331,5,10,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",93,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:22",1195,1190,1,4,0,587,583,0,4,0,582,5,1300,713,19,306,3,223,2,15,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",90,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:39",1461,1453,1,7,0,712,705,0,7,0,674,38,1600,888,28,332,2,297,2,5,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",95,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:52",1354,1347,1,4,2,638,632,0,4,2,617,21,1500,800,17,307,3,270,4,6,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",92,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:36",1601,1592,2,7,0,751,744,0,7,0,722,29,1800,1049,31,376,10,264,7,14,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",94,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:48",1453,1444,2,7,0,645,638,0,7,0,638,7,1600,955,15,312,12,274,2,7,16
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",76,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:24",1278,1268,4,6,0,603,597,0,6,0,591,12,1400,797,26,252,2,287,3,9,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",78,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:20:41",1163,1156,0,7,0,575,568,0,7,0,536,11,1300,753,30,257,1,233,1,9,5
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",74,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:04:35",1130,1116,2,12,0,502,490,0,12,0,488,14,1200,698,28,203,2,236,2,8,9
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",75,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:52",1198,1193,1,4,0,622,618,0,4,0,605,17,1300,678,27,278,6,266,3,11,14
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",77,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:46",1499,1479,7,13,0,756,742,1,13,0,739,17,1600,844,31,326,2,357,4,10,9
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",73,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:28",1301,1294,0,6,1,613,606,0,6,1,593,20,1400,787,23,296,4,252,1,5,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5",19,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:40",1450,1429,12,9,0,616,607,0,9,0,595,21,1600,984,29,253,5,289,5,6,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5",18,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:49:29",1391,1373,14,0,4,688,684,0,0,4,676,12,1500,812,17,258,6,374,1,8,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",16,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:24:49",1139,1117,11,10,1,557,546,0,10,1,544,13,1200,643,24,224,3,273,4,4,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",14,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:01",894,874,9,10,1,429,418,0,10,1,417,12,1000,571,14,172,2,217,3,4,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",17,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:21:48",1589,1566,8,15,0,733,718,0,15,0,707,26,1700,967,28,303,3,343,1,11,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",15,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:30",935,913,5,9,8,411,394,0,9,8,399,12,1000,589,17,163,1,204,1,6,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",86,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:32",1795,1770,12,13,0,859,846,0,13,0,835,24,1900,1041,26,384,3,384,7,18,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",88,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:38:41",1345,1338,2,3,2,560,555,0,3,2,536,24,1500,940,27,303,4,179,2,10,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",83,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:34:54",995,991,1,3,0,476,473,0,3,0,458,18,1100,624,20,249,5,164,1,14,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",87,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:47",1555,1540,12,2,1,736,732,1,2,1,721,15,1700,964,22,330,4,337,4,9,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",84,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:51:15",1079,1075,1,3,0,476,473,0,3,0,464,12,1200,717,13,254,1,180,0,13,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",85,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:01",1350,1345,1,4,0,564,560,0,4,0,554,10,1500,936,20,308,4,207,4,6,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",82,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:10",1394,1389,2,3,0,606,602,1,3,0,593,13,1500,894,28,330,1,212,1,10,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",80,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:51",1515,1471,3,17,24,663,622,0,17,24,639,24,1600,937,29,355,7,218,5,16,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",81,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:39",1330,1307,1,9,13,620,598,0,9,13,596,24,1500,880,29,333,6,204,2,15,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",79,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:06:14",1491,1481,1,7,2,617,608,0,7,2,599,18,1600,983,24,344,3,190,7,20,11
8,BRAŞOV,"ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”",177,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:58",1658,1622,19,17,0,843,826,0,17,0,834,9,1800,957,28,293,3,490,4,7,9
8,BRAŞOV,"ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”",175,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:35",1228,1206,8,14,0,604,590,0,14,0,596,8,1300,696,23,205,5,340,2,13,8
8,BRAŞOV,"ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”",176,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:48",1440,1417,8,15,0,844,828,1,15,0,835,9,1500,653,16,200,2,593,1,11,12
8,BRAŞOV,"ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”",174,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:29",1485,1464,2,18,1,784,763,2,18,1,780,4,1600,816,18,280,1,460,4,7,10
8,BRAŞOV,"SEMINARUL TEOLOGIC LICEAL ORTODOX ”DUMITRU STĂNILOAIE”",2,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:34:11",1161,1148,6,7,0,534,527,0,7,0,516,17,1299,766,20,220,5,250,4,13,4
8,BRAŞOV,"SEMINARUL TEOLOGIC LICEAL ORTODOX ”DUMITRU STĂNILOAIE”",1,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:53",1814,1786,22,5,1,752,744,2,5,1,726,16,2000,1248,14,380,7,300,4,9,12
8,BRAŞOV,"VILA ORIZONT",44,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:21",358,343,2,12,1,156,143,0,12,1,152,4,400,244,12,75,2,55,1,7,0
