precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:45",206,203,0,3,0,132,129,0,3,0,113,19,225,93,14,90,2,0,5,2
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",200,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:35",345,325,0,14,6,244,224,0,14,6,237,7,364,120,4,201,30,0,1,1
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:24",516,495,1,13,7,397,377,0,13,7,372,25,560,163,19,329,12,2,8,2
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",185,"NICOLAE BĂLCESCU",104341,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:48",232,200,0,15,17,172,140,0,15,17,161,11,249,77,23,115,17,1,4,1
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV COADELE",195,RADOVANU,104751,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:34",944,873,0,43,28,648,577,0,43,28,623,25,991,343,161,167,254,7,9,25
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV FAUREI",222,ULMU,94606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:55",304,290,0,5,9,211,197,0,5,9,206,5,320,109,11,177,10,1,6,1
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV VALEA POPII",196,RADOVANU,104751,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:00",419,390,0,14,15,315,286,0,14,15,297,18,450,135,88,66,118,3,10,12
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV VALEA STANII",165,LUICA,104083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:25",440,418,0,11,11,265,243,0,11,11,245,20,429,163,18,55,151,2,14,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII",184,"NICOLAE BĂLCESCU",104341,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:55:29",1083,1029,0,18,36,792,738,0,18,36,767,25,1100,308,40,519,162,6,29,11
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII LUICA",164,LUICA,104083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:36",1236,1184,0,21,31,747,695,0,21,31,635,60,1324,629,74,224,267,19,26,25
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:02",1599,1583,0,11,5,764,748,0,11,5,656,108,1760,996,132,389,96,4,25,10
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",93,CHIRNOGI,101804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:37",1422,1414,0,6,2,772,764,0,6,2,733,39,1551,779,90,435,145,13,32,18
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",94,CHIRNOGI,101804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:23",1553,1537,1,4,11,860,845,0,4,11,811,49,1725,865,82,529,149,6,26,19
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.3",95,CHIRNOGI,101804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:43",1109,1091,1,12,5,606,589,0,12,5,561,45,1216,610,23,363,80,17,14,64
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII ULMU",221,ULMU,94606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:01",626,541,0,40,45,447,362,0,40,45,433,14,642,195,13,352,55,3,4,6
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",78,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:32",355,343,0,11,1,240,228,0,11,1,220,9,400,171,72,120,17,1,8,2
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",80,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:09:59",1084,1071,1,10,2,500,488,0,10,2,441,59,1200,700,139,234,22,3,26,17
12,CĂLĂRAŞI,"ŞCOALA CU CLS I-IV ”CONSTANTIN DECULESCU”",63,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:44:29",1703,1691,0,10,2,712,700,0,10,2,647,53,1876,1176,36,358,158,27,34,34
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV-DEAL",199,ROSEŢI,94312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:10",1889,1848,1,3,37,1119,1078,1,3,37,1030,89,2008,889,54,474,390,8,47,57
12,CĂLĂRAŞI,"SCOALA CU CLS. I-VIII",79,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:13",683,674,0,9,0,326,317,0,9,0,300,26,800,474,115,130,25,3,19,8
12,CĂLĂRAŞI,"ŞCOALA DIN SATUL BOŞNEAGU",122,DOROBANŢU,93441,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:48",298,270,0,14,14,205,177,0,14,14,198,7,300,95,8,54,127,0,5,4
12,CĂLĂRAŞI,"SCOALA GENERALA CU CLS I-IV-SECTOR",197,ROSEŢI,94312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:52:18",1971,1956,0,5,10,1055,1040,0,5,10,945,110,2001,946,79,373,423,9,36,25
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",178,MODELU,92587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:40",1637,1620,4,5,8,874,861,0,5,8,818,56,1787,20,100,197,466,9,28,18
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",179,MODELU,92587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:38",1715,1707,3,2,3,917,912,0,2,3,854,63,1888,971,144,163,486,11,33,17
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",177,MODELU,92587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:34",1567,1557,2,1,7,866,858,0,1,7,826,40,1729,863,131,248,372,12,32,31
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.1",204,SOHATU,105222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:33",1121,1082,0,14,25,805,766,0,14,25,697,78,1338,563,57,344,257,8,22,9
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",135,FRUMUŞANI,102945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:27",990,947,0,41,2,681,638,0,41,2,629,52,1037,354,257,305,18,16,17,16
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",136,FRUMUŞANI,102945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:35",1070,1037,0,30,3,685,652,0,30,3,627,58,1137,452,231,333,21,26,10,6
12,CĂLĂRAŞI,"SCOALA GENERALA NR.2",180,MODELU,92587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:33:56",1580,1571,0,5,4,870,861,0,5,4,833,37,1737,867,125,271,366,7,33,31
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.2",205,SOHATU,105222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:25",707,671,0,31,5,516,480,0,31,5,466,50,744,228,30,173,246,3,10,4
12,CĂLĂRAŞI,"SCOALA GENERALA ORASTI",137,FRUMUŞANI,102945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:34",709,691,1,17,0,450,433,0,17,0,425,25,758,308,140,170,66,19,12,18
12,CĂLĂRAŞI,"SCOALA GENERALA PASAREA",138,FRUMUŞANI,102945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:05",644,591,0,50,3,449,396,0,50,3,417,32,648,199,54,297,35,7,16,8
12,CĂLĂRAŞI,"SCOALA GENERALA SILISTEA",227,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:15",542,511,0,18,13,363,332,0,18,13,337,25,560,198,100,195,8,2,20,12
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",2,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:18",612,603,0,8,1,317,308,0,8,1,304,13,687,370,34,134,55,15,13,53
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",1,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:52",1336,1324,1,11,0,634,623,0,11,0,604,30,1485,851,101,249,123,10,24,97
12,CĂLĂRAŞI,"SCOALA GIMNAZIALĂ ” CAROL I” CĂLĂRAŞI",7,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:57",1368,1359,5,4,0,497,493,0,4,0,478,19,1495,998,95,222,76,10,22,53
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TEODORESCU” ŞOLDANU",210,ŞOLDANU,105384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:56:05",1716,1659,0,24,33,1181,1124,0,24,33,1113,68,1862,681,71,683,313,13,15,18
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",45,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:48",1248,1240,2,6,0,588,582,0,6,0,560,28,1371,783,117,245,105,24,33,36
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",46,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:56:13",1056,1038,5,8,5,441,428,0,8,5,423,18,1147,706,79,195,73,13,28,35
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",47,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:06",1162,1154,3,4,1,542,537,0,4,1,521,21,1270,728,116,232,73,16,35,49
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",193,RADOVANU,104751,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:33:01",917,842,0,31,44,683,608,0,31,44,647,36,974,291,221,91,301,2,14,18
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",194,RADOVANU,104751,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:18",872,759,1,57,55,642,529,1,57,55,611,31,936,294,164,130,286,4,10,17
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",212,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:58:10",1598,1535,0,4,59,806,743,0,4,59,778,28,1600,794,110,203,408,4,34,19
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",213,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:54:23",1125,1107,0,0,18,614,596,0,0,18,591,23,1329,715,92,95,346,6,39,13
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA FLORENTA ALBU VILCELELE",232,VÂLCELELE,94731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:08",879,787,0,7,85,460,369,0,7,84,447,13,963,503,27,387,5,8,15,5
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",67,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:04:09",1986,1957,4,20,5,1120,1094,1,20,5,1000,92,2161,1041,75,380,421,5,20,99
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",66,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:23:47",1920,1891,0,23,6,1024,995,0,23,6,929,89,2076,1058,75,291,485,1,13,64
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GRIGORE MOISIL",218,ULMENI,105605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:49",1166,1134,0,26,6,807,775,0,26,6,736,14,1300,550,34,403,244,10,25,20
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA IANCU ROSETTI-CENTRU",198,ROSEŢI,94312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:36",1261,1243,0,1,17,765,747,0,1,17,724,41,1558,793,43,343,248,9,19,62
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",17,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:02:41",1115,1105,1,9,0,459,450,0,9,0,432,3,1216,760,88,201,62,16,17,48
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",19,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:50",681,673,0,8,0,282,274,0,8,0,272,10,741,459,37,133,57,4,14,27
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",16,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:36",1275,1268,0,6,1,600,593,0,6,1,575,25,1512,912,82,273,100,18,36,66
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",18,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:51",1258,1252,2,3,1,525,521,0,3,1,504,21,1407,882,72,246,90,22,20,54
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE” - SALA DE SPORT",64,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:37",1208,1195,3,10,0,568,558,0,10,0,549,19,1320,752,41,308,122,17,26,35
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA MIRCEA NEDELCIU",73,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:52",1057,1021,3,31,2,716,683,0,31,2,697,19,1100,384,40,459,157,8,14,19
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",39,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:12",1038,1031,0,7,0,498,491,0,7,0,472,26,1134,636,101,229,81,12,16,33
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",36,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:02:53",1184,1179,1,4,0,580,576,0,4,0,558,22,1320,740,100,246,96,27,25,64
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",38,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:58:45",1464,1452,4,8,0,704,696,0,8,0,691,13,1641,937,104,347,102,29,36,73
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",37,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:47",1135,1122,0,13,0,577,564,0,13,0,541,26,1234,657,126,274,56,15,31,39
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",104,CRIVĂŢ,180055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:39",813,770,0,6,37,567,525,0,6,36,531,36,843,276,38,214,161,7,14,97
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",103,CRIVĂŢ,180055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:08",776,738,0,15,23,571,533,0,15,23,544,27,843,272,55,248,129,3,22,87
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",182,NANA,104323,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:12",817,740,0,9,68,546,470,0,9,67,469,38,890,306,31,248,21,4,8,157
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",183,NANA,104323,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:06:00",931,856,2,5,68,677,605,0,5,67,625,52,1020,343,54,376,24,6,14,151
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",159,JEGĂLIA,93815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:35",1518,1492,3,1,22,873,849,1,1,22,818,55,1600,727,84,332,348,11,23,20
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1",216,"TĂMĂDĂU MARE",105455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:55",1262,1214,0,40,8,837,789,0,40,8,805,32,1305,468,90,558,105,4,35,13
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",97,CHISELET,101822,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:36",1343,1314,0,8,21,771,742,0,8,21,721,50,1415,644,58,201,427,10,9,16
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",96,CHISELET,101822,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:38",524,509,0,2,13,305,290,0,2,13,290,15,604,299,23,78,155,11,12,11
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1APROZI",68,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:06",793,785,0,6,2,478,470,0,6,2,432,46,864,386,36,179,117,4,9,87
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 BELCIUGATELE",84,BELCIUGATELE,101083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:16:29",1357,1200,8,106,43,1036,887,0,106,43,986,47,1302,269,49,486,271,149,15,16
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 CĂSCIOARELE",91,CĂSCIOARELE,101724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:59",1468,1337,2,64,65,1118,989,0,64,65,1073,45,1467,349,92,600,314,16,31,20
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP A",105,CURCANI,102419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:49",754,741,0,7,6,478,465,0,7,6,441,24,743,278,32,151,234,2,14,8
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP B",106,CURCANI,102419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:35",594,577,1,7,9,395,379,0,7,9,374,21,614,219,39,168,137,3,14,13
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP C",107,CURCANI,102419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:27:58",1411,1398,0,4,9,944,931,0,4,9,836,108,1475,531,58,435,324,3,10,6
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR.1 CUZA VODĂ",111,"CUZA VODĂ",93281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:59",1833,1776,2,32,23,1157,1102,0,32,23,1110,47,1877,720,81,545,401,25,37,21
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DÎLGA GARĂ",118,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:39",1083,1072,0,3,8,646,635,0,3,8,613,33,1181,535,39,417,143,1,9,4
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DOR MĂRUNT SAT",116,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:37",1392,1377,0,2,13,787,772,0,2,13,717,34,1514,747,106,453,131,0,20,7
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",125,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:30:39",1331,1319,1,4,7,747,735,1,4,7,701,46,1400,653,46,257,366,0,20,12
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",126,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:39",1156,1138,1,7,10,645,628,0,7,10,583,45,1300,672,45,195,305,5,20,13
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",124,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:11",1051,1026,2,6,17,545,522,0,6,17,518,27,1200,655,33,186,274,3,13,9
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",131,"DRAGOŞ VODĂ",93539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:36",1075,1023,0,21,31,710,658,0,21,31,653,26,1120,441,57,396,151,2,14,33
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",130,"DRAGOŞ VODĂ",93539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:34",1055,995,0,30,30,718,658,0,30,30,683,35,1098,380,69,440,143,0,20,11
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAJNA NOUA",129,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:10",1068,1061,0,5,2,581,574,0,5,2,567,14,1123,542,70,184,273,4,20,16
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 FRASINET",133,FRĂSINET,102838,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:44",805,754,0,5,46,577,526,0,5,46,567,10,883,306,22,504,10,3,25,3
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 FUNDENI",140,FUNDENI,103014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:06:42",1317,1277,0,24,16,957,917,0,24,16,927,30,1400,443,69,417,381,2,51,7
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 GĂLBINAȘI",144,GĂLBINAŞI,179962,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:00",1322,1304,0,16,2,1038,1020,0,16,2,1010,28,1488,450,80,617,291,2,12,8
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GOSTILELE",75,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:46",509,504,0,5,0,355,350,0,5,0,344,11,560,205,43,254,38,0,6,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GURBANESTI",149,GURBĂNEŞTI,103568,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:21",423,376,0,25,22,295,248,0,25,22,283,12,440,145,12,252,9,2,5,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA BISERICA)",224,UNIREA,94651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:32",1154,1064,0,51,39,779,689,0,51,39,724,55,1170,391,91,235,354,5,24,15
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA CAMINUL CULTURAL)",225,UNIREA,94651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:10",1173,1073,0,46,54,851,751,0,46,54,805,46,1289,438,83,267,398,6,37,14
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR1 NICOLAE BALCESCU",81,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:22:58",1127,1010,2,65,50,840,727,1,65,47,823,17,1094,254,51,241,491,5,17,18
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU - CORP B",186,PERIŞORU,94223,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:50:09",1869,1838,3,12,16,1118,1089,1,12,16,1089,29,1993,875,313,584,131,10,28,23
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU- CORP B",187,PERIŞORU,94223,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:14:50",1711,1665,0,10,36,884,843,0,10,31,856,28,1907,1023,217,462,121,5,36,15
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 RADU-VODA",169,LUPŞANU,93931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:57",904,891,0,13,0,493,480,0,13,0,458,35,991,498,61,250,29,82,29,7
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 SPANTOV",206,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:58",756,744,1,4,7,464,452,1,4,7,445,19,828,364,36,127,241,9,17,15
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 VALEA ROȘIE",176,MITRENI,100638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:30",1763,1714,0,19,30,1220,1171,0,19,30,1058,74,1887,755,72,340,570,11,51,14
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 VLAD ȚEPEȘ",234,"VLAD ŢEPEŞ",94768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:30",1111,1044,1,21,45,721,654,1,21,45,694,27,1137,416,30,496,131,15,16,6
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 ALEXANDRU ODOBESCU",82,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:58",1038,913,1,79,45,752,628,0,79,45,724,28,970,218,35,353,302,8,14,12
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 BORCEA",90,BORCEA,92961,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:19",1656,1628,1,8,19,877,849,1,8,19,845,32,1830,953,84,193,477,10,57,24
