precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA REPER SENS URS.PDF PENTRU SECTORUL 3-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",397,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 22:54:50",1473,1438,20,15,0,723,708,0,15,0,699,24,1586,863,285,76,47,13,27,251
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",400,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:27:14",1397,1383,6,6,2,669,661,0,6,2,647,20,1519,850,252,56,45,16,23,255
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",399,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 22:22:17",1642,1598,30,14,0,777,762,1,14,0,758,18,1760,984,269,73,76,22,18,300
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",395,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:28:16",1505,1463,29,13,0,715,702,0,13,0,692,23,1609,894,245,56,60,18,20,293
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",396,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:31:51",1418,1373,38,7,0,686,676,3,7,0,670,16,1519,833,295,69,52,22,22,210
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",574,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:57:15",1199,1181,4,14,0,561,547,0,14,0,545,16,1299,738,215,50,41,15,28,196
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",569,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:29:44",1184,1166,5,13,0,467,454,0,13,0,459,7,1269,802,176,40,48,18,17,160
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",572,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:54:15",1728,1706,9,13,0,933,917,3,13,0,913,20,1882,949,318,64,131,15,29,356
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",575,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:45:05",1315,1307,2,6,0,532,526,0,6,0,517,15,1438,891,212,56,40,13,24,172
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",571,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:51:25",1163,1157,1,5,0,579,574,0,5,0,565,12,1280,703,248,39,59,24,29,166
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",570,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:21:22",991,978,5,8,0,544,536,0,8,0,525,19,1092,548,159,44,62,21,11,228
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",573,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:08:32",1359,1340,10,9,0,631,622,0,9,0,617,14,1465,812,227,57,52,19,17,245
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",456,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:37:36",1318,1306,3,9,0,585,573,3,9,0,558,27,1436,851,192,49,59,20,31,207
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",463,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:30:41",1172,1142,15,14,1,556,541,0,14,1,538,18,1256,700,174,56,49,25,25,209
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",460,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:44:18",1067,1051,9,7,0,525,518,0,7,0,511,14,1151,626,214,48,43,15,23,168
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",457,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:44:45",1411,1393,7,11,0,584,573,0,11,0,573,11,1561,977,210,47,44,23,33,216
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",458,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:24:03",1194,1182,0,12,0,551,539,0,12,0,538,13,1301,750,211,59,41,11,29,187
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",459,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:55:19",1121,1105,6,10,0,575,564,1,10,0,566,9,1213,638,203,43,47,14,17,242
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",461,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 23:19:30",991,982,3,6,0,501,495,0,6,0,495,6,1107,601,222,51,34,15,14,159
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",455,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:24:55",1626,1589,0,24,13,747,723,0,13,11,723,24,1750,803,246,64,69,12,25,307
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",462,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:15:48",929,918,4,7,0,426,419,0,7,0,411,15,1029,603,150,45,23,19,20,154
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”;",585,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:36:33",981,971,8,2,0,491,489,0,2,0,474,17,1073,582,200,52,34,23,27,138
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”;",584,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:22:59",1272,1264,1,7,0,605,598,0,7,0,584,21,1421,816,234,66,46,22,46,170
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",491,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:23:00",1458,1450,2,6,0,597,591,0,6,0,551,11,1613,1051,215,52,36,30,37,181
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",489,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:10",557,556,0,1,0,557,556,0,1,0,539,18,1544,987,262,40,46,20,31,140
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",482,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:27:33",1225,1218,1,6,0,570,564,0,6,0,547,17,1375,811,201,54,38,24,40,190
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",490,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 05:45:04",1405,1390,6,9,0,613,604,0,9,0,602,10,1529,506,302,58,40,21,32,149
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",483,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:16:01",1259,1250,0,9,0,525,516,0,9,0,508,17,1379,851,213,49,48,21,21,156
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",484,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:14:54",2142,2030,93,19,0,939,920,0,19,0,924,15,2220,1266,293,75,133,32,25,366
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",485,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:52:52",1314,1305,2,6,1,548,541,0,6,1,537,10,1433,886,263,63,33,11,27,140
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",486,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:45:16",1304,1291,7,6,0,594,588,0,6,0,568,20,1423,835,225,61,49,18,27,188
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",488,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:26:40",1254,1251,0,2,1,523,520,0,2,1,510,13,1377,854,220,58,35,15,18,164
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",487,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:59:38",1248,1240,1,7,0,540,533,0,7,0,522,16,1361,823,241,58,48,16,21,138
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",481,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:00:21",1429,1420,5,3,1,636,632,0,3,1,615,21,1598,962,224,57,59,25,19,231
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",522,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:05:11",1267,1255,2,10,0,575,565,0,10,0,561,14,1396,821,183,48,59,10,23,238
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",526,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:16:03",1648,1648,0,0,0,711,711,0,0,0,690,21,1804,1093,278,82,60,21,30,219
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",528,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:46:37",1181,1165,6,10,0,579,568,1,10,0,567,12,1285,706,200,38,55,23,23,228
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",525,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 22:08:00",1546,1532,2,11,1,682,671,0,11,0,662,16,1684,1006,252,58,52,24,38,238
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",521,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:44:20",1428,1409,2,17,0,707,690,0,17,0,676,31,1572,865,297,54,71,18,27,209
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",524,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:56:49",1348,1338,3,7,0,617,610,0,7,0,593,17,1497,885,294,49,39,4,21,186
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",527,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 00:06:01",1157,1144,6,7,0,598,591,0,7,0,587,11,1275,677,202,55,55,21,20,234
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",523,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:26:00",1829,1809,0,20,0,742,722,0,20,0,725,17,1982,1240,272,90,65,17,33,248
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",554,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:56:15",1184,1173,5,6,0,458,452,0,6,0,442,16,1310,852,212,51,38,10,22,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",561,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:43:14",1101,1093,3,5,0,373,368,0,5,0,359,14,1208,835,169,48,17,19,35,71
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",553,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:15:45",1106,1105,0,1,0,503,502,0,1,0,481,21,1203,701,228,51,31,20,26,125
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",557,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:49:20",1109,1099,0,10,0,536,526,0,10,0,518,18,1236,700,230,40,42,17,28,161
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",552,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:22:27",1135,1128,4,3,0,492,489,0,3,0,475,17,1244,752,255,50,30,19,21,100
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",555,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:01:48",1417,1405,0,12,0,665,653,0,12,0,653,12,1561,893,288,49,48,21,32,215
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",560,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 19:58:12",1361,1340,8,13,0,640,627,0,13,0,619,21,1480,840,283,41,61,22,21,191
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",559,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:04:35",1024,1022,1,1,0,421,420,0,1,0,407,14,1148,727,185,48,31,14,28,101
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",556,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:18:51",1118,1116,1,1,0,542,541,0,1,0,527,15,1250,708,247,63,35,16,27,139
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",558,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:59:18",1069,1067,0,2,0,446,444,0,2,0,426,20,1175,729,210,41,28,14,38,95
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",617,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:08",1986,1962,4,16,4,906,886,0,16,4,808,22,2155,1325,380,0,86,44,46,252
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",618,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:59:05",1934,1928,0,6,0,769,763,0,6,0,740,29,2121,1352,356,79,49,26,57,173
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",619,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:35:26",2121,2110,4,7,0,891,883,1,7,0,872,19,2242,1351,377,62,81,33,62,257
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",616,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:39:15",1814,1805,4,5,0,781,776,0,5,0,766,15,2027,1246,312,82,57,33,62,220
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",615,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:49:06",1934,1913,6,15,0,819,804,0,15,0,791,28,2094,1275,376,72,61,29,33,220
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",613,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:20:07",2514,2402,21,91,0,1113,1022,0,91,0,1006,32,2606,1568,395,96,92,34,43,346
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",614,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:33:40",2141,2108,26,7,0,867,860,0,7,0,852,15,2311,1429,369,34,82,17,27,323
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.116;",620,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:01:14",2217,2182,8,27,0,1005,978,0,27,0,957,19,2299,1323,371,59,101,31,47,348
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",602,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:06:05",1447,1430,2,15,0,667,652,0,15,0,644,23,1576,909,275,51,55,15,51,197
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",603,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:26:01",1981,1933,20,27,1,872,844,0,27,1,851,17,2103,1231,344,56,89,21,38,303
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",604,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:49:49",1811,1789,14,8,0,776,768,0,8,0,766,10,1986,1208,330,86,67,28,47,208
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",501,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:45:56",981,971,0,10,0,469,459,0,10,0,448,21,1066,597,161,46,42,10,12,177
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",500,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:16:03",966,944,8,14,0,456,442,0,14,0,451,5,1041,585,188,39,37,10,16,161
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",497,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:23:00",1186,1166,4,15,1,662,646,0,15,1,650,12,1285,623,209,42,55,17,18,309
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",498,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:37:16",1144,1119,1,22,2,604,580,0,22,2,570,10,1231,651,195,59,60,18,29,209
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",499,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:03:56",1092,1066,4,20,2,564,541,1,20,2,550,13,1173,610,205,48,59,14,24,200
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",541,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:47:30",1738,1729,3,5,1,771,765,0,5,1,710,35,1902,1082,344,51,68,19,30,198
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",540,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:54:32",1497,1484,3,10,0,765,755,0,10,0,754,11,1640,871,290,62,60,20,59,263
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",539,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 17:59:29",1847,1823,0,7,17,827,803,0,7,17,807,20,2008,1180,352,79,66,23,40,247
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",543,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:05:48",1370,1360,4,6,0,586,580,0,6,0,570,16,1496,909,264,56,50,9,43,148
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",538,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:07:59",1357,1343,4,10,0,589,579,0,10,0,576,13,1474,885,259,58,52,11,25,171
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",542,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:21:05",1704,1686,1,17,0,809,792,0,17,0,784,25,1781,972,398,62,58,31,43,192
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",562,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:09:14",1552,1535,6,11,0,772,761,0,11,0,755,17,1715,943,349,67,54,21,39,225
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",563,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:18:03",1518,1512,4,2,0,718,715,1,2,0,691,27,1659,941,277,69,67,15,35,228
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",567,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:06:28",1274,1269,0,5,0,518,513,0,5,0,500,18,1408,890,221,67,29,12,31,140
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",568,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:50:09",1697,1680,7,10,0,835,825,0,10,0,809,26,1884,1046,323,59,78,30,22,297
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",564,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 23:22:30",1724,1687,12,24,1,812,787,0,24,1,802,10,1859,1047,299,79,79,24,27,294
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",566,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:22:09",1363,1354,0,9,0,519,510,0,9,0,500,19,1488,969,237,72,44,16,21,110
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",565,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:48:16",1426,1423,0,3,0,1156,1153,0,3,0,570,18,1572,984,245,57,54,171,26,17
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",580,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:20:18",1569,1556,4,9,0,633,623,1,9,0,605,28,1673,1040,285,69,54,32,36,129
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",578,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:55",1748,1734,9,5,0,725,720,0,5,0,713,12,1932,1207,312,58,60,10,21,252
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",583,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 15:49:55",1753,1745,2,6,0,709,703,0,6,0,684,25,1921,1212,331,70,49,33,50,151
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",577,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:34:01",1632,1620,8,4,0,659,655,0,4,0,632,27,1823,1164,296,60,54,14,49,159
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",582,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:47:28",1716,1693,11,12,0,660,647,1,12,0,637,23,1856,1196,248,58,62,27,47,195
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",576,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:29:30",1908,1894,2,6,6,791,779,0,6,6,767,23,2090,1300,341,79,61,32,45,209
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",581,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:07:04",1728,1714,8,6,0,779,773,0,6,0,742,34,1917,1138,369,63,60,31,37,182
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",579,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:29:04",1760,1756,1,3,0,225,222,0,3,0,216,9,1937,1712,96,36,17,12,25,30
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",648,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-09 23:51:58",3337,3330,0,7,0,23,16,0,7,0,23,0,3711,3688,7,3,0,4,3,6
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",644,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:15:12",2333,2328,0,5,0,46,41,0,5,0,45,1,2591,2545,15,5,3,4,6,12
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",647,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:15:03",1721,1711,0,10,0,168,158,0,10,0,157,11,1912,1744,91,27,3,10,11,15
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",641,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:06:27",3350,3344,0,6,0,42,36,0,6,0,42,0,3744,3702,20,6,3,4,3,6
