precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",182,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:40",1599,1581,1,17,0,293,276,0,17,0,273,20,1800,1507,68,39,51,7,29,45,5,6,23
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",176,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:50",1073,1062,2,9,0,251,242,0,9,0,240,9,1200,948,60,34,53,1,18,42,10,2,20
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",174,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:45",1402,1396,0,6,0,327,321,0,6,0,310,17,1600,1273,67,28,76,8,18,73,1,10,29
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",175,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:28",1687,1677,1,9,0,260,251,0,9,0,244,16,1900,1640,67,37,59,8,13,39,6,3,12
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",258,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:14",1248,1240,0,8,0,425,417,0,8,0,404,21,1400,974,91,55,83,4,25,89,6,4,47
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",257,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:27",1270,1247,0,7,16,540,517,0,7,16,525,15,1400,860,120,65,110,9,22,117,5,15,62
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",256,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:40",1449,1438,2,8,1,581,572,0,8,1,564,17,1600,1017,148,59,109,10,33,125,7,10,63
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",276,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:59",1508,1501,0,7,0,630,623,0,7,0,603,27,1600,970,232,57,202,14,25,34,9,29,1
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",277,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:54",1071,1061,0,8,2,472,462,0,8,2,453,17,1200,730,202,38,129,22,13,24,2,20,3
24,IAŞI,"CONTAINER MODULAR",523,LESPEZI,97606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:46",618,590,0,4,24,367,340,0,4,23,343,24,700,333,139,48,123,0,12,20,0,1,0
24,IAŞI,"CORP A ŞCOALA GIMNAZIALĂ DUMBRAVA",377,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:32",1261,1252,0,9,0,560,551,0,9,0,536,24,1300,740,134,60,273,10,37,0,8,5,9
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",749,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:25:16",1807,1794,1,11,1,915,902,1,11,1,898,17,1900,984,425,84,102,22,23,199,5,13,25
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",748,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:46",1955,1949,5,1,0,1115,1114,0,1,0,1068,45,2100,987,516,95,139,20,33,205,11,15,34
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",751,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:16",1862,1855,3,2,2,955,951,0,2,2,927,28,2000,1045,440,84,118,17,23,190,12,10,33
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",750,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:54",1801,1783,3,15,0,957,942,0,15,0,935,22,1900,943,482,64,84,22,25,211,11,8,28
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",145,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:11:56",1274,1265,0,8,1,493,484,0,8,1,479,14,1400,907,134,39,106,14,15,123,1,6,41
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",144,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:37",1552,1525,3,24,0,448,421,3,24,0,431,12,1700,16,101,43,79,17,14,124,6,5,42
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",147,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:38",1438,1398,9,30,1,617,586,0,30,1,598,19,1500,883,148,63,118,22,23,164,5,14,41
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",146,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:35",1785,1764,0,21,0,592,571,0,21,0,582,10,1900,1274,159,43,105,12,26,138,8,8,83
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",149,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:06",1505,1477,1,23,4,600,573,0,23,4,589,11,1600,1000,140,77,100,17,48,147,5,4,51
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",148,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:25:45",1342,1325,0,17,0,491,474,0,17,0,446,15,1500,1026,105,76,94,14,9,95,2,8,43
24,IAŞI,"FOSTA ŞCOALĂ SATUL SCOPOSENI",510,HORLEŞTI,97517,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:17",238,231,0,4,3,134,127,0,4,3,119,13,300,166,78,14,16,3,4,3,1,0,0
24,IAŞI,"GRĂDINIȚA BOGDĂNEŞTI",509,HORLEŞTI,97517,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:10",549,540,1,6,2,265,257,0,6,2,248,17,600,335,147,26,48,1,11,11,1,1,2
24,IAŞI,"GRADINITA COLTU-CORNII",484,GROZEŞTI,97394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:15",465,430,0,3,32,280,245,0,3,32,264,16,500,220,71,34,149,0,4,4,2,0,0
24,IAŞI,"GRĂDINIŢA CUCUTENI",420,CUCUTENI,96664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:33",738,721,1,4,12,398,381,1,4,12,381,17,800,402,130,32,165,1,17,33,1,2,0
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL",551,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:42",1422,1416,2,4,0,624,620,0,4,0,602,22,1600,976,182,97,85,12,33,162,3,6,22
24,IAŞI,"GRADINIŢA CU PROGRAM NORMAL BUTEA, COMUNA BUTEA, JUDEŢUL IAŞI",362,BUTEA,96110,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:00",1546,1508,1,7,30,559,522,0,7,30,515,44,1700,1125,129,37,296,3,13,29,4,3,1
24,IAŞI,"GRADINITA CU PROGRAM NORMAL CHILISOAIA",446,DUMEŞTI,96940,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:45",176,167,0,9,0,106,97,0,9,0,97,9,200,94,8,8,66,1,9,1,0,4,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CIURBEȘTI",548,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:12",1099,1090,0,9,0,482,473,0,9,0,459,23,1200,718,207,61,73,5,22,77,1,5,8
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL COMARNA NR.1",394,COMARNA,96370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:33",1608,1576,0,8,24,439,407,0,8,24,417,22,1700,1261,244,26,121,1,9,11,1,2,2
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRISTEȘTI",497,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:44",645,636,0,9,0,263,254,0,9,0,249,14,700,437,123,46,27,3,15,19,3,12,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRIVEȘTI",678,STRUNGA,99209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:51",241,235,0,3,3,124,118,0,3,3,117,7,300,176,28,28,36,0,3,21,0,0,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DANCU",498,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:57",1304,1302,0,2,0,574,572,0,2,0,555,19,1400,826,234,94,120,6,22,58,6,7,8
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DANCU",499,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:50",1405,1398,2,5,0,600,593,2,5,0,566,19,1500,915,255,80,100,7,33,59,9,7,16
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DELENI ( SEDIUL NOU)",431,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:24",1948,1946,0,2,0,739,737,0,2,0,670,69,2100,1361,460,85,63,1,42,15,1,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL GRIEȘTI",730,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:41:50",216,212,0,4,0,99,95,0,4,0,94,5,300,201,24,9,34,1,3,20,0,2,1
24,IAŞI,"GRADINITA CU PROGRAM NORMAL HALAUCESTI",487,HĂLĂUCEŞTI,97438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:08",1471,1415,0,4,52,643,587,0,4,52,610,33,1600,957,368,82,58,6,21,67,6,1,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL HĂLCENI",690,ŞIPOTE,99370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:40",921,915,0,6,0,446,440,0,6,0,406,40,1000,554,204,55,118,1,12,10,2,2,2
24,IAŞI,"GRADINITA CU PROGRAM NORMAL -HORPAZ",550,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:28",1980,1972,4,4,0,881,876,1,4,0,859,22,2001,1120,284,96,97,11,21,283,9,14,44
24,IAŞI,"GRADINITA CU PROGRAM NORMAL MAXUT",434,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:54",761,753,0,5,3,358,350,0,5,3,334,24,800,442,205,41,38,2,15,20,7,1,5
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP A)",545,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:51",1668,1640,8,18,2,775,755,0,18,2,753,22,1800,1025,280,97,73,11,25,226,5,8,28
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP B)",543,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:39",1486,1481,1,4,0,757,753,0,4,0,733,14,1600,853,236,167,67,11,33,167,7,15,30
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MIROSLAVA (CORP B)",544,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:38",1384,1377,5,0,2,703,701,0,0,2,671,32,1400,697,220,124,109,10,20,161,4,6,17
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",2,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:00",1371,1364,0,7,0,614,607,0,7,0,591,22,1500,887,123,88,126,13,24,146,12,20,39
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",1,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:49",1560,1554,4,2,0,661,659,0,2,0,638,23,1700,1039,127,72,132,13,22,185,10,9,68
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",72,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:42",824,817,1,6,0,369,362,1,6,0,353,16,900,531,94,38,83,9,17,86,3,8,15
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",74,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:44",789,782,0,7,0,315,308,0,7,0,302,13,900,585,66,32,71,7,15,78,6,2,25
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",75,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:51",800,790,0,10,0,333,323,0,10,0,325,8,900,559,77,50,76,8,14,66,4,5,25
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",73,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:20",729,723,0,6,0,311,305,0,6,0,304,7,800,489,65,25,94,8,18,61,5,6,22
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 26",183,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:14",1598,1592,2,4,0,237,233,0,4,0,235,2,1800,1563,57,27,41,6,6,70,1,3,24
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",84,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:48",785,779,0,6,0,239,233,0,6,0,229,10,900,661,51,26,57,10,12,48,0,5,20
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PODOLENII DE SUS",415,COZMEŞTI,96593,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:04",1210,1198,0,0,12,415,403,0,0,12,387,28,1300,885,138,68,143,6,13,13,6,0,0
24,IAŞI,"GRADINITA CU PROGRAM NORMAL POIANA",435,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:46",867,861,0,6,0,402,396,0,6,0,362,40,900,498,240,40,58,0,17,3,0,1,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL POTÂNGENI",582,MOVILENI,98257,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:35",745,743,0,1,1,338,336,0,1,1,313,23,799,463,163,22,85,1,14,15,12,1,0
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PRISĂCANI",603,PRISĂCANI,98603,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:41:15",1362,1314,1,24,23,845,798,0,24,23,801,44,1400,555,177,149,300,12,56,93,4,6,4
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RĂDENI",629,ROŞCANI,100344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:43",593,587,0,4,2,396,390,0,4,2,378,18,600,204,195,30,142,2,7,2,0,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RECEA",733,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:46:33",110,102,0,8,0,66,58,0,8,0,62,4,200,134,29,4,23,0,2,4,0,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL REDIU",622,REDIU,95239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:21",1316,1299,2,14,1,638,624,0,14,0,631,7,1400,762,189,58,131,11,21,154,19,6,42
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",642,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:59",1565,1557,0,7,1,188,180,0,7,1,184,4,1700,1512,68,34,33,3,7,39,0,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",641,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:08:55",1758,1757,0,0,1,56,55,0,0,1,55,1,1900,1844,21,15,10,0,2,5,2,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ŞERBEŞTI",373,CIORTEŞTI,96192,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:14",595,595,0,0,0,280,280,0,0,0,253,27,700,420,198,6,39,0,3,6,1,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SUHULEȚ",694,TANSA,99441,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:07",879,815,1,20,43,594,530,1,20,43,569,25,1000,406,310,19,206,2,15,8,6,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TANSA",693,TANSA,99441,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:14",1596,1533,0,18,45,649,586,0,18,45,589,39,1700,1051,234,55,284,2,0,9,2,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",727,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:10",990,980,0,9,1,451,441,0,9,1,425,26,1100,649,231,37,88,2,20,44,3,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",726,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:25:03",890,880,4,3,3,391,384,1,3,3,362,29,1000,609,163,42,96,3,11,39,6,2,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TRIFEȘTI",713,TRIFEŞTI,99600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:58",1387,1364,0,6,17,797,774,0,6,17,759,38,1500,703,518,86,105,5,19,17,4,2,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL-VALEA ADÂNCĂ ( CORP A)",557,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:38",1554,1546,4,4,0,625,621,0,4,0,609,16,1700,1075,167,51,41,18,32,245,7,10,38
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL-VALEA ADÂNCĂ (CORP B)",558,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:08",1576,1574,0,2,0,683,681,0,2,0,658,25,1308,217,166,61,61,10,33,264,4,9,50
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",553,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:04",1384,1370,8,6,0,686,680,0,6,0,672,14,1500,814,181,83,71,12,22,244,6,12,41
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",554,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:47",1487,1477,4,6,0,666,660,0,6,0,646,20,1600,934,139,72,82,19,30,245,4,10,45
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VĂLENII",735,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:08",228,217,0,6,5,112,101,0,6,5,105,7,300,188,33,40,17,0,6,8,1,0,0
24,IAŞI,"GRADINITA CU PROGRAM NORMAL ZLODICA",367,CEPLENIŢA,96147,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:35",234,230,0,4,0,99,95,0,4,0,93,6,300,201,49,14,10,0,3,16,0,0,1
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CUV. PARASCHEVA”",244,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:46",775,766,1,7,1,320,312,0,7,1,310,10,800,480,81,36,58,9,13,69,1,6,37
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",222,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:48",954,949,0,5,0,421,416,0,5,0,410,11,1000,574,84,44,71,17,17,113,8,5,51
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",221,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:51",794,783,0,10,1,345,334,0,10,1,335,10,900,555,81,47,50,6,12,84,3,7,45
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",7,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:31",1247,1238,2,7,0,549,542,0,7,0,536,13,1400,851,139,58,115,16,15,141,3,3,46
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",10,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:35",1704,1690,3,11,0,688,676,1,11,0,665,23,1900,1212,157,79,117,18,28,174,7,12,73
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",8,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:00",1331,1319,2,10,0,536,526,0,10,0,521,15,1400,864,142,57,130,8,27,109,3,4,41
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",9,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:53",1490,1477,2,11,0,635,624,0,11,0,612,23,1600,965,119,56,155,20,19,162,12,13,56
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",185,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:20",1516,1511,1,4,0,593,589,0,4,0,572,21,1700,1107,127,46,105,16,21,171,12,11,63
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",184,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:40",1702,1691,2,9,0,713,704,0,9,0,701,12,1900,1187,159,93,126,18,26,193,6,14,66
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",77,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:59",838,832,0,6,0,410,404,0,6,0,396,14,900,488,100,49,100,13,16,83,7,8,20
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",76,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:36",995,987,0,8,0,405,397,0,8,0,387,18,1100,695,89,34,91,10,20,90,11,7,35
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",63,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:13",1243,1238,0,5,0,490,485,0,5,0,476,14,1400,910,110,65,127,13,21,89,3,9,39
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",64,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:35",1099,1094,1,4,0,453,449,0,4,0,446,6,1200,748,113,65,99,18,14,94,2,8,33
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",65,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:34",1243,1237,0,6,0,492,486,0,6,0,473,19,1398,906,115,61,109,14,22,101,6,7,38
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",62,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:56",1190,1183,2,5,0,450,445,0,5,0,432,18,1300,850,95,47,95,8,33,104,6,7,37
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",71,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:44",1101,1091,1,9,0,382,373,0,9,0,366,16,1200,818,91,41,82,11,16,71,12,9,33
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",70,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:55",1454,1449,1,4,0,717,713,0,4,0,705,12,1600,883,198,88,123,15,33,159,10,13,66
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",279,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:46",1171,1163,0,7,1,434,426,0,7,1,410,24,1300,864,153,41,133,5,20,16,4,32,6
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",278,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:01",1009,1004,0,5,0,430,425,0,5,0,413,17,1100,670,179,37,134,8,10,17,1,24,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3 CURĂTURI",376,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:20",271,262,1,7,1,156,147,1,7,1,152,4,300,144,37,16,68,0,14,15,0,2,0
24,IAŞI,"GRADINIȚA CU PROGRAM SCURT TRAIAN",356,BIVOLARI,95943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:34",189,180,0,9,0,93,84,0,9,0,85,8,200,107,34,5,36,0,4,4,1,0,1
