precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL ACUM-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","STOICA CONSTANTIN-MIRCEA-voturi","BUŞE DANIEL-voturi","ŢIGARET BOGDAN-FLORIN-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",83,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:36",1393,1382,2,9,0,653,644,0,9,0,641,12,1530,877,303,45,99,106,2,19,4,2,27,6,6,12,0,3,0,7
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",50,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:10",940,930,2,8,0,437,429,0,8,0,427,10,1020,583,160,32,63,98,1,8,3,1,17,4,7,4,0,3,3,23
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",51,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:16:11",1240,1232,1,7,0,584,577,0,7,0,551,17,1360,792,212,65,82,118,1,14,3,4,14,4,12,2,3,5,1,11
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",52,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:42:57",933,927,0,6,0,446,440,0,6,0,430,16,1020,574,133,58,71,102,0,8,4,2,16,3,3,0,1,3,1,25
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:41",1118,1103,4,11,0,581,570,0,11,0,570,11,1210,629,222,45,85,126,1,8,5,6,30,3,12,6,3,0,7,11
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”SPIRU HARET” (FOSTĂ NR. 3)",44,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:02:20",1617,1607,5,4,1,805,795,5,4,1,777,23,1770,965,303,55,137,174,8,13,6,6,39,3,4,11,2,7,3,6
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ TAKE IONESCU",28,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:02:03",913,897,8,7,1,473,465,0,7,1,444,18,1000,538,156,47,69,84,3,9,5,2,20,11,9,5,3,2,2,17
40,VÂLCEA,"ŞCOALA LESPEZI - ARHIVĂ",47,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:19",1228,1220,0,8,0,620,612,0,8,0,594,26,1360,740,252,38,85,111,2,8,3,4,15,55,5,3,3,3,2,5
40,VÂLCEA,"ŞCOALA STOLNICENI",86,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:47:53",534,527,0,6,1,240,233,0,6,1,223,17,590,350,99,7,33,52,2,8,0,1,11,2,0,1,2,1,2,2
40,VÂLCEA,"SECŢIA 1 DE POLIŢIE RURALĂ RÂMNICU VÂLCEA",85,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:16",837,828,3,6,0,390,384,0,6,0,389,1,910,520,166,31,48,95,0,12,2,2,9,5,2,1,2,1,5,8
40,VÂLCEA,"SISTEMUL DE GOSPODĂRIRE A APELOR VÂLCEA-CONTAINER",91,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:52:16",775,766,1,8,0,378,369,1,8,0,366,12,840,462,158,36,76,59,2,9,1,3,4,3,4,0,2,1,4,4
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT - FOST LICEUL TEHNOLOGIC OLTCHIM",32,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:11",604,584,0,6,14,604,584,0,6,14,576,28,1330,726,238,46,87,118,0,22,6,3,19,4,6,6,5,1,2,13
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT- FOST LICEUL TEHNOLOGIC OLTCHIM",31,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:39:02",1244,1233,1,10,0,514,504,0,10,0,499,15,1360,846,201,39,91,100,1,26,2,2,16,1,5,2,3,1,3,6
