precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi"
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”MARIA ROSETTI”",171,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:45:32",892,862,13,17,0,424,407,0,17,0,407,14,1001,577,132,20,11,2,187,16,34,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”MARIA ROSETTI”",170,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:44:55",1733,1681,47,5,0,832,826,1,5,0,828,4,1800,968,290,54,23,2,375,13,64,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",239,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:48:40",1624,1619,0,5,0,627,622,0,5,0,607,17,1700,1076,257,70,36,9,140,51,37,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",244,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:24:56",1474,1471,0,3,0,430,427,0,3,0,400,30,1600,1170,169,52,73,10,42,42,4,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",240,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:31",1693,1684,2,7,0,487,480,0,7,0,468,19,1900,1413,207,50,50,10,81,47,19,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",238,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:00:38",1540,1535,0,5,0,668,663,0,5,0,655,13,1700,1032,245,67,20,15,211,40,50,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",243,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:15:44",1677,1667,2,8,0,639,629,2,8,0,611,28,1800,1161,263,64,52,5,135,54,31,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",237,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:13:56",2122,2100,17,5,0,789,784,0,5,0,763,26,2300,1511,269,82,65,5,242,48,36,16
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",241,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 21:13:08",1495,1486,2,7,0,632,625,0,7,0,611,21,1700,1068,220,66,46,12,185,28,47,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",242,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:00:48",1601,1583,15,3,0,667,664,0,3,0,648,19,1700,1033,230,66,28,7,208,55,45,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",340,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:14:06",1439,1404,30,5,0,643,638,0,5,0,624,18,1600,958,190,66,18,2,271,31,40,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",339,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:13:20",1341,1320,16,5,0,556,550,1,5,0,548,8,1500,943,168,57,20,7,222,25,47,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",337,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:41:45",1711,1696,0,14,1,781,766,0,14,1,768,13,1800,1019,240,84,39,6,309,27,60,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",338,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:41:34",1429,1421,0,8,0,762,754,0,8,0,627,18,1600,954,206,106,16,9,203,25,62,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",293,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:50:22",1829,1807,11,9,2,776,765,0,9,2,744,32,2000,1224,300,88,55,10,205,49,31,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",294,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 20:43:07",1790,1782,0,8,0,748,740,0,8,0,713,27,1200,358,306,58,27,5,216,56,35,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",295,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:13:13",2272,2133,118,21,0,970,948,1,21,0,952,18,2300,1330,292,49,16,5,495,13,75,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",292,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:05:30",1727,1690,35,2,0,705,703,0,2,0,688,17,2000,1295,289,87,20,8,203,26,50,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25 ( FOSTA GRĂDINITĂ NR. 11)",236,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:49:29",1561,1540,15,6,0,606,600,0,6,0,575,23,1700,1099,235,74,39,5,141,41,35,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25 ( FOSTA GRĂDINITĂ NR. 11)",235,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:56:20",1657,1624,25,8,0,649,641,0,8,0,621,22,1800,1157,257,67,40,10,170,32,38,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",198,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:55:57",1228,1161,62,5,0,506,501,0,5,0,490,16,1300,794,178,45,16,4,179,21,41,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",199,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:49:06",1274,1243,22,9,0,542,532,1,9,0,528,14,1400,856,185,44,22,6,198,28,39,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",196,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:58:00",1389,1365,11,11,2,572,559,0,11,2,550,22,1600,1028,196,61,19,4,198,22,45,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",200,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:17:26",1012,976,25,11,0,465,454,0,11,0,455,10,1100,635,187,39,12,4,159,14,37,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",197,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:37:59",1465,1453,0,12,0,668,656,0,12,0,640,28,1600,932,247,62,8,5,230,26,59,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 28",169,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:32:56",1434,1336,78,14,6,643,622,1,14,6,627,16,1500,857,235,50,19,3,237,26,50,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 28",167,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 15:54:42",2587,2498,74,10,5,734,719,0,10,5,709,25,2700,1966,242,57,26,8,279,37,60,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 28",168,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:07:50",1136,1100,18,8,10,513,497,0,8,8,501,10,1200,687,168,44,16,1,224,6,35,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 307",347,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:56:54",1391,1366,17,8,0,667,659,0,8,0,646,21,1500,833,251,56,14,4,245,26,46,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 307",345,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:36:25",1264,1250,11,3,0,608,605,0,3,0,591,17,1600,992,210,59,25,3,240,18,33,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 307",346,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:09:01",1051,990,54,7,0,384,377,0,7,0,378,6,1100,716,138,10,9,2,164,24,28,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",181,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:03:07",2005,1945,51,8,1,843,832,2,8,1,820,21,2100,1259,321,64,29,5,289,34,75,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",182,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:38:12",1683,1655,20,8,0,735,727,0,8,0,715,8,1800,1056,272,56,35,6,255,28,55,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",184,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:08:22",1803,1771,25,7,0,707,700,1,6,0,679,25,1900,1191,235,57,10,8,293,21,52,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",183,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:53:48",1604,1564,36,4,0,684,680,0,4,0,662,21,1700,1016,228,70,17,9,264,29,43,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",180,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:02:47",1380,1376,0,4,0,600,596,0,4,0,583,17,1600,1000,237,49,22,5,189,33,41,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",228,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:54:03",1738,1731,0,7,0,696,689,0,7,0,680,16,1900,1204,273,90,30,10,172,53,42,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",227,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:45:35",1694,1689,0,5,0,753,748,0,5,0,731,22,1900,1147,321,78,41,4,184,43,47,13
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",230,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:01:50",1237,1222,9,6,0,479,473,0,6,0,460,19,1400,921,196,37,24,8,123,29,35,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",226,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:14:33",1691,1668,14,9,0,637,628,0,9,0,597,26,1900,1277,265,57,44,15,137,41,30,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",229,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 21:47:32",2159,1994,152,9,4,784,771,0,9,4,752,16,2100,1319,308,109,42,13,198,42,38,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",214,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:51:45",1634,1537,91,5,1,664,658,0,5,1,644,20,1700,1036,274,58,25,4,213,28,38,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",211,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:27:46",1341,1332,0,9,0,567,558,0,9,0,547,20,1600,1033,223,60,26,7,163,25,34,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",215,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:47:00",1786,1647,137,2,0,633,631,0,2,0,628,5,1801,1168,254,53,25,11,206,31,44,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",216,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:33:44",1537,1485,46,6,0,599,593,0,6,0,577,22,1600,1001,226,64,21,6,183,25,47,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",213,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:01:39",1488,1410,70,8,0,627,619,0,8,0,605,22,1600,973,256,77,29,7,163,31,37,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",212,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:08:28",1570,1550,13,6,1,573,566,0,6,1,554,12,1700,1134,219,52,36,7,171,31,34,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",210,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 23:01:36",1678,1616,58,4,0,734,729,1,4,0,715,19,1798,1064,292,61,39,9,246,24,34,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",287,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:01:42",1551,1538,5,7,1,682,674,0,7,1,680,2,1700,1018,238,74,36,5,220,43,61,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",288,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:15:35",1574,1548,19,7,0,644,637,0,7,0,628,16,1700,1056,258,58,29,10,197,37,32,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",289,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:20:44",1665,1653,0,12,0,694,682,0,12,0,668,26,2000,1306,276,70,24,5,211,38,34,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",291,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:53",1372,1359,2,11,0,609,598,0,11,0,589,20,1600,991,264,42,21,12,184,26,37,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",290,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 19:30:45",1815,1799,7,9,0,810,801,0,9,0,773,35,2000,1192,316,61,30,12,280,30,38,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",220,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:14:15",1611,1567,34,9,1,677,667,0,9,1,657,20,1700,1023,264,73,55,7,162,49,40,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",217,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:54:30",1707,1699,0,8,0,632,624,0,8,0,605,27,1900,1266,266,78,41,12,130,43,30,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",218,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:21:01",1625,1620,0,4,1,680,675,0,4,1,654,26,1800,1120,306,71,42,8,125,47,46,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",222,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:39:10",1830,1820,8,1,1,695,693,0,1,1,672,23,2000,1305,293,73,41,10,154,53,43,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",219,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:54:19",1679,1668,9,2,0,701,699,0,2,0,680,21,1800,1099,312,68,46,7,158,45,37,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",221,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:14:54",1955,1933,15,7,0,776,769,0,7,0,737,29,2100,1334,320,92,48,8,181,50,34,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 41",224,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:47:32",1839,1834,0,5,0,704,699,0,5,0,686,16,2000,1298,282,82,74,12,141,49,32,14
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 41",223,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:20:00",1731,1696,31,3,1,636,632,0,3,1,621,15,1900,1264,296,71,41,8,124,42,31,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 41",225,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:48:13",1851,1844,0,7,0,831,824,0,7,0,788,37,2000,1169,353,114,56,11,154,62,33,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",327,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:47:29",1524,1519,1,3,1,718,714,0,3,1,689,29,1599,881,298,72,32,6,223,18,34,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",325,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:00:42",1392,1378,2,12,0,637,625,0,12,0,620,17,1500,863,235,46,32,6,230,27,40,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",326,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:49:31",1433,1415,12,6,0,613,607,0,6,0,594,19,1600,987,228,60,30,2,189,36,36,13
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",328,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:39:54",1780,1770,0,10,0,816,806,0,10,0,788,28,1900,1084,287,66,32,4,300,29,61,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 49",324,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:30:15",1120,1108,0,11,1,583,571,0,11,1,563,20,1200,617,189,49,9,5,234,18,57,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 49",323,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:03:21",1173,1145,22,6,0,605,599,0,6,0,591,14,1300,695,199,36,20,8,263,13,51,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",258,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:55:02",1306,1299,3,4,0,584,580,0,4,0,569,15,1400,816,265,53,32,7,141,23,42,6
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",256,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:19:30",1381,1354,15,12,0,636,623,1,12,0,599,24,1599,976,254,50,15,5,211,25,34,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",257,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:27:57",1352,1343,0,9,0,464,455,0,9,0,447,17,1600,1136,176,60,33,7,111,20,30,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",362,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:14:37",1127,1116,0,11,0,502,491,0,11,0,478,24,1500,998,159,49,18,4,201,13,30,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",361,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:50:58",1352,1337,0,15,0,643,628,0,15,0,626,17,1500,857,204,48,16,7,270,20,52,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",250,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:55:27",1251,1218,27,6,0,510,504,0,6,0,489,21,1400,890,221,35,32,6,151,16,24,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",245,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:46:56",1492,1488,0,4,0,586,582,0,4,0,565,21,1600,1010,241,53,20,7,185,25,30,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",248,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:17:49",1472,1465,0,7,0,602,595,0,7,0,544,58,1600,957,187,56,34,6,194,31,34,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",249,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:16:53",1527,1370,149,8,0,547,539,0,8,0,529,18,1600,1053,209,53,27,8,149,44,32,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",246,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:34:37",1345,1299,41,5,0,446,441,0,5,0,423,23,1600,1154,187,57,37,10,77,28,23,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",247,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:10:47",1256,1240,9,7,0,603,596,0,7,0,583,20,1400,797,252,70,33,2,160,24,31,11
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",251,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:26:37",1075,1065,2,8,0,452,444,0,8,0,443,9,1200,748,191,43,18,3,111,32,33,12
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",274,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 15:38:30",1466,1453,5,8,0,514,506,0,8,0,507,7,1600,1086,209,55,26,6,147,36,14,14
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",273,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:57:35",1195,1187,2,6,0,517,511,0,6,0,497,20,1300,783,211,55,16,9,140,29,28,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",276,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:51:37",1730,1720,5,5,0,646,641,0,5,0,621,25,2000,1354,253,68,65,3,140,52,33,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",275,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:23:27",1283,1277,6,0,0,562,562,0,0,0,543,19,1600,1038,190,43,11,4,241,19,33,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",272,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:17:48",1633,1624,1,8,0,644,636,0,8,0,624,20,2000,1356,259,71,40,12,143,53,37,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",349,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 21:09:48",1187,1135,37,12,3,457,436,6,12,3,439,18,1300,843,160,46,9,7,174,8,33,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",348,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:15:09",1207,1179,24,4,0,476,472,0,4,0,460,16,1300,824,176,45,24,10,155,22,26,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",266,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:21:12",1451,1439,9,3,0,563,560,0,3,0,544,19,1500,936,235,52,32,2,135,33,46,9
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",262,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:14:37",1349,1336,9,4,0,648,644,0,4,0,631,17,1600,952,285,33,42,0,196,23,38,14
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",264,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 01:13:18",1933,1885,29,19,0,891,872,0,19,0,875,14,2000,1111,275,60,24,9,394,38,65,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",265,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:43:36",2175,2140,21,7,7,893,858,21,7,7,809,28,2300,1448,324,87,39,9,233,58,51,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",263,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:13:34",1522,1489,27,6,0,661,655,0,6,0,637,24,1600,939,254,45,38,7,204,35,50,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",261,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:13:57",1331,1319,6,6,0,525,519,0,6,0,515,10,1600,1075,216,75,40,9,102,43,23,7
