precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA PUSL + PRO ROMÂNIA-voturi"
34,SIBIU,"FOSTA ŞCOALĂ ŢELINE",257,BRĂDENI,144376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:05",94,68,1,25,0,87,62,0,25,0,74,13,100,12,2,2,51,0,19,0,0,0,0,0,0
34,SIBIU,"FOST SEDIU CAP",223,ALŢINA,143888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:47",249,238,0,9,2,144,133,0,9,2,117,27,270,126,2,32,17,0,62,0,2,0,1,0,1
34,SIBIU,"FOST SEDIU CAP",224,ALŢINA,143888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:54",118,108,0,6,4,77,67,0,6,4,71,6,130,53,5,6,12,0,47,0,0,1,0,0,0
34,SIBIU,"FOSTUL SEDIU CAP SOROŞTIN",354,"ŞEICA MICĂ",145738,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:02",450,428,0,10,12,338,316,0,10,12,311,27,480,142,9,10,234,2,46,1,1,0,6,2,0
34,SIBIU,"GRĂDINIŢA CU ORAR NORMAL TÎRNAVA",373,TÂRNAVA,143646,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:05:30",1224,1191,1,16,16,707,676,0,16,15,606,72,1290,557,34,0,206,4,211,0,10,18,114,9,0
34,SIBIU,"GRĂDINIŢA CU ORAR NORMAL TÎRNAVA",372,TÂRNAVA,143646,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:34",1310,1299,0,1,10,706,695,0,1,10,606,100,1360,643,25,103,221,2,193,3,5,12,36,5,1
34,SIBIU,"GRĂDINIȚA CU PROGRAM NORMAL BÎRGHIȘ",239,BÂRGHIŞ,144232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:05",615,602,0,0,13,391,378,0,0,13,344,46,660,270,13,81,183,13,18,3,2,2,12,7,10
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL CISNĂDIOARA",184,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:29",842,777,49,16,0,296,274,6,16,0,290,6,850,554,79,18,62,1,36,3,5,7,73,5,1
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",179,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:23:45",1618,1583,22,13,0,734,720,1,13,0,725,9,1730,996,91,74,90,4,76,6,10,9,323,31,11
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",180,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:29",1674,1630,20,23,1,792,768,0,23,1,784,8,1800,1008,102,66,85,10,86,10,9,19,363,24,10
34,SIBIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",181,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:17:09",1426,1402,11,13,0,640,627,0,13,0,634,6,1550,910,67,53,77,11,50,2,6,26,300,32,10
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 GURA RÂULUI",274,"GURA RÂULUI",144599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:26",1541,1508,0,10,23,1143,1110,0,10,23,1013,130,1690,547,59,300,319,4,179,4,9,75,41,18,5
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL ORLAT",316,ORLAT,145202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:30",1386,1373,2,3,8,887,874,2,3,8,844,43,1510,623,61,252,214,2,98,3,6,15,171,17,5
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL ORLAT",315,ORLAT,145202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:42",1290,1273,4,5,8,775,762,0,5,8,725,50,1420,645,45,216,170,4,95,3,3,23,148,14,4
34,SIBIU,"GRĂDINIȚA CU PROGRAM NORMAL POIANA SIBIULUI",321,"POIANA SIBIULUI",145275,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:33",836,808,0,5,23,449,421,0,5,23,371,78,920,471,12,38,75,0,224,3,1,9,9,0,0
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",152,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:21",1010,997,6,7,0,392,385,0,7,0,369,23,1100,708,32,45,192,4,54,1,2,9,23,4,3
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT",357,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:54",1782,1748,13,21,0,1769,1748,0,21,0,885,20,1910,1000,148,67,226,7,89,9,9,16,274,33,7
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT BUCURIA COPIILOR",111,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:53",1099,1089,6,4,0,489,485,0,4,0,473,16,1200,711,40,48,117,30,77,6,86,10,47,9,3
34,SIBIU,"GRĂDINITA CU PROGRAM PRELUNGIT”DOAMNA STANCA” ȘELIMBĂR",360,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:08",736,712,7,17,0,302,285,0,17,0,300,2,780,478,43,15,108,0,34,4,4,6,74,10,2
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”DOAMNA STANCA”ȘELIMBĂR",361,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:53",1933,1884,32,17,0,963,946,0,17,0,936,27,2080,1117,122,95,272,2,100,17,10,23,237,53,5
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”DOAMNA STANCA”ȘELIMBĂR",362,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:36",709,685,11,13,0,283,269,1,13,0,278,5,750,467,42,24,83,3,27,2,1,8,73,9,6
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ELEFĂNŢELUL CURIOS",99,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:06",1296,1288,0,8,0,498,490,0,8,0,476,22,1408,910,142,48,63,3,75,6,12,10,82,27,8
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",109,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:30",1015,1003,1,7,4,386,375,0,7,4,364,22,1100,714,37,36,72,15,53,2,92,10,34,11,2
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",34,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:33",941,936,0,4,1,326,321,0,4,1,319,7,1032,706,87,47,46,6,55,3,8,9,44,12,2
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",156,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:48",1131,1123,0,8,0,484,476,0,8,0,465,19,1240,756,52,50,219,7,75,2,2,10,43,4,1
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",54,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:50",1507,1466,36,5,0,737,732,0,5,0,715,22,1644,907,195,48,163,12,77,5,6,11,164,27,7
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",57,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:53",988,982,0,6,0,438,432,0,6,0,428,10,1091,653,125,43,61,1,72,1,11,12,66,26,10
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",55,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:38",1405,1389,12,4,0,709,703,2,4,0,694,15,1538,829,229,54,116,3,121,6,12,7,109,23,14
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",56,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:18",1732,1705,16,10,1,848,836,1,10,1,829,19,1920,1072,217,57,183,4,100,3,17,19,181,43,5
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.29",84,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:05",1070,1066,0,4,0,448,444,0,4,0,431,17,1180,732,112,49,63,1,87,5,14,12,66,20,2
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.33",87,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:41",1114,1105,6,3,0,436,433,0,3,0,423,13,1215,779,112,52,60,8,72,1,9,15,73,17,4
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 37",35,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:30",1228,1204,16,8,0,454,446,0,8,0,432,22,1335,881,125,53,60,5,74,4,10,10,72,16,3
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 42",102,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:28",1238,1230,4,4,0,549,545,0,4,0,536,13,1354,805,157,39,93,0,95,0,10,11,105,18,8
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",104,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:41",1353,1344,3,6,0,497,491,0,6,0,488,9,1484,987,140,49,67,3,77,1,13,24,76,28,10
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",103,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:36",1540,1522,4,14,0,672,658,0,14,0,645,27,1674,1002,163,65,97,6,98,8,13,16,135,36,8
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",105,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:46",1582,1566,4,12,0,628,616,0,12,0,618,10,1707,1079,133,73,127,3,76,9,14,27,120,29,7
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",106,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:06",1545,1535,6,4,0,634,630,0,4,0,624,10,1701,1067,161,65,94,5,106,5,7,13,121,32,15
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6",172,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:35",1336,1331,0,5,0,549,544,0,5,0,535,14,1420,80,59,86,138,0,90,10,5,21,64,41,21
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",170,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:50",1635,1628,1,6,0,684,678,0,6,0,649,35,1700,1016,81,75,198,4,86,6,7,26,115,45,6
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT PINOCCHIO",140,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:55",1177,1166,2,5,4,463,454,0,5,4,450,13,1350,887,33,35,112,25,53,5,128,6,43,8,2
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT PITICOT",125,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:32",1298,1282,0,8,8,627,611,0,8,8,567,60,1350,723,20,42,245,16,58,2,145,11,21,7,0
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT RAZĂ DE SOARE",121,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:10",1161,1139,10,8,4,479,467,0,8,4,468,11,1250,771,27,33,130,29,74,5,104,13,36,16,1
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ȘELIMBĂR, CORP NOU, PARTER",358,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:29",2000,1958,18,23,1,1040,1015,1,23,1,1015,25,2140,1100,135,158,210,7,150,11,2,18,274,44,6
34,SIBIU,"GRADINITA NR,1 PROGRAM NORMAL",162,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:10",1573,1560,1,7,5,844,832,0,7,5,803,41,1770,926,38,102,312,2,208,6,8,16,98,9,4
34,SIBIU,"GRADINITA NR.3 PROGRAM PRELUNGIT",159,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:55",1413,1405,0,8,0,654,646,0,8,0,619,35,1560,906,24,138,179,0,175,4,11,28,46,11,3
34,SIBIU,"IMOBIL APARȚINÂND PRIMĂRIEI ORAȘULUI TĂLMACIU (FOSTA ȘCOALĂ COLONIA TĂLMACIU II)",217,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:37",216,205,0,9,2,116,105,0,9,2,108,8,240,124,3,10,55,0,20,2,2,2,12,2,0
34,SIBIU,"LICEUL DE ARTĂ SIBIU",40,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:46",752,698,20,5,29,274,238,2,5,29,269,5,785,511,64,30,45,10,56,0,5,7,33,14,5
34,SIBIU,"LICEUL DE ARTĂ SIBIU",41,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:51",862,831,9,15,7,295,269,4,15,7,285,9,932,637,78,30,46,0,42,1,8,12,46,15,7
34,SIBIU,"LICEUL ”GHEORGHE LAZĂR”, AVRIG",163,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:31",1240,1230,0,9,1,569,559,0,9,1,552,17,1320,751,24,83,220,2,118,5,7,12,63,17,1
34,SIBIU,"LICEUL ”GHEORGHE LAZĂR”, AVRIG",164,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:04",1344,1335,3,6,0,685,679,0,6,0,669,15,1430,746,29,72,281,181,10,76,17,3,0,0,0
34,SIBIU,"LICEUL TEHNOLOGIC",175,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:21",1568,1545,13,10,0,667,656,1,10,0,637,30,1700,1033,99,125,127,5,101,3,9,29,93,40,6
34,SIBIU,"LICEUL TEHNOLOGIC CISNĂDIE",177,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:21",1114,1103,2,9,0,496,487,0,9,0,474,22,1200,704,58,65,131,3,67,8,8,19,78,28,9
34,SIBIU,"LICEUL TEHNOLOGIC CISNĂDIE",178,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:17",1098,1081,9,8,0,470,461,1,8,0,440,30,1200,730,19,74,159,1,55,6,9,27,52,30,8
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ŞI ARHITECTURĂ CAROL I SIBIU",10,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:23",1029,919,38,30,42,506,436,0,28,42,429,7,1046,610,147,34,69,6,59,4,10,13,69,12,6
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ȘI ARHITECTURĂ CAROL I SIBIU",11,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:34",1608,1594,9,5,0,600,595,0,5,0,592,8,1756,1156,136,70,134,8,65,3,17,20,118,18,3
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",28,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:09",963,952,3,6,2,429,421,0,6,2,415,13,1040,611,101,66,83,7,36,3,7,14,64,30,4
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",29,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:00",1595,1584,3,8,0,532,524,0,8,0,513,19,1738,1206,134,74,82,3,81,0,13,21,69,25,11
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",27,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:41",1009,1000,3,6,0,372,366,0,6,0,368,4,1098,726,89,49,54,3,53,4,11,19,56,25,5
34,SIBIU,"LICEUL TEHNOLOGIC IACOBENI",278,IACOBENI,144651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:58",912,911,0,0,1,541,540,0,0,1,455,86,1131,590,8,39,180,2,190,1,1,14,3,11,6
34,SIBIU,"LICEUL TEHNOLOGIC ”IOAN LUPAȘ”",204,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:16",1248,1171,2,18,57,824,749,0,18,57,788,36,1290,466,43,84,390,0,209,2,4,4,41,9,2
34,SIBIU,"LICEUL TEHNOLOGIC ”IOAN LUPAȘ”",203,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:31",1260,1234,3,19,4,749,723,3,19,4,725,24,1350,601,50,109,274,0,211,3,7,21,31,16,3
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP A",215,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:44",1156,1148,0,6,2,622,614,0,6,2,595,27,1210,588,55,55,275,4,121,1,1,8,68,6,1
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP B",216,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:08:10",1608,1601,0,3,4,860,853,0,3,4,817,43,1760,900,57,92,346,3,157,4,10,14,116,15,3
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMĂCEL",218,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:25",957,951,0,5,1,656,650,0,5,1,567,88,1050,395,26,66,205,2,227,2,5,5,21,5,3
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",214,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:53",1117,1104,0,10,3,625,612,0,10,3,592,33,1200,575,45,63,275,3,122,5,5,14,40,15,5
34,SIBIU,"LICEUL ”TEHNOLOGIC MÂRŞA",167,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:12",1254,1248,3,3,0,580,577,0,3,0,550,30,1330,750,15,88,238,1,95,8,11,28,47,14,5
34,SIBIU,"LICEUL ”TEHNOLOGIC MÂRŞA",168,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:40",1281,1277,0,4,0,573,569,0,4,0,552,21,1350,777,21,60,266,1,98,9,4,25,53,13,2
34,SIBIU,"LICEUL TEHNOLOGIC ”MEDIENSIS”",138,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:43",1337,1322,1,11,3,623,609,0,11,3,600,23,1450,827,28,38,185,19,87,9,151,9,60,12,2
34,SIBIU,"LICEUL TEHNOLOGIC ”NICOLAE TECLU” COPŞA MICĂ, STRADA ŞOSEAUA SIBIULUI, NR.61",186,"ORAŞ COPŞA MICĂ",143771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:28",1424,1407,0,12,5,622,605,0,12,5,597,25,1570,948,14,84,327,8,113,4,9,17,12,8,1
34,SIBIU,"LICEUL TEHOLOGIC ” JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",213,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:28",1552,1546,2,2,2,731,727,0,2,2,677,54,1740,1009,46,68,353,1,152,4,1,8,33,9,2
34,SIBIU,"LICEUL TEORECTIC ”AXENTE SEVER”",135,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:45",1162,1147,4,11,0,534,523,0,11,0,516,18,1250,716,51,60,118,26,53,6,107,14,62,15,4
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",97,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:12",1223,1219,1,3,0,480,477,0,3,0,457,23,1344,864,113,44,64,7,79,3,11,11,98,22,5
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",96,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:18",1177,1170,1,6,0,459,453,0,6,0,447,12,1280,821,112,37,73,12,85,5,6,12,85,17,3
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",98,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:14",1292,1284,5,3,0,517,514,0,3,0,503,14,1433,916,157,35,83,5,76,3,15,18,86,21,4
34,SIBIU,"LICEUL TEORETIC ”GUSTAV GUNDISCH” CISNĂDIE",174,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:14",1811,1801,3,6,1,761,753,1,6,1,708,32,1950,1185,99,113,216,4,97,7,16,30,73,38,15
34,SIBIU,"LICEUL TEORETIC ONISIFOR GHIBU",49,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:24",1152,1137,9,6,0,507,500,1,6,0,489,18,1266,759,136,41,89,5,69,5,12,12,87,24,9
34,SIBIU,"LICEUL TEORETIC ”ROTH - OBERTH”",108,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:03",1045,1022,11,8,4,383,369,2,8,4,363,20,1150,767,37,17,75,18,53,1,103,8,39,11,1
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",191,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:39",1177,1154,0,8,15,513,490,0,8,15,457,56,1200,687,14,46,196,14,147,2,3,10,2,7,16
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",190,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:14",1097,1076,1,7,13,593,573,0,7,13,556,37,1200,607,18,49,236,28,173,2,9,10,25,3,3
34,SIBIU,"MUZEUL ETNOGRAFIC ”MARIA COSTACHESCU",208,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:06",174,169,0,3,2,174,169,0,3,2,162,12,300,126,7,30,61,0,39,1,1,5,15,2,1
34,SIBIU,PĂLTINIŞ,107,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:47:43",33,19,0,14,0,15,1,0,14,0,14,1,24,9,3,3,3,0,3,0,0,0,1,0,1
34,SIBIU,PRIMARIA,353,"ŞEICA MICĂ",145738,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:10",1012,971,14,2,25,480,452,1,2,25,457,23,1100,620,24,53,219,2,124,4,10,7,12,2,0
34,SIBIU,PRIMĂRIA,334,"RÂU SADULUI",145382,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:57",475,453,0,11,11,396,374,0,11,11,341,55,510,114,6,35,140,0,112,0,1,13,19,14,1
34,SIBIU,"PRIMARIA ATEL",230,AŢEL,143995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:54",1183,1149,1,3,30,622,589,0,3,30,584,38,1280,658,19,59,295,1,159,1,8,7,18,9,8
34,SIBIU,"PRIMARIA BAZNA",236,BAZNA,144152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:44:47",1411,1382,2,8,19,608,580,1,8,19,547,61,1540,932,28,65,118,9,255,2,9,14,38,8,1
34,SIBIU,"PRIMĂRIA BRUIU",258,BRUIU,144410,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:16",455,411,4,30,10,289,249,0,30,10,245,33,541,263,14,25,114,2,24,0,1,6,55,3,1
34,SIBIU,"PRIMARIA CIRTA",260,CÂRŢA,144508,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:53",1041,975,9,37,20,646,583,6,37,20,566,80,1050,404,64,89,189,4,175,4,5,7,22,7,0
34,SIBIU,"PRIMARIA COMUNEI BIERTAN",245,BIERTAN,144198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:36",1357,1323,0,15,19,615,581,0,15,19,558,57,1480,865,24,94,271,3,143,0,4,3,11,2,3
34,SIBIU,"PRIMĂRIA COMUNEI BOIŢA",251,BOIŢA,146021,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:38",1223,1205,0,4,14,811,793,0,4,14,741,70,1350,539,15,103,424,2,132,4,3,8,45,4,1
34,SIBIU,"PRIMĂRIA COMUNEI CÎRȚIȘOARA",261,CÂRŢIŞOARA,144535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:58",1195,1130,1,50,14,796,731,1,50,14,741,55,1240,444,18,84,111,0,372,5,4,9,125,10,3
