precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
30,OLT,"GRĂDINIȚA GĂNEASA",201,GĂNEASA,127064,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:48:15",1520,1460,0,32,28,954,894,0,32,28,884,39,1630,676,98,599,141,25,21
30,OLT,"GRĂDINIȚĂ GRECI",303,SCHITU,128659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:31",750,727,0,15,8,497,474,0,15,8,476,21,795,298,60,357,16,11,32
30,OLT,"GRĂDINIŢA IANCA NOUĂ",329,"ŞTEFAN CEL MARE",129282,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:59",471,430,0,22,19,360,319,0,22,19,333,27,476,116,29,160,133,3,8
30,OLT,"GRĂDINIŢA MILCOVENI",161,CORBU,126326,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:46:11",367,323,0,28,16,309,265,0,28,16,298,11,371,62,43,120,120,9,6
30,OLT,"GRADINITA MOGOSESTI",118,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:08",441,416,1,19,5,291,267,0,19,5,275,16,460,169,38,219,2,7,9
30,OLT,"GRADINITA PIATRA",106,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:39",965,933,0,20,12,655,623,0,20,12,632,23,1026,371,59,477,65,22,9
30,OLT,"GRĂDINIŢA SAT VÎRTOPU,CORP 2",92,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:43",316,298,0,18,0,178,160,0,18,0,165,8,315,142,28,103,22,6,6
30,OLT,"GRĂDINIŢA ŞERBĂNEŞTII DE SUS",326,ŞERBĂNEŞTI,129246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:37",613,591,1,17,4,367,346,0,17,4,338,29,659,292,63,187,65,10,13
30,OLT,"GRĂDINIŢA SLĂTIOARA",307,SLĂTIOARA,125374,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:06",998,904,1,63,30,749,655,1,63,30,723,25,1025,277,60,496,101,34,32
30,OLT,"GRĂDINIŢA SLĂTIOARA",306,SLĂTIOARA,125374,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:09",1045,990,1,50,4,783,729,0,50,4,769,14,1074,291,88,358,259,36,28
30,OLT,"GRADINITA ȘUICA",120,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:56",195,175,0,15,5,153,133,0,15,5,152,1,194,41,5,139,3,2,3
30,OLT,"GRADINITA TEIUS",121,"ORAŞ SCORNICEŞTI",128711,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:33:26",464,449,3,7,5,324,311,1,7,5,315,7,499,175,24,264,8,14,5
30,OLT,"GRADINITA VALEA MARE",348,"VALEA MARE",129656,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:39",1288,1242,0,29,17,840,794,0,29,17,817,23,1354,514,215,367,196,17,22
30,OLT,"GRUPUL SCOLAR AGRICOL SCORNICEŞTI",111,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:16:41",1673,1638,3,27,5,1007,975,0,27,5,969,38,1855,815,51,800,55,37,26
30,OLT,JITARU,116,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:40",873,832,4,31,6,645,607,1,31,6,639,6,865,220,9,609,14,7,0
30,OLT,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:25:32",1725,1680,0,16,29,816,771,0,16,29,795,21,1871,1051,94,354,255,31,61
30,OLT,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:47:44",1575,1566,0,9,0,793,784,0,9,0,774,19,1730,937,98,301,274,23,78
30,OLT,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:17:07",1413,1401,1,10,1,653,642,0,10,1,635,18,1551,898,70,261,205,43,56
30,OLT,"LICEUL IANCU JIANU",227,"IANCU JIANU",127288,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:20",1265,1247,0,8,10,689,671,0,8,10,663,26,1385,696,79,470,37,18,59
30,OLT,"LICEUL MIHAI VITEAZUL",53,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:15",1288,1233,1,7,47,625,571,0,7,47,607,18,1408,783,79,332,101,48,47
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",109,"ORAŞ POTCOAVA",128374,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:05:27",1129,1107,0,12,10,850,828,0,12,10,792,58,1239,389,206,511,16,49,10
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",108,"ORAŞ POTCOAVA",128374,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:27:22",1162,1137,2,14,9,845,821,1,14,9,797,48,1282,437,253,454,42,25,23
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",45,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:43",1541,1533,3,5,0,766,761,0,5,0,751,15,1692,926,88,285,275,27,76
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",44,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:52",1412,1398,0,14,0,678,664,0,14,0,665,13,1543,865,83,278,211,19,74
30,OLT,"LICEUL TEHNOLOGIC ALEXE MARIN",43,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:25",1396,1390,0,6,0,660,654,0,6,0,645,15,1538,878,96,225,236,36,52
30,OLT,"LICEUL TEHNOLOGIC CONSTANTIN FILIPESCU",52,"MUNICIPIUL CARACAL",125472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:34:02",1797,1785,3,6,3,759,750,0,6,3,727,32,1963,1204,133,440,86,29,39
30,OLT,"LICEUL TEHNOLOGIC CRÎMPOIA",164,CRÂMPOIA,126406,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:08",1062,1038,0,4,20,620,601,0,4,15,588,32,1165,545,96,401,52,19,20
30,OLT,"LICEUL TEHNOLOGIC CRÎMPOIA",165,CRÂMPOIA,126406,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:06",1103,1086,0,1,16,628,611,0,1,16,608,20,1210,582,95,415,75,9,14
30,OLT,"LICEUL TEHNOLOGIC ION POPESCU CILIENI",154,CILIENI,126148,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:10",1288,1262,0,0,26,741,715,0,0,26,714,27,1417,676,153,471,53,13,24
30,OLT,"LICEUL TEHNOLOGIC ION POPESCU CILIENI",153,CILIENI,126148,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:09:07",1252,1240,0,1,11,688,677,0,1,10,666,22,1375,687,130,429,63,21,23
30,OLT,"LICEUL TEHNOLOGIC IZVOARELE",236,IZVOARELE,127386,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:37:53",893,866,2,12,13,541,516,0,12,13,510,31,950,409,138,149,185,16,22
30,OLT,"LICEUL TEHNOLOGIC MATEI BASARAB",54,"MUNICIPIUL CARACAL",125472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:01:18",1637,1600,1,33,3,727,691,0,33,3,701,26,1769,1042,93,428,101,31,48
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",36,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:02",761,752,2,5,2,449,442,0,5,2,438,11,860,411,36,184,158,13,47
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",35,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:27",1555,1544,0,11,0,656,645,0,11,0,645,11,1703,1047,80,249,213,40,63
30,OLT,"LICEUL TEHNOLOGIC METALURGIC",34,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:11",1537,1527,0,10,0,680,670,0,10,0,662,18,1688,1008,102,270,200,20,70
30,OLT,"LICEUL TEHNOLOGIC P.S. AURELIAN",26,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:40:44",1656,1646,3,7,0,745,738,0,7,0,719,26,1828,1083,93,308,229,38,51
30,OLT,"LICEUL TEHNOLOGIC P.S. AURELIAN",25,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:49:08",1161,1150,2,9,0,594,585,0,9,0,563,31,1269,675,61,241,183,26,52
30,OLT,"LICEUL TEHNOLOGIC TUFENI",344,TUFENI,129585,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:49",1139,1068,0,57,14,681,648,0,19,14,649,32,1257,576,142,418,49,25,15
30,OLT,"LICEUL TEHNOLOGIC VITOMIRESTI",366,VITOMIREŞTI,129914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:38",376,363,0,7,6,258,245,0,7,6,237,21,410,152,23,111,82,16,5
30,OLT,"LICEUL TEORETIC IONIŢĂ ASAN",49,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:32",1776,1762,0,9,5,686,672,0,9,5,642,44,1943,1257,65,490,51,14,22
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",13,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:17",1421,1415,0,6,0,735,729,0,6,0,717,18,1555,820,70,324,235,27,61
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",14,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:22",1181,1169,0,12,0,590,578,0,12,0,573,17,1285,695,67,261,156,17,72
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",12,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:44:04",1458,1442,5,11,0,698,687,0,11,0,679,19,1600,902,77,292,218,24,68
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",16,"MUNICIPIUL SLATINA",125347,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:26:14",1160,1153,0,6,1,579,572,0,6,1,556,23,1271,692,70,250,155,22,59
30,OLT,"LICEUL TEORETIC NICOLAE TITULESCU",15,"MUNICIPIUL SLATINA",125347,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:42:16",962,954,2,6,0,475,469,0,6,0,456,13,1055,586,44,216,134,19,43
30,OLT,"LICEUL TEORETIC PETRE PANDREA",70,"ORAŞ BALŞ",125418,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:10:21",1371,1339,2,30,0,641,611,0,30,0,604,37,1470,829,78,310,173,7,36
30,OLT,"LICEUL TEORETIC PETRE PANDREA",71,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:01",1397,1369,0,26,2,677,649,0,26,2,648,29,1529,852,86,345,165,14,38
30,OLT,"LICEUL TEORETIC TUDOR VLADIMIRESCU",97,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:30:22",1882,1769,1,62,50,1276,1164,0,62,50,1188,88,1994,718,125,549,458,25,31
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",93,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:01:09",1569,1528,1,21,19,984,943,1,21,19,924,60,1733,749,97,428,348,31,20
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",94,"ORAŞ DRĂGĂNEŞTI-OLT",125622,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:19:01",1417,1361,1,47,8,893,838,0,47,8,864,29,1561,668,111,397,320,1,35
30,OLT,"PRIMĂRIE,STR.PRIMĂRIEI,NR.8",167,CUNGREA,126503,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:40",717,644,2,55,16,496,424,1,55,16,480,16,700,204,55,382,31,6,6
30,OLT,"SALA DE SPORT PIATRA - OLT",101,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:25",953,924,0,21,8,592,563,0,21,8,571,21,1042,450,37,409,103,9,13
30,OLT,"SALA DE SPORT PIATRA - OLT",100,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:20",979,952,1,3,23,554,528,0,3,23,527,23,1046,496,31,437,37,11,11
30,OLT,"SC GENERALA ALUNISU",310,SPINENI,128962,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:43",318,270,0,40,8,218,170,0,40,8,206,12,250,32,3,156,5,5,37
30,OLT,"ŞCOALA BACEA",255,MOVILENI,127689,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:55",1060,1015,0,10,35,689,644,0,10,35,621,21,1118,429,89,505,9,12,6
30,OLT,"ŞCOALA BĂRBĂLAI",331,TĂTULEŞTI,129317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:25",216,171,0,33,12,207,162,0,33,12,155,6,183,21,11,106,29,0,9
30,OLT,"SCOALA BERINDEI",174,DĂNEASA,126585,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:34",411,391,0,11,9,240,220,0,11,9,231,9,439,199,16,178,4,9,24
30,OLT,"ŞCOALA BUSCA",246,MIHĂEŞTI,127536,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:28",528,457,0,40,31,380,309,0,40,31,374,6,503,123,36,78,241,13,6
30,OLT,"SCOALA CANDELESTI",339,TOPANA,129503,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:59:19",87,72,0,13,2,70,55,0,13,2,70,0,86,16,5,64,1,0,0
30,OLT,"ŞCOALA CARTIER SILIŞTIOARA",90,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:33",392,368,0,11,13,234,210,0,11,13,220,14,406,172,35,138,30,8,9
30,OLT,"SCOALA CORABIA VECHE",88,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:18:25",1432,1407,2,7,16,687,663,1,7,16,668,19,1539,852,100,305,159,26,78
30,OLT,"ŞCOALA CU CLASELE I-IV BREBENI",143,BREBENI,125999,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:08",949,917,0,23,9,587,555,0,23,9,552,35,998,411,188,220,95,40,9
30,OLT,"SCOALA CU CLASELE I-IV BULIMANU",367,VITOMIREŞTI,129914,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:37",160,148,0,10,2,113,101,0,10,2,104,9,162,49,9,60,29,5,1
30,OLT,"SCOALA CU CLASELE I-IV BUTA",166,CRÂMPOIA,126406,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:59",631,598,0,12,21,389,356,0,12,21,383,6,682,293,50,299,23,5,6
30,OLT,"ŞCOALA CU CLASELE I-IV CÎMPU PĂRULUI",258,OBÂRŞIA,127750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:12",249,220,0,12,17,203,174,0,12,17,192,11,260,57,26,97,51,0,18
30,OLT,"ŞCOALA CU CLASELE I-IV COTENI",259,OBÂRŞIA,127750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:28:14",117,95,0,11,11,117,95,0,11,11,111,6,185,68,14,85,8,3,1
30,OLT,"SCOALA CU CLASELE I-IV DONESTI",369,VITOMIREŞTI,129914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:15",184,172,0,7,5,120,108,0,7,5,118,2,196,76,7,89,15,6,1
30,OLT,"ŞCOALA CU CLASELE. I-IV FĂLCOIENI",107,"ORAŞ POTCOAVA",128374,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:39:00",819,797,0,17,5,570,548,0,17,5,537,33,890,320,178,308,25,10,16
30,OLT,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",257,OBÂRŞIA,127750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:40",570,525,0,19,26,382,337,0,19,26,372,10,605,223,63,261,29,13,6
30,OLT,"ŞCOALA CU CLASELE I-IV PROASPEŢI",172,CURTIŞOARA,126433,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:31:23",1101,1041,1,43,16,683,624,0,43,16,673,10,1109,426,59,542,30,19,23
30,OLT,"SCOALA CU CLASELE I-IV RACOVITA",375,VOINEASA,130062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:52",427,416,0,2,9,269,258,0,2,9,257,12,457,188,22,209,18,6,2
30,OLT,"ŞCOALA CU CLASELE I-IV TABONU",261,OBÂRŞIA,127750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:03",111,99,0,8,4,82,70,0,8,4,79,3,114,32,5,66,6,2,0
30,OLT,"SCOALA CU CLASELE I-IV TREPTENI",370,VITOMIREŞTI,129914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:43",232,227,1,2,2,130,126,0,2,2,125,5,250,120,11,86,21,7,0
30,OLT,"ŞCOALA CU CLASELE I-IV VALEA LUI ALB",381,VULTUREŞTI,130231,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:55",487,453,0,14,20,295,261,0,14,20,283,12,520,225,23,223,26,7,4
30,OLT,"ŞCOALA CU CLASELE I-VIII",327,ŞOPÂRLIŢA,130384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:53",1054,957,0,38,59,803,707,0,38,58,785,18,1046,243,97,610,44,15,19
30,OLT,"ŞCOALA CU CLASELE I-VIII BĂLĂNEŞTI",243,MĂRUNŢEI,127493,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:28",1158,1105,0,44,9,745,692,0,44,9,706,39,1207,462,94,452,116,27,17
30,OLT,"SCOALA CU CLASELE I-VIII BALEASA",205,GĂVĂNEŞTI,130302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:36",659,630,0,10,19,431,402,0,10,19,426,5,710,279,21,387,7,8,3
30,OLT,"ŞCOALA CU CLASELE I-VIII CHILIA",193,FĂGEŢELU,126905,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:01:18",357,238,0,113,6,307,188,0,113,6,283,24,360,53,28,198,18,5,34
30,OLT,"ŞCOALA CU CLASELE I-VIII CIOROIU",196,FĂLCOIU,126978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:10",999,959,0,2,38,485,446,0,2,37,466,19,1096,611,61,338,34,23,10
30,OLT,"ŞCOALA CU CLASELE I-VIII DOBROTINET",171,CURTIŞOARA,126433,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:00",1471,1406,0,44,21,1032,967,0,44,21,988,44,1520,488,108,757,53,45,25
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",194,FĂLCOIU,126978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:15",970,899,0,22,49,537,486,0,3,48,520,17,1035,498,49,417,42,8,4
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",195,FĂLCOIU,126978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:41",1046,1009,0,3,34,539,502,0,3,34,509,30,1150,611,54,345,80,26,4
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",211,GIUVĂRĂŞTI,127126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:30",921,895,0,4,22,495,469,0,4,22,479,16,987,492,41,381,25,12,20
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",212,GIUVĂRĂŞTI,127126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:39",840,814,0,0,26,526,500,0,0,26,495,31,923,397,30,429,15,6,15
30,OLT,"SCOALA CU CLASELE I-VIII MARGARITESTI",374,VOINEASA,130062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:53",589,569,1,5,14,409,389,1,5,14,403,6,640,231,26,361,7,7,2
30,OLT,"ŞCOALA CU CLASELE I-VIII MĂRUNŢEI",242,MĂRUNŢEI,127493,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:09",1195,1128,0,53,14,794,727,0,53,14,770,24,1242,448,45,409,271,23,22
30,OLT,"SCOALA CU CLASELE I-VIII OBARSIA NOUA",260,OBÂRŞIA,127750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:30",955,877,2,37,39,659,581,2,37,39,628,31,960,301,91,252,262,6,17
30,OLT,"SCOALA CU CLASELE I-VIII RESCA",186,DOBROSLOVENI,126718,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:18",965,956,0,5,4,511,502,0,5,4,466,45,1058,547,132,262,51,6,15
30,OLT,"SCOALA CU CLASELE I-VIII VOINEASA",373,VOINEASA,130062,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:18",704,692,0,6,6,471,459,0,6,6,471,0,760,289,33,410,13,13,2
30,OLT,"SCOALA CU CLS.I-IV BROSTENI",206,GĂVĂNEŞTI,130302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:20",308,291,0,5,12,206,189,0,5,12,205,1,331,125,24,173,2,4,2
30,OLT,"SCOALA DOBRUN",189,DOBRUN,126825,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:52:45",576,552,0,6,18,367,343,0,6,18,352,15,605,238,31,302,4,6,9
30,OLT,"ŞCOALA DUMITRU POPOVICI",325,ŞERBĂNEŞTI,129246,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:35",806,786,0,13,7,528,508,0,13,7,494,34,881,353,73,278,110,20,13
30,OLT,"ŞCOALA DUMITRU POPOVICI",324,ŞERBĂNEŞTI,129246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:32",820,784,1,16,19,558,522,1,16,19,529,29,890,332,91,293,117,10,18
30,OLT,"SCOALA GEN.CLASELE I-VIII SCORNICESTI",112,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:46",1920,1875,0,35,10,1156,1111,0,35,10,1153,3,2019,863,25,1092,35,1,0
30,OLT,"SCOALA GENERALA",317,STOICĂNEŞTI,129111,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:41",1133,1094,1,6,32,721,682,1,6,32,703,18,1207,486,52,396,223,20,12
30,OLT,"SCOALA GENERALA",318,STOICĂNEŞTI,129111,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:52",914,861,2,5,46,560,507,2,5,46,531,29,950,390,50,337,128,11,5
30,OLT,"ŞCOALA GENERALĂ",333,TESLUI,129380,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:37",1289,1237,0,17,35,909,857,0,17,35,866,43,1400,491,101,441,256,29,39
30,OLT,"ŞCOALA GENERALĂ",248,MILCOV,127563,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:51:56",251,207,0,39,5,205,161,0,39,5,200,5,235,30,12,161,14,6,7
30,OLT,"ȘCOALA GENERALĂ",359,VÂLCELE,129987,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:20",647,619,0,12,16,434,406,0,12,16,414,20,677,243,57,228,107,18,4
30,OLT,"SCOALA GENERALA BARASTI",251,MORUNGLAV,127625,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:09",308,276,0,25,7,232,200,0,25,7,222,10,300,68,18,56,145,1,2
30,OLT,"SCOALA GENERALA BECHET",134,BOBICEŞTI,125873,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:42",299,293,0,5,1,193,187,0,5,1,187,6,322,129,10,136,39,1,1
30,OLT,"SCOALA GENERALA CHINTESTI",135,BOBICEŞTI,125873,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:35",221,209,1,4,7,147,135,1,4,7,140,7,241,94,30,103,3,3,1
30,OLT,"SCOALA GENERALA CHIȚEASCA",114,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:53",414,383,0,29,2,325,294,0,29,2,313,12,427,102,24,239,31,13,6
30,OLT,"ŞCOALA GENERALĂ CLASELE I-IV.",128,BĂRĂŞTI,125757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:56:42",442,326,1,97,18,382,266,1,97,18,360,22,595,213,25,193,111,8,23
30,OLT,"ŞCOALA GENERALĂ CLASELE I-VIII",129,BĂRĂŞTI,125757,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 12:23:01",980,618,0,343,19,822,460,0,343,19,799,23,920,98,79,514,181,0,25
30,OLT,"ŞCOALA GENERALĂ CRUŞOVU",139,BRASTAVĂŢU,125962,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:53:31",890,845,1,6,38,528,484,0,6,38,480,45,930,405,71,212,158,22,17
30,OLT,"SCOALA GENERALA CU CLASELE I-IV",102,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:16",449,422,0,15,12,309,282,0,15,12,299,10,457,148,26,244,13,11,5
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV GUBANDRU",123,BALDOVINEŞTI,125677,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:20",106,90,0,11,5,73,57,0,11,5,71,2,105,32,6,62,1,0,2
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV PRISEACA",282,PRISEACA,128436,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:02:05",1387,1299,3,78,7,916,831,1,78,6,787,129,1406,490,221,272,183,34,77
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII",247,MILCOV,127563,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:38:48",550,528,1,17,4,344,322,1,17,4,325,19,580,236,37,151,108,10,19
