precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL CONSERVATOR DEMOCRAT-voturi","PACT PENTRU GALAȚI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","BĂDIŢĂ RAABIS-ŞTEFAN-voturi","DERMENGI MIHAI-voturi"
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",16,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:17:24",1216,1206,2,8,0,428,420,0,8,0,408,20,1200,41,218,37,36,3,1,9,33,5,7,4,42,0,9,0,1,3
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",15,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:50:34",1726,1720,0,6,0,664,658,0,6,0,630,28,2000,1342,304,42,79,14,0,16,48,4,1,7,86,5,14,1,5,4
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",160,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:31",1685,1676,1,8,0,94,86,0,8,0,90,4,2000,1906,50,8,8,1,0,9,5,0,0,3,0,0,5,0,1,0
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",159,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:19:51",1894,1886,0,8,0,250,242,0,8,0,240,7,2000,1658,129,36,15,3,2,20,9,1,0,2,4,1,13,0,3,2
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",161,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:55",1865,1855,1,9,0,98,89,0,9,0,96,2,2000,1902,66,6,3,2,3,2,5,0,0,0,2,1,5,1,0,0
18,GALAŢI,"LICEUL TEORETIC ”SFÂNTA MARIA” (GRUP ȘCOLAR INDUSTRIAL ”SFÂNTA MARIA” - LICEUL INDUSTRIAL NR.10)",130,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:24",1390,1380,3,7,0,543,536,0,7,0,529,14,1600,1057,274,45,37,8,5,14,54,0,0,0,65,1,19,0,4,3
18,GALAŢI,"LICEUL TEORETIC ”SFÂNTA MARIA” (GRUP ȘCOLAR INDUSTRIAL ”SFÂNTA MARIA” - LICEUL INDUSTRIAL NR.10)",129,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:31:57",1179,1170,2,7,0,474,467,0,7,0,458,15,1200,727,240,26,25,9,2,17,55,0,1,3,53,2,8,3,7,7
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",9,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:34:24",1558,1541,10,7,0,655,648,0,7,0,635,20,1600,945,264,66,61,7,2,11,80,0,3,4,111,6,13,0,4,3
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",10,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:30:40",1285,1269,6,10,0,532,522,0,10,0,506,26,1200,668,242,40,58,4,0,12,56,1,3,3,63,2,10,1,5,6
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",8,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:51:20",1622,1606,8,8,0,725,717,0,8,0,716,9,1600,775,356,40,58,6,4,17,84,1,4,9,98,0,28,0,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",79,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:43:12",1361,1357,0,4,0,549,545,0,4,0,531,17,1600,1051,291,34,49,2,1,12,54,2,6,2,39,1,23,1,8,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",76,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:08:32",1384,1378,0,6,0,506,500,0,6,0,498,7,1600,1095,267,43,39,4,2,11,41,4,6,3,42,1,20,1,8,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",80,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:02:05",1437,1427,0,10,0,545,535,0,10,0,523,0,1600,1045,304,53,37,8,2,12,36,0,2,3,37,3,15,2,6,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",75,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:44",1383,1370,0,5,8,548,535,0,5,8,538,10,1600,1052,345,31,42,7,5,11,37,0,1,6,32,2,12,1,5,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",74,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:59:12",1534,1528,0,6,0,574,568,0,6,0,555,14,1598,1029,327,27,39,5,0,10,43,2,2,12,42,2,28,4,7,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",77,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:49:59",1425,1419,1,5,0,564,559,0,5,0,550,13,1600,1036,309,42,42,7,3,13,29,3,5,5,56,1,18,1,5,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",78,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:55",1436,1430,1,5,0,540,535,0,5,0,528,12,1600,1060,326,44,37,5,1,10,30,1,3,5,35,2,14,1,8,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",24,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:58:20",1713,1703,6,4,0,604,600,0,4,0,581,23,2000,1396,287,52,44,7,2,18,42,2,6,8,79,0,23,3,2,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",23,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:21:11",1268,1260,0,8,0,508,500,0,8,0,482,26,1600,1092,244,58,42,10,2,27,36,1,5,4,41,3,5,0,1,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",26,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:37:10",1288,1279,2,7,0,410,403,0,7,0,388,22,1200,790,180,56,23,6,1,19,25,0,7,9,35,4,13,1,3,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",25,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:08",1278,1269,2,7,0,390,383,0,7,0,378,12,1200,810,157,33,32,2,5,21,42,4,1,5,54,3,12,1,6,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GHEORGHE MUNTEANU” (ȘCOALA GENERALĂ ”GHEORGHE MUNTEANU” - ȘCOALA GENERALĂ NR. 31)",138,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:02:06",1424,1418,0,6,0,496,490,0,6,0,484,12,1600,1104,310,28,1,25,5,14,17,6,0,0,0,0,0,0,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GHEORGHE MUNTEANU” (ȘCOALA GENERALĂ ”GHEORGHE MUNTEANU” - ȘCOALA GENERALĂ NR. 31)",137,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:27",1354,1348,0,6,0,523,517,0,6,0,513,10,1600,1077,319,35,33,5,3,17,37,0,3,3,26,2,15,5,5,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GHEORGHE MUNTEANU” (ȘCOALA GENERALĂ ”GHEORGHE MUNTEANU” - ȘCOALA GENERALĂ NR. 31)",139,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:41:28",1783,1779,0,4,0,630,626,0,4,0,607,23,2000,1370,380,49,51,5,2,15,30,2,6,2,33,3,16,1,9,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",136,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:15:53",1594,1589,0,5,0,624,619,0,5,0,610,12,1600,976,395,51,34,9,1,10,30,0,3,2,41,0,13,5,9,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",134,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:01:00",1273,1266,0,7,0,523,516,0,7,0,503,20,1200,677,317,38,33,4,2,10,29,1,4,9,21,3,15,1,10,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",135,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:38:11",1401,1395,0,6,0,549,543,0,6,0,533,14,1600,1053,307,54,56,6,0,24,22,1,5,4,35,0,9,2,6,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",133,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:33:05",1686,1681,1,4,0,646,642,0,4,0,627,19,2000,1354,376,66,47,5,4,20,26,3,5,2,48,3,11,1,5,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",87,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:25",1310,1303,1,6,0,511,505,0,6,0,487,24,1600,1089,283,28,35,3,4,19,38,2,2,0,23,5,34,0,7,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",86,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:30:39",1401,1393,2,6,0,511,505,0,6,0,499,12,1625,13,264,24,52,5,0,12,38,3,6,3,46,7,22,2,12,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",88,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:48",1337,1332,0,5,0,523,518,0,5,0,515,8,1600,1077,293,24,64,7,0,20,36,1,0,4,41,1,18,1,3,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",90,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:53:17",1530,1522,0,8,0,558,550,0,8,0,539,19,1600,1042,290,43,37,4,1,10,40,3,4,1,48,4,40,2,5,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",91,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:23",1243,1237,0,6,0,473,467,0,6,0,454,19,1200,727,274,20,37,5,2,6,36,1,3,4,33,2,26,1,2,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",89,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:29",1420,1412,0,7,1,582,574,0,7,1,560,22,1600,1018,293,43,54,8,1,7,42,0,3,1,56,2,41,1,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”LUDOVIC COSMA” (ȘCOALA GENERALĂ NR. 19)",38,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:45:32",1195,1168,0,5,22,442,415,0,5,22,415,27,1600,1158,207,48,33,6,0,12,31,3,3,4,39,0,17,1,7,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”LUDOVIC COSMA” (ȘCOALA GENERALĂ NR. 19)",39,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:29:31",1489,1474,7,6,2,591,583,0,6,2,571,20,1600,1009,286,60,42,12,3,25,58,2,0,6,53,2,17,1,3,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",108,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:52:47",1308,1302,0,6,0,535,529,0,6,0,522,13,1600,1065,258,44,36,3,3,12,46,1,2,6,83,0,15,0,10,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",104,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:42",1484,1479,1,4,0,545,541,0,4,0,519,26,1600,1055,257,44,50,7,2,16,50,3,8,8,44,1,18,2,4,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",105,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:21:29",1319,1311,2,6,0,525,519,0,6,0,509,16,1600,1075,277,45,40,8,2,17,35,3,1,6,43,2,15,2,8,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",109,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:55",1294,1287,1,6,0,501,495,0,6,0,485,16,1600,1099,251,50,33,7,1,8,48,3,2,4,47,2,15,1,7,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",107,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:18",1296,1289,0,7,0,499,492,0,7,0,484,15,1600,1101,255,44,43,6,4,13,26,3,4,7,44,3,17,1,13,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",106,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:20",1060,1056,1,3,0,414,411,0,3,0,399,15,1200,786,238,27,25,9,3,8,26,1,1,6,28,0,7,3,13,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” (ȘCOALA GENERALĂ ”MIHAI VITEAZUL” - ȘCOALA GENERALĂ NR. 34)",149,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:01:02",1430,1422,0,8,0,478,470,0,8,0,444,34,1600,1122,265,26,36,7,3,14,30,2,5,3,18,0,26,0,5,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” (ȘCOALA GENERALĂ ”MIHAI VITEAZUL” - ȘCOALA GENERALĂ NR. 34)",150,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:55",1379,1371,0,8,0,509,501,0,8,0,489,20,1600,1091,270,49,30,5,5,23,24,1,4,5,37,0,16,3,8,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",166,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:07",1421,1417,0,4,0,491,487,0,4,0,474,17,1600,1109,291,37,32,3,2,10,32,0,1,1,45,1,9,3,3,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",167,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:14:29",1474,1466,1,7,0,512,505,0,7,0,491,16,1600,1093,284,29,32,6,1,12,41,0,4,4,46,0,20,0,4,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",171,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:45:57",1314,1303,2,8,1,477,468,0,8,1,466,11,1600,1123,278,40,39,2,2,6,32,0,1,6,33,3,11,2,8,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",169,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:43:31",1382,1378,1,3,0,524,521,0,3,0,520,1,1600,1066,273,48,53,11,3,17,41,0,0,2,43,0,17,0,8,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",173,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:23",1361,1355,1,5,0,540,535,0,5,0,532,8,1600,1060,297,30,49,4,0,7,44,0,3,3,70,5,11,2,5,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",168,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:18:05",1463,1458,0,5,0,479,474,0,5,0,461,17,1600,1121,258,33,30,4,2,25,35,0,3,6,35,1,20,1,4,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",170,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:12",1441,1435,0,6,0,556,550,0,6,0,545,11,1600,1044,271,47,46,8,1,7,56,0,4,10,57,7,18,1,6,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",174,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:55:00",1271,1261,1,9,0,469,460,0,9,0,455,14,1200,730,222,38,45,4,4,7,50,1,5,4,55,4,10,0,2,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",172,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:05",1340,1333,0,7,0,525,518,0,7,0,513,12,1600,1075,273,27,55,5,2,15,52,2,5,4,48,4,14,1,4,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",165,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:12",1435,1433,0,2,0,565,563,0,2,0,553,12,1600,1035,283,58,35,5,2,14,64,2,5,8,48,4,14,2,2,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",114,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:58:36",1599,1592,0,7,0,619,612,0,7,0,600,19,1600,981,304,53,50,7,2,26,50,2,8,2,59,0,20,2,9,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",113,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:57",1361,1354,0,7,0,524,517,0,7,0,503,21,1600,1076,281,37,52,1,2,7,34,1,4,3,47,2,22,1,7,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",111,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:08:25",1478,1469,1,8,0,573,565,0,8,0,554,19,1600,1027,294,34,41,5,2,13,55,5,6,0,59,2,28,2,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",112,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:10:47",1593,1581,3,9,0,608,598,1,9,0,560,10,1600,1008,325,56,45,7,3,15,38,3,3,5,28,1,13,3,7,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",110,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:35:12",1491,1483,2,5,1,588,582,0,5,1,564,18,1600,1012,298,42,40,7,0,12,54,1,4,2,69,3,14,3,9,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",32,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:53",1175,1166,1,8,0,516,508,0,8,0,502,14,1200,684,212,33,61,4,2,19,51,3,3,3,95,0,5,0,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",31,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:46",1067,1060,1,6,0,427,421,0,6,0,409,18,1200,773,201,46,19,2,3,25,41,3,4,3,38,2,17,0,3,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",33,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:40:45",1236,1224,1,11,0,527,516,0,11,0,506,21,1200,673,213,47,50,8,5,26,51,4,2,1,70,4,12,0,8,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",30,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:30:43",1252,1243,1,7,1,525,517,0,7,1,505,12,1200,683,238,49,51,5,4,22,49,0,5,0,56,1,13,1,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",60,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:45:05",1845,1835,1,9,0,383,374,0,9,0,369,14,2000,1617,209,40,17,4,2,14,12,2,4,4,25,2,28,0,5,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",62,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:03:27",1835,1824,2,9,0,243,234,0,9,0,229,14,2000,1757,113,38,6,2,4,12,13,2,1,2,11,3,17,0,3,2
