precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUCHEANU IONUŢ-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","VREME DANIELA-SIMONA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ATANASIU ONUŢ-VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","AMBRINOC STĂNICĂ-PARTIDUL PRO ROMÂNIA-voturi","TĂUNE MARCELINA-ROMÂNIA SOCIALISTĂ-voturi","DOBRESCU BOGDAN-PARTIDUL S.O.S. ROMÂNIA-voturi","ŞARPE DANIELA-ANCUŢA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DURBACĂ EUGEN-PARTIDUL CONSERVATOR DEMOCRAT-voturi","CĂSTĂIAN DORU-VALENTIN-PACT PENTRU GALAȚI-voturi","ROMAN APOSTOL-PICU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DERMENGI MIHAI-voturi"
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",159,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:19:51",1894,1886,0,8,0,250,242,0,8,0,247,3,2000,1651,158,31,10,2,0,11,8,2,4,16,5
18,GALAŢI,"LICEUL TEORETIC ”MIRCEA ELIADE” (GRUP ȘCOLAR INDUSTRIAL ”GHEORGHE ASACHI” - LICEUL INDUSTRIAL NR. 8)",161,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:54",1865,1855,1,9,0,98,89,0,9,0,97,1,2000,1902,73,4,4,2,2,3,4,1,0,4,0
18,GALAŢI,"LICEUL TEORETIC ”SFÂNTA MARIA” (GRUP ȘCOLAR INDUSTRIAL ”SFÂNTA MARIA” - LICEUL INDUSTRIAL NR.10)",130,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:09:24",1390,1380,3,7,0,543,536,0,7,0,528,15,1600,1057,345,35,25,6,4,3,34,1,54,16,5
18,GALAŢI,"LICEUL TEORETIC ”SFÂNTA MARIA” (GRUP ȘCOLAR INDUSTRIAL ”SFÂNTA MARIA” - LICEUL INDUSTRIAL NR.10)",129,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:31:51",1179,1170,2,7,0,474,467,0,7,0,463,11,1200,726,297,24,16,1,0,15,39,1,53,9,8
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",9,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:34:25",1558,1541,10,7,0,655,648,0,7,0,634,21,1600,945,346,46,41,5,3,9,67,4,93,13,7
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",10,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:30:40",1285,1269,6,10,0,532,522,0,10,0,517,15,1200,668,315,43,38,1,1,8,42,3,42,15,9
18,GALAŢI,"S.C. ”APA-CANAL” S.A.",8,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:51:19",1622,1606,8,8,0,725,717,0,8,0,709,16,1600,875,424,37,39,2,1,12,67,8,86,27,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",79,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:43:12",1361,1357,0,4,0,549,545,0,4,0,541,8,1600,1051,370,28,33,3,1,12,36,2,25,23,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",76,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:08:31",1384,1378,0,6,0,506,500,0,6,0,502,2,1600,1096,336,31,34,9,0,9,32,5,28,11,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",80,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:02:05",1437,1427,0,10,0,545,535,0,10,0,522,19,1600,1045,381,39,18,2,1,10,28,3,20,14,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",75,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:44",1383,1370,0,5,8,548,535,0,5,8,538,10,1600,1052,393,25,25,2,1,7,28,10,32,12,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",74,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:59:13",1534,1528,0,6,0,574,568,0,6,0,563,8,1605,1034,401,24,16,1,0,6,35,10,34,27,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",77,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:49:58",1425,1419,1,5,0,564,559,0,5,0,554,8,1600,1036,378,30,25,3,2,11,22,4,48,23,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DAN BARBILIAN” (ȘCOALA GENERALĂ ”DAN BARBILIAN” - ȘCOALA GENERALĂ NR. 43)",78,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:55",1436,1430,1,5,0,540,535,0,5,0,532,8,1600,1060,393,29,24,4,1,10,15,4,33,15,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",24,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:58:20",1713,1703,6,4,0,604,600,0,4,0,591,13,2000,1396,344,43,30,3,3,25,30,9,74,26,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",23,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:21:12",1268,1260,0,8,0,508,500,0,8,0,487,21,1600,1092,313,42,24,4,6,18,26,5,30,13,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",26,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:37:11",1288,1279,2,7,0,410,403,0,7,0,394,16,1200,790,221,44,15,2,1,18,20,12,36,20,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA” (ȘCOALA NR.15)",25,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:31",1278,1269,2,7,0,390,383,0,7,0,375,15,1200,810,219,29,15,2,3,18,27,4,46,9,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GHEORGHE MUNTEANU” (ȘCOALA GENERALĂ ”GHEORGHE MUNTEANU” - ȘCOALA GENERALĂ NR. 31)",138,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:02:07",1424,1418,0,6,0,496,490,0,6,0,489,7,1600,1104,376,16,3,11,12,7,0,0,0,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GHEORGHE MUNTEANU” (ȘCOALA GENERALĂ ”GHEORGHE MUNTEANU” - ȘCOALA GENERALĂ NR. 31)",137,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:28",1354,1348,0,6,0,523,517,0,6,0,515,8,1600,1077,376,26,21,4,1,12,28,1,22,14,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GHEORGHE MUNTEANU” (ȘCOALA GENERALĂ ”GHEORGHE MUNTEANU” - ȘCOALA GENERALĂ NR. 31)",139,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:41:29",1783,1779,0,4,0,630,626,0,4,0,615,15,2000,1370,449,34,35,3,2,15,24,5,25,16,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",136,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:15:55",1594,1589,0,5,0,624,619,0,5,0,612,12,1600,976,463,30,12,5,1,3,23,2,31,23,19
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",134,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:01:00",1273,1266,0,7,0,523,516,0,7,0,512,11,1200,677,373,24,22,6,1,9,20,9,20,20,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",135,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:38:11",1401,1395,0,6,0,549,543,0,6,0,533,13,1600,1054,380,35,34,5,0,19,19,3,26,8,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GRIGORE MOISIL” (ȘCOALA GENERALĂ ”GRIGORE MOISIL” - ȘCOALA GENERALĂ NR. 38)",133,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:33:05",1686,1681,1,4,0,646,642,0,4,0,628,12,2000,1360,446,40,27,1,4,21,20,3,42,15,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",87,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:25",1310,1303,1,6,0,511,505,0,6,0,496,15,1600,1089,327,23,28,2,1,18,29,4,18,41,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",86,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:30:40",1401,1393,2,6,0,511,505,0,6,0,504,7,1625,1114,333,26,32,2,0,11,21,5,38,27,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",88,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:48",1337,1332,0,5,0,523,518,0,5,0,519,4,1600,1077,334,31,52,2,3,18,14,5,34,22,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",90,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:53:16",1530,1522,0,8,0,558,550,0,8,0,545,13,1600,1042,356,25,24,3,0,13,24,4,43,43,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",91,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:23",1243,1237,0,6,0,473,467,0,6,0,457,16,1200,727,312,15,25,1,2,10,22,7,24,33,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”IULIA HAȘDEU” (ȘCOALA GENERALĂ ”IULIA HAȘDEU” - ȘCOALA GENERALĂ NR. 40)",89,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:29",1420,1412,0,7,1,582,574,0,7,1,572,8,1600,1020,360,25,39,1,1,7,28,4,51,53,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”LUDOVIC COSMA” (ȘCOALA GENERALĂ NR. 19)",38,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:45:32",1195,1168,0,5,22,442,415,0,5,22,419,23,1600,1158,268,32,20,2,2,10,20,7,29,18,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”LUDOVIC COSMA” (ȘCOALA GENERALĂ NR. 19)",39,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:29:31",1489,1474,7,6,2,591,583,0,6,2,575,16,1600,1009,365,47,19,4,2,18,41,8,47,20,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",108,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:52:46",1308,1302,0,6,0,535,529,0,6,0,526,9,1600,1065,333,29,24,2,2,11,25,8,65,22,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",104,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:31:43",1484,1479,1,4,0,545,541,0,4,0,525,20,1600,1055,338,34,25,4,1,14,30,9,41,22,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",105,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:21:27",1319,1311,2,6,0,525,519,0,6,0,517,8,1600,1075,340,37,23,4,1,19,24,4,29,19,17
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",109,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:55",1294,1287,1,6,0,501,495,0,6,0,484,17,1600,1099,312,37,21,2,1,4,32,4,46,21,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",107,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:31:19",1296,1289,0,7,0,499,492,0,7,0,486,13,1606,1107,312,36,35,3,5,7,19,7,39,18,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” (ȘCOALA GENERALĂ ”MIHAIL SADOVEANU” – ȘCOALA GENERALĂ NR. 11)",106,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:20",1060,1056,1,3,0,414,411,0,3,0,401,13,1200,786,301,16,13,4,2,5,21,6,22,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” (ȘCOALA GENERALĂ ”MIHAI VITEAZUL” - ȘCOALA GENERALĂ NR. 34)",149,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 20:01:05",1430,1422,0,8,0,478,470,0,8,0,458,20,1600,1122,322,23,23,2,0,10,24,4,13,30,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” (ȘCOALA GENERALĂ ”MIHAI VITEAZUL” - ȘCOALA GENERALĂ NR. 34)",150,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:57",1379,1371,0,8,0,509,501,0,8,0,500,9,1600,1091,341,40,15,2,2,17,20,6,28,18,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",166,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:58",1421,1417,0,4,0,491,487,0,4,0,479,12,1600,1109,354,32,14,2,0,7,21,1,34,11,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",167,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:14:17",1474,1466,1,7,0,512,505,0,7,0,493,12,1600,1095,337,20,25,4,0,12,28,3,38,18,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",171,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:45:57",1314,1303,2,8,1,477,468,0,8,1,473,4,1600,1123,328,25,31,2,1,6,20,4,32,14,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",169,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:36:33",1382,1378,1,3,0,524,521,0,3,0,524,0,1600,1076,342,41,28,6,1,13,27,0,34,24,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",173,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:23",1361,1355,1,5,0,540,535,0,5,0,530,10,1600,1055,373,24,26,2,0,4,33,1,53,12,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",168,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:18:05",1463,1458,0,5,0,479,474,0,5,0,461,13,1600,1121,309,23,23,1,0,18,21,3,29,28,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",170,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:13",1441,1435,0,6,0,556,550,0,6,0,548,8,1600,1044,344,44,27,2,1,9,38,9,42,22,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",174,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:55:00",1271,1261,1,9,0,469,460,0,9,0,462,7,1200,730,291,28,29,3,1,5,39,2,41,14,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",172,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:05",1340,1333,0,7,0,525,518,0,7,0,514,11,1600,1075,338,17,37,1,2,15,34,4,47,15,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",165,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:11",1435,1433,0,2,0,565,563,0,2,0,554,11,1600,1035,340,42,23,4,1,14,45,6,54,19,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",114,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:58:36",1599,1592,0,7,0,619,612,0,7,0,603,16,1600,981,406,33,31,3,5,19,29,5,48,16,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",113,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:57",1361,1354,0,7,0,524,517,0,7,0,511,13,1600,1076,369,31,30,3,1,3,17,3,31,18,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",111,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:27",1478,1469,1,8,0,573,565,0,8,0,559,14,1600,1027,371,27,25,1,2,14,38,2,45,30,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",112,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:10:48",1593,1581,3,9,0,608,598,1,9,0,590,9,1600,991,401,41,34,4,1,17,27,8,33,14,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",110,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:35:12",1491,1483,2,5,1,588,582,0,5,1,569,13,1600,1012,373,32,26,4,2,14,38,2,55,12,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",32,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:53",1175,1166,1,8,0,516,508,0,8,0,502,14,1200,684,283,21,41,1,2,13,33,8,82,9,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",31,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:46",1067,1060,1,6,0,427,421,0,6,0,414,13,1200,773,240,34,14,0,3,24,26,9,36,23,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",33,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:40:45",1236,1224,1,11,0,527,516,0,11,0,507,20,1200,673,265,34,34,4,4,21,46,7,69,16,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",30,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:30:42",1252,1243,1,7,1,525,517,0,7,1,505,12,1200,683,303,40,34,4,1,16,38,4,45,13,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",60,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:05",1845,1835,1,9,0,383,374,0,9,0,377,6,2000,1617,255,29,7,2,1,8,11,4,20,35,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",62,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:03:27",1835,1824,2,9,0,243,234,0,9,0,234,9,2000,1757,142,29,3,2,2,10,9,5,8,20,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",61,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:33",1866,1857,0,9,0,207,198,0,9,0,202,5,2000,1793,135,14,6,0,2,12,12,6,7,4,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",44,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:48",1952,1926,0,6,20,782,756,0,6,20,760,22,2000,1218,515,28,34,7,3,20,44,5,71,22,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",45,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:25:28",1784,1767,1,6,10,107,91,0,6,10,104,3,2000,1893,64,10,4,0,0,5,8,2,5,5,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",46,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:24:11",2014,1964,0,28,22,614,586,0,6,22,596,18,2000,1386,350,48,53,6,2,17,52,11,32,22,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",69,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:25",1886,1879,0,7,0,661,654,0,7,0,635,26,2000,1339,415,37,34,2,2,27,32,2,42,33,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",67,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:24",1774,1768,1,5,0,669,664,0,5,0,647,22,2000,1331,418,62,26,0,4,15,26,3,36,40,17
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",68,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:09",1787,1779,2,6,0,701,695,0,6,0,686,15,2000,1299,442,43,47,6,3,20,39,3,55,22,6
