precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASLAU LEONTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VERES ATTILA-CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CHEŞA ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","BIBARŢ LAURENŢIU-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LĂBĂŞAN BOGDAN-PARTIDUL S.O.S. ROMÂNIA-voturi","GALEA CRISTIAN-AUREL-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","WIENER ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","COTUNA DĂNUŢ-TUDOR-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
2,ARAD,"ȘCOALA GIMNAZIALĂ „AUREL VLAICU” ARAD (ȘCOALA GIMNAZIALĂ „FRAȚII NEUMAN” ARAD - FOSTA ŞCOALĂ GENERALĂ NR. 10)",57,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:03:18",1407,1401,0,6,0,560,554,0,6,0,547,13,1560,1000,63,87,77,152,23,30,107,8
2,ARAD,"ȘCOALA GIMNAZIALĂ „AUREL VLAICU” ARAD (ȘCOALA GIMNAZIALĂ „FRAȚII NEUMAN” ARAD - FOSTA ȘCOALĂ GENERALĂ NR. 10)",56,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:58:30",1068,1053,3,12,0,447,435,0,12,0,439,8,1170,723,51,59,58,147,14,14,96,0
2,ARAD,"ȘCOALA GIMNAZIALĂ ”AUREL VLAICU” ARAD (ȘCOALA GIMNAZIALĂ „FRAȚII NEUMANN” ARAD - FOSTA ȘCOALA GENERALĂ NR. 10)",53,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:07",1434,1417,6,11,0,432,421,0,11,0,412,20,1600,1168,46,41,98,96,13,16,94,8
2,ARAD,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU” (FOSTA ŞCOALĂ GENERALĂ NR. 18)",69,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:56",1128,1111,2,15,0,424,409,0,15,0,415,9,1260,836,42,36,101,100,12,24,95,5
2,ARAD,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU” (FOSTA ŞCOALĂ GENERALĂ NR. 18)",70,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:53",1319,1302,2,15,0,516,501,0,15,0,503,13,1480,964,45,36,101,134,17,41,125,4
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",26,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:46:43",1151,1135,6,10,0,439,429,0,10,0,425,13,1280,841,46,36,84,138,14,19,80,8
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",29,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:05",1111,1094,3,14,0,441,427,0,14,0,431,10,1250,809,48,12,89,140,11,20,106,5
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",28,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:16",1322,1307,4,11,0,540,529,0,11,0,527,13,1480,940,62,23,108,158,15,11,143,7
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",25,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:07:14",1270,1248,8,14,0,537,523,0,14,0,522,14,1410,860,65,24,106,177,12,18,108,12
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",30,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:00:09",1371,1341,21,8,1,567,558,0,8,1,554,13,1520,953,54,9,106,202,18,33,122,10
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",27,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:23",1288,1274,7,5,2,576,569,0,5,2,568,8,1440,864,78,26,116,173,20,22,128,5
2,ARAD,"ŞCOALA GIMNAZIALĂ „ILARION FELEA” (FOSTA ŞCOALĂ GENERALĂ NR. 8)",73,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:35",1401,1389,3,7,2,315,306,0,7,2,301,14,1540,1225,72,5,109,54,19,5,33,4
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ŞCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:25:40",1845,1817,17,11,0,641,630,0,11,0,607,23,1970,540,77,62,100,168,19,18,152,11
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",81,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:00:43",1089,1080,0,8,1,484,475,0,8,1,467,17,1230,744,55,10,90,164,19,14,110,5
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",80,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:57",1148,1138,2,8,0,424,416,0,8,0,410,14,1290,866,50,13,64,131,16,24,99,13
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",79,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:24:55",1556,1533,17,6,0,592,586,0,6,0,574,1,1650,1051,65,69,82,157,19,18,148,16
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:47",1253,1242,3,8,0,502,494,0,8,0,488,12,1390,888,47,27,95,149,15,29,117,9
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:31",1498,1462,27,8,1,486,477,0,8,1,472,14,1670,1184,57,77,95,104,17,14,103,5
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ȘCOALĂ GENERALĂ NR. 3)",85,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:09:49",1417,1409,0,8,0,478,470,0,8,0,465,13,1630,1152,70,21,85,147,20,25,88,9
2,ARAD,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” (FOSTA ŞCOALĂ GENERALĂ NR. 1)",90,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 21:12:58",1355,1294,37,12,12,542,518,0,12,12,526,16,1570,1026,63,71,101,126,22,26,106,11
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",49,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:17:28",1520,1492,19,9,0,487,478,0,9,0,419,10,1630,1143,0,48,92,143,20,29,79,8
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",50,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:43:01",1160,1153,2,5,0,403,398,0,5,0,386,17,1280,877,51,23,98,97,21,11,75,10
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",48,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:55:13",1571,1556,5,10,0,583,573,0,10,0,559,24,1710,1127,51,58,98,165,20,23,137,7
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",23,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:19",1199,1186,4,9,0,419,410,0,9,0,403,16,1300,881,50,26,86,105,11,18,101,6
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",24,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:09",1278,1262,3,13,0,550,537,0,13,0,541,9,1430,880,57,33,107,150,12,23,154,5
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",22,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:22:37",1326,1312,4,9,1,508,498,0,9,1,494,14,1490,982,56,33,116,105,13,24,139,8
2,ARAD,"SPITALUL CLINIC JUDEȚEAN ARAD – SECȚIA CLINICĂ ORL (SALA DE ȘEDINȚE)",3,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:29",1110,1046,12,13,39,480,427,1,13,39,465,15,1260,480,55,40,104,112,7,16,124,7
2,ARAD,"STAȚIUNEA DE CERCETARE - DEZVOLTARE PENTRU CREȘTEREA BOVINELOR ARAD",88,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:23",348,305,1,7,35,131,89,0,7,35,128,3,410,279,16,7,42,42,7,3,10,1
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",17,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:02",1534,1511,17,5,1,599,593,0,5,1,591,8,1620,1021,59,22,121,176,17,32,150,14
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",20,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:09:52",1252,1235,10,7,0,474,467,0,7,0,457,17,1370,896,52,11,85,140,9,26,127,7
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",18,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:43",1267,1255,4,8,0,556,548,0,8,0,545,11,1400,844,50,20,120,140,7,19,175,14
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",19,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:57:18",1125,1118,0,7,0,493,486,0,7,0,482,11,1240,747,46,22,112,133,12,28,121,8
