precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL LIVIU REBREANU",26,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:00",1274,1264,3,7,0,533,526,0,7,0,513,20,1333,800,38,47,200,152,13,32,6,5,20
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAȚIONAL LIVIU REBREANU",25,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:28",1006,995,0,10,1,417,406,0,10,1,405,12,1100,683,19,39,170,111,11,41,2,4,8
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL ”LIVIU REBREANU”, ŞCOALA PRIMARĂ",27,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:49",1211,1203,2,6,0,527,521,0,6,0,507,15,1316,774,31,41,190,169,5,48,5,13,5
6,BISTRIŢA-NĂSĂUD,"COLEGIUL TEHNIC ”INFOEL”",47,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:58",1866,1835,16,14,1,836,820,1,14,1,822,14,2050,1214,41,52,345,280,8,68,6,6,16
6,BISTRIŢA-NĂSĂUD,"CONTAINERE MODULARE AMPLASATE ÎN CURTEA CĂMINULUI CULTURAL BRETEA",265,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:21",115,98,0,9,8,87,70,0,9,8,83,4,150,63,65,3,9,3,1,1,0,0,1
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA BOZIEŞ",110,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:08",512,489,0,2,21,352,329,0,2,21,342,10,510,158,147,27,107,54,1,3,1,2,0
6,BISTRIŢA-NĂSĂUD,"GRADINITA CU PROGRAM NORMAL",191,MILAŞ,33881,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:31",592,568,2,8,14,382,359,1,8,14,353,29,642,260,7,50,94,190,0,5,3,2,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚĂ CU PROGRAM NORMAL",233,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:22",169,158,0,8,3,114,103,0,8,3,111,3,200,86,10,14,64,10,0,12,0,0,1
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL CĂIANU MARE",102,"CĂIANU MIC",32811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:28",439,423,0,1,15,233,217,0,1,15,219,14,478,245,11,28,162,16,0,2,0,0,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL COLDĂU",67,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:21",649,639,0,4,6,338,328,0,4,6,331,7,700,362,98,21,92,77,0,38,0,1,4
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL DEALU ŞTEFĂNIŢEI",235,ROMULI,34360,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:36",379,364,0,4,11,291,276,0,4,11,273,18,400,109,8,33,115,98,2,5,2,0,10
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL ”DIMITRIE COJOCARU” SLĂTINIŢA",54,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:51",631,621,1,9,0,256,247,0,9,0,240,16,700,444,3,34,76,119,0,6,0,0,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL GHINDA",51,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:24",683,673,3,7,0,321,314,0,7,0,302,19,750,429,10,24,48,192,6,15,4,2,1
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",12,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:45",1271,1258,2,10,1,579,568,0,10,1,566,13,1350,771,68,63,228,143,12,35,6,4,7
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 16",35,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:09",561,547,3,11,0,558,547,0,11,0,543,15,1300,742,39,44,223,170,6,43,4,7,7
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",81,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:46",1334,1327,2,5,0,757,752,0,5,0,711,46,1500,743,20,65,179,380,2,55,4,4,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 SÂNGEORZ-BĂI",80,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:53",1358,1346,1,11,0,643,632,0,11,0,594,49,1500,857,14,63,201,272,2,27,8,3,4
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",44,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:38",962,956,1,4,1,469,464,0,4,1,453,16,1056,587,12,26,167,177,5,42,5,6,13
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",43,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:13:48",1147,1118,0,29,0,602,573,0,29,0,593,9,1264,662,27,39,267,160,15,69,1,8,7
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9",28,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:17",1200,1177,8,14,1,599,584,0,14,1,591,8,1300,701,45,50,241,178,10,41,8,6,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL PARVA",213,PARVA,34155,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:38",996,986,0,1,9,633,623,0,1,9,580,53,1094,461,10,103,331,87,4,37,5,0,3
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL RUSU DE JOS",69,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:34",283,274,0,7,2,163,154,0,7,2,151,12,300,137,9,12,88,30,1,6,4,1,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL UNIREA",55,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:47",1910,1901,4,5,0,974,969,0,5,0,950,2,2100,1119,15,63,415,351,17,72,0,6,11
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL UNIREA",56,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:05:33",1703,1689,5,8,1,873,864,0,8,1,844,29,1850,975,18,62,383,294,12,55,3,5,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL VALEA VIILOR",66,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:34",363,344,7,7,5,207,195,0,7,5,193,14,400,193,21,19,79,48,3,17,2,1,3
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA CU POVEŞTI”",24,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:42",1160,1151,0,9,0,469,460,0,9,0,460,9,1300,831,38,47,185,105,10,43,5,9,18
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",2,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:06",1029,1016,5,8,0,395,386,1,8,0,373,13,1100,705,21,49,119,134,10,18,4,6,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 12",34,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:49",1215,1211,0,4,0,541,537,0,4,0,526,15,1359,818,21,38,223,166,9,45,4,8,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",38,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:44",1239,1225,3,10,1,596,585,0,10,1,528,66,1400,804,36,43,204,161,13,43,4,5,19
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6",5,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:23",1352,1345,1,5,1,613,607,0,5,1,600,13,1500,887,35,48,264,174,12,48,5,0,14
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6",6,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:45",1288,1277,3,8,0,507,499,0,8,0,491,7,1400,902,34,42,178,147,17,50,1,3,19
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”RAZĂ DE SOARE”",46,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:35",1262,1256,0,5,1,599,593,0,5,1,590,9,1350,751,43,51,240,172,11,53,2,6,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TRENULEŢUL VESELIEI”",20,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:57",1261,1235,0,16,10,543,517,0,16,10,527,16,1349,803,33,104,160,133,16,47,0,16,18
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA ENCIU",178,MATEI,33658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:21",92,84,0,4,4,92,84,0,4,4,77,13,150,58,3,2,37,25,0,9,1,0,0
6,BISTRIŢA-NĂSĂUD,"LICEUL CREȘTIN LOGOS",50,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:19",897,890,0,7,0,465,458,0,7,0,432,33,1038,573,23,30,175,153,13,26,3,5,4
6,BISTRIŢA-NĂSĂUD,"LICEUL CU PROGRAM SPORTIV",49,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:01",1542,1520,7,15,0,815,800,0,15,0,801,14,1700,885,28,54,317,305,20,59,3,3,12
6,BISTRIŢA-NĂSĂUD,"LICEUL CU PROGRAM SPORTIV",48,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:31:07",1303,1268,6,6,23,587,558,0,6,23,569,18,1400,813,31,61,218,187,11,39,9,4,9
6,BISTRIŢA-NĂSĂUD,"LICEUL DE MUZICĂ ”TUDOR JARDA”",3,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:26",1179,1118,3,34,24,507,471,0,12,24,488,19,1255,748,51,45,175,137,12,33,6,7,22
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC",21,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:49",1831,1795,7,11,18,817,789,0,11,17,773,44,2000,1183,38,66,296,278,28,41,6,6,14
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC AGRICOL BECLEAN",64,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:39",1541,1527,1,11,2,783,770,0,11,2,762,21,1700,917,78,64,325,197,7,76,2,4,9
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ECONOMIC NĂSĂUD",72,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:52",1097,1085,4,8,0,517,508,1,8,0,494,23,1200,683,17,37,150,260,6,10,4,3,7
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC FELDRU",135,FELDRU,33248,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:56",1360,1350,0,4,6,657,647,0,4,6,593,64,1500,843,28,64,260,201,2,18,3,2,15
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”",17,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:51",1593,1582,0,11,0,739,728,0,11,0,719,20,1750,1011,59,50,301,208,24,37,15,6,19
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”",16,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:20",1712,1697,5,10,0,821,811,0,10,0,813,8,1903,1082,54,79,331,229,15,75,0,9,21
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC GRIGORE MOISIL",18,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:43",1578,1566,3,9,0,665,656,0,9,0,648,17,1700,1035,22,55,259,223,15,56,1,7,10
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC GRIGORE MOISIL",19,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:10",1812,1796,6,10,0,850,840,0,10,0,831,19,2000,1150,34,78,327,285,16,65,8,5,13
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",171,MAIERU,33621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:30",1271,1260,2,1,8,816,807,0,1,8,753,54,1400,584,19,183,332,184,1,11,4,4,15
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",172,MAIERU,33621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:07",949,946,2,0,1,564,563,0,0,1,530,34,1050,486,11,131,239,115,1,15,6,2,10
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",170,MAIERU,33621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:34",1006,990,1,0,15,673,658,0,0,15,640,33,1100,427,10,101,380,125,1,15,1,0,7
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ŞCOALA GENERALĂ",154,LECHINŢA,33435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:45",1205,1182,1,8,14,644,622,0,8,14,616,28,1300,656,19,64,395,107,7,17,2,3,2
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC SILVIC ”TRANSILVANIA” NĂSĂUD",73,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:58",1285,1277,0,5,3,569,561,0,5,3,557,12,1400,831,13,47,195,270,5,16,1,1,9
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC TELCIU",291,TELCIU,35054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:19",1179,1160,1,8,10,657,639,0,8,10,580,77,1300,643,33,142,123,161,6,102,8,0,5
6,BISTRIŢA-NĂSĂUD,"LICEUL TEORETIC ”SOLOMON HALIȚĂ”",82,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:00",1290,1277,1,9,3,617,605,0,9,3,591,26,1387,770,13,33,186,307,6,40,1,2,3
6,BISTRIŢA-NĂSĂUD,"OCOLUL SILVIC TELCIU",293,TELCIU,35054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:03",934,921,1,2,10,517,505,0,2,10,469,48,1000,483,18,121,83,112,3,120,5,2,5
6,BISTRIŢA-NĂSĂUD,"POLIȚIA LOCALĂ-PUNCT DE LUCRU SUBCETATE",22,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:16",1440,1431,2,7,0,836,829,0,7,0,807,29,1550,714,43,104,293,274,13,62,5,3,10
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BRANIŞTEA",89,BRANIŞTEA,32660,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:02",959,916,1,10,32,620,577,1,10,32,598,22,997,377,196,36,155,174,2,27,1,3,4
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BUDACU DE JOS",92,"BUDACU DE JOS",32704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:21",786,776,0,2,8,422,412,0,2,8,385,37,890,468,7,87,222,49,5,7,5,1,2
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI CĂIANU MIC",101,"CĂIANU MIC",32811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:06",1202,1159,1,3,39,642,600,0,3,39,583,59,1300,658,12,61,429,60,0,20,1,0,0
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI CHIOCHIŞ",108,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:02",293,283,0,0,10,193,183,0,0,10,182,11,300,107,63,32,49,28,3,5,0,1,1
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI FELDRU",134,FELDRU,33248,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:17",1464,1446,4,10,4,734,720,0,10,4,673,61,1600,866,24,81,279,219,4,27,3,3,33
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ILVA MARE",145,"ILVA MARE",33337,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:07",877,847,0,2,28,560,530,0,2,28,511,48,950,391,17,55,223,163,4,23,2,14,10
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ILVA MARE",144,"ILVA MARE",33337,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:41",1021,993,1,0,27,719,692,0,0,27,643,76,1112,393,24,87,300,189,2,23,3,12,3
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI LECHINȚA",153,LECHINŢA,33435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:01",1189,1175,0,2,12,605,591,0,2,12,573,32,1298,693,14,36,428,77,0,13,2,2,1
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI NUŞENI",207,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:21",747,649,1,33,64,516,419,0,33,64,485,31,760,244,73,47,201,71,13,73,0,1,6
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI PETRU RAREŞ",215,"PETRU RAREŞ",34173,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:47",1395,1354,3,14,24,826,788,0,14,24,772,54,1550,724,124,96,199,312,4,22,5,10,0
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RODNA",231,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:23",1432,1398,2,0,32,916,884,0,0,32,877,39,1550,634,49,164,448,102,8,97,4,2,3
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RUNCU SALVEI",236,"RUNCU SALVEI",179944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:05",1016,981,0,7,28,824,789,0,7,28,737,87,1100,276,39,67,310,304,0,4,4,3,6
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI SALVA",237,SALVA,34397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:30:12",1083,994,0,39,50,825,736,0,39,50,765,57,1100,275,9,83,307,335,5,11,5,5,5
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞANŢ",250,ŞANŢ,34618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:30",1293,1257,0,12,24,993,957,0,12,24,935,58,1400,407,29,116,292,405,1,50,16,5,21
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU",253,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:37",1077,1062,1,0,14,651,637,0,0,14,624,27,1200,549,62,70,340,114,2,20,5,5,6
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU-ODORHEI",262,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:38",590,585,0,2,3,374,369,0,2,3,347,27,650,276,23,46,137,68,4,34,8,3,24
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEUŢ",269,ŞIEUŢ,34850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:33",560,526,1,20,13,436,402,1,20,13,412,23,620,185,17,42,207,103,4,19,0,4,16
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞINTEREAG",273,ŞINTEREAG,34903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:58",812,786,3,1,22,487,464,0,1,22,457,30,948,461,66,43,185,142,2,14,3,1,1
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI SPERMEZEU",245,SPERMEZEU,34547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:19",1396,1380,0,5,11,754,738,0,5,11,682,72,1500,746,12,80,148,409,7,13,6,4,3
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI TEACA",285,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:49",768,753,0,7,8,452,437,0,7,8,424,28,850,398,61,53,161,85,11,43,5,2,3
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA MUNICIPIULUI BISTRIŢA, DIRECŢIA ECONOMICĂ-VENITURI",4,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:09",1990,1979,0,10,1,987,976,0,10,1,957,30,2150,1163,57,75,376,325,28,61,7,7,21
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA ORAȘULUI BECLEAN",60,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:43",1748,1641,2,74,31,894,854,0,9,31,868,26,1800,906,62,81,393,252,11,54,3,1,11
6,BISTRIŢA-NĂSĂUD,"”ROTARY CLUB” BISTRIŢA NOSA",45,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:21",1016,995,13,4,4,1016,995,13,4,4,979,27,2260,1254,53,89,404,293,24,85,4,4,23
6,BISTRIŢA-NĂSĂUD,"SALA DE NUNŢI BISTRIŢA BÎRGĂULUI",87,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:35",1042,1033,1,5,3,516,508,0,5,3,477,39,1100,584,9,85,246,74,6,36,0,17,4
6,BISTRIŢA-NĂSĂUD,"SALA DE SPORT URMENIŞ",306,URMENIŞ,35312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:26",717,715,0,2,0,440,438,0,2,0,374,66,800,360,36,63,72,186,1,10,4,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA CLASELE I - IV PETRIŞ",107,CETATE,32884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:34",1059,1036,3,9,11,713,693,0,9,11,636,77,1139,426,18,114,209,266,2,20,2,0,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIEŞ",280,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:16",731,680,0,13,38,554,503,0,13,38,517,37,800,246,14,39,370,77,5,7,3,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIŞU DE JOS",263,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:00",286,280,0,6,0,177,171,0,6,0,167,10,300,123,6,62,66,21,2,4,0,0,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ALUNIŞUL",311,ZAGRA,35429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:26:53",172,160,0,4,8,142,130,0,4,8,139,3,200,58,7,4,112,12,0,2,2,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ARDAN",254,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:15",574,572,0,2,0,350,348,0,2,0,303,47,600,250,21,51,177,43,0,4,5,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BECLENUŢ",65,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:14",330,321,0,7,2,195,186,0,7,2,180,11,350,159,8,12,85,65,2,6,0,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BORLEASA",281,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:02",296,286,0,2,8,181,171,0,2,8,167,14,301,120,1,12,101,48,0,2,1,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CEPARI",130,DUMITRA,33202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:30",960,939,1,6,14,565,545,0,6,14,526,39,1050,485,14,84,147,232,9,28,12,0,0
