precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",138,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:42",1139,1073,51,14,1,438,424,0,14,0,433,5,1174,736,62,44,25,21,268,4,7,2
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",136,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:45:51",876,860,9,7,0,356,349,0,7,0,351,5,951,595,106,33,33,21,144,1,12,1
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",139,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:21",937,912,8,15,2,408,391,0,15,2,396,12,1021,613,67,46,27,21,217,2,11,5
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",54,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:56",1294,1275,2,15,2,566,549,0,15,2,556,9,1398,832,95,52,26,28,338,8,6,3
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",55,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:13:49",1387,1374,3,10,0,474,464,0,10,0,470,4,1518,1044,111,59,18,23,243,4,11,1
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",53,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:42:11",1599,1550,41,8,0,606,598,0,8,0,601,5,1703,1097,123,67,36,50,306,5,11,3
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",52,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:31",1171,1168,1,2,0,486,484,0,2,0,479,7,1275,789,91,58,31,29,260,2,5,3
5,BIHOR,"ORĂŞELUL COPIILOR",80,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:20:31",1503,1449,0,40,14,672,618,0,40,14,666,6,1738,1066,159,72,34,32,333,10,22,4
5,BIHOR,"PALATUL COPIILOR ŞI ELEVILOR",120,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:10",1432,1391,7,27,7,584,549,1,27,7,580,4,1649,1065,125,72,23,30,293,6,23,8
5,BIHOR,"ŞCOALA GIMNAZIALĂ",42,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:45",915,897,9,9,0,466,457,0,9,0,463,3,989,523,115,77,62,12,179,1,15,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",140,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:45",1087,1077,0,10,0,513,503,0,10,0,502,11,1203,690,15,57,16,27,380,3,1,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",141,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:23",1369,1358,5,5,1,663,657,0,5,1,651,12,1497,834,59,113,21,34,409,5,8,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",67,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:29",1340,1319,6,14,1,552,537,0,14,1,541,11,1446,894,76,72,19,40,318,5,9,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",68,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:48:51",1030,1021,0,9,0,460,451,0,9,0,456,4,1118,658,78,74,18,13,253,3,14,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",66,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:41",1136,1127,2,6,1,498,491,0,6,1,498,0,1230,732,81,70,12,22,291,3,14,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",19,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:25",1504,1459,39,6,0,676,670,0,6,0,664,12,1599,923,134,80,30,33,359,1,21,6
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",18,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:09",985,961,14,8,2,446,435,1,8,2,410,36,1054,608,60,49,20,26,246,2,2,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",17,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:22",1066,1049,8,7,2,496,487,0,7,2,492,4,1155,659,106,78,33,29,231,3,9,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",20,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:27",1630,1606,15,9,0,652,643,0,9,0,643,9,1804,1152,77,85,33,45,388,2,10,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",21,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:55",1347,1328,7,11,1,579,565,2,11,1,572,7,1491,912,73,79,28,16,358,5,8,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",10,"MUNICIPIUL ORADEA",26564,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:56:23",1354,1347,0,7,0,579,572,0,7,0,564,15,1480,901,52,68,21,39,363,6,4,11
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",11,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:45:07",1506,1501,1,3,1,642,638,0,3,1,610,32,1653,1011,126,94,15,58,300,3,8,6
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",14,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:04:23",807,804,0,3,0,315,312,0,3,0,309,6,885,570,21,46,11,32,190,6,2,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",12,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:16:53",1699,1682,15,2,0,755,738,15,2,0,753,2,1844,1089,27,71,26,59,556,6,5,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",13,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:17:04",1427,1422,2,3,0,502,499,0,3,0,481,21,1584,1082,76,64,23,56,253,4,5,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",110,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:04:19",1490,1475,10,5,0,753,748,0,5,0,748,5,1614,861,98,98,24,34,483,1,7,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",111,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:03",1500,1482,11,7,0,688,681,0,7,0,675,13,1631,943,106,60,23,36,428,5,13,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",112,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:01",1643,1628,5,10,0,890,880,0,10,0,880,10,1775,885,108,104,56,50,545,8,9,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JUHASZ GYULA”",83,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:47",1017,1013,1,3,0,391,388,0,3,0,381,10,1110,719,178,26,12,10,115,4,35,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JUHASZ GYULA”",82,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:12",1379,1370,4,5,0,659,653,1,5,0,649,10,1517,858,296,34,26,21,228,1,41,2
5,BIHOR,"ȘCOALA GIMNAZIALĂ ” LUCREŢIA SUCIU ”",2,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:50:12",1221,1169,36,8,8,436,420,0,8,8,420,16,1428,992,119,43,19,24,199,3,11,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",41,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:58",929,910,10,8,1,346,337,0,8,1,341,5,999,653,84,51,24,19,143,3,15,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",40,"MUNICIPIUL ORADEA",26564,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:47",1044,1029,6,8,1,492,483,0,8,1,477,15,1126,634,81,62,22,19,262,1,26,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",101,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:55",1455,1442,6,7,0,576,569,0,7,0,569,7,1786,1210,138,74,31,36,275,3,9,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",104,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:23",1318,1307,1,10,0,602,591,1,10,0,594,8,1469,867,109,86,21,37,324,7,8,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",102,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:26",1107,1095,2,9,1,431,421,0,9,1,425,6,1237,806,80,55,15,20,243,3,9,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",107,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:26",1259,1251,4,4,0,535,531,0,4,0,524,11,1408,873,89,51,26,24,318,7,5,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",100,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:47",1017,960,8,49,0,420,371,0,49,0,408,12,1585,1165,88,44,11,5,240,9,5,6
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",103,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:23",976,966,3,7,0,349,346,3,0,0,346,3,1059,710,68,30,8,20,212,1,4,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",106,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:25",764,756,1,7,0,333,326,0,7,0,329,4,846,513,49,28,15,14,214,2,4,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",105,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:20",1219,1200,10,9,0,493,484,0,9,0,483,10,1317,824,67,60,15,24,305,3,6,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",50,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:09",957,938,1,17,1,425,407,0,17,1,418,7,1025,600,105,36,25,19,207,6,19,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",48,"MUNICIPIUL ORADEA",26564,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:34",1012,1010,1,1,0,403,402,0,1,0,396,7,1099,696,62,47,13,12,241,2,16,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",49,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:47",757,749,1,7,0,301,294,0,7,0,297,4,850,549,48,26,7,21,186,2,5,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",51,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:21",1295,1289,0,5,1,531,525,0,5,1,527,4,1463,932,93,56,19,25,313,7,10,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OCTAVIAN GOGA”",89,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:11:35",865,842,15,8,0,370,362,0,8,0,366,4,921,551,43,57,18,39,203,3,2,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OCTAVIAN GOGA”",87,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:40",1231,1224,1,5,1,521,515,0,5,1,506,9,1391,870,62,91,13,35,296,1,6,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OCTAVIAN GOGA”",88,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:07",1042,1030,3,9,0,458,449,0,9,0,452,6,1130,672,67,65,20,27,260,5,6,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OLTEA DOAMNA” (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL NR.16)",117,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:56:20",2045,2037,0,8,0,941,933,0,8,0,917,24,2286,1345,173,96,45,44,512,11,33,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”SZACSVAY IMRE”",122,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:28",1262,1243,1,11,7,551,532,1,11,7,539,12,1527,976,127,77,42,17,257,1,17,1
5,BIHOR,"UNIVERSITATEA DIN ORADEA FACULTATEA DE TEXTILE-PIELĂRIE",119,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:58",993,963,20,10,0,432,422,0,10,0,427,5,1182,750,65,56,29,29,236,4,6,2
5,BIHOR,"UNIVERSITATEA DIN ORADEA FACULTATEA DE TEXTILE-PIELĂRIE",118,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:40",1047,1036,5,5,1,449,443,0,5,1,437,12,1258,809,111,53,33,23,194,3,19,1
