precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"CLĂDIREA MULTIFUNCȚIONALĂ FĂGETU",165,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:06",746,739,0,7,0,489,482,0,7,0,459,30,800,311,237,56,117,0,16,17,16
3,ARGEŞ,"CLĂDIREA MULTIFUNCŢIONALĂ GLÂMBOCATA-DEAL",361,LEORDENI,16757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:47",822,809,1,3,9,470,458,0,3,9,445,25,899,429,184,156,65,1,5,24,10
3,ARGEŞ,"CLĂDIREA SOCIAL CULTURALĂ",464,"SCHITU GOLEŞTI",18670,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:40",1529,1525,1,1,2,814,811,0,1,2,776,38,1680,866,222,133,242,1,7,134,37
3,ARGEŞ,"CLĂDIRE MULTIFUNCȚIONALĂ DÎMBOVICIOARA",330,DÂMBOVICIOARA,16329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:47",265,230,0,34,1,232,197,0,34,1,216,15,246,14,80,18,74,1,2,16,25
3,ARGEŞ,"CLUBUL TINERETULUI PRIBOIENI",440,PRIBOIENI,18242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:22",1502,1473,4,2,23,1049,1024,0,2,23,1008,41,1600,551,665,121,134,8,9,45,26
3,ARGEŞ,"COLEGIUL ECONOMIC ”MARIA TEIULEANU”",2,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:55",1074,1024,42,8,0,465,457,0,8,0,445,20,1200,735,153,55,124,6,5,89,13
3,ARGEŞ,"COLEGIUL ECONOMIC ”MARIA TEIULEANU” (FOST LICEUL TEHNOLOGIC „ION MINCU”)",4,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:17:18",1404,1392,1,11,0,643,632,0,11,0,614,29,1598,955,210,77,126,11,16,152,22
3,ARGEŞ,"COLEGIUL NAŢIONAL ”ALEXANDRU ODOBESCU”",73,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:00",1508,1502,0,6,0,565,559,0,6,0,562,3,1700,1135,210,61,112,5,28,103,43
3,ARGEŞ,"COLEGIUL NAŢIONAL ”ALEXANDRU ODOBESCU”",72,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:24",2200,2188,5,6,1,948,941,0,6,1,915,33,2300,1352,310,114,181,33,16,224,37
3,ARGEŞ,"COLEGIUL NAŢIONAL ”DINICU GOLESCU”",114,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:27:02",1192,1176,0,15,1,584,568,0,15,1,556,28,1200,616,171,38,61,0,11,262,13
3,ARGEŞ,"COLEGIUL NAŢIONAL ”ION C. BRĂTIANU”",17,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:15:58",826,810,9,6,1,364,357,0,6,1,352,12,900,536,90,36,111,7,13,78,17
3,ARGEŞ,"COLEGIUL NAŢIONAL PEDAGOGIC ”CAROL I”",109,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:16",740,733,0,7,0,378,371,0,7,0,362,16,800,422,109,33,57,1,4,150,8
3,ARGEŞ,"COLEGIUL TEHNIC ” ARMAND CĂLINESCU”",46,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:17:40",1276,1260,8,8,0,531,523,0,8,0,516,15,1500,969,168,60,141,6,10,118,13
3,ARGEŞ,"COLEGIUL TEHNIC ” ARMAND CĂLINESCU”",45,"MUNICIPIUL PITEŞTI",13169,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:46:20",689,655,19,12,3,314,299,0,12,3,298,13,800,486,94,25,74,2,6,78,19
3,ARGEŞ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",63,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:53",1472,1466,0,6,0,516,510,0,6,0,495,21,1700,1184,176,66,105,5,17,94,32
3,ARGEŞ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",64,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:46",1749,1744,1,4,0,742,738,0,4,0,718,24,2000,1258,241,111,140,7,13,183,23
3,ARGEŞ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",65,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:45",1496,1489,1,6,0,596,590,0,6,0,579,15,1700,1104,241,80,98,8,14,108,30
3,ARGEŞ,"COLEGIUL TEHNIC ”DIMITRIE DIMA”",77,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:51:24",1446,1435,0,10,1,592,581,0,10,1,570,20,1600,1008,225,56,125,5,16,125,18
3,ARGEŞ,"COLEGIUL TEHNIC ”DIMITRIE DIMA”",78,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:19:31",1897,1888,2,7,0,710,703,0,7,0,674,36,2000,1290,251,123,130,7,17,83,63
3,ARGEŞ,CONTAINER,460,SĂPATA,18581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:39",216,208,0,6,2,136,128,0,6,2,132,4,231,95,102,25,3,0,0,1,1
3,ARGEŞ,"DIRECŢIA APELOR ARGEŞ-VEDEA",50,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:01:51",1171,1167,0,4,0,514,510,0,4,0,492,19,1300,786,133,77,135,6,14,108,19
3,ARGEŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI PITEȘTI",67,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:58",1963,1940,10,13,0,762,749,0,13,0,739,23,2100,1338,263,80,162,10,29,170,25
3,ARGEŞ,"DISPENSAR UMAN",149,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:37",1390,1383,0,7,0,689,682,0,7,0,666,23,1600,911,287,66,146,13,21,86,47
3,ARGEŞ,"FOSTUL SEDIU AL GRĂDINIȚEI ”CAMPIONII” DIN BLOCUL T2A",159,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:08",1224,1217,0,7,0,601,594,0,7,0,587,14,1300,699,258,76,136,3,15,79,20
3,ARGEŞ,"FOSTUL SEDIU AL GRĂDINIȚEI DIN BLOCUL M6",147,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:30:50",1615,1609,0,6,0,747,741,0,6,0,717,24,1700,953,349,73,161,2,9,93,30
3,ARGEŞ,"FOSTUL SEDIU AL GRĂDINIȚEI DIN BLOCUL T6",158,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:37",1458,1448,2,8,0,746,738,0,8,0,728,18,1600,854,240,97,207,3,27,117,37
3,ARGEŞ,"FOSTUL SEDIU AL ȘCOLII CLUCEREASA",162,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:29",212,201,2,9,0,210,201,0,9,0,206,4,450,240,138,19,27,0,1,15,6
3,ARGEŞ,"FOSTUL SEDIU AL ȘCOLII RACOVIȚA DE SUS",168,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:54",680,677,0,3,0,408,405,0,3,0,396,12,800,392,201,36,95,0,3,50,11
3,ARGEŞ,"GRĂDINIȚA AFTER SCHOOL - GEAMĂNA",247,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:50",1634,1610,9,12,3,852,836,1,12,3,829,23,1760,908,375,99,129,9,21,165,31
3,ARGEŞ,"GRĂDINIŢA BÎRLOGU",410,NEGRAŞI,17726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:45:22",632,600,1,30,1,407,376,0,30,1,364,43,665,258,217,39,35,2,8,37,26
3,ARGEŞ,"GRĂDINIŢA BUJOI",235,BOGAŢI,14584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:24",510,497,3,8,2,331,321,0,8,2,323,8,550,219,138,48,74,46,1,11,5
3,ARGEŞ,"GRĂDINIȚA ”CAMPIONII”",160,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:02",1931,1920,2,9,0,907,898,0,9,0,888,19,2100,1193,362,121,193,5,27,140,40
3,ARGEŞ,"GRĂDINIŢA CERBURENI",509,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:38",313,309,0,4,0,199,195,0,4,0,190,9,353,154,97,47,19,1,1,22,3
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL COTU MALULUI",360,LEORDENI,16757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:41",345,340,0,5,0,222,217,0,5,0,208,14,375,153,91,36,63,0,0,15,3
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL IONEŞTI",265,BUZOEŞTI,14940,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:30",580,544,0,7,29,386,350,0,7,29,364,22,600,214,164,50,100,3,10,19,18
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”ISTEŢEL” ( FOSTA GRĂDINIŢĂ NR.4)",83,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:48:02",1739,1733,0,6,0,723,717,0,6,0,703,20,2000,1277,268,102,132,7,13,151,30
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”MARIN ANGELESCU”, ROCIU",449,ROCIU,18475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:52",360,352,0,8,0,209,201,0,8,0,207,2,375,166,50,125,24,0,0,7,1
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL MÂZGANA ” PICTOR ION MĂRGESCUˮ",524,VULTUREŞTI,20055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:14",758,756,0,2,0,410,408,0,2,0,378,32,830,420,274,18,64,0,4,12,6
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 GROŞANI",434,"POIENARII DE MUSCEL",17968,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:37",607,603,0,2,2,354,350,0,2,2,328,26,650,296,103,62,138,2,1,12,10
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 9",93,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:42:44",1561,1547,2,12,0,803,791,0,12,0,777,26,1750,947,197,63,65,1,15,416,20
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 9 - II",94,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:20",1464,1451,0,12,1,738,725,0,12,1,711,27,1613,875,173,61,76,1,18,362,20
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 9 - III",95,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:49:12",1346,1338,1,7,0,663,656,0,7,0,645,18,1400,737,189,75,59,1,13,292,16
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL PURCĂRENI",386,MICEŞTI,17209,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:15:37",1391,1388,0,1,2,964,961,0,1,2,927,34,1536,572,332,269,111,100,65,18,32
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL STOLNICI",477,STOLNICI,18938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:14",1412,1400,1,11,0,894,883,0,11,0,847,47,1500,606,490,268,23,3,11,38,14
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”THEODOR ANGHEL”, GLIGANU DE JOS",450,ROCIU,18475,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:23",350,335,0,12,3,219,204,0,12,3,212,7,360,141,57,89,47,3,3,6,7
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” ( FOSTA GRĂDINIŢĂ NR. 10)",26,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:31",1650,1644,3,3,0,582,579,0,3,0,572,10,1800,1218,231,95,112,6,12,71,45
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” ARIPI DESCHISE” ( FOSTA GRĂDINIŢĂ NR.14)",84,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:32",1668,1657,3,8,0,708,700,0,8,0,688,20,1800,1092,283,101,143,6,20,118,17
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” ARMONIA” ( FOSTA GRĂDINIŢĂ NR.8)",74,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:57",1672,1667,0,5,0,624,619,0,5,0,600,24,2000,1376,204,100,137,8,20,95,36
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” FLOARE DE COLŢ” ( FOSTA GRĂDINIŢĂ NR.5)",70,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:40",1153,1137,6,10,0,500,490,0,10,0,485,15,1300,800,155,62,121,8,14,114,11
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",15,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:39",1574,1568,2,4,0,664,660,0,4,0,637,27,1700,1036,266,74,134,9,21,99,34
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",14,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:58",1304,1293,1,10,0,567,557,0,10,0,549,18,1400,833,201,63,120,9,13,120,23
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” MICUL PRINŢ” (FOSTA GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",9,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:59:16",2113,2106,0,7,0,904,897,0,7,0,895,9,2300,1396,319,110,197,8,17,216,28
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SFÂNTA MARINA” - I",102,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:17",1256,1248,0,7,1,548,540,0,7,1,532,16,1400,852,140,45,66,2,9,256,14
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SFÂNTA MARINA” - II",103,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:55",1199,1191,0,8,0,516,508,0,8,0,503,13,1400,884,175,47,45,3,6,209,18
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SFÂNTA MARINA” - III",104,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:08",1491,1481,0,9,1,652,642,0,9,1,624,28,1600,948,190,51,50,4,14,278,37
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT STÎLPENI",470,STÂLPENI,18778,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:40",1482,1466,2,6,8,945,936,1,0,8,900,45,1600,655,552,82,192,4,5,37,28
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TIC-PITIC”",154,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:02",1030,1026,0,4,0,530,526,0,4,0,521,9,1200,670,202,80,126,0,13,81,19
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TIC-PITIC”,",155,"ORAŞ MIOVENI",13301,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:52:20",1060,1049,5,6,0,526,520,0,6,0,506,20,1200,674,191,61,142,4,14,70,24
3,ARGEŞ,"GRĂDINIȚA DOGARI",300,CIOMĂGEŞTI,15554,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:08",223,209,0,13,1,146,132,0,13,1,143,3,224,78,85,12,38,0,1,2,5
3,ARGEŞ,"GRĂDINIŢA DRĂGHICEŞTI",276,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:07",861,855,0,4,2,476,470,0,4,2,448,28,800,324,188,54,90,7,17,72,20
3,ARGEŞ,"GRĂDINIŢA ”FLORILE SOARELUI”-INTRARE 1",145,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:40",1452,1449,0,3,0,710,707,0,3,0,691,19,1600,890,294,87,171,1,14,83,41
3,ARGEŞ,"GRĂDINIŢA ”FLORILE SOARELUI” - INTRARE 2",148,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:02:17",1339,1326,9,4,0,673,669,0,4,0,651,22,1400,727,259,76,169,4,20,97,26
3,ARGEŞ,"GRĂDINIŢA GRUI",261,"BUGHEA DE SUS",20063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:37",710,694,1,5,10,482,467,0,5,10,460,22,800,318,144,46,199,1,7,50,13
3,ARGEŞ,"GRĂDINIŢA LĂICĂI",292,CETĂŢENI,15402,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:14",630,618,1,6,5,435,424,0,6,5,428,7,632,197,317,50,31,0,1,14,15
3,ARGEŞ,"GRĂDINIȚA NR. 1 BASCOV",204,BASCOV,13187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:06",1260,1251,4,3,2,618,615,0,1,2,599,19,1415,797,206,113,95,2,12,119,52
3,ARGEŞ,"GRĂDINIŢA NR. 1 CORBENI",306,CORBENI,15741,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:28",671,665,0,6,0,345,339,0,6,0,310,35,730,385,198,53,24,1,2,11,21
3,ARGEŞ,"GRĂDINIȚA NR. 6",110,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:40",914,909,0,5,0,478,473,0,5,0,456,22,1000,522,97,39,33,0,10,267,10
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN DEAL",428,"POIANA LACULUI",18028,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:29:59",745,741,0,4,0,475,471,0,4,0,460,14,829,354,208,87,50,0,3,95,17
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN VALE",429,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:30",666,654,0,10,2,425,413,0,10,2,405,20,720,295,185,52,67,0,8,81,12
3,ARGEŞ,"GRĂDINIȚA SCHOOL GEAMĂNA",248,BRADU,13276,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:05",1723,1708,2,13,0,936,921,2,13,0,893,43,1880,944,488,103,97,4,14,133,54
3,ARGEŞ,"GRĂDINIȚA ” SCUFIȚA ROȘIE ”",246,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:53",1871,1851,2,12,6,1117,1099,0,12,6,1054,63,2040,923,634,174,95,1,11,68,71
3,ARGEŞ,"GRĂDINIȚA UDENI",278,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:48",566,558,0,8,0,365,357,0,8,0,337,28,800,435,171,49,43,6,5,38,25
3,ARGEŞ,"GRĂDINIȚA VALEA PECHII",466,"SCHITU GOLEŞTI",18670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:18",728,724,0,2,2,381,377,0,2,2,364,17,800,419,151,50,110,2,5,38,8
3,ARGEŞ,"GRĂDINIŢA VALEA ROMÂNEŞTILOR",108,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:05:38",390,384,1,5,0,233,228,0,5,0,225,8,400,167,102,16,11,0,5,83,8
3,ARGEŞ,"GRUP ȘCOLAR AGRICOL ”CONSTANTIN DOBRESCU ARGEȘ” ( I )",120,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:58",1288,1279,4,5,0,474,469,0,5,0,450,24,1450,976,217,50,89,9,9,53,23
3,ARGEŞ,"GRUP ȘCOLAR AGRICOL ”CONSTANTIN DOBRESCU ARGEȘ” ( II )",121,"MUNICIPIUL CURTEA DE ARGEŞ",13622,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:18",1591,1581,0,10,0,571,561,0,10,0,556,15,1750,1179,213,73,105,10,10,112,33
3,ARGEŞ,"GRUP ȘCOLAR AUTO CURTEA DE ARGEȘ",132,"MUNICIPIUL CURTEA DE ARGEŞ",13622,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:45:10",1925,1919,1,5,0,789,784,0,5,0,747,42,2100,1311,291,129,170,14,12,91,40
3,ARGEŞ,"GRUP ȘCOLAR ”FERDINAND I”",119,"MUNICIPIUL CURTEA DE ARGEŞ",13622,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:00:22",1567,1562,0,5,0,624,619,0,5,0,609,15,1700,1076,213,102,130,11,13,107,33
3,ARGEŞ,"GRUP ȘCOLAR FORESTIER CURTEA DE ARGEȘ ( I )",123,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:12",1261,1254,6,0,1,508,507,0,0,1,491,17,1400,892,193,71,115,6,11,80,15
3,ARGEŞ,"GRUP ȘCOLAR FORESTIER CURTEA DE ARGEȘ ( II )",124,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:34",1379,1360,14,5,0,531,526,0,5,0,519,12,1500,969,243,71,88,10,12,76,19
3,ARGEŞ,"”LA REMUS POPESCU”",508,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:52",187,184,0,3,0,112,109,0,3,0,109,3,224,112,34,29,14,1,1,27,3
3,ARGEŞ,"LICEUL TEHNOLOGIC AUTO",111,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:25:06",1103,1093,0,9,1,506,496,0,9,1,482,24,1200,694,142,50,34,1,5,234,16
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",82,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:48",1551,1547,0,4,0,653,649,0,4,0,627,26,1800,1147,209,62,161,17,19,148,11
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",81,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:10:52",1509,1506,0,3,0,641,638,0,3,0,613,28,1800,1159,238,62,137,5,10,143,18
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DACIA” (FOST GRUP ŞCOLAR INDUSTRIAL CONSTRUCŢII MAŞINI)",16,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:39:36",1431,1417,5,9,0,646,637,0,9,0,618,28,1600,954,224,47,132,14,8,166,27
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DINU BRĂTIANU”",174,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:35",1927,1906,11,8,2,928,918,0,8,2,886,42,2099,1171,418,95,132,6,16,174,45
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DINU BRĂTIANU”",175,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:44:27",1279,1274,0,4,1,581,576,0,4,1,554,27,1405,824,319,66,75,9,5,52,28
3,ARGEŞ,"LICEUL TEHNOLOGIC LIVIU REBREANU",403,MOZĂCENI,17575,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:11:54",1102,1086,1,2,13,766,751,0,2,13,726,40,1196,430,363,57,271,2,5,10,18
3,ARGEŞ,"LICEUL TEHNOLOGIC VEDEA",515,VEDEA,19793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:56",745,683,0,32,30,479,417,0,32,30,458,21,800,321,168,104,94,3,16,62,11
3,ARGEŞ,"LICEUL TEHNOLOGIC ” VICTOR SLĂVESCU” - SALA DE SPORT",453,RUCĂR,18527,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:34:41",1215,1199,0,5,11,830,814,0,5,11,786,44,1328,498,290,113,150,1,5,220,7
3,ARGEŞ,"LICEUL TEORETIC COSTEŞTI",138,"ORAŞ COSTEŞTI",13668,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:25:30",1599,1585,0,7,7,944,930,0,7,7,907,37,1718,774,417,149,163,3,41,102,32
3,ARGEŞ,"LICEUL TEORETIC DAN BARBILIAN I",105,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:17",963,957,0,6,0,485,479,0,6,0,464,21,1000,515,154,43,64,2,19,164,18
