precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.4 SIBIU",69,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:55",1311,1281,19,6,5,584,572,1,6,5,570,14,1435,851,93,171,81,45,24,13,13,119,11
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",31,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:08",1381,1372,6,3,0,635,631,1,3,0,615,20,1520,885,96,174,113,47,30,28,24,79,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",32,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:57",1245,1245,0,0,0,586,586,0,0,0,569,17,1377,791,101,207,92,48,15,9,14,66,17
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",30,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:15",1153,1148,0,5,0,520,515,0,5,0,503,17,1276,756,63,166,81,43,19,13,13,94,11
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",33,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:25",1778,1756,15,6,1,772,765,0,6,1,748,24,1950,1178,105,219,140,66,22,15,23,134,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ RADU SELEJAN",85,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:20",936,931,0,5,0,365,360,0,5,0,359,6,1033,668,59,89,70,30,18,2,5,73,13
34,SIBIU,"ŞCOALA GIMNAZIALĂ RADU SELEJAN",86,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:11:38",1103,1097,1,5,0,374,368,1,5,0,361,7,1213,845,46,98,64,37,14,6,13,71,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",79,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:15",1229,1222,2,5,0,544,539,0,5,0,539,5,1377,833,77,172,94,33,22,4,9,104,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",81,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:56",960,953,2,5,0,358,353,0,5,0,324,34,1067,709,59,105,62,26,10,11,8,37,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",83,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:16",1145,1136,2,7,0,348,341,0,7,0,333,15,1261,913,57,72,64,39,16,6,9,51,19
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",80,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:06",1170,1163,3,4,0,452,448,0,4,0,441,11,1304,852,91,110,73,52,22,8,8,64,13
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",77,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:21",1141,1137,2,2,0,356,354,0,2,0,339,17,1265,909,51,92,63,41,13,6,8,34,31
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",82,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:38",1147,1141,1,5,0,439,434,0,5,0,418,21,1258,819,51,122,91,45,22,4,9,61,13
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",78,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:36:45",1290,1283,1,6,0,419,413,0,6,0,413,6,1420,1001,71,133,69,50,13,3,13,42,19
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGINA MARIA",45,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:09:20",1159,1139,12,8,0,513,505,0,8,0,497,16,1264,751,68,146,104,44,10,14,5,95,11
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGINA MARIA",46,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:25:19",986,962,8,15,1,406,390,0,15,1,401,5,1070,664,55,126,65,28,14,9,14,76,14
