precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOVOR MIRCEA-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA ADRIAN-FELICIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PATAKI CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP LIVIU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DEAC VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","CSORDAŞ ŞTEFAN-FORȚA DREPTEI-voturi"
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL PIȘCARI",310,TEREBEŞTI,139054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:49",310,283,0,20,7,310,283,0,20,7,300,10,440,130,236,42,2,2,4,14
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL SUSANI",317,TURŢ,139170,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:42:29",920,910,0,10,0,360,350,0,10,0,329,31,1003,643,43,182,13,77,6,8
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL VALEA MORII",119,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:43",158,148,0,9,1,91,81,0,9,1,84,7,160,69,24,47,8,2,3,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",72,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:04",1240,1228,7,5,0,497,492,0,5,0,471,26,1400,903,63,119,227,37,11,14
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",71,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:31:56",981,969,3,6,3,390,381,0,6,3,384,6,1100,710,56,105,180,20,16,7
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",56,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:01",1023,1010,0,10,3,434,421,0,10,3,424,10,1100,666,51,59,271,16,12,15
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",55,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:15",1454,1434,7,7,6,561,548,0,7,6,550,11,1600,1039,75,93,324,35,12,11
32,"SATU MARE","GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD",91,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:46",940,929,0,7,4,487,476,0,7,4,459,28,1041,554,93,210,73,40,16,27
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",1,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:14:00",1905,1886,2,15,2,673,656,0,15,2,634,39,2100,1427,99,99,351,38,32,15
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",2,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:19",1565,1551,3,8,3,660,649,0,8,3,644,16,1700,1040,82,168,314,41,15,24
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",54,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:58",1365,1260,2,47,56,507,444,0,10,53,495,12,1400,893,60,43,338,35,15,4
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.13",32,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:58",1167,1160,0,7,0,523,516,0,7,0,517,6,1300,777,67,92,321,21,10,6
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",33,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:08:42",1098,1086,4,8,0,488,480,0,8,0,474,14,1200,712,59,98,268,27,14,8
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",34,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:45:36",1243,1235,0,7,1,556,548,0,7,1,547,9,1300,744,60,63,349,41,20,14
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",28,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:21:28",1277,1263,2,10,2,426,414,0,10,2,415,11,1400,974,44,67,241,28,19,16
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",27,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:53:31",1240,1231,2,6,1,468,461,0,6,1,455,13,1400,932,68,61,270,25,19,12
32,"SATU MARE","GRĂDINIŢA DABOLŢ",208,HALMEU,137764,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:44",345,330,2,10,3,182,168,1,10,3,173,9,370,188,6,14,145,6,1,1
32,"SATU MARE","GRADINITA DE COPII",241,MOFTIN,138208,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:44",431,420,4,7,0,231,222,2,7,0,194,37,400,169,105,49,21,4,3,12
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",142,BELTIUG,136964,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:34",233,225,1,7,0,93,85,1,7,0,86,7,250,157,15,56,9,3,3,0
32,"SATU MARE","GRĂDINIȚA ”GEORGE TOPÂRCEANU”",258,PĂULEŞTI,138431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:35",636,618,1,12,5,366,353,1,7,5,355,11,700,334,22,131,194,3,3,2
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",100,"ORAŞ LIVADA",138039,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:47",251,243,1,4,3,104,97,0,4,3,97,7,265,161,19,28,21,4,24,1
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",209,HALMEU,137764,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:11:36",383,373,1,8,1,143,134,0,8,1,130,13,417,274,35,43,10,4,7,31
32,"SATU MARE","GRĂDINIŢA NR.15",51,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:00:42",1604,1586,11,3,4,851,844,0,3,4,818,33,1800,949,78,99,582,35,14,10
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:43:33",1484,1461,1,2,20,728,706,0,2,20,671,57,1600,872,172,152,280,20,37,10
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:16:14",1322,1297,4,6,15,726,704,1,6,15,659,67,1420,694,50,62,507,11,21,8
32,"SATU MARE","GRĂDINIŢA SUDURĂU",283,SANTĂU,138734,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:32:22",160,151,1,7,1,92,83,1,7,1,89,3,194,102,1,68,19,1,0,0
32,"SATU MARE","LICEUL CU PROGRAM SPORTIV",58,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:33",1201,1178,3,13,7,611,591,0,13,7,597,14,1299,688,39,109,396,33,12,8
32,"SATU MARE","LICEUL REFORMAT ( LICEUL TEOLOGIC REFORMAT)",63,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:31",975,926,18,18,13,510,490,0,7,13,494,16,1100,590,31,67,359,25,4,8
32,"SATU MARE","LICEUL ROMANO-CATOLIC”JOSEPHUS CALASANTIUS”",75,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:06:20",1570,1565,0,4,1,687,682,0,4,1,632,55,1700,1013,135,86,356,9,13,33
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:45:10",1458,1432,3,17,6,638,615,0,17,6,617,21,1538,900,87,183,241,33,20,53
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",314,TURŢ,139170,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:23:11",1520,1513,0,6,1,630,623,0,6,1,588,42,1668,1038,103,251,19,191,10,14
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",315,TURŢ,139170,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:32:39",1286,1283,0,1,2,536,533,0,1,2,500,36,1414,878,73,233,6,162,8,18
32,"SATU MARE","LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUȘ ” (GRUP SCOLAR ”CONSTANTIN BRANCUS ” SATU MARE)",57,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:51",1340,1303,6,14,17,648,623,1,9,15,636,12,1400,752,61,154,334,54,19,14
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",41,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:39",1310,1300,2,6,2,564,557,0,6,1,547,17,1396,832,79,111,291,37,20,9
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",42,"MUNICIPIUL SATU MARE",136483,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:01",1314,1310,0,4,0,595,591,0,4,0,587,8,1400,805,98,122,314,29,9,15
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",43,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:05",1225,1211,1,12,1,543,530,0,12,1,536,7,1300,757,61,109,295,37,22,12
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",44,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:10",1599,1589,0,8,2,721,713,0,6,2,711,10,1800,1079,79,164,362,62,26,18
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",45,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:55:04",1296,1286,4,5,1,562,556,0,5,1,553,9,1400,838,67,119,299,35,19,14
32,"SATU MARE","LICEUL TEHNOLOGIC ”SIMION BĂRNUŢIU”",77,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:06:17",1533,1525,1,6,1,761,753,1,6,1,748,13,1699,938,68,94,548,19,10,9
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",53,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:43",1476,1457,1,6,12,672,654,0,6,12,655,17,1600,928,72,96,416,42,24,5
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",52,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:24",1463,1453,3,5,2,511,503,1,5,2,492,19,1601,1090,52,95,298,25,11,11
32,"SATU MARE","LICEUL TEOLOGIC ROMANO-CATOLIC ” HÁM JÁNOS ”",62,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:09",813,785,8,16,4,327,311,1,11,4,323,4,1001,674,47,72,177,12,7,8
32,"SATU MARE","LICEUL TEORETIC",109,"ORAŞ NEGREŞTI-OAŞ",136599,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:42:21",1263,1246,0,11,6,447,430,0,11,6,419,28,1600,1153,216,90,34,43,13,23
32,"SATU MARE","LICEUL TEORETIC",108,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:42:15",1389,1363,1,4,21,547,522,0,4,21,523,24,1600,1053,217,124,45,59,25,53
32,"SATU MARE","LICEUL TEORETIC",110,"ORAŞ NEGREŞTI-OAŞ",136599,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:02:04",1286,1276,2,7,1,517,509,0,7,1,490,27,1600,1083,284,75,27,55,9,40
32,"SATU MARE","LICEUL TEORETIC CAREI",83,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:34:52",1554,1539,2,12,1,581,567,1,12,1,566,15,1709,1128,91,77,362,8,10,18
32,"SATU MARE","LICEUL TEORETIC GERMAN ” JOHANN ETTINGER ”",21,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:31:18",1742,1736,0,6,0,740,734,0,6,0,720,20,1900,1160,78,196,344,52,26,24
32,"SATU MARE","MAGAZIN TIP P",259,PĂULEŞTI,138431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:34:05",191,180,0,11,0,112,101,0,11,0,109,3,200,88,12,89,5,2,1,0
32,"SATU MARE","MUZEUL MUNICIPAL CAREI",86,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:24:25",1939,1925,1,10,3,861,848,0,10,3,821,40,2109,1248,92,136,546,15,14,18
32,"SATU MARE",PRIMĂRIA,319,TURULUNG,139214,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:54:54",941,920,3,10,8,480,461,1,10,8,457,23,1012,532,4,12,436,3,2,0
32,"SATU MARE","PRIMARIA AGRIS",123,AGRIŞ,179873,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:13",898,882,0,6,10,580,564,0,6,10,538,42,992,412,10,43,463,7,6,9
32,"SATU MARE","PRIMARIA BÂRSĂU",135,BÂRSĂU,137103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:08",1370,1269,0,58,43,964,863,0,58,43,912,52,1578,614,389,469,8,24,8,14
32,"SATU MARE","PRIMARIA BOTIZ",154,BOTIZ,137185,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:52",1481,1475,2,0,4,636,632,0,0,4,616,20,1600,964,70,196,264,53,22,11
32,"SATU MARE","PRIMARIA CALINESTI OAS",156,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:38:44",1386,1354,2,13,17,774,744,0,13,17,695,79,1450,676,198,287,23,129,33,25
32,"SATU MARE","PRIMARIA COM. CAMARZANA",161,CĂMĂRZANA,137274,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:24:12",1062,1011,2,7,42,417,366,2,7,42,388,29,1200,783,43,225,1,3,6,110
32,"SATU MARE","PRIMARIA COMUNEI",203,"GHERŢA MICĂ",137746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:48",1594,1572,1,1,20,588,567,0,1,20,556,32,1731,1143,206,221,6,16,27,80
32,"SATU MARE","PRIMARIA COMUNEI BOGDAND",150,BOGDAND,137130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:16",780,753,0,3,24,436,409,0,3,24,425,11,800,364,2,2,421,0,0,0
32,"SATU MARE","PRIMĂRIA COMUNEI CĂPLENI",164,CĂPLENI,136553,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:58",1204,1178,3,1,22,690,667,0,1,22,681,9,1319,629,0,5,675,1,0,0
32,"SATU MARE","PRIMARIA COMUNEI DOBA",193,DOBA,137611,7,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:47:04",1027,1012,0,5,10,631,616,0,5,10,592,39,1122,491,69,306,185,13,14,5
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",198,DOROLŢ,137675,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:52:29",1547,1509,13,4,21,859,833,1,4,21,838,21,1696,837,16,29,769,9,6,9
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:07:00",903,878,0,1,24,565,540,0,1,24,522,43,992,427,83,239,142,12,13,33
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:10:52",886,868,0,2,16,559,541,0,2,16,507,52,973,414,139,151,198,6,1,12
32,"SATU MARE","PRIMARIA COMUNEI SUPUR",295,SUPUR,138921,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:37",1009,989,0,16,4,577,557,0,16,4,554,23,1020,443,249,254,27,12,11,1
32,"SATU MARE","PRIMARIA COMUNEI TIREAM",311,TIREAM,139107,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:33",1427,1399,2,4,22,746,720,0,4,22,690,56,1500,754,84,66,498,8,29,5
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",331,VETIŞ,139358,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:38",1306,1289,2,9,6,700,685,0,9,6,670,30,1430,730,133,86,414,16,14,7
32,"SATU MARE","PRIMĂRIA COMUNEI VETIȘ",332,VETIŞ,139358,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:42",897,882,3,11,1,502,490,0,11,1,483,19,964,462,157,102,189,13,15,7
32,"SATU MARE","PRIMARIA CRAIDOROLT",180,CRAIDOROLŢ,137443,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:43",855,842,5,7,1,516,505,3,7,1,437,79,900,384,148,139,123,11,7,9
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:06",945,892,0,35,18,599,546,0,35,18,573,26,1000,401,111,304,23,33,23,79
32,"SATU MARE","PRIMARIA SACASENI",284,SĂCĂŞENI,138770,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:39",844,810,0,10,24,499,465,0,10,24,463,36,880,381,51,123,269,10,6,4
32,"SATU MARE","PRIMARIA TARNA MARE",302,"TARNA MARE",139009,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:11:48",1686,1653,3,6,24,791,759,2,6,24,735,56,1831,1040,425,164,72,13,18,43
32,"SATU MARE","PRIMARIA TEREBESTI",308,TEREBEŞTI,139054,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:15:04",706,670,0,19,17,403,367,0,19,17,389,14,717,314,113,202,35,5,3,31
32,"SATU MARE","PRIMĂRIA VIILE SATU MARE",335,"VIILE SATU MARE",139394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:36:53",920,862,2,13,43,638,583,1,13,41,583,55,949,311,33,38,492,5,12,3
32,"SATU MARE","SCALA CU CLS.I-VIII BECHENI",287,SĂUCA,138805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:17",431,413,0,5,13,296,278,0,5,13,258,38,430,134,22,173,61,1,0,1
32,"SATU MARE","ŞC. CU CLS.I-VIII NR. 9",20,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:48",1241,1233,0,5,3,528,521,0,5,2,512,16,1298,770,104,157,166,50,17,18
32,"SATU MARE","SC. GIMNAZIALA ANDRID",126,ANDRID,136768,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:18:03",980,957,1,6,16,613,591,0,6,16,585,28,1070,457,59,113,357,4,8,44
32,"SATU MARE","SC. GIMNAZIALA IRINA",128,ANDRID,136768,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:12:29",440,427,0,4,9,323,310,0,4,9,309,14,481,158,4,5,298,2,0,0
32,"SATU MARE","SCOALA CEHAL",173,CEHAL,137363,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:52:54",625,558,7,15,45,451,388,5,15,43,436,15,560,109,216,133,5,20,5,57
32,"SATU MARE","SCOALA CLS. I-VIII HOMORODU DE MIJLOC",214,HOMOROADE,137899,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:47",542,491,0,26,25,354,303,0,26,25,335,19,540,186,118,148,27,26,9,7
32,"SATU MARE","SCOALA COCA",158,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:39:51",891,885,0,4,2,426,420,0,4,2,392,34,950,524,87,191,6,47,48,13
32,"SATU MARE","ŞCOALA CU CLASELE I-IV",251,"ORAŞU NOU",138351,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:36",156,141,0,15,0,93,78,0,15,0,93,0,115,22,31,20,29,2,10,1
32,"SATU MARE","ŞCOALA CU CLASELE I-IV",153,BOGDAND,137130,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:05:23",569,548,0,9,12,288,267,0,9,12,263,25,600,312,4,16,237,4,1,1
32,"SATU MARE","SCOALA CU CLASELE I-IV CRUCISOR",184,CRUCIŞOR,137504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:06",477,440,0,12,25,361,324,0,12,25,339,22,510,149,159,119,22,12,6,21
32,"SATU MARE","SCOALA CU CLASELE I-IV MARIUS",326,"VALEA VINULUI",139287,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:10",189,169,0,13,7,117,97,0,13,7,110,7,208,91,36,53,2,17,0,2
32,"SATU MARE","SCOALA CU CLASELE I-IV PELISOR",225,LAZURI,137960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:13",254,246,0,6,2,168,160,0,6,2,161,7,288,120,11,1,148,0,0,1
32,"SATU MARE","SCOALA CU CLASELE I-IV ROSIORI",327,"VALEA VINULUI",139287,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:03",323,307,1,8,7,193,177,1,8,7,172,21,350,157,28,83,7,39,4,11
32,"SATU MARE","SCOALA CU CLASELE I-IV SII",328,"VALEA VINULUI",139287,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:08:18",453,439,0,9,5,201,187,0,9,5,180,21,500,299,91,40,10,21,12,6
32,"SATU MARE","ŞCOALA CU CLASELE I-VIII",152,BOGDAND,137130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:13",381,358,0,8,15,250,227,0,8,15,221,29,400,150,38,150,6,15,8,4
32,"SATU MARE","SCOALA CU CLASELE I-VIII NISIPENI",222,LAZURI,137960,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:37",728,721,0,3,4,405,398,0,3,4,391,14,800,395,13,7,370,0,1,0
32,"SATU MARE","SCOALA CU CLASELE I-VIII NR. 2",316,TURŢ,139170,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:37",1426,1411,0,10,5,598,583,0,10,5,563,35,1560,962,51,316,12,166,9,9
32,"SATU MARE","SCOALA CU CLASELE I-VIII PELES",224,LAZURI,137960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:45",758,750,0,5,3,440,432,0,5,3,423,17,800,360,16,7,397,2,1,0
32,"SATU MARE","SCOALA CU CLASELE I-VIII SAUCA",286,SĂUCA,138805,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:37:58",330,315,0,10,5,238,223,0,10,5,228,10,320,82,110,83,25,4,4,2
32,"SATU MARE","ŞCOALA CU CL. I-VIII GH. BULGĂR-SANISLĂU",278,SANISLĂU,138663,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:56:29",1279,1267,0,5,7,739,727,0,5,7,649,90,1380,641,104,148,317,30,45,5
32,"SATU MARE","SCOALA CU CLS.I-IV CEAN",288,SĂUCA,138805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:12:20",234,226,1,5,2,156,148,1,5,2,145,11,230,74,53,76,14,1,0,1
32,"SATU MARE","SCOALA CU CLS. I-IV IEGHERISTE",185,CRUCIŞOR,137504,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:36:41",416,382,0,10,24,321,287,0,10,24,303,18,450,129,111,105,26,14,19,28
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",206,HALMEU,137764,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:48:55",1372,1347,0,11,14,608,583,0,11,14,562,46,1500,892,116,155,233,25,16,17
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",205,HALMEU,137764,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:36:02",1681,1639,5,9,28,739,701,1,9,28,706,33,1840,1101,137,220,304,21,17,7
32,"SATU MARE","SCOALA DARA",200,DOROLŢ,137675,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:34:56",1017,982,1,5,29,714,680,0,5,29,696,18,1110,396,4,1,687,3,0,1
32,"SATU MARE","ŞCOALA DE GIMNAZIALĂ BEM JOZSEF CĂRĂŞEU",189,CULCIU,137540,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:15",948,916,0,7,25,549,517,0,7,25,536,13,1021,472,31,95,398,2,7,3
32,"SATU MARE","SCOALA GENERALA",240,MOFTIN,138208,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:55",1019,985,2,21,11,478,446,0,21,11,434,44,1004,526,80,123,212,8,9,2
32,"SATU MARE","SCOALA GENERALA",230,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:11:34",255,246,1,7,1,136,128,0,7,1,133,3,374,238,37,55,5,5,8,23
32,"SATU MARE","SCOALA GENERALA",233,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:30:15",579,564,0,7,8,336,321,0,7,8,325,11,608,272,68,122,92,9,9,25
