precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MAYER MARIAN-PARTIDUL ROMÂNIA MARE-voturi","SIMUŢ GLAD-PARTIDUL S.O.S. ROMÂNIA-voturi","SZIME OVIDIU-DANIEL-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","NICA ALIN-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","IACOB ADRIAN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMONIS ALFRED-ROBERT-ALIANȚA ELECTORALĂ PSD PNL-voturi","BALAŞ NELU-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL SĂLBĂGEL",406,GAVOJDIA,157031,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:14",233,226,0,7,0,150,143,0,7,0,138,12,300,150,1,9,1,4,19,99,5
37,TIMIŞ,"CĂMINUL CULTURAL SÂNANDREI",551,SÂNANDREI,158653,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:21",1551,1535,3,12,1,866,853,0,12,1,845,21,1600,734,7,42,6,374,119,282,15
37,TIMIŞ,"CĂMINUL CULTURAL SÂNMARTINU MAGHIAR",603,UIVAR,159142,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:31",239,234,0,5,0,129,124,0,5,0,120,9,300,171,1,6,0,21,21,69,2
37,TIMIŞ,"CĂMINUL CULTURAL SATUL IOSIF",457,LIEBLING,157497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:53",328,325,0,2,1,174,172,0,2,0,165,9,400,226,1,4,13,35,52,60,0
37,TIMIŞ,"CĂMINUL CULTURAL SECEANI",501,ORŢIŞOARA,158010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:09",503,493,2,8,0,286,278,0,8,0,275,11,500,214,4,15,5,96,33,118,4
37,TIMIŞ,"CĂMINUL CULTURAL SINTEŞTI",466,MARGINA,157585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:56",418,411,0,7,0,264,257,0,7,0,254,10,500,236,4,6,2,29,53,156,4
37,TIMIŞ,"CĂMINUL CULTURAL ŞIPET",594,TORMAC,159035,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:21:25",772,743,0,12,17,406,377,0,12,17,388,18,800,394,4,83,4,69,29,195,4
37,TIMIŞ,"CĂMINUL CULTURAL ŞTIUCA",572,ŞTIUCA,158804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:26",980,965,1,8,6,612,597,1,8,6,582,30,1000,388,1,21,2,114,207,231,6
37,TIMIŞ,"CĂMINUL CULTURAL SURDUCU MIC",597,"TRAIAN VUIA",159071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:28",263,259,0,4,0,134,130,0,4,0,134,0,300,166,1,14,0,16,57,45,1
37,TIMIŞ,"CĂMINUL CULTURAL SUSANI",598,"TRAIAN VUIA",159071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:57",324,303,0,16,5,192,171,0,16,5,179,13,401,209,5,10,0,30,36,98,0
37,TIMIŞ,"CĂMINUL CULTURAL ŞUŞTRA",591,"TOPOLOVĂŢU MARE",158966,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 19:18:26",346,338,2,4,2,170,164,0,4,2,156,14,400,230,5,25,3,44,21,56,2
37,TIMIŞ,"CĂMINUL CULTURAL TEMEREŞTI",267,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:26",416,402,5,6,3,235,226,0,6,3,229,6,500,265,2,12,4,26,26,156,3
37,TIMIŞ,"CĂMINUL CULTURAL TEŞ",343,BRESTOVĂŢ,156151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:55",222,191,0,25,6,183,152,0,25,6,175,8,300,117,3,7,1,52,28,79,5
37,TIMIŞ,"CĂMINUL CULTURAL ŢIPARI",365,COŞTEIU,156473,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-15 16:24:14",733,712,1,14,6,437,416,1,14,6,394,43,800,363,6,31,5,82,57,207,6
37,TIMIŞ,"CĂMINUL CULTURAL TOMEŞTI",580,TOMEŞTI,158895,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:14",266,260,0,3,3,204,198,0,3,3,198,6,300,96,0,9,0,49,55,85,0
37,TIMIŞ,"CĂMINUL CULTURAL TORMAC",592,TORMAC,159035,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:11:30",1437,1402,2,14,19,822,788,1,14,19,734,88,1400,578,14,82,22,178,49,384,5
37,TIMIŞ,"CĂMINUL CULTURAL TRAIAN VUIA",599,"TRAIAN VUIA",159071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:16",356,346,0,4,6,215,205,0,4,6,206,9,400,185,1,22,3,56,40,83,1
37,TIMIŞ,"CĂMINUL CULTURAL UIVAR",600,UIVAR,159142,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:16",1195,1183,2,5,5,507,497,0,5,5,499,8,1200,693,6,16,2,57,109,304,5
37,TIMIŞ,"CĂMINUL CULTURAL VALEA LUNGĂ ROMÂNĂ",366,COŞTEIU,156473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:32",134,122,0,8,4,81,69,0,8,4,80,1,200,119,0,6,0,6,7,60,1
37,TIMIŞ,"CĂMINUL CULTURAL VARIAŞ",604,VARIAŞ,159213,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:19:54",1803,1778,5,13,7,891,871,0,13,7,841,50,1900,1009,8,56,4,125,165,477,6
37,TIMIŞ,"CĂMINUL CULTURAL V.V DELAMARINA",609,"VICTOR VLAD DELAMARINA",159259,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:28",386,370,0,10,6,273,257,0,10,6,262,11,400,127,5,4,0,51,28,170,4
37,TIMIŞ,"CĂMINUL CULTURAL ZGRIBEŞTI",575,ŞTIUCA,158804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:46",182,171,0,4,7,119,108,0,4,7,114,5,192,73,0,3,2,18,30,61,0
37,TIMIŞ,"CASA DE CULTURĂ",281,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:40",1265,1248,1,14,2,465,449,0,14,2,439,26,1400,935,21,32,2,116,89,166,13
37,TIMIŞ,"CASA DE CULTURĂ",512,PERIAM,158109,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:41",1074,1041,0,7,26,359,326,0,7,26,305,54,1100,741,4,4,5,59,47,186,0
37,TIMIŞ,"CASA DE CULTURĂ",418,GIARMATA,157246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:31:29",1714,1696,5,11,2,919,905,1,11,2,876,38,1800,886,13,56,14,267,152,363,11
37,TIMIŞ,"CASA DE CULTURĂ",280,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:33",1567,1542,9,5,11,586,570,0,5,11,556,30,1700,1114,25,30,4,130,106,235,26
37,TIMIŞ,"CASA DE CULTURĂ BUZAD",336,BOGDA,156035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:40",172,153,0,8,11,129,110,0,8,11,128,1,300,171,1,1,2,15,13,96,0
37,TIMIŞ,"CASA DE CULTURĂ COLONIA FABRICII",582,TOMEŞTI,158895,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:14",625,609,0,8,8,357,341,0,8,8,331,26,700,343,8,3,0,50,49,219,2
37,TIMIŞ,"CASA DE CULTURĂ GĂTAIA",268,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:09",1358,1338,5,10,5,611,596,0,10,5,588,23,1600,989,9,21,3,123,97,319,16
37,TIMIŞ,"CASA DE CULTURĂ LOVRIN",460,LOVRIN,157530,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:39",1584,1576,0,0,8,630,623,0,0,7,600,30,1700,1070,9,27,3,88,72,394,7
37,TIMIŞ,"CASA NAŢIONALĂ BLAJOVA",491,NIŢCHIDORF,157923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:12:42",105,83,0,11,11,83,61,0,11,11,81,2,200,117,0,0,0,8,4,68,1
37,TIMIŞ,"CASA NATIONALA DE CULTURA MORAVIŢA",473,MORAVIŢA,157781,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:06",1018,996,1,8,13,506,484,1,8,13,471,35,1100,594,10,12,4,138,50,257,0
37,TIMIŞ,"CASA NAŢIONALĂ DEJAN",474,MORAVIŢA,157781,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:18",224,214,0,8,2,152,142,0,8,2,146,6,300,148,4,2,0,40,14,86,0
37,TIMIŞ,"CASA NATIONALA EFTA BOTOCA",449,JEBEL,157424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:23",1515,1493,3,10,9,821,802,0,10,9,779,42,1700,879,11,44,7,283,74,338,22
37,TIMIŞ,"CASA NAȚIONALĂ GAIU MIC",475,MORAVIŢA,157781,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:46",145,134,0,9,2,86,75,0,9,2,78,8,200,114,1,3,0,17,9,48,0
37,TIMIŞ,"CASA NATIONALĂ ”NICOLAE URSU” ŞANOVIŢA",415,GHIZELA,157193,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:51",414,356,1,36,21,353,295,1,36,21,340,12,397,45,6,5,0,92,33,203,1
37,TIMIŞ,"CASA NAȚIONALĂ PĂDURENI",505,PĂDURENI,159446,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:02",1926,1772,6,75,73,1305,1157,0,75,73,1187,118,1900,595,17,62,9,210,61,816,12
37,TIMIŞ,"CENTRUL CULTURAL AL ORAȘULUI DETA",254,"ORAŞ DETA",155458,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:16",1113,1100,2,9,2,372,361,0,9,2,356,16,1200,828,2,11,4,73,72,184,10
37,TIMIŞ,"CENTRUL DE SOCIALIZARE ȘI PETRECERE A TIMPULUI LIBER - CLUBUL PENSIONARILOR",61,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:40",1295,1282,4,9,0,447,438,0,9,0,431,16,1300,853,6,32,6,227,39,116,5
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”CONSTANTIN PUFAN”",156,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:47",1171,1131,26,13,1,523,508,1,13,1,500,23,1200,677,3,12,3,245,34,195,8
37,TIMIŞ,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",189,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 16:09:14",1010,987,2,20,1,407,386,0,20,1,374,33,1100,693,9,18,5,196,38,103,5
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",188,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:04",1122,1104,7,11,0,355,343,1,11,0,340,15,1200,845,6,22,4,182,30,93,3
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",187,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:42",1084,1072,2,8,2,330,318,2,8,2,320,10,1100,770,5,15,3,158,37,92,10
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",186,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:37",1125,1113,5,7,0,399,392,0,7,0,380,19,1200,801,9,11,9,209,39,92,11
37,TIMIŞ,"CINEMATOGRAFUL ”BELA LUGOSI”",232,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:01",1010,996,6,8,0,381,372,1,8,0,363,18,1100,719,6,21,9,100,48,169,10
37,TIMIŞ,"CLĂDIREA COMUNEI BARA ( FOSTA SCOALĂ DOBRESTI)",307,BARA,155662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:56",84,36,0,47,1,78,30,0,47,1,76,2,200,122,0,8,0,34,7,27,0
37,TIMIŞ,"CLĂDIREA COMUNEI BRESTOVĂŢ (FOSTA ŞCOALĂ GENERALĂ COŞARII)",342,BRESTOVĂŢ,156151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:00",142,124,0,16,2,113,95,0,16,2,99,14,200,87,4,0,1,32,8,54,0
37,TIMIŞ,"CLĂDIREA COMUNEI GOTTLOB (SALA DE ŞEDINŢE)",440,GOTTLOB,159419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:15:55",1823,1782,4,8,29,930,892,1,8,29,855,75,2000,1070,9,41,5,106,101,554,39
37,TIMIŞ,"CLADIREA COMUNEI JAMU MARE (FOSTA ŞCOALA LĂŢUNAŞ)",448,"JAMU MARE",157362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:52",187,182,0,4,1,116,111,0,4,1,111,5,200,84,2,5,0,15,17,70,2
37,TIMIŞ,"CLĂDIREA COMUNEI MĂNĂŞTIUR (FOSTA ŞCOALĂ GENERALĂ PĂDURANI)",471,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:16:34",64,50,0,11,3,44,30,0,11,3,40,4,100,56,2,0,0,26,3,9,0
37,TIMIŞ,"CLĂDIREA COMUNEI MOȘNIȚA NOUĂ FOSTA ȘCOALĂ PRIMARĂ ALBINA",481,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:58",415,399,0,16,0,270,254,0,16,0,256,14,600,330,3,8,3,125,24,91,2
37,TIMIŞ,"CLADIREA COMUNEI NITCHIDORF(FOSTA SCOALA CU CLASELE I - IV)",492,NIŢCHIDORF,157923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:08",176,160,0,14,2,120,104,0,14,2,111,9,300,180,2,7,0,18,8,74,2
37,TIMIŞ,"CLADIREA COMUNEI SACOSU TURCESC ( FOSTA SCOALA PRIMARA STAMORA ROMANA )",535,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:26",243,222,0,19,2,141,120,0,19,2,138,3,300,159,2,5,0,27,38,64,2
37,TIMIŞ,"CLADIREA COMUNEI TOPOLOVATU MARE (SEDIUL FOSTULUI CAP ICTAR - BUDINŢI)",589,"TOPOLOVĂŢU MARE",158966,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:39",349,340,0,7,2,214,205,0,7,2,208,6,400,186,7,18,1,79,54,48,1
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ",383,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:50",546,529,0,13,4,252,235,0,13,4,232,20,700,448,4,17,1,55,52,100,3
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ FĂGET",256,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:56",1407,1394,2,7,4,801,790,0,7,4,760,41,1900,1099,8,27,4,149,106,449,17
37,TIMIŞ,"CLADIREA FOSTEI PRIMARII DIN CERNA",456,LIEBLING,157497,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:19:45",206,199,0,7,0,112,105,0,7,0,103,9,200,88,4,1,3,7,22,65,1
37,TIMIŞ,"CLUBUL SPORTIV ŞCOLAR NR.1",40,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:20",858,842,4,12,0,374,362,0,12,0,366,8,900,526,4,7,5,191,26,126,7
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",71,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:28:02",1212,1179,8,24,1,540,514,1,24,1,503,37,1200,660,7,24,9,252,41,166,4
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",69,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:09:32",1067,1051,1,13,2,377,361,1,13,2,373,4,1100,723,2,19,7,168,35,131,11
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",72,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:41",1210,1169,31,10,0,471,461,0,10,0,461,10,1200,729,3,13,6,265,28,136,10
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",70,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:03",1101,1075,10,7,9,407,391,0,7,9,399,8,1100,693,4,23,5,175,40,138,14
37,TIMIŞ,"COLEGIUL NAŢIONAL ”IULIA HAŞDEU”",208,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:40",1145,1136,0,8,1,467,458,0,8,1,449,18,1200,733,3,19,2,151,64,198,12
37,TIMIŞ,"COLEGIUL NAȚIONAL PEDAGOGIC ”CARMEN SYLVA” TIMIȘOARA",3,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:38",628,586,26,9,7,249,233,0,9,7,241,8,700,451,2,5,3,131,21,74,5
37,TIMIŞ,"COLEGIUL TEHNIC ”EMANUIL UNGUREANU” TIMIȘOARA",4,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:54",1621,1386,218,17,0,569,546,6,17,0,551,18,1500,931,9,13,6,284,40,194,5
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",57,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 14:33:16",1924,1903,12,9,0,899,889,1,9,0,888,11,2000,1101,5,36,9,438,81,290,29
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",56,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:44",1610,1602,4,4,0,698,694,0,4,0,681,17,1700,1002,9,34,7,316,73,218,24
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",55,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:18",1731,1712,16,3,0,793,790,0,3,0,753,40,1800,1007,11,18,13,359,59,271,22
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",8,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:37",754,733,10,11,0,284,273,0,11,0,273,11,1000,716,4,7,3,172,23,63,1
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",9,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:52",1102,1088,9,5,0,472,466,1,5,0,455,17,1100,628,4,11,9,237,31,158,5
37,TIMIŞ,"COLEGIUL TEHNIC ”VALERIU BRANIŞTE”",227,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:33:15",1141,1118,0,5,18,525,504,0,5,16,497,28,1200,675,10,16,2,193,48,206,22
37,TIMIŞ,"CONSILIUL LOCAL DUDEŞTII VECHI",382,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:38",1464,1439,2,8,15,853,830,0,8,15,775,78,1600,747,10,36,2,127,201,390,9
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",179,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:08",1250,1230,11,9,0,525,516,0,9,0,505,20,1300,775,6,18,6,261,36,172,6
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",180,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:06",1171,1151,13,6,1,463,456,0,6,1,450,13,1200,737,10,11,12,234,33,147,3
37,TIMIŞ,"FOSTA ȘCOALĂ GENERALĂ JUPÂNEŞTI",265,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:17",155,148,0,5,2,115,108,0,5,2,89,26,200,85,0,0,0,7,4,76,2
37,TIMIŞ,"FOSTA ŞCOALĂ GIMNAZIALĂ BEGHEIU MIC",260,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:41",280,272,0,6,2,183,175,0,6,2,168,15,300,117,2,12,0,17,30,105,2
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",13,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:07",1189,1156,24,9,0,502,493,0,9,0,489,13,1400,898,10,15,9,217,64,162,12
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",14,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:29",1286,1264,8,14,0,567,552,1,14,0,549,18,1500,933,9,19,10,284,47,170,10
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",112,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:16",1775,1676,63,26,10,781,745,0,26,10,755,26,2292,1511,4,15,7,455,50,218,6
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",113,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:18",1022,1000,6,11,5,407,391,0,11,5,387,20,1300,893,3,11,8,176,30,155,4
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",111,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:57",1146,1114,1,16,15,540,509,0,16,15,520,20,1200,660,8,10,4,258,23,210,7
37,TIMIŞ,"GRĂDINIȚA CU P.N. BENCECU DE JOS",520,PIŞCHIA,158181,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:34",329,318,0,7,4,232,221,0,7,4,221,11,400,168,3,6,2,40,21,148,1
37,TIMIŞ,"GRĂDINIȚA CU P.N.MURANI NR.383",522,PIŞCHIA,158181,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:33",515,503,0,6,6,343,331,0,6,6,323,20,600,257,15,13,1,92,15,181,6
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:26",1402,1381,1,11,9,781,760,1,11,9,729,52,1600,819,8,68,9,150,58,429,7
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:58",191,176,1,6,8,121,106,1,6,8,117,4,304,183,4,2,1,54,10,45,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:43",172,165,0,4,3,119,112,0,4,3,114,5,200,81,0,2,0,41,6,65,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:06",602,557,1,7,37,414,373,0,7,34,399,15,700,286,5,10,0,165,11,206,2
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:16",227,216,0,11,0,96,85,0,11,0,90,6,400,304,4,4,1,17,27,35,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRIVINA DE SUS",516,PIETROASA,158136,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:27:52",164,161,0,1,2,112,109,0,1,2,103,9,198,86,0,1,0,8,12,82,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL FĂGET",258,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:05:52",1383,1365,3,11,4,838,821,2,11,4,778,60,1400,562,11,50,3,159,112,438,5
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL GRĂNICERII",421,GIERA,157273,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:18",202,198,0,4,0,88,84,0,4,0,80,8,300,212,0,4,0,21,13,40,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL IOHANISFELD",503,OTELEC,159525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:01",886,874,1,6,5,402,391,0,6,5,373,29,900,498,3,14,7,116,31,195,7
