precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOZIENI (ȘCOALA GENERALĂ BOZIENI)",215,BOZIENI,121876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:35",891,881,0,4,6,469,459,0,4,6,451,18,1000,531,75,350,6,1,1,8,0,8,2
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOZIENI - ȘCOALA PRIMARĂ CUCI (ŞCOALA GENERALĂ BOZIENI)",216,BOZIENI,121876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:48",644,638,0,3,3,340,334,0,3,3,324,16,700,360,124,176,11,0,0,1,5,5,2
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOZIENI - ȘCOALA PRIMARĂ IUCȘA (ŞCOALA GENERALĂ BOZIENI)",217,BOZIENI,121876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:42",631,613,0,8,10,333,315,0,8,10,311,22,700,367,37,254,8,0,0,2,1,6,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ BUHALNIŢA",306,HANGU,122953,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:15",622,613,1,4,4,262,254,0,4,4,243,19,700,438,109,91,18,0,0,10,2,7,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",80,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:33",1685,1676,1,6,2,402,394,0,6,2,382,20,1800,1398,128,143,40,0,3,40,4,21,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",81,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:14",1370,1358,1,9,2,440,428,1,9,2,422,18,1500,1059,146,178,38,3,1,24,1,26,5
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",79,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:52",1553,1543,0,8,2,522,512,0,8,2,486,36,1700,1178,166,150,51,6,10,55,5,36,7
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”CALISTRAT HOGAȘ”",82,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:18",1249,1229,3,7,10,462,445,0,7,10,438,24,1400,938,158,171,44,6,3,25,4,24,3
29,NEAMŢ,"SCOALA GIMNAZIALA ”CARMEN SYLVA”",310,HORIA,120922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:49",1611,1602,2,2,5,675,667,1,2,5,642,33,1800,1125,199,159,122,5,5,92,4,51,5
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CAROL I”",90,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:21",1399,1394,0,3,2,650,645,0,3,2,618,32,1500,850,241,239,53,0,6,46,1,28,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CAROL I”",89,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:54",1525,1520,0,4,1,665,660,0,4,1,621,44,1700,1035,266,214,40,5,5,39,3,44,5
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ COMUNA BAHNA",158,BAHNA,121153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:13",453,421,0,1,31,281,249,0,1,31,266,15,500,219,132,95,19,1,0,12,0,7,0
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA FAUREI",275,FĂUREI,122613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:48",602,597,1,4,0,335,330,1,4,0,312,23,700,365,86,171,10,1,1,28,0,11,4
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",286,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:31",1430,1412,3,2,13,629,612,2,2,13,601,28,1600,971,139,261,15,5,6,152,2,18,3
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",284,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:23",1436,1426,0,0,10,637,627,0,0,10,608,29,1600,963,149,257,17,1,8,153,2,13,8
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",285,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:14",1338,1329,0,2,7,608,599,0,2,7,592,16,1500,892,140,247,21,1,3,160,1,17,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,COMUNA HANGU",304,HANGU,122953,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:45",923,912,0,3,8,459,448,0,3,8,439,20,1000,541,187,141,24,3,6,63,0,14,1
29,NEAMŢ,"ŞCOALA GIMNAZIALA, COMUNA PASTRAVENI",340,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:36",715,715,0,0,0,394,394,0,0,0,377,17,800,406,283,41,24,3,0,10,1,14,1
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ COMUNA PĂSTRĂVENI",341,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:14",673,673,0,0,0,358,358,0,0,0,336,22,900,542,227,55,21,1,5,12,3,10,2
29,NEAMŢ,"SCOALA GIMNAZIALA,COMUNA PIATRA SOIMULUI",355,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:42",1563,1543,1,18,1,659,639,1,18,1,601,58,1700,1041,228,139,100,6,15,55,14,42,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",404,SAGNA,124153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:01",1542,1536,1,2,3,726,721,0,2,3,692,32,1700,974,210,362,41,3,6,39,5,22,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",403,SAGNA,124153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:22",1695,1686,1,2,6,761,753,0,2,6,733,28,1900,1139,166,443,33,4,6,43,5,28,5
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA STANITA",426,STĂNIŢA,124331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:41",347,341,1,2,3,147,142,0,2,3,142,5,400,253,51,47,26,1,0,8,3,5,1
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA TAMASENI",447,TĂMĂŞENI,124634,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:46",1451,1444,2,5,0,485,480,0,5,0,449,36,1600,1115,57,198,19,4,4,147,2,13,5
29,NEAMŢ,"ŞCOALA GIMNAZIALA COMUNA VALENI",479,VĂLENI,125123,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:21",599,584,0,2,13,358,343,0,2,13,316,42,700,342,166,140,1,1,0,1,0,2,5
29,NEAMŢ,"ŞCOALA GIMNAZIALA ”CONSTANTIN ROMANESCU” DREPTU",374,"POIANA TEIULUI",123790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:06",929,919,0,6,4,507,497,0,6,4,493,14,1000,493,204,175,64,2,13,14,2,16,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”COSTACHE NEGRI” - LOCAL NOU",110,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:50",915,906,2,7,0,354,347,0,7,0,335,19,999,645,115,113,27,6,2,48,4,18,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”COSTACHE NEGRI” - LOCAL NOU",111,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:12",1385,1375,0,9,1,595,585,0,9,1,555,40,1500,905,209,179,62,7,8,35,4,41,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ DAVIDENI",466,ŢIBUCANI,124803,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:40",749,727,1,8,13,387,366,0,8,13,354,33,800,413,200,101,19,1,0,7,1,22,3
29,NEAMŢ,"SCOALA GIMNAZIALĂ DOMNEASCĂ ”GRIGORE GHICA VODĂ”",137,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:46",1613,1604,2,7,0,777,770,0,7,0,751,26,1800,1023,361,181,59,10,9,86,4,34,7
29,NEAMŢ,"SCOALA GIMNAZIALA DR. EMANUIEL RIGLER",432,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:40",667,667,0,0,0,360,360,0,0,0,344,16,700,340,100,154,19,5,7,35,1,18,5
29,NEAMŢ,"SCOALA GIMNAZIALA DR. EMANUIEL RIGLER",433,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:07",679,674,0,2,3,351,346,0,2,3,331,20,700,349,94,139,22,0,2,46,2,22,4
29,NEAMŢ,"SCOALA GIMNAZIALA ”DUMITRU ALMAS” NEGRESTI",333,NEGREŞTI,125169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:59",1140,1096,1,18,25,645,602,0,18,25,614,31,1200,555,254,152,87,2,8,90,3,9,9
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA”",47,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:40",1304,1301,0,3,0,569,566,0,3,0,532,37,1400,831,186,137,49,8,10,69,5,28,40
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA”",46,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:15",1339,1325,5,9,0,579,565,5,9,0,546,21,1500,933,180,155,47,5,9,80,17,22,31
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",281,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:34",1119,1100,2,9,8,577,558,2,9,8,551,26,1200,597,288,126,35,4,17,22,5,38,16
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",283,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:07",1060,1042,0,5,13,511,493,0,5,13,479,32,1200,689,225,172,28,2,6,8,2,29,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”, CORP A",280,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:26",1204,1181,2,20,1,672,650,1,20,1,642,30,1300,628,334,195,27,3,4,26,2,33,18
29,NEAMŢ,"SCOALA GIMNAZIALA FUNDATURA",470,URECHENI,124849,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:22",580,542,0,15,23,297,259,0,15,23,282,15,600,303,200,56,6,0,2,12,0,3,3
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 1)",278,GÂDINŢI,125150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:27",977,972,0,0,5,450,445,0,0,5,433,17,1100,650,208,158,41,1,1,5,1,16,2
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 2)",279,GÂDINŢI,125150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:09",1066,1057,0,4,5,561,552,0,4,5,530,31,1200,639,210,233,49,3,3,11,2,11,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE PATRAŞCU” BURUIENEŞTI, CORP B",251,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:31",1664,1650,0,13,1,600,596,0,3,1,565,35,1800,1200,191,302,13,0,8,43,0,8,0
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE PATRAŞCU” BURUIENESTI, CORP C",252,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:28",1497,1491,0,2,4,535,529,0,2,4,513,22,1600,1065,159,288,24,3,1,22,2,10,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",237,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:23",847,843,0,2,2,493,489,0,2,2,455,38,900,407,178,137,42,3,5,18,3,33,36
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",238,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:16:44",927,921,0,3,3,494,488,0,3,3,454,40,1000,506,186,139,37,2,1,10,1,47,31
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „GRIGORE STURZU” TIRZIA",221,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:08",602,597,0,4,1,278,273,0,4,1,265,13,700,422,149,56,38,0,0,6,2,11,3
29,NEAMŢ,"SCOALA GIMNAZIALA ICUSESTI",314,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:49",625,624,0,0,1,273,272,0,0,1,250,23,700,427,54,141,38,0,1,8,0,8,0
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „IEREMIA IRIMESCU” BRUSTURI",218,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:20",1512,1492,0,11,9,820,800,0,11,9,791,29,1700,880,379,233,124,2,7,17,2,20,7
29,NEAMŢ,"SCOALA GIMNAZIALA I.GERVESCU SAVINESTI",415,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:47",1645,1630,1,7,7,440,426,0,7,7,422,18,1800,1360,119,208,33,1,8,26,8,15,4
29,NEAMŢ,"SCOALA GIMNAZIALA ”I.I. MIRONESCU”",444,TAZLĂU,124616,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:56",1015,998,1,1,15,549,535,0,1,13,514,35,1100,551,235,209,24,0,1,25,2,14,4
29,NEAMŢ,"SCOALA GIMNAZIALA INGARESTI",472,URECHENI,124849,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:27",741,718,0,2,21,398,375,0,2,21,376,20,800,404,236,72,28,1,1,25,0,13,0
29,NEAMŢ,"ŞCOALA GIMNAZIALA ” IOAN GRIGORE TEODORESCU”",207,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:48",845,833,1,11,0,364,353,0,11,0,353,11,900,536,121,153,28,0,0,21,2,24,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ” IOAN LUCA ”",272,FARCAŞA,122551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:10",1126,1124,1,0,1,548,547,0,0,1,527,21,1200,652,322,61,75,0,4,23,5,21,16
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP A1, LOC. HUMULEŞTI",148,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:20",470,466,0,4,0,202,198,0,4,0,198,4,500,298,101,56,12,1,4,12,0,11,1
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP A, LOC. HUMULEŞTI",147,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:20",1656,1651,0,3,2,783,778,0,3,2,742,24,1820,1032,344,186,76,7,5,67,12,35,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP B, LOC. HUMULEŞTI",146,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:55:04",1624,1618,1,4,1,827,822,0,4,1,778,49,1800,973,410,155,93,6,7,51,4,44,8
29,NEAMŢ,"ȘCOALA GIMNAZIALǍ ”IUSTIN PÎRVU”",373,"POIANA TEIULUI",123790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:00",1297,1284,0,3,10,688,675,0,3,10,653,22,1400,712,236,295,60,5,11,23,0,17,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,LOCALITATEA IZVOARE",161,BAHNA,121153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:22",1100,1072,0,3,25,627,599,0,3,25,565,61,1200,573,135,217,35,4,2,165,0,3,4
29,NEAMŢ,"SCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",357,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:21",1123,1117,2,3,1,491,487,0,3,1,462,29,1200,709,227,68,52,4,7,38,10,47,9
29,NEAMŢ,"ŞCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",358,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:57",986,981,0,3,2,449,444,0,3,2,416,33,1100,651,223,62,24,3,7,34,10,47,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",88,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:55",1334,1323,6,5,0,554,549,0,5,0,523,31,1400,46,196,187,38,4,4,59,3,21,11
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",87,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:54",1188,1173,0,13,2,391,378,0,11,2,340,51,1300,909,124,154,31,3,0,11,1,13,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU FILIOARA",150,AGAPIA,121108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:51",831,823,1,2,5,488,481,0,2,5,472,16,900,412,300,83,50,0,1,17,2,16,3
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ” NICOLAE APOSTOL ” RUGINOASA",401,RUGINOASA,125105,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:11",633,554,1,22,56,458,382,0,22,54,441,17,698,240,100,254,14,1,2,58,2,6,4
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ” NICOLAE APOSTOL” RUGINOASA",400,RUGINOASA,125105,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:49",593,538,0,12,43,443,388,0,12,43,429,14,599,154,114,239,4,0,1,66,1,3,1
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NICOLAE GRIGORESCU AGAPIA",149,AGAPIA,121108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:39",1430,1413,1,2,14,644,627,1,2,14,608,36,1500,855,391,62,79,0,8,31,4,31,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT OANȚU",348,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:59",1271,1250,0,3,18,766,745,0,3,18,682,24,1400,694,432,145,43,0,3,0,1,49,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT PÎNGĂRĂCIOR",349,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:05",1695,1667,3,7,18,945,919,1,7,18,871,59,1800,870,280,374,55,6,8,99,7,36,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” -SAT PÎNGĂRAȚI - PUNCT CASTEL",347,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:57",620,602,1,11,6,342,325,0,11,6,320,22,700,358,131,119,30,2,1,22,1,13,1
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT STEJARU",350,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:59",882,864,3,7,8,443,428,0,7,8,423,20,1000,557,164,101,50,2,3,66,3,30,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",51,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:07",1312,1305,0,7,0,528,521,0,7,0,507,21,1400,872,155,139,78,14,8,50,4,26,33
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",48,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:32",1111,1099,2,10,0,434,424,0,10,0,414,20,1200,766,144,113,48,4,3,50,6,18,28
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",53,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:36:13",1294,1287,0,7,0,537,530,0,7,0,510,26,1398,60,152,149,63,4,7,44,7,31,53
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",50,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:53",1102,1096,0,6,0,408,402,0,6,0,379,29,1200,792,131,87,49,3,14,42,6,25,22
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",52,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:14",1294,1287,1,6,0,504,498,0,6,0,476,28,1400,896,143,134,51,12,11,49,15,21,40
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",49,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:49",1288,1276,2,8,2,538,528,0,8,2,514,24,1400,862,162,152,41,4,12,72,12,25,34
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",362,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:08",1269,1267,1,0,1,572,571,0,0,1,536,36,1400,828,404,41,52,1,2,8,7,15,6
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",377,POIENARI,123709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:09",945,921,0,3,21,605,581,0,3,21,564,41,1000,395,355,109,52,3,1,22,3,19,0
29,NEAMŢ,"SCOALA GIMNAZIALA NR.1",176,BICAZ-CHEI,121297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:30",1022,1004,0,3,15,677,659,0,3,15,649,28,1100,423,189,399,31,0,1,6,4,16,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",68,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:08",1851,1840,4,7,0,815,808,0,7,0,773,42,2000,1185,247,208,94,12,18,91,8,43,52
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",246,DOCHIA,125098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:38",793,787,1,5,0,416,411,0,5,0,385,31,900,484,178,58,36,0,2,18,1,12,80
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",247,DOCHIA,125098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:19",1084,1075,1,7,1,621,612,1,7,1,585,35,1200,580,258,103,45,1,8,35,0,18,117
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.11",22,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:23",1374,1363,1,10,0,528,518,0,10,0,500,28,1500,972,171,133,49,7,11,34,15,41,39
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 CACIULESTI",292,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:35",586,584,0,2,0,300,298,0,2,0,277,23,700,400,104,65,48,4,3,9,10,23,11
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 DOLJEŞTI",249,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:24",998,975,0,5,18,488,465,0,5,18,457,31,1100,612,186,222,20,0,1,18,1,4,5
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",266,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:08",1658,1650,6,2,0,738,736,0,2,0,701,37,1800,1062,202,277,82,4,9,68,15,35,9
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",267,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:18",1865,1857,3,5,0,796,791,0,5,0,751,45,2000,1204,201,270,127,6,8,71,12,41,15
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",229,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:20",1060,1052,2,0,6,580,574,0,0,6,538,32,1100,530,262,153,55,2,5,45,5,9,2
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",228,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:44",1501,1491,2,3,5,753,745,0,3,5,716,29,1600,855,286,173,95,5,9,99,2,35,12
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1, LOC ZĂNEŞTI",488,ZĂNEŞTI,125061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:50",1394,1376,0,3,15,746,728,0,3,15,706,40,1500,754,383,126,56,3,7,83,4,35,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 PILDEŞTI",230,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:08",1811,1760,1,10,40,879,828,1,10,40,851,28,1900,1021,81,652,31,1,5,51,5,21,4
