county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","STROIE CLAUDIU MARIN-voturi","STROIE CLAUDIU MARIN-mandate-faza-1","STROIE CLAUDIU MARIN-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","VASILE MINUŞ-voturi","VASILE MINUŞ-mandate-faza-1","VASILE MINUŞ-mandate-faza-2","NEGREANU ION-voturi","NEGREANU ION-mandate-faza-1","NEGREANU ION-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-2","ROŞU IULIAN-ALIN-voturi","ROŞU IULIAN-ALIN-mandate-faza-1","ROŞU IULIAN-ALIN-mandate-faza-2","ROTARU FLOREA-voturi","ROTARU FLOREA-mandate-faza-1","ROTARU FLOREA-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","GEOROCEANU VERGIL-voturi","GEOROCEANU VERGIL-mandate-faza-1","GEOROCEANU VERGIL-mandate-faza-2","DOBRIŢA MARCEL-voturi","DOBRIŢA MARCEL-mandate-faza-1","DOBRIŢA MARCEL-mandate-faza-2","NICU ADRIAN-ALBERT-voturi","NICU ADRIAN-ALBERT-mandate-faza-1","NICU ADRIAN-ALBERT-mandate-faza-2","BĂDICA ILIE-voturi","BĂDICA ILIE-mandate-faza-1","BĂDICA ILIE-mandate-faza-2"
30,OLT,MILCOV,127563,2,FINAL,UAT,CL,CL_CE,"2024-06-11 17:00:00",1352,1239,2,82,29,971,859,1,82,29,932,35,1425,458,46,65,74,81,366,4,1,525,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,MORUNGLAV,127625,2,FINAL,UAT,CL,CL_CE,"2024-06-19 14:01:04",1972,1841,0,84,47,1379,1248,0,84,47,1311,68,2013,634,65,91,104,119,632,5,0,499,4,0,81,0,1,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,MOVILENI,127689,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:39:58",2720,2572,1,33,114,1724,1576,1,33,114,1676,3,3055,1375,83,117,134,117,74,0,0,1259,10,1,274,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"MUNICIPIUL CARACAL",125472,1,FINAL,UAT,CL,CL_CE,"2024-06-10 21:25:50",26553,26245,9,169,130,12429,12130,0,169,130,12003,426,29328,16899,600,840,960,614,1970,3,0,7726,12,1,1248,2,0,323,0,0,0,0,0,0,0,0,736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"MUNICIPIUL SLATINA",125347,1,FINAL,UAT,CL,CL_CE,"2024-06-13 01:00:28",65686,65088,70,399,129,32354,31834,2,390,128,31214,1120,72330,39994,1560,2184,2497,1295,12258,9,0,12329,9,1,2611,2,0,1097,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"NICOLAE TITULESCU",127714,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:14:54",670,564,0,36,70,670,564,0,36,70,652,14,1000,330,32,45,52,72,49,0,1,514,7,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,OBÂRŞIA,127750,2,FINAL,UAT,CL,CL_CE,"2024-06-17 14:03:18",2002,1816,2,87,97,1443,1257,2,87,97,1410,33,2124,681,70,98,112,124,501,4,0,741,5,1,127,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,OBOGA,127812,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:35:49",1473,1373,0,45,55,923,823,0,45,55,894,29,1501,578,44,62,71,76,32,0,0,738,9,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,OPORELU,127858,2,FINAL,UAT,CL,CL_CE,"2024-06-19 14:51:20",1025,840,0,117,68,803,618,0,117,68,785,18,939,136,39,54,62,87,359,4,0,426,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,OPTAŞI-MĂGURA,127901,2,FINAL,UAT,CL,CL_CE,"2024-06-14 15:15:51",928,841,0,30,57,684,597,0,30,57,671,13,1016,319,33,46,53,72,7,0,0,656,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ORAŞ BALŞ",125418,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:11:19",16422,16153,14,221,34,7793,7539,0,221,33,7358,411,18003,10232,367,515,588,412,2011,4,1,4287,10,0,718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ORAŞ CORABIA",125542,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:22:04",13443,13225,14,115,89,6549,6342,3,115,89,6217,319,14947,8407,310,435,497,342,1631,4,1,3295,9,1,505,1,0,0,0,0,182,0,0,0,0,0,387,1,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,FINAL,UAT,CL,CL_CE,"2024-06-11 19:18:38",9334,8999,3,197,135,5962,5629,1,197,135,5613,347,10143,4173,280,392,449,314,2512,8,0,2438,7,1,392,1,0,0,0,0,0,0,0,156,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ORAŞ PIATRA-OLT",128105,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:31:44",5322,5097,3,114,108,3446,3224,0,114,108,3344,98,5632,2189,167,234,267,222,331,1,0,2798,12,1,0,0,0,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ORAŞ POTCOAVA",128374,1,FINAL,UAT,CL,CL_CE,"2024-06-11 15:39:13",4624,4527,5,57,35,3379,3284,3,57,35,3242,137,5138,1759,162,226,259,216,238,1,0,1959,9,0,864,4,0,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ORAŞ SCORNICEŞTI",128711,2,FINAL,UAT,CL,CL_CE,"2024-06-19 14:14:34",9794,9366,19,333,76,6815,6401,5,333,76,6607,208,10609,3789,330,462,528,388,457,1,0,5699,14,1,0,0,0,451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,ORLEA,127938,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:20:18",1812,1742,1,9,60,1218,1148,1,9,60,1188,29,1915,698,59,83,95,108,307,2,1,796,7,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"OSICA DE JOS",130357,1,FINAL,UAT,CL,CL_CE,"2024-06-11 12:49:47",1286,1164,0,59,63,902,780,0,59,63,874,27,1317,416,43,61,69,97,119,1,0,660,6,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"OSICA DE SUS",127983,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:51:12",3953,3811,1,63,78,2724,2583,0,63,78,2620,93,4165,1441,131,183,209,196,1045,5,0,1203,6,0,310,1,1,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,PÂRŞCOVENI,128178,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:11:10",2576,2371,0,125,80,1669,1464,0,125,80,1615,54,2753,1084,80,113,129,146,646,4,0,859,5,1,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,PERIEŢI,128052,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:44:40",1666,1601,0,48,17,1081,1016,0,48,17,1052,29,1745,664,52,73,84,91,274,3,0,606,6,0,61,0,1,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,PLEŞOIU,128221,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:03:19",2582,2368,0,186,28,1868,1654,0,186,28,1722,66,2589,801,86,120,137,156,535,3,0,1077,6,1,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,POBORU,128301,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:42:05",1505,1468,0,37,0,968,931,0,37,0,924,44,1610,642,46,64,73,84,112,1,0,812,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,PRISEACA,128436,1,FINAL,UAT,CL,CL_CE,"2024-06-10 20:47:48",1387,1299,3,78,7,916,831,1,78,6,810,106,1406,490,40,56,64,88,155,1,1,256,2,1,179,2,0,0,0,0,14,0,0,96,1,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,RADOMIREŞTI,128472,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:45:55",2019,1952,0,32,35,1288,1221,0,32,35,1184,75,2407,1148,59,82,94,107,281,2,1,903,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,REDEA,128524,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:02:02",2481,2280,3,92,106,1680,1487,0,92,101,1635,45,2388,708,81,114,130,148,544,3,1,1000,6,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,ROTUNDA,128560,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:33:47",2249,2162,2,37,48,1614,1529,0,37,48,1533,81,2357,743,76,107,122,125,65,0,0,556,4,0,825,6,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
30,OLT,RUSĂNEŞTI,128588,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:07:20",3430,3339,1,34,56,1994,1904,0,34,56,1925,69,3681,1687,96,134,154,148,740,5,0,1185,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SÂMBUREŞTI,128882,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:50:18",863,750,0,70,43,668,555,0,70,43,631,37,862,194,31,44,50,70,95,1,0,536,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SÂRBII-MĂGURA,130366,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:53:51",1489,1378,0,33,78,1011,900,0,33,78,985,26,1602,591,49,68,78,86,225,2,1,728,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
30,OLT,SCĂRIŞOARA,128613,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:06:40",2320,2299,0,16,5,1277,1256,0,16,5,1183,94,2532,1255,59,82,94,103,872,8,0,268,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SCHITU,128659,2,FINAL,UAT,CL,CL_CE,"2024-06-19 14:58:59",2127,2083,0,31,13,1330,1286,0,31,13,1273,57,2279,949,63,89,101,115,230,2,0,881,7,1,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SEACA,128864,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:43:53",1342,1251,2,51,38,983,893,1,51,38,948,35,1410,427,47,66,75,83,488,5,1,425,5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,ŞERBĂNEŞTI,129246,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:38:44",2239,2161,2,46,30,1453,1376,1,46,30,1354,79,2460,1007,67,94,108,123,405,3,0,759,6,0,190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SLĂTIOARA,125374,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:38:39",2389,2222,2,128,37,1762,1596,1,128,37,1669,65,2469,734,83,116,133,151,457,3,0,958,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1,0,0,0,0
30,OLT,ŞOPÂRLIŢA,130384,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:53:00",1054,957,0,38,59,803,707,0,38,58,791,12,1046,243,39,55,63,87,95,1,0,620,7,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SPINENI,128962,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:40:42",1185,987,0,137,61,804,606,0,137,61,776,28,1322,518,38,54,62,86,75,0,1,701,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,SPRÂNCENATA,129040,2,FINAL,UAT,CL,CL_CE,"2024-06-12 11:00:12",1950,1789,0,128,33,1359,1198,0,128,33,1277,82,1995,636,63,89,102,113,327,2,1,732,6,0,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"ŞTEFAN CEL MARE",129282,2,FINAL,UAT,CL,CL_CE,"2024-06-14 11:33:04",1412,1229,1,113,69,1084,902,0,113,69,1057,27,1433,349,52,73,84,112,620,5,1,390,3,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,STOENEŞTI,129095,2,FINAL,UAT,CL,CL_CE,"2024-06-14 09:03:11",1880,1770,0,47,63,1087,977,0,47,63,1040,47,1944,857,52,72,83,94,94,1,0,777,8,0,169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,STOICĂNEŞTI,129111,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:42:06",2047,1955,3,11,78,1281,1189,3,11,78,1250,31,2157,876,62,87,100,113,465,4,0,785,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,STREJEŞTI,129139,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:34:37",2556,2431,5,102,18,1879,1759,0,102,18,1812,67,2667,788,90,126,144,164,974,5,1,698,4,0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,STUDINA,129184,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:14:58",2153,2042,1,35,75,1345,1234,1,35,75,1300,45,2323,978,65,91,104,112,980,8,1,191,1,1,69,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,TĂTULEŞTI,129317,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:32:16",957,699,1,172,85,765,508,0,172,85,702,18,872,152,35,49,56,75,244,3,0,374,4,1,0,0,0,0,0,0,23,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,TESLUI,129380,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:40:31",2023,1924,0,41,58,1421,1322,0,41,58,1382,39,2184,763,69,96,110,121,475,3,1,771,6,0,0,0,0,48,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"TIA MARE",129460,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:03:20",3375,3340,1,7,27,2080,2046,0,7,27,2009,71,3687,1607,100,140,160,154,105,0,1,1445,9,0,0,0,0,0,0,0,0,0,0,0,0,0,459,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,TOPANA,129503,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:19:15",601,471,1,106,23,488,359,0,106,23,483,5,615,127,24,33,38,53,47,0,1,360,6,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,TRAIAN,129567,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:57:01",2354,2279,0,11,64,1542,1467,0,11,64,1442,100,2566,1024,72,100,115,125,673,5,1,291,2,0,157,1,0,0,0,0,0,0,0,143,1,0,114,0,1,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,TUFENI,129585,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:22:09",2057,1970,0,62,25,1145,1096,0,24,25,1107,38,2277,1010,55,77,88,100,119,1,0,732,7,0,256,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,URZICA,129629,1,FINAL,UAT,CL,CL_CE,"2024-06-11 10:34:46",1808,1674,0,26,108,1170,1036,0,26,108,1132,38,1830,660,56,79,90,102,749,7,0,220,2,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,VĂDASTRA,129718,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:56:42",1084,1016,1,32,35,809,742,0,32,35,784,25,1152,343,39,54,62,84,138,1,1,570,6,1,23,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,VĂDĂSTRIŢA,129745,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:10:18",2550,2481,0,45,24,1787,1718,0,45,24,1673,114,2741,954,83,117,133,146,545,3,1,395,2,1,183,1,0,49,0,0,18,0,0,0,0,0,378,2,0,0,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,VÂLCELE,129987,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:51:32",1923,1840,0,31,52,1300,1217,0,31,52,1258,42,2153,853,62,88,100,114,402,3,1,729,6,0,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,"VALEA MARE",129656,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:22:48",3066,2957,0,77,32,1923,1814,0,77,32,1836,87,3289,1366,91,128,146,134,443,3,0,913,6,1,388,2,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
30,OLT,VĂLENI,129763,1,FINAL,UAT,CL,CL_CE,"2024-06-11 14:30:17",2217,2002,2,131,82,1555,1341,1,131,82,1508,41,2192,643,75,105,120,137,203,1,0,781,5,1,174,1,0,0,0,0,0,0,0,0,0,0,350,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,VERGULEASA,129816,2,FINAL,UAT,CL,CL_CE,"2024-06-19 15:15:15",2143,2064,0,22,57,1282,1210,0,15,57,1235,47,2359,1077,61,86,98,108,170,1,0,927,8,1,99,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OLT,VIŞINA,129898,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:02:54",2280,2132,1,7,140,1464,1317,0,7,140,1406,58,2516,1052,70,98,112,127,200,1,1,1044,8,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
