precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IOVA ILIE-BEBE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUNCA ROMEO-DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HURDUZEU FLORIN-SILVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","AXMANN DANIEL-PARTIDUL S.O.S. ROMÂNIA-voturi","PLUJAR ANDREI GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ LIBORAJDEA",320,SICHEVIŢA,53853,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:00:03",82,63,2,11,6,51,34,0,11,6,48,3,68,17,4,20,13,4,7
11,CARAŞ-SEVERIN,"CLĂDIREA ADMINISTRAŢIEI LOCALE",352,VĂRĂDIA,54500,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:28:09",528,492,0,30,6,344,308,0,30,6,322,13,528,184,6,140,169,7,0
11,CARAŞ-SEVERIN,"CLĂDIREA AFTER SCHOOL",262,LĂPUŞNICEL,53069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:14",406,328,0,32,46,276,198,0,32,46,266,7,409,135,39,32,170,3,22
11,CARAŞ-SEVERIN,"CLĂDIREA APARȚINĂTOARE COMUNEI BUCHIN (FOST SEDIU AL PRIMĂRIEI)",187,BUCHIN,51699,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:19",531,487,1,16,27,329,285,1,16,27,320,9,540,211,18,35,251,8,8
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ",244,FÂRLIUG,52785,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:50:24",208,188,0,9,11,142,122,0,9,11,141,1,206,64,7,41,91,2,0
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ PETRILOVA",205,CIUCHICI,51984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:56",153,113,0,39,1,130,90,0,39,1,127,3,162,32,3,28,89,2,5
11,CARAŞ-SEVERIN,"CLĂDIREA FOSTEI PRIMĂRII VRĂNIUŢ",307,RĂCĂŞDIA,53675,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:44",327,299,0,26,2,165,137,0,26,2,155,10,319,154,4,96,47,0,8
11,CARAŞ-SEVERIN,"CLĂDIRE A MUNICIPIULUI CARANSEBEȘ (FOSTA ȘCOALĂ GENERALĂ NR. 7)",78,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:51:49",1262,1229,0,15,18,475,442,0,15,18,457,15,1364,892,55,168,182,31,21
11,CARAŞ-SEVERIN,"CLĂDIRE A MUNICIPIULUI CARANSEBEȘ (FOSTA ȘCOALĂ GENERALĂ NR.7)",79,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:05:06",1051,1043,1,6,1,375,368,0,6,1,351,24,1150,775,43,107,156,16,29
11,CARAŞ-SEVERIN,"CLĂDIRE A MUNICIPIULUI CARANSEBEȘ (FOSTA ȘCOALĂ PRIMARĂ)",71,"MUNICIPIUL CARANSEBEŞ",51010,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:29:57",1176,1163,2,11,0,516,504,1,11,0,494,22,1285,769,86,186,176,23,23
11,CARAŞ-SEVERIN,"CLĂDIRE PRIMĂRIE - FOSTUL SEDIU CAP",258,GRĂDINARI,52990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:46",794,771,0,6,17,460,437,0,6,17,438,22,869,409,55,181,29,31,142
11,CARAŞ-SEVERIN,"CLUBUL SPORTIV ȘCOLAR",80,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:51",1067,1054,1,12,0,392,380,0,12,0,376,16,1164,768,43,141,156,14,22
11,CARAŞ-SEVERIN,"CLUBUL TINERETULUI",178,BOLVAŞNIŢA,51546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:53",774,735,0,21,18,572,533,0,21,18,555,17,808,236,112,262,160,12,9
11,CARAŞ-SEVERIN,"CLUBUL TINERETULUI",177,BOLVAŞNIŢA,51546,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:53",382,363,0,5,14,265,260,0,5,0,259,6,398,133,44,153,55,3,4
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”C.D. LOGA”",87,"MUNICIPIUL CARANSEBEŞ",51010,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:54:48",1562,1555,4,3,0,604,601,0,3,0,583,21,1522,918,61,190,247,42,43
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”MIRCEA ELIADE” - GRĂDINIȚA MONIOM (CORP F)",70,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:01",280,274,0,6,0,113,107,0,6,0,112,1,299,186,5,54,37,3,13
11,CARAŞ-SEVERIN,"COLEGIUL NAŢIONAL”MIRCEA ELIADE”,REŞIŢA",42,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:48",871,864,0,6,1,296,289,0,6,1,287,9,954,658,23,136,90,13,25
11,CARAŞ-SEVERIN,"COLEGIUL NAŢIONAL”MIRCEA ELIADE”REŞIŢA",41,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:52",916,905,5,6,0,306,300,0,6,0,294,12,1007,701,21,177,60,14,22
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”MIRCEA ELIADE” - ȘCOALA CÂLNIC (CORP D)",65,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:18",1361,1354,2,4,1,526,521,0,4,1,507,19,1495,969,35,214,204,21,33
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL „TRAIAN DODA” CARANSEBEȘ, CORP B",73,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:40",1395,1373,4,12,6,591,573,0,12,6,576,13,1318,725,74,199,243,16,44
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",22,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:40",1146,1139,1,6,0,388,382,0,6,0,378,10,1306,918,20,215,104,15,24
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",23,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:40",680,666,6,7,1,269,261,0,7,1,262,7,765,496,11,141,80,2,28
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",21,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:40:02",907,892,12,3,0,296,293,0,3,0,288,8,997,701,30,139,90,8,21
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",20,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:07",1032,1023,2,7,0,327,320,0,7,0,317,10,1135,808,23,187,80,9,18
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU” - ȘCOALA PRIMARĂ",14,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:08",498,490,0,8,0,152,144,0,8,0,141,11,552,400,19,71,39,7,5
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC CĂRĂŞAN, REȘIȚA",43,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:57",1084,1076,2,6,0,387,381,0,6,0,375,12,1190,803,13,205,113,7,37
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC CĂRĂŞAN, REȘIȚA",44,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:03",922,913,5,4,0,317,313,0,4,0,311,6,1229,912,19,171,79,15,27
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC REȘIȚA",29,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:08",935,921,3,10,1,321,310,0,10,1,304,17,1023,702,13,172,74,13,32
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC REȘIȚA",28,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:06",729,719,5,5,0,305,300,0,5,0,301,4,796,491,17,161,90,10,23
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC REȘIȚA",27,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:43",1130,1124,2,4,0,378,374,0,4,0,364,14,1205,823,15,187,106,22,34
11,CARAŞ-SEVERIN,"CREŞA CĂMIN",139,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:11:56",927,916,0,10,1,397,386,0,10,1,375,18,1015,620,24,103,184,40,24
11,CARAŞ-SEVERIN,"DIRECȚIA SANITARĂ VETERINARĂ ȘI PENTRU SIGURANȚA ALIMENTELOR CARAȘ-SEVERIN",30,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:02",668,657,1,10,0,176,166,0,10,0,168,8,728,552,15,89,42,4,18
11,CARAŞ-SEVERIN,GRĂDINIŢA,188,BUCHIN,51699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:11",457,437,1,4,15,281,262,0,4,15,260,21,477,196,17,94,130,7,12
11,CARAŞ-SEVERIN,GRĂDINIȚA,293,PĂLTINIŞ,53425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:43",269,230,0,32,7,209,170,0,32,7,207,2,341,132,1,64,142,0,0
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL",309,"RUSCA MONTANĂ",53728,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:04",249,240,0,6,3,125,116,0,6,3,119,6,267,142,11,36,57,8,7
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL ”BAMBI”",122,"ORAŞ MOLDOVA NOUĂ",51056,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:23:38",519,508,0,6,5,301,290,0,6,5,287,14,559,258,24,134,106,5,18
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL BOZOVICI",179,BOZOVICI,51573,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:24",1128,1073,0,13,42,621,566,0,13,42,544,18,1183,621,70,78,374,12,10
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL CARAȘOVA",194,CARAŞOVA,51804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:24",1032,1003,1,10,18,579,551,0,10,18,527,52,1105,526,28,267,193,13,26
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL CONSTANTIN DAICOVICIU",208,"CONSTANTIN DAICOVICIU",51877,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:12:42",573,540,0,16,17,361,328,0,16,17,358,3,597,236,28,225,88,13,4
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL ”DEGEȚICA”",31,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:20",990,975,2,11,2,325,312,0,11,2,319,6,1127,802,39,151,94,18,17
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL DIVICI",296,POJEJENA,53513,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:10",236,205,1,21,9,150,119,1,21,9,146,4,230,80,5,25,114,1,1
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL DOMAN",67,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:18:33",575,569,1,5,0,156,151,0,5,0,149,7,628,472,18,84,29,13,5
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL GAI",151,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:24",1123,1114,2,2,5,483,475,1,2,5,467,16,1130,647,41,98,255,26,47
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL GORNEA",319,SICHEVIŢA,53853,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:50",467,445,0,9,13,280,258,0,9,13,263,17,490,210,50,71,112,13,17
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL LUNCAVIȚA",267,LUNCAVIŢA,53130,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 23:05:33",636,609,0,14,13,387,360,0,14,13,378,9,667,280,20,120,223,2,13
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CELNIC",94,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:52",622,611,1,7,3,224,214,0,7,3,208,16,678,454,23,93,70,12,10
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",150,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:48",1132,1121,3,1,7,511,503,0,1,7,488,23,1045,534,43,124,254,28,39
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",72,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:29:05",552,541,4,7,0,262,255,0,7,0,240,22,598,336,32,69,104,14,21
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR.4",81,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:20:27",1053,1046,0,7,0,394,387,0,7,0,374,20,1162,768,51,125,160,14,24
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BOCȘA",115,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:17",1438,1413,1,13,11,695,671,0,13,11,670,8,1485,807,43,281,276,40,30
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR.4 SIGISMUND",99,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:01",550,538,1,7,4,198,187,0,7,4,180,18,603,405,26,87,44,12,11
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",88,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:08",1194,1179,5,9,1,428,418,0,9,1,413,15,1184,756,44,124,196,19,30
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 STEIERDORF",101,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:56",564,551,1,9,3,230,218,0,9,3,216,14,606,376,31,96,63,17,9
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL ” PRICHINDELUL” CRUŞOVĂŢ",219,CORNEA,52115,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:17",423,355,0,35,33,334,266,0,35,33,315,19,384,50,152,50,97,11,5
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL PRILIPEŢ",181,BOZOVICI,51573,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:08",560,549,0,1,10,317,306,0,1,10,303,14,616,299,36,41,208,11,7
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL RADIMNA",297,POJEJENA,53513,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:20",486,447,1,5,33,264,229,0,5,30,258,6,493,229,15,57,179,5,2
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL SACU",310,SACU,53755,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:31",713,651,1,24,37,465,403,1,24,37,451,14,712,247,63,71,285,15,17
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL SLATINA-NERA",317,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:51",337,295,0,33,9,153,111,0,33,9,145,7,362,209,5,55,80,4,1
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL ȘOȘDEA",275,MĂURENI,53247,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:13",761,703,0,21,37,459,401,0,21,37,440,19,776,317,21,37,356,22,4
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL TINCOVA",312,SACU,53755,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:54",400,376,0,12,12,225,201,0,12,12,216,9,413,188,43,58,108,5,2
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL VALEA OHĂBII",152,"ORAŞ OŢELU ROŞU",51207,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 04:27:57",532,520,1,7,4,250,239,0,7,4,240,10,573,323,34,71,109,8,18
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT „DUMBRAVA MINUNATĂ”, REȘIȚA",39,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:18",1282,1275,0,7,0,462,455,0,7,0,449,13,1405,943,41,245,127,13,23
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT „DUMBRAVA MINUNATĂ”, REȘIȚA",40,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:35:29",989,978,2,9,0,325,316,0,9,0,316,9,1079,754,17,185,72,15,27
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT „DUMBRAVA MINUNATĂ”, REȘIȚA",38,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:45:30",1232,1220,4,8,0,379,371,0,8,0,362,17,1349,970,45,191,86,9,31
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 CARANSEBEȘ",77,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:47:00",1597,1576,1,9,11,650,630,0,9,11,629,21,1535,885,81,208,292,0,48
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",148,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:44",1050,1036,2,10,2,394,381,1,10,2,370,24,1139,745,36,90,191,13,40
11,CARAŞ-SEVERIN,"GRĂDINIȚA LIUBCOVA",172,BERZASCA,51449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:11:04",853,819,3,18,13,490,459,0,18,13,452,13,903,438,38,168,221,21,4
11,CARAŞ-SEVERIN,"GRĂDINIŢA PN NR. 2",134,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:55",857,841,4,6,6,418,405,1,6,6,410,8,934,516,45,154,164,26,21
11,CARAŞ-SEVERIN,"GRĂDINȚA CU PROGRAM NORMAL",143,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:20",502,493,1,5,3,223,215,0,5,3,211,11,547,324,18,58,89,36,10
11,CARAŞ-SEVERIN,"LICEUL DE ARTE ”SABIN PĂUȚA”",57,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:18",906,893,0,8,5,291,278,0,8,5,284,7,985,694,30,147,75,9,23
11,CARAŞ-SEVERIN,"LICEUL DE ARTE ”SABIN PĂUȚA”",58,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:25",1121,1111,3,3,4,388,381,0,3,4,379,9,1230,842,23,216,107,8,25
11,CARAŞ-SEVERIN,"LICEUL DE ARTE „SABIN PĂUȚA”, REȘIȚA-SALA DE SPORT",59,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:44",1250,1248,0,2,0,465,463,0,2,0,459,6,1321,856,22,256,141,9,31
11,CARAŞ-SEVERIN,"LICEUL DE ARTE „SABIN PĂUȚA”, REȘIȚA-SALA DE SPORT",60,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:10",1018,1010,0,8,0,395,387,0,8,0,386,9,1114,719,30,213,105,16,22
11,CARAŞ-SEVERIN,"LICEUL HERCULES",106,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:46",967,930,4,23,10,537,502,2,23,10,518,19,1021,484,47,169,264,19,19
11,CARAŞ-SEVERIN,"LICEUL HERCULES",105,"ORAŞ BĂILE HERCULANE",50923,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:16:52",889,858,0,23,8,450,419,0,23,8,432,18,949,499,28,129,240,16,19
11,CARAŞ-SEVERIN,"LICEUL HERCULES(FOSTA SCOALA GENERALA)",104,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:32:55",1431,1379,5,34,13,779,732,0,34,13,752,27,1527,748,66,226,380,39,41
11,CARAŞ-SEVERIN,"LICEUL ”MATHIAS HAMMER”",92,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:01",845,788,4,9,44,352,299,0,9,44,326,26,868,516,32,161,99,12,22
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC BERZOVIA",173,BERZOVIA,51500,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:08:58",906,874,1,23,8,481,449,1,23,8,451,30,967,486,46,234,108,5,58
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC BERZOVIA",174,BERZOVIA,51500,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:08:52",918,892,0,19,7,443,417,0,19,7,413,30,982,539,46,213,108,10,36
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII” (CICLUL GIMNAZIAL)",126,"ORAŞ MOLDOVA NOUĂ",51056,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 04:19:04",942,928,0,12,2,391,377,0,12,2,370,21,1036,645,35,118,186,16,15
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII” (CICLUL LICEAL)",125,"ORAŞ MOLDOVA NOUĂ",51056,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 04:25:32",789,774,0,13,2,321,306,0,13,2,313,6,857,538,22,87,179,11,14
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII ” CORP C4- ȘCOALA CU 10 CLASE",128,"ORAŞ MOLDOVA NOUĂ",51056,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 04:14:30",1286,1269,2,12,3,475,460,0,12,3,462,13,1400,925,33,123,286,10,10
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII” MOLDOVA NOUĂ (CICLUL LICEAL-INTRARE ELEVI)",124,"ORAŞ MOLDOVA NOUĂ",51056,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 04:20:58",1051,1030,1,16,4,392,372,0,16,4,370,22,1136,744,29,96,227,8,10
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „CLISURA DUNĂRII” MOLDOVA NOUĂ - SEDIUL ALIANȚEI PENSIONARILOR DIN ROMÂNIA-FILIALA MOLDOVA NOUĂ",127,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:12",925,898,1,10,16,364,338,0,10,16,356,8,989,625,30,107,180,13,26
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CONSTANTIN LUCACI” BOCSA",117,"ORAŞ BOCŞA",50969,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:41:37",1492,1478,2,6,6,602,590,0,6,6,585,17,1600,998,62,206,270,34,13
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „CONSTANTIN LUCACI” BOCȘA",118,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:30",1221,1214,2,3,2,485,480,0,3,2,463,22,1339,854,41,165,221,23,13
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DACIA”",75,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:29",1386,1370,3,13,0,569,556,0,13,0,557,12,1518,949,59,165,283,12,38
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „DACIA” CARANSEBEȘ, CORP B",89,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:35:59",737,731,1,5,0,317,313,0,4,0,293,24,810,493,42,115,109,10,17
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DECEBAL”",86,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:12",1346,1338,1,7,0,540,533,0,7,0,511,2,1285,738,55,183,216,19,38
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DECEBAL”",84,"MUNICIPIUL CARANSEBEŞ",51010,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:14:38",1265,1253,2,10,0,451,441,0,10,0,431,20,1383,932,54,121,207,20,29
