precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HOPINCĂ RAREŞ-ALIANȚA ELECTORALĂ PSD PNL-voturi","MIHAIU RADU-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BUGHIU IOLANDA-LUMINIŢA-PARTIDUL S.O.S. ROMÂNIA-voturi","GOLGOŢIU ANDREI-GABRIEL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",237,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:13:56",2122,2100,17,5,0,789,784,0,5,0,760,29,2400,1611,325,323,46,66
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",241,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 21:12:42",1495,1486,2,7,0,632,625,0,7,0,616,16,1700,1068,270,257,59,30
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",242,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:00:48",1601,1583,15,3,0,667,664,0,3,0,651,16,1700,1033,269,291,61,30
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",340,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:14:06",1439,1404,30,5,0,643,638,0,5,0,623,20,1600,957,213,336,42,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",339,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:13:19",1341,1320,16,5,0,556,550,1,5,0,541,15,1600,1044,187,276,48,30
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",337,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:41:45",1711,1696,0,14,1,781,766,0,14,1,766,15,2000,1219,274,384,57,51
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 24",338,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:41:33",1429,1421,0,8,0,762,754,0,8,0,623,24,1600,949,238,310,29,46
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",293,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:50:22",1829,1807,11,9,2,776,765,0,9,2,738,38,2000,1224,330,287,88,33
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",294,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 20:43:07",1790,1782,0,8,0,748,740,0,8,0,723,22,1200,455,352,264,67,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",295,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:13:12",2272,2133,118,21,0,970,948,1,21,0,951,19,2400,1430,297,581,24,49
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25",292,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:05:31",1727,1690,35,2,0,705,703,0,2,0,684,21,1800,1095,318,287,49,30
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25 ( FOSTA GRĂDINITĂ NR. 11)",236,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:49:33",1561,1540,15,6,0,606,600,0,6,0,577,29,1700,1094,278,203,59,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 25 ( FOSTA GRĂDINITĂ NR. 11)",235,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:56:20",1657,1624,25,8,0,649,641,0,8,0,625,24,1804,1155,305,224,59,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",198,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:55:56",1228,1161,62,5,0,506,501,0,5,0,490,16,1300,794,214,207,30,39
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",199,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:49:07",1274,1243,22,9,0,542,532,1,9,0,530,12,1400,858,194,260,43,33
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",196,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:58:02",1389,1365,11,11,2,572,559,0,11,2,561,11,1600,1028,242,252,32,35
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",200,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:17:26",1012,976,25,11,0,465,454,0,11,0,457,8,1200,735,194,209,30,24
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 27",197,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:37:59",1465,1453,0,12,0,668,656,0,12,0,640,28,1600,932,274,287,38,41
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 28",169,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:32:51",1434,1336,78,14,6,643,622,1,14,6,620,23,1600,957,256,287,42,35
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 28",167,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 15:54:44",2587,2498,74,10,5,734,719,0,10,5,700,34,2700,1966,284,338,37,41
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 28",168,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:07:51",1136,1100,18,8,10,513,497,0,8,8,486,16,1200,687,184,255,15,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 307",347,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:56:56",1391,1366,17,8,0,667,659,0,8,0,649,18,1600,933,289,277,41,42
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 307",345,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:36:25",1264,1250,11,3,0,608,605,0,3,0,586,22,1400,792,230,296,35,25
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 307",346,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:09:00",1051,990,54,7,0,384,377,0,7,0,374,9,1200,817,148,169,36,21
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",181,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:03:15",2005,1945,51,8,1,843,832,2,8,1,816,26,2100,1258,348,376,48,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",182,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:38:31",1683,1655,20,8,0,735,727,0,8,0,716,8,1800,1056,297,311,58,50
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",184,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:08:22",1803,1771,25,7,0,707,700,1,6,0,683,24,2000,488,240,361,40,42
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",183,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:53:50",1604,1564,36,4,0,684,680,0,4,0,664,19,1700,1014,260,315,49,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 31",180,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:02:47",1380,1376,0,4,0,600,596,0,4,0,591,9,1600,1000,264,242,60,25
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",228,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:54:03",1738,1731,0,7,0,696,689,0,7,0,674,22,2000,1304,331,230,81,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",227,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:45:35",1694,1689,0,5,0,753,748,0,5,0,724,29,2000,1247,373,239,67,45
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",230,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:01:50",1237,1222,9,6,0,479,473,0,6,0,465,14,1400,921,230,159,39,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",226,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:14:29",1691,1668,14,9,0,637,628,0,9,0,609,25,2000,1347,310,195,64,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 32",229,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 21:47:30",2159,1994,152,9,4,784,771,0,9,4,755,14,2100,1331,328,308,75,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",214,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:51:45",1634,1537,91,5,1,664,658,0,5,1,643,21,1700,1036,300,254,54,35
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",211,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:27:46",1341,1332,0,9,0,567,558,0,9,0,541,26,1600,1033,267,210,30,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",215,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:47:01",1786,1647,137,2,0,633,631,0,2,0,629,4,1803,1170,278,271,46,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",216,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:33:44",1537,1485,46,6,0,599,593,0,6,0,573,26,1600,1001,263,236,39,35
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",213,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:01:40",1488,1410,70,8,0,627,619,0,8,0,607,20,1596,969,296,224,50,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",212,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:08:25",1570,1550,13,6,1,573,566,0,6,1,544,22,1700,1134,244,216,51,33
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 39",210,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 23:01:37",1678,1616,58,4,0,734,729,1,4,0,708,26,1806,1072,316,321,34,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",287,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:01:47",1551,1538,5,7,1,682,674,0,7,1,666,16,1700,1018,269,282,58,57
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",288,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:15:35",1574,1548,19,7,0,644,637,0,7,0,626,18,1700,1056,297,241,63,25
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",289,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:20:41",1665,1653,0,12,0,694,682,0,12,0,674,20,1796,1102,326,255,53,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",291,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:39:56",1372,1359,2,11,0,609,598,0,11,0,588,21,1600,991,282,240,37,29
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 4",290,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 19:30:45",1815,1799,7,9,0,810,801,0,9,0,777,33,2000,1190,375,327,44,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",220,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:14:15",1611,1567,34,9,1,677,667,0,9,1,655,22,1700,1023,298,228,89,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",217,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:54:30",1707,1699,0,8,0,632,624,0,8,0,614,0,2000,1378,315,192,70,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",218,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:21:01",1625,1620,0,4,1,680,675,0,4,1,658,22,1800,1120,351,185,76,46
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",222,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:39:10",1830,1820,8,1,1,695,693,0,1,1,678,17,2000,1305,339,227,78,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",219,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:54:21",1679,1668,9,2,0,701,699,0,2,0,684,17,1800,1099,363,212,77,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 40",221,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:14:54",1955,1933,15,7,0,776,769,0,7,0,738,27,2100,1335,358,263,85,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 41",224,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:47:34",1839,1834,0,5,0,704,699,0,5,0,685,17,2000,1298,348,201,96,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 41",223,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:20:00",1731,1696,31,3,1,636,632,0,3,1,619,17,2000,1364,355,165,73,26
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 41",225,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:48:11",1851,1844,0,7,0,831,824,0,7,0,787,37,2000,1169,421,221,101,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",327,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:47:29",1524,1519,1,3,1,718,714,0,3,1,692,26,1596,878,337,260,53,42
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",325,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:00:42",1392,1378,2,12,0,637,625,0,12,0,614,23,1600,963,258,281,37,38
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",326,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:49:31",1433,1415,12,6,0,613,607,0,6,0,590,23,1600,987,265,229,63,33
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 46",328,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:39:53",1780,1770,0,10,0,816,806,0,10,0,793,23,2000,1184,331,352,50,60
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 49",324,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:30:16",1120,1108,0,11,1,583,571,0,11,1,562,21,1200,617,206,291,26,39
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 49",323,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:03:22",1173,1145,22,6,0,605,599,0,6,0,592,13,1300,695,216,312,23,41
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",258,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:55:02",1306,1299,3,4,0,584,580,0,4,0,575,9,1400,816,310,190,43,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",256,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:19:30",1381,1354,15,12,0,636,623,1,12,0,605,18,1600,977,273,250,45,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",257,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:27:54",1352,1343,0,9,0,464,455,0,9,0,449,15,1600,1136,209,175,41,24
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",362,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:14:37",1127,1116,0,11,0,502,491,0,11,0,483,19,1500,998,179,242,34,28
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",361,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:50:59",1352,1337,0,15,0,643,628,0,15,0,577,66,1600,957,229,281,29,38
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",250,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:55:28",1251,1218,27,6,0,510,504,0,6,0,497,13,1400,890,247,190,29,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",245,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:46:57",1492,1488,0,4,0,586,582,0,4,0,561,25,1600,1012,264,215,46,36
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",248,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:17:49",1472,1465,0,7,0,602,595,0,7,0,544,58,1600,957,233,209,70,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",249,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:16:52",1527,1370,149,8,0,547,539,0,8,0,533,14,1600,1053,234,209,59,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",246,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:34:38",1345,1299,41,5,0,446,441,0,5,0,415,31,1400,954,227,120,49,19
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",247,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:10:46",1256,1240,9,7,0,603,596,0,7,0,583,20,1400,797,301,208,38,36
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",251,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:26:37",1075,1065,2,8,0,452,444,0,8,0,442,10,1200,748,213,146,51,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",274,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 15:38:30",1466,1453,5,8,0,514,506,0,8,0,505,9,1600,1086,217,215,56,17
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",273,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:57:35",1195,1187,2,6,0,517,511,0,6,0,497,20,1300,783,246,178,41,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",276,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:51:36",1730,1720,5,5,0,646,641,0,5,0,624,22,1800,1154,288,227,72,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",275,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:23:27",1283,1277,6,0,0,562,562,0,0,0,542,20,1400,838,209,284,30,19
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",272,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:17:48",1633,1624,1,8,0,644,636,0,8,0,620,24,1800,1156,291,211,78,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",349,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 21:09:48",1187,1135,37,12,3,457,436,6,12,3,437,15,1300,845,192,202,19,24
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",348,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:15:09",1207,1179,24,4,0,476,472,0,4,0,460,16,1300,824,214,183,32,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",266,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:21:12",1451,1439,9,3,0,563,560,0,3,0,548,15,1500,937,255,198,53,42
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",262,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:14:37",1349,1336,9,4,0,648,644,0,4,0,632,16,1600,952,303,244,47,38
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",264,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 01:13:02",1933,1885,29,19,0,891,872,0,19,0,876,15,2000,1109,288,481,46,61
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",265,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:43:36",2175,2140,21,7,7,893,858,21,7,7,820,28,2300,1148,373,312,87,48
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",263,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:13:34",1522,1489,27,6,0,661,655,0,6,0,639,22,1600,939,291,259,50,39
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",261,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:13:57",1331,1319,6,6,0,525,519,0,6,0,508,17,1400,875,242,149,83,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",364,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:26:45",528,513,8,7,0,528,513,8,7,0,499,21,1300,680,199,236,30,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",363,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:28:27",976,960,11,5,0,460,455,0,5,0,452,8,1200,740,191,195,35,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",366,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:27:14",1055,1042,5,6,2,495,487,0,6,2,481,11,1200,700,203,230,21,27
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",365,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:59:24",1189,1178,7,4,0,549,545,0,4,0,525,21,1400,854,188,255,41,41
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",282,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 19:42:50",1614,1601,6,7,0,691,684,0,7,0,675,16,1702,1011,319,265,55,36
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",283,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 19:33:32",1722,1708,1,12,1,891,877,1,12,1,864,27,1800,909,248,521,40,55
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",286,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:40:23",1445,1433,9,3,0,637,634,0,3,0,612,25,1600,963,266,263,48,35
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",285,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 00:33:09",1563,1552,4,7,0,659,651,1,7,0,633,26,1699,1040,328,197,66,42
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",284,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 18:33:21",1279,1244,29,6,0,531,524,1,6,0,518,13,1400,869,244,206,32,36
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",281,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:14:27",1519,1512,0,7,0,652,645,0,7,0,621,29,1700,1048,272,258,47,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ TUDOR ARGHEZI (FOSTA ȘCOALĂ NR. 19)",329,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:31:15",1045,987,44,14,0,406,392,0,14,0,400,6,1200,794,139,197,30,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ TUDOR ARGHEZI (FOSTA ȘCOALĂ NR. 19)",330,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:18:26",873,845,23,5,0,365,360,0,5,0,336,29,1000,635,123,162,26,25
45,"Sector 2","ŞCOALA PROFESIONALĂ SPECIALĂ NR. 3",344,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:48:02",1242,1220,15,7,0,508,500,1,7,0,491,17,1400,892,192,246,30,23
