precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PINTE IOANA-CRISTINA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","MATE MARTA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","NISTOR LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MUZSIC ROBERT-EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","APARASCHIVEI CONSTANTIN-DORU-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","MARIAN CĂLIN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","MANE MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"GRADINIŢA P.N. NR.3",38,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:15",1458,1449,1,8,0,561,553,0,8,0,543,18,1500,939,29,32,203,48,15,120,96
22,HUNEDOARA,"GRADINIŢA P.N. NR.3",37,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:45",1441,1432,4,5,0,544,539,0,5,0,518,26,1500,956,20,30,160,64,21,105,118
22,HUNEDOARA,"GRĂDINIȚA PN+PP NR. 1",166,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:42",1131,1116,0,15,0,456,441,0,15,0,432,24,1300,844,11,24,210,15,8,102,62
22,HUNEDOARA,"GRĂDINIŢA P.P. ”FLOARE DE COLŢ”",55,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 09:09:06",1051,1032,2,6,11,464,446,1,6,11,449,15,1160,696,10,9,192,22,1,144,71
22,HUNEDOARA,"IMOBILUL NR 9 DIN SATUL COAJA",517,VORŢA,92097,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:47",138,88,0,39,11,130,80,0,39,11,126,4,135,5,0,4,62,3,0,55,2
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUŢĂ",10,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:15:37",1162,1120,5,5,32,572,535,0,5,32,550,22,1200,628,21,43,202,65,13,133,73
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUŢĂ",11,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:20",1389,1374,4,11,0,584,573,0,11,0,562,22,1500,916,25,49,203,57,18,125,85
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ",9,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:56",1222,1204,6,10,2,551,539,0,10,2,531,20,1300,749,26,32,191,61,20,136,65
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ",8,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:25",1251,1241,0,10,0,478,468,0,10,0,456,22,1400,922,27,41,148,55,14,94,77
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ (FOSTA ŞCOALĂ GENERALĂ LUCIAN BLAGA NR. 2)",14,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:59",1148,1132,6,10,0,518,508,0,10,0,492,26,1200,682,16,31,199,40,12,130,64
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ (FOSTA ŞCOALĂ GENERALĂ LUCIAN BLAGA NR. 2)",15,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:25",1181,1173,1,7,0,565,557,1,7,0,545,20,1200,635,21,41,176,64,12,173,58
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”CRIŞAN” CRIŞCIOR",352,CRIŞCIOR,87362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:35",1181,1180,0,1,0,654,653,0,1,0,612,42,1297,643,9,10,346,14,3,142,88
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”(FOSTUL LICEU MINIER)",39,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:26:01",829,812,2,9,6,412,397,0,9,6,368,44,1112,700,17,36,145,26,9,90,45
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU” VULCAN",171,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:04",1004,995,1,8,0,394,386,0,8,0,379,15,1100,706,11,10,189,13,3,107,46
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU” VULCAN",170,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:17",1004,994,1,9,0,362,353,0,9,0,344,18,1100,738,5,16,171,14,3,89,46
22,HUNEDOARA,"LICEUL TEHNOLOGIC „NICOLAUS OLAHUS”",136,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:54",1326,1309,6,10,1,550,539,0,10,1,524,26,1500,950,3,16,272,40,9,114,70
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”RETEZAT” URICANI",250,"ORAŞ URICANI",87139,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:02:51",1649,1637,3,6,3,594,585,0,6,3,558,36,1800,1206,7,12,371,21,5,69,73
22,HUNEDOARA,"LICEUL TEORETIC „AUREL VLAICU”",137,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:31",1413,1397,7,8,1,639,629,1,8,1,583,56,1540,901,6,10,308,28,10,126,95
22,HUNEDOARA,"LICEUL TEORETIC „AVRAM IANCU” BRAD",53,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:03",960,951,3,6,0,425,419,0,6,0,408,17,1055,630,10,2,201,20,2,109,64
22,HUNEDOARA,"LICEUL TEORETIC „AVRAM IANCU” BRAD",54,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:20",1005,1001,2,2,0,453,450,1,2,0,434,19,1125,672,7,6,181,37,4,140,59
22,HUNEDOARA,"LICEUL TEORETIC ”MIRCEA ELIADE” LUPENI",120,"MUNICIPIUL LUPENI",87059,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:37:58",1352,1334,0,17,1,483,465,0,17,1,460,23,1500,1017,4,11,323,14,8,35,65
22,HUNEDOARA,"LICEUL TEORETIC ”MIRCEA ELIADE” LUPENI",121,"MUNICIPIUL LUPENI",87059,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 09:33:36",856,847,1,8,0,268,260,0,8,0,256,10,1000,732,4,6,181,9,0,16,40
22,HUNEDOARA,"LICEU TEHNOLOGIC OVID DENSUŞIANU",191,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:02:40",1486,1467,2,13,4,699,682,0,13,4,665,34,1600,901,10,19,218,69,16,221,112
22,HUNEDOARA,"MAGAZIN SĂTESC DIN SATUL PLOP",370,GHELARI,86883,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:51:39",34,19,0,15,0,27,12,0,15,0,27,0,36,9,0,0,23,0,0,3,1
22,HUNEDOARA,"OCOLUL SILVIC SIMERIA",243,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:20",1397,1375,0,19,3,706,684,0,19,3,675,31,1360,654,18,14,263,46,12,227,95
22,HUNEDOARA,"OFICIUL DE CADASTRU ȘI PUBLICITATE IMOBILIARĂ HUNEDOARA",4,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:24:26",1281,1275,0,6,0,577,571,0,6,0,554,22,1400,824,22,46,183,58,9,157,79
22,HUNEDOARA,"OFICIUL DE CADASTRU ȘI PUBLICITATE IMOBILIARĂ HUNEDOARA",5,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:14",1331,1324,0,7,0,545,538,0,7,0,524,21,1400,855,29,40,160,61,19,135,80
22,HUNEDOARA,"OFICIUL DE GOSPODĂRIRE A APELOR",135,"MUNICIPIUL ORĂŞTIE",87638,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:04:20",1532,1521,2,9,0,677,668,0,9,0,642,25,1600,923,10,12,328,64,5,145,78
22,HUNEDOARA,"PALATUL CULTURAL LUPENI",110,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:13",1518,1511,0,7,0,708,701,0,7,0,684,24,1700,992,3,14,501,11,4,61,90
22,HUNEDOARA,"PRIMĂRIA BULZEȘTII DE SUS SALA DE ȘEDINȚĂ",325,"BULZEŞTII DE SUS",88920,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:08",226,130,1,93,2,203,107,1,93,2,184,19,210,7,4,0,69,8,2,87,14
22,HUNEDOARA,"PRIMĂRIA COMUNEI BALŞA",259,BALŞA,87843,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:06:13",254,216,14,14,10,164,135,5,14,10,163,1,252,88,0,3,22,1,1,129,7
22,HUNEDOARA,"PRIMĂRIA COMUNEI BĂTRÂNA",280,BĂTRÂNA,88216,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:49:33",126,90,0,34,2,99,63,0,34,2,99,0,139,40,0,4,82,2,0,8,3
22,HUNEDOARA,"PRIMĂRIA COMUNEI BUCEŞ",314,BUCEŞ,88788,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:58",134,121,0,5,8,97,84,0,5,8,95,2,140,43,0,0,50,2,1,34,8
22,HUNEDOARA,"PRIMĂRIA COMUNEI CRIȘCIOR - CASA CĂSĂTORIILOR",351,CRIŞCIOR,87362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:34",1288,1267,4,7,10,813,796,0,7,10,773,40,1400,587,6,5,465,18,4,199,76
22,HUNEDOARA,"PRIMĂRIA COMUNEI GHELARI",367,GHELARI,86883,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:20:46",631,599,5,20,7,388,363,0,20,5,365,23,672,284,5,6,166,19,1,141,27
22,HUNEDOARA,"PRIMARIA COMUNEI LELESE, SALA BIBLIONET",390,LELESE,90066,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:14:19",148,129,0,8,11,104,85,0,8,11,103,1,153,49,0,1,80,0,0,16,6
22,HUNEDOARA,"PRIMĂRIA COMUNEI RAPOLTU MARE",428,"RAPOLTU MARE",90663,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:00",780,753,0,17,10,531,504,0,17,10,512,19,830,299,15,7,212,17,4,133,124
22,HUNEDOARA,"PRIMĂRIA MUNICIPIULUI ORĂŞTIE",138,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:22",1377,1365,4,8,0,594,586,0,8,0,575,19,1500,906,11,11,275,54,5,127,92
22,HUNEDOARA,"PRIMĂRIA ORAŞULUI HAŢEG",214,"ORAŞ HAŢEG",87576,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:28:35",1485,1429,1,39,16,942,887,0,39,16,922,11,1600,662,8,13,433,51,6,252,159
22,HUNEDOARA,"SALĂ DE ȘEDINȚE PRIMĂRIA COMUNEI GURASADA",372,GURASADA,89687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:21",623,552,0,47,24,417,346,0,47,24,395,22,650,233,2,3,232,3,1,110,44
22,HUNEDOARA,"SALA DE SPORT",175,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:44:49",1378,1371,1,6,0,537,531,0,6,0,513,24,1500,963,11,12,209,30,6,159,86
22,HUNEDOARA,"SALA DE SPORT A ŞCOLII GIMNAZIALE „DOMINIC STANCA”",129,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:40",1461,1443,7,11,0,589,578,0,11,0,572,17,1700,1111,9,10,262,53,8,131,99
22,HUNEDOARA,"SALA SPORTURILOR",7,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:05",1218,1205,4,7,2,541,532,0,7,2,520,21,1300,759,25,42,187,50,11,141,64
22,HUNEDOARA,"SALA SPORTURILOR",6,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:12",1229,1212,1,16,0,540,524,0,16,0,520,20,1400,860,21,40,186,53,19,140,61
22,HUNEDOARA,"ŞCOALA CU CLASELE I-IV GARĂ",134,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:10",1388,1381,0,6,1,552,545,0,6,1,512,40,1500,948,4,11,294,36,10,78,79
22,HUNEDOARA,"ŞCOALA GENERALĂ ALMAŞU MIC DE MUNTE",260,BALŞA,87843,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:31:09",69,53,0,9,7,47,31,0,9,7,47,0,58,10,1,2,5,1,0,34,4
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂRĂSTĂU",254,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:36:46",151,145,0,6,0,93,87,0,6,0,92,1,165,72,2,0,42,1,0,38,9
22,HUNEDOARA,"ŞCOALA GENERALĂ CĂRMĂZĂNEŞTI",374,GURASADA,89687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:56:34",77,72,0,5,0,50,45,0,5,0,47,3,80,30,0,2,23,1,0,20,1
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂSTĂU",282,BERIU,88261,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:30",1158,1139,0,10,9,676,657,0,10,9,651,25,1250,574,5,9,202,27,6,306,96
22,HUNEDOARA,"ȘCOALA GENERALĂ CLASELE I-VIII TOTEȘTI",493,TOTEŞTI,91624,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:55:45",284,271,0,4,9,225,212,0,4,9,221,4,303,78,5,2,166,8,1,22,17
22,HUNEDOARA,"ȘCOALA GENERALĂ CLS.1-4 ȘTEIA",487,TOMEŞTI,91447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:19",277,258,0,8,11,248,229,0,8,11,243,5,329,81,1,2,97,3,2,131,7
22,HUNEDOARA,"ȘCOALA GENERALĂ CU CLS. I-IV NOJAG",347,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:11",208,189,0,12,7,150,131,0,12,7,148,2,210,60,1,3,78,7,1,50,8
22,HUNEDOARA,"ȘCOALA GENERALĂ CU CLS. I-IV VĂRMAGA",350,"CERTEJU DE SUS",89240,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:49:30",265,245,4,13,3,169,153,0,13,3,162,7,270,101,0,0,102,4,0,34,22
22,HUNEDOARA,"ȘCOALA GENERALĂ LUNCA",255,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:37",224,214,0,7,3,138,128,0,7,3,136,2,245,107,2,1,37,4,0,63,29
22,HUNEDOARA,"ŞCOALA GENERALĂ OHABA DE SUB PIATRĂ",460,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:36",164,159,0,4,1,101,96,0,4,1,97,4,177,76,1,7,64,3,1,11,10
22,HUNEDOARA,"ŞCOALA GENERALĂ PAROŞ",461,"SĂLAŞU DE SUS",91116,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:40:50",264,246,0,8,10,205,187,0,8,10,201,4,270,65,0,8,128,9,1,46,9
22,HUNEDOARA,"ŞCOALA GENERALĂ RÂU ALB",462,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:56",164,157,0,6,1,105,98,0,6,1,104,1,175,70,0,4,58,4,0,29,9
22,HUNEDOARA,"ŞCOALA GENERALĂ RÎU DE MORI",436,"RÂU DE MORI",90878,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:16:55",852,825,1,10,16,625,599,0,10,16,548,42,925,335,1,3,401,11,10,64,58
22,HUNEDOARA,"ŞCOALA GENERALĂ SĂLAŞU DE JOS",464,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:26:28",183,180,0,2,1,127,124,0,2,1,125,2,198,71,1,0,63,10,0,31,20
22,HUNEDOARA,"SCOALA GENERALA SIMERIA VECHE",246,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:39",345,331,2,11,1,197,185,0,11,1,190,7,332,135,2,6,77,12,2,67,24
22,HUNEDOARA,"ŞCOALA GENERALĂ SULIGHETE",480,ŞOIMUŞ,91330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:07",234,225,0,8,1,158,149,0,8,1,155,3,248,90,0,1,40,1,0,101,12
22,HUNEDOARA,"ȘCOALA GENERALĂ ŢĂRĂŢEL",59,"MUNICIPIUL BRAD",87291,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:01",575,567,1,7,0,280,273,0,7,0,270,10,680,400,3,4,117,16,3,77,50
22,HUNEDOARA,"ŞCOALA GENERALĂ VALEA BRADULUI",60,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:28",583,575,1,7,0,269,262,0,7,0,259,10,650,381,9,2,116,15,0,58,59
22,HUNEDOARA,"ŞCOALA GENERALĂ VĂLIŞOARA",265,BALŞA,87843,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:02:38",59,52,1,5,1,31,25,0,5,1,29,2,58,27,0,0,6,0,0,20,3
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ",189,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:43",1084,1056,1,20,7,521,494,0,20,7,501,20,1100,579,2,14,160,28,10,197,90
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ",190,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:40",1403,1371,1,18,13,643,615,0,18,10,612,29,1500,857,3,15,191,62,11,237,93
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”ARON DENSUȘIANU”, HAȚEG",216,"ORAŞ HAŢEG",87576,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:14:07",1601,1546,0,49,6,927,872,0,49,6,878,40,1695,777,14,14,346,97,7,204,196
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” BAIA DE CRIŞ",253,"BAIA DE CRIŞ",87745,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:55:22",584,574,3,5,2,361,353,1,5,2,344,9,639,286,2,1,98,7,1,198,37
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ AVRAM STANCA (ȘCOALA GENERALĂ NR.4)",145,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:12",989,982,1,6,0,420,414,0,6,0,390,30,1200,780,17,38,150,38,4,59,84
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ AVRAM STANCA (ȘCOALA GENERALĂ NR.4)",146,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:43",1583,1572,1,7,3,701,691,0,7,3,678,23,1700,999,20,28,293,64,13,124,136
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ BĂIEŞTI (CORP CLS. I-IV)",417,PUI,90538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:51",141,134,0,6,1,141,134,0,6,1,134,7,210,69,3,1,38,16,1,57,18
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ BĂNIȚA",279,BĂNIŢA,87246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:48",1078,1000,0,48,30,824,746,0,48,30,807,17,1094,270,3,4,390,14,1,340,55
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ BRETEA ROMÂNĂ",303,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:16:49",216,206,1,9,0,134,125,0,9,0,128,6,226,92,1,1,79,2,1,31,13
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ CARMEN SYLVA (ȘCOALA GENERALĂ NR.6)",153,"MUNICIPIUL PETROŞANI",86990,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:24:29",1554,1551,0,3,0,617,614,0,3,0,578,39,1700,1083,16,33,232,71,15,77,134
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ CARMEN SYLVA (ȘCOALA GENERALĂ NR.6)",154,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:06",1473,1467,0,6,0,506,500,0,6,0,469,37,1600,1094,19,16,251,12,0,54,117
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „DOMINIC STANCA”",131,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:27",1355,1344,1,10,0,495,485,0,10,0,482,13,1500,1005,13,10,220,35,6,103,95
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „DR. A. VLAD”",133,"MUNICIPIUL ORĂŞTIE",87638,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:22:05",1555,1520,4,5,26,687,661,4,5,17,664,23,1700,1013,16,21,296,64,8,141,118
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „HOREA CLOŞCA ŞI CRIŞAN”",56,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:18",1041,1036,2,3,0,416,413,0,3,0,400,16,1040,624,19,3,200,24,2,94,58
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ I.G. DUCA (ȘCOALA GENERALĂ NR. 1 - SEDIUL NOU)",142,"MUNICIPIUL PETROŞANI",86990,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:34:11",1280,1267,3,9,1,576,566,0,9,1,526,41,1409,842,21,33,216,39,6,111,100
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”I. G. DUCA” (ȘCOALA GENERALĂ NR.1) SEDIUL VECHI",140,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:57",1557,1549,1,5,2,672,665,0,5,2,627,45,1700,1028,32,52,243,62,7,121,110
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ I.G.DUCA (ȘCOALA GENERALĂ NR. 1 - SEDIUL VECHI)",141,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:03:00",1408,1400,1,7,0,584,577,0,7,0,548,36,1600,1016,25,32,227,47,11,102,104
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA",225,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:34:40",1173,1164,1,8,0,468,460,0,8,0,459,9,1200,732,14,20,253,44,7,34,87
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA (GRĂDINIȚA CU PROGRAM NORMAL „I.D.SÎRBU”)",224,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:57",1302,1289,1,10,2,512,500,0,10,2,476,36,1400,888,4,26,268,25,29,49,75
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA (GRĂDINIȚA CU PROGRAM NORMAL „I.D.SÎRBU”)",223,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:52:14",1337,1328,0,8,1,524,515,0,8,1,502,13,1600,1076,32,59,15,236,22,23,115
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION GHEORGHE DUCA” PETROȘANI - GRĂDINIȚA CU PROGRAM NORMAL ȘI PRELUNGIT",148,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:59:53",843,832,2,9,0,347,338,0,9,0,327,20,1000,653,14,30,126,35,8,63,51
22,HUNEDOARA,"SCOALA GIMNAZIALA ISCRONI",187,"ORAŞ ANINOASA",87219,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:12:34",1268,1262,0,3,3,541,535,0,3,3,514,27,1400,859,5,13,209,29,3,111,144
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ LUNCA CERNII DE JOS",393,"LUNCA CERNII DE JOS",90119,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:25",354,343,2,9,0,251,242,0,9,0,241,10,377,126,0,2,64,2,0,164,9
22,HUNEDOARA,"ŞCOALA GIMNAZIALA „MIRCEA SÂNTIMBREANU”",49,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:54:18",1373,1370,1,2,0,598,596,0,2,0,567,31,1640,1042,14,9,269,58,3,153,61
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",51,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:01",1187,1183,0,4,0,478,474,0,4,0,462,16,1180,702,4,0,220,0,25,123,90
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",52,"MUNICIPIUL BRAD",87291,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:01",1221,1202,2,2,15,480,463,0,2,15,465,15,1280,800,10,7,289,23,3,86,47
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",50,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:39:34",1179,1176,0,3,0,462,459,0,3,0,442,20,1200,738,6,9,194,30,4,135,64
