precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PINTE IOANA-CRISTINA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","MATE MARTA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","NISTOR LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MUZSIC ROBERT-EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","APARASCHIVEI CONSTANTIN-DORU-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","MARIAN CĂLIN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","MANE MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:39:36",840,823,1,10,6,405,389,0,10,6,385,20,900,495,1,7,206,12,0,104,55
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",513,VEŢEL,91982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:12",923,908,7,6,2,529,518,3,6,2,512,17,1000,471,6,12,204,16,3,185,86
22,HUNEDOARA,"CĂMINUL CULTURAL NUCȘOARA",459,"SĂLAŞU DE SUS",91116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:35:29",242,226,5,6,5,174,162,1,6,5,173,1,250,76,1,0,89,3,1,75,4
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIȘU MARE",309,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:48",182,171,0,10,1,133,122,0,10,1,131,2,192,59,0,9,68,2,0,38,14
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIŞU MIC",408,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:21",313,304,3,4,2,228,222,0,4,2,221,7,350,122,1,0,72,5,0,102,41
22,HUNEDOARA,"CĂMINUL CULTURAL OHABA",389,"LĂPUGIU DE JOS",89954,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:34",497,418,0,74,5,350,271,0,74,5,335,15,498,148,1,0,156,0,1,146,31
22,HUNEDOARA,"CĂMINUL CULTURAL ORMINDEA",278,BĂIŢA,88092,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:50",459,443,4,4,8,281,269,1,4,7,278,3,500,219,2,9,122,11,1,107,26
22,HUNEDOARA,"CĂMINUL CULTURAL OSTROV",438,"RÂU DE MORI",90878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:41",361,357,1,1,2,268,264,1,1,2,263,4,400,132,0,1,190,4,2,49,17
22,HUNEDOARA,"CĂMINUL CULTURAL PANC",361,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:35:38",156,135,0,15,6,109,88,0,15,6,105,4,150,41,0,0,74,2,0,12,17
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:44",151,137,0,9,5,120,106,0,9,5,118,2,150,30,0,6,76,5,0,22,9
22,HUNEDOARA,"CĂMINUL CULTURAL PĂULIŞ",479,ŞOIMUŞ,91330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:44",566,555,0,10,1,355,344,0,10,1,351,4,620,265,4,1,123,15,2,166,40
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTEANA",355,DENSUŞ,89348,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:55:21",312,282,4,18,8,239,210,3,18,8,231,4,290,51,2,3,88,1,0,130,7
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTENIȚA",356,DENSUŞ,89348,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:59:54",225,213,0,8,4,163,151,0,8,4,162,1,176,13,0,1,59,8,1,76,17
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:16:52",214,188,3,22,1,160,137,0,22,1,156,4,200,40,1,4,78,5,1,54,13
22,HUNEDOARA,"CĂMINUL CULTURAL POGĂNEȘTI",523,ZAM,92177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:15",204,192,0,12,0,120,108,0,12,0,113,7,232,112,0,1,36,12,2,42,20
22,HUNEDOARA,"CĂMINUL CULTURAL POIANA",263,BALŞA,87843,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:10:15",77,63,0,8,6,66,52,0,8,6,64,2,80,14,0,0,23,1,0,38,2
22,HUNEDOARA,"CĂMINUL CULTURAL POIENI",357,DENSUŞ,89348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:52",81,48,0,24,9,81,48,0,24,9,81,0,90,9,0,1,64,0,0,13,3
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIŢA",264,BALŞA,87843,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:24:25",77,68,1,5,3,50,41,1,5,3,49,1,75,25,0,1,18,1,2,23,4
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIȚA VOINII",329,BUNILA,89026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:00",79,71,0,8,0,69,61,0,8,0,69,0,83,14,0,0,41,0,0,24,4
22,HUNEDOARA,"CĂMINUL CULTURAL POPEŞTI",339,CÂRJIŢI,86749,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:57:50",134,114,0,19,1,87,67,0,19,1,85,2,126,39,1,4,23,3,6,32,16
22,HUNEDOARA,"CĂMINUL CULTURAL PRICAZ",498,TURDAŞ,91688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:50",1107,1065,1,25,16,716,675,0,25,16,685,31,1180,464,3,4,345,7,1,255,70
22,HUNEDOARA,"CAMINUL CULTURAL RĂCHITOVA",433,RĂCHITOVA,90725,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:53",566,492,1,44,29,460,386,1,44,29,455,5,550,90,0,4,360,8,0,53,30
22,HUNEDOARA,"CĂMINUL CULTURAL RĂDULEȘTI",362,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:33",143,134,0,8,1,95,86,0,8,1,89,6,148,53,3,5,59,2,0,8,12
22,HUNEDOARA,"CĂMINUL CULTURAL RAPOLŢEL",432,"RAPOLTU MARE",90663,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:02",181,174,0,6,1,114,107,0,6,1,108,6,200,86,1,3,32,9,0,20,43
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU BĂRBAT",424,PUI,90538,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:10:02",187,145,0,27,15,143,101,0,27,15,123,4,160,33,0,1,85,2,0,30,5
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU MIC",463,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:58",141,136,0,4,1,101,96,0,4,1,99,2,150,49,0,1,60,7,0,23,8
22,HUNEDOARA,"CĂMINUL CULTURAL RENGHET",212,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:35",168,157,0,9,2,124,113,0,9,2,120,4,200,76,0,2,44,2,0,62,10
22,HUNEDOARA,"CĂMINUL CULTURAL RIBIŢA",442,RIBIŢA,90805,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:26",523,469,0,23,31,400,346,0,23,31,384,16,557,157,2,5,208,8,0,130,31
22,HUNEDOARA,"CĂMINUL CULTURAL RIȘCA",256,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:19",177,167,0,8,2,133,123,0,8,2,131,2,188,55,2,2,32,3,3,66,23
22,HUNEDOARA,"CĂMINUL CULTURAL ROȘCANI",363,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:52",580,528,1,23,28,387,336,0,23,28,371,16,581,194,5,4,260,8,1,31,62
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",300,BRĂNIŞCA,88546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:58",194,177,0,17,0,127,110,0,17,0,118,9,140,13,0,1,63,4,0,34,16
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",323,BUCUREŞCI,88868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:11",141,123,0,16,2,109,91,0,16,2,107,2,137,28,0,0,83,4,0,16,4
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",371,GHELARI,86883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:26:25",115,104,1,9,1,68,58,0,9,1,63,5,108,40,2,0,47,0,0,11,3
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA-BRAD",58,"MUNICIPIUL BRAD",87291,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:12",157,151,0,6,0,67,61,0,6,0,62,5,252,185,3,1,21,3,1,21,12
22,HUNEDOARA,"CĂMINUL CULTURAL RUȘI",311,"BRETEA ROMÂNĂ",88644,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:55:32",134,128,0,6,0,134,128,0,6,0,130,4,214,80,2,2,67,5,1,19,34
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂMAȘ",384,ILIA,89856,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:31:46",187,164,10,7,6,109,96,0,7,6,107,2,192,83,2,1,67,6,1,11,19
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂRÂMB",348,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:26",170,156,2,11,1,104,92,0,11,1,101,3,180,76,0,2,42,4,1,39,13
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLAȘU DE SUS",456,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:02",431,404,1,17,9,293,267,0,17,9,283,10,459,166,2,4,147,4,1,92,33
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLCIVA",524,ZAM,92177,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:45",404,390,2,12,0,256,244,0,12,0,239,17,424,168,3,0,81,6,1,105,43
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLIŞTIOARA",510,VĂLIŞOARA,91937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:56",232,226,0,5,1,157,151,0,5,1,155,2,264,107,2,2,83,0,2,38,28
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",472,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:08",213,200,0,8,5,160,149,0,8,3,153,7,237,77,0,0,78,11,1,35,28
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA DE PIATRĂ",199,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:16",130,118,0,8,4,101,89,0,8,4,101,0,150,49,0,3,40,3,0,45,10
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:33",636,619,0,8,9,452,435,0,8,9,438,14,690,238,3,19,199,48,1,82,86
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTANDREI",245,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:06",915,911,1,2,1,488,485,0,2,1,454,31,900,414,7,16,169,17,3,170,72
22,HUNEDOARA,"CĂMINUL CULTURAL SÂRBI",385,ILIA,89856,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:48",349,344,0,3,2,221,216,0,3,2,216,5,390,169,0,1,148,6,1,16,44
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:17",425,399,0,5,21,358,332,0,5,21,348,7,522,164,0,5,136,12,0,164,31
22,HUNEDOARA,"CĂMINUL CULTURAL SERECA",285,BERIU,88261,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:35",243,232,0,9,2,167,156,0,9,2,161,6,250,83,1,1,80,5,1,60,13
22,HUNEDOARA,"CĂMINUL CULTURAL ŞESURI",324,BUCUREŞCI,88868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:00",339,304,0,22,13,284,249,0,22,13,282,2,363,79,0,0,86,7,1,177,11
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:43",243,212,0,23,8,243,212,0,23,8,239,4,350,107,4,2,75,23,2,108,25
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:05",253,240,0,9,4,202,189,0,9,4,189,13,308,106,2,1,48,15,0,104,19
22,HUNEDOARA,"CĂMINUL CULTURAL SÎNTUHALM",46,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:25:58",661,646,0,9,6,318,303,0,9,6,301,17,900,582,23,23,89,24,8,90,44
22,HUNEDOARA,"CĂMINUL CULTURAL ŞOIMUŞ",474,ŞOIMUŞ,91330,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:11",1090,1072,1,7,10,677,660,0,7,10,643,34,1200,523,8,11,154,15,7,366,82
22,HUNEDOARA,"CĂMINUL CULTURAL STÂNCEȘTI",364,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:43:12",102,94,0,7,1,59,51,0,7,1,59,0,104,45,1,1,33,3,2,6,13
22,HUNEDOARA,"CĂMINUL CULTURAL ȘTEI",358,DENSUŞ,89348,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:42:47",228,176,0,45,7,187,135,0,45,7,185,2,210,23,0,1,140,3,0,30,11
22,HUNEDOARA,"CĂMINUL CULTURAL STREISÎNGEORGIU",202,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:58",657,641,0,7,9,419,403,0,7,9,403,16,700,281,1,32,141,24,1,146,58
22,HUNEDOARA,"CĂMINUL CULTURAL TĂMĂŞASA",402,MĂRTINEŞTI,90262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:03:52",123,106,0,9,8,77,61,0,9,7,74,3,120,43,1,1,56,5,0,9,2
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",301,BRĂNIŞCA,88546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:58:24",89,75,0,14,0,57,43,0,14,0,50,7,400,43,2,0,21,0,0,23,4
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",302,BRĂNIŞCA,88546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:20",147,141,0,4,2,90,84,0,4,2,86,3,180,91,0,1,28,3,0,24,30
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",295,BOŞOROD,88449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:02",152,144,2,4,2,124,118,0,4,2,123,1,160,36,0,2,69,6,1,35,10
22,HUNEDOARA,"CĂMINUL CULTURAL TĂTĂRĂŞTI",333,BURJUC,89080,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:52",163,147,0,13,3,97,81,0,13,3,97,0,155,58,3,2,60,12,1,14,5
22,HUNEDOARA,"CĂMINUL CULTURAL TELIUCU INFERIOR",481,"TELIUCU INFERIOR",86936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:31:59",1243,1198,0,15,30,723,678,0,15,30,698,25,1300,577,1,3,354,17,7,274,42
22,HUNEDOARA,"CĂMINUL CULTURAL TISA",334,BURJUC,89080,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:30",121,93,0,26,2,79,51,0,26,2,77,2,106,27,2,0,20,7,0,43,5
22,HUNEDOARA,"CĂMINUL CULTURAL TOMEŞTI",485,TOMEŞTI,91447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:45",217,201,1,10,5,166,151,0,10,5,163,3,225,59,2,2,55,1,0,95,8
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA",488,TOPLIŢA,91535,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:17",206,149,0,54,3,162,105,0,54,3,162,0,180,18,0,4,51,19,1,72,15
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA MUREȘULUI",349,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:49:44",85,71,0,9,5,64,50,0,9,5,63,1,90,26,0,2,22,1,0,33,5
22,HUNEDOARA,"CĂMINUL CULTURAL TURDAŞ",497,TURDAŞ,91688,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:47:15",421,408,0,7,6,267,254,0,7,6,254,10,450,186,3,2,106,6,3,107,27
22,HUNEDOARA,"CĂMINUL CULTURAL UIBĂREŞTI",446,RIBIŢA,90805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:34:45",60,48,0,8,4,47,35,0,8,4,46,1,52,5,0,0,26,0,0,15,5
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",296,BOŞOROD,88449,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:58",55,46,0,9,0,35,26,0,9,0,35,0,54,19,0,2,8,6,0,13,6
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLARI",492,TOPLIŢA,91535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:25:46",51,25,0,24,2,48,22,0,24,2,48,0,53,5,0,3,27,0,0,16,2
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA DÎLJII",441,"RÂU DE MORI",90878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:00",186,177,0,5,4,154,145,0,5,4,151,3,200,46,2,1,98,4,0,29,17
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA LUNGĂ",386,ILIA,89856,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:59",99,85,0,8,6,75,61,0,8,6,70,5,102,27,0,0,55,1,0,7,7
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA POIENII",518,VORŢA,92097,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:59:41",134,82,0,47,5,134,82,0,47,5,129,5,155,21,0,1,73,0,0,45,10
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLIŞOARA",508,VĂLIŞOARA,91937,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:33:44",605,563,0,26,16,414,372,0,26,16,400,13,665,251,9,2,220,8,4,112,45
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:10",924,903,4,9,8,537,520,0,9,8,522,15,1000,463,16,12,200,18,3,166,107
22,HUNEDOARA,"CĂMINUL CULTURAL ”VIOREL BRANA” CRIŞAN",443,RIBIŢA,90805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:47",329,294,1,14,20,268,233,1,14,20,263,5,345,77,2,6,148,1,0,86,20
22,HUNEDOARA,"CĂMINUL CULTURAL VISCA",519,VORŢA,92097,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 08:57:04",422,292,0,112,18,367,237,0,112,18,356,10,411,45,1,0,186,3,0,148,18
22,HUNEDOARA,"CĂMINUL CULTURAL VOIA",266,BALŞA,87843,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:09:54",79,64,0,3,12,57,42,0,3,12,55,2,70,13,1,0,12,0,1,37,4
22,HUNEDOARA,"CĂMINUL CULTURAL ZAM",520,ZAM,92177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:43",521,497,2,22,0,363,340,1,22,0,347,16,574,211,2,4,134,26,0,134,47
22,HUNEDOARA,"CĂMINUL CULTURAL ZĂVOI",465,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:07:10",111,105,0,5,1,85,79,0,5,1,83,2,115,30,0,5,42,2,0,29,5
22,HUNEDOARA,"CĂMINUL CULTURAL ZDRAPȚI",353,CRIŞCIOR,87362,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:07:26",716,706,2,4,4,429,421,0,4,4,412,16,800,371,4,2,212,8,1,138,47
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL",169,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:35",1291,1286,0,5,0,524,519,0,5,0,500,24,1400,876,9,21,253,20,6,122,69
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL (FOSTA CANTINA LICEU MINER)",44,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:15:51",1012,995,2,12,3,440,425,0,12,3,413,27,1100,660,26,22,134,44,13,110,64
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:06:28",1746,1671,10,32,33,1138,1070,3,32,33,1040,30,1800,730,12,19,414,81,10,343,161
22,HUNEDOARA,"CASA CĂSĂTORIILOR",193,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:53:33",1292,1272,0,12,8,618,598,0,12,8,598,20,1482,864,4,23,221,61,8,184,97
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:02",188,166,1,19,2,133,112,0,19,2,124,9,155,22,1,2,103,3,0,5,10
22,HUNEDOARA,"CASA DE CULTURA",48,"MUNICIPIUL BRAD",87291,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:44:55",914,903,0,7,4,430,419,0,7,4,417,13,1040,610,16,9,202,23,2,111,54
22,HUNEDOARA,"CASA DE CULTURA",47,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:34:50",804,792,5,7,0,352,344,1,7,0,343,9,1036,684,7,10,157,37,2,109,21
22,HUNEDOARA,"CASA DE CULTURĂ",128,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:45",1537,1517,9,11,0,724,713,0,11,0,683,41,1700,976,7,10,323,59,12,168,104
22,HUNEDOARA,"CASA DE CULTURĂ „LADISLAU SCHMIDT”",222,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:44:04",1367,1359,0,7,1,547,539,0,7,1,523,24,1600,1053,11,20,281,32,17,46,116
22,HUNEDOARA,"CASA DE CULTURĂ URICANI",251,"ORAŞ URICANI",87139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:46",1637,1622,0,6,9,667,653,0,6,8,637,30,1800,1133,13,0,452,17,0,79,76
22,HUNEDOARA,"CASA MAGHIARĂ DEVA ( FOSTA CASA ARMATEI)",32,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:35",1116,1096,10,8,2,550,539,1,8,2,535,15,1200,650,19,112,154,47,13,140,50
22,HUNEDOARA,"CASA MAGHIARĂ DEVA (FOSTA CASA ARMATEI)",33,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:23",1249,1219,16,14,0,631,617,0,14,0,610,21,1400,769,30,52,164,70,17,206,71
22,HUNEDOARA,"CASA PENSIONARILOR",161,"MUNICIPIUL PETROŞANI",86990,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:42:48",1398,1392,0,6,0,521,515,0,6,0,486,35,1600,1079,17,29,223,16,7,61,133
22,HUNEDOARA,"CASA PENSIONARILOR",162,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:56",1023,1016,0,7,0,378,371,0,7,0,359,19,1100,722,10,19,158,13,6,27,126
22,HUNEDOARA,"CASA PENSIONARILOR LONEA",233,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:13:03",1190,1172,6,11,1,598,582,4,11,1,580,18,1200,602,6,19,368,24,20,35,108
22,HUNEDOARA,"CASA SATULUI UROI",247,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:44",528,510,10,8,0,297,289,0,8,0,286,11,515,218,10,3,106,13,2,117,35
22,HUNEDOARA,"CASA TINERETULUI CINCIȘAN",482,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:08",539,516,0,12,11,369,346,0,12,11,358,11,550,181,0,2,168,1,2,158,27
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",1,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:28:49",1681,1665,0,16,0,782,766,0,16,0,748,34,1800,1018,43,48,280,89,14,200,74
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",2,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:18:08",1109,1097,0,12,0,498,486,0,12,0,485,13,1191,693,14,22,183,56,11,129,70
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",3,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:48",1404,1385,12,7,0,643,636,0,7,0,628,15,1600,957,26,40,235,74,14,158,81
22,HUNEDOARA,"CENTRUL CULTURAL RECREATIV PLOSCA",484,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:15",264,256,0,4,4,153,145,0,4,4,144,9,300,147,2,3,53,3,0,75,8
