precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GALIŞ FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIONCA-ARGHIR IUSTIN-MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","FIFOR MIHAI-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","PERO TAMAS-CAROL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DOROŢIU FLORIN-DORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ANGHEL RAZVAN-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","KISS DAN-MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMINUL CULTURAL SOCODOR",362,SOCODOR,12126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:27",1008,939,0,21,48,676,607,0,21,48,646,30,1040,364,59,428,123,6,4,11,15
2,ARAD,"CĂMINUL CULTURAL ŞOFRONEA",387,ŞOFRONEA,9360,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:48:23",1915,1876,6,12,21,1093,1060,0,12,21,1054,39,2050,957,274,382,113,181,13,52,39
2,ARAD,"CĂMINUL CULTURAL ŞOIMUŞ",219,BRAZII,10239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:21:02",71,64,0,5,2,61,54,0,5,2,58,3,80,19,6,29,21,0,0,2,0
2,ARAD,"CĂMINUL CULTURAL STEJAR",408,"VĂRĂDIA DE MUREŞ",12572,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:57",112,102,0,7,3,87,77,0,7,3,82,5,120,33,19,17,40,1,0,3,2
2,ARAD,"CĂMINUL CULTURAL TĂGĂDĂU",208,BELIU,9930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:29",406,378,1,11,16,280,252,1,11,16,261,19,430,150,18,134,92,1,3,6,7
2,ARAD,"CĂMINUL CULTURAL TĂLAGIU",339,PLEŞCUŢA,11762,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:48",315,295,0,13,7,243,224,0,12,7,228,14,330,88,12,80,116,2,0,13,5
2,ARAD,"CĂMINUL CULTURAL TAUŢ",389,TAUŢ,12457,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:54",630,545,2,47,36,427,344,0,47,36,422,5,590,163,162,125,114,2,4,9,6
2,ARAD,"CĂMINUL CULTURAL TEMEŞEŞTI",343,SĂVÂRŞIN,11842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:07",105,95,0,8,2,75,65,0,8,2,73,2,110,35,29,21,20,0,0,1,2
2,ARAD,"CĂMINUL CULTURAL ŢIPAR I",360,"SINTEA MARE",12055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:16",1125,1105,1,5,14,657,638,0,5,14,572,85,1230,573,31,222,229,73,9,7,1
2,ARAD,"CĂMINUL CULTURAL TISA",288,HĂLMAGIU,11058,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:34",157,139,0,11,7,124,106,0,11,7,123,1,150,26,7,63,43,1,4,2,3
2,ARAD,"CĂMINUL CULTURAL TISA NOUĂ",263,FÂNTÂNELE,9280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:32",855,847,1,4,3,524,516,1,4,3,506,18,940,416,34,302,146,2,1,11,10
2,ARAD,"CĂMINUL CULTURAL TOC",344,SĂVÂRŞIN,11842,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:16",346,331,1,8,6,229,215,0,8,6,225,4,370,141,38,127,54,1,0,4,1
2,ARAD,"CĂMINUL CULTURAL TROAȘ",345,SĂVÂRŞIN,11842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:12",138,130,0,8,0,83,75,0,8,0,80,3,140,57,29,31,15,1,3,0,1
2,ARAD,"CĂMINUL CULTURAL URVIŞU DE BELIU",299,HĂŞMAŞ,11236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:41",169,156,0,7,6,146,133,0,7,6,137,9,190,35,75,29,16,1,0,8,8
2,ARAD,"CĂMINUL CULTURAL UTVINIȘ",438,"ZIMANDU NOU",12876,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:03",186,184,2,0,0,113,113,0,0,0,105,8,200,87,6,78,11,1,0,7,2
2,ARAD,"CĂMINUL CULTURAL VÎRFURILE",409,VÂRFURILE,12689,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:01:59",923,888,4,10,21,556,524,1,10,21,541,15,990,434,102,194,206,1,8,21,9
2,ARAD,"CĂMINUL CULTURAL VLADIMIRESCU",417,VLADIMIRESCU,9397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:00:40",1702,1686,8,8,0,643,635,0,8,0,619,24,1860,1217,80,302,98,16,15,64,44
2,ARAD,"CĂMINUL CULTURAL ZIMANDU NOU",437,"ZIMANDU NOU",12876,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:25",1518,1489,6,3,20,755,732,0,3,20,730,25,1660,905,52,243,41,302,13,52,27
2,ARAD,"CĂMINUL CULTURAL ZIMBRU",282,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:00",296,276,1,6,13,210,190,1,6,13,201,9,320,110,15,116,46,2,14,3,5
2,ARAD,"CÂMPUL ALBINELOR",115,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:21",169,161,0,8,0,85,77,0,8,0,76,9,195,110,21,25,12,1,2,3,12
2,ARAD,"CÂMPUL DUMBRAVA ROŞIE",114,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:35",99,87,3,9,0,37,28,0,9,0,34,3,110,73,9,10,4,1,2,4,4
2,ARAD,"CASA DE CULTURĂ „DORU IOAN PETESCU”",150,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:52",1153,1136,4,9,4,609,595,1,9,4,594,15,1260,651,141,366,39,16,4,14,14
2,ARAD,"CASA DE CULTURĂ NĂDLAC, STRADA 1 DECEMBRIE (STRADA 23 AUGUST),",142,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:01:32",1594,1567,7,8,12,807,785,2,8,12,766,41,1740,933,49,395,255,21,3,23,20
2,ARAD,"CASA DE CULTURĂ SEBIȘ",169,"ORAŞ SEBIŞ",9690,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:21:50",1569,1543,3,11,12,714,690,1,11,12,687,27,1690,976,70,314,212,4,15,44,28
2,ARAD,"CENTRU DE ZI PENTRU PREVENIREA SEPARARII COPILULUI DE FAMILIA SA",296,HĂŞMAŞ,11236,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:15",199,180,0,15,4,169,150,0,15,4,149,20,200,31,66,51,21,0,0,8,3
2,ARAD,"CENTRU DE ZI VÂRSTNICI VLADIMIRESCU",419,VLADIMIRESCU,9397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:12",1733,1716,6,9,2,722,710,1,9,2,673,49,1900,1178,70,406,104,12,11,44,26
2,ARAD,"CENTRUL DE CONSILIERE ȘI SPRIJIN PENTRU COPII ȘI ADULȚI",421,VLADIMIRESCU,9397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:46",1687,1660,20,5,2,835,828,0,5,2,809,26,1840,1005,103,338,130,22,29,156,31
2,ARAD,"CENTRUL LOCAL DE INFORMARE TURISTICĂ BARAŢCA",323,PĂULIŞ,11539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:45",217,211,1,5,0,108,102,1,5,0,99,9,230,122,27,50,16,3,0,3,0
2,ARAD,"CENTRU LOCAL DE INFORMARE ȘI PROMOVARE TURISTICĂ CĂPRUȚA",198,BÂRZAVA,10104,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:52",206,193,0,9,4,112,99,0,9,4,106,6,210,98,8,11,83,1,0,2,1
2,ARAD,"CENTRU NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ LIPOVA",136,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:07",1204,1186,5,13,0,638,625,0,13,0,619,19,1360,722,54,237,256,6,15,34,17
2,ARAD,"CENTRU PENTRU ACORDAREA AJUTOARELOR BĂNEŞTI PENTRU ÎNCĂLZIREA LOCUINŢELOR",78,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:57:13",1433,1381,38,12,2,438,424,0,12,2,408,30,1620,1182,74,104,80,32,14,75,29
2,ARAD,"CENTRU SOCIAL COMUNITAR ”PROF. MARCEL IOAN PRIESCU”",383,ŞIRIA,12368,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:08",1813,1787,3,9,14,559,536,0,9,14,515,44,1980,1421,56,363,46,2,11,14,23
2,ARAD,"CLĂDIREA COMUNEI BÂRSA (FOSTA ŞCOALĂ CU CLASELE I-IV HODIŞ)",194,BÂRSA,10051,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:39",139,131,0,6,2,96,88,0,6,2,95,1,150,54,9,44,37,0,1,3,1
2,ARAD,"CLĂDIREA COMUNEI BÂRSA (FOSTA ŞCOALĂ CU CLASELE I-IV VOIVODENI)",195,BÂRSA,10051,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:49",162,147,1,13,1,121,107,0,13,1,113,8,160,39,13,52,40,1,1,4,2
2,ARAD,"CLĂDIREA FOSTEI ȘCOLI PRIMARE MINEAD",301,IGNEŞTI,11307,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:46",76,64,0,9,3,65,53,0,9,3,65,0,88,23,11,42,5,2,1,2,2
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL PEREGU MIC",327,"PEREGU MARE",11637,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:44",782,757,1,5,19,489,465,0,5,19,470,19,840,351,8,94,13,343,3,2,7
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL SATU NOU",315,MIŞCA,11423,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:17",716,686,3,4,23,469,441,1,4,23,455,14,750,281,8,32,14,394,0,2,5
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL VÂNĂTORI",316,MIŞCA,11423,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:01",1054,1030,2,12,10,674,652,0,12,10,616,58,1130,456,32,84,34,453,2,1,10
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATU MARE",350,SECUSIGIU,11940,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:39",812,796,2,11,3,415,401,0,11,3,388,27,880,465,53,154,158,5,3,4,11
2,ARAD,"CLĂDIRE „BUCURIA COPIILOR”",145,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:58",1112,1074,2,14,22,589,553,0,14,22,558,31,1180,591,52,148,290,12,5,32,19
2,ARAD,"CLĂDIRE PAROHIA ORTODOXĂ LIPOVA",135,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:28",1014,998,2,7,7,543,529,0,7,7,526,17,1300,757,105,191,193,4,3,24,6
2,ARAD,"CLĂDIRE PAROHIA ORTODOXĂ ȘOIMOȘ",140,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:05",673,658,4,10,1,385,374,0,10,1,368,17,730,345,49,182,115,2,2,12,6
2,ARAD,"CLĂDIRE PAROHIA ROMANO-CATOLICĂ LIPOVA",134,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:58:58",1068,1043,5,16,4,571,551,0,16,4,547,24,1150,579,75,237,177,6,3,36,13
2,ARAD,"CLĂDIRE TAXE ŞI IMPOZITE HORIA",424,VLADIMIRESCU,9397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:44:38",1167,1156,6,5,0,514,507,2,5,0,497,17,1280,766,90,204,138,5,7,22,31
2,ARAD,"CLUBUL TINERETULUI",358,"SINTEA MARE",12055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:44",1012,990,0,5,17,658,636,0,5,17,615,43,1120,462,42,247,214,9,5,26,72
2,ARAD,"COLEGIUL „CSIKY GERGELY”",93,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:06:37",1064,1040,9,10,5,361,346,0,10,5,342,19,1180,819,44,70,66,61,12,72,17
2,ARAD,"COLEGIUL DE ARTE „SABIN DRĂGOI”",9,"MUNICIPIUL ARAD",9262,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:16:12",914,903,4,7,0,374,366,1,7,0,360,14,1010,636,26,111,84,29,7,89,14
2,ARAD,"COLEGIUL DE ARTE „SABIN DRĂGOI”",10,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:27",1154,1105,28,18,3,458,436,1,18,3,444,14,1250,792,44,103,126,40,12,93,26
2,ARAD,"COLEGIUL ECONOMIC ARAD - (SALA DE CLASĂ B22)",1,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:36:41",1522,1489,22,7,4,348,335,2,7,4,344,4,860,510,40,71,107,29,8,71,18
2,ARAD,"COLEGIUL ”MIHAI VITEAZUL” INEU",128,"ORAŞ INEU",9538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:31",1560,1544,4,8,4,869,857,0,8,4,843,26,1704,835,96,399,223,32,16,42,35
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ”",8,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:22:33",2097,1835,204,22,36,784,725,1,22,36,768,16,2110,1326,105,196,150,62,35,182,38
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",5,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:36:32",1143,1116,15,9,3,494,482,0,9,3,479,15,1290,796,67,124,103,48,12,111,14
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",4,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:03",1214,1177,24,13,0,496,483,0,13,0,470,26,1410,914,60,117,120,38,20,95,20
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",7,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:08:56",837,812,12,13,0,341,328,0,13,0,333,7,970,630,41,92,78,26,7,73,16
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",6,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:31:42",839,813,13,13,0,328,315,0,13,0,318,10,980,652,37,88,84,45,6,45,13
2,ARAD,"CONSILIUL LOCAL IRATOŞU",304,IRATOŞU,11352,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:03:17",1710,1593,7,44,66,1024,912,2,44,66,985,38,1760,736,66,305,152,357,53,32,20
2,ARAD,"DIRECŢIA DE ASISTENŢĂ SOCIALĂ ARAD",31,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:32",1533,1514,9,9,1,672,662,0,9,1,639,33,1650,978,111,210,148,18,22,107,23
2,ARAD,"FOSTA ŞCOALA PRIMARĂ CĂLUGĂRENI",266,FELNAC,10827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:08",266,258,1,4,3,162,155,0,4,3,159,3,280,118,19,24,96,1,2,13,4
2,ARAD,"FOSTA ŞCOALĂ RĂNUŞA",319,MONEASA,11478,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:51",225,200,0,17,8,180,155,0,17,8,176,4,220,40,11,85,68,2,8,1,1
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL ALUNIŞ",268,FRUMUŞENI,12920,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:35:43",896,874,5,11,6,585,567,1,11,6,568,17,974,389,50,317,154,5,2,27,13
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL BÂRZEŞTI",185,ARCHIŞ,9832,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:03",129,122,0,2,5,104,97,0,2,5,100,4,140,36,8,26,61,1,2,0,2
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL BRUZNIC",400,USUSĂU,10765,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:56",87,80,0,7,0,59,52,0,7,0,48,11,90,31,10,25,9,0,1,1,2
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL CICIR",422,VLADIMIRESCU,9397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:09:39",876,868,2,6,0,415,409,0,6,0,400,15,959,544,72,190,73,6,5,33,21
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 (PATRU) SĂLI DE GRUPĂ",127,"ORAŞ INEU",9538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:13",1511,1490,3,18,0,900,881,1,18,0,840,60,1662,762,65,559,123,25,13,29,26
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL DORGOŞ",401,USUSĂU,10765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:30:30",258,244,1,13,0,178,164,1,13,0,169,9,280,102,24,92,36,0,2,9,6
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL NERMIȘ",187,ARCHIŞ,9832,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:56",158,149,1,4,4,128,120,0,4,4,126,2,170,42,21,52,47,1,0,2,3
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL PĂULIAN",227,BUTENI,10293,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:02",255,239,0,9,7,169,153,0,9,7,164,5,279,110,24,99,26,2,5,5,3
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL ZĂBRANI",427,ZĂBRANI,12778,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:32:21",884,869,0,8,7,506,491,0,8,7,499,7,960,454,92,152,135,2,4,91,23
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT",152,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:02",1359,1345,1,11,2,611,598,0,11,2,588,23,1490,879,114,288,46,104,2,16,18
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „ELEFĂNŢELUL ALFA” ARAD",87,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:36:54",1321,1310,1,10,0,474,464,0,10,0,456,18,1460,986,95,112,103,34,10,73,29
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „ELEFĂNŢELUL ALFA” ARAD",86,"MUNICIPIUL ARAD",9262,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 13:51:37",1158,1151,0,7,0,332,325,0,7,0,328,4,1300,968,38,93,71,36,12,58,20
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT FÂNTÂNELE",262,FÂNTÂNELE,9280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:52",1202,1192,1,6,3,682,673,0,6,3,663,19,1300,618,63,352,121,69,6,31,21
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „FURNICUŢA” ARAD",67,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:18",1593,1577,0,16,0,558,542,0,16,0,538,19,1700,1142,63,134,139,44,15,111,32
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „FURNICUŢA” ARAD",68,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:04:27",1351,1342,1,7,1,540,532,0,7,1,517,23,1490,950,62,134,125,61,12,104,19
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA PRIETENIEI” ARAD",64,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:19",1380,1362,5,13,0,465,452,0,13,0,447,18,1540,1075,50,124,102,33,19,87,32
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA PRIETENIEI” ARAD",63,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:26:18",1593,1576,1,16,0,570,554,0,16,0,559,11,1710,1140,74,146,136,56,14,94,39
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA VESELIEI”",125,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:15",1345,1337,2,4,2,559,553,0,4,2,530,29,1483,924,83,249,95,13,4,51,35
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 11 ARAD",42,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:36",1325,1314,0,11,0,610,599,0,11,0,586,24,1470,860,78,161,122,58,18,132,17
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 14 ARAD",100,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:44",1253,1225,10,18,0,456,438,0,18,0,443,13,1360,904,55,108,97,31,24,100,28
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 14 ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 26)",101,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:28",476,460,10,6,0,196,190,0,6,0,189,7,520,324,26,46,29,23,5,47,13
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 14 ARAD (GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3)",109,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:51:14",1624,1607,9,8,0,618,610,0,8,0,593,25,1730,1112,124,152,132,27,21,115,22
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 SÂNTANA (CU 8 SĂLI DE GRUPĂ) - SALĂ MULTIFUNCȚIONALĂ",159,"ORAŞ SÂNTANA",12091,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:45:53",1293,1282,3,8,0,442,432,2,8,0,423,10,1410,977,148,173,63,2,5,16,16
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 7",33,"MUNICIPIUL ARAD",9262,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:54:02",1372,1356,3,13,0,491,478,0,13,0,472,19,1500,1009,75,126,127,31,11,81,21
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 7",32,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:26:47",1386,1371,4,11,0,574,563,0,11,0,551,22,1560,987,66,140,138,29,16,132,30
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8",55,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:32",1801,1788,3,7,3,746,736,0,7,3,711,35,1932,1186,97,231,97,94,26,120,46
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „PĂDURENI”",119,"ORAŞ CHIŞINEU-CRIŞ",9459,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:37:13",1576,1535,3,19,19,1025,993,0,15,17,925,100,1690,665,70,210,237,297,11,51,49
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD",52,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:17",1505,1495,1,9,0,516,507,0,9,0,500,16,1640,1124,70,115,140,32,13,99,31
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD",51,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:16",1537,1527,4,6,0,594,588,0,6,0,573,21,1650,1056,80,154,143,57,18,98,23
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 8)",54,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:15:35",1958,1940,11,7,0,909,902,0,7,0,888,21,2120,1211,107,273,158,94,25,179,52
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD ( GRĂDINIȚA CU PROGRAM NORMAL NR. 9 - ACTIVITATE SUSPENDATĂ)",43,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:36:41",720,683,1,9,27,322,287,0,9,26,303,19,1590,1268,44,91,84,13,6,44,21
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD (GRĂDINIŢA CU PROGRAM SĂPTĂMÂNAL NR. 2 ARAD)",44,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:13",1063,1036,3,7,17,385,361,0,7,17,365,20,1230,845,68,88,100,14,5,67,23
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PITICOT” ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 12)",77,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:06:49",1051,1042,0,9,0,313,304,0,9,0,304,9,1170,857,58,86,55,22,10,44,29
