precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FIREA GABRIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","BURDUJA SEBASTIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE MIHAI-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOB DORIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOVANOVICI-ŞOŞOACĂ DIANA-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CRISTIAN-VICTOR PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÂNIŞOARĂ ALEXANDRU-PARTIDUL ECOLOGIST ROMÂN-voturi","DAN NICUŞOR-DANIEL-voturi","FILIP CONSTANTIN-TITIAN-voturi"
46,"Sector 3","COLEGIUL NAŢIONAL ”MATEI BASARAB”;",382,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 13:53:55",2018,1946,59,13,0,629,616,0,13,0,624,5,2142,1513,168,49,24,6,13,45,2,312,5
46,"Sector 3","COLEGIUL NAŢIONAL ”MATEI BASARAB”;",383,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 12:34:00",1825,1777,31,16,1,743,725,1,16,1,733,8,1979,1238,182,55,25,2,11,63,5,387,3
46,"Sector 3","COLEGIUL NAŢIONAL ”MATEI BASARAB”;",380,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-09 23:50:19",2610,2602,2,6,0,14,8,0,6,0,14,0,2903,2889,3,1,1,0,0,1,2,6,0
46,"Sector 3","COLEGIUL NAŢIONAL ”MATEI BASARAB”;",381,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:27:06",1850,1819,23,6,2,591,582,1,6,2,584,7,2022,1431,125,52,17,1,20,77,3,287,2
46,"Sector 3","COLEGIUL NAȚIONAL ”MATEI BASARAB”",386,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:15:17",2721,2716,0,5,0,10,5,0,5,0,9,1,3024,3014,2,4,0,0,0,1,1,1,0
46,"Sector 3","COLEGIUL NAȚIONAL ”MATEI BASARAB”",384,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:25:42",2679,2671,0,8,0,11,3,0,8,0,11,0,2974,2963,3,1,0,0,1,1,0,5,0
46,"Sector 3","COLEGIUL NAȚIONAL ”MATEI BASARAB”",385,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:56:42",3180,3176,0,4,0,14,10,0,4,0,14,0,3546,3532,2,1,2,0,0,2,0,7,0
45,"Sector 2","COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",360,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 14:51:56",1421,1385,25,10,1,619,608,0,10,1,604,15,1500,881,109,48,21,4,18,67,2,334,1
45,"Sector 2","COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",359,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 20:15:41",1593,1557,21,15,0,718,702,1,15,0,711,7,1700,982,133,43,26,3,22,45,5,434,0
47,"Sector 4","COLEGIUL NAŢIONAL OCTAV ONICESCU",757,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:18:28",1427,1416,3,8,0,603,595,0,8,0,595,8,1500,897,156,42,18,0,18,117,2,239,3
47,"Sector 4","COLEGIUL NAŢIONAL OCTAV ONICESCU",755,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 13:09:50",1664,1654,3,7,0,731,723,1,7,0,718,11,1800,1069,166,67,27,5,11,145,3,289,5
47,"Sector 4","COLEGIUL NAŢIONAL OCTAV ONICESCU",756,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:32:10",1090,1084,3,3,0,507,504,0,3,0,496,8,1200,696,122,48,22,1,17,73,2,211,0
47,"Sector 4","COLEGIUL NAŢIONAL OCTAV ONICESCU",758,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:53:20",1302,1293,2,5,2,660,653,0,5,2,654,6,1400,740,129,51,19,1,11,110,3,327,3
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",79,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 03:58:03",1003,919,66,18,0,404,385,1,18,0,396,8,1080,676,85,36,12,2,8,22,2,227,2
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",77,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:33:10",781,738,37,6,0,316,308,2,6,0,315,1,850,534,62,37,6,2,1,19,5,181,2
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",80,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 18:32:09",1132,1074,49,8,1,465,457,0,7,1,463,2,1230,765,70,49,12,3,6,39,0,283,1
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",78,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 19:31:46",948,872,68,7,1,353,344,1,7,1,343,10,1030,676,65,38,10,3,5,17,2,202,1
45,"Sector 2","COLEGIUL NAŢIONAL ”SPIRU HARET”",331,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:35:52",1138,1098,35,3,2,465,460,0,3,2,460,4,1200,736,81,43,23,6,9,29,3,266,0
45,"Sector 2","COLEGIUL NAŢIONAL ”SPIRU HARET”",332,"BUCUREŞTI SECTORUL 2",179150,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 21:45:43",1124,1100,19,5,0,503,497,1,5,0,492,7,1200,697,107,51,11,3,10,29,5,275,1
45,"Sector 2","COLEGIUL NAŢIONAL ”VICTOR BABEŞ”",232,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:55:05",1681,1655,18,3,5,652,644,0,3,5,636,16,1920,1268,186,55,27,0,24,81,0,263,0
45,"Sector 2","COLEGIUL NAŢIONAL ”VICTOR BABEŞ”",231,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:17:16",1761,1720,30,4,7,688,677,0,4,7,678,10,1900,1212,208,57,15,6,19,76,1,296,0
45,"Sector 2","COLEGIUL NAŢIONAL ”VICTOR BABEŞ”",234,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 01:11:45",2150,2114,25,11,0,743,732,0,11,0,728,15,2300,1557,198,45,21,4,32,101,4,320,3
45,"Sector 2","COLEGIUL NAŢIONAL ”VICTOR BABEŞ”",233,"BUCUREŞTI SECTORUL 2",179150,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 23:42:45",1997,1977,9,11,0,863,851,1,11,0,842,8,2100,1249,245,48,20,3,31,92,4,397,2
46,"Sector 3","COLEGIUL TEHNIC ”ANGHEL SALIGNY”;",474,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 21:41:10",811,799,4,7,1,366,358,0,7,1,362,4,897,531,97,22,9,3,9,28,1,191,2
46,"Sector 3","COLEGIUL TEHNIC ”ANGHEL SALIGNY”;",473,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:11:06",819,799,5,15,0,304,289,0,15,0,301,3,898,594,77,25,9,0,5,30,0,154,1
49,"Sector 6","COLEGIUL TEHNIC ”CAROL I”",1261,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:25:26",1164,1153,5,5,1,485,479,0,5,1,484,1,1197,712,116,40,15,2,14,61,0,232,4
49,"Sector 6","COLEGIUL TEHNIC ”CAROL I”",1263,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 16:16:12",1266,1259,3,4,0,557,553,0,4,0,545,12,1300,743,126,35,12,2,11,68,2,289,0
49,"Sector 6","COLEGIUL TEHNIC ”CAROL I”",1262,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:28:50",1103,1087,2,14,0,475,461,0,14,0,468,7,1100,625,117,45,20,4,12,52,8,202,8
49,"Sector 6","COLEGIUL TEHNIC ”CAROL I”",1264,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:22:47",1267,1262,0,5,0,593,588,0,5,0,585,7,1300,707,130,37,20,3,14,60,3,317,1
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”;",546,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 13:10:52",1682,1672,3,7,0,723,716,0,7,0,715,6,1840,1117,177,56,23,6,15,93,4,336,5
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”;",544,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 15:29:06",1908,1885,5,18,0,923,905,0,18,0,914,9,2098,1175,154,60,22,5,19,91,3,557,3
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”;",548,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:24:11",1617,1598,10,9,0,731,722,0,9,0,715,11,1753,1027,170,62,27,0,16,59,3,375,3
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”;",545,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:35:37",1791,1778,5,8,0,699,691,0,8,0,687,12,1944,1245,212,49,14,5,16,106,4,279,2
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”;",547,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:41:28",1662,1647,2,13,0,743,729,1,13,0,735,8,1818,1075,191,55,13,5,28,51,2,387,3
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIȚESCU”;",551,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:41:39",1749,1740,0,9,0,35,26,0,9,0,34,1,1942,1907,8,0,2,0,0,7,0,17,0
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIȚESCU”;",549,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 13:24:07",1635,1626,3,6,0,21,15,0,6,0,21,0,1800,1779,6,1,1,0,0,7,1,5,0
46,"Sector 3","COLEGIUL TEHNIC ”COSTIN D. NENIȚESCU”;",550,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 19:41:37",1880,1852,18,10,0,345,334,1,10,0,344,1,2038,1693,44,21,9,0,4,24,3,238,1
44,"Sector 1","COLEGIUL TEHNIC DE ARHITECTURĂ ŞI LUCRĂRI PUBLICE ”IOAN N. SOCOLESCU”",76,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:44:40",947,891,45,11,0,406,395,0,11,0,402,4,1030,624,89,40,14,4,7,22,4,221,1
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",864,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 16:58:33",1327,1301,19,7,0,582,575,0,7,0,567,15,1400,818,109,37,20,1,10,191,1,196,2
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",865,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:14:25",1009,1002,2,5,0,432,427,0,5,0,423,9,1100,668,77,26,12,1,9,145,1,150,2
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",866,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:36:17",1142,1039,95,8,0,435,427,0,8,0,427,8,1100,665,79,22,15,4,10,129,3,164,1
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",863,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:06:46",1198,1181,8,8,1,495,486,0,8,1,484,6,1300,806,89,27,11,3,14,169,6,162,3
44,"Sector 1","COLEGIUL TEHNIC FEROVIAR ”MIHAI I”",137,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 13:45:48",1188,1182,1,5,0,489,484,0,5,0,477,12,1300,811,124,30,28,8,30,99,0,154,4
44,"Sector 1","COLEGIUL TEHNIC FEROVIAR ”MIHAI I”",138,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:44:07",1123,1119,0,4,0,448,444,0,4,0,442,6,1250,802,123,32,13,0,7,76,4,185,2
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1090,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 12:22:33",1063,1050,2,11,0,480,469,0,11,0,473,5,1100,615,97,39,15,3,19,34,0,263,3
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1091,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 01:03:38",1854,1817,19,18,0,989,971,0,18,0,958,14,1800,811,162,93,15,3,7,76,0,602,0
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1089,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:45:21",1278,1262,8,8,0,589,581,0,8,0,580,9,1300,711,138,36,11,3,12,61,1,316,2
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1092,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 20:37:56",1079,1064,3,10,2,491,479,0,10,2,481,9,1100,609,117,37,13,3,9,49,1,248,4
47,"Sector 4","COLEGIUL TEHNIC GRIGORE CERCHEZ",678,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 02:13:49",1344,1326,9,9,0,619,610,0,9,0,610,9,1500,881,96,51,25,3,16,79,3,334,3
47,"Sector 4","COLEGIUL TEHNIC GRIGORE CERCHEZ",677,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 12:37:03",965,941,23,1,0,418,418,0,0,0,408,10,801,383,88,37,12,0,9,37,5,217,3
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",426,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:45:04",1085,1075,6,4,0,514,510,0,4,0,510,4,1194,680,125,34,14,3,3,46,2,278,5
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",431,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:56:35",1059,1041,7,7,4,437,426,0,7,4,435,2,1152,715,99,45,10,5,11,27,4,230,4
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",423,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 23:07:13",983,973,9,1,0,398,397,0,1,0,386,10,1071,673,104,21,17,1,17,53,0,170,3
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",428,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:49:41",1193,1183,1,9,0,560,551,0,9,0,558,2,1315,755,173,39,19,0,8,40,4,270,5
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",429,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 12:05:41",1332,1314,10,6,2,620,612,0,6,2,614,6,1471,851,126,41,17,3,12,34,2,375,4
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",425,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 12:59:37",1242,1233,3,6,0,569,563,0,6,0,569,0,1356,787,142,32,19,3,10,56,9,292,6
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",427,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 14:28:37",1154,1132,14,8,0,490,482,0,8,0,488,2,1269,779,124,35,13,0,12,47,2,250,5
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",420,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 20:16:16",1624,1530,81,13,0,681,668,0,13,0,676,5,1691,1010,135,55,20,2,17,40,2,401,4
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",419,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:43:26",1511,1477,18,15,1,505,489,0,15,1,495,10,1615,1110,103,45,14,0,17,56,2,256,2
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",424,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:21:25",1473,1462,4,7,0,658,651,0,7,0,643,9,1631,973,156,57,26,3,21,69,5,304,2
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",421,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 13:36:12",1334,1326,0,7,1,608,600,0,7,1,601,7,1474,866,136,55,15,2,9,22,2,356,4
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",430,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 21:53:16",1326,1307,6,13,0,533,520,0,13,0,528,5,1441,908,127,60,21,0,12,46,1,260,1
46,"Sector 3","COLEGIUL TEHNIC ”MIHAI BRAVU”;",422,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 01:05:33",1504,1499,2,3,0,712,709,0,3,0,710,2,1649,937,198,56,17,1,23,55,3,353,4
44,"Sector 1","COLEGIUL TEHNIC ” VALTER MĂRĂCINEANU”",135,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:30:33",1371,1360,4,7,0,611,603,1,7,0,600,11,1529,918,135,62,16,3,21,82,2,276,3
44,"Sector 1","COLEGIUL TEHNIC ” VALTER MĂRĂCINEANU”",136,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 18:31:41",1185,1161,12,10,2,552,540,0,10,2,548,4,1290,738,144,51,17,3,14,52,3,262,2
44,"Sector 1","COLEGIUL TEHNIC ” VALTER MĂRĂCINEANU”",134,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:05:02",1123,1091,23,9,0,487,478,0,9,0,477,10,1220,728,121,41,13,3,11,59,1,228,0
44,"Sector 1","COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”",40,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 20:06:11",1872,1662,199,11,0,778,767,0,11,0,762,3,2030,1252,170,134,4,5,9,32,2,402,4
44,"Sector 1","COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”",39,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 11:26:03",1589,1543,34,12,0,730,718,0,12,0,721,9,1730,1000,171,77,16,7,14,45,7,380,4
44,"Sector 1","COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”",41,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 10:41:15",1363,1315,31,16,1,690,671,2,16,1,682,8,1480,790,156,65,12,4,14,51,4,375,1
49,"Sector 6","COLEGIUL UCECOM ”SPIRU HARET”",1246,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 19:16:17",1997,1817,68,112,0,1008,895,1,112,0,1001,3,1824,816,62,54,11,2,10,18,2,842,0
49,"Sector 6","COLEGIUL UCECOM ”SPIRU HARET”",1245,"BUCUREŞTI SECTORUL 6",179196,5,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 19:49:12",1330,1260,52,18,0,526,508,0,18,0,496,10,1300,777,34,43,10,1,9,26,4,365,4
45,"Sector 2","COLEGUL TEHNIC ”DIMITRIE LEONIDA”",280,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:28:57",1279,1275,2,2,0,621,619,0,2,0,616,5,1600,979,182,48,16,5,10,50,2,300,3
45,"Sector 2","COLEGUL TEHNIC ”DIMITRIE LEONIDA”",279,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:15:00",1018,1004,8,5,1,465,464,0,0,1,459,6,1200,735,96,44,7,2,16,36,0,253,5
44,"Sector 1","COMPLEXUL SOCIAL DE SERVICII ”ODĂI”",56,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 18:04:17",752,727,0,14,11,401,376,0,14,11,389,12,802,401,169,35,15,1,20,78,2,64,5
44,"Sector 1","DIRECŢIA PUBLICĂ DE EVIDENŢĂ A PERSOANEI ŞI STARE CIVILĂ SECT.1",35,"BUCUREŞTI SECTORUL 1",179141,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 18:03:13",1200,1134,40,16,10,594,568,0,16,10,586,7,1270,675,117,63,21,3,4,23,4,351,0
48,"Sector 5","FACULTATEA DE DREPT",953,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:46:22",654,622,7,24,1,310,284,1,24,1,306,4,800,490,38,34,11,0,4,31,0,187,1
48,"Sector 5","FACULTATEA DE DREPT",955,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:55:02",572,543,23,4,2,219,213,0,4,2,216,3,800,581,42,21,11,1,8,21,2,109,1
48,"Sector 5","FACULTATEA DE DREPT",954,"BUCUREŞTI SECTORUL 5",179187,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 19:07:55",595,575,11,8,1,238,228,1,8,1,235,2,801,563,34,16,10,2,5,20,1,146,1
47,"Sector 4","GRĂDINIŢA ”CIUPERCUTA”",798,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:16:43",1289,1265,16,8,0,461,437,16,8,0,452,9,1300,839,130,33,13,3,18,76,4,170,5
47,"Sector 4","GRĂDINIŢA ”CIUPERCUTA”",797,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 10:51:30",1058,1042,7,9,0,532,523,0,9,0,530,2,1100,568,122,36,25,6,5,62,2,271,1
47,"Sector 4","GRĂDINIŢA ”CIUPERCUTA”",799,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 14:46:48",1265,1257,3,4,1,496,491,0,4,1,490,6,1400,904,93,25,11,4,12,126,2,216,1
47,"Sector 4","GRĂDINIŢA ”CIUPERCUTA”",800,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:26:12",1124,1113,3,8,0,435,427,0,8,0,428,7,1200,765,107,20,14,2,18,99,3,161,4
45,"Sector 2","GRĂDINIȚA CLOPOȚEL (FOSTA GRADINIŢA NR. 201)",316,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:41:46",1177,1167,0,9,1,579,569,0,9,1,575,4,1302,723,138,51,15,2,6,32,1,330,0
45,"Sector 2","GRĂDINIȚA CLOPOȚEL (FOSTA GRADINIŢA NR. 201)",313,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:46:53",1316,1301,9,6,0,597,591,0,6,0,580,11,1600,998,121,35,11,3,16,42,3,348,1
45,"Sector 2","GRĂDINIȚA CLOPOȚEL (FOSTA GRADINIŢA NR. 201)",315,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:07:45",1236,1213,18,5,0,561,556,0,5,0,558,3,1601,1040,112,48,17,3,10,35,4,323,6
45,"Sector 2","GRĂDINIȚA CLOPOȚEL (FOSTA GRADINIŢA NR. 201)",314,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:06:14",1481,1456,15,10,0,742,732,0,10,0,726,9,1591,856,180,51,16,2,14,69,6,387,1
45,"Sector 2","GRĂDINIŢA LUMINIȚA (FOSTA GRADINITA NR. 16)",321,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:50:55",1156,1135,12,8,1,585,576,0,8,1,580,5,1200,615,126,47,10,3,11,30,6,346,1
45,"Sector 2","GRĂDINIŢA LUMINIȚA (FOSTA GRADINITA NR. 16)",320,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:41:36",1173,1151,9,13,0,527,514,0,13,0,520,7,1300,773,96,55,10,1,10,22,2,318,6
48,"Sector 5","GRĂDINIȚA NR.168",924,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:08:46",1323,1300,13,10,0,588,577,1,10,0,579,9,1400,812,98,39,17,1,12,110,2,300,0
48,"Sector 5","GRĂDINIȚA NR.168",925,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:39:11",1059,1045,4,10,0,466,456,0,10,0,458,8,1100,634,62,29,9,0,13,110,0,234,1
