precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL UNGURENI",200,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:43",886,882,0,4,0,586,582,0,4,0,572,14,970,384,491,51,17,10,3
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL ”VĂCĂRESCU NATALIA”",338,PIETROŞIŢA,68404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:07",833,829,0,4,0,506,502,0,4,0,488,18,910,404,280,154,30,11,13
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL VALEA",335,PIETRARI,179908,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:05",522,519,0,1,2,372,369,0,1,2,345,27,570,198,180,30,126,5,4
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL VALEA CASELOR",406,"VALEA MARE",69170,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:06",563,560,1,1,1,361,358,1,1,1,344,17,620,259,245,29,43,19,8
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL, VULCANA-PANDELE",432,VULCANA-PANDELE,179640,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:41",1212,1201,2,5,4,459,449,1,5,4,426,33,1320,861,274,56,58,30,8
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ALEXANDRINA SIMIONESCU-GHICA”",59,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:38",418,412,0,6,0,232,226,0,6,0,224,8,450,218,127,42,17,30,8
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 13",18,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:48",1170,1164,1,5,0,503,498,0,5,0,483,20,1270,767,307,63,37,64,12
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 13",17,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:06",1399,1394,0,5,0,545,540,0,5,0,529,16,1540,995,335,86,45,42,21
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 2",3,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:45",1479,1471,2,6,0,630,624,0,6,0,608,22,1630,978,375,88,66,68,11
16,DÂMBOVIŢA,"GRĂDINIȚA DÂMBOVICIOARA",148,BRANIŞTEA,66152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:54:50",926,896,1,19,10,717,688,0,19,10,680,37,990,272,211,413,42,6,8
16,DÂMBOVIŢA,"GRĂDINIŢA DE COPII",427,VOINEŞTI,69526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:08",719,715,0,4,0,482,478,0,4,0,451,31,790,308,328,65,37,13,8
16,DÂMBOVIŢA,"GRĂDINIȚA DE COPII",173,CIOCĂNEŞTI,101840,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:19",378,377,0,1,0,287,286,0,1,0,278,9,410,123,201,14,54,5,4
16,DÂMBOVIŢA,"GRADINITA DE COPII CU PROGRAM PRELUNGIT NR.5 ”PARADISUL PITICILOR”",113,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:32",1046,1038,0,7,1,486,478,0,7,1,463,23,1140,654,318,81,30,21,13
16,DÂMBOVIŢA,"GRĂDINIŢA DE COPII GHEBOIENI",390,TĂTĂRANI,68921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:11",1222,1209,0,6,7,651,638,0,6,7,618,33,1340,689,435,56,95,18,14
16,DÂMBOVIŢA,"GRĂDINIȚA DE COPII VALEA MARE",404,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:00",428,426,0,2,0,226,224,0,2,0,218,8,470,244,142,28,36,9,3
16,DÂMBOVIŢA,"GRĂDINIȚA DIACONEȘTI NR.9",112,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:31",825,815,1,9,0,417,408,0,9,0,398,19,900,483,270,80,34,13,1
16,DÂMBOVIŢA,"GRADINITA DUMBRAVA",397,ULMI,65501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:15",1007,1002,2,3,0,539,536,0,3,0,520,19,1100,561,361,60,65,19,15
16,DÂMBOVIŢA,"GRĂDINIŢA ”DUMBRAVA MINUNATĂ” FIENI",89,"ORAŞ FIENI",65609,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:10",554,541,0,10,3,215,202,0,10,3,196,19,610,395,132,23,23,14,4
16,DÂMBOVIŢA,"GRĂDINIŢA GEANGOEŞTI-DRAGOMIREŞTI",241,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:10",288,281,0,7,0,150,143,0,7,0,144,6,310,160,85,12,29,16,2
16,DÂMBOVIŢA,"GRADINITA IONESTI",331,PETREŞTI,65752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:34",1452,1435,0,3,14,966,949,0,3,14,902,64,1590,624,286,511,71,17,17
16,DÂMBOVIŢA,"GRĂDINIŢA MĂGURA",144,BEZDEAD,66330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:33",806,791,0,8,7,408,393,0,8,7,384,24,880,472,83,275,14,8,4
16,DÂMBOVIŢA,"GRĂDINIŢA MANGA",426,VOINEŞTI,69526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:04",643,638,0,5,0,361,356,0,5,0,340,21,700,339,274,23,23,15,5
16,DÂMBOVIŢA,"GRADINITA MATRACA",398,ULMI,65501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:40",688,682,0,6,0,411,405,0,6,0,392,19,760,349,286,43,29,23,11
16,DÂMBOVIŢA,"GRĂDINIȚA MAVRODIN",121,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:43",809,778,1,15,15,433,408,0,10,15,415,18,880,447,84,279,32,15,5
16,DÂMBOVIŢA,"GRĂDINIŢA MISLEA",179,COBIA,66580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:43",612,592,0,3,17,386,366,0,3,17,373,13,670,284,271,24,60,15,3
16,DÂMBOVIŢA,"GRĂDINIȚA MORTENI CENTRU",307,MORTENI,68253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:11",1145,1096,1,32,16,941,893,0,32,16,893,29,1220,276,659,179,41,9,5
16,DÂMBOVIŢA,"GRĂDINIȚA MORTENI CENTRU",308,MORTENI,68253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:52",1110,1079,0,18,13,849,818,0,18,13,795,27,1200,378,594,151,34,11,5
16,DÂMBOVIŢA,"GRĂDINIȚA NOUĂ POROINICA",296,MĂTĂSARU,68048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:57",615,613,1,1,0,416,415,0,1,0,406,10,680,264,122,228,24,25,7
16,DÂMBOVIŢA,"GRĂDINIŢA NR. 1 VISINA",417,VIŞINA,69330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:19",924,908,0,7,9,641,625,0,7,9,618,23,1020,379,332,190,68,15,13
16,DÂMBOVIŢA,"GRĂDINIȚA NR. 2 BEZDEAD",143,BEZDEAD,66330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:12",1313,1302,1,3,7,690,680,0,3,7,667,23,1450,760,209,402,37,14,5
16,DÂMBOVIŢA,"GRĂDINIȚA PICIOR DE MUNTE",235,DRAGODANA,67327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:47:33",1429,1403,1,9,16,916,891,0,9,16,896,20,1560,644,570,188,102,20,16
16,DÂMBOVIŢA,"GRĂDINIŢA PIETROŞIŢA,NR 327 B",337,PIETROŞIŢA,68404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:49",821,819,1,1,0,456,455,0,1,0,441,15,910,454,310,57,45,23,6
16,DÂMBOVIŢA,"GRĂDINIŢA PIETROŞIŢA,NR.327 B",336,PIETROŞIŢA,68404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:47",845,840,0,4,1,440,435,0,4,1,423,17,930,490,274,81,27,36,5
16,DÂMBOVIŢA,"GRĂDINIȚA ”PINOCHIO” COSTEȘTI",91,"ORAŞ FIENI",65609,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:27",622,609,0,3,10,325,312,0,3,10,313,12,680,355,212,19,23,54,5
16,DÂMBOVIŢA,"GRĂDINIȚA ”PITICII” BEREVOIEȘTI",90,"ORAŞ FIENI",65609,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:01",543,536,1,3,3,283,276,1,3,3,273,10,589,306,195,43,23,8,4
16,DÂMBOVIŢA,"GRADINITA POTLOGENI DEAL",332,PETREŞTI,65752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:46",167,157,0,10,0,125,115,0,10,0,119,6,170,45,26,88,3,1,1
16,DÂMBOVIŢA,"GRĂDINIȚA PUŢU CU SALCIE",297,MĂTĂSARU,68048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:41",729,717,0,12,0,500,488,0,12,0,486,14,810,310,192,245,26,14,9
16,DÂMBOVIŢA,"GRĂDINIȚA SĂBIEȘTI",122,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:36",595,512,0,25,58,424,341,0,25,58,409,12,630,206,57,336,12,3,1
16,DÂMBOVIŢA,"GRĂDINIŢA TEŢCOIU",293,MĂTĂSARU,68048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:57",1050,1040,0,9,1,659,649,0,9,1,620,39,1150,491,260,268,41,44,7
16,DÂMBOVIŢA,"GRĂDINȚA LĂCULEȚE",252,GLODENI,67522,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:48",709,708,0,0,1,709,708,0,0,1,395,21,780,364,145,203,21,18,8
16,DÂMBOVIŢA,"GRUP ŞCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",87,"ORAŞ FIENI",65609,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:06",1389,1377,2,8,2,549,539,0,8,2,520,29,1510,961,308,112,51,34,15
16,DÂMBOVIŢA,"GRUP ȘCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",88,"ORAŞ FIENI",65609,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:45",1470,1460,0,8,2,656,646,0,8,2,620,36,1630,974,310,138,85,67,20
16,DÂMBOVIŢA,"GRӐDINIȚA CU PROGRAM NORMAL GURA ȘUȚII,CORPUL B",262,"GURA ŞUŢII",67648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:03",979,954,0,1,24,648,623,0,1,24,620,28,1080,432,538,17,55,8,2
16,DÂMBOVIŢA,"LICEUL DE ARTE ”BĂLAȘA DOAMNA”",11,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:12",978,973,0,5,0,401,396,0,5,0,392,9,1070,669,247,57,40,37,11
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",23,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:04",677,668,1,8,0,236,228,0,8,0,227,9,740,504,145,36,21,23,2
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",21,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:19",1312,1307,0,5,0,515,510,0,5,0,488,27,1450,935,324,72,50,36,6
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",19,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:30",768,758,0,10,0,302,292,0,10,0,290,12,840,538,182,49,31,21,7
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",22,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:52",777,773,0,4,0,284,280,0,4,0,271,13,860,576,193,30,29,9,10
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",20,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:33",858,852,1,5,0,284,279,0,5,0,272,12,940,656,177,41,33,16,5
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE PETROL",85,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:48",1387,1374,1,9,3,646,634,0,9,3,631,15,1510,864,273,134,58,148,18
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",41,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:22",1701,1692,0,9,0,475,466,0,9,0,466,9,1890,1415,289,65,47,53,12
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",42,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:36",1272,1262,3,7,0,546,538,1,7,0,530,16,1390,844,306,90,55,64,15
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",44,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:12",1222,1218,0,4,0,492,488,0,4,0,481,11,1340,848,321,52,42,54,12
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",43,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:08",1273,1268,1,4,0,564,560,0,4,0,539,25,1400,836,352,63,55,51,18
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",40,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:25",1446,1442,0,4,0,570,566,0,4,0,553,17,1590,1020,348,73,42,74,16
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ” DOCTOR CONSTANTIN ANGELESCU”",94,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:42:48",1174,1162,0,12,0,739,727,0,12,0,718,21,1280,541,376,275,35,21,11
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”MARIN GRIGORE NĂSTASE” TĂRTĂȘEȘTI,",385,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:25",960,947,3,10,0,582,572,0,10,0,560,22,1050,468,311,47,67,70,65
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",49,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:32",1522,1511,2,9,0,445,436,0,9,0,408,37,1660,1215,251,52,44,51,10
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",50,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:03",1114,1107,2,4,1,423,418,0,4,1,406,17,1220,797,260,50,53,37,6
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",46,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:44",1105,1090,7,8,0,543,535,0,8,0,528,15,1200,657,292,76,54,95,11
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",48,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:23",736,726,1,8,1,292,283,0,8,1,284,8,800,508,185,34,24,34,7
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",47,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:50",765,758,2,5,0,294,289,0,5,0,285,9,840,546,188,28,26,36,7
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",45,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:07",1220,1213,0,7,0,408,401,0,7,0,394,14,1350,942,264,44,45,32,9
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”SPIRU HARET”",8,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:42",1103,1097,0,6,0,464,458,0,6,0,450,14,1210,746,299,62,27,53,9
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”SPIRU HARET”",9,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:17",926,919,2,5,0,372,367,0,5,0,353,19,1040,668,207,53,33,43,17
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”SPIRU HARET”",10,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:32",1183,1175,0,8,0,513,505,0,8,0,494,19,1290,777,279,82,53,63,17
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC UDREA BĂLEANU",137,BĂLENI,66198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:30",902,895,1,6,0,482,476,0,6,0,470,12,990,508,185,222,43,17,3
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC UDREA BĂLEANU",136,BĂLENI,66198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:10",1484,1478,1,5,0,823,818,0,5,0,790,31,1630,807,449,228,48,53,12
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU .C.VISARION",129,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:27:14",1383,1360,2,11,10,900,878,1,11,10,875,25,1501,601,490,297,38,36,14
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU .C.VISARION",128,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:22",1187,1169,3,4,11,658,643,0,4,11,640,18,1290,632,387,186,38,22,7
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU C.VISARION",127,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:39",1050,1044,0,1,5,633,627,0,1,5,607,26,1150,517,326,197,57,19,8
16,DÂMBOVIŢA,"LICEUL TEORETIC” ION GHICA” RACARI",117,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:20",831,787,0,14,30,512,468,0,14,30,500,12,900,388,169,278,36,12,5
16,DÂMBOVIŢA,"LICEUL TEORETIC ”ION GHICA” RĂCARI",116,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:16",812,784,0,15,13,482,454,0,15,13,465,17,880,398,149,245,43,23,5
16,DÂMBOVIŢA,"LICEUL TEORETIC ”ION HELIADE RĂDULESCU”",28,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:17",1031,1025,2,3,1,433,429,0,3,1,420,13,1150,717,268,61,42,41,8
16,DÂMBOVIŢA,"LICEUL TEORETIC ”ION HELIADE RĂDULESCU”",27,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:51",834,827,0,6,1,356,349,0,6,1,336,20,920,564,196,53,42,43,2
16,DÂMBOVIŢA,"LICEUL TEORETIC ”ION LUCA CARAGIALE”",84,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:30",679,662,4,11,2,320,307,0,11,2,301,19,730,410,154,49,28,62,8
16,DÂMBOVIŢA,"LICEUL TEORETIC ”PETRU CERCEL”",12,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:05",1871,1830,28,10,3,839,825,1,10,3,787,52,2020,1181,480,132,85,73,17
16,DÂMBOVIŢA,"LICEUL ”VOIEVODUL MIRCEA”",38,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:14",1448,1429,4,10,5,544,529,0,10,5,515,29,1570,1026,303,84,49,67,12
16,DÂMBOVIŢA,"SALĂ DE FESTIVITĂȚI",306,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:46",477,465,0,12,0,339,327,0,12,0,326,12,520,182,168,116,20,18,4
16,DÂMBOVIŢA,"SALA DE FESTIVITĂŢI A PRIMĂRIEI TĂTĂRANI",388,TĂTĂRANI,68921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:05",829,815,1,5,8,540,527,0,5,8,517,23,900,360,376,45,76,15,5
16,DÂMBOVIŢA,"SALA DE FESTIVITĂŢI FĂGETU",255,"GURA FOII",65707,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:57",301,296,0,4,1,235,230,0,4,1,221,14,330,95,113,92,8,8,0
16,DÂMBOVIŢA,"SALA DE SPORT",82,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:31",699,686,0,11,2,338,325,0,11,2,330,8,760,422,172,58,27,65,8
16,DÂMBOVIŢA,"SALA DE SPORT",83,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:35",635,632,0,3,0,322,319,0,3,0,310,12,700,378,151,45,36,66,12
16,DÂMBOVIŢA,"ŞCOALA ANINOASA",131,ANINOASA,65379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:55",1006,997,0,7,2,565,556,0,7,2,541,24,1100,535,338,131,31,33,8
16,DÂMBOVIŢA,"ŞCOALA ANINOASA",130,ANINOASA,65379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:39",1095,1064,0,22,9,643,612,0,22,9,618,25,1160,517,395,132,30,51,10
16,DÂMBOVIŢA,"ŞCOALA BECHINEŞTI",247,FINTA,67470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:54",643,626,0,12,5,408,391,0,12,5,387,21,688,280,87,227,21,47,5
16,DÂMBOVIŢA,"ȘCOALA ”BUICĂ IONESCU”",251,GLODENI,67522,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:49",1120,1114,1,1,4,710,705,0,1,4,693,17,1240,530,313,304,26,47,3
16,DÂMBOVIŢA,"ȘCOALA ”BUICĂ IONESCU”",250,GLODENI,67522,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:06",1498,1493,0,2,3,873,868,0,2,3,823,50,1650,777,368,371,36,38,10
16,DÂMBOVIŢA,"ȘCOALA BURDUCA",234,DRAGODANA,67327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:09",654,629,0,16,9,654,629,0,16,9,638,14,1060,408,334,251,34,14,5
16,DÂMBOVIŢA,"ȘCOALA COJOCARU",299,MOGOŞANI,68128,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:01",656,631,1,20,4,480,456,0,20,4,467,13,710,230,177,248,18,21,3
16,DÂMBOVIŢA,"ŞCOALA CONŢEŞTI, LOCALITATEA CONŢEŞTI, STRADA GĂRII, NR. 192",190,CONŢEŞTI,66768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:55:36",204,199,0,4,1,199,194,0,4,1,191,8,490,287,128,17,30,13,3
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV",222,CREVEDIA,102286,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:14",430,399,1,26,4,338,308,0,26,4,308,29,440,103,230,41,20,10,7
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I - IV ALUNIŞU",204,CORNĂŢELU,66955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:00",307,286,0,13,8,248,227,0,13,8,240,8,310,62,196,38,5,1,0
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I - IV BOLOVANI",205,CORNĂŢELU,66955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:04",587,517,0,53,17,434,364,0,53,17,386,19,560,154,207,149,19,5,6
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV BOTENI, LOCALITATEA BOTENI, STRADA AEROPORTULUI, NR. 308G",193,CONŢEŞTI,66768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:33",731,726,1,3,1,278,274,0,3,1,266,12,800,522,192,23,43,4,4
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV CONŢEŞTI, LOCALITATEA CONŢEŞTI, STRADA PRIMĂRIEI, NR. 444",189,CONŢEŞTI,66768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:50",699,684,0,12,3,343,328,0,12,3,330,13,760,417,214,28,65,16,7
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV IAZU",184,COJASCA,66697,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:24",1111,1092,0,9,10,935,916,0,9,10,894,41,1220,285,10,874,8,0,2
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-IV IAZU",185,COJASCA,66697,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:54",1058,1048,0,7,3,889,879,0,7,3,854,31,1160,275,26,814,11,0,3
