precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
13,CLUJ,"PRIMĂRIA COMUNEI",550,"MINTIU GHERLII",58552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:25",1318,1302,2,12,2,785,771,0,12,2,740,45,1434,649,23,346,52,156,12,138,6,1,2,4
13,CLUJ,"PRIMĂRIA COMUNEI",532,MĂNĂSTIRENI,58393,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:25",785,716,4,45,20,559,493,1,45,20,514,40,788,229,96,194,32,158,10,2,1,3,2,16
13,CLUJ,"PRIMĂRIA COMUNEI",511,"IZVORU CRIŞULUI",58204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:40",745,715,1,7,22,460,431,0,7,22,441,19,821,361,408,3,3,12,2,11,0,0,1,1
13,CLUJ,"PRIMĂRIA COMUNEI FLOREȘTI",453,FLOREŞTI,57706,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:57:33",1975,1953,0,21,1,829,807,0,21,1,757,72,2178,1349,41,178,64,258,28,103,3,41,24,17
13,CLUJ,"PRIMĂRIA COMUNEI FLOREȘTI",454,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:08:11",1686,1667,11,8,0,755,747,0,8,0,687,68,1852,1097,51,92,58,196,19,178,3,37,45,8
13,CLUJ,"PRIMĂRIA COMUNEI MĂRGĂU",534,MĂRGĂU,58464,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:08:49",372,326,1,34,11,295,249,1,34,11,286,9,371,76,5,141,10,96,11,7,7,3,5,1
13,CLUJ,"PRIMĂRIA COMUNEI POIENI",589,POIENI,59041,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:58:26",914,908,1,4,1,500,495,0,4,1,464,35,1000,500,6,183,131,91,18,19,4,6,4,2
13,CLUJ,"PRIMARIA COMUNEI TURENI , NR. 243",644,TURENI,59764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:34",804,769,2,19,14,553,520,0,19,14,531,22,880,327,176,122,31,156,13,17,1,1,12,2
13,CLUJ,"PRIMARIA COMUNEI VULTURENI",669,VULTURENI,60099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:46",391,307,0,67,17,310,226,0,67,17,296,14,365,55,3,195,18,62,3,10,2,1,1,1
13,CLUJ,"PRIMARIA ORAS HUEDIN",287,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:16",1414,1395,5,9,5,689,674,1,9,5,619,70,1495,806,165,113,39,166,23,93,4,5,7,4
13,CLUJ,"PRIMARIA SANMARTIN",621,SÂNMĂRTIN,59498,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:44:44",202,189,0,13,0,121,108,0,13,0,116,5,177,56,43,16,15,40,0,2,0,0,0,0
13,CLUJ,"PRIMĂRIA ŢAGA",649,ŢAGA,59826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:49:05",559,550,1,8,0,346,338,0,8,0,318,20,620,274,12,124,29,104,13,17,5,2,1,11
13,CLUJ,"SALA DE SPORT",545,"MIHAI VITEAZU",55277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:49:18",1498,1475,1,14,8,794,772,0,14,8,756,38,1629,835,163,118,98,241,26,77,3,13,11,6
13,CLUJ,"SALA DE SPORT",546,"MIHAI VITEAZU",55277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:55",968,959,1,5,3,511,503,0,5,3,489,22,1056,545,141,78,53,126,13,55,8,2,10,3
13,CLUJ,"SALĂ MULTIFUNCŢIONALĂ",557,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:42",174,164,1,8,1,114,105,0,8,1,95,19,183,69,6,27,18,27,6,2,3,2,2,2
13,CLUJ,"SALA NUNTI",409,CHIUIEŞTI,57083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:15:37",97,91,0,6,0,63,57,0,6,0,62,1,100,37,0,12,11,36,0,2,1,0,0,0
13,CLUJ,"SALA SPORT LICEU TEHNOLOGIC ”ŞTEFAN PASCU”",308,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:14:16",1972,1956,2,11,3,1052,1038,0,11,3,1019,33,2187,1135,51,287,101,339,49,141,12,3,25,11
13,CLUJ,"SALA SPORT LICEU TEHNOLOGIC ”ŞTEFAN PASCU”",307,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:58:38",1780,1758,5,17,0,985,968,0,17,0,959,26,1958,973,66,176,89,377,64,152,6,19,7,3
13,CLUJ,"SALA SPORT LICEU TEHNOLOGIC ”ŞTEFAN PASCU”",310,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:10",1957,1924,7,21,5,1090,1064,0,21,5,1043,47,2124,1034,42,227,93,405,39,180,11,9,26,11
13,CLUJ,"SALA SPORT LICEU TEHNOLOGIC ”ŞTEFAN PASCU”",309,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:48",1815,1802,5,8,0,957,949,0,8,0,921,36,1984,1027,23,203,59,359,40,179,15,9,20,14
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",32,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:22",903,849,45,8,1,404,395,0,8,1,396,8,981,577,62,29,40,118,8,91,8,2,33,5
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",34,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:57",1499,1433,54,11,1,715,703,0,11,1,707,8,1651,936,79,85,70,239,10,148,5,4,63,4
13,CLUJ,"SALA SPORTURILOR ”HOREA DEMIAN”",33,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:19",1363,1307,41,14,1,562,547,0,14,1,552,10,1485,923,91,57,62,168,21,88,2,5,49,9
13,CLUJ,"SC. GIMNAZIALA CUTCA",623,SÂNMĂRTIN,59498,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:37",388,278,0,97,13,335,225,0,97,13,306,29,390,55,6,26,50,209,4,5,2,2,1,1
13,CLUJ,"SC GIMNAZIALA MIHAI VITEAZU-SALA DE SPORT",197,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:12",1198,1194,0,2,2,530,526,0,2,2,527,3,1319,789,44,108,73,194,18,55,4,2,25,4
13,CLUJ,"SC. GIMNAZIALA MIHAI VITEAZU-SALA DE SPORT",199,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:56",1409,1396,1,8,4,591,579,0,8,4,565,26,1537,946,27,101,110,227,13,64,5,1,14,3
13,CLUJ,"SC.GIMNAZIALA MIHAI VITEAZU-SALA DE SPORT",198,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:14",1241,1234,1,4,2,512,506,0,4,2,499,13,1385,873,20,117,113,151,5,52,7,1,25,8
13,CLUJ,SCOALA,502,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:37",124,110,0,13,1,74,60,0,13,1,69,5,124,50,1,20,7,36,1,2,1,1,0,0
13,CLUJ,SCOALA,506,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:27:38",45,35,0,8,2,37,27,0,8,2,35,2,43,6,3,10,4,14,1,3,0,0,0,0
13,CLUJ,SCOALA,496,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:27",296,290,0,6,0,180,174,0,6,0,162,18,323,143,4,67,9,69,6,3,2,0,1,1
13,CLUJ,SCOALA,504,IARA,58008,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:17",102,87,1,12,2,66,52,0,12,2,63,3,101,35,2,16,2,37,1,4,0,1,0,0
13,CLUJ,SCOALA,505,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:54",247,235,0,11,1,156,144,0,11,1,148,8,266,110,2,34,11,76,12,10,1,1,1,0
13,CLUJ,SCOALA,499,IARA,58008,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:21",323,297,0,19,7,236,210,0,19,7,223,13,331,95,10,83,14,95,8,6,1,1,4,1
13,CLUJ,SCOALA,500,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:20",230,222,0,6,2,150,142,0,6,2,141,9,257,107,5,41,12,67,10,3,0,0,1,2
13,CLUJ,ŞCOALA,598,RECEA-CRISTUR,59130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:59",150,136,0,8,6,104,90,0,8,6,101,3,149,45,0,9,6,80,4,0,0,2,0,0
13,CLUJ,ŞCOALA,608,SĂNDULEŞTI,55311,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:21",649,627,0,16,6,372,350,0,16,6,352,20,629,257,16,42,30,183,7,29,1,1,2,41
13,CLUJ,ŞCOALA,601,RECEA-CRISTUR,59130,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:38",73,54,0,10,9,45,26,0,10,9,42,3,73,28,0,6,5,29,0,2,0,0,0,0
13,CLUJ,ŞCOALA,600,RECEA-CRISTUR,59130,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:22",83,66,0,14,3,61,44,0,14,3,61,0,76,15,0,5,0,54,1,0,0,1,0,0
13,CLUJ,ŞCOALA,599,RECEA-CRISTUR,59130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:51",85,74,0,9,2,62,51,0,9,2,62,0,84,22,1,3,2,51,0,3,1,0,0,1
13,CLUJ,ȘCOALA,464,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:00",1558,1540,8,10,0,609,599,0,10,0,597,12,1702,1093,49,62,59,226,22,142,2,0,27,8
13,CLUJ,ȘCOALA,463,FLOREŞTI,57706,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:08:10",1870,1841,8,21,0,686,664,1,21,0,670,16,2041,1355,49,63,72,263,30,139,6,5,34,9
13,CLUJ,ȘCOALA,462,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:36:07",1917,1896,5,16,0,769,753,0,16,0,748,16,2120,1356,77,69,102,261,26,160,4,2,39,8
13,CLUJ,ȘCOALA,460,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:23",2002,1977,11,14,0,721,707,0,14,0,701,20,963,242,83,63,71,262,22,134,7,4,42,13
13,CLUJ,ȘCOALA,461,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:06:58",1998,1973,9,16,0,743,727,0,16,0,721,22,2163,1420,53,60,71,292,35,148,5,2,45,10
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",155,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:16",1152,1141,0,11,0,543,532,0,11,0,530,13,1277,734,62,74,43,184,21,91,10,1,34,10
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",152,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:41",1526,1518,1,7,0,680,673,0,7,0,658,22,1667,987,78,70,61,273,22,102,7,5,35,5
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",153,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:27",1618,1577,4,9,28,852,817,0,8,27,848,4,1786,934,148,86,96,284,21,151,4,3,47,8
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",154,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:15",1435,1418,4,12,1,679,665,1,12,1,667,12,1565,886,74,64,74,233,34,107,9,6,55,11
13,CLUJ,"ŞCOALA ” AL.VAIDA VOEVOD”,",156,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:17",1181,1173,4,4,0,565,561,0,4,0,556,9,1322,757,85,68,62,202,11,83,5,3,34,3
13,CLUJ,"ŞCOALA BOJU",423,COJOCNA,57350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:05",372,311,1,45,15,296,236,0,45,15,275,21,361,65,7,40,13,38,2,168,3,0,2,2
13,CLUJ,"SCOALA CĂLATA",372,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:18",336,328,0,6,2,242,234,0,6,2,228,14,370,128,7,62,39,101,3,13,1,2,0,0
13,CLUJ,"SCOALA CHIRIS",484,GEACA,57831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:15",83,64,0,16,3,60,41,0,16,3,56,4,70,10,1,29,12,10,1,1,1,0,1,0
13,CLUJ,"ŞCOALA CLASELE I-IV",575,PANTICEU,58856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:42",310,267,0,39,4,195,152,0,39,4,170,25,301,106,9,23,16,109,4,4,2,3,0,0
13,CLUJ,"SCOALA CLASELE I - IV CALEA LATA",413,CIUCEA,57163,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:29",199,186,0,4,9,102,89,0,4,9,93,9,208,106,5,15,4,60,2,3,1,2,1,0
13,CLUJ,"SCOALA CLS. I - IV BAITA",243,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:39",402,387,0,11,4,174,163,0,7,4,171,3,427,253,43,32,19,50,2,23,0,0,2,0
13,CLUJ,"ȘCOALA CLS.I-IV DEUȘU",405,CHINTENI,56988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:01",621,596,2,23,0,340,317,0,23,0,327,13,655,315,26,157,31,78,10,13,3,1,5,3
13,CLUJ,"ŞCOALA CLS. I - IV HĂŞDATE",244,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:17",276,263,2,8,3,117,106,1,8,2,112,5,295,178,4,27,18,36,4,18,1,1,3,0
13,CLUJ,"ŞCOALA CLS. I - IV SILIVAŞ",245,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:27",154,143,0,8,3,60,49,0,8,3,47,13,157,97,4,11,5,16,1,8,1,1,0,0
13,CLUJ,"SCOALA CLS.I-IV VANATORI",414,CIUCEA,57163,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:16",355,332,0,5,18,255,232,0,5,18,246,9,389,134,4,87,17,135,1,1,1,0,0,0
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",105,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:44:11",1824,1783,30,8,3,895,884,0,8,3,891,4,1969,1074,121,98,65,278,32,195,6,5,83,8
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",103,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:41:13",1584,1558,11,13,2,761,746,0,13,2,749,12,1738,977,148,82,55,226,15,138,9,7,59,10
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",102,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:27:45",1950,1914,21,13,2,1044,1029,0,13,2,1030,14,2142,1098,107,116,70,299,27,271,9,6,108,17
13,CLUJ,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",104,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:16",1715,1697,10,8,0,953,945,0,8,0,941,12,1879,926,113,76,81,277,17,233,12,4,115,13
13,CLUJ,"ŞCOALA COPLEAN",386,CĂŞEIU,56666,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:00",356,342,0,12,2,230,216,0,12,2,215,15,381,151,3,34,56,100,8,5,1,1,6,1
13,CLUJ,"ȘCOALA CORUȘU",327,BACIU,55838,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:55",578,565,3,7,3,337,327,0,7,3,328,9,627,290,24,88,38,116,8,37,2,1,13,1
13,CLUJ,"SCOALA CU CLASELE I-IV",572,NEGRENI,60169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:42",96,89,0,6,1,72,65,0,6,1,70,2,101,29,0,19,9,37,2,3,0,0,0,0
13,CLUJ,"ŞCOALA CU CLASELE I-IV",614,SĂVĂDISLA,59327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:21",309,295,0,3,11,204,190,0,3,11,199,5,339,135,177,3,2,12,2,1,0,0,1,1
13,CLUJ,"ŞCOALA CU CLASELE I-IV",588,PLOSCOŞ,58990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:36",211,208,0,0,3,150,147,0,0,3,142,8,231,81,2,55,33,38,2,8,2,0,1,1
13,CLUJ,"ŞCOALA CU CLASELE I-IV LUNA DE JOS",439,DĂBÂCA,57546,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:40",576,548,2,17,9,316,289,1,17,9,281,35,608,292,18,82,24,129,10,9,0,7,1,1
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",612,SĂVĂDISLA,59327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:39",377,367,1,7,2,259,249,1,7,2,226,33,418,159,6,64,46,85,9,7,4,1,3,1
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",611,SĂVĂDISLA,59327,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:24",663,643,1,12,7,418,399,0,12,7,375,43,708,290,7,98,32,184,26,12,7,1,5,3
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",564,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:17",412,405,1,2,4,276,270,0,2,4,264,12,453,177,140,92,13,11,2,3,0,0,2,1
13,CLUJ,"SCOALA CU CL. I - VIII, CIUCEA",412,CIUCEA,57163,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:35",744,704,0,5,35,475,435,0,5,35,455,20,776,301,5,97,37,270,13,19,8,5,1,0
13,CLUJ,"SCOALA CU CLS. I-IV COMSESTI , NR.111",646,TURENI,59764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:53:52",191,184,0,7,0,137,130,0,7,0,128,9,204,67,20,34,6,59,2,7,0,0,0,0
13,CLUJ,"SCOALA CU CLS. I-IV MĂRTINEŞTI ,NR.60",647,TURENI,59764,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:27:49",323,309,1,13,0,183,170,0,13,0,163,20,351,168,17,34,11,83,2,7,3,0,4,2
13,CLUJ,"SCOALA CU CLS. I - IV MICESTI , NR.57",648,TURENI,59764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:52",213,197,0,16,0,131,115,0,16,0,126,5,217,86,4,34,31,44,3,8,1,0,1,0
13,CLUJ,"SCOALA CU CLS.I-IV NICULA",446,"FIZEŞU GHERLII",57644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:25",536,515,2,19,0,272,253,0,19,0,253,19,583,311,5,64,39,104,12,25,1,1,2,0
13,CLUJ,"ȘCOALA CURTUIUȘ",662,VAD,59942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:47:36",155,134,0,15,6,114,93,0,15,6,107,7,149,35,1,37,4,60,2,2,0,0,1,0
13,CLUJ,"ŞCOALA DIN CĂLĂŢELE",370,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:12",719,706,1,2,10,377,365,0,2,10,349,28,800,423,6,161,66,71,7,25,0,11,1,1
13,CLUJ,"ŞCOALA DIN DEALU NEGRU",373,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:29",338,316,1,11,10,256,234,1,11,10,240,15,367,112,2,62,52,66,4,39,2,7,1,5
13,CLUJ,"SCOALA DIN FUNDATURA",508,ICLOD,58142,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:00",576,564,3,9,0,283,274,0,9,0,269,14,625,342,4,98,25,100,7,16,2,8,7,2
13,CLUJ,"SCOALA DIN LIVADA",509,ICLOD,58142,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:46",904,894,2,4,4,386,378,0,4,4,373,13,998,612,12,124,32,146,11,14,4,22,6,2
13,CLUJ,"SCOALA DIN ORMAN",510,ICLOD,58142,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:22",410,394,0,7,9,193,177,0,7,9,180,13,442,249,5,41,15,99,11,4,0,2,1,2
13,CLUJ,"SCOALA DOSU NAPULUI",401,"CEANU MARE",56844,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:28",101,91,0,7,3,71,61,0,7,3,61,10,103,32,0,20,11,6,3,19,1,1,0,0
13,CLUJ,"ŞCOALA ELEMENTARA",558,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:26",228,211,1,5,11,158,142,0,5,11,146,12,252,94,126,2,4,9,0,3,0,1,0,1
13,CLUJ,"ŞCOALA ”EMIL ISAC”",170,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:24",1482,1469,2,10,1,772,761,0,10,1,745,27,1629,857,185,70,74,210,21,116,13,7,41,8
13,CLUJ,"ŞCOALA ”EMIL ISAC”",171,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:08:55",956,939,7,10,0,437,427,0,10,0,426,9,1048,611,85,58,48,110,22,68,6,2,24,3
13,CLUJ,"ŞCOALA GARBĂUL DEJULUI",387,CĂŞEIU,56666,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:53",178,167,0,10,1,101,90,0,10,1,95,6,184,83,1,23,21,47,1,1,0,0,1,0
13,CLUJ,"SCOALA GEN CLS I-VIII",665,VIIŞOARA,60062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:01",1367,1356,1,4,6,638,628,0,4,6,615,23,1506,868,392,74,25,80,11,20,6,1,1,5
13,CLUJ,"SCOALA GENERALA",530,MĂGURI-RĂCĂTĂU,58357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:33",715,711,0,2,2,493,489,0,2,2,459,34,783,290,10,229,79,114,8,6,4,4,3,2
13,CLUJ,"ŞCOALA GENERALĂ",539,MĂRIŞEL,58534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:29:21",1018,954,0,35,29,845,783,0,35,27,808,37,1098,253,6,181,61,520,19,10,0,1,3,7
13,CLUJ,"ŞCOALA GENERALĂ",559,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:11:30",214,201,0,13,0,129,116,0,13,0,111,18,220,91,11,15,24,42,0,5,5,8,0,1
13,CLUJ,"ŞCOALA GENERALĂ",554,"MINTIU GHERLII",58552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:16",214,209,0,4,1,122,117,0,4,1,118,4,231,109,1,59,3,32,4,15,2,0,1,1
13,CLUJ,"ŞCOALA GENERALĂ",517,"JICHIŞU DE JOS",55106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:00:18",23,13,0,10,0,18,8,0,10,0,18,0,24,6,0,6,6,6,0,0,0,0,0,0
13,CLUJ,"ŞCOALA GENERALĂ",555,"MINTIU GHERLII",58552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:58",219,211,0,8,0,126,118,0,8,0,106,20,232,106,4,22,8,51,3,15,0,1,1,1
13,CLUJ,"ŞCOALA GENERALĂ",582,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:04",179,161,0,14,4,137,119,0,14,4,123,14,184,47,5,16,37,49,5,5,4,0,2,0
13,CLUJ,"ŞCOALA GENERALĂ",540,MĂRIŞEL,58534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:22",147,129,0,16,2,120,102,0,16,2,115,5,145,25,1,35,5,70,1,2,0,0,0,1
13,CLUJ,"ŞCOALA GENERALĂ",552,"MINTIU GHERLII",58552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:55",350,343,0,7,0,350,343,0,7,0,312,38,640,290,5,102,13,140,20,27,2,2,1,0
13,CLUJ,"ŞCOALA GENERALĂ",518,"JICHIŞU DE JOS",55106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:38",98,73,0,21,4,70,45,0,21,4,63,7,81,11,2,15,6,36,2,2,0,0,0,0
13,CLUJ,"ŞCOALA GENERALĂ",548,"MIHAI VITEAZU",55277,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:20",455,447,2,6,0,263,256,1,6,0,249,14,502,239,57,29,18,120,4,15,1,4,0,1
13,CLUJ,"ŞCOALA GENERALĂ",581,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:32",181,168,0,9,4,118,106,0,9,3,110,8,173,55,13,7,55,16,14,5,0,0,0,0
13,CLUJ,"ŞCOALA GENERALĂ",551,"MINTIU GHERLII",58552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:54",757,747,1,4,5,398,388,1,4,5,349,49,832,434,5,125,44,94,11,64,4,0,0,2
13,CLUJ,"ŞCOALA GENERALĂ",513,"IZVORU CRIŞULUI",58204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:27",314,302,0,8,4,242,230,0,8,4,237,5,338,96,203,7,2,17,1,7,0,0,0,0
