precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
13,CLUJ,"CAMINUL CULTURAL CEANU MIC , NR.184",645,TURENI,59764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:42",321,310,0,9,2,146,135,0,9,2,139,7,346,200,4,31,12,74,3,9,1,0,3,2
13,CLUJ,"CAMINUL CULTURAL CIUBANCA",597,RECEA-CRISTUR,59130,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:52:04",69,54,0,6,9,48,33,0,6,9,45,3,70,22,1,8,2,32,1,1,0,0,0,0
13,CLUJ,"CĂMINUL CULTURAL COPRU",393,CĂTINA,56773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:33",87,80,0,7,0,55,48,0,7,0,52,3,88,33,1,30,3,14,0,3,1,0,0,0
13,CLUJ,"CAMINUL CULTURAL CORNESTI",479,GÂRBĂU,57948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:26",93,82,0,11,0,58,47,0,11,0,54,4,95,37,1,16,8,26,1,2,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL DEJ",213,"MUNICIPIUL DEJ",55008,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:37",742,735,0,7,0,397,390,0,7,0,381,16,811,414,8,82,57,158,12,52,2,0,4,6
13,CLUJ,"CĂMINUL CULTURAL DEZMIR",313,APAHIDA,55687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:22:56",1385,1365,6,8,6,829,814,1,8,6,811,17,1506,678,34,153,68,278,38,184,7,2,41,6
13,CLUJ,"CĂMINUL CULTURAL DEZMIR",314,APAHIDA,55687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:20:21",1218,1193,3,10,12,695,673,0,10,12,676,17,1313,620,36,134,51,245,17,147,5,3,30,8
13,CLUJ,"CAMINUL CULTURAL DIN LOCALITATEA GHEORGHENI",442,FELEACU,57582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:18",939,921,2,14,2,608,592,0,14,2,588,20,1024,416,483,22,9,29,5,23,0,2,12,3
13,CLUJ,"CAMINUL CULTURAL FAURENI",673,VULTURENI,60099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:26:44",159,148,0,7,4,104,93,0,7,4,94,10,168,64,1,62,8,16,4,3,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL FELEACU DIN LOCALITATEA FELEACU",441,FELEACU,57582,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:32:30",2082,2032,13,34,3,1136,1099,0,34,3,1067,69,2260,1124,37,172,85,399,33,243,13,4,69,12
13,CLUJ,"CĂMINUL CULTURAL FINCIU",374,CĂLĂŢELE,56461,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:57:12",118,105,3,10,0,89,76,3,10,0,80,7,117,28,1,17,36,15,2,9,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL FRATA",474,FRATA,57742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:59:31",1517,1476,3,26,12,939,900,2,26,11,870,69,1644,705,33,477,39,264,29,21,1,1,4,1
13,CLUJ,"CAMINUL CULTURAL GARBAU",478,GÂRBĂU,57948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:30",541,533,0,4,4,356,348,0,4,4,339,17,608,252,3,95,18,130,20,54,1,3,11,4
13,CLUJ,"CAMINUL CULTURAL GIULA",359,BORŞA,56265,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:17",107,102,0,0,5,65,60,0,0,5,59,6,119,54,2,7,4,43,0,1,0,0,0,2
13,CLUJ,"CĂMINUL CULTURAL IURIU DE CÎMPIE",425,COJOCNA,57350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:42",195,180,0,15,0,117,102,0,15,0,102,15,197,80,3,59,4,7,2,26,0,1,0,0
13,CLUJ,"CAMINUL CULTURAL LACU",485,GEACA,57831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:12",275,217,0,53,5,219,162,0,53,4,201,17,246,27,85,70,14,16,4,10,0,2,0,0
13,CLUJ,"CAMINUL CULTURAL LEGII",486,GEACA,57831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:02",164,116,0,36,12,131,83,0,36,12,123,8,147,16,4,21,20,68,3,6,0,0,0,1
13,CLUJ,"CAMINUL CULTURAL LUNCANI",528,LUNA,58311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:00",1199,1176,1,6,16,597,574,1,6,16,511,86,1316,719,113,140,58,117,29,35,10,1,7,1
13,CLUJ,"CĂMINUL CULTURAL NĂDĂȘELU",480,GÂRBĂU,57948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:28",194,186,0,7,1,126,118,0,7,1,114,12,205,79,3,30,5,67,0,7,0,0,2,0
13,CLUJ,"CĂMINUL CULTURAL PĂLATCA",578,PĂLATCA,58794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:45",655,568,1,72,14,441,354,1,72,14,371,70,643,202,89,42,23,197,9,4,4,0,2,1
13,CLUJ,"CĂMINUL CULTURAL PÎGLIŞA",440,DĂBÂCA,57546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:58",87,71,0,16,0,60,44,0,16,0,56,4,78,18,0,27,5,13,2,5,0,3,1,0
13,CLUJ,"CAMINUL CULTURAL POIANA FRATII",476,FRATA,57742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:58",181,173,0,8,0,115,107,0,8,0,108,7,190,75,3,70,18,11,0,4,0,0,0,2
13,CLUJ,"CĂMINUL CULTURAL ”PROF. NICOLAE MAZARE” LUNA",526,LUNA,58311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:37",1042,1020,1,5,16,569,548,0,5,16,499,70,1147,578,11,134,64,193,28,54,3,0,8,4
13,CLUJ,"CĂMINUL CULTURAL ”PROF. NICOLAE MAZARE” LUNA",525,LUNA,58311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:59",1110,1070,3,9,28,567,530,0,9,28,535,32,1215,648,12,129,58,175,21,113,8,2,13,4
13,CLUJ,"CAMINUL CULTURAL PRUNI",348,BOBÂLNA,56096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:13",31,17,0,14,0,28,14,0,14,0,27,1,35,7,0,5,10,11,0,1,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL PUINI",487,GEACA,57831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:01",83,71,0,10,2,64,52,0,10,2,57,7,78,14,10,16,3,20,0,3,1,2,0,2
13,CLUJ,"CĂMINUL CULTURAL RASCRUCI",355,BONŢIDA,56210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:42",1279,1250,2,9,18,689,660,2,9,18,650,39,1398,709,116,71,105,270,35,27,5,10,10,1
13,CLUJ,"CĂMINUL CULTURAL SĂLICEA",417,CIURILA,57225,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:49:00",696,572,9,110,5,487,368,4,110,5,472,14,645,158,8,59,66,186,16,102,3,2,25,5
13,CLUJ,"CĂMINUL CULTURAL SÂNNICOARĂ",317,APAHIDA,55687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:11:38",1081,1070,1,10,0,593,583,0,10,0,561,32,1100,507,21,107,66,195,31,105,5,2,22,7
13,CLUJ,"CĂMINUL CULTURAL SAVA",579,PĂLATCA,58794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:07",267,227,1,37,2,155,116,0,37,2,143,12,253,98,6,27,17,89,2,0,0,1,0,1
13,CLUJ,"CĂMINUL CULTURAL SÎNTEJUDE",651,ŢAGA,59826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:57",197,189,0,8,0,115,107,0,8,0,95,20,208,93,3,21,11,49,6,1,0,2,0,2
13,CLUJ,"CAMINUL CULTURAL SOMCUTU MIC",229,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:15",463,455,0,6,2,221,213,0,6,2,213,8,502,281,3,67,55,56,8,17,0,4,1,2
13,CLUJ,"CĂMINUL CULTURAL SOMEȘU RECE",492,GILĂU,57902,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:31",1002,996,1,3,2,519,514,0,3,2,494,25,1109,590,3,80,41,314,26,23,2,1,3,1
13,CLUJ,"CAMINUL CULTURAL SOPORU DE CIMPIE",477,FRATA,57742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:19",1004,968,1,16,19,662,626,1,16,19,603,59,1083,421,6,503,27,42,11,5,2,0,7,0
13,CLUJ,"CAMINUL CULTURAL SUARĂŞ",350,BOBÂLNA,56096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:55",114,106,0,7,1,80,72,0,7,1,74,6,121,41,1,34,9,22,2,2,0,0,4,0
13,CLUJ,"CAMINUL CULTURAL SUCUTARD",488,GEACA,57831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:30",297,260,0,31,6,214,177,0,31,6,201,13,284,70,4,112,22,55,1,0,0,6,1,0
13,CLUJ,"CAMINUL CULTURAL TAUSENI",356,BONŢIDA,56210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:00:24",54,33,0,21,0,37,16,0,21,0,34,3,56,19,0,6,3,19,0,1,0,5,0,0
13,CLUJ,"CAMINUL CULTURAL TAUTI",473,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:44",241,231,2,6,2,124,116,0,6,2,119,5,258,134,7,23,12,49,3,18,2,0,2,3
13,CLUJ,"CAMINUL CULTURAL UNGURAS",654,UNGURAŞ,59880,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:00",692,670,0,1,21,465,443,0,1,21,445,20,765,300,306,59,2,42,2,29,1,3,0,1
13,CLUJ,"CĂMINUL CULTURAL VĂLENI",375,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:22",262,257,0,5,0,154,149,0,5,0,145,9,292,138,111,14,5,10,1,3,0,1,0,0
13,CLUJ,"CĂMINUL CULTURAL VECHI GILĂU",490,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:26:56",2008,1966,10,15,17,1116,1084,0,15,17,1067,49,2189,1073,133,163,77,527,40,100,1,9,12,5
13,CLUJ,"CASA CĂSPRIAC",204,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:19",1288,1271,10,6,1,610,603,0,6,1,559,51,1430,820,19,128,71,158,25,132,3,12,4,7
13,CLUJ,"CASA DE COPII",286,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:12",1538,1520,1,10,7,882,865,0,10,7,856,26,1716,834,189,173,70,264,23,121,4,6,5,1
13,CLUJ,"CASA DE CULTURĂ",571,NEGRENI,60169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:33",530,520,0,7,3,389,379,0,7,3,372,17,575,186,10,144,53,142,9,7,1,1,5,0
13,CLUJ,"CASA DE CULTURĂ",547,"MIHAI VITEAZU",55277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:41",1455,1429,3,20,3,740,716,1,20,3,702,38,1573,833,118,129,70,217,20,99,11,18,7,13
13,CLUJ,"CASA DE CULTURĂ BACIU",326,BACIU,55838,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:13",1822,1798,5,15,4,867,848,0,15,4,782,85,1975,1108,277,110,58,177,26,99,1,6,22,6
13,CLUJ,"CASA DE CULTURĂ BACIU",324,BACIU,55838,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:42:38",1502,1478,5,15,4,860,841,0,15,4,834,26,1632,772,321,146,47,160,18,96,1,4,39,2
13,CLUJ,"CASA DE CULTURĂ BACIU",325,BACIU,55838,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:02:02",1691,1687,1,2,1,949,946,0,2,1,926,20,1851,905,276,204,50,251,20,93,7,6,14,5
13,CLUJ,"CASA DE CULTURĂ CHINTENI",403,CHINTENI,56988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:24",1095,1061,1,32,1,761,728,0,32,1,737,24,1162,401,122,244,45,209,14,74,1,2,21,5
13,CLUJ,"CASA DE CULTURĂ ”DUMITRU SOPON”",489,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:06:39",1987,1958,1,11,17,1127,1099,0,11,17,1090,37,2166,1039,227,108,101,491,36,97,8,6,12,4
13,CLUJ,"CASA DE CULTURĂ MĂCICAȘU",407,CHINTENI,56988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:16",199,191,0,5,3,199,191,0,5,3,191,8,348,149,16,80,12,73,2,2,1,2,2,1
13,CLUJ,"CASA PARTICULARA",347,BOBÂLNA,56096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:16",103,95,0,6,2,65,57,0,6,2,65,0,110,45,2,14,6,40,0,0,2,1,0,0
13,CLUJ,"CASA PARTICULARA",639,"TRITENII DE JOS",59693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:26",73,65,0,8,0,42,34,0,8,0,39,3,72,30,2,6,8,10,0,11,0,1,0,1
13,CLUJ,"CASA PARTICULARA",586,"PETREŞTII DE JOS",58918,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:31",113,96,0,17,0,71,54,0,17,0,65,6,107,36,3,27,17,11,0,3,1,0,2,1
13,CLUJ,"CASA PROPRIETATE PARTICULARA",497,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:55:05",63,50,0,12,1,36,23,0,12,1,35,1,55,19,1,16,4,8,2,1,0,0,3,0
13,CLUJ,"CASA PROPRIETATE PARTICULARĂ",498,IARA,58008,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:01",126,118,0,8,0,72,64,0,8,0,66,6,131,59,4,10,11,28,8,3,1,1,0,0
13,CLUJ,"CASA PROPRIETATE PARTICULARĂ",501,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:12:47",37,29,0,8,0,20,12,0,8,0,19,1,32,12,1,8,4,6,0,0,0,0,0,0
13,CLUJ,"CASA PROPRIETATE PARTICULARĂ",503,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:51:00",26,17,0,9,0,17,8,0,9,0,17,0,34,17,1,5,2,9,0,0,0,0,0,0
13,CLUJ,"CASA SATULUI",565,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:18",581,551,0,17,13,369,339,0,17,13,355,14,616,247,245,29,25,25,16,10,0,1,2,2
13,CLUJ,"CENTRU DE ZI ÎNGRIJIRE BĂTRÂNI",410,CHIUIEŞTI,57083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:41",315,294,0,13,8,203,182,0,13,8,185,18,338,135,6,92,17,57,3,3,3,3,0,1
13,CLUJ,"CENTRU DE ZI PENTRU COPII",658,VAD,59942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:35",185,167,2,7,9,140,122,2,7,9,117,23,200,60,1,24,4,76,4,8,0,0,0,0
13,CLUJ,"CENTRUL CULTURAL ICLOD",507,ICLOD,58142,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:05",1593,1587,1,5,0,706,701,0,5,0,668,38,1768,1062,7,194,66,303,29,38,6,19,5,1
13,CLUJ,"CENTRUL DE INFORMARE ŞI PROMOVARE TURISTICĂ LUJERDIU",429,CORNEŞTI,57449,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:08:55",251,232,0,11,8,150,131,0,11,8,139,11,246,96,3,52,7,61,6,7,1,1,0,1
13,CLUJ,"CENTRUL DE INFORMARE TURISTICĂ",381,"CĂPUŞU MARE",56568,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:35",599,589,2,6,2,345,337,0,6,2,331,14,652,307,180,33,21,41,2,16,2,28,2,6
13,CLUJ,"CENTRUL MULTIFUNCȚIONAL CUZDRIOARA",435,CUZDRIOARA,55062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:02",887,884,0,1,2,459,456,0,1,2,438,21,972,513,22,127,60,166,13,34,3,7,5,1
13,CLUJ,"CENTRUL MULTIFUNCȚIONAL CUZDRIOARA",436,CUZDRIOARA,55062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:37",857,850,1,4,2,430,424,0,4,2,401,29,936,506,12,105,80,134,15,37,1,5,10,2
13,CLUJ,"CENTRUL REGIONAL DE EXCELENŢĂ,",35,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:02",1565,1532,26,7,0,723,715,1,7,0,710,13,1719,996,164,71,31,169,18,162,4,10,62,19
13,CLUJ,"CLADIRE ADMINISTRATIVA SFAT POPULAR",482,GÂRBĂU,57948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:44",585,556,1,9,19,421,393,0,9,19,410,11,613,192,338,17,6,30,0,17,1,0,0,1
13,CLUJ,"CLĂDIREA PRIMĂRIEI",569,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:46",163,155,0,8,0,87,79,0,8,0,86,1,171,84,40,15,18,5,1,4,0,2,1,0
13,CLUJ,"CLĂDIRE GRĂDINIŢĂ SOMEŞU RECE-UZINĂ",493,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:50",528,520,2,6,0,256,250,0,6,0,245,11,577,321,3,36,29,152,10,10,2,1,1,1
13,CLUJ,"CLADIRE MULTIFUNCTIONALA",562,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:27",264,251,0,13,0,196,183,0,13,0,182,14,279,83,7,31,24,96,3,9,5,1,0,6
13,CLUJ,"CLADIRE MULTIFUNCŢIONALĂ",561,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:39",152,145,0,7,0,93,86,0,7,0,79,14,160,67,4,21,18,20,7,4,4,1,0,0
13,CLUJ,"CLĂDIRE MULTIFUNCȚIONALĂ",467,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:51",1338,1322,8,8,0,548,537,3,8,0,538,10,1468,920,54,45,36,156,12,162,1,1,58,13
13,CLUJ,"CLĂDIRE MULTIFUNCȚIONALĂ",468,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:02",1606,1575,11,20,0,626,606,0,20,0,617,9,1727,1101,53,47,42,199,17,196,0,0,51,12
13,CLUJ,"CLADIRE SCOALA",576,PANTICEU,58856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:55",186,175,0,11,0,122,111,0,11,0,111,11,195,73,2,7,7,85,2,6,0,0,1,1
13,CLUJ,"CLUBUL COPIILOR DEJ",212,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:27",1298,1286,2,10,0,602,592,0,10,0,577,25,1467,865,72,116,69,162,15,102,10,18,11,2
13,CLUJ,"CLUBUL COPIILOR GHERLA",242,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:37",1400,1392,3,4,1,612,607,0,4,1,602,10,1577,965,73,90,68,262,14,65,5,10,10,5
13,CLUJ,"CLUBUL TINERETULUI",353,BONŢIDA,56210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:05",855,825,1,19,10,480,451,0,19,10,445,35,914,434,79,84,29,181,6,32,1,28,4,1
13,CLUJ,"COLEGIUL DE MUZICĂ ”SIGISMUND TODUŢĂ” (FOSTUL GRUP SCOLAR DE MATERIAL RULANT- UNIREA)",136,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:16:16",1568,1545,10,13,0,747,734,0,13,0,735,12,1714,967,100,81,80,228,17,137,12,8,60,12
13,CLUJ,"COLEGIUL DE MUZICĂ ”SIGISMUND TODUŢĂ” (FOSTUL GRUP SCOLAR DE MATERIAL RULANT- UNIREA)",137,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:27:48",947,911,22,13,1,434,418,2,13,1,425,9,1040,606,83,36,28,115,12,83,6,7,51,4
13,CLUJ,"COLEGIUL ECONOMIC ”IULIAN POP”",1,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:35",1056,1048,0,8,0,30,22,0,8,0,26,4,1872,1842,6,4,4,5,2,2,2,0,1,0
13,CLUJ,"COLEGIUL ECONOMIC ”IULIAN POP”",2,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:42",1147,1069,71,6,1,471,464,0,6,1,457,14,1666,1195,121,42,39,113,8,89,4,2,32,7
13,CLUJ,"COLEGIUL ”EMIL NEGRUŢIU”",258,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:55",1188,1182,1,5,0,578,572,1,5,0,563,15,1300,722,24,86,162,135,19,108,13,2,9,5
13,CLUJ,"COLEGIUL NAŢIONAL ”GEORGE COŞBUC”",67,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:20",1105,1078,12,14,1,561,546,0,14,1,552,9,1221,660,64,82,48,150,14,131,8,4,37,14
13,CLUJ,"COLEGIUL NAŢIONAL ”GEORGE COŞBUC”",68,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:32",1214,1143,35,16,20,527,492,0,16,19,514,13,1329,802,65,72,49,151,13,108,6,3,46,1
13,CLUJ,"COLEGIUL NAŢIONAL ”GEORGE COŞBUC”",69,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:03",890,875,8,7,0,422,415,0,7,0,413,9,879,457,81,49,30,128,8,82,2,2,28,3
13,CLUJ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",75,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:51",1346,1330,9,7,0,635,628,0,7,0,618,17,1484,849,61,81,53,210,8,135,1,10,49,10
13,CLUJ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",72,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:25",1623,1587,21,9,6,793,778,0,9,6,775,18,1770,977,64,95,74,253,30,164,11,4,70,10
13,CLUJ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",73,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:02:16",1080,1065,3,12,0,590,578,0,12,0,579,11,1207,617,36,84,68,186,9,132,8,8,45,3
13,CLUJ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",74,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:23",1398,1376,10,12,0,631,619,0,12,0,621,10,1526,895,39,75,56,238,13,121,6,12,51,10
13,CLUJ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",70,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:15:13",1432,1401,24,7,0,670,662,1,7,0,663,7,1577,907,86,79,47,189,17,170,7,7,54,7
13,CLUJ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",71,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:59",1151,1131,1,16,3,601,581,1,16,3,596,5,1048,447,67,74,46,154,15,167,3,8,52,10
13,CLUJ,"COLEGIUL NAŢIONAL ”MIHAI VITEAZU”",257,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:13",1011,995,4,9,3,446,434,0,9,3,436,10,1118,672,61,77,70,95,17,101,4,2,6,3
13,CLUJ,"COLEGIUL ORTODOX „MITROPOLITUL NICOLAE COLAN”",140,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:42",2029,1988,14,18,9,936,908,1,18,9,931,5,2210,1274,231,89,68,254,17,168,12,10,75,7
13,CLUJ,"COLEGIUL TEHNIC",255,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:51",1152,1134,1,3,14,519,501,1,3,14,501,18,1252,733,56,79,101,146,11,82,10,3,11,2
13,CLUJ,"COLEGIUL TEHNIC",256,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:26:41",1171,1113,6,4,48,574,522,0,4,48,547,27,1239,614,82,70,92,146,22,117,12,2,2,2
13,CLUJ,"COLEGIUL TEHNIC „ANA ASLAN”",160,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:11",1595,1550,28,13,4,575,530,28,13,4,562,13,1722,1147,122,53,54,153,19,89,8,6,54,4
13,CLUJ,"COLEGIUL TEHNIC „ANA ASLAN”",161,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:50:53",1475,1446,18,8,3,661,648,2,8,3,638,23,1631,970,134,76,60,157,22,120,4,5,55,5
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”",135,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:32",1529,1484,25,16,4,682,662,0,16,4,678,4,1675,993,112,75,62,204,14,136,5,4,51,15
