county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","BENKŐ BLANKA-voturi","BENKŐ BLANKA-mandate-faza-1","BENKŐ BLANKA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PĂŞTINA-GHERGU VIOREL-voturi","PĂŞTINA-GHERGU VIOREL-mandate-faza-1","PĂŞTINA-GHERGU VIOREL-mandate-faza-2","NAGY ISTVÁN-CSONGOR-voturi","NAGY ISTVÁN-CSONGOR-mandate-faza-1","NAGY ISTVÁN-CSONGOR-mandate-faza-2","VINCZI CSABA-voturi","VINCZI CSABA-mandate-faza-1","VINCZI CSABA-mandate-faza-2","BENKŐ JÁNOS-voturi","BENKŐ JÁNOS-mandate-faza-1","BENKŐ JÁNOS-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","BOÉR ROZÁLIA-voturi","BOÉR ROZÁLIA-mandate-faza-1","BOÉR ROZÁLIA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-voturi","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-mandate-faza-1","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-mandate-faza-2","INCZE ISTVÁN-voturi","INCZE ISTVÁN-mandate-faza-1","INCZE ISTVÁN-mandate-faza-2","ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-voturi","ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-mandate-faza-1","ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","MORAR CLAUDIU-SEVERIAN-voturi","MORAR CLAUDIU-SEVERIAN-mandate-faza-1","MORAR CLAUDIU-SEVERIAN-mandate-faza-2","VRÂNCEAN ALEXANDRU-voturi","VRÂNCEAN ALEXANDRU-mandate-faza-1","VRÂNCEAN ALEXANDRU-mandate-faza-2","TUDOR-PRUNDAR PETRU-voturi","TUDOR-PRUNDAR PETRU-mandate-faza-1","TUDOR-PRUNDAR PETRU-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PAPUC LEVENTE-CONSTANTIN-voturi","PAPUC LEVENTE-CONSTANTIN-mandate-faza-1","PAPUC LEVENTE-CONSTANTIN-mandate-faza-2"
15,COVASNA,OZUN,64639,2,FINAL,UAT,CL,CL_CE,"2024-06-14 14:27:45",3769,3702,14,19,34,1811,1758,0,19,34,1728,83,4122,2311,86,120,138,126,171,1,0,0,0,0,1383,10,1,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
15,COVASNA,POIAN,64719,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:58:51",1396,1334,3,2,57,871,812,0,2,57,841,30,1531,660,42,58,67,76,0,0,0,0,0,0,541,7,0,300,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,RECI,64773,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:05:42",1848,1793,2,12,41,1019,966,0,12,41,979,40,2020,1001,48,68,78,89,0,0,0,0,0,0,979,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,SÂNZIENI,64826,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:16:54",3573,3416,2,8,147,1927,1771,1,8,147,1866,61,3928,2001,93,130,149,143,0,0,0,0,0,0,1866,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"SITA BUZĂULUI",63688,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:23:45",3814,3780,5,21,8,2193,2163,1,21,8,2087,106,4184,1991,104,146,166,155,1109,7,0,515,3,1,0,0,0,0,0,0,0,0,0,0,0,0,278,1,1,0,0,0,57,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
15,COVASNA,TURIA,64871,2,FINAL,UAT,CL,CL_CE,"2024-06-14 13:44:00",3092,2969,5,4,114,1503,1385,0,4,114,1447,56,3361,1858,72,101,115,111,0,0,0,0,0,0,1447,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,VÂLCELE,64942,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:22:34",3489,3405,4,22,58,2330,2250,0,22,58,1925,405,3769,1439,96,134,154,123,608,4,1,566,4,0,105,0,0,0,0,0,0,0,0,0,0,0,574,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,COVASNA,"VALEA CRIŞULUI",64906,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:14:26",1958,1899,5,11,43,1045,988,3,11,43,991,54,2107,1062,49,69,79,90,0,0,0,0,0,0,991,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"VALEA MARE",65099,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:12:11",938,902,1,31,4,611,575,1,31,4,588,23,993,382,29,41,47,64,0,0,0,495,7,1,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,VÂRGHIŞ,64997,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:40:31",1521,1443,5,7,66,814,740,1,7,66,764,50,1599,785,38,53,61,69,0,0,0,0,0,0,517,7,1,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0
15,COVASNA,ZĂBALA,65048,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:33:45",3813,3720,7,35,51,1735,1647,2,35,51,1622,113,4110,2375,81,113,129,114,160,1,0,62,0,0,1215,10,1,110,0,1,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,ZAGON,65011,2,FINAL,UAT,CL,CL_CE,"2024-06-14 14:54:55",4089,3948,6,31,104,2505,2370,1,31,103,2366,139,4483,1978,118,165,189,161,359,2,0,363,2,0,1373,8,1,0,0,0,0,0,0,0,0,0,71,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
