precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi"
4,BACĂU,"COLEGIUL ”N.VASILESCU-KARPEN”",37,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:12",1459,1449,2,8,0,612,604,0,8,0,583,29,1600,988,3,140,55,130,33,29,123,11,57,2
4,BACĂU,"COLEGIUL ”N.VASILESCU-KARPEN”",38,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:18",1689,1681,0,8,0,627,619,0,8,0,608,19,1800,1173,7,85,69,165,28,17,145,19,56,17
4,BACĂU,"COLEGIUL TEHNIC ”GHEORGHE ASACHI”",175,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:34",1153,1148,0,5,0,428,423,0,5,0,411,17,1300,872,2,93,53,188,21,5,31,4,11,3
4,BACĂU,"COLEGIUL TEHNIC ”GHEORGHE ASACHI”",174,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:21",1328,1324,0,4,0,508,504,0,4,0,487,21,1500,992,8,121,45,213,27,10,32,24,7,0
4,BACĂU,"COLEGIUL TEHNOLOGIC ”ANGHEL SALIGNY” - CORPUL F",42,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:57",1246,1246,0,0,0,516,516,0,0,0,480,36,1400,82,5,97,54,127,35,15,86,8,44,9
4,BACĂU,"COLEGIUL TEHNOLOGIC ”ANGHEL SALIGNY” - CORPUL F",41,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:30",1699,1659,3,5,32,639,602,0,5,32,601,38,1700,1061,14,133,62,142,36,15,112,11,62,14
4,BACĂU,"COLEGIU NAŢIONAL ”DIMITRIE CANTEMIR”",168,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:48",1308,1301,1,5,1,499,493,0,5,1,490,9,1400,901,4,118,60,213,20,13,41,10,5,6
4,BACĂU,"COLEGIU NAŢIONAL ”DIMITRIE CANTEMIR”",167,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:50",1152,1142,2,7,1,454,446,0,7,1,432,22,1300,846,3,99,39,201,16,16,37,14,5,2
4,BACĂU,"COLEGIU NAŢIONAL ”DIMITRIE CANTEMIR”",169,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:02",1168,1158,1,8,1,421,412,0,8,1,414,7,1300,879,6,102,30,173,27,10,36,16,13,1
4,BACĂU,"COMPLEXUL DE SERVICII COMUNITARE ȘI CENTRUL DE CONSILIERE, INFORMARE ȘI SPRIJIN",186,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:31",1805,1799,1,5,0,472,467,0,5,0,439,28,2000,1533,6,139,63,146,19,13,43,4,6,0
4,BACĂU,"CONSILIUL LOCAL AGĂŞ",232,AGĂŞ,21007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:00",1245,1231,0,12,2,652,638,0,12,2,508,40,1400,748,16,234,36,142,24,43,7,4,0,2
4,BACĂU,"CONTAINER MODULAR",589,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:15",112,101,0,7,4,71,60,0,7,4,61,10,200,129,5,17,3,29,1,0,5,1,0,0
4,BACĂU,"CONTAINER MODULAR",586,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:33",433,421,0,6,6,211,199,0,6,6,172,39,500,289,7,38,10,94,6,0,9,5,3,0
4,BACĂU,"DIRECŢIA PENTRU AGRICULTURĂ BACĂU",30,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:45:20",1436,1427,0,9,0,648,639,0,9,0,630,18,1600,952,6,130,55,130,20,38,153,13,78,7
4,BACĂU,"FOSTA ȘCOALĂ DE ARTE ȘI MESERII",138,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:04",1168,1161,0,6,1,519,512,0,6,1,487,32,1300,781,9,255,38,71,67,21,20,2,2,2
4,BACĂU,"FOSTA ȘCOALĂ NR.8",142,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:24",997,992,1,4,0,446,441,1,4,0,416,29,1100,655,3,159,56,106,62,9,12,3,4,2
4,BACĂU,"FOSTUL LOCAL AL ŞCOLII CAPOTEŞTI",395,HURUIEŞTI,23047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:56",151,138,0,13,0,98,85,0,13,0,89,9,200,102,4,14,5,60,3,0,2,0,1,0
4,BACĂU,"FOSTUL LOCAL AL ŞCOLII PERCHIU",398,HURUIEŞTI,23047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:30:42",110,107,0,3,0,63,60,0,3,0,58,5,200,137,1,28,5,22,0,0,0,1,1,0
4,BACĂU,"FOSTUL LOCAL AL ŞCOLII PRADAIŞ",399,HURUIEŞTI,23047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:57",256,254,0,2,0,143,141,0,2,0,132,11,300,157,3,20,6,97,4,0,1,0,0,1
4,BACĂU,GRADINITA,408,"LETEA VECHE",20359,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:32",1516,1504,2,9,1,806,796,0,9,1,734,63,1600,803,20,146,132,312,33,16,37,17,15,6
4,BACĂU,"GRĂDINIŢA CĂLCÂI",473,OITUZ,23797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:07",386,386,0,0,0,192,192,0,0,0,183,9,399,207,2,105,12,57,3,0,1,3,0,0
4,BACĂU,"GRĂDINIȚA CU 3 GRUPE, MĂGURA",434,MĂGURA,20411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:46:31",1581,1573,3,3,2,848,843,0,3,2,813,30,1700,857,5,369,103,164,27,24,95,5,18,3
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL BAHNA",503,PÂRGĂREŞTI,24276,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:58",476,469,0,7,0,476,469,0,7,0,165,26,500,309,9,30,52,62,5,0,5,1,1,0
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BÎLCA",319,COŢOFĂNEŞTI,22059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:04",584,570,0,5,9,334,320,0,5,9,307,27,600,266,4,133,13,138,5,0,14,0,0,0
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BRĂTILA",380,HELEGIU,22898,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:04",623,613,0,8,2,322,312,0,8,2,294,28,700,378,4,102,43,85,11,3,40,2,2,2
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDA",545,RĂCHITOASA,24837,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:10",519,502,0,8,9,268,251,0,8,9,234,34,600,332,5,51,51,110,9,0,2,6,0,0
4,BACĂU,"GRADINITA CU PROGRAM NORMAL DRĂGEŞTI",324,DĂMIENEŞTI,22111,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:58",252,245,0,4,3,115,108,0,4,3,99,16,300,185,4,19,3,60,4,6,2,0,0,1
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL FERESTRĂU",474,OITUZ,23797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:50",883,874,3,5,1,414,407,1,5,1,393,21,1000,586,11,164,65,115,11,3,16,4,3,1
4,BACĂU,"GRADINIȚA CU PROGRAM NORMAL GODINEŞTII DE JOS",634,VULTURENI,26118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:27",307,285,0,18,4,307,285,0,18,4,173,13,300,114,4,41,8,36,1,0,82,0,0,1
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL MARGINEA",476,OITUZ,23797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:19",611,611,0,0,0,311,311,0,0,0,292,19,700,389,1,137,24,105,8,3,12,1,1,0
4,BACĂU,"GRADINITA CU PROGRAM NORMAL NEGOIESTI",597,"ŞTEFAN CEL MARE",20670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:46",735,729,0,3,3,380,374,0,3,3,353,27,800,420,8,66,21,225,13,3,12,3,2,0
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL POIANA-SĂRATĂ",477,OITUZ,23797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:19",249,242,2,5,0,129,124,0,5,0,123,6,300,171,4,39,13,43,9,3,7,3,1,1
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL GUTINAŞ",596,"ŞTEFAN CEL MARE",20670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:13",344,342,0,1,1,168,166,0,1,1,157,11,400,232,3,21,10,112,8,0,1,1,0,1
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL PÎRÎU BOGHII",505,PÂRGĂREŞTI,24276,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:50",356,348,0,6,2,187,179,0,6,2,170,17,414,227,4,41,52,52,14,1,4,2,0,0
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL RĂDEANA",598,"ŞTEFAN CEL MARE",20670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:59",1255,1246,0,4,5,534,525,0,4,5,403,118,1400,879,12,64,54,245,11,2,3,9,3,0
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL TUTA",612,"TÂRGU TROTUŞ",25825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:27",883,880,0,3,0,500,497,0,3,0,480,18,1000,500,41,145,48,222,3,1,18,1,0,1
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL TUTA",611,"TÂRGU TROTUŞ",25825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:29",899,895,1,3,0,485,481,1,3,0,481,4,1000,515,48,163,28,225,3,3,6,2,2,1
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL VIIŞOARA",613,"TÂRGU TROTUŞ",25825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:19",857,848,0,5,4,482,473,0,5,4,448,34,900,418,3,74,92,236,12,4,18,1,5,3
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL VIIŞOARA",599,"ŞTEFAN CEL MARE",20670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:32",474,467,0,4,3,238,231,0,4,3,219,19,500,262,2,34,17,148,13,1,1,2,1,0
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL TG.TROTUŞ",609,"TÂRGU TROTUŞ",25825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:24",937,932,0,3,2,470,465,0,3,2,452,18,1000,530,10,63,43,293,15,2,23,2,1,0
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL TG.TROTUŞ",610,"TÂRGU TROTUŞ",25825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:07",879,875,0,2,2,460,456,0,2,2,432,28,1000,540,3,68,31,276,21,8,19,0,5,1
4,BACĂU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CRAI NOU”",16,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:29",1042,1033,2,7,0,383,376,0,7,0,372,11,1106,723,1,62,42,86,15,27,106,5,24,4
4,BACĂU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CRAI NOU”",15,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:31",1028,1019,4,5,0,358,353,0,5,0,342,16,1099,741,7,58,39,68,26,15,81,8,40,0
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",82,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:23",1053,1040,0,11,2,383,370,0,11,2,367,16,1200,817,7,58,42,85,21,14,83,10,44,3
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",81,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:26",1116,1106,1,9,0,399,390,0,9,0,387,12,1200,801,3,63,32,113,15,19,83,3,49,7
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",46,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:32",951,945,0,6,0,365,359,0,6,0,351,14,1000,635,3,46,31,105,21,13,93,8,28,3
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21 (CORPUL I)",88,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:03",824,817,0,7,0,367,360,0,7,0,351,16,900,533,5,53,24,85,13,23,80,8,56,4
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.23",111,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:42",1162,1154,1,7,0,419,412,0,7,0,408,11,1300,881,6,63,38,118,22,22,86,7,42,4
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.23",110,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:18:22",1052,1045,0,7,0,385,378,0,7,0,373,12,1208,823,5,57,52,90,18,15,76,8,49,3
4,BACĂU,"GRADINITA CU PROGRAM PRELUNGIT NR.24",64,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:09",1535,1523,3,8,1,590,581,0,8,1,563,27,1700,1110,16,84,62,141,38,29,108,8,73,4
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27",98,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:48",1295,1288,2,5,0,486,481,0,5,0,469,16,1400,915,4,95,49,110,27,10,112,11,48,3
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27",97,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:05",1177,1170,0,7,0,428,421,0,7,0,414,14,1300,872,10,49,34,117,22,7,107,7,57,4
4,BACĂU,"GRADINITA CU PROGRAM PRELUNGIT NR.29",33,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:16",1047,1040,0,7,0,402,395,0,7,0,386,16,1100,698,3,78,32,90,18,12,99,14,36,4
4,BACĂU,"GRADINITA CU PROGRAM PRELUNGIT NR.29",31,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:33",1186,1180,1,5,0,461,456,0,5,0,440,21,1299,838,10,66,52,109,19,15,117,7,39,6
4,BACĂU,"GRADINITA CU PROGRAM PRELUNGIT NR.29",32,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:26",1006,1001,0,5,0,451,446,0,5,0,433,13,1100,653,2,83,41,84,16,17,135,13,36,6
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.31",83,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:57",1029,1020,0,9,0,400,391,0,9,0,384,16,1100,700,5,53,42,112,17,16,85,6,39,9
4,BACĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.33",112,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:07",1220,1214,0,6,0,527,521,0,6,0,510,17,1400,873,4,106,52,162,15,12,115,7,33,4
4,BACĂU,"GRĂDINIŢA CURIŢA",295,CAŞIN,21720,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:45",597,591,0,3,3,373,367,0,3,3,350,23,704,331,2,145,33,143,14,3,4,2,2,2
4,BACĂU,"GRĂDINIŢA FILIPEŞTI",283,BOGDĂNEŞTI,21560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:40",507,504,1,2,0,230,228,0,2,0,215,15,600,370,4,44,84,54,11,4,7,4,3,0
4,BACĂU,"GRĂDINIŢA FRUMOASA",251,BALCANI,21196,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:34",814,799,1,1,13,307,293,0,1,13,283,24,900,593,15,61,15,165,12,3,8,1,3,0
4,BACĂU,"GRĂDINIŢA FRUMOASA",249,BALCANI,21196,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:08",1024,1003,0,5,16,411,390,0,5,16,383,28,1100,689,17,114,24,182,17,6,8,10,5,0
4,BACĂU,"GRĂDINIŢA FRUMOASA",250,BALCANI,21196,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:55",1170,1152,0,3,15,458,440,0,3,15,423,6,1200,742,23,115,45,199,21,3,10,1,5,1
4,BACĂU,"GRADINITA NR. 2",226,"ORAŞ TÂRGU OCNA",20965,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:00:47",1410,1397,0,13,0,618,605,0,13,0,586,32,1500,882,10,157,95,235,26,6,26,15,16,0
4,BACĂU,"GRĂDINIŢA NR.2 SATUL RĂCĂCIUNI",538,RĂCĂCIUNI,24766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:20",1353,1331,2,14,6,572,552,0,14,6,521,51,1500,928,11,103,47,239,27,40,17,31,4,2
4,BACĂU,"GRADINITA NR.2 SCHITU-FRUMOASA",253,BALCANI,21196,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:46",629,618,0,4,7,269,258,0,4,7,241,28,704,435,6,75,48,88,9,1,3,2,9,0
4,BACĂU,"GRĂDINIŢA PĂTRĂŞCANI",373,"GURA VĂII",20607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:31",319,312,0,7,0,185,178,0,7,0,174,11,400,215,4,32,11,112,6,0,8,1,0,0
4,BACĂU,"GRĂDINIŢA PUSTIANA",513,PÂRJOL,24338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:18",689,669,0,9,11,238,218,0,9,11,214,24,700,462,56,70,17,53,7,5,5,0,0,1
4,BACĂU,"GRĂDINIŢA SĂLĂTRUC",214,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:45",662,656,0,6,0,325,319,0,6,0,311,14,700,375,3,226,22,36,14,1,4,1,2,2
4,BACĂU,"GRĂDINIŢA SATUL SLOBOZIA",627,URECHEŞTI,26029,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:53",431,426,0,5,0,238,233,0,5,0,219,14,500,262,8,64,19,47,15,3,60,2,0,1
4,BACĂU,"GRĂDNIŢA CU PROGRAM PRELUNGIT NR.30",91,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:18",1010,996,2,11,1,399,386,1,11,1,375,11,1098,712,3,38,32,76,25,15,52,7,122,5
4,BACĂU,"GRĂDNIŢA CU PROGRAM PRELUNGIT NR.30",92,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:44",915,909,0,6,0,378,372,0,6,0,358,20,1000,622,4,48,39,80,20,16,39,4,103,5
4,BACĂU,"LICEUL CU PROGRAM SPORTIV",115,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:27",1112,1104,0,8,0,526,518,0,8,0,522,4,1200,674,6,124,47,135,8,17,138,5,38,4
4,BACĂU,"LICEUL CU PROGRAM SPORTIV",113,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:44",1008,1004,0,4,0,419,415,0,4,0,402,16,1100,681,4,85,38,106,22,15,88,8,32,4
4,BACĂU,"LICEUL CU PROGRAM SPORTIV",114,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:18",1150,1140,3,7,0,507,500,0,7,0,489,18,1300,793,7,96,48,123,18,26,117,10,38,6
4,BACĂU,"LICEUL CU PROGRAM SPORTIV ”NADIA COMĂNECI”",164,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:18",1011,1003,0,6,2,433,425,0,6,2,420,13,1100,667,4,120,29,197,21,9,21,8,10,1
4,BACĂU,"LICEUL CU PROGRAM SPORTIV ”NADIA COMĂNECI”",163,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:17",1241,1230,0,10,1,485,474,0,10,1,460,25,1400,915,6,96,34,216,21,16,40,21,9,1
4,BACĂU,"LICEUL CU PROGRAM SPORTIV ”NADIA COMĂNECI”",166,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:43",1379,1361,2,12,4,497,481,0,12,4,489,8,1500,1003,3,123,59,209,29,5,26,18,13,4
4,BACĂU,"LICEUL CU PROGRAM SPORTIV ”NADIA COMĂNECI”",165,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:28",1084,1073,6,3,2,363,357,3,1,2,326,14,1177,837,3,103,28,138,0,0,36,12,4,2
4,BACĂU,"LICEUL JACQUES MENACHEN ELIAS SASCUT",553,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:52",1131,1119,0,9,3,517,505,0,9,3,483,34,1300,783,9,160,23,234,10,3,32,3,6,3
4,BACĂU,"LICEUL JACQUES MENACHEN ELIAS SASCUT",552,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:01",1491,1478,1,10,2,641,629,0,10,2,613,28,1600,959,41,204,46,240,16,6,45,4,10,1
4,BACĂU,"LICEUL ”SPIRU HARET”",126,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:41",838,805,1,9,23,380,348,0,9,23,357,23,900,520,12,156,33,83,41,11,12,0,5,4
4,BACĂU,"LICEUL ”SPIRU HARET”",127,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:02",960,951,2,7,0,426,419,0,7,0,411,15,1100,674,4,162,39,96,55,16,31,1,5,2
4,BACĂU,"LICEUL TEHNOLOGIC ”DACIA” (FOSTA NR.7)",161,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:21",737,730,0,7,0,307,300,0,7,0,293,14,800,493,2,74,24,124,17,10,23,11,8,0
4,BACĂU,"LICEUL TEHNOLOGIC ”DACIA” (FOSTA NR.7)",160,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:10",1154,1147,0,4,3,476,469,0,4,3,458,18,1300,824,8,130,31,198,14,11,38,17,9,2
4,BACĂU,"LICEUL TEHNOLOGIC DĂRMĂNEȘTI",210,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:47:13",1496,1485,4,4,3,657,649,1,4,3,615,42,1600,943,4,413,50,99,22,3,12,3,7,2
4,BACĂU,"LICEUL TEHNOLOGIC ”DUMITRU MANGERON”",68,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:54:38",1637,1628,1,8,0,501,493,0,8,0,475,18,1799,1306,12,65,58,109,27,26,118,7,48,5
4,BACĂU,"LICEUL TEHNOLOGIC ”DUMITRU MANGERON”",67,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:22",1545,1535,5,5,0,474,469,0,5,0,458,16,1699,1225,13,80,44,94,32,16,120,10,46,3
4,BACĂU,"LICEUL TEHNOLOGIC ”DUMITRU MANGERON”",66,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:06",1336,1329,0,7,0,527,520,0,7,0,517,10,1500,973,7,77,60,125,36,24,130,7,48,3
4,BACĂU,"LICEUL TEHNOLOGIC ”DUMITRU MANGERON”",65,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:50",1298,1294,0,2,2,504,500,0,2,2,489,11,1400,896,3,69,56,119,36,14,141,5,43,3
4,BACĂU,"LICEUL TEHNOLOGIC (FOSTA NR.7)",158,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:20",1125,1118,1,4,2,413,407,0,4,2,394,19,1200,787,10,76,37,194,15,10,27,13,12,0
4,BACĂU,"LICEUL TEHNOLOGIC (FOSTA NR.7)",157,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:17",1064,1053,2,8,1,397,388,0,8,1,373,24,1200,803,4,82,50,157,21,9,30,10,8,2
4,BACĂU,"LICEUL TEHNOLOGIC (FOSTA NR.7)",159,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:23",1102,1095,1,5,1,418,412,0,5,1,409,9,1200,782,2,93,34,209,24,14,23,7,3,0
4,BACĂU,"LICEUL TEHNOLOGIC (FOSTA NR.7)",156,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:30",1175,1164,4,7,0,394,387,0,7,0,379,15,1300,906,7,76,42,185,16,8,20,21,4,0
