precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRCULESCU DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","GEORGESCU ALADIN-GIGI-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIRCU DOINIŢA-MARIANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CUPĂ MARIA-RAMONA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","VIŞAN SEVER-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DRĂGHIA GEORGETA-PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",17,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:59:54",1056,1052,0,4,0,339,335,0,4,0,323,15,1193,855,79,151,45,24,5,19
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3",33,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:41",1217,1212,0,4,1,488,483,0,4,1,469,19,1361,873,86,272,40,47,3,21
27,MEHEDINŢI,"GRADINITA ESELNITA",172,EŞELNIŢA,112245,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:49:46",1274,1231,1,31,11,739,697,0,31,11,706,33,1396,657,45,354,125,155,4,23
27,MEHEDINŢI,"GRADINITA ESELNITA",171,EŞELNIŢA,112245,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:37:33",1207,1157,5,38,7,664,619,0,38,7,639,25,1278,614,69,286,100,154,8,22
27,MEHEDINŢI,"GRĂDINIŢA NR. 3 RUDĂRIE",231,PĂTULELE,112879,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:55:36",373,362,0,8,3,132,121,0,8,3,127,5,436,304,87,36,0,1,0,3
27,MEHEDINŢI,"GRĂDINIŢA NUMĂRUL 3",73,"MUNICIPIUL ORŞOVA",110063,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:20:08",1421,1385,0,29,7,766,730,0,29,7,736,30,1533,767,219,240,185,59,10,23
27,MEHEDINŢI,"GRĂDINIŢA VEST STREHAIA",83,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:08:24",1408,1345,3,19,41,865,805,0,19,41,814,51,1494,629,185,542,38,35,4,10
27,MEHEDINŢI,"GRUPUL ŞCOLAR CONSTANTIN BRÂNCOVEANU",76,"ORAŞ BAIA DE ARAMĂ",109924,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:10:30",1188,1166,0,14,8,651,629,0,14,8,624,27,1178,527,180,303,65,61,2,13
27,MEHEDINŢI,"HM GÂRNIȚA",247,PRUNIŞOR,113233,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:49",334,275,0,45,14,244,185,0,45,14,239,5,299,54,68,132,28,4,0,7
27,MEHEDINŢI,"LICEUL TEHNOLOGIC MATEI BASARAB",80,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:34:26",1718,1686,0,31,1,1009,977,0,31,1,930,47,1854,877,193,694,8,28,1,6
27,MEHEDINŢI,"LICEUL TEHNOLOGIC SPECIAL ”DROBETA” (ȘCOALA ENERGETICĂ)",7,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:06",969,961,0,7,1,374,366,0,7,1,363,11,1101,727,79,180,39,44,7,14
27,MEHEDINŢI,"LICEUL TEHNOLOGIC SPECIAL ”DROBETA” (ȘCOALA ENERGETICĂ)",6,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:00",1268,1248,3,11,6,499,482,0,11,6,485,14,1404,905,97,239,63,50,11,25
27,MEHEDINŢI,"LICEUL TEORETIC VÎNJU MARE",90,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:43",1210,1162,1,27,20,631,584,0,27,20,604,27,1193,562,94,447,33,14,1,15
27,MEHEDINŢI,"LICEUL TRAIAN LALESCU",67,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:48:15",992,965,0,23,4,403,376,0,23,4,390,13,1071,668,135,143,81,14,4,13
27,MEHEDINŢI,"LICEUL TRAIAN LALESCU",68,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:10",1172,1146,0,17,9,506,480,0,17,9,470,36,1277,762,138,198,103,15,1,15
27,MEHEDINŢI,"MAGAZIN SĂTESC ROȘIORI",280,VÂNĂTORI,113849,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:10",774,708,0,16,50,430,364,0,16,50,418,12,779,347,8,370,20,10,2,8
27,MEHEDINŢI,"MINISTERUL SĂNĂTĂȚII - SERVICIUL JUDEȚEAN DE AMBULANȚĂ - SPAȚIU ADMINISTRATIV",23,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:21:42",1410,1404,0,6,0,550,544,0,6,0,521,29,1471,921,95,288,49,58,11,20
27,MEHEDINŢI,"PRIMĂRIA BÎLVĂNEŞTI",118,BÂLVĂNEŞTI,110688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:50",1054,710,1,339,4,891,548,0,339,4,872,19,1066,175,216,593,19,26,4,14
27,MEHEDINŢI,"PRIMĂRIA BUTOIEŞTI",133,BUTOIEŞTI,111006,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:16:55",650,557,0,73,20,436,343,0,73,20,420,16,605,169,128,217,49,10,3,13
27,MEHEDINŢI,"PRIMĂRIA DUBOVA",163,DUBOVA,112904,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:51:25",517,427,0,68,22,393,303,0,68,22,379,14,474,81,155,160,32,24,2,6
27,MEHEDINŢI,"PRIMĂRIA GODEANU",177,GODEANU,111818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:30",686,415,3,260,8,590,321,1,260,8,576,14,669,79,140,400,21,11,0,4
27,MEHEDINŢI,"PRIMARIA MUNICIPIULUI DROBETA-TURNU SEVERIN CENTRUL EXPOZIȚIONAL (PĂDUREA CRIHALA) DPITC",13,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:58:08",1414,1404,1,7,2,510,501,0,7,2,487,23,1584,1074,110,234,50,63,11,19
27,MEHEDINŢI,"PRIMARIA MUNICIPIULUI DROBETA-TURNU SEVERIN CENTRUL EXPOZIȚIONAL (PĂDUREA CRIHALA) DPITC",12,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:36",1431,1419,0,10,2,535,523,0,10,2,513,22,1664,1129,119,242,60,57,10,25
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (SALA POLIVALENTĂ)",46,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:31:57",1950,1930,5,11,4,823,808,0,11,4,808,15,2162,1339,164,481,49,86,9,19
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (SALA POLIVALENTĂ)",45,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:29:43",1887,1874,2,11,0,820,807,2,11,0,794,26,2088,1268,176,428,86,64,4,36
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (STADIONUL MUNICIPAL)",31,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:18",1323,1311,2,8,2,513,503,0,8,2,497,16,1385,872,93,253,69,47,11,24
27,MEHEDINŢI,"PRIMĂRIA ŞOVARNA",273,ŞOVARNA,113698,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:33",1027,915,3,99,10,721,610,2,99,10,670,51,1004,283,228,303,87,35,5,12
27,MEHEDINŢI,"PRIMĂRIA SVINIŢA",259,SVINIŢA,113607,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:44:56",820,748,0,52,20,542,470,0,52,20,527,13,837,297,63,292,77,61,3,31
27,MEHEDINŢI,"PRIMĂRIA TÎMNA",274,TÂMNA,113732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:57",1035,991,0,34,10,401,357,0,34,10,386,15,1136,735,12,172,158,32,2,10
27,MEHEDINŢI,"ŞCOALA CREMENEA",276,TÂMNA,113732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:59",154,136,0,18,0,98,80,0,18,0,92,6,149,51,3,37,48,2,0,2
27,MEHEDINŢI,"SCOALA CU CLASELE I-VIII",277,TÂMNA,113732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:47",277,242,0,26,9,209,174,0,26,9,200,9,268,59,6,153,38,2,1,0
27,MEHEDINŢI,"ȘCOALA CU CLASELE I-VIII PETRU DUMITRIU SUD",66,"MUNICIPIUL ORŞOVA",110063,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:17",1528,1493,5,28,2,736,705,1,28,2,706,30,1649,913,248,229,134,66,7,22
27,MEHEDINŢI,"ŞCOALA GENERALĂ ALBULEŞTI",167,DUMBRAVA,111587,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:22:29",452,369,0,45,38,355,272,0,45,38,341,14,473,118,29,291,8,13,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ AURORA",155,CUJMIR,111444,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:24",549,499,2,16,32,340,290,2,16,32,324,16,549,209,38,249,15,18,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ BĂDIŢEŞTI",196,HUSNICIOARA,112129,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:54",182,139,0,41,2,150,107,0,41,2,148,2,170,20,111,25,7,3,2,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ BAIA DE ARAMĂ",75,"ORAŞ BAIA DE ARAMĂ",109924,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:53:22",1194,1174,0,14,6,698,678,0,14,6,655,43,1190,492,142,325,69,93,9,17
27,MEHEDINŢI,"ŞCOALA GENERALA BATOŢI",160,DEVESEL,111480,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:33",399,348,0,24,27,269,218,0,24,27,232,9,382,141,90,106,16,17,1,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ BÎLTANELE",183,GRECI,111916,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:29:46",370,290,0,56,24,284,204,0,56,24,279,5,345,61,144,124,6,2,0,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ BISTREŢU",161,DEVESEL,111480,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:08",478,373,0,84,21,346,241,0,84,21,332,14,404,58,137,165,12,12,5,1
27,MEHEDINŢI,"ȘCOALA GENERALĂ BURILA MARE",128,"BURILA MARE",110946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:51",584,534,3,23,24,413,366,0,23,24,366,47,607,194,44,273,30,9,2,8
27,MEHEDINŢI,"ŞCOALA GENERALĂ BURILA MICĂ",180,GOGOŞU,111863,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:38",850,781,0,43,26,401,332,0,43,26,391,10,856,455,136,231,20,1,1,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ CERNAIA",144,CORCOVA,111275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:30",428,380,0,47,1,291,243,0,47,1,287,4,428,137,47,204,22,7,0,7
27,MEHEDINŢI,"ŞCOALA GENERALĂ CIOCHIUŢA",84,"ORAŞ STREHAIA",110116,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:54:40",749,727,3,10,9,490,470,1,10,9,471,19,803,313,129,300,18,9,2,13
27,MEHEDINŢI,"ŞCOALA GENERALĂ CLASELE I-VIII GOGOȘU",178,GOGOŞU,111863,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:48:42",937,845,0,50,42,596,511,0,50,35,576,20,977,381,166,347,33,11,6,13
27,MEHEDINŢI,"ŞCOALA GENERALĂ COMANDA",85,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:33",1262,1240,1,15,6,682,661,0,15,6,644,26,1368,698,158,399,47,23,2,15
27,MEHEDINŢI,"ŞCOALA GENERALĂ CORDUN",145,CORCOVA,111275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:05:21",614,584,29,0,1,318,288,29,0,1,304,14,642,324,38,201,38,17,1,9
27,MEHEDINŢI,"ŞCOALA GENERALĂ COZIA",243,PRISTOL,113206,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:06",473,411,0,27,35,298,236,0,27,35,279,19,463,165,11,180,67,17,1,3
27,MEHEDINŢI,"ȘCOALA GENERALĂ CRIVINA",129,"BURILA MARE",110946,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:51:33",520,483,0,14,23,371,334,0,14,23,357,14,557,186,106,214,20,6,3,8
27,MEHEDINŢI,"ŞCOALA GENERALĂ FÎNTÂNILE NEGRE",240,"POROINA MARE",113153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:25",203,127,0,69,7,165,89,0,69,7,163,2,213,48,14,139,2,7,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ GÂRBOVĂŢU DE JOS",146,CORCOVA,111275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:30",486,415,0,64,7,337,266,0,64,7,325,12,452,115,23,230,18,30,0,24
27,MEHEDINŢI,"ŞCOALA GENERALĂ HURDUCEŞTI",86,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:54",214,199,0,10,5,161,146,0,10,5,157,4,218,57,43,101,7,3,0,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ IABLANIŢA",226,PĂDINA,112806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:10",173,114,0,47,12,173,114,0,47,12,172,1,187,14,49,84,33,4,2,0
27,MEHEDINŢI,"SCOALA GENERALĂ I-IV 23 AUGUST",216,MALOVĂŢ,112664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:08",379,333,0,42,4,251,205,0,42,4,237,14,372,121,38,159,18,18,1,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ALMĂJEL",283,VLĂDAIA,113929,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:13:51",689,591,0,98,0,381,283,0,98,0,353,28,404,23,128,196,14,6,9,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ARGINEŞTI",134,BUTOIEŞTI,111006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:25",514,454,0,50,10,343,283,0,50,10,325,18,510,167,162,103,36,13,1,10
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BALA DE SUS",97,BALA,110296,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:41:17",490,472,0,14,4,336,318,0,14,4,323,13,518,182,101,164,35,15,1,7
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BALOTEŞTI",205,"IZVORU BÂRZII",112469,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:00:47",522,498,0,24,0,321,297,0,24,0,304,17,544,223,55,177,30,30,1,11
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV BÎRLOGENI",257,STÂNGĂCEAUA,113518,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:14",178,131,0,42,5,178,131,0,42,5,173,5,188,10,26,133,3,5,1,5
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BRATEŞUL",98,BALA,110296,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:20:45",102,97,0,5,0,54,49,0,5,0,52,2,105,51,19,17,7,9,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV BUICEŞTI",135,BUTOIEŞTI,111006,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 01:06:05",439,397,0,31,11,283,241,0,31,11,269,10,431,152,109,128,16,9,0,7
27,MEHEDINŢI,"SCOALA GENERALĂ I-IV CĂZĂNEŞTI",140,CĂZĂNEŞTI,111097,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:24",860,743,1,104,12,625,509,0,104,12,588,36,807,183,127,364,44,44,3,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV CÎRCENI",186,GROZEŞTI,111989,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:03",785,765,0,12,8,406,386,0,12,8,403,3,862,456,22,350,8,17,1,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COCOROVA",270,ŞIŞEŞTI,113625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:54",194,185,0,3,6,194,185,0,3,6,173,12,311,126,6,146,13,3,1,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COLIBAŞI",218,MALOVĂŢ,112664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:25",382,349,0,29,4,262,229,0,29,4,252,10,436,174,27,189,20,4,6,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COMĂNEŞTI",99,BALA,110296,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:12",302,295,0,6,1,200,193,0,6,1,182,18,325,125,54,58,21,35,0,14
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV CORZU",114,BÂCLEŞ,110571,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:38",339,263,0,27,49,270,194,0,27,49,270,0,335,65,212,51,6,0,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COTOROAIA",288,VOLOIAC,113974,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:39",462,427,1,19,15,296,261,1,19,15,287,9,470,174,26,224,12,23,2,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ I - IV CRĂGUEȘTI",271,ŞIŞEŞTI,113625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:30",304,280,0,16,8,179,155,0,16,8,173,6,308,129,9,135,19,4,2,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV DEDOVIŢA NOUĂ",264,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:33",367,364,0,3,0,198,195,0,3,0,188,10,399,201,109,42,22,7,3,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV DUDAŞU",265,ŞIMIAN,109826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:44",1237,1227,0,2,8,520,510,0,2,8,499,21,1351,831,373,56,41,15,2,12
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV GOANŢA",120,BRANIŞTEA,114060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:26",377,337,0,11,29,246,206,0,11,29,241,5,401,155,64,159,4,9,3,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV GURA MOTRULUI",136,BUTOIEŞTI,111006,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:26",284,228,0,50,6,204,148,0,50,6,197,7,248,44,88,69,18,5,3,14
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV IUPCA",102,BALA,110296,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:35:27",146,136,0,9,1,98,88,0,9,1,96,2,148,50,29,31,20,14,0,2
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV JIANA MARE",210,JIANA,112548,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:08:45",586,534,0,4,48,346,294,0,4,48,344,2,639,293,26,303,15,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV JIDOŞTIŢA",124,BREZNIŢA-OCOL,110820,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:08",912,883,1,12,16,523,495,0,12,16,511,12,972,449,17,416,55,12,4,7
27,MEHEDINŢI,"ȘCOALA GENERALA I-IV JUGASTRU",137,BUTOIEŞTI,111006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:14",302,278,0,20,4,192,168,0,20,4,181,11,309,117,75,71,22,3,2,8
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV MAGHERU",125,BREZNIŢA-OCOL,110820,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:09:50",920,907,0,6,7,473,460,0,6,7,443,30,1005,532,11,351,57,7,7,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV NICOLAE BĂLCESCU",93,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:34",610,585,1,16,8,382,357,1,16,8,364,18,652,270,113,217,27,1,1,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV PĂTULELE",230,PĂTULELE,112879,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:48:01",1020,960,0,23,37,687,627,0,23,37,677,10,1040,353,351,262,38,6,4,16
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV PETRA",115,BÂCLEŞ,110571,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:53:02",168,123,0,14,31,104,59,0,14,31,103,1,132,28,96,7,0,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV PLUTA",138,BUTOIEŞTI,111006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:26",376,292,0,67,17,284,200,0,67,17,270,14,340,56,48,177,25,6,1,13
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV PODU GROSULUI",116,BÂCLEŞ,110571,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:35:08",146,125,0,10,11,109,88,0,10,11,107,2,146,37,95,12,0,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV POROINA",266,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:37",248,240,0,6,2,144,136,0,6,2,141,3,263,119,94,28,6,4,3,6
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV POROINA",267,ŞIMIAN,109826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:54",285,280,0,5,0,133,128,0,5,0,130,3,303,170,96,18,10,0,0,6
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV RUDINA",103,BALA,110296,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:14:39",367,351,0,16,0,236,220,0,16,0,230,6,386,150,75,106,15,27,3,4
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV SĂRDĂNEŞTI",104,BALA,110296,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:55",195,186,0,9,0,131,122,0,9,0,130,1,202,71,34,39,35,19,0,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV SCORILA",284,VLĂDAIA,113929,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:55",158,140,0,17,1,108,97,0,10,1,96,12,151,43,53,34,1,7,1,0
27,MEHEDINŢI,"SCOALA GENERALĂ I-IV SEVERINEŞTI",141,CĂZĂNEŞTI,111097,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:07:31",1123,956,0,144,23,797,630,0,144,23,769,28,1048,251,230,459,34,34,7,5
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV SMADOVIŢA",117,BÂCLEŞ,110571,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:21:12",397,307,0,37,53,267,178,0,37,52,259,8,342,75,229,24,4,2,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV STEJARU",150,CORCOVA,111275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:09",477,452,0,20,5,248,223,0,20,5,224,24,502,254,33,156,18,5,1,11
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV STIGNIŢA",241,"POROINA MARE",113153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:51",528,336,0,169,23,422,230,0,169,23,418,4,484,62,37,359,13,5,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ŞTIRCOVIŢA",285,VLĂDAIA,113929,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:56",184,145,0,39,0,144,105,0,39,0,136,8,154,10,62,58,6,6,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ŢÎNŢARU",139,BUTOIEŞTI,111006,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:51",328,301,0,18,9,214,187,0,18,9,204,10,342,128,89,103,8,1,0,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV VALEA BUNĂ",289,VOLOIAC,113974,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:35",276,257,0,13,6,204,185,0,13,6,198,6,302,98,22,154,12,1,1,8
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV VIDIMIREŞTI",105,BALA,110296,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:36:28",119,112,0,7,0,77,70,0,7,0,73,4,118,41,19,23,20,9,1,1
27,MEHEDINŢI,"ȘCOALA GENERALĂ ILOVIŢA",199,ILOVIŢA,112334,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:03",694,648,0,34,12,544,498,0,34,12,502,21,716,193,163,215,29,82,5,8
27,MEHEDINŢI,"ŞCOALA GENERALĂ IMOASA",147,CORCOVA,111275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:30",348,316,0,25,7,272,240,0,25,7,269,3,355,83,91,144,22,4,0,8
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII BÎCLEȘ",113,BÂCLEŞ,110571,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:53",470,366,1,24,79,354,250,1,24,79,347,7,484,130,270,62,10,4,0,1
